name,count,rank,pctapi,pctblack,pctaian,pctwhite,pcttworace,pcthispanic,prop100k,year
Hartsell,4040,8213,0.5,1.49,0.3,94.85,1.19,1.68,1.37,2010
Risley,4040,8213,0.52,0.54,1.26,93.42,1.58,2.67,1.37,2010
Heid,4040,8213,0.92,3.96,0.32,90.42,1.29,3.09,1.37,2010
Ji,4039,8216,96.91,,,1.66,0.74,0.52,1.37,2010
Gorton,4039,7592,0.57,1.16,0.47,95.52,1.21,1.06,1.5,2000
Sheth,4038,8217,92.6,0.52,0.52,3.39,2.45,0.52,1.37,2010
Lucia,4038,8217,0.92,0.45,0.67,90.52,1.02,6.44,1.37,2010
Galante,4038,8217,2.23,,,90.64,1.21,5.5,1.37,2010
Santo,4038,7593,4.83,1.16,0.5,73.4,2.67,17.43,1.5,2000
Snelling,4038,7593,0.54,16.96,0.2,79.74,1.19,1.36,1.5,2000
Steinman,4038,7593,0.35,0.15,0.17,95.96,1.73,1.63,1.5,2000
Scudder,4037,7596,0.52,7.83,0.35,88.46,1.19,1.66,1.5,2000
Corpuz,4037,7596,79.61,0.37,1.61,5.25,7.03,6.12,1.5,2000
Look,4037,7596,13.28,5.55,0.87,76.42,2.38,1.51,1.5,2000
Surber,4037,8220,0.27,0.25,1.24,94.48,1.34,2.43,1.37,2010
Hibbert,4037,8220,0.72,39.44,0.35,53.98,2.48,3.05,1.37,2010
Bosse,4036,8222,1.04,4.36,0.35,90.26,1.59,2.4,1.37,2010
Treece,4036,7599,0.3,5.53,0.67,90.11,1.71,1.68,1.5,2000
Binns,4036,7599,0.52,32.46,0.37,63.21,1.83,1.61,1.5,2000
Fontanez,4036,8222,0.32,1.61,,6.86,,91.13,1.37,2010
Rayner,4036,8222,0.74,17.44,0.4,77.06,1.59,2.78,1.37,2010
Sokolowski,4035,7601,0.37,0.2,0.2,97.05,0.74,1.44,1.5,2000
Jahnke,4035,8225,0.55,0.17,0.25,96.56,0.89,1.59,1.37,2010
Bonin,4034,8226,0.64,0.77,0.62,93.63,1.39,2.95,1.37,2010
Gallup,4033,7602,0.3,1.79,0.64,93.88,1.86,1.54,1.5,2000
Harner,4033,7602,0.32,1.12,0.4,96.16,0.97,1.04,1.5,2000
Canning,4033,8227,0.77,1.59,0.25,93.63,1.86,1.91,1.37,2010
Polito,4032,8228,1.24,,,87.72,1.19,9.33,1.37,2010
Teasley,4032,7604,0.15,44.17,0.62,52.13,1.54,1.39,1.49,2000
Marti,4032,7604,1.31,1.26,0.37,59.7,0.67,36.68,1.49,2000
Colucci,4031,8229,0.72,,,95.91,0.69,2.23,1.37,2010
Markel,4031,7606,0.35,0.6,0.4,95.96,1.02,1.69,1.49,2000
Dearman,4030,8230,0.65,7.1,1.59,84.09,2.78,3.8,1.37,2010
Casiano,4030,7607,4,1.51,0.17,8.64,0.89,84.79,1.49,2000
Nicks,4029,7608,0.25,28.22,0.45,67.76,1.86,1.46,1.49,2000
Colman,4028,7609,0.6,23.76,0.5,68.12,1.71,5.31,1.49,2000
Paradise,4028,7609,0.45,3.97,0.65,91.78,1.12,2.04,1.49,2000
Larrabee,4028,8231,0.3,0.17,0.99,94.84,1.19,2.51,1.37,2010
Recinos,4028,7609,0.17,0.25,0.12,3.9,0.6,94.96,1.49,2000
Orange,4027,7612,0.52,43.98,1.29,50.93,1.96,1.32,1.49,2000
Soileau,4027,8232,0.35,5.56,0.4,91.43,0.7,1.56,1.37,2010
Chery,4027,8232,0.99,91.06,0.2,3.4,1.64,2.71,1.37,2010
Mele,4026,7613,0.6,0.55,0.22,95.21,0.92,2.51,1.49,2000
Medford,4026,7613,0.65,13.02,0.52,82.74,1.32,1.76,1.49,2000
Latorre,4026,8234,5.46,,,41.98,0.82,50.92,1.36,2010
Mackin,4025,7615,0.17,4.6,0.35,92.5,0.92,1.47,1.49,2000
Templin,4025,7615,0.3,0.65,0.3,96.5,0.94,1.32,1.49,2000
Zuber,4025,7615,0.8,3.48,0.2,93.07,1.17,1.29,1.49,2000
Emmert,4025,8235,0.37,0.67,0.55,95.68,1.49,1.24,1.36,2010
Krol,4025,8235,0.3,0.47,0.52,96.25,0.65,1.81,1.36,2010
Lakey,4025,8235,0.84,7.13,1.02,86.34,2.76,1.91,1.36,2010
Householder,4024,7618,0.27,0.4,0.45,96.35,1.12,1.42,1.49,2000
Rochester,4024,8238,0.52,30.09,0.72,63.52,2.19,2.96,1.36,2010
Brodsky,4024,7618,0.35,0.3,0.12,96.87,0.84,1.52,1.49,2000
Freeze,4023,8239,0.32,2.86,0.42,93.02,1.42,1.96,1.36,2010
Bonnett,4023,8239,1.04,10.71,0.5,81.58,1.99,4.18,1.36,2010
Wirtz,4023,7620,0.22,0.4,0.17,96.57,0.99,1.64,1.49,2000
Hackman,4023,7620,0.7,5.39,0.3,91.77,0.97,0.87,1.49,2000
Tippett,4023,7620,0.4,6.86,0.37,90.23,1.22,0.92,1.49,2000
Polson,4022,7623,1.29,3.58,0.65,90.95,1.82,1.72,1.49,2000
Parkin,4022,8241,1.19,3.63,0.45,89.58,1.74,3.41,1.36,2010
Colston,4022,7623,0.32,39.81,0.62,56.29,1.64,1.32,1.49,2000
Murphree,4021,8242,0.27,0.42,0.55,96.02,0.77,1.96,1.36,2010
Corrado,4021,8242,0.75,,,91,0.82,7.04,1.36,2010
Blatt,4020,8244,0.57,0.35,0.57,95.7,0.8,2.01,1.36,2010
Wendell,4020,8244,0.65,1.67,0.4,92.96,1.39,2.94,1.36,2010
Herald,4020,7625,0.2,3.68,0.65,92.39,1.27,1.82,1.49,2000
Cerna,4020,7625,1.17,0.12,0.4,5.87,0.32,92.11,1.49,2000
Shults,4019,7627,0.32,0.62,0.4,95.94,1.14,1.57,1.49,2000
Croy,4018,8246,0.77,0.37,1.87,92.51,1.94,2.54,1.36,2010
Chauvin,4018,8246,0.6,0.85,0.72,94.5,0.92,2.41,1.36,2010
Shubert,4018,7628,0.7,3.73,0.37,92.76,0.75,1.69,1.49,2000
Mertens,4017,7629,0.75,0.15,0.15,96.29,1.62,1.05,1.49,2000
Durkee,4017,8248,0.9,1.1,0.35,93.58,1.72,2.36,1.36,2010
Prickett,4016,8249,0.25,1.29,0.5,93.65,1.77,2.54,1.36,2010
Dave,4016,7630,60.41,14.59,2.04,17.16,4.33,1.47,1.49,2000
Edison,4015,8250,1.52,35.82,4.56,51.21,2.27,4.63,1.36,2010
Kugler,4015,8250,0.6,0.22,0.3,95.24,1.3,2.34,1.36,2010
Bullington,4015,8250,0.47,0.57,0.42,94.92,1.59,2.02,1.36,2010
Cipriano,4015,7631,3.79,,1.32,77.09,,16.81,1.49,2000
Vanness,4015,7631,0.47,4.08,0.25,91.88,1.59,1.72,1.49,2000
Mayne,4015,7631,0.75,4.88,0.27,90.78,1.05,2.27,1.49,2000
Lauderdale,4015,7631,0.52,26.55,0.6,68.07,2.17,2.09,1.49,2000
Duffield,4015,7631,0.57,2.79,1.37,91.96,1.97,1.34,1.49,2000
Driskell,4015,7631,0.5,14.25,0.72,82.12,0.95,1.47,1.49,2000
Percy,4015,7631,0.85,21.07,1.27,70.49,2.09,4.23,1.49,2000
Borland,4014,8253,1.07,2.84,1.05,90.03,2.29,2.72,1.36,2010
Theodore,4014,7638,1.52,33.86,1.22,56.65,4.56,2.19,1.49,2000
Colella,4014,7638,0.67,,,91.36,1.22,6.3,1.49,2000
Kiger,4013,7640,0.5,0.92,0.87,95.07,1.72,0.92,1.49,2000
Bigler,4013,8254,0.7,0.17,0.47,95.19,1.2,2.27,1.36,2010
Duren,4013,8254,0.7,22.15,0.32,71.19,1.99,3.64,1.36,2010
Delcastillo,4013,8254,11.06,0.3,0.17,11.69,0.57,76.2,1.36,2010
Huth,4013,8254,1.37,0.45,0.22,94.67,1.22,2.07,1.36,2010
Murphey,4013,8254,0.67,4.21,0.72,89.81,2.04,2.54,1.36,2010
Brownfield,4013,7640,0.52,7.08,1.35,88.14,1.59,1.32,1.49,2000
Mickey,4012,8259,0.8,17.55,0.87,76.4,2.39,1.99,1.36,2010
Craver,4012,8259,0.32,8.92,0.37,86.86,1.55,1.97,1.36,2010
Triana,4012,8259,0.9,0.57,,19.77,,78.44,1.36,2010
Piercy,4012,8259,0.65,3.84,0.25,91.8,1.25,2.22,1.36,2010
Wideman,4012,7642,0.25,38.53,0.37,58.28,1.67,0.9,1.49,2000
Stella,4012,7642,0.75,1.27,0.12,89.33,1,7.53,1.49,2000
Maye,4012,7642,0.5,54.09,0.65,40.08,2.37,2.32,1.49,2000
Chisolm,4012,7642,0.22,72.71,0.27,24,1.6,1.2,1.49,2000
Dixson,4011,7646,0.77,42.48,2.02,50.19,2.74,1.8,1.49,2000
Harville,4011,7646,0.35,13.39,0.77,83.4,1.05,1.05,1.49,2000
Muldoon,4011,7646,0.5,0.2,0.57,96.58,0.62,1.52,1.49,2000
Caplan,4011,8263,0.92,,,94.49,1.4,2.84,1.36,2010
Pellegrini,4011,8263,0.42,,,93.59,1.05,4.54,1.36,2010
Rademacher,4011,8263,0.72,0.35,0.17,95.94,1.17,1.65,1.36,2010
Fitzwater,4011,7646,0.32,0.45,0.52,97.13,0.82,0.75,1.49,2000
Stoops,4010,8266,0.75,0.67,0.72,94.54,1.62,1.7,1.36,2010
Burkey,4010,7650,0.25,0.27,0.35,96.13,1.22,1.77,1.49,2000
Leitner,4010,8266,0.67,1.12,0.15,94.54,1.42,2.09,1.36,2010
Man,4010,8266,67.48,2.99,0.2,22.27,2.57,4.49,1.36,2010
Winans,4010,8266,0.6,3.87,0.25,90.62,1.37,3.29,1.36,2010
Mains,4010,8266,0.6,2.59,0.37,92.49,1.7,2.24,1.36,2010
Hartsfield,4010,7650,0.22,33.92,0.57,62.52,1.55,1.22,1.49,2000
Brawley,4009,7652,0.37,10.58,0.9,84.81,1.5,1.85,1.49,2000
Duffield,4009,8271,0.6,3.19,1.37,90.2,2.87,1.77,1.36,2010
Schade,4009,7652,0.57,0.3,0.22,96.31,0.82,1.77,1.49,2000
Tennyson,4008,7654,0.42,18.24,0.82,76.67,1.87,1.97,1.49,2000
Pelfrey,4008,7654,0.5,0.22,0.7,96.06,1.52,1,1.49,2000
Cueva,4008,8272,4.89,,,4.14,0.4,90.34,1.36,2010
Stuck,4008,8272,0.57,0.47,0.75,94.11,2.12,1.97,1.36,2010
Whitted,4007,7656,0.22,51.66,0.55,44.87,1.8,0.9,1.49,2000
Harbour,4006,7657,0.25,9.09,0.6,86.1,1.95,2.02,1.49,2000
Krupa,4006,7657,0.7,,,96.36,1.57,1.07,1.49,2000
Soles,4006,8274,0.45,11.46,0.72,78.61,2,6.76,1.36,2010
Hinojos,4006,8274,,0.17,0.4,5.14,,94.11,1.36,2010
Macarthur,4006,8274,0.75,3.17,1.05,90.54,1.87,2.62,1.36,2010
Silvas,4006,7657,0.27,0.42,3.64,13.9,0.62,81.13,1.49,2000
Peraza,4005,7660,,0.37,,6.07,0.55,92.68,1.48,2000
Erdmann,4005,7660,0.9,,,95.73,1.42,1.67,1.48,2000
Halpern,4005,7660,0.62,,,95.81,1.3,1.67,1.48,2000
Beadle,4005,8277,0.4,6.84,0.42,87.59,1.75,3,1.36,2010
Cothran,4005,8277,0.6,9.51,0.37,85.72,1.52,2.27,1.36,2010
Tutt,4005,8277,0.42,49.49,1.57,43.02,3.1,2.4,1.36,2010
Finnerty,4004,7663,0.5,0.4,0.2,96.83,0.9,1.17,1.48,2000
Yusuf,4003,8280,14.89,72.45,0.4,7.07,3.82,1.37,1.36,2010
Mackinnon,4003,7664,0.67,0.8,0.2,95.23,1.55,1.55,1.48,2000
Humbert,4003,7664,0.42,12.02,0.45,83.84,1.17,2.1,1.48,2000
Doster,4002,7666,0.32,15.87,0.32,80.88,1.35,1.25,1.48,2000
Mccarley,4002,7666,0.42,7.37,0.52,88.93,1.57,1.17,1.48,2000
Livesay,4002,8281,0.37,0.72,0.52,94.7,1.6,2.07,1.36,2010
Wiser,4002,8281,0.57,1.67,0.57,93.45,1.52,2.2,1.36,2010
Livesay,4001,7668,0.42,0.6,0.5,95.65,1.37,1.45,1.48,2000
Force,4001,7668,0.57,1.7,0.2,95.1,1.15,1.27,1.48,2000
Kugler,4001,7668,0.6,0.27,0.3,96.33,0.92,1.57,1.48,2000
Kerner,4001,8283,0.52,0.77,0.12,93.9,2.02,2.65,1.36,2010
Obryant,4001,8283,0.62,31.59,0.37,62.53,1.9,2.97,1.36,2010
Lamp,4000,7671,0.65,0.95,0.43,95.1,1.18,1.7,1.48,2000
Kanter,4000,8285,1.33,0.9,0.25,94,1.3,2.23,1.36,2010
Hector,4000,7671,0.65,44.03,0.43,42.73,2.85,9.33,1.48,2000
Haberman,4000,7671,0.43,0.35,0.45,96.03,1.23,1.53,1.48,2000
Jump,3999,8286,0.4,1.05,1.2,93.35,2.08,1.93,1.36,2010
Woosley,3999,7674,0.35,1.1,0.7,96.15,0.8,0.9,1.48,2000
Charron,3999,7674,0.38,0.63,0.45,94.8,1.3,2.45,1.48,2000
Dulin,3998,8287,1.08,15.31,0.3,78.66,2.35,2.3,1.36,2010
Niemann,3998,7676,0.43,,,97.02,0.58,1.75,1.48,2000
Ashburn,3998,7676,0.38,5.73,0.4,90.9,1.18,1.43,1.48,2000
Greenleaf,3998,7676,0.5,9.2,1.7,85.67,1.68,1.25,1.48,2000
Rein,3998,7676,0.4,1.65,0.35,94.9,0.68,2.03,1.48,2000
Skelly,3997,7680,0.73,0.95,0.68,95.15,1.2,1.3,1.48,2000
Nunnally,3997,7680,0.48,29.52,0.3,67.08,1.43,1.2,1.48,2000
Carillo,3997,7680,4.63,0.75,0.28,21.19,1.33,71.83,1.48,2000
Rosier,3997,8288,0.73,24.32,0.4,70.4,2.43,1.73,1.36,2010
Lal,3997,8288,81.24,1.78,0.58,4.68,9.53,2.2,1.36,2010
Maus,3997,8288,0.55,4.08,0.38,90.12,1.13,3.75,1.36,2010
Placencia,3996,8291,0.5,0.33,0.35,5.63,0.28,92.92,1.35,2010
Bergin,3996,8291,0.65,0.75,0.4,94.82,1,2.38,1.35,2010
Renfrow,3996,7683,0.2,4.88,1.15,91.09,1.43,1.25,1.48,2000
Prickett,3995,7684,0.25,1.35,0.45,94.52,1.5,1.93,1.48,2000
Blackshear,3995,8293,0.25,67.08,0.6,26.31,2.58,3.18,1.35,2010
Angus,3995,7684,1.68,8.99,0.95,84.18,1.85,2.35,1.48,2000
Benford,3995,8293,0.23,69.79,0.2,23.73,3.2,2.85,1.35,2010
Ice,3994,8295,0.95,5.28,1.4,88.58,1.73,2.05,1.35,2010
Bednar,3994,7686,0.53,0.25,0.25,96.87,1.03,1.08,1.48,2000
Nightingale,3994,7686,0.5,5.21,0.58,90.26,1.4,2.05,1.48,2000
Rembert,3994,8295,0.23,77.69,0.18,16.22,3.25,2.43,1.35,2010
Warnick,3993,7688,0.63,2.55,0.3,94.11,0.73,1.68,1.48,2000
Roseman,3993,8297,0.5,19.46,0.15,76.06,2.15,1.68,1.35,2010
Steinbach,3993,7688,0.38,0.4,0.58,96.64,0.9,1.1,1.48,2000
Schiff,3993,8297,0.68,,,96.14,0.93,1.73,1.35,2010
Jason,3993,7688,1.93,21.61,0.38,70.75,1.5,3.83,1.48,2000
Eady,3992,8299,0.23,52.45,0.5,43.26,1.98,1.58,1.35,2010
Lovelady,3992,8299,0.33,13.5,0.93,81.81,1.45,1.98,1.35,2010
Hoard,3992,8299,0.3,21.64,0.4,73.72,1.98,1.95,1.35,2010
Widner,3992,8299,0.48,1.25,0.68,93.14,1.35,3.11,1.35,2010
Brainard,3992,8299,0.6,0.8,0.93,93.34,1.98,2.35,1.35,2010
Hans,3991,7691,5.39,3.28,0.38,87.02,1.78,2.15,1.48,2000
Vannoy,3991,8304,0.5,5.54,0.8,88.3,2.28,2.58,1.35,2010
Kiss,3990,8305,0.68,0.63,0.13,93.81,1.18,3.58,1.35,2010
Jeanpierre,3990,8305,,91.95,,2.21,2.21,3.26,1.35,2010
Northrop,3990,8305,0.6,1.1,0.2,94.36,1.53,2.21,1.35,2010
Lydon,3990,7692,0.48,0.4,0.33,96.94,0.65,1.2,1.48,2000
Rutland,3989,7693,0.15,21.28,0.2,75.71,1.63,1.03,1.48,2000
Hafer,3989,8308,0.65,0.5,0.15,94.89,1.73,2.08,1.35,2010
Durfee,3989,8308,0.58,0.3,1.33,93.16,2.08,2.56,1.35,2010
Press,3989,8308,1.5,6.59,0.35,86.36,1.4,3.79,1.35,2010
Scudder,3989,8308,0.75,7.62,0.33,87.06,1.75,2.48,1.35,2010
Hawn,3988,7694,1.5,0.7,0.2,94.76,1.33,1.5,1.48,2000
Malin,3988,7694,0.78,1.63,0.3,93.78,1.28,2.23,1.48,2000
Alleman,3988,7694,0.25,0.2,0.4,96.72,1,1.43,1.48,2000
Steinbach,3987,8312,0.38,0.53,0.43,94.93,1.5,2.23,1.35,2010
Beech,3987,7697,0.38,7.93,0.4,88.59,1.5,1.2,1.48,2000
Rideout,3986,8313,0.5,19.42,0.63,74.39,3.01,2.06,1.35,2010
Auger,3986,7698,0.6,1.23,0.38,95.41,1.1,1.28,1.48,2000
Desilva,3986,7698,26.04,9.33,0.35,47.64,8.96,7.68,1.48,2000
Steiger,3986,8313,0.73,0.48,0.33,95.51,1.23,1.73,1.35,2010
Malley,3986,8313,0.8,3.16,0.25,92.32,1.35,2.11,1.35,2010
Isham,3985,7700,1.1,6.15,7.05,81.33,2.16,2.21,1.48,2000
Izaguirre,3985,7700,0.3,0.33,0.13,4.72,0.4,94.13,1.48,2000
Woodhouse,3985,8316,0.68,22.01,0.63,71.94,2.13,2.61,1.35,2010
Odle,3984,8317,0.48,5.3,0.95,89.41,2.01,1.86,1.35,2010
Raleigh,3984,8317,0.6,6.22,0.9,89.03,1.91,1.33,1.35,2010
Mcglothlin,3984,8317,0.55,1.31,0.65,93.5,1.73,2.26,1.35,2010
Mandujano,3983,7702,,0.18,,2.46,0.35,96.84,1.48,2000
Michalak,3983,8320,0.38,0.25,0.25,96.01,1.08,2.03,1.35,2010
Berumen,3983,7702,,,0.3,6.75,0.63,91.99,1.48,2000
Dimarco,3983,7702,,0.35,,94.78,1.03,3.62,1.48,2000
Glasser,3983,7702,0.65,0.23,0.35,96.69,1.33,0.75,1.48,2000
Mo,3983,8320,85.79,2.01,0,7.48,2.16,2.56,1.35,2010
Nipper,3982,7706,0.73,4.67,0.4,92.19,1.03,0.98,1.48,2000
Kantor,3982,8322,1.1,,,95.2,1.08,1.98,1.35,2010
Pegram,3982,7706,0.33,26.22,0.3,70.57,1.26,1.33,1.48,2000
Fleischer,3981,8323,1.06,0.8,0.18,93.47,0.93,3.57,1.35,2010
Faith,3981,8323,0.88,2.31,0.75,91.96,1.76,2.34,1.35,2010
Beamer,3981,8323,0.85,6.66,0.63,87.26,2.29,2.31,1.35,2010
Auguste,3981,8323,0.78,82.92,0.2,9.09,2.81,4.19,1.35,2010
Slavin,3981,8323,0.58,0.2,1,93.64,1.61,2.96,1.35,2010
Bowker,3980,8328,1.43,0.2,3.17,90.03,2.71,2.46,1.35,2010
Krall,3980,8328,0.63,0.43,0.2,95.23,1.38,2.14,1.35,2010
Sundberg,3980,7708,0.6,0.25,0.55,95.95,1.21,1.43,1.48,2000
Mcphee,3980,7708,0.53,11.61,0.28,84.82,1.08,1.68,1.48,2000
Labbe,3980,7708,0.43,7.36,0.15,87.56,1.51,2.99,1.48,2000
Agustin,3979,7711,55.06,,,3.44,3.32,36.72,1.48,2000
Crafton,3979,7711,0.28,11.33,0.5,85.62,1.21,1.06,1.48,2000
Beller,3978,7713,0.43,1.89,0.6,94.57,0.98,1.53,1.47,2000
Cantor,3978,7713,3.34,0.33,0.28,78.48,0.9,16.67,1.47,2000
Sawicki,3977,8330,0.35,0.23,0.15,96.2,0.53,2.54,1.35,2010
Janke,3977,8330,0.4,0.33,0.28,94.97,1.58,2.44,1.35,2010
Lawyer,3977,7715,0.53,13.43,1.08,82.65,1.11,1.21,1.47,2000
Bang,3977,7715,59.22,1.46,,37.06,1.53,,1.47,2000
Hollar,3976,8332,0.55,1.23,0.28,94.44,1.53,1.96,1.35,2010
Largent,3974,8333,0.33,4.53,1.18,89.53,2.04,2.39,1.35,2010
Kapp,3974,8333,0.63,,,94.31,0.93,3.55,1.35,2010
Kyles,3974,7717,0.3,74.23,0.6,21.49,1.89,1.48,1.47,2000
Croy,3974,7717,0.4,0.28,1.74,95.14,0.86,1.59,1.47,2000
Jardine,3973,8335,2.47,5.69,0.35,81.68,4.2,5.61,1.35,2010
Tupper,3973,8335,0.76,0.98,1.41,91.52,2.29,3.05,1.35,2010
Winans,3973,7719,0.63,4,0.48,91.34,1.21,2.34,1.47,2000
Battista,3973,7719,0.38,,,94.79,1.49,3.02,1.47,2000
Jost,3972,7721,0.53,0.18,0.65,96.25,0.86,1.54,1.47,2000
Grainger,3972,8337,0.23,9.64,0.93,85.35,1.86,1.99,1.35,2010
Renfrow,3972,8337,0.28,5.39,1.08,89.93,1.79,1.54,1.35,2010
Bakken,3972,7721,0.45,0.4,0.55,96.53,1.18,0.88,1.47,2000
Dandridge,3971,7723,0.25,73.28,0.28,22.14,2.8,1.26,1.47,2000
Funkhouser,3971,8339,0.6,0.53,0.15,96.02,1.01,1.69,1.35,2010
Densmore,3971,8339,0.76,5.94,0.65,89.52,1.56,1.56,1.35,2010
Mustafa,3970,7724,14.41,13.5,,44.31,22.04,,1.47,2000
Eskridge,3969,8341,0.5,37.67,0.3,57.04,2.7,1.79,1.35,2010
Wadley,3968,8342,0.38,39.29,1.34,53.88,2.87,2.24,1.35,2010
Schooley,3968,8342,0.43,0.78,0.3,95.21,1.31,1.97,1.35,2010
Ice,3968,7725,1.74,5.37,0.96,88.99,2.02,0.93,1.47,2000
Souder,3968,8342,0.6,5.77,0.18,90.3,1.16,1.99,1.35,2010
Graybill,3967,8345,0.45,0.98,0.3,95.08,1.66,1.51,1.34,2010
Riegel,3967,8345,0.43,0.4,0.23,96.04,1.34,1.56,1.34,2010
Tollefson,3967,8345,1.08,0.53,0.68,94.23,1.89,1.59,1.34,2010
Eklund,3966,7726,0.55,0.15,0.18,96.27,1.21,1.64,1.47,2000
Grimaldo,3966,7726,0.35,,,5.87,0.33,93.12,1.47,2000
Hermes,3966,7726,0.63,0.38,0.15,95.81,1.11,1.92,1.47,2000
Montesdeoca,3966,7726,0.15,0.18,0.18,4.64,0.38,94.48,1.47,2000
Hazzard,3965,8348,0.91,23.48,0.48,69.86,3.05,2.22,1.34,2010
Jessop,3965,8348,1.29,1.49,0.13,94.4,0.86,1.84,1.34,2010
Frisby,3964,8350,0.61,20.33,0.76,69.07,3.33,5.9,1.34,2010
Despain,3964,8350,0.48,0.33,0.58,93.39,1.29,3.94,1.34,2010
Strouse,3964,8350,0.66,0.78,0.45,95.26,1.08,1.77,1.34,2010
Vannoy,3963,7730,0.38,5.15,0.83,89.86,2.12,1.67,1.47,2000
Grainger,3963,7730,0.25,8.78,0.63,87.84,1.24,1.26,1.47,2000
Shabazz,3963,8353,0.28,88.44,0.53,1.97,4.26,4.52,1.34,2010
Ambrosio,3963,8353,7.07,0.25,0.35,41.08,1.41,49.84,1.34,2010
Caruthers,3963,8353,0.35,28.24,0.4,66.04,2.65,2.32,1.34,2010
Hiles,3962,8356,0.45,5.25,0.81,88.94,1.49,3.05,1.34,2010
Lamas,3962,7732,0.23,0.5,0.18,14.39,0.61,84.1,1.47,2000
Mecham,3962,8356,0.5,0.43,0.63,94.55,1.89,1.99,1.34,2010
Straw,3962,8356,0.76,5.17,0.73,89.78,2.02,1.54,1.34,2010
Sumrall,3961,8359,0.4,10.68,0.33,85.61,1.04,1.94,1.34,2010
Tarantino,3961,7733,0.3,0.33,0.28,95.94,1.06,2.1,1.47,2000
Witter,3961,7733,0.4,15.12,0.15,81.14,1.89,1.29,1.47,2000
Worthen,3961,7733,0.56,19.29,0.58,76.27,1.57,1.74,1.47,2000
Brunk,3961,8359,0.66,1.26,2.17,92.2,1.74,1.97,1.34,2010
Dewberry,3960,8361,0.23,48.48,0.45,46.04,2.95,1.84,1.34,2010
Basinger,3960,7736,0.2,0.33,0.45,96.92,0.98,1.11,1.47,2000
Cowden,3960,7736,0.4,2.07,0.66,94.57,1.19,1.11,1.47,2000
Hiles,3960,7736,0.33,5.61,0.76,89.87,1.14,2.3,1.47,2000
Mounts,3960,8361,0.38,1.49,0.78,93.33,1.54,2.47,1.34,2010
Housley,3960,8361,0.56,13.89,0.83,80.3,2.22,2.2,1.34,2010
Mcanally,3959,7739,0.33,0.2,0.91,95.83,1.39,1.34,1.47,2000
Taliaferro,3959,8364,0.58,36.5,0.83,55.49,4.29,2.3,1.34,2010
Schade,3958,8365,0.99,0.48,0.2,95.17,1.01,2.15,1.34,2010
Houlihan,3958,8365,0.78,0.43,0.18,94.57,1.44,2.6,1.34,2010
Felipe,3958,7740,15.94,0.91,0.93,7.53,2.02,72.66,1.47,2000
Daye,3958,8365,2.37,62.2,1.09,29.08,3.18,2.07,1.34,2010
Popovich,3957,8368,0.81,0.4,0.15,94.14,1.31,3.18,1.34,2010
Makowski,3957,7741,0.4,,,97.09,1.06,1.24,1.47,2000
Kapp,3957,7741,0.96,,,95.4,0.61,2.35,1.47,2000
Gallimore,3957,7741,0.2,17.13,0.13,79.53,1.31,1.69,1.47,2000
Bressler,3956,8369,0.73,0.68,0.35,94.39,1.21,2.63,1.34,2010
Iyer,3956,8369,94.19,0.13,0.3,2.73,2.35,0.3,1.34,2010
Mahone,3956,8369,0.66,66.3,0.73,26.9,3.59,1.82,1.34,2010
Ramer,3956,7744,0.28,0.99,0.61,95.42,1.06,1.64,1.47,2000
Gideon,3956,7744,1.82,9.5,1.42,83.01,2.93,1.31,1.47,2000
Copenhaver,3956,7744,0.2,0.35,0.46,96.76,0.91,1.31,1.47,2000
Ardoin,3955,8372,0.2,26.6,0.15,70.44,0.94,1.67,1.34,2010
Wilkens,3954,7747,0.48,12.77,0.51,83.59,1.14,1.52,1.47,2000
Bowker,3954,7747,1.11,0.28,2.91,92.08,1.67,1.95,1.47,2000
Rentz,3954,8373,0.4,7.97,1.21,86.12,1.14,3.16,1.34,2010
Greenleaf,3954,8373,0.86,9.41,1.01,84.52,2,2.2,1.34,2010
Huntsman,3953,7749,0.48,3.14,1.01,92.84,1.14,1.39,1.47,2000
Seeger,3953,7749,,0.81,,96.56,0.96,1.21,1.47,2000
Palladino,3953,7749,0.28,,,96.64,1.29,1.47,1.47,2000
Matus,3952,8375,1.14,1.04,5.34,45.42,1.14,45.93,1.34,2010
Dunford,3952,8375,0.4,4.91,0.48,90.99,1.8,1.42,1.34,2010
Kittrell,3952,7752,0.28,27.2,0.56,69.36,1.54,1.06,1.46,2000
Jessee,3952,7752,0.48,0.3,0.53,96.33,1.11,1.24,1.46,2000
Rolle,3952,7752,1.42,75.1,0.23,17.74,3.21,2.3,1.46,2000
Kalinowski,3951,8377,0.71,,,95.95,1.11,2.02,1.34,2010
Priester,3951,8377,0.25,42.24,0.3,53.38,1.77,2.05,1.34,2010
Ricciardi,3951,8377,0.4,,,95.72,0.51,3.01,1.34,2010
Michaelson,3950,8380,0.84,0.53,0.86,94,1.47,2.3,1.34,2010
Ciccone,3950,7755,0.43,0.3,0.3,95.49,0.96,2.51,1.46,2000
Brannen,3950,7755,0.66,3.8,0.18,92.99,1.01,1.37,1.46,2000
Simental,3950,8380,0.13,,0.41,4.66,,94.68,1.34,2010
Zuber,3950,8380,0.81,4.1,0.25,91.95,1.01,1.87,1.34,2010
Kolar,3950,7755,1.42,0.41,0.18,95.62,0.91,1.47,1.46,2000
Devereaux,3949,8383,0.53,12.76,2.08,79.69,1.77,3.17,1.34,2010
