month,date_of_month,birthsmean,birthscount,birthssum,display,default_rank,max_rank,pct_rank
2,23,10813.0,25,270317,2/23,78.5,289.0,0.21448087431693988
2,24,10777.0,25,269423,2/24,69.0,298.0,0.1885245901639344
2,25,10995.0,25,274876,2/25,136.0,232.0,0.37158469945355194
2,26,10819.0,25,270465,2/26,80.5,287.0,0.21994535519125682
2,27,10926.0,25,273142,2/27,110.5,257.0,0.30191256830601093
2,28,11227.0,25,280686,2/28,207.5,160.0,0.5669398907103825
2,29,10701.0,6,64206,2/29,50.0,317.0,0.1366120218579235
3,1,11195.0,25,279879,3/1,192.0,175.0,0.5245901639344263
3,2,10712.0,25,267797,3/2,51.0,316.0,0.13934426229508196
3,3,10971.0,25,274274,3/3,128.5,239.0,0.3510928961748634
3,4,10886.0,25,272156,3/4,99.0,268.0,0.27049180327868855
3,5,10995.0,25,274868,3/5,136.0,232.0,0.37158469945355194
3,6,11121.0,25,278032,3/6,178.0,189.0,0.48633879781420764
3,7,11305.0,25,282635,3/7,229.0,139.0,0.6256830601092896
3,8,11047.0,25,276170,3/8,156.5,211.0,0.4275956284153005
3,9,10685.0,25,267128,3/9,42.0,325.0,0.11475409836065574
3,10,10800.0,25,270006,3/10,76.0,291.0,0.20765027322404372
3,11,10808.0,25,270211,3/11,77.0,290.0,0.2103825136612022
3,12,11032.0,25,275791,3/12,150.0,218.0,0.4098360655737705
3,13,10872.0,25,271798,3/13,95.0,272.0,0.25956284153005466
3,14,11368.0,25,284198,3/14,244.0,123.0,0.6666666666666666
3,15,11091.0,25,277263,3/15,172.0,195.0,0.46994535519125685
3,16,10692.0,25,267297,3/16,46.5,321.0,0.12704918032786885
3,17,10998.0,25,274941,3/17,139.0,228.0,0.3797814207650273
3,18,10833.0,25,270825,3/18,85.0,282.0,0.23224043715846995
3,19,10943.0,25,273583,3/19,117.0,250.0,0.319672131147541
3,20,11235.0,25,280865,3/20,213.0,154.0,0.5819672131147541
3,21,11414.0,25,285342,3/21,256.0,111.0,0.6994535519125683
3,22,11032.0,25,275796,3/22,150.0,218.0,0.4098360655737705
3,23,10654.0,25,266343,3/23,37.0,330.0,0.10109289617486339
3,24,10783.0,25,269580,3/24,71.0,296.0,0.19398907103825136
3,25,10879.0,25,271977,3/25,97.0,270.0,0.2650273224043716
3,26,10926.0,25,273149,3/26,110.5,257.0,0.30191256830601093
3,27,11113.0,25,277817,3/27,177.0,190.0,0.48360655737704916
3,28,11281.0,25,282015,3/28,222.5,145.0,0.6079234972677595
3,29,10916.0,25,272907,3/29,107.0,260.0,0.2923497267759563
3,30,10595.0,25,264881,3/30,24.0,343.0,0.06557377049180328
3,31,10620.0,25,265506,3/31,31.0,336.0,0.08469945355191257
4,1,10166.0,25,254161,4/1,12.0,355.0,0.03278688524590164
4,2,11047.0,25,276185,4/2,156.5,211.0,0.4275956284153005
4,3,11124.0,25,278106,4/3,179.0,188.0,0.4890710382513661
4,4,11439.0,25,285982,4/4,259.0,108.0,0.7076502732240437
4,5,10960.0,25,273988,4/5,124.0,243.0,0.33879781420765026
4,6,10543.0,25,263577,4/6,22.0,345.0,0.060109289617486336
4,7,10715.0,25,267865,4/7,52.5,315.0,0.14344262295081966
4,8,10795.0,25,269883,4/8,74.0,293.0,0.20218579234972678
4,9,10878.0,25,271948,4/9,96.0,271.0,0.26229508196721313
4,10,11073.0,25,276820,4/10,167.5,200.0,0.4576502732240437
4,11,11305.0,25,282633,4/11,229.0,139.0,0.6256830601092896
4,12,11043.0,25,276079,4/12,153.0,214.0,0.4180327868852459
4,13,10265.0,25,256634,4/13,16.0,351.0,0.04371584699453552
4,14,10669.0,25,266735,4/14,40.0,327.0,0.1092896174863388
4,15,10765.0,25,269123,4/15,65.0,302.0,0.17759562841530055
4,16,10959.0,25,273964,4/16,122.0,246.0,0.3333333333333333
4,17,11141.0,25,278521,4/17,184.0,183.0,0.5027322404371585
4,18,11217.0,25,280413,4/18,205.0,162.0,0.5601092896174863
4,19,10959.0,25,273974,4/19,122.0,246.0,0.3333333333333333
4,20,10599.0,25,264966,4/20,26.0,341.0,0.07103825136612021
4,21,10641.0,25,266018,4/21,35.0,332.0,0.09562841530054644
4,22,10753.0,25,268815,4/22,61.5,306.0,0.1680327868852459
4,23,10895.0,25,272367,4/23,101.0,266.0,0.27595628415300544
4,24,11074.0,25,276854,4/24,169.0,198.0,0.46174863387978143
4,25,11234.0,25,280858,4/25,212.0,155.0,0.5792349726775956
4,26,10944.0,25,273590,4/26,118.0,249.0,0.3224043715846995
4,27,10569.0,25,264219,4/27,23.0,344.0,0.06284153005464481
4,28,10663.0,25,266586,4/28,39.0,328.0,0.10655737704918032
4,29,10633.0,25,265829,4/29,33.0,334.0,0.09016393442622951
4,30,10775.0,25,269371,4/30,68.0,299.0,0.18579234972677597
5,1,11229.0,25,280719,5/1,210.0,158.0,0.5737704918032787
5,2,11352.0,25,283799,5/2,239.0,128.0,0.6530054644808743
5,3,10978.0,25,274440,5/3,131.5,236.0,0.3592896174863388
5,4,10621.0,25,265533,5/4,32.0,335.0,0.08743169398907104
5,5,10932.0,25,273306,5/5,115.0,252.0,0.31420765027322406
5,6,10851.0,25,271279,5/6,89.0,278.0,0.24316939890710382
5,7,10978.0,25,274456,5/7,131.5,236.0,0.3592896174863388
5,8,11197.0,25,279927,5/8,193.0,174.0,0.5273224043715847
5,9,11280.0,25,282000,5/9,221.0,146.0,0.6038251366120219
5,10,11151.0,25,278775,5/10,186.0,181.0,0.5081967213114754
5,11,10650.0,25,266259,5/11,36.0,331.0,0.09836065573770492
5,12,10870.0,25,271759,5/12,94.0,273.0,0.2568306010928962
5,13,10598.0,25,264945,5/13,25.0,342.0,0.06830601092896176
5,14,11097.0,25,277415,5/14,173.0,194.0,0.4726775956284153
5,15,11392.0,25,284788,5/15,251.0,116.0,0.6857923497267759
5,16,11517.0,25,287923,5/16,279.0,88.0,0.7622950819672131
5,17,11193.0,25,279830,5/17,191.0,176.0,0.5218579234972678
5,18,10796.0,25,269911,5/18,75.0,292.0,0.20491803278688525
5,19,10858.0,25,271452,5/19,90.0,277.0,0.2459016393442623
5,20,11059.0,25,276480,5/20,161.0,206.0,0.43989071038251365
5,21,11288.0,25,282202,5/21,225.0,142.0,0.6147540983606558
5,22,11510.0,25,287744,5/22,276.5,91.0,0.755464480874317
5,23,11774.0,25,294355,5/23,312.0,55.0,0.8524590163934426
5,24,11444.0,25,286096,5/24,262.0,105.0,0.7158469945355191
5,25,10773.0,25,269318,5/25,66.5,301.0,0.18169398907103826
5,26,10211.0,25,255263,5/26,14.0,353.0,0.03825136612021858
5,27,10449.0,25,261235,5/27,18.0,349.0,0.04918032786885246
5,28,10744.0,25,268611,5/28,58.0,309.0,0.15846994535519127
5,29,10945.0,25,273630,5/29,119.0,248.0,0.3251366120218579
5,30,11216.0,25,280393,5/30,204.0,163.0,0.5573770491803278
5,31,10900.0,25,272509,5/31,102.0,265.0,0.2786885245901639
6,1,11067.0,25,276677,6/1,165.5,202.0,0.4521857923497268
6,2,11183.0,25,279569,6/2,189.5,178.0,0.51775956284153
6,3,11109.0,25,277726,6/3,175.0,192.0,0.4781420765027322
6,4,11224.0,25,280601,6/4,206.0,161.0,0.5628415300546448
6,5,11372.0,25,284289,6/5,247.0,120.0,0.674863387978142
6,6,11489.0,25,287221,6/6,271.0,96.0,0.7404371584699454
6,7,11214.0,25,280351,6/7,202.0,165.0,0.5519125683060109
6,8,10914.0,25,272847,6/8,105.5,262.0,0.28825136612021857
6,9,10936.0,25,273411,6/9,116.0,251.0,0.31693989071038253
6,10,11107.0,25,277669,6/10,174.0,193.0,0.47540983606557374
6,11,11204.0,25,280109,6/11,197.0,170.0,0.5382513661202186
6,12,11441.0,25,286036,6/12,260.5,107.0,0.7117486338797814
6,13,11254.0,25,281348,6/13,218.0,149.0,0.5956284153005464
6,14,11353.0,25,283818,6/14,240.0,127.0,0.6557377049180327
6,15,10969.0,25,274213,6/15,126.5,241.0,0.34562841530054644
6,16,11126.0,25,278139,6/16,180.0,187.0,0.4918032786885246
6,17,11134.0,25,278350,6/17,183.0,184.0,0.5
6,18,11371.0,25,284264,6/18,245.5,122.0,0.6707650273224044
6,19,11388.0,25,284693,6/19,249.0,118.0,0.680327868852459
6,20,11712.0,25,292800,6/20,301.0,66.0,0.8224043715846995
6,21,11348.0,25,283711,6/21,237.5,130.0,0.6489071038251366
6,22,11010.0,25,275260,6/22,142.5,225.0,0.38934426229508196
6,23,11083.0,25,277073,6/23,171.0,196.0,0.4672131147540984
6,24,11207.0,25,280175,6/24,199.0,169.0,0.5437158469945356
6,25,11447.0,25,286179,6/25,263.0,104.0,0.7185792349726776
6,26,11618.0,25,290461,6/26,289.5,78.0,0.7909836065573771
6,27,11829.0,25,295734,6/27,327.0,40.0,0.8934426229508197
6,28,11626.0,25,290638,6/28,295.0,72.0,0.8060109289617486
6,29,11259.0,25,281473,6/29,219.0,148.0,0.5983606557377049
6,30,11402.0,25,285055,6/30,253.0,114.0,0.6912568306010929
7,1,11724.0,25,293094,7/1,303.5,64.0,0.8292349726775956
7,2,11876.0,25,296896,7/2,333.5,34.0,0.9112021857923497
7,3,11568.0,25,289199,7/3,287.0,80.0,0.7841530054644809
7,4,8915.0,25,222869,7/4,4.0,363.0,0.01092896174863388
7,5,10519.0,25,262966,7/5,21.0,346.0,0.05737704918032787
7,6,11397.0,25,284915,7/6,252.0,115.0,0.6885245901639344
7,7,11927.0,25,298181,7/7,339.0,28.0,0.9262295081967213
7,8,11794.0,25,294859,7/8,320.0,47.0,0.8743169398907104
7,9,11803.0,25,295084,7/9,322.0,45.0,0.8797814207650273
7,10,11976.0,25,299392,7/10,345.0,22.0,0.9426229508196722
7,11,12024.0,25,300604,7/11,349.0,18.0,0.953551912568306
7,12,11622.0,25,290554,7/12,291.5,76.0,0.796448087431694
7,13,11073.0,25,276813,7/13,167.5,200.0,0.4576502732240437
7,14,11518.0,25,287943,7/14,280.0,87.0,0.7650273224043715
7,15,11624.0,25,290588,7/15,293.5,74.0,0.8019125683060109
7,16,11801.0,25,295020,7/16,321.0,46.0,0.8770491803278688
7,17,11957.0,25,298923,7/17,344.0,23.0,0.9398907103825137
7,18,12030.0,25,300740,7/18,350.0,17.0,0.9562841530054644
7,19,11622.0,25,290560,7/19,291.5,76.0,0.796448087431694
7,20,11319.0,25,282969,7/20,233.0,134.0,0.6366120218579235
7,21,11510.0,25,287745,7/21,276.5,91.0,0.755464480874317
7,22,11558.0,25,288959,7/22,285.0,82.0,0.7786885245901639
7,23,11724.0,25,293104,7/23,303.5,64.0,0.8292349726775956
7,24,11848.0,25,296211,7/24,330.0,37.0,0.9016393442622951
7,25,11984.0,25,299608,7/25,346.0,21.0,0.9453551912568307
7,26,11642.0,25,291053,7/26,296.0,71.0,0.8087431693989071
7,27,11294.0,25,282351,7/27,227.0,140.0,0.6202185792349727
7,28,11449.0,25,286228,7/28,265.0,102.0,0.7240437158469946
7,29,11471.0,25,286779,7/29,268.5,99.0,0.7336065573770492
7,30,11653.0,25,291329,7/30,298.0,69.0,0.8142076502732241
7,31,11747.0,25,293665,7/31,307.0,60.0,0.8387978142076503
8,1,12004.0,25,300090,8/1,348.0,19.0,0.9508196721311475
8,2,11645.0,25,291126,8/2,297.0,70.0,0.8114754098360656
8,3,11229.0,25,280726,8/3,210.0,158.0,0.5737704918032787
8,4,11404.0,25,285090,8/4,254.0,113.0,0.6939890710382514
8,5,11488.0,25,287205,8/5,270.0,97.0,0.7377049180327869
8,6,11618.0,25,290441,8/6,289.5,78.0,0.7909836065573771
8,7,11812.0,25,295300,8/7,324.0,43.0,0.8852459016393442
8,8,12185.0,25,304615,8/8,359.0,8.0,0.9808743169398907
8,9,11791.0,25,294772,8/9,316.5,51.0,0.8647540983606558
8,10,11375.0,25,284383,8/10,248.0,119.0,0.6775956284153005
8,11,11441.0,25,286032,8/11,260.5,107.0,0.7117486338797814
8,12,11624.0,25,290606,8/12,293.5,74.0,0.8019125683060109
8,13,11505.0,25,287619,8/13,272.0,95.0,0.7431693989071039
8,14,11899.0,25,297476,8/14,337.0,30.0,0.9207650273224044
8,15,12152.0,25,303808,8/15,356.0,11.0,0.9726775956284153
8,16,11861.0,25,296533,8/16,331.0,36.0,0.9043715846994536
8,17,11448.0,25,286196,8/17,264.0,103.0,0.7213114754098361
8,18,11523.0,25,288082,8/18,281.5,86.0,0.7691256830601093
8,19,11509.0,25,287725,8/19,275.0,92.0,0.7513661202185792
8,20,11806.0,25,295142,8/20,323.0,44.0,0.8825136612021858
8,21,11880.0,25,296990,8/21,335.0,32.0,0.9153005464480874
8,22,12064.0,25,301591,8/22,351.0,16.0,0.9590163934426229
8,23,11729.0,25,293224,8/23,305.0,62.0,0.8333333333333334
8,24,11341.0,25,283529,8/24,235.0,132.0,0.6420765027322405
8,25,11434.0,25,285840,8/25,258.0,109.0,0.7049180327868853
8,26,11506.0,25,287656,8/26,273.0,94.0,0.7459016393442623
8,27,11778.0,25,294449,8/27,313.0,54.0,0.855191256830601
8,28,12092.0,25,302309,8/28,352.0,15.0,0.9617486338797814
8,29,12160.0,25,304004,8/29,357.0,10.0,0.9754098360655737
8,30,11883.0,25,297076,8/30,336.0,31.0,0.9180327868852459
8,31,11456.0,25,286393,8/31,266.0,101.0,0.726775956284153
9,1,10721.0,25,268031,9/1,55.0,312.0,0.15027322404371585
9,2,10779.0,25,269483,9/2,70.0,297.0,0.1912568306010929
9,3,11076.0,25,276898,9/3,170.0,197.0,0.4644808743169399
9,4,11391.0,25,284778,9/4,250.0,117.0,0.6830601092896175
9,5,11769.0,25,294232,9/5,310.0,57.0,0.8469945355191257
9,6,11523.0,25,288084,9/6,281.5,86.0,0.7691256830601093
9,7,11365.0,25,284128,9/7,242.0,125.0,0.6612021857923497
9,8,11817.0,25,295431,9/8,326.0,41.0,0.8907103825136612
9,9,12131.0,25,303263,9/9,355.0,12.0,0.9699453551912568
9,10,12165.0,25,304124,9/10,358.0,9.0,0.9781420765027322
9,11,11737.0,25,293417,9/11,306.0,61.0,0.8360655737704918
9,12,12464.0,25,311597,9/12,365.0,2.0,0.9972677595628415
9,13,11876.0,25,296903,9/13,333.5,34.0,0.9112021857923497
9,14,11784.0,25,294598,9/14,314.0,53.0,0.8579234972677595
9,15,11942.0,25,298544,9/15,341.0,26.0,0.9316939890710383
9,16,11953.0,25,298813,9/16,342.0,25.0,0.9344262295081968
9,17,12189.0,25,304724,9/17,360.0,7.0,0.9836065573770492
9,18,12291.0,25,307263,9/18,364.0,3.0,0.994535519125683
9,19,12468.0,25,311703,9/19,366.0,1.0,1.0
9,20,12208.0,25,305188,9/20,361.0,6.0,0.9863387978142076
9,21,11715.0,25,292881,9/21,302.0,65.0,0.825136612021858
9,22,11773.0,25,294315,9/22,311.0,56.0,0.8497267759562842
9,23,11864.0,25,296607,9/23,332.0,35.0,0.907103825136612
9,24,12000.0,25,299999,9/24,347.0,20.0,0.9480874316939891
9,25,12123.0,25,303072,9/25,354.0,13.0,0.9672131147540983
9,26,12246.0,25,306146,9/26,363.0,4.0,0.9918032786885246
9,27,11929.0,25,298217,9/27,340.0,27.0,0.9289617486338798
9,28,11471.0,25,286783,9/28,268.5,99.0,0.7336065573770492
9,29,11431.0,25,285783,9/29,257.0,110.0,0.7021857923497268
9,30,11371.0,25,284285,9/30,245.5,122.0,0.6707650273224044
10,1,11761.0,25,294018,10/1,309.0,58.0,0.8442622950819673
10,2,11836.0,25,295912,10/2,329.0,38.0,0.8989071038251366
10,3,11911.0,25,297779,10/3,338.0,29.0,0.9234972677595629
10,4,11577.0,25,289424,10/4,288.0,79.0,0.7868852459016393
10,5,11181.0,25,279527,10/5,188.0,179.0,0.5136612021857924
10,6,11183.0,25,279582,10/6,189.5,178.0,0.51775956284153
10,7,11207.0,25,280178,10/7,199.0,169.0,0.5437158469945356
10,8,11348.0,25,283709,10/8,237.5,130.0,0.6489071038251366
10,9,11362.0,25,284043,10/9,241.0,126.0,0.6584699453551912
10,10,11786.0,25,294639,10/10,315.0,52.0,0.860655737704918
10,11,11332.0,25,283290,10/11,234.0,133.0,0.639344262295082
10,12,10931.0,25,273272,10/12,113.5,254.0,0.31010928961748635
10,13,10615.0,25,265384,10/13,28.0,339.0,0.07650273224043716
10,14,11035.0,25,275880,10/14,152.0,215.0,0.41530054644808745
10,15,11281.0,25,282028,10/15,222.5,145.0,0.6079234972677595
10,16,11342.0,25,283549,10/16,236.0,131.0,0.644808743169399
10,17,11524.0,25,288102,10/17,283.0,84.0,0.773224043715847
10,18,11212.0,25,280293,10/18,201.0,166.0,0.5491803278688525
10,19,10753.0,25,268815,10/19,61.5,306.0,0.1680327868852459
10,20,10923.0,25,273064,10/20,109.0,258.0,0.2978142076502732
10,21,10946.0,25,273645,10/21,120.0,247.0,0.32786885245901637
10,22,11207.0,25,280187,10/22,199.0,169.0,0.5437158469945356
10,23,11286.0,25,282144,10/23,224.0,143.0,0.6120218579234973
10,24,11508.0,25,287702,10/24,274.0,93.0,0.7486338797814208
10,25,11249.0,25,281226,10/25,215.0,152.0,0.587431693989071
10,26,10832.0,25,270803,10/26,84.0,283.0,0.22950819672131148
10,27,10884.0,25,272102,10/27,98.0,269.0,0.2677595628415301
10,28,11003.0,25,275070,10/28,141.0,226.0,0.38524590163934425
10,29,11062.0,25,276548,10/29,163.0,204.0,0.4453551912568306
10,30,11044.0,25,276091,10/30,154.0,213.0,0.4207650273224044
10,31,10147.0,25,253673,10/31,11.0,356.0,0.030054644808743168
11,1,11409.0,25,285234,11/1,255.0,112.0,0.6967213114754098
11,2,10976.0,25,274412,11/2,130.0,237.0,0.3551912568306011
11,3,10995.0,25,274886,11/3,136.0,232.0,0.37158469945355194
11,4,11018.0,25,275451,11/4,145.0,222.0,0.39617486338797814
11,5,11227.0,25,280671,11/5,207.5,160.0,0.5669398907103825
11,6,11305.0,25,282630,11/6,229.0,139.0,0.6256830601092896
11,7,11516.0,25,287892,11/7,278.0,89.0,0.7595628415300546
11,8,11253.0,25,281317,11/8,216.5,151.0,0.5915300546448088
11,9,10830.0,25,270748,11/9,83.0,284.0,0.226775956284153
11,10,10914.0,25,272854,11/10,105.5,262.0,0.28825136612021857
11,11,11022.0,25,275551,11/11,146.0,221.0,0.3989071038251366
11,12,11111.0,25,277763,11/12,176.0,191.0,0.4808743169398907
11,13,10959.0,25,273974,11/13,122.0,246.0,0.3333333333333333
11,14,11468.0,25,286705,11/14,267.0,100.0,0.7295081967213115
11,15,11291.0,25,282275,11/15,226.0,141.0,0.6174863387978142
11,16,10931.0,25,273274,11/16,113.5,254.0,0.31010928961748635
11,17,10986.0,25,274647,11/17,133.0,234.0,0.3633879781420765
11,18,11055.0,25,276385,11/18,160.0,207.0,0.4371584699453552
11,19,11310.0,25,282742,11/19,231.0,136.0,0.6311475409836066
11,20,11696.0,25,292412,11/20,300.0,67.0,0.819672131147541
11,21,11793.0,25,294823,11/21,319.0,48.0,0.8715846994535519
11,22,10619.0,25,265485,11/22,30.0,337.0,0.08196721311475409
11,23,9650.0,25,241238,11/23,6.0,361.0,0.01639344262295082
11,24,9956.0,25,248901,11/24,9.0,358.0,0.02459016393442623
11,25,10049.0,25,251228,11/25,10.0,357.0,0.0273224043715847
11,26,10242.0,25,256057,11/26,15.0,352.0,0.040983606557377046
11,27,9936.0,25,248394,11/27,8.0,359.0,0.02185792349726776
11,28,10205.0,25,255137,11/28,13.0,354.0,0.03551912568306011
11,29,10761.0,25,269022,11/29,64.0,303.0,0.17486338797814208
11,30,10732.0,25,268289,11/30,56.0,311.0,0.15300546448087432
12,1,11067.0,25,276676,12/1,165.5,202.0,0.4521857923497268
12,2,11061.0,25,276513,12/2,162.0,205.0,0.4426229508196721
12,3,11199.0,25,279964,12/3,194.0,173.0,0.5300546448087432
12,4,11201.0,25,280030,12/4,195.5,172.0,0.5341530054644809
12,5,11366.0,25,284144,12/5,243.0,124.0,0.6639344262295082
12,6,11001.0,25,275031,12/6,140.0,227.0,0.3825136612021858
12,7,10639.0,25,265964,12/7,34.0,333.0,0.09289617486338798
12,8,10748.0,25,268710,12/8,59.0,308.0,0.16120218579234974
12,9,10749.0,25,268723,12/9,60.0,307.0,0.16393442622950818
12,10,11010.0,25,275253,12/10,142.5,225.0,0.38934426229508196
12,11,11131.0,25,278283,12/11,181.0,186.0,0.49453551912568305
12,12,11683.0,25,292084,12/12,299.0,68.0,0.8169398907103825
12,13,10906.0,25,272649,12/13,103.0,264.0,0.2814207650273224
12,14,10837.0,25,270926,12/14,86.0,281.0,0.23497267759562843
12,15,11045.0,25,276125,12/15,155.0,212.0,0.42349726775956287
12,16,11240.0,25,281002,12/16,214.0,153.0,0.5846994535519126
12,17,11537.0,25,288427,12/17,284.0,83.0,0.7759562841530054
12,18,11955.0,25,298876,12/18,343.0,24.0,0.9371584699453552
12,19,12209.0,25,305226,12/19,362.0,5.0,0.9890710382513661
12,20,12112.0,25,302788,12/20,353.0,14.0,0.9644808743169399
12,21,11563.0,25,289073,12/21,286.0,81.0,0.7814207650273224
12,22,11253.0,25,281321,12/22,216.5,151.0,0.5915300546448088
12,23,10286.0,25,257160,12/23,17.0,350.0,0.04644808743169399
12,24,8098.0,25,202440,12/24,3.0,364.0,0.00819672131147541
12,25,6596.0,25,164894,12/25,1.0,366.0,0.00273224043715847
12,26,9740.0,25,243503,12/26,7.0,360.0,0.01912568306010929
12,27,11792.0,25,294812,12/27,318.0,49.0,0.8688524590163934
12,28,11759.0,25,293969,12/28,308.0,59.0,0.8415300546448088
12,29,11816.0,25,295396,12/29,325.0,42.0,0.8879781420765027
12,30,11791.0,25,294777,12/30,316.5,51.0,0.8647540983606558
12,31,10462.0,25,261553,12/31,19.0,348.0,0.05191256830601093
