year,state_zone,count,days,name,state,pop_share
2008,KS053,2,3.09,Chase,KS,2776.0
2008,KS054,1,2.3,Lyon,KS,33430.0
2008,KS055,1,2.3,Osage,KS,16417.0
2008,KS056,1,2.3,Franklin,KS,26423.0
2008,KS057,1,3.34,Miami,KS,35441.0
2008,KS058,1,2.3,Coffey,KS,8487.0
2008,KS059,1,2.3,Anderson,KS,8058.0
2008,KS060,1,3.34,Linn,KS,10258.0
2008,KS068,2,3.09,Harvey,KS,34802.0
2008,KS069,1,2.4,Butler,KS,68244.0
2008,KS070,1,3.18,Greenwood,KS,6028.0
2008,KS071,1,3.18,Woodson,KS,3172.0
2008,KS072,1,3.18,Allen,KS,12788.0
2008,KS073,1,3.65,Bourbon,KS,14715.0
2008,KS083,1,2.4,Sedgwick,KS,524985.0
2008,KS092,1,2.4,Sumner,KS,23289.0
2008,KS093,1,3.18,Cowley,KS,35283.0
2008,KS094,1,3.18,Elk,KS,2868.0
2008,KS095,1,3.18,Wilson,KS,8935.0
2008,KS096,1,3.18,Neosho,KS,16038.0
2008,KS097,1,3.65,Crawford,KS,39406.0
2008,KS098,1,3.18,Chautauqua,KS,3503.0
2008,KS099,1,3.18,Montgomery,KS,32782.0
2008,KS100,1,3.18,Labette,KS,20188.0
2008,KS101,1,3.65,Cherokee,KS,20729.0
2008,KS102,1,1.35,Doniphan,KS,7996.0
2008,KS103,1,5.14,Leavenworth,KS,83393.0
2008,KS104,1,5.14,Wyandotte,KS,163982.0
2008,KS105,1,5.14,Johnson,KS,609583.0
2008,LA007,2,3.5300000000000002,Morehouse,LA,27632.0
2008,LA008,2,3.5300000000000002,West Carroll,LA,11637.0
2008,LA009,2,3.5300000000000002,East Carroll,LA,7373.0
2008,LA015,2,3.5300000000000002,Richland,LA,22010.0
2008,LA016,2,3.5300000000000002,Madison,LA,11800.0
2008,LA023,2,3.5300000000000002,Franklin,LA,20614.0
2008,LA024,2,2.54,Catahoula,LA,10299.0
2008,LA025,2,2.54,Tensas,LA,5088.0
2008,LA026,2,2.54,Concordia,LA,20660.0
2008,LA027,1,0.21,Vernon,LA,56127.0
2008,LA028,1,0.21,Rapides,LA,133022.0
2008,LA029,1,0.21,Avoyelles,LA,40989.0
2008,LA030,1,0.21,Beauregard,LA,38841.0
2008,LA031,1,0.21,Allen,LA,26216.0
2008,LA032,1,0.21,Evangeline,LA,34212.0
2008,LA033,1,0.21,St. Landry,LA,84526.0
2008,MA003,2,0.92,Eastern Franklin,MA,42853.0
2008,MA005,1,0.96,Central Middlesex County,MA,1105948.0
2008,MA006,1,0.96,Western Essex,MA,357820.0
2008,MA010,2,0.92,Eastern Hampshire,MA,96297.0
2008,MA011,2,1.42,Eastern Hampden,MA,325168.0
2008,MA012,1,0.96,Southern Worcester,MA,288235.0
2008,MA013,1,0.96,Western Norfolk,MA,576685.0
2008,MA014,1,0.96,Southeast Middlesex,MA,249516.0
2008,MA017,1,0.46,Northern Bristol,MA,301838.0
2008,MA018,1,0.46,Western Plymouth,MA,267860.0
2008,MA026,1,0.96,Northwest Middlesex County,MA,266679.0
2008,MD004,1,2.01,Frederick,MD,269462.0
2008,MD005,1,2.01,Carroll,MD,172890.0
2008,MD006,1,2.01,Northern Baltimore,MD,518492.0
2008,MD008,1,1.49,Cecil,MD,104735.0
2008,MD011,1,2.01,Southern Baltimore,MD,905171.0
2008,MD012,1,0.51,Kent,MD,19343.0
2008,MD013,1,2.01,Prince Georges,MD,904217.0
2008,MD014,1,2.01,Anne Arundel,MD,590811.0
2008,MD015,1,0.51,Queen Anne's,MD,51464.0
2008,MD016,1,2.01,Charles,MD,169008.0
2008,MD017,1,2.01,St. Marys,MD,116670.0
2008,MD018,1,2.01,Calvert,MD,95943.0
2008,MD019,1,0.51,Talbot,MD,38223.0
2008,MD020,1,0.51,Caroline,MD,34814.0
2008,MO020,1,1.35,Buchanan,MO,88066.0
2008,MO021,1,1.35,Clinton,MO,21316.0
2008,MO022,1,1.35,Caldwell,MO,9334.0
2008,MO028,1,5.14,Platte,MO,107033.0
2008,MO029,1,5.14,Clay,MO,252180.0
2008,MO030,1,3.18,Ray,MO,24064.0
2008,MO031,1,2.31,Carroll,MO,8862.0
2008,MO037,1,5.14,Jackson,MO,713953.0
2008,MO038,1,3.18,Lafayette,MO,33488.0
2008,MO039,1,2.31,Saline,MO,23031.0
2008,MO040,1,2.31,Howard,MO,10179.0
2008,MO041,1,2.17,Boone,MO,182978.0
2008,MO043,1,3.34,Cass,MO,110212.0
2008,MO044,1,3.18,Johnson,MO,54268.0
2008,MO045,1,3.18,Pettis,MO,43399.0
2008,MO046,1,2.31,Cooper,MO,17824.0
2008,MO047,1,2.17,Moniteau,MO,16563.0
2008,MO048,1,2.17,Cole,MO,78473.0
2008,MO049,1,2.17,Osage,MO,14875.0
2008,MO050,1,2.17,Callaway,MO,45108.0
2008,MO051,1,1.17,Montgomery,MO,11939.0
2008,MO053,1,3.34,Bates,MO,16876.0
2008,MO054,1,3.18,Henry,MO,22473.0
2008,MO055,1,3.18,Benton,MO,20038.0
2008,MO056,1,2.62,Morgan,MO,21435.0
2008,MO057,1,2.62,Miller,MO,25533.0
2008,MO058,1,2.15,Maries,MO,8920.0
2008,MO059,1,1.17,Gasconade,MO,15177.0
2008,MO060,1,1.17,Warren,MO,36511.0
2008,MO061,1,1.17,St. Charles,MO,414236.0
2008,MO062,1,1.17,Franklin,MO,108084.0
2008,MO063,1,2.62,St. Louis,MO,1002737.0
2008,MO064,1,2.62,St. Louis City,MO,313180.0
2008,MO065,1,1.17,Jefferson,MO,228057.0
2008,MO066,1,3.65,Vernon,MO,21213.0
2008,MO067,1,3.18,St. Clair,MO,9895.0
2008,MO068,1,3.18,Hickory,MO,9734.0
2008,MO069,1,2.62,Camden,MO,46948.0
2008,MO070,1,2.62,Pulaski,MO,52536.0
2008,MO071,1,2.15,Phelps,MO,46214.0
2008,MO072,1,1.17,Crawford,MO,24858.0
2008,MO073,1,1.17,Washington,MO,26041.0
2008,MO077,1,3.65,Barton,MO,12336.0
2008,MO078,1,3.18,Cedar,MO,14519.0
2008,MO079,1,2.62,Polk,MO,33060.0
2008,MO080,1,2.62,Dallas,MO,17193.0
2008,MO081,1,2.62,Laclede,MO,35942.0
2008,MO082,1,2.15,Texas,MO,26380.0
2008,MO083,1,2.15,Dent,MO,15520.0
2008,MO088,1,3.65,Jasper,MO,124401.0
2008,MO089,1,3.18,Dade,MO,7958.0
2008,MO090,1,2.15,Greene,MO,296666.0
2008,MO091,1,2.15,Webster,MO,39845.0
2008,MO092,1,2.15,Wright,MO,18710.0
2008,MO093,1,3.65,Newton,MO,59703.0
2008,MO094,1,2.62,Lawrence,MO,39865.0
2008,MO095,1,2.15,Christian,MO,89659.0
2008,MO096,1,2.15,Douglas,MO,14175.0
2008,MO097,1,2.15,Howell,MO,41267.0
2008,MO098,1,2.15,Shannon,MO,8428.0
2008,MO101,1,3.65,McDonald,MO,25867.0
2008,MO102,1,2.15,Barry,MO,37005.0
2008,MO103,1,2.15,Stone,MO,32874.0
2008,MO104,1,2.15,Taney,MO,56299.0
2008,MO105,1,2.15,Ozark,MO,9953.0
2008,MO106,1,2.15,Oregon,MO,10661.0
2008,MO113,2,0.94,Dunklin,MO,30941.0
2008,MO115,2,0.94,Pemiscot,MO,17053.0
2008,MS001,2,1.42,DeSoto,MS,189565.0
2008,MS002,1,0.32,Marshall,MS,36770.0
2008,MS003,1,0.32,Benton,MS,8973.0
2008,MS004,1,0.32,Tippah,MS,22360.0
2008,MS005,1,0.32,Alcorn,MS,37170.0
2008,MS006,1,0.32,Tishomingo,MS,19842.0
2008,MS007,2,1.42,Tunica,MS,11285.0
2008,MS008,2,1.33,Tate,MS,30390.0
2008,MS009,1,0.32,Prentiss,MS,25353.0
2008,MS010,2,1.42,Coahoma,MS,25800.0
2008,MS011,2,1.33,Quitman,MS,7944.0
2008,MS012,2,1.33,Panola,MS,35015.0
2008,MS013,1,0.32,Lafayette,MS,57341.0
2008,MS014,1,0.32,Union,MS,28333.0
2008,MS015,1,0.32,Pontotoc,MS,32620.0
2008,MS016,1,0.32,Lee,MS,86402.0
2008,MS017,1,0.32,Itawamba,MS,23909.0
2008,MS018,2,3.5300000000000002,Bolivar,MS,32549.0
2008,MS019,2,3.5300000000000002,Sunflower,MS,27262.0
2008,MS020,2,1.33,Tallahatchie,MS,14245.0
2008,MS021,2,1.33,Yalobusha,MS,12807.0
2008,MS022,1,0.32,Calhoun,MS,14880.0
2008,MS023,1,0.32,Chickasaw,MS,17491.0
2008,MS024,1,0.32,Monroe,MS,36393.0
2008,MS025,2,3.5300000000000002,Leflore,MS,29014.0
2008,MS026,2,2.9699999999999998,Grenada,MS,20765.0
2008,MS027,2,2.9699999999999998,Carroll,MS,10944.0
2008,MS028,2,2.54,Montgomery,MS,10558.0
2008,MS029,2,2.54,Webster,MS,10102.0
2008,MS030,2,2.54,Clay,MS,19751.0
2008,MS031,2,2.54,Lowndes,MS,60307.0
2008,MS032,2,2.54,Choctaw,MS,8308.0
2008,MS033,2,2.54,Oktibbeha,MS,50972.0
2008,MS034,2,3.5300000000000002,Washington,MS,47608.0
2008,MS035,2,3.5300000000000002,Humphreys,MS,8852.0
2008,MS036,2,2.9699999999999998,Holmes,MS,19091.0
2008,MS037,2,2.54,Attala,MS,19654.0
2008,MS038,2,2.54,Winston,MS,18721.0
2008,MS039,1,1.95,Noxubee,MS,11458.0
2008,MS040,2,3.5300000000000002,Issaquena,MS,1388.0
2008,MS041,2,3.5300000000000002,Sharkey,MS,4806.0
2008,MS042,2,2.9699999999999998,Yazoo,MS,28008.0
2008,MS043,2,2.54,Madison,MS,109661.0
2008,MS044,2,2.54,Leake,MS,22324.0
2008,MS045,2,2.54,Neshoba,MS,29277.0
2008,MS046,1,1.95,Kemper,MS,11232.0
2008,MS047,2,2.9699999999999998,Warren,MS,46880.0
2008,MS048,2,2.54,Hinds,MS,236985.0
2008,MS049,2,2.54,Rankin,MS,155539.0
2008,MS050,2,2.54,Scott,MS,28273.0
2008,MS051,1,1.95,Newton,MS,21474.0
2008,MS052,1,1.95,Lauderdale,MS,80327.0
2008,MS053,2,2.54,Claiborne,MS,9477.0
2008,MS054,2,2.54,Copiah,MS,29053.0
2008,MS055,2,2.54,Simpson,MS,26617.0
2008,MS056,1,1.95,Smith,MS,16789.0
2008,MS057,1,1.95,Jasper,MS,17175.0
2008,MS058,1,1.95,Clarke,MS,16120.0
2008,MS059,2,2.54,Jefferson,MS,7214.0
2008,MS060,2,2.54,Adams,MS,29761.0
2008,MS061,1,1.95,Franklin,MS,8215.0
2008,MS062,1,1.95,Lincoln,MS,34891.0
2008,MS063,1,1.95,Lawrence,MS,12967.0
2008,MS064,1,1.95,Jefferson Davis,MS,12696.0
2008,MS065,1,1.95,Covington,MS,19619.0
2008,MS066,1,1.95,Jones,MS,68316.0
2008,MS072,1,1.95,Marion,MS,25814.0
2008,MS073,1,1.95,Lamar,MS,61226.0
2008,MS074,1,1.95,Forrest,MS,75046.0
2008,NH012,1,0.96,Eastern Hillsborough,NH,96785.0
2008,NJ001,1,0.51,Sussex,NJ,148855.0
2008,NJ004,3,2.23,Eastern Passaic,NJ,172242.0
2008,NJ006,3,2.23,Hudson,NJ,697031.0
2008,NJ007,1,1.49,Warren,NJ,108775.0
2008,NJ008,1,1.49,Morris,NJ,508071.0
2008,NJ009,1,1.49,Hunterdon,NJ,129667.0
2008,NJ010,1,1.49,Somerset,NJ,339901.0
2008,NJ012,1,1.49,Middlesex,NJ,844262.0
2008,NJ013,1,1.49,Western Monmouth,NJ,538394.0
2008,NJ015,4,14.77,Mercer,NJ,377098.0
2008,NJ016,1,1.49,Salem,NJ,64034.0
2008,NJ017,4,14.77,Gloucester,NJ,299345.0
2008,NJ018,4,14.77,Camden,NJ,517873.0
2008,NJ019,4,14.77,Northwestern Burlington,NJ,249505.0
2008,NJ020,1,1.49,Ocean,NJ,574134.0
2008,NJ021,1,0.51,Cumberland,NJ,150888.0
2008,NJ022,1,0.51,Atlantic,NJ,251375.0
2008,NJ023,1,0.51,Cape May,NJ,65452.0
2008,NJ027,1,0.51,Southeastern Burlington,NJ,206815.0
2008,NV016,12,12.24,Northeast Clark County,NV,492385.0
2008,NV017,12,12.24,Western Clark and Southern Nye County,NV,367454.0
2008,NV020,12,12.24,Las Vegas Valley,NV,418546.0
2008,NV021,12,12.24,Lake Mead National Recreation Area,NV,410423.0
2008,NV022,12,12.24,Southern Clark County,NV,275409.0
2008,NY072,3,2.23,New York (Manhattan),NY,1644284.0
2008,NY073,3,2.23,Bronx,NY,1425100.0
2008,NY074,3,2.23,Richmond (Staten Is.),NY,481646.0
2008,NY075,3,2.23,Kings (Brooklyn),NY,2575709.0
2008,OK049,1,0.7,Pushmataha,OK,12150.0
2008,OK053,1,0.7,Choctaw,OK,15362.0
2008,OK054,2,2.5999999999999996,Osage,OK,48661.0
2008,OK055,1,0.7,Washington,OK,51476.0
2008,OK056,1,0.7,Nowata,OK,10480.0
2008,OK057,1,0.7,Craig,OK,14855.0
2008,OK058,1,0.7,Ottawa,OK,31395.0
2008,OK059,1,3.32,Pawnee,OK,17291.0
2008,OK060,2,7.609999999999999,Tulsa,OK,648397.0
2008,OK061,1,3.32,Rogers,OK,96368.0
2008,OK062,1,1.42,Mayes,OK,43367.0
2008,OK063,1,0.7,Delaware,OK,46033.0
2008,OK064,1,3.32,Creek,OK,74864.0
2008,OK065,1,0.7,Okfuskee,OK,12503.0
2008,OK066,1,3.32,Okmulgee,OK,38890.0
2008,OK067,1,3.32,Wagoner,OK,84669.0
2008,OK068,1,0.7,Cherokee,OK,49433.0
2008,OK069,1,0.7,Adair,OK,22678.0
2008,OK070,1,3.32,Muskogee,OK,70493.0
2008,OK071,1,0.7,McIntosh,OK,20252.0
2008,OK072,1,1.42,Sequoyah,OK,43817.0
2008,OK073,2,4.99,Pittsburg,OK,45329.0
2008,OK074,1,0.7,Haskell,OK,12988.0
2008,OK075,1,0.7,Latimer,OK,11089.0
2008,OK076,1,0.7,Le Flore,OK,52446.0
2008,OR003,2,3.3600000000000003,Coast Range of Northwest Oregon,OR,334931.0
2008,OR004,2,3.3600000000000003,Central Coast Range of Western Oregon,OR,191857.0
2008,OR005,2,3.3600000000000003,Lower Columbia,OR,12741.0
2008,OR006,2,3.3600000000000003,Greater Portland Metro Area,OR,946762.0
2008,OR007,2,3.3600000000000003,Central Willamette Valley,OR,375249.0
2008,OR008,2,3.3600000000000003,South  Willamette Valley,OR,133974.0
2008,OR010,2,3.3600000000000003,Northern Oregon Cascade Foothills,OR,282757.0
2008,OR011,1,0.62,Northern Oregon Cascades,OR,512947.0
2008,OR012,2,3.3600000000000003,Cascade Foothills in Lane County,OR,106742.0
2008,OR013,1,0.62,Cascades in Lane County,OR,150288.0
2008,OR014,2,3.3600000000000003,Upper Hood River Valley,OR,4609.0
2008,PA028,1,2.66,Juniata,PA,25777.0
2008,PA036,1,2.66,Franklin,PA,157326.0
2008,PA045,1,2.66,Southern Clinton,PA,10398.0
2008,PA046,1,2.66,Southern Lycoming,PA,47969.0
2008,PA049,1,2.66,Union,PA,44261.0
2008,PA050,1,2.66,Snyder,PA,41488.0
2008,PA051,1,2.66,Montour,PA,18430.0
2008,PA052,1,2.66,Northumberland,PA,91274.0
2008,PA053,1,2.66,Columbia,PA,66250.0
2008,PA056,1,2.66,Perry,PA,47831.0
2008,PA057,1,2.66,Dauphin,PA,279765.0
2008,PA059,1,2.66,Lebanon,PA,145298.0
2008,PA060,1,1.49,Berks,PA,426682.0
2008,PA061,1,1.49,Lehigh,PA,371898.0
2008,PA062,1,1.49,Northampton,PA,311995.0
2008,PA063,1,2.66,Cumberland,PA,255760.0
2008,PA064,1,2.66,Adams,PA,106142.0
2008,PA065,1,2.66,York,PA,455691.0
2008,PA066,1,2.66,Lancaster,PA,552619.0
2008,PA070,4,14.77,Delaware,PA,569265.0
2008,PA071,4,14.77,Philadelphia,PA,1590893.0
2008,RI001,1,0.46,Northwest Providence,RI,489513.0
2008,RI002,1,0.46,Southeast Providence,RI,148837.0
2008,TN001,1,0.41,Lake,TN,7715.0
2008,TN002,1,0.41,Obion,TN,31136.0
2008,TN003,1,0.32,Weakley,TN,33765.0
2008,TN004,1,0.32,Henry,TN,33271.0
2008,TN019,1,0.41,Dyer,TN,37737.0
2008,TN020,1,0.32,Gibson,TN,49640.0
2008,TN021,1,0.32,Carroll,TN,28654.0
2008,TN048,1,0.41,Lauderdale,TN,26735.0
2008,TN049,2,1.42,Tipton,TN,65133.0
2008,TN050,1,0.32,Haywood,TN,17862.0
2008,TN051,1,0.32,Crockett,TN,14363.0
2008,TN052,1,0.32,Madison,TN,99184.0
2008,TN053,1,0.32,Chester,TN,17605.0
2008,TN054,1,0.32,Henderson,TN,28309.0
2008,TN055,1,0.32,Decatur,TN,11850.0
2008,TN076,1,0.02,Moore,TN,6807.0
2008,TN088,2,1.42,Shelby,TN,941334.0
2008,TN089,1,0.32,Fayette,TN,44386.0
2008,TN090,1,0.32,Hardeman,TN,26075.0
2008,TN091,1,0.32,McNairy,TN,25943.0
2008,TN092,1,0.32,Hardin,TN,25712.0
2008,TN096,1,0.02,Lincoln,TN,34887.0
2008,TN097,1,0.02,Franklin,TN,43134.0
2008,TX093,2,3.15,Grayson,TX,140516.0
2008,TX094,2,3.15,Fannin,TX,37659.0
2008,TX095,2,3.15,Lamar,TX,51695.0
2008,TX103,2,3.15,Denton,TX,939829.0
2008,TX104,2,3.15,Collin,TX,1092426.0
2008,TX105,2,3.15,Hunt,TX,99634.0
2008,TX106,2,3.15,Delta,TX,5529.0
2008,TX107,2,3.15,Hopkins,TX,37816.0
2008,TX117,1,0.99,Parker,TX,142234.0
2008,TX118,2,3.15,Tarrant,TX,2115643.0
2008,TX119,2,3.15,Dallas,TX,2696739.0
2008,TX120,2,3.15,Rockwall,TX,109567.0
2008,TX121,2,3.15,Kaufman,TX,136008.0
2008,TX122,2,3.15,Van Zandt,TX,58147.0
2008,TX123,2,3.15,Rains,TX,12755.0
2008,TX133,1,0.99,Johnson,TX,183307.0
2008,TX134,1,0.99,Ellis,TX,191824.0
2008,TX135,1,0.99,Henderson,TX,87150.0
2008,TX145,1,0.99,Hill,TX,38051.0
2008,TX146,1,0.99,Navarro,TX,52662.0
2008,TX147,1,0.99,Freestone,TX,20999.0
2008,TX148,1,0.99,Anderson,TX,61421.0
2008,TX159,1,0.99,McLennan,TX,264093.0
2008,TX160,1,0.99,Falls,TX,18403.0
2008,TX161,1,0.99,Limestone,TX,24553.0
2008,TX162,1,0.99,Leon,TX,17860.0
2008,TX174,1,0.99,Milam,TX,26920.0
2008,TX175,1,0.99,Robertson,TX,18753.0
2008,TX180,1,0.21,Tyler,TX,23836.0
2008,TX201,1,0.21,Hardin,TX,60807.0
2008,VA025,1,2.01,Augusta,VA,119415.0
2008,VA026,1,2.01,Rockingham,VA,133662.0
2008,VA029,1,2.01,Page,VA,19734.0
2008,VA030,1,2.01,Warren,VA,38565.0
2008,VA031,1,2.01,Clarke,VA,15244.0
2008,VA036,1,2.01,Nelson,VA,12761.0
2008,VA037,1,2.01,Albemarle,VA,153821.0
2008,VA038,1,2.01,Greene,VA,15428.0
2008,VA039,1,2.01,Madison,VA,11224.0
2008,VA040,1,2.01,Rappahannock,VA,5983.0
2008,VA050,1,2.01,Orange,VA,37992.0
2008,VA051,1,2.01,Culpeper,VA,53322.0
2008,VA052,1,2.01,Prince William/Manassas/Manassas Park,VA,523937.0
2008,VA053,1,2.01,Fairfax,VA,1167043.0
2008,VA054,1,2.01,Arlington/Falls Church/Alexandria,VA,405208.0
2008,VA055,1,2.01,Stafford,VA,156658.0
2008,VA056,1,2.01,Spotsylvania,VA,167311.0
2008,VA057,1,2.01,King George,VA,26527.0
2008,WA019,1,0.62,South Washington Cascades,WA,40860.0
2008,WA020,2,3.3600000000000003,Willapa Hills,WA,21928.0
2008,WA022,2,3.3600000000000003,Lower Columbia and I - 5 Corridor in Cowlitz County,WA,31259.0
2008,WA039,2,3.3600000000000003,Greater Vancouver Area,WA,347089.0
2008,WA040,2,3.3600000000000003,South Washington Cascade Foothills,WA,186001.0
2008,WA504,1,1.5,Southwest Interior,WA,332346.0
2008,WA507,1,1.5,Everett and Vicinity,WA,130941.0
2008,WA509,1,1.5,Tacoma Area,WA,272867.0
2008,WA511,1,1.5,Hood Canal Area,WA,124159.0
2008,WV053,1,2.01,Jefferson,WV,58923.0
2009,AL051,1,0.31,Choctaw,AL,13357.0
2009,AL052,1,0.31,Washington,AL,18693.0
2009,AL053,1,0.31,Clarke,AL,28257.0
2009,AL054,1,0.31,Wilcox,AL,11836.0
2009,AL055,1,0.31,Monroe,AL,22932.0
2009,AL056,1,0.31,Conecuh,AL,12904.0
2009,AL057,1,0.31,Butler,AL,20262.0
2009,AL058,1,0.31,Crenshaw,AL,13777.0
2009,AL059,1,0.31,Escambia,AL,37663.0
2009,AL060,1,0.31,Covington,AL,37937.0
2009,AR008,2,0.95,Randolph,AR,18351.0
2009,AR009,2,0.95,Clay,AR,15332.0
2009,AR017,2,0.95,Lawrence,AR,17218.0
2009,AR018,2,0.95,Greene,AR,45883.0
2009,AR019,5,12.510000000000002,Crawford,AR,66396.0
2009,AR020,5,12.510000000000002,Franklin,AR,18913.0
2009,AR026,2,0.95,Craighead,AR,113593.0
2009,AR027,2,0.95,Poinsett,AR,24458.0
2009,AR028,2,0.95,Mississippi,AR,44005.0
2009,AR029,5,12.510000000000002,Sebastian,AR,131600.0
2009,AR035,2,0.95,Cross,AR,17302.0
2009,AR036,2,0.95,Crittenden,AR,48749.0
2009,AR048,2,0.95,St. Francis,AR,27726.0
2009,AR049,2,0.95,Lee,AR,10124.0
2009,AR058,2,0.95,Phillips,AR,20773.0
2009,AZ002,8,10.99,Lake Havasu and Fort Mohave,AZ,9169.0
2009,AZ003,8,10.99,Northwest Deserts,AZ,112138.0
2009,AZ005,1,0.68,Marble and Glen Canyons,AZ,5325.0
2009,AZ006,1,0.68,Grand Canyon Country,AZ,9330.0
2009,AZ018,3,1.92,Northern Gila County,AZ,30183.0
2009,AZ036,8,10.99,Lake Mead National Recreation Area,AZ,29854.0
