main_category,sub_category,category_detail,product_name,product_form,display_order,product_number,product_type,path,sizes
Drinks,Cold Coffees,Nitro Cold Brews,Cinnamon Caramel Cream Nitro Cold Brew,Iced,1,2123734,Beverage,/product/2123734/iced,"['Tall', 'Grande']"
Drinks,Cold Coffees,Nitro Cold Brews,Nitro Cold Brew,Iced,12,2121912,Beverage,/product/2121912/iced,"['Tall', 'Grande']"
Drinks,Cold Coffees,Nitro Cold Brews,Vanilla Sweet Cream Nitro Cold Brew,Iced,13,2122237,Beverage,/product/2122237/iced,"['Tall', 'Grande']"
Drinks,Cold Coffees,Iced Americano,Iced Caffè Americano,Iced,1,406,Beverage,/product/406/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Coffees,Iced Coffee,Iced,1,422,Beverage,/product/422/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Coffees,Iced Coffees,Iced Coffee with Milk,Iced,2,482,Beverage,/product/482/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Coffees,Iced Coffees,Iced Espresso,Iced,4,410,Beverage,/product/410/iced,"['Single', 'Double', 'Triple', 'Quad']"
Drinks,Cold Coffees,Iced Shaken Espresso,Iced Hazelnut Oatmilk Shaken Espresso,Iced,1,2123805,Beverage,/product/2123805/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Shaken Espresso,Iced Brown Sugar Oatmilk Shaken Espresso,Iced,6,2123431,Beverage,/product/2123431/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Shaken Espresso,Iced Shaken Espresso,Iced,7,2123425,Beverage,/product/2123425/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Flat Whites,Iced Flat White,Iced,2,565,Beverage,/product/565/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Flat Whites,Iced Honey Almondmilk Flat White,Iced,5,2123158,Beverage,/product/2123158/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Lattes,Iced Lavender Oatmilk Latte,Iced,1,2123828,Beverage,/product/2123828/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Lattes,Iced Pistachio Latte,Iced,2,2123404,Beverage,/product/2123404/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Lattes,Iced Caffè Latte,Iced,42,407,Beverage,/product/407/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Lattes,Iced Cinnamon Dolce Latte,Iced,45,414,Beverage,/product/414/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Lattes,Iced Starbucks® Blonde Vanilla Latte,Iced,50,2122164,Beverage,/product/2122164/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Macchiatos,Iced Caramel Macchiato,Iced,10,413,Beverage,/product/413/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Mochas,Iced White Chocolate Mocha,Iced,5,420,Beverage,/product/420/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Coffees,Iced Mochas,Iced Caffè Mocha,Iced,18,408,Beverage,/product/408/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Black Teas,Iced Black Tea,Iced,9,457,Beverage,/product/457/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Black Teas,Iced Black Tea Lemonade,Iced,10,458,Beverage,/product/458/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Black Teas,Iced Royal English Breakfast Tea Latte,Iced,14,465,Beverage,/product/465/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Black Teas,Iced London Fog Tea Latte,Iced,16,477,Beverage,/product/477/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Chai Teas,Iced Chai Tea Latte,Iced,5,466,Beverage,/product/466/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Green Teas,Iced Lavender Cream Oatmilk Matcha,Iced,1,2123825,Beverage,/product/2123825/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea,Iced,2,2123077,Beverage,/product/2123077/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea Lemonade,Iced,3,2123074,Beverage,/product/2123074/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Green Teas,Iced Matcha Tea Latte,Iced,4,468,Beverage,/product/468/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Iced Teas,Iced Green Teas,Iced Green Tea,Iced,5,459,Beverage,/product/459/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Green Teas,Iced Green Tea Lemonade,Iced,6,460,Beverage,/product/460/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Green Teas,Iced Matcha Lemonade,Iced,7,2122376,Beverage,/product/2122376/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea,Iced,4,461,Beverage,/product/461/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea Lemonade,Iced,5,462,Beverage,/product/462/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Iced Teas,Bottled Teas,Teavana® Sparkling Unsweetened Peach Nectarine Green Tea,Packaged,1,2123465,Beverage,/product/2123465/packaged,['14.5-Packaged']
Drinks,Iced Teas,Bottled Teas,Brew DR. Island Mango Kombucha,Packaged,3,2123778,Beverage,/product/2123778/packaged,['12-Packaged']
Drinks,Iced Teas,Bottled Teas,Brew DR. Superberry Kombucha,Packaged,4,2123776,Beverage,/product/2123776/packaged,['12-Packaged']
Drinks,Iced Teas,Bottled Teas,Teavana® Mango Black Tea,Packaged,6,2122247,Beverage,/product/2122247/packaged,['14.5-Packaged']
Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,Iced,1,2123767,Beverage,/product/2123767/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,Iced,2,2123766,Beverage,/product/2123766/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Frozen Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,Iced,3,2123768,Beverage,/product/2123768/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Paradise Drink Starbucks Refreshers® Beverage,Iced,4,2123674,Beverage,/product/2123674/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Starbucks Refreshers® Beverage,Iced,5,2123675,Beverage,/product/2123675/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,Iced,6,2123676,Beverage,/product/2123676/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Pink Drink Starbucks Refreshers® Beverage,Iced,7,2122275,Beverage,/product/2122275/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Starbucks Refreshers® Beverage,Iced,8,2121342,Beverage,/product/2121342/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,Iced,9,2122677,Beverage,/product/2122677/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Dragon Drink® Starbucks Refreshers® Beverage,Iced,10,2122756,Beverage,/product/2122756/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Starbucks Refreshers® Beverage,Iced,11,2122725,Beverage,/product/2122725/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,Iced,12,2122726,Beverage,/product/2122726/iced,"['Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Juice,Starbucks™ Baya Energy Mango Guava,Packaged,2,2123631,Beverage,/product/2123631/packaged,['12-Packaged']
Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Defense Up®,Packaged,5,2122702,Beverage,/product/2122702/packaged,['11-Packaged']
Drinks,Cold Drinks,Juice,Evolution Fresh® Orange,Packaged,6,2122701,Beverage,/product/2122701/packaged,['11-Packaged']
Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Super Fruit Greens,Packaged,8,2122699,Beverage,/product/2122699/packaged,['11-Packaged']
Drinks,Cold Drinks,Juice,Tree Top Apple Juice Box,Packaged,12,873068637,Beverage,/product/873068637/packaged,['8-Packaged']
Drinks,Cold Drinks,Juice,Starbucks™ Baya Energy Raspberry Lime,Packaged,14,2123633,Beverage,/product/2123633/packaged,['12-Packaged']
Drinks,Cold Drinks,Juice,Lemonade,Iced,20,873068639,Beverage,/product/873068639/iced,"['Kids', 'Tall', 'Grande', 'Venti', 'Trenta']"
Drinks,Cold Drinks,Juice,Blended Strawberry Lemonade,Iced,22,873068641,Beverage,/product/873068641/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Drinks,Milk,Koia® Cacao Bean Protein Shake,Packaged,1,2123775,Beverage,/product/2123775/packaged,['12-Packaged']
Drinks,Cold Drinks,Milk,Koia® Vanilla Bean Protein Shake,Packaged,2,2123777,Beverage,/product/2123777/packaged,['12-Packaged']
Drinks,Cold Drinks,Milk,Horizon® Chocolate Organic Milk,Packaged,3,2121286,Beverage,/product/2121286/packaged,['8-Packaged']
Drinks,Cold Drinks,Milk,Horizon® Organic Lowfat Milk Box,Packaged,4,2121281,Beverage,/product/2121281/packaged,['8-Packaged']
Drinks,Cold Drinks,Milk,Cold Milk,Iced,6,490,Beverage,/product/490/iced,"['Tall', 'Grande', 'Venti']"
Drinks,Cold Drinks,Sparkling Water,Spindrift® Grapefruit Sparkling Water,Packaged,5,2122640,Beverage,/product/2122640/packaged,['12-Packaged']
Drinks,Cold Drinks,Sparkling Water,Spindrift® Raspberry Lime Sparkling Water,Packaged,6,2122638,Beverage,/product/2122638/packaged,['12-Packaged']
Drinks,Cold Drinks,Water,DASANI Bottled Water,Packaged,1,2123597,Beverage,/product/2123597/packaged,['20-Packaged']
Drinks,Cold Drinks,Water,Ethos® Bottled Water,Packaged,2,873068636,Beverage,/product/873068636/packaged,['23.7-Packaged']
Drinks,Cold Drinks,Water,Hawai'i Volcanic Water,Packaged,3,2123023,Beverage,/product/2123023/packaged,['600-Packaged']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Chicken, Maple Butter & Egg Sandwich",Single,1,2123672,Food,/product/2123672/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Sausage & Egg Wrap",Single,2,2123181,Food,/product/2123181/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Impossible™ Breakfast Sandwich,Single,4,2123236,Food,/product/2123236/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Gouda & Egg Sandwich",Single,11,369,Food,/product/369/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Double-Smoked Bacon, Cheddar & Egg Sandwich",Single,13,2121219,Food,/product/2121219/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Turkey Bacon, Cheddar & Egg White Sandwich",Single,14,368,Food,/product/368/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Sausage, Cheddar & Egg Sandwich",Single,15,367,Food,/product/367/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Spinach, Feta & Egg White Wrap",Single,18,371,Food,/product/371/single,['1 Piece']
Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Avocado Spread,Single,20,2122257,Food,/product/2122257/single,['1 Piece']
Food,Hot Breakfast,Bakes & Egg Bites,"Potato, Cheddar & Chive Bakes",Single,1,2123269,Food,/product/2123269/single,['1 Piece']
Food,Hot Breakfast,Bakes & Egg Bites,Kale & Mushroom Egg Bites,Single,2,2123401,Food,/product/2123401/single,['1 Piece']
Food,Hot Breakfast,Bakes & Egg Bites,Bacon & Gruyère Egg Bites,Single,5,2122116,Food,/product/2122116/single,['1 Piece']
