officer_name,title,department_name,state_abbreviation,cause,eow_date,eow_year,eow_weekday,police_dog,url,photo_url
John F. Lanier,Deputy,United States Department of the Treasury - Office of Internal Revenue,US,Gunfire,1900-12-24,1900,Monday,False,https://www.odmp.org/officer/22221-deputy-collector-john-f-lanier,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
John B. Usher,Deputy,Graves County Sheriff's Department,KY,Gunfire,1900-12-24,1900,Monday,False,https://www.odmp.org/officer/16706-deputy-sheriff-john-b-usher,https://www.odmp.org/media/image/officer/16706/125/16706.jpg
James Robert Kennedy,Sheriff,Abbeville County Sheriff's Office,SC,Gunfire,1900-12-30,1900,Sunday,False,https://www.odmp.org/officer/7464-sheriff-james-robert-kennedy,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Edward Metz,Undersheriff,Reno County Sheriff's Office,KS,Struck by train,1901-01-07,1901,Monday,False,https://www.odmp.org/officer/9253-undersheriff-edward-metz,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Matthew B. DeVane,Undersheriff,Yuma County Sheriff's Office,AZ,Gunfire,1901-01-08,1901,Tuesday,False,https://www.odmp.org/officer/4046-undersheriff-matthew-b-devane,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Prison  Archibald Benedict,Guard,New York State Department of Correctional Services,NY,Gunfire,1901-01-09,1901,Wednesday,False,https://www.odmp.org/officer/17398-prison-guard-archibald-benedict,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
James H. Lucas,Deputy,Coahoma County Sheriff's Office,MS,Gunfire,1901-01-11,1901,Friday,False,https://www.odmp.org/officer/19471-deputy-sheriff-james-h-lucas,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
James Vernon Fish,Deputy,Kent County Sheriff's Office,RI,Gunfire,1901-01-16,1901,Wednesday,False,https://www.odmp.org/officer/19625-deputy-sheriff-james-vernon-fish,https://www.odmp.org/media/image/officer/19625/125/deputy-sheriff-james-fish.jpg
U.S.  Thomas A. Royal,Deputy,United States Department of Justice - United States Marshals Service,US,Gunfire (Inadvertent),1901-01-17,1901,Thursday,False,https://www.odmp.org/officer/22783-deputy-us-marshal-thomas-a-royal,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Special   Simon Combs,Deputy,United States Department of Justice - United States Marshals Service,US,Gunfire,1901-01-23,1901,Wednesday,False,https://www.odmp.org/officer/21067-special-deputy-marshal-simon-combs,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
James E. Summers,Sheriff,Madison County Sheriff's Office,MT,Gunfire,1901-01-25,1901,Friday,False,https://www.odmp.org/officer/12995-sheriff-james-e-summers,https://www.odmp.org/media/image/officer/12995/125/12995.jpg
Special  William C. Downing,Policeman,Union Pacific Railroad Police Department,RR,Gunfire (Inadvertent),1901-01-29,1901,Tuesday,False,https://www.odmp.org/officer/22123-special-policeman-william-c-downing,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"N. G. ""Doc"" Osborn",Police,Columbus Police Department,GA,Gunfire,1901-01-31,1901,Thursday,False,https://www.odmp.org/officer/10237-police-officer-n-g-doc-osborn,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Edward J. Mullen,Patrolman,New York City Police Department,NY,Fire,1901-01-31,1901,Thursday,False,https://www.odmp.org/officer/9727-patrolman-edward-j-mullen,https://www.odmp.org/media/image/officer/9727/125/c_headstone.jpg
Thomas J. Fitzpatrick,Patrolman,New York City Police Department,NY,Fire,1901-01-31,1901,Thursday,False,https://www.odmp.org/officer/4897-patrolman-thomas-j-fitzpatrick,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Night  Clifton Hopkins Slaton,Patrolman,Madisonville Police Department,KY,Gunfire,1901-02-01,1901,Friday,False,https://www.odmp.org/officer/18444-night-patrolman-clifton-hopkins-slaton,https://www.odmp.org/media/image/officer/18444/125/18444.jpg
City  Gus H. Crouch,Marshal,Metropolis Police Department,IL,Gunfire,1901-02-07,1901,Thursday,False,https://www.odmp.org/officer/19362-city-marshal-gus-h-crouch,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William Joyce Rainbolt,Deputy,Chaves County Sheriff's Department,NM,Gunfire,1901-02-08,1901,Friday,False,https://www.odmp.org/officer/18329-deputy-sheriff-william-joyce-rainbolt,https://www.odmp.org/media/image/officer/18329/125/c_headstone_rainbolt.jpg
Harry B. Fender,Patrolman,Savannah Police Department,GA,Gunfire,1901-02-16,1901,Saturday,False,https://www.odmp.org/officer/4791-patrolman-harry-b-fender,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Miles Coleman,Deputy,Alexander County Sheriff's Office,IL,Assault,1901-02-18,1901,Monday,False,https://www.odmp.org/officer/21684-deputy-sheriff-miles-coleman,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William B. Mathis,Sheriff,Lafayette County Sheriff's Office,FL,Gunfire,1901-02-25,1901,Monday,False,https://www.odmp.org/officer/19443-sheriff-william-b-mathis,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Town  William Berry Freeman,Marshal,Donalsonville Police Department,GA,Gunfire,1901-02-26,1901,Tuesday,False,https://www.odmp.org/officer/21818-town-marshal-william-berry-freeman,https://www.odmp.org/media/image/officer/21818/125/town-marshal-william-freeman.jpg
of  John E. Moore,Chief,Stanley Police Department,WI,Gunfire,1901-03-09,1901,Saturday,False,https://www.odmp.org/officer/9557-chief-of-police-john-e-moore,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Samuel Dorsey Holman,Deputy,Calaveras County Sheriff's Office,CA,Gunfire,1901-03-10,1901,Sunday,False,https://www.odmp.org/officer/6649-deputy-sheriff-samuel-dorsey-holman,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
John Thomas,Patrolman,New Orleans Police Department,LA,Gunfire,1901-03-10,1901,Sunday,False,https://www.odmp.org/officer/13221-patrolman-john-thomas,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Tom Johnson,Deputy,Pawnee County Sheriff's Office,OK,Gunfire,1901-03-19,1901,Tuesday,False,https://www.odmp.org/officer/19596-deputy-sheriff-tom-johnson,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Town  John Z. Norris,Marshal,Pocahontas Police Department,AR,Gunfire,1901-03-21,1901,Thursday,False,https://www.odmp.org/officer/10009-town-marshal-john-z-norris,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
U.S.  Alexander S. Whiteley,Deputy,United States Department of Justice - United States Marshals Service,US,Gunfire,1901-03-21,1901,Thursday,False,https://www.odmp.org/officer/22222-deputy-us-marshal-alexander-s-whiteley,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William S. Elliott,Police,Columbus Police Department,GA,Gunfire,1901-03-27,1901,Wednesday,False,https://www.odmp.org/officer/4543-police-officer-william-s-elliott,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Edward McGrath Morris,Officer,Mobile Police Department,AL,Gunfire,1901-04-01,1901,Monday,False,https://www.odmp.org/officer/9637-officer-edward-mcgrath-morris,https://www.odmp.org/media/image/officer/9637/125/9637.jpg
Fred J. Richterkessing,Corporal,Louisville Police Department,KY,Gunfire,1901-04-01,1901,Monday,False,https://www.odmp.org/officer/19902-corporal-fred-j-richterkessing,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"James McKeag, Jr.",Police,Turtle Creek Borough Police Department,PA,Assault,1901-04-09,1901,Tuesday,False,https://www.odmp.org/officer/22438-police-officer-james-mckeag-jr,https://www.odmp.org/media/image/officer/22438/125/police-officer-james-mckeag.jpg
John T. Crum,Officer,Danville Police Department,KY,Gunfire,1901-04-10,1901,Wednesday,False,https://www.odmp.org/officer/15546-officer-john-t-crum,https://www.odmp.org/media/image/officer/15546/125/15546.jpg
Posse  William Wright,Member,Letcher County Sheriff's Office,KY,Gunfire,1901-04-11,1901,Thursday,False,https://www.odmp.org/officer/16705-posse-member-william-wright,https://www.odmp.org/media/image/officer/16705/125/16705.jpg
Patrick Edward Fitzgerald,Detective,Pittsburgh Bureau of Police,PA,Gunfire,1901-04-12,1901,Friday,False,https://www.odmp.org/officer/4879-detective-patrick-edward-fitzgerald,https://www.odmp.org/media/image/officer/4879/125/c_fitzgerald-patrick.jpg
James Sweeney,Patrolman,Joplin Police Department,MO,Gunfire,1901-04-23,1901,Tuesday,False,https://www.odmp.org/officer/13044-patrolman-james-sweeney,https://www.odmp.org/media/image/officer/13044/125/13044.jpg
Bert Brannon,Patrolman,Joplin Police Department,MO,Gunfire,1901-04-24,1901,Wednesday,False,https://www.odmp.org/officer/2189-patrolman-bert-brannon,https://www.odmp.org/media/image/officer/2189/125/2189.jpg
William F. Messenger,Patrolman,Chicago Police Department,IL,Gunfire,1901-04-25,1901,Thursday,False,https://www.odmp.org/officer/9237-patrolman-william-f-messenger,https://www.odmp.org/media/image/officer/9237/125/9237.jpg
Special  Herbert D. Moore,Officer,Cumberland Police Department,RI,Gunfire,1901-04-27,1901,Saturday,False,https://www.odmp.org/officer/22769-special-officer-herbert-d-moore,https://www.odmp.org/media/image/officer/22769/125/moore-herbert.jpg
Joseph Littleton Edwards,Deputy,Dallas County Sheriff's Office,AL,Gunfire,1901-04-28,1901,Sunday,False,https://www.odmp.org/officer/25286-deputy-sheriff-joseph-littleton-edwards,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
George Claud Holt Pickett,Patrolman,Pine Bluff Police Department,AR,Gunfire,1901-04-28,1901,Sunday,False,https://www.odmp.org/officer/17691-patrolman-george-claud-holt-pickett,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
George A. Brown,Police,Lansing Police Department,MI,Heart attack,1901-05-06,1901,Monday,False,https://www.odmp.org/officer/26412-police-officer-george-a-brown,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Herbert Scott Walker,Constable,Alturas Police Department,CA,Gunfire,1901-05-12,1901,Sunday,False,https://www.odmp.org/officer/19163-constable-herbert-scott-walker,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Joseph Zannelli,Patrolman,Kansas City Police Department,MO,Gunfire (Inadvertent),1901-05-19,1901,Sunday,False,https://www.odmp.org/officer/14653-patrolman-joseph-zannelli,https://www.odmp.org/media/image/officer/14653/125/zanelli%2C-joseph-1901.jpg
John W. Wulbers,Officer,Honolulu Police Department,HI,Animal related,1901-05-22,1901,Wednesday,False,https://www.odmp.org/officer/22408-officer-john-w-wulbers,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Allen Moore,Officer,Lawrence Police Department,KS,Gunfire (Inadvertent),1901-05-22,1901,Wednesday,False,https://www.odmp.org/officer/9536-officer-allen-moore,https://www.odmp.org/media/image/officer/9536/125/9536.jpg
George Smith,Deputy,Grant County Sheriff's Office,OK,Gunfire,1901-05-26,1901,Sunday,False,https://www.odmp.org/officer/22027-deputy-sergeant-george-smith,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Christopher Goodwill,Deputy,Webster Parish Sheriff's Office,LA,Gunfire,1901-05-28,1901,Tuesday,False,https://www.odmp.org/officer/22294-deputy-sheriff-christopher-goodwill,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
John McCarty,Commissioner,Arizona Department of Game and Fish,AZ,Gunfire (Inadvertent),1901-06-06,1901,Thursday,False,https://www.odmp.org/officer/23119-commissioner-john-mccarty,https://www.odmp.org/media/image/officer/23119/125/c7252_mccarty.jpg
David Branham,Deputy,Whitley County Sheriff's Office,KY,Gunfire,1901-06-08,1901,Saturday,False,https://www.odmp.org/officer/20600-deputy-sheriff-david-branham,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William David Wood,Policeman,Advance Police Department,NC,Gunfire,1901-06-08,1901,Saturday,False,https://www.odmp.org/officer/18937-policeman-william-david-wood,https://www.odmp.org/media/image/officer/18937/125/18937.jpg
of  Silas Wilder,Chief,Corbin Police Department,KY,Gunfire,1901-06-09,1901,Sunday,False,https://www.odmp.org/officer/19363-chief-of-police-silas-wilder,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
"W. T. ""Brack"" Morris",Sheriff,Karnes County Sheriff's Office,TX,Gunfire,1901-06-12,1901,Wednesday,False,https://www.odmp.org/officer/9650-sheriff-w-t-brack-morris,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Leslie N. Patrick,Officer,Dallas Police Department,TX,Gunfire,1901-06-13,1901,Thursday,False,https://www.odmp.org/officer/10421-officer-leslie-n-patrick,https://www.odmp.org/media/image/officer/10421/125/c_patrick-dpd.jpg
Richard M. Glover,Sheriff,Gonzales County Sheriff's Office,TX,Gunfire,1901-06-14,1901,Friday,False,https://www.odmp.org/officer/5509-sheriff-richard-m-glover,https://www.odmp.org/media/image/officer/5509/125/5509.jpg
Henry J. Schnabel,Posseman,Gonzales County Sheriff's Office,TX,Gunfire,1901-06-14,1901,Friday,False,https://www.odmp.org/officer/17096-posseman-henry-j-schnabel,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
William Henry Dawkins,Deputy,Jefferson County Sheriff's Department,FL,Gunfire,1901-06-15,1901,Saturday,False,https://www.odmp.org/officer/16043-deputy-sheriff-william-henry-dawkins,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Richard Delaney,Police,St. Louis Metropolitan Police Department,MO,Gunfire,1901-06-15,1901,Saturday,False,https://www.odmp.org/officer/3993-police-officer-richard-delaney,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Charles B. Holden,Deputy,Uinta County Sheriff's Office,WY,Gunfire,1901-06-19,1901,Wednesday,False,https://www.odmp.org/officer/21144-deputy-sheriff-charles-b-holden,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Edward H. DeBray,Police,Atlanta Police Department,GA,Gunfire,1901-06-20,1901,Thursday,False,https://www.odmp.org/officer/3952-police-officer-edward-h-debray,https://www.odmp.org/media/image/officer/3952/125/police-officer-edward-debray.jpg
Murphy E. Flory,Officer,Hagerstown Police Department,MD,Gunfire,1901-06-26,1901,Wednesday,False,https://www.odmp.org/officer/4944-officer-murphy-e-flory,https://www.odmp.org/media/image/officer/4944/125/c_meflor.jpg
"City  W. E. ""Dump"" Oakes",Marshal,Metropolis Police Department,IL,Gunfire,1901-06-29,1901,Saturday,False,https://www.odmp.org/officer/19413-city-marshal-w-e-dump-oakes,https://www.odmp.org/media/image/officer/19413/125/marshal-w-e-oakes.png
Special  David McConnell,Policeman,Pennsylvania Railroad Police Department,RR,Train accident,1901-06-30,1901,Sunday,False,https://www.odmp.org/officer/25020-special-policeman-david-mcconnell,https://www.odmp.org/media/image/officer/25020/125/c_david-mcconnell-grave-marker.jpg
Garrett Cody,Patrolman,Arlington Police Department,MA,Gunfire,1901-07-01,1901,Monday,False,https://www.odmp.org/officer/3212-patrolman-garrett-cody,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Patrick McGovern,Patrolman,New Haven Police Department,CT,Struck by streetcar,1901-07-02,1901,Tuesday,False,https://www.odmp.org/officer/8985-patrolman-patrick-mcgovern,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Night  Ole McMillan,Watchman,Humboldt Police Department,IA,Gunfire,1901-07-07,1901,Sunday,False,https://www.odmp.org/officer/19365-night-watchman-ole-mcmillan,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Joseph Manning,Deputy,Bell County Sheriff's Department,KY,Gunfire,1901-07-14,1901,Sunday,False,https://www.odmp.org/officer/18993-deputy-sheriff-joseph-manning,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
James Watson Fuller,Jailer,Berkshire County Sheriff's Office,MA,Assault,1901-07-16,1901,Tuesday,False,https://www.odmp.org/officer/19571-jailer-james-watson-fuller,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Cub Burney,Deputy,United States Department of the Interior - Bureau of Indian Affairs - Office of Justice Services,US,Stabbed,1901-07-17,1901,Wednesday,False,https://www.odmp.org/officer/2548-deputy-sheriff-cub-burney,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
Richard Read,Deputy,Hardin County Sheriff's Department,KY,Gunfire,1901-07-22,1901,Monday,False,https://www.odmp.org/officer/19323-deputy-sheriff-richard-read,https://336c5c855b5779d81c79-2f69aaeddb7b46c0053eff946dbce2fe.ssl.cf5.rackcdn.com/images/no-photo-125.png
of  Robert Allen Lilly,Chief,Elkins Police Department,WV,Gunfire,1901-07-23,1901,Tuesday,False,https://www.odmp.org/officer/8134-chief-of-police-robert-allen-lilly,https://www.odmp.org/media/image/officer/8134/125/8134.jpg
James H. Purdon,Patrolman,Louisville Police Department,KY,Fire,1901-07-27,1901,Saturday,False,https://www.odmp.org/officer/10903-patrolman-james-h-purdon,https://www.odmp.org/media/image/officer/10903/125/c_purdon-james.jpg
William A. Weiss,Police,Houston Police Department,TX,Gunfire,1901-07-30,1901,Tuesday,False,https://www.odmp.org/officer/13963-police-officer-william-a-weiss,https://www.odmp.org/media/image/officer/13963/125/weiss-william.jpg
