loc_name,geo_lat,geo_lon,count
Bezimenne,47.1071,37.9381,3
Bezliudivka,49.8703,36.2954,2
Bezruky,50.1760,36.1205,24
Bihun,51.3963,28.2792,1
Bila Hora,48.8494,38.5123,11
Bila Krynytsia,47.2160,33.1138,15
Bila Krynytsia,47.3519,33.1998,39
Bila Tserkva,49.8094,30.1121,6
Bilashi,50.1430,36.1344,1
Bilenke,46.0504,30.3638,5
Bilenke,48.7584,37.6155,1
Bilhorod-Dnistrovskyi,46.1844,30.3447,1
Biliaivka,47.3269,33.6915,4
Bilka,50.5291,34.9052,1
Bilmak,47.3580,36.6491,2
Bilohiria,47.5268,36.0004,46
Bilohirka,47.1988,33.1371,37
Bilohirsk,45.0557,34.6049,1
Bilohorivka,48.7329,38.2154,97
Bilohorivka,48.9259,38.2467,32
Bilohorodka,50.3901,30.2278,1
Bilokopytove,51.6677,34.0631,3
Bilokurakyne,49.5341,38.7307,1
Bilopillia,51.1483,34.3008,56
Bilousove,47.3232,33.2324,6
Bilovodsk,49.2054,39.5828,2
Bilovody,51.1757,34.9765,1
Bilozerka,46.6248,32.4425,6
Bilozirka,47.0864,32.4520,2
Bilyari,46.6227,31.0311,3
Bilyayivka,46.4832,30.2168,1
Bilyi Kolodiaz,50.2049,37.1118,2
Blahodativka,47.1774,33.0099,14
Blahodativka,49.6806,37.5415,2
Blahodatne,46.7895,32.3417,23
Blahodatne,47.0310,32.5491,14
Blahodatne,47.4730,33.3198,12
Blahodatne,47.6993,37.4194,4
Blahodatne,47.7979,36.8136,2
Blahodatne,47.9923,31.1428,5
Blahodatne,48.6919,38.0131,1
Blahodatne,49.9737,36.4552,2
Blahovischenka,47.4612,34.8221,1
Bleshnya,52.1266,32.3454,9
Blyzniuky,48.8578,36.5551,1
Bobrove,48.8055,38.6442,1
Bobrovytsia,50.7440,31.3872,1
Bobryk,50.6540,31.0782,1
Bohatyr,46.6267,35.2791,1
Bohdanivka,50.6246,30.9142,1
Bohodukhiv,50.1647,35.5277,15
Bohoiavlenka,47.8601,37.2135,20
Bohorodychne,49.0161,37.5083,104
Bohuslavka,49.4739,37.6837,1
Bohuslavske,48.6483,38.4213,1
Borivska Andriivka,49.4113,37.7301,1
Borivske,48.8709,38.5605,28
Borivske,49.6392,37.3319,1
Borodianka,50.6448,29.9201,13
Boromlia,50.6187,34.9667,4
Borova,49.3777,37.6214,7
Borovenky,49.0433,38.5647,3
Borozenske,47.1744,33.4237,1
Borshchivka,49.4997,36.9628,1
Borshchova,50.1615,36.4236,28
Boryspil,50.3527,30.9550,2
Boyarka,50.3173,30.2979,2
Boyaro-Lezhachi,51.2698,34.2100,12
Branytsia,50.8271,31.3648,1
Brazhkivka,49.0443,37.2151,32
Brody,50.0879,25.1503,1
Brovary,50.5181,30.8067,16
Brusivka,48.9096,37.7813,1
Brusky,51.4067,34.2031,1
Bruskynske,47.1567,33.2102,8
Bryanka,48.4972,38.6715,6
Brylivka,46.4203,33.1411,4
Bucha,50.5435,30.2120,45
Buchky,52.3063,33.1137,4
Budarky,50.3922,37.4179,3
Budivelne,51.6783,34.0591,1
Budky,51.2344,34.3333,3
Budo-Vorobyi,50.8548,29.4673,1
Buhaivka,49.4765,37.3951,2
Buhas,47.6365,37.5623,1
Buhruvatka,50.2521,36.8229,1
Buniakyne,51.3666,34.2293,1
Burkhanivka,46.9848,32.6314,1
Burlatske,47.5756,36.6171,9
Burlatske,47.8875,36.7440,7
Buryn,51.1991,33.8352,3
Butivka,49.7105,36.3829,1
Butovka-Donetskaya Mine,48.0675,37.7919,1
Buzova,50.4165,30.0411,7
Bylbasivka,48.8400,37.5060,1
Byshiv,50.2664,29.8869,3
Byshkin,50.6289,34.6199,1
Bytytsia,50.9999,34.9376,2
Chaika,50.4348,30.2989,2
Chaplyne,48.1267,36.2331,1
Chaplynka,46.3651,33.5403,3
Charivne,47.0189,33.2669,3
Charivne,47.5800,36.0340,35
Chasiv Yar,48.5869,37.8324,23
Chepil,49.3220,36.9165,60
Cherkaska Lozova,50.1046,36.2225,9
Cherkaske,48.8343,37.3876,6
Cherkaski Tyshky,50.1191,36.4109,44
Cherkasy,49.4285,32.0621,2
Cherniaky,50.0858,36.4526,2
Chernihiv,51.5055,31.2849,77
Chernihivka,47.1999,36.1615,4
Chernivske,51.5688,34.0511,1
Chernyakhiv,50.4565,28.6702,1
Chervona Dolyna,47.1483,32.6630,25
Chervona Krunytsia,47.6040,35.8874,1
Chervona Poliana,49.3557,37.1981,2
Chervona Polyana,49.0180,36.9351,7
Chervone,47.6565,36.3908,46
Chervone,47.8324,37.7851,2
Chervone,49.0001,37.0038,9
Chervone Pole,47.0301,37.0643,2
Chervonohrad,50.3911,24.2351,1
Chervonohryhorivka,47.6190,34.5369,29
Chervonopillia,47.9685,32.1568,1
Chervonyi Mayak,46.9494,33.5995,2
Chervonyi Partyzan,48.2627,37.9150,3
Chervonyi Yar,47.0794,33.5255,3
Chervonyi Yar,47.3112,32.9836,10
Chervonyi Yar,48.6536,39.4046,2
Chkalove,46.4787,34.1819,2
Chkalovske,49.7154,36.9344,10
Chonhar,46.0319,34.5473,1
Chornobaivka,46.6974,32.5526,47
Chornohlazivka,50.2384,36.0497,9
Chornomorka,46.6517,31.5139,1
Chornomorsk,46.3049,30.6547,1
Chornomorske,46.5854,30.9458,1
Chortkiv,49.0171,25.7980,1
Chudniv,50.0520,28.1175,3
Chuhuiv,49.8359,36.6880,93
Chulakivka,46.3601,32.3473,1
Chumakove,51.2218,33.8939,1
Chupakhivka,50.3766,34.5811,2
Chyhyryn,49.0702,32.6786,1
Chystiakove,48.0217,38.6462,2
Chystovodivka,49.4015,37.3385,1
Coast of Donetsk,46.6910,37.2820,1
Coast of Odesa,45.8900,30.5970,9
Dacha,48.4420,38.0433,1
Dachne,46.5772,30.5480,1
Dachne,47.9927,37.1800,1
Dachne,49.6559,36.4419,1
Danylivka,47.7386,35.9757,1
Dariivka,46.7477,32.8050,12
Davydiv Brid,47.2407,33.1931,27
Debaltseve,48.3373,38.4047,3
Delyatyn,48.5278,24.6284,1
Dementiivka,50.2340,36.2380,69
Demydiv,50.7277,30.3307,5
Derhachi,50.1066,36.1211,81
Dersove,47.3115,37.9978,3
Derylove,49.0677,37.7278,1
Desna,50.9251,30.7722,2
Dibrivne,48.9890,37.2492,81
Dibrova,48.9161,37.8541,16
Dmytrivka,46.6304,31.7398,4
Dmytrivka,47.5456,37.5186,1
Dmytrivka,49.0536,37.1241,29
Dmytrivka,50.3940,35.5643,2
Dmytrivka,50.4600,30.1759,4
Dmytrivka,50.6026,29.7845,1
Dmytro-Darivka,48.7673,36.9622,1
Dmytrokolyne,48.6859,36.9802,1
Dnipro,48.4593,35.0386,40
Dniprorudne,47.3899,35.0007,1
Dniprovske,46.6357,31.8734,3
Dobra Nadiya,47.5934,34.7015,4
Dobre,47.3909,32.7789,1
Dobrianka,47.4611,33.6206,22
Dobropillia,48.4615,37.0852,8
Dobropillya,47.7847,36.1898,3
Dobryanka,52.0631,31.1857,1
Dokuchaevsk,47.7492,37.6777,44
Dokuchaievske,49.8933,36.4503,3
Dolomytne,48.4160,38.1346,75
Dolya,47.8741,37.7193,7
Dolyna,48.9993,37.4301,94
Dolynska,48.1104,32.7645,1
Donets,49.5082,36.5737,3
Donetsk,48.0150,37.8014,83
Donetsk - Budonivskyi,47.9668,37.8377,12
Donetsk - Donetsk Airport,48.0712,37.7407,4
Donetsk - Kalininskyi,48.0046,37.8401,24
Donetsk - Kirovskyi,47.9680,37.5475,148
Donetsk - Kuibyshivskyi,48.0233,37.7276,156
Donetsk - Kyivskyi,47.9857,37.8625,117
Donetsk - Leninskyi,47.9617,37.7734,37
Donetsk - Petrovskyi,47.9495,37.6138,177
Donetsk - Proletarskyi,47.9573,37.9144,1
Donetsk - Voroshilovsky,48.0177,37.8063,32
Donetske,48.9343,37.6904,20
Donetske,49.1521,37.2524,5
Donetskyi,48.6963,38.6738,36
Donske,47.5159,37.5375,1
Doroshivka,52.0347,33.8504,1
Dorozhnianka,47.5886,36.2611,28
Doslidne,46.6642,32.2530,1
Dovhalivka,49.3821,37.0748,2
Dovhenke,49.0193,37.3178,62
Dovzhanka,50.1851,37.4568,1
Dovzhik,50.1980,35.9469,3
Drobysheve,49.0433,37.7341,15
Dronivka,48.9207,38.0425,15
Druzhba,48.4098,37.9104,4
Druzhba,48.6464,38.3046,1
Druzhba,52.0444,33.9402,2
Druzheliubivka,49.2630,37.8575,1
Druzhkivka,48.6165,37.5292,18
Dubno,50.4169,25.7343,2
Dubove,51.2639,24.6833,1
Dubovychi,51.6378,33.5795,1
Dudchany,47.1879,33.7807,4
Dunayivka,46.5732,35.4245,1
Duvanka,50.3053,36.0546,19
Dvorichna,49.8502,37.6826,19
Dvorichne,49.8533,37.7325,1
Dyliivka,48.4631,37.8828,6
Dymer,50.7834,30.3075,3
Dytyatki,51.1080,30.1503,1
Dzhankoy,45.7095,34.3891,4
Eastern Black Sea,43.3890,36.5190,4
Enerhodar,47.4987,34.6574,57
Esman,51.7701,34.0673,33
Fastiv,50.0767,29.9177,5
Fedorivka,46.7433,33.9103,1
Fedorivka,47.5505,36.5484,1
Fedorivka,48.2623,38.0430,2
Fedorivka,48.7672,38.0457,7
Fedorivka,50.0715,36.6927,5
Fesky,50.1423,35.9532,1
Fontanka,46.5701,30.8580,3
Fotovyzh,51.8921,34.1955,5
Frunze,45.0266,33.6250,1
Fyholivka,49.8986,37.7015,1
Genivka,47.9409,30.9165,1
Gremyach,52.3344,33.2886,25
Hai,51.6490,32.3780,9
Hai,52.3039,33.2837,3
Halahanivka,52.2474,32.7614,2
Halytsynivka,48.1011,37.4470,3
Halytsynove,46.8005,31.9513,14
Hannivka,47.5152,33.3016,1
Hannivka,47.7260,34.9411,4
Hasychivka,52.0145,31.7783,2
Hatne,50.3587,30.3956,2
Hatyshche,50.3000,36.8674,9
Havrylivka,47.2261,33.8802,1
Havrylivka,49.0131,38.6762,1
Havrylivka,50.6748,30.2072,1
Havrylivka Druha,46.1780,33.4689,1
Havrylova Sloboda,52.2624,33.8825,2
Hayvoron,50.9857,32.9238,2
Heivka,48.7714,39.1193,1
Henichesk,46.1759,34.8034,11
Heorhiivka,47.9636,37.4383,16
Hirke,47.6664,36.0999,1
Hirky,51.3680,34.3045,1
Hirnyak,48.0072,37.7148,2
Hirnyk,48.0565,37.3718,5
Hirsivka,46.6393,35.3949,1
Hirsk,52.0186,31.8535,9
Hirske,48.7346,38.4954,53
Hladosove,48.4315,38.0676,4
Hlazunivka,49.4098,36.6245,1
Hlukhiv,51.6782,33.9162,16
Hlushkivka,49.5858,37.7083,1
Hlyboke,50.2550,36.4250,11
Hnutove,47.2070,37.7501,1
Hoholiv,50.5135,31.0220,3
Hola Prystan,46.5272,32.5242,8
Holmivskyi,48.4046,38.0817,123
Holubivka,48.6356,38.6393,8
Holubivka,49.7499,37.6305,2
Holubivske,48.6920,38.6036,8
Holyshivske,51.2311,34.3029,5
Honcharivka,49.4757,38.1519,1
Honcharivske,51.2980,30.9298,1
Hoptivka,50.2828,36.2693,12
Horenychi,50.4193,30.2114,4
Horinka,50.5589,30.3159,2
Horlivka,48.3133,38.0416,182
Hornostaivka,47.0078,33.7290,3
Horobivka,49.8368,37.7329,1
Horodnia,51.8914,31.5957,10
Horodyshche,48.3232,38.6335,1
Horokhivske,46.9588,32.7047,1
Horokhovatka,49.3439,37.5247,2
Hostomel,50.5882,30.2590,28
Hostre,47.9935,37.4014,7
Hrabovske,50.6984,35.4544,7
Hrakove,49.7176,36.8166,4
Hranitne,47.4574,37.8682,2
Hraniv,50.3629,36.2239,1
Hrebelky,50.5989,31.1037,1
Hrekivka,49.2450,37.9205,2
Hrianykivka,49.8459,37.7137,1
Hrodivka,48.2629,37.3789,2
Hrushivka,47.5838,34.0153,1
Hrushivka,49.6694,37.4958,4
Hrushuvakha,49.1149,36.8969,43
Hrybivka,46.2086,30.5645,1
Hryhorivka,47.3227,36.2838,5
Hryhorivka,47.4080,37.8984,4
Hryhorivka,47.6943,35.3451,2
Hryhorivka,48.0152,34.7580,1
Hryhorivka,48.6419,37.8589,28
Hryhorivka,48.9259,38.1858,42
Hrynivka,50.9113,33.7055,1
Hryshyne,48.3290,37.0798,1
Hudove,51.5363,34.1744,6
Huliaipilske,47.6109,36.0623,49
Huliaipole,47.6639,36.2563,118
Huriiv Kozachok,50.4198,35.9662,5
Huriivka,47.1230,31.8755,2
Hurty,48.3581,38.1746,1
Husarivka,48.8818,37.1492,2
Husarivka,49.3584,36.7971,68
Husynka,49.8259,37.4274,1
Huta Mezhyhirska,50.6741,30.3028,1
Huta-Studenetska,52.0031,32.1858,7
Hvardiyske,45.0657,34.0051,1
Ichnia,50.8561,32.3910,1
Illinka,47.5938,34.6648,5
Ilovaisk,47.9245,38.1965,2
Ilyinka,48.0099,37.3052,3
Inhulka,47.1967,32.2253,9
Inzhenerne,46.7047,32.6851,1
Inzhenerne,47.4961,36.1294,1
Irmino,48.5988,38.5917,14
Irpin,50.5218,30.2506,45
Ishchenka,47.1771,33.2467,1
Iskryskivshchyna,51.2390,34.3766,6
Ivanhrad,48.5590,38.0262,4
Ivanivka,46.6534,31.6650,2
Ivanivka,46.7208,34.5530,4
Ivanivka,47.4681,33.3823,29
Ivanivka,48.2430,38.9450,1
Ivanivka,48.2616,37.4472,4
Ivanivka,48.9189,37.3497,2
Ivanivka,49.1092,37.9468,7
Ivanivka,49.2761,37.1030,2
Ivanivka,49.6354,36.9046,5
Ivanivka,50.2886,35.4401,20
Ivanivka,51.3795,31.2910,2
Ivanivske,48.5722,37.9174,5
Ivankiv,50.9387,29.8943,7
Ivano-Darivka,48.8138,38.1948,59
Ivano-Frankivsk,48.9215,24.7097,5
Ivano-Kepyne,47.0402,32.8520,1
Ivashky,50.3926,35.8246,15
Izbytske,50.2033,36.7417,1
Izium,49.2088,37.2485,100
Kakhovka,46.8137,33.4870,35
Kalenyky,48.8442,37.9165,4
Kalinovo,48.5695,38.5245,17
Kaluha,47.3635,32.9410,4
Kalynivka,47.0459,32.1804,4
Kalynivka,47.2359,32.9720,7
Kalynivka,48.3396,38.3244,3
Kalynivka,49.4539,28.5261,2
Kalynivka,50.2260,30.2283,3
Kalynivka,50.5636,30.8229,3
Kalynivka,50.7789,31.7740,1
Kalynivske,47.8584,36.4607,1
Kalynove,48.1393,37.4412,4
Kalynove,50.2586,36.0848,15
Kalynove-Borshchuvate,48.6197,38.4919,1
Kalynovo-Popasna,48.6101,38.3331,2
Kalyta,50.7476,31.0211,2
Kamiane,47.3964,33.2982,3
Kamianka,47.3617,36.6504,2
Kamianka,47.7966,37.9107,6
Kamianka,49.9785,37.8326,2
Kamianka-Buzka,50.0992,24.3466,1
Kamianka-Dniprovska,47.4640,34.4305,4
Kamianska Sloboda,52.2640,33.2890,10
Kamianske,47.5424,35.3662,50
Kamianske,48.5212,34.6114,2
Kamyana Yaruha,49.8927,36.5977,1
Kamyanka,48.1740,37.7863,48
Kamyanka,49.1249,37.3008,16
Kamyanske,47.0660,35.4962,13
Kamyanske,47.6170,34.4258,6
Kamyshevakha,48.6973,38.3851,25
Kanatove Airdrome,48.5622,32.3807,2
Kanivske,47.6844,35.1041,2
Kapitanivka,50.4398,30.2043,2
Kapitolivka,49.1911,37.3438,2
Karasivka,50.2669,36.0719,8
Kardashynka,46.5557,32.6124,1
Karierne,47.3391,33.2133,7
Karlivka,48.1117,37.4908,28
Karlivka,49.4572,35.1298,2
Karnaukhivka,49.0330,37.0407,33
Karolino-Buhaz,46.1453,30.5264,1
Karpivka,47.6673,33.1172,4
Karpivka,49.1704,37.7292,7
Karpovychi,52.2177,32.3804,4
Karpykha,49.6543,33.2194,1
Kashpero-Mykolaivka,47.3780,32.1898,2
Kashtanove,48.1206,37.8312,5
Katerynivka,47.8755,37.3454,8
Katerynivka,48.4192,37.7561,1
Katerynivka,48.5530,39.1741,1
Katerynivka,48.6691,38.4849,5
Katerynivka,48.9323,36.3162,1
Katerynivka,49.1819,37.8649,3
Katerynivka,51.2127,34.5621,7
Katerynivka,51.6509,34.0995,3
Katiuzhanka,50.8028,30.1346,1
Kavkaz,47.2887,33.0694,11
Keramik,48.2530,37.6826,6
Kerch,45.3581,36.4675,1
Kerdylivshchyna,50.6825,34.6858,1
Kermenchyk,47.7087,36.9409,2
Khanzhokove,48.0785,38.0717,2
Kharkiv,49.9808,36.2527,261
Kharkivka,51.7024,34.2442,1
Khartsyzk,48.0419,38.1409,2
Kherson,46.6558,32.6178,169
Khliborob,52.2260,33.9739,2
Khmelivka,50.7284,35.2329,2
Khmelnytskyi,49.4128,26.9980,2
Khodyne,51.5283,34.2230,5
Khomivka,49.5038,38.1504,1
Khoroshe,48.6273,38.8477,3
Khorosheve,49.8588,36.2181,1
Khotimlia,50.0214,36.8756,1
Khotin,51.0786,34.7800,26
Khotivka,51.7193,32.4974,1
Khreshchenivka,47.3838,33.8245,5
Khrestysche,48.9204,37.4908,17
Khrestyshche,49.5508,35.5164,7
Khrinivka,52.0752,31.8412,9
Khroly,49.9023,36.3672,1
Khromove,48.5973,37.9451,4
Khutir Stavky,48.2520,37.9362,4
Kindrativka,51.1409,34.7551,8
Kirdany,51.3455,28.7883,1
Kirovske,48.1503,38.3610,2
Kivsharivka,49.6300,37.6733,2
Klenove,50.1513,35.6973,2
Klischiivka,48.5279,37.9582,8
Kluhyno-Bashkyrivka,49.8406,36.7111,6
Klymentove,50.3820,34.9261,1
Klynove,48.5620,38.1601,28
Kniazivka,47.5217,33.5225,34
Kobleve,46.6650,31.2080,4
Kobzartsi,47.1439,32.7665,37
Kochetok,49.8720,36.7261,5
Kochubeivka,47.4966,33.2119,6
Kochubeivka,50.2653,36.2373,1
Kodema,48.4729,38.0857,61
Kolodiazi,49.0829,37.8810,3
Kolodiazne,50.0061,37.6852,3
Kolonshschyna,50.4519,29.9483,1
Kolos,52.3379,33.3141,2
Kolychivka,51.4122,31.3047,1
Komar,47.9776,36.7468,6
Kominternove,47.1745,37.8110,1
Komsomolets,48.3380,37.9755,8
Komsomolske,47.6683,38.0742,2
Komysh-Zorya,47.3292,36.6984,1
Komyshivka,48.1804,37.4681,1
Komyshuvakha,47.7149,35.5241,15
Komyshuvakha,47.8883,36.5908,1
Komyshuvakha,48.6416,37.4558,13
Konotop,51.2403,33.2026,7
Kopyliv,50.4085,29.8947,3
Korobochkyne,49.7783,36.8153,60
Korosten,50.9594,28.6385,12
Korotych,49.9519,36.0394,3
Koroviy Yar,49.1549,37.6295,5
Koshove,47.5557,33.4289,7
Kostiantynivka,46.9879,32.3164,6
Kostiantynivka,47.0943,31.9208,1
Kostiantynivka,47.5589,36.2887,3
Kostiantynivka,47.8659,37.4083,18
Kostiantynivka,48.5333,37.7166,55
Kostiantynivka,50.3629,36.0317,14
Kostiantynivka,51.1716,34.7686,2
Kostiantynopolske,47.9236,37.1837,1
Kostromka,47.1391,33.1510,11
Kostyrka,46.9815,33.4670,2
Kotelva,50.0686,34.7586,1
Kotliareve,46.8867,32.2220,12
Kotliary,49.9131,36.2952,1
Kotsiubynske,50.4905,30.3337,1
Kovpyta,51.3797,30.8611,1
Kozacha Lopan,50.3319,36.1936,23
Kozarovychi,50.7559,30.3514,4
Kozatske,46.7845,33.3377,4
Kozelets,50.9133,31.1214,2
Kozyatyn,49.7143,28.8339,2
Kramatorsk,48.7306,37.5816,74
Krasilivka,50.5250,30.9119,1
Krasna Hora,48.6586,38.0201,2
Krasna Polyana,47.5595,37.0728,2
Krasne,50.2819,36.4537,6
Krasne,51.2897,31.2711,1
Krasnohorivka,48.0060,37.5097,109
Krasnohorivka,48.2067,37.7244,35
Krasnohrad,49.3801,35.4419,3
Krasnohvardiiske,45.4950,34.2942,1
Krasnoperekopsk,45.9538,33.7948,1
Krasnopillia,48.9880,37.4129,71
Krasnopillia,50.7746,35.2597,34
Krasnopolivka,48.7320,38.0475,5
Krasnorichenske,49.2161,38.2038,2
Krasnosilka,46.6213,30.7722,2
Krasnyi Luch,48.1410,38.9365,3
Krasnyi Lyman,48.7266,38.9676,2
Kremenchuk,49.0680,33.4204,6
Kreminets,47.9166,37.6184,7
Kreminna,49.0495,38.2179,54
Kropyvnya,50.9232,29.4979,1
Kropyvnytskyi,48.5153,32.2545,7
Krupychpole,50.9607,32.3921,1
Kruta Balka,48.1433,37.8256,3
Kruty,51.0833,32.1500,1
Krutyi Yar,46.7719,32.4857,1
Krymki,49.1384,37.5690,2
Krymske,48.7491,38.8058,1
Krynychanka,47.0404,33.2020,1
Krynychna,48.1284,38.0283,1
Krynychne,48.5107,38.2712,3
Krynychne,48.6042,38.7168,1
Krynychne,49.4504,36.7495,1
Krynychne,50.5492,35.0561,1
Kryva Luka,48.8735,37.9053,29
Kryvyi Rih,47.9093,33.3933,52
Kucherivka,49.7182,37.6713,4
Kucherivka,51.7346,34.1884,2
Kudiivka,50.2898,36.2627,4
Kudryashivka,49.0338,38.4458,1
Kukhari,50.8182,29.5899,4
Kulazhyntsi,50.5533,31.2112,1
Kulychka,50.4949,34.4801,1
Kunie,49.3918,37.2464,1
Kupiansk,49.7106,37.6152,34
Kupiansk-Vuzlovyi,49.6604,37.6439,2
Kurakhivka,48.0307,37.3728,5
Kurakhove,47.9836,37.2823,37
Kurdiumivka,48.4684,37.9567,27
Kurulka,48.9447,37.2413,43
Kurylivka,49.6603,37.6987,3
Kushuhum,47.7165,35.2086,2
Kutsurub,46.6528,31.6178,6
Kutuzivka,50.0424,36.4702,20
Kuzemivka,49.5206,37.9822,2
Kvitneve,47.0222,32.4541,25
Kvitneve,50.5334,30.8459,1
Kyianytsia,51.0696,34.9101,3
Kyinka,51.4535,31.1932,3
Kyiv,50.4496,30.5224,43
Kyiv - Darnytskyi,50.4003,30.6807,2
Kyiv - Desnianskyi,50.5097,30.6717,1
Kyiv - Holosiivskyi,50.3273,30.5678,1
Kyiv - Obolonskyi,50.5286,30.4749,5
Kyiv - Podilskyi,50.4931,30.4406,7
Kyiv - Shevchenkivskyi,50.4646,30.4655,6
Kyiv - Solomyanskyi,50.4267,30.4538,3
Kyiv - Sviatoshynskyi,50.4696,30.3382,6
Kyrykivka,50.3364,35.1418,1
Kyrylivka,46.3685,35.3493,6
Kyrylivka,47.3224,37.6736,1
Kyseli,49.4275,36.4393,1
Kyselivka,46.7536,32.4092,18
Kyselivka,47.0029,32.4697,22
Kytsivka,49.8691,36.8197,1
Lantrativka,49.9461,38.2503,2
Lastochkyne,48.1486,37.6817,15
Lazarivka,47.4869,37.4610,1
Lazurne,46.0876,32.5267,2
Lebedivka,45.8295,30.1507,2
Lebedyn,50.5852,34.4849,3
Lebiazhe,48.1864,37.9499,1
Lebyazhe,49.8174,36.9055,23
Lemischyne,50.3299,35.7212,1
Leonidivka,48.3701,37.8010,1
Leonivka,52.2583,32.8443,2
Lepetykha,47.3233,33.0513,12
Levkivka,49.2916,37.1475,1
Levkovychi,51.4947,31.0863,1
Lezhyne,47.8071,35.3607,1
Lgiv,51.4943,31.1476,1
Lichanka,50.4075,30.0938,2
Lidyne,47.4129,37.5949,1
Lisne,47.6680,37.4896,1
Lisne,50.1079,36.2730,12
Lisne,50.4447,30.1124,1
Liubech,51.7000,30.6599,2
Liubomyrivka,46.8850,32.3740,22
Liubotyn,49.9469,35.9291,3
Liubymivka,47.1071,35.5206,1
Liubyne,47.0794,32.6721,1
Liutivka,50.3128,35.8120,3
Liutizh,50.6841,30.3950,5
Logvinovo,48.3800,38.3471,12
Lohy,52.2475,32.5683,1
Loschynivka,45.4771,28.8214,1
Loskutivka,48.8051,38.4120,8
Lotskyne,47.5268,32.7527,2
Lozova,48.8894,36.3176,31
Lozove,47.1927,33.0689,33
Lozove,48.3844,38.2312,28
Lozove,49.2090,37.5947,11
Lubny,50.0163,32.9969,1
Lubyanka,50.6541,30.1701,3
Luch,46.8292,32.2214,29
Luhansk,48.5670,39.3171,65
Luhanske,47.8917,37.6827,18
Luhanske,48.4305,38.2554,10
Luhivka,50.4462,35.4717,3
Luhivske,47.5258,36.0303,2
Lukashi,50.4584,31.4406,1
Lukashivka,51.3863,31.3933,1
Lukianivske,47.6114,35.4482,8
Lukyanivka,50.4927,31.3758,4
Luparevo,46.6935,31.9819,31
Lutsk,50.7593,25.3424,3
Lviv,49.8407,24.0305,5
Lvove,46.7918,33.1536,4
Lyman,45.6733,29.7426,1
Lyman,48.9903,37.8063,61
Lyman,49.5953,36.4655,1
Lymany,46.6956,31.4701,18
Lymany,46.7280,31.9733,17
Lynove,51.3261,34.0549,2
Lypchanivka,49.3334,37.3216,1
Lypivka,50.5095,29.8183,4
Lypivka,52.1077,31.8556,1
Lypove,48.7245,38.3043,5
Lyptsi,50.2037,36.4077,3
Lysychansk,48.9054,38.4353,117
