zip,donation_amount_sum,donation_amount_count,zip3
77258,25.0,1,772
77266,200.0,1,772
77301,100.0,2,773
77302,300.0,5,773
77303,285.0,5,773
77304,400.0,4,773
77306,70.0,2,773
77316,970.0,13,773
77318,405.0,6,773
77320,130.0,3,773
77327,50.0,2,773
77328,10.0,1,773
77331,1050.0,2,773
77336,125.0,2,773
77338,207.0,3,773
77339,467.0,10,773
77340,25.0,1,773
77345,900.0,16,773
77346,720.0,9,773
77351,144.0,6,773
77353,100.0,1,773
77354,1350.0,14,773
77355,620.0,14,773
77356,769.0,13,773
77357,480.0,9,773
77362,170.0,3,773
77363,505.0,2,773
77365,710.0,8,773
77372,160.0,4,773
77373,30.0,2,773
77374,50.0,1,773
77375,1995.0,14,773
77377,705.0,16,773
77378,225.0,4,773
77379,1640.0,24,773
77380,628.0,12,773
77381,1125.0,15,773
77382,937.0,16,773
77384,361.0,4,773
77385,170.0,5,773
77386,685.0,11,773
77387,50.0,1,773
77388,107.0,5,773
77389,582.0,10,773
77396,280.0,4,773
77399,870.0,13,773
77401,800.0,6,774
77406,1102.0,18,774
77407,321.0,4,774
77414,45.0,2,774
77418,295.0,5,774
77423,25.0,1,774
77429,1490.0,28,774
77430,20.0,1,774
77433,370.0,9,774
77437,20.0,1,774
77441,100.0,1,774
774429,10.0,1,774
77445,200.0,2,774
77447,450.0,5,774
77448,25.0,1,774
77449,414.0,7,774
77450,835.0,13,774
77459,730.0,12,774
77461,20.0,1,774
77469,430.0,9,774
77471,130.0,3,774
77474,20.0,1,774
77478,560.0,9,774
77479,743.0,15,774
77484,100.0,1,774
77485,100.0,1,774
77486,75.0,2,774
77488,175.0,3,774
77493,675.0,10,774
77494,1596.0,23,774
77498,325.0,4,774
77502,100.0,1,775
77503,27.0,1,775
77504,50.0,1,775
77505,525.0,7,775
77510,110.0,3,775
77511,275.0,4,775
77514,10.0,1,775
77515,190.0,5,775
77518,20.0,1,775
77521,174.0,3,775
77522,15.0,1,775
77523,27.0,1,775
77530,200.0,2,775
77531,220.0,3,775
77532,600.0,3,775
77533,100.0,1,775
77535,100.0,4,775
77536,60.0,3,775
77539,780.0,7,775
77541,100.0,1,775
77542,90.0,1,775
77543,10.0,1,775
77546,974.0,17,775
77549,25.0,1,775
77550,245.0,4,775
77551,30.0,2,775
77554,100.0,1,775
77562,35.0,1,775
77563,60.0,2,775
77565,270.0,6,775
77566,60.0,3,775
77568,10.0,1,775
77571,108.0,4,775
77572,20.0,1,775
77573,1915.0,27,775
77578,395.0,3,775
77579,100.0,1,775
77581,202.0,6,775
77583,95.0,3,775
77584,995.0,14,775
77586,1014.0,11,775
77588,10.0,1,775
77590,105.0,3,775
77591,25.0,1,775
77597,50.0,1,775
77598,120.0,3,775
77612,100.0,1,776
77617,25.0,1,776
77627,150.0,3,776
77632,250.0,4,776
77642,50.0,2,776
77650,100.0,1,776
77651,25.0,1,776
77656,115.0,2,776
77657,130.0,3,776
77659,25.0,1,776
77662,30.0,2,776
77703,50.0,1,777
77705,40.0,1,777
77706,280.0,6,777
77707,200.0,2,777
77713,150.0,2,777
77720,20.0,1,777
77802,230.0,5,778
77803,160.0,3,778
77807,190.0,4,778
77808,120.0,4,778
77833,285.0,7,778
77835,20.0,1,778
77836,90.0,5,778
77837,100.0,1,778
77840,359.0,6,778
77845,625.0,12,778
77854,90.0,1,778
77856,100.0,1,778
77861,100.0,1,778
77866,100.0,1,778
77868,225.0,2,778
77880,150.0,1,778
77901,100.0,2,779
77904,40.0,1,779
77954,25.0,1,779
77957,25.0,1,779
77964,20.0,1,779
77975,87.0,1,779
77979,50.0,1,779
78003,120.0,3,780
78006,1123.0,22,780
78009,500.0,1,780
78010,50.0,1,780
78013,250.0,3,780
78015,750.0,8,780
78016,25.0,2,780
78023,740.0,13,780
780230,90.0,1,780
78028,380.0,9,780
78029,30.0,1,780
78041,15.0,1,780
78045,265.0,7,780
78046,50.0,1,780
78052,90.0,2,780
78055,25.0,1,780
78059,100.0,1,780
78063,279.0,6,780
78064,40.0,2,780
78065,25.0,1,780
78070,1420.0,17,780
78102,20.0,2,781
78104,20.0,1,781
78108,515.0,10,781
78109,390.0,6,781
78112,25.0,1,781
78114,390.0,5,781
78121,750.0,3,781
78130,940.0,16,781
78132,1390.0,18,781
78133,1088.0,18,781
78146,50.0,1,781
78148,218.0,6,781
78154,710.0,10,781
78155,358.0,10,781
78160,75.0,2,781
78163,550.0,7,781
78201,20.0,1,782
78203,20.0,2,782
78204,100.0,1,782
78205,5.0,1,782
78209,1359.0,15,782
78210,20.0,1,782
78212,100.0,3,782
78213,118.0,3,782
78215,50.0,1,782
78216,372.0,5,782
78218,114.0,3,782
78223,25.0,1,782
78227,20.0,1,782
78228,15.0,1,782
78229,145.0,3,782
78230,207.0,7,782
78231,140.0,4,782
78232,260.0,6,782
78233,250.0,5,782
78234,20.0,1,782
78238,5.0,1,782
78239,210.0,3,782
78240,715.0,5,782
78242,250.0,1,782
78244,60.0,2,782
78245,385.0,4,782
78247,465.0,12,782
78248,530.0,9,782
78249,197.0,6,782
78250,195.0,4,782
78251,425.0,7,782
78252,10.0,1,782
78253,645.0,12,782
78254,170.0,3,782
78255,340.0,7,782
78256,60.0,1,782
78257,110.0,3,782
78258,730.0,11,782
78259,225.0,5,782
78260,655.0,8,782
78261,250.0,4,782
78266,420.0,5,782
78336,100.0,1,783
78343,5.0,1,783
78358,20.0,1,783
78368,50.0,1,783
78370,50.0,1,783
78372,10.0,1,783
78374,170.0,6,783
78382,140.0,4,783
78387,49.0,2,783
78390,50.0,2,783
78401,150.0,2,784
78408,50.0,1,784
78410,180.0,5,784
78411,80.0,2,784
78412,385.0,4,784
78413,390.0,7,784
78414,230.0,5,784
78418,740.0,10,784
78501,40.0,3,785
78503,25.0,1,785
7850314,14.0,1,785
78504,5.0,1,785
78520,119.0,2,785
78521,50.0,1,785
78526,25.0,1,785
78537,25.0,1,785
78541,60.0,2,785
78542,10.0,1,785
78550,20.0,1,785
78553,100.0,1,785
78566,150.0,2,785
78569,400.0,2,785
78570,100.0,1,785
78572,175.0,3,785
78573,50.0,1,785
78574,25.0,1,785
78575,505.0,2,785
78576,20.0,1,785
78577,270.0,5,785
78578,60.0,2,785
78595,20.0,1,785
78596,150.0,2,785
78597,120.0,2,785
78601,30.0,1,786
78602,410.0,8,786
78605,45.0,2,786
78606,200.0,3,786
78610,684.0,8,786
78611,240.0,4,786
78612,50.0,1,786
78613,985.0,21,786
78615,50.0,1,786
78616,200.0,2,786
78619,300.0,5,786
78620,1003.0,17,786
78621,275.0,7,786
78624,832.0,12,786
78626,1730.0,12,786
78627,25.0,1,786
78628,940.0,23,786
78631,20.0,1,786
78633,390.0,11,786
78634,253.0,7,786
78639,100.0,1,786
78640,200.0,5,786
78641,1763.0,34,786
78642,587.0,8,786
78643,100.0,1,786
78644,50.0,1,786
78645,605.0,9,786
78646,200.0,2,786
78650,25.0,1,786
78653,390.0,7,786
78654,280.0,6,786
78655,50.0,1,786
78657,120.0,2,786
78659,195.0,2,786
78660,1456.0,25,786
78662,105.0,2,786
78664,512.0,12,786
78665,747.0,9,786
78666,1085.0,10,786
78667,200.0,1,786
78669,835.0,10,786
78676,382.0,9,786
78681,1212.0,20,786
78701,10150.0,4,787
78702,175.0,4,787
78703,1140.0,6,787
78704,357.0,12,787
78705,70.0,2,787
78711,49.0,1,787
78717,555.0,7,787
78718,100.0,1,787
78720,20.0,1,787
78721,80.0,3,787
78722,20.0,1,787
78723,260.0,3,787
78724,65.0,2,787
78725,95.0,2,787
78726,685.0,10,787
78727,904.0,7,787
78728,20.0,1,787
78729,500.0,11,787
78730,300.0,4,787
78731,660.0,10,787
78732,732.0,8,787
78733,1355.0,9,787
78734,1025.0,14,787
78735,1180.0,15,787
78736,550.0,4,787
78737,1680.0,14,787
78738,1220.0,18,787
78739,500.0,9,787
78741,765.0,6,787
78744,374.0,7,787
78745,552.0,8,787
78746,2165.0,13,787
78747,100.0,5,787
78748,675.0,8,787
78749,480.0,12,787
78750,1270.0,13,787
78751,10.0,1,787
78753,340.0,10,787
78754,125.0,3,787
78756,80.0,2,787
78757,225.0,3,787
78758,265.0,5,787
78759,695.0,13,787
78760,25.0,1,787
78801,260.0,5,788
78826,20.0,1,788
78833,10.0,1,788
78840,150.0,2,788
78932,100.0,1,789
78933,100.0,1,789
78934,50.0,1,789
78940,50.0,1,789
78942,13.0,1,789
78945,25.0,1,789
78950,50.0,1,789
78957,140.0,2,789
78962,40.0,1,789
79015,95.0,3,790
79025,20.0,1,790
79029,10.0,1,790
79035,20.0,1,790
79036,130.0,2,790
79040,200.0,1,790
79041,125.0,2,790
79045,100.0,1,790
79063,100.0,1,790
79065,25.0,2,790
79068,50.0,1,790
79070,50.0,1,790
79072,50.0,1,790
79096,25.0,1,790
79103,50.0,1,791
79106,100.0,1,791
79109,650.0,7,791
79110,100.0,1,791
79118,25.0,1,791
79119,640.0,4,791
79124,110.0,2,791
79235,100.0,1,792
79245,25.0,1,792
79314,25.0,1,793
79316,50.0,1,793
79323,100.0,1,793
79329,50.0,1,793
79331,20.0,1,793
79336,25.0,1,793
79345,50.0,1,793
79346,525.0,2,793
79347,10.0,1,793
79356,50.0,1,793
79360,956.0,5,793
79363,25.0,1,793
79366,47.0,1,793
79382,75.0,2,793
79403,120.0,2,794
79404,186.0,3,794
79407,420.0,3,794
79411,20.0,2,794
79413,80.0,2,794
79415,75.0,2,794
79416,70.0,2,794
79423,430.0,6,794
79424,415.0,7,794
79493,140.0,3,794
79510,50.0,1,795
79540,100.0,1,795
79541,100.0,1,795
79549,50.0,1,795
79556,100.0,1,795
79601,150.0,2,796
79602,517.0,2,796
79603,60.0,2,796
79605,120.0,2,796
79606,260.0,5,796
79608,50.0,1,796
79701,800.0,4,797
79704,200.0,1,797
79705,655.0,11,797
79706,130.0,2,797
79707,397.0,7,797
79708,200.0,2,797
79711,20.0,1,797
79714,10.0,1,797
79720,525.0,2,797
79734,65.0,2,797
79738,100.0,1,797
79744,40.0,1,797
79756,125.0,2,797
79760,100.0,1,797
79761,50.0,1,797
79762,150.0,3,797
79763,50.0,1,797
79764,150.0,2,797
79765,180.0,3,797
79830,125.0,2,798
79836,100.0,1,798
79902,23.0,1,799
79904,230.0,4,799
79906,25.0,1,799
79907,40.0,1,799
79912,306.0,9,799
79922,75.0,2,799
79924,235.0,5,799
79925,225.0,3,799
79928,25.0,2,799
79930,40.0,1,799
79932,90.0,3,799
79934,40.0,1,799
79935,25.0,1,799
79936,625.0,3,799
79938,115.0,3,799
79949,100.0,1,799
80000,20.0,1,800
80002,190.0,4,800
80003,480.0,8,800
80004,1605.0,11,800
80005,580.0,10,800
80007,422.0,6,800
80010,100.0,1,800
80011,215.0,5,800
80012,115.0,5,800
80013,150.0,2,800
80014,145.0,3,800
80015,470.0,13,800
80016,1274.0,21,800
80017,170.0,3,800
80018,100.0,1,800
80019,100.0,1,800
80020,605.0,13,800
80021,640.0,7,800
80022,50.0,3,800
80023,415.0,8,800
80026,830.0,7,800
80027,1302.0,10,800
80031,275.0,5,800
80033,270.0,5,800
80047,50.0,1,800
80101,90.0,1,801
80102,375.0,4,801
80103,100.0,2,801
80104,829.0,18,801
80105,90.0,1,801
80106,157.0,4,801
80107,650.0,8,801
80108,847.0,14,801
80109,860.0,9,801
80111,1800.0,14,801
80112,110.0,5,801
80113,1095.0,4,801
80116,203.0,3,801
80117,25.0,1,801
80118,575.0,8,801
80120,295.0,7,801
80121,350.0,4,801
80122,715.0,11,801
80123,719.0,12,801
80124,295.0,5,801
80125,700.0,11,801
80126,935.0,15,801
80127,849.0,13,801
80128,305.0,7,801
80129,1270.0,6,801
80130,225.0,4,801
80131,10.0,1,801
80132,1085.0,17,801
80133,50.0,1,801
80134,2045.0,28,801
80135,170.0,3,801
80136,85.0,3,801
80138,360.0,9,801
80163,75.0,2,801
80202,570.0,7,802
80203,100.0,2,802
80204,250.0,1,802
80205,130.0,3,802
80206,540.0,3,802
80207,200.0,2,802
80209,370.0,8,802
80210,435.0,10,802
80211,370.0,7,802
80212,175.0,2,802
80214,290.0,8,802
80215,485.0,6,802
80216,245.0,3,802
80218,245.0,5,802
80219,35.0,2,802
80220,440.0,5,802
80221,125.0,5,802
80222,223.0,3,802
80223,25.0,1,802
80224,228.0,3,802
80226,165.0,5,802
80227,409.0,11,802
80228,335.0,5,802
80229,10.0,1,802
80230,120.0,1,802
80231,495.0,12,802
80232,15.0,1,802
80233,317.0,10,802
80234,475.0,6,802
80235,60.0,2,802
80236,25.0,1,802
80237,305.0,7,802
80238,125.0,3,802
80241,165.0,4,802
80246,55.0,3,802
80247,25.0,1,802
80249,39.0,2,802
80260,50.0,1,802
80301,355.0,8,803
80302,610.0,9,803
80303,459.0,8,803
80304,1508.0,11,803
80305,900.0,8,803
80306,50.0,1,803
80310,50.0,1,803
80401,720.0,15,804
80403,795.0,12,804
80404,100.0,1,804
80421,270.0,6,804
80422,100.0,1,804
80424,1125.0,6,804
80425,200.0,1,804
80430,100.0,1,804
80433,251.0,7,804
80435,110.0,2,804
80439,710.0,11,804
80440,20.0,1,804
80443,240.0,3,804
80444,250.0,2,804
80451,50.0,1,804
80452,50.0,2,804
80454,10.0,1,804
80459,1.0,1,804
80461,280.0,3,804
80465,1050.0,4,804
80470,125.0,2,804
80477,50.0,2,804
80482,200.0,1,804
80487,50.0,1,804
80497,100.0,1,804
80498,125.0,2,804
80501,355.0,9,805
80502,100.0,1,805
80503,1680.0,22,805
80504,1115.0,18,805
805047816,100.0,1,805
80513,800.0,9,805
80514,125.0,2,805
80516,1047.0,19,805
80517,135.0,3,805
805204,25.0,1,805
80521,200.0,3,805
80524,547.0,13,805
80525,1830.0,20,805
80526,640.0,9,805
80528,170.0,3,805
805284599,5.0,1,805
80530,160.0,4,805
80534,304.0,6,805
80535,25.0,1,805
80536,50.0,1,805
80537,530.0,7,805
80538,590.0,15,805
80540,275.0,5,805
80542,220.0,3,805
80544,510.0,2,805
80549,160.0,3,805
80550,580.0,11,805
80601,275.0,9,806
80602,499.0,13,806
80603,175.0,4,806
80611,50.0,1,806
80615,150.0,3,806
80620,20.0,3,806
80621,270.0,4,806
80634,470.0,11,806
80640,50.0,1,806
80643,25.0,1,806
80645,50.0,1,806
80651,35.0,2,806
80654,100.0,1,806
80701,150.0,2,807
80723,100.0,1,807
80733,100.0,1,807
80751,25.0,1,807
80808,100.0,2,808
80809,180.0,4,808
80810,30.0,1,808
80816,375.0,3,808
80817,322.0,8,808
80820,25.0,1,808
80827,150.0,2,808
80831,275.0,6,808
80834,75.0,2,808
80863,385.0,6,808
80864,10.0,1,808
80866,70.0,1,808
80902,20.0,1,809
80903,40.0,1,809
80904,550.0,4,809
80905,170.0,3,809
80906,1640.0,17,809
80907,1598.0,10,809
80908,1065.0,14,809
80909,525.0,8,809
80910,610.0,3,809
80915,115.0,3,809
80916,35.0,2,809
80917,420.0,7,809
80918,725.0,14,809
80919,815.0,11,809
80920,736.0,16,809
80921,1135.0,16,809
80922,255.0,7,809
80923,500.0,10,809
80924,360.0,5,809
80925,25.0,1,809
80927,25.0,1,809
80930,123.0,2,809
80935,300.0,2,809
80938,5.0,1,809
80949,2000.0,2,809
80951,50.0,1,809
81001,200.0,3,810
81004,130.0,2,810
81005,52.0,2,810
81006,215.0,6,810
81007,350.0,12,810
81008,268.0,5,810
81019,50.0,1,810
81025,25.0,1,810
81039,100.0,1,810
81050,20.0,1,810
81052,20.0,1,810
81062,10.0,1,810
81069,125.0,2,810
81082,150.0,3,810
81092,100.0,1,810
81101,20.0,1,811
81122,275.0,6,811
81131,25.0,1,811
81143,50.0,1,811
81144,700.0,5,811
81147,1420.0,6,811
81149,50.0,1,811
81154,55.0,2,811
81201,275.0,5,812
81211,250.0,3,812
81212,2125.0,5,812
81223,420.0,3,812
81224,74.0,2,812
81230,100.0,1,812
81235,50.0,1,812
81236,50.0,1,812
81240,100.0,1,812
81252,165.0,3,812
81301,700.0,11,813
81303,360.0,4,813
81321,100.0,1,813
81323,250.0,1,813
81326,45.0,1,813
81328,20.0,1,813
81330460,9.0,1,813
81401,285.0,8,814
81403,438.0,7,814
81413,215.0,3,814
81415,100.0,2,814
81416,30.0,1,814
81419,470.0,3,814
81432,25.0,1,814
81501,135.0,3,815
81502,25.0,1,815
81503,50.0,1,815
81504,244.0,6,815
81505,200.0,2,815
81506,354.0,9,815
81507,105.0,4,815
81521,165.0,6,815
81525,125.0,2,815
81526,100.0,3,815
81601,5.0,1,816
81611,1095.0,4,816
81612,50.0,1,816
81615,100.0,1,816
81620,160.0,3,816
81621,300.0,2,816
81623,177.0,3,816
81624,200.0,1,816
81625,125.0,2,816
81631,40.0,2,816
81632,300.0,2,816
81635,150.0,2,816
81637,120.0,3,816
81639,100.0,1,816
81643,100.0,1,816
81647,110.0,2,816
81648,100.0,1,816
81650,392.0,6,816
81652,600.0,1,816
81654,300.0,1,816
81657,20.0,1,816
82001,220.0,4,820
82007,350.0,7,820
82009,689.0,13,820
82059,100.0,1,820
82070,205.0,6,820
82072,120.0,2,820
82073,500.0,1,820
82201,35.0,2,822
82213,30.0,1,822
82214,100.0,1,822
82240,100.0,1,822
82301,50.0,2,823
82329,50.0,1,823
82331,25.0,1,823
82401,112.0,4,824
82414,269.0,5,824
82420,100.0,1,824
82421,200.0,1,824
82426,40.0,1,824
82428,300.0,2,824
82433,20.0,1,824
82435,245.0,4,824
82443,150.0,2,824
82501,105.0,4,825
82513,400.0,2,825
82520,125.0,2,825
82601,350.0,5,826
82602,170.0,2,826
82604,148.0,7,826
82609,320.0,4,826
82633,170.0,4,826
82636,210.0,3,826
82712,100.0,1,827
82716,100.0,2,827
82718,170.0,2,827
82720,50.0,1,827
82721,100.0,1,827
82729,25.0,1,827
82730,9.0,1,827
82801,484.0,9,828
82832,100.0,1,828
82833,22.0,1,828
82834,725.0,5,828
82838,40.0,1,828
82901,10.0,1,829
82902,100.0,1,829
82923,5.0,1,829
82930,45.0,2,829
82935,20.0,1,829
82937,900.0,6,829
82941,60.0,3,829
82945,10.0,1,829
83.646,100.0,1,83.
83001,225.0,2,830
83002,125.0,3,830
83013,100.0,1,830
83014,50.0,1,830
83110,35.0,1,831
83118,25.0,1,831
83119,20.0,1,831
83120,100.0,1,831
83123,20.0,1,831
83128,50.0,1,831
83201,328.0,10,832
83202,160.0,3,832
83204,360.0,5,832
83210,120.0,2,832
83211,100.0,1,832
83213,100.0,1,832
83221,500.0,2,832
83228,20.0,1,832
83234,50.0,1,832
83243,18.0,1,832
83245,25.0,1,832
83250,100.0,1,832
83251,120.0,2,832
83252,20.0,1,832
83261,40.0,1,832
83274,165.0,3,832
83276,195.0,4,832
83286,100.0,1,832
83301,684.0,12,833
83303,25.0,1,833
83308,100.0,1,833
83314,25.0,1,833
83316,200.0,1,833
83328,200.0,2,833
83330,50.0,1,833
83332,50.0,1,833
83333,650.0,3,833
83334,100.0,1,833
83335,100.0,1,833
83338,150.0,2,833
83341,20.0,1,833
83342,10.0,1,833
83346,20.0,1,833
83347,20.0,1,833
83350,50.0,1,833
83353,70.0,2,833
83401,385.0,10,834
83402,295.0,8,834
83403,10.0,1,834
83404,680.0,8,834
83414,100.0,1,834
83420,22.0,1,834
83422,125.0,3,834
83428,180.0,2,834
83440,155.0,4,834
83442,448.0,8,834
83449,100.0,1,834
83468,90.0,2,834
83501,189.0,9,835
83530,242.0,4,835
83536,175.0,3,835
83539,540.0,7,835
83541,50.0,1,835
83543,120.0,2,835
83544,40.0,2,835
83546,100.0,1,835
83552,100.0,1,835
83605,75.0,2,836
83607,270.0,6,836
83612,120.0,3,836
83616,2454.0,28,836
83617,260.0,4,836
83619,60.0,1,836
83622,125.0,3,836
83628,200.0,2,836
83629,200.0,2,836
83634,608.0,10,836
83638,120.0,3,836
83639,17.0,1,836
83641,45.0,2,836
83642,1195.0,22,836
83643,125.0,2,836
83644,375.0,5,836
83646,1735.0,23,836
83647,304.0,3,836
83651,805.0,11,836
83654,65.0,2,836
83655,150.0,2,836
83661,125.0,2,836
83666,100.0,1,836
83669,465.0,9,836
83672,1050.0,2,836
83680,100.0,1,836
83686,1175.0,16,836
83687,940.0,14,836
83701,100.0,1,837
83702,250.0,3,837
83703,195.0,4,837
83704,695.0,10,837
83705,728.0,10,837
83706,709.0,11,837
83709,1045.0,17,837
83711,40.0,1,837
83712,100.0,1,837
83713,225.0,7,837
83714,1405.0,15,837
83716,1044.0,9,837
83801,1050.0,11,838
83803,200.0,2,838
83804,100.0,1,838
83805,725.0,6,838
83813,50.0,1,838
83814,19030.0,26,838
83815,1630.0,24,838
83816,100.0,1,838
83822Thank you,20.0,1,838
83832,20.0,1,838
83833,100.0,1,838
83835,1020.0,20,838
83836,100.0,2,838
83837,150.0,3,838
83839,20.0,1,838
83840,50.0,1,838
83843,640.0,12,838
83846,20.0,1,838
83847,125.0,2,838
83851,25.0,1,838
83852,20.0,1,838
83853,115.0,2,838
83854,1677.0,25,838
83855,95.0,2,838
83856,610.0,6,838
83857,25.0,1,838
83858,430.0,10,838
83860,675.0,10,838
83861,175.0,3,838
83863,50.0,1,838
83864,1691.0,17,838
83869,145.0,2,838
83871,50.0,1,838
83873,50.0,1,838
83876,55.0,2,838
83877,100.0,1,838
83i835,50.0,1,83i
84003,1735.0,21,840
84004,310.0,8,840
84005,315.0,7,840
84008,150.0,1,840
84009,425.0,10,840
84010,110.0,5,840
84013,20.0,1,840
84014,205.0,4,840
84015,438.0,14,840
84020,1165.0,17,840
84021,15.0,1,840
84025,55.0,2,840
84029,275.0,4,840
84032,210.0,4,840
84036,275.0,4,840
84037,533.0,9,840
84039,50.0,1,840
84040,1024.0,11,840
84041,217.0,7,840
84042,261.0,4,840
84043,1480.0,16,840
84045,445.0,9,840
84047,180.0,3,840
84048,100.0,1,840
84049,375.0,4,840
84050,270.0,3,840
84053,25.0,1,840
84054,310.0,4,840
84057,145.0,4,840
84058,275.0,4,840
84059,150.0,4,840
84062,374.0,11,840
84065,360.0,11,840
84067,30.0,1,840
84070,365.0,6,840
84074,1200.0,10,840
84075,300.0,4,840
84078,525.0,2,840
84081,195.0,4,840
84084,260.0,4,840
84087,230.0,5,840
84088,355.0,4,840
84090,2020.0,2,840
84092,1072.0,16,840
84093,285.0,5,840
84094,230.0,5,840
84095,400.0,6,840
84096,925.0,14,840
84097,1685.0,7,840
84098,700.0,8,840
84102,120.0,3,841
84103,180.0,3,841
84104,25.0,1,841
84105,149.0,2,841
84106,300.0,5,841
84107,139.0,3,841
84108,300.0,4,841
84109,420.0,6,841
84111,160.0,4,841
84115,140.0,4,841
84116,90.0,4,841
84117,689.0,8,841
84118,255.0,4,841
84119,80.0,2,841
84120,130.0,5,841
84121,895.0,14,841
84123,70.0,3,841
84124,250.0,3,841
84129,100.0,2,841
84171,25.0,1,841
84302,175.0,4,843
84307,20.0,1,843
84310,250.0,1,843
84318,125.0,2,843
84319,42.0,2,843
84321,125.0,5,843
84323,50.0,1,843
84328,51.0,1,843
84332,111.0,2,843
84335,220.0,2,843
84337,236.0,3,843
84340,100.0,1,843
84341,35.0,3,843
84383,100.0,1,843
84401,195.0,4,844
84403,70.0,3,844
84404,544.0,10,844
84405,510.0,10,844
84409,20.0,1,844
84414,908.0,13,844
84501,25.0,1,845
84511,130.0,3,845
84518,100.0,1,845
84528,100.0,1,845
84601,250.0,3,846
84603,50.0,1,846
84604,535.0,11,846
84606,190.0,9,846
84624,425.0,3,846
84627,95.0,3,846
84632,100.0,1,846
84638,22.0,1,846
84639,25.0,1,846
84645,100.0,1,846
84647,140.0,4,846
84648,115.0,3,846
84651,367.0,8,846
84653,230.0,3,846
84655,425.0,3,846
84656,20.0,1,846
84660,305.0,9,846
84662,43.0,2,846
84663,245.0,7,846
84664,1725.0,6,846
84711,100.0,1,847
84720,505.0,7,847
84721,195.0,4,847
84736,35.0,1,847
84737,974.0,8,847
84738,10.0,1,847
84741,500.0,2,847
84745,10.0,1,847
84750,5.0,1,847
84757,75.0,2,847
84761,25.0,1,847
84765,138.0,4,847
84767,50.0,1,847
84770,685.0,15,847
84780,288.0,6,847
84783,325.0,4,847
84790,650.0,13,847
85001,95.0,1,850
85003,100.0,1,850
85004,249.0,2,850
85008,376.0,8,850
85013,405.0,6,850
85014,70.0,2,850
85015,60.0,2,850
85016,1214.0,14,850
85017,50.0,1,850
85018,1700.0,9,850
85019,10.0,1,850
85020,334.0,7,850
85021,50.0,1,850
85022,437.0,10,850
85023,180.0,2,850
85024,180.0,7,850
85027,530.0,9,850
85028,420.0,7,850
85029,345.0,5,850
85032,401.0,11,850
85033,50.0,1,850
85034,5.0,1,850
85037,175.0,3,850
85041,218.0,7,850
85042,500.0,4,850
85044,2200.0,17,850
85045,425.0,4,850
85048,1365.0,20,850
85050,670.0,14,850
85051,150.0,3,850
85053,195.0,5,850
85054,340.0,4,850
85064,185.0,7,850
85078,100.0,1,850
85082,45.0,1,850
85083,210.0,5,850
85085,540.0,11,850
85086,1602.0,22,850
85087,951.0,11,850
85117,40.0,1,851
85118,1100.0,14,851
85119,170.0,5,851
85120,115.0,8,851
85122,72.0,4,851
85123,80.0,3,851
85128,215.0,3,851
85131,148.0,2,851
85132,100.0,1,851
85138,1020.0,11,851
85139,155.0,3,851
85140,340.0,9,851
85142,880.0,15,851
85143,245.0,7,851
85193,50.0,1,851
85194,50.0,1,851
85201,207.0,7,852
85202,345.0,6,852
85203,1914.0,15,852
85204,740.0,8,852
85205,375.0,7,852
85206,662.0,12,852
85207,1623.0,16,852
85208,165.0,4,852
85209,681.0,15,852
85210,70.0,2,852
85211,125.0,2,852
85212,915.0,15,852
85213,205.0,6,852
85215,1350.0,7,852
85216,15.0,1,852
85223,150.0,2,852
85224,915.0,16,852
85225,470.0,13,852
85226,554.0,11,852
85233,955.0,12,852
85234,1455.0,19,852
85236,100.0,1,852
85243,20.0,1,852
85248,717.0,12,852
85249,640.0,10,852
85250,525.0,6,852
85251,375.0,9,852
85253,1195.0,12,852
85254,1153.0,23,852
85255,3162.0,27,852
85257,290.0,7,852
85258,2605.0,15,852
85259,1366.0,14,852
85260,809.0,16,852
85261,50.0,1,852
85262,1280.0,14,852
85263,100.0,1,852
85266,450.0,9,852
85268,710.0,13,852
85281,622.0,7,852
85282,825.0,11,852
85283,550.0,9,852
85284,1660.0,6,852
85285,15.0,1,852
85286,758.0,16,852
85295,720.0,15,852
85296,1129.0,19,852
85297,595.0,10,852
85298,820.0,12,852
85301,325.0,5,853
85302,175.0,6,853
85304,240.0,4,853
85305,130.0,4,853
85306,338.0,8,853
85308,952.0,14,853
85310,141.0,4,853
85318,35.0,1,853
85323,10.0,1,853
85324,25.0,1,853
85326,363.0,9,853
85331,1642.0,23,853
85333,100.0,1,853
85335,170.0,3,853
85338,645.0,13,853
85339,160.0,4,853
85340,345.0,12,853
85342,100.0,1,853
85344,50.0,1,853
85345,345.0,7,853
85351,468.0,9,853
85352,15.0,1,853
85353,100.0,1,853
85354,35.0,2,853
85355,740.0,6,853
85356,75.0,2,853
85361,345.0,6,853
85363,42.0,1,853
85364,345.0,5,853
85365,505.0,8,853
85367,195.0,6,853
85373,200.0,7,853
85374,230.0,7,853
85375,440.0,8,853
85377,1125.0,3,853
85378,30.0,2,853
85379,984.0,14,853
85381,295.0,5,853
85382,365.0,8,853
85383,820.0,13,853
85387,125.0,2,853
85388,220.0,3,853
85390,340.0,5,853
85392,50.0,1,853
85395,315.0,9,853
85396,1047.0,10,853
85409,50.0,1,854
85501,60.0,2,855
85533,125.0,2,855
85539,100.0,1,855
85541,176.0,4,855
85543,150.0,2,855
85544,75.0,2,855
85546,315.0,3,855
85547,125.0,2,855
85602,105.0,3,856
85603,120.0,3,856
85611,100.0,1,856
