county,area,confirmed_cases,cases_rate,confirmed_deaths,deaths_rate,county_date
Los Angeles,Unincorporated - Santa Monica Mountains*,547,2938,5,27,2021-02-13
Los Angeles,Unincorporated - Saugus,125,80645,0,0,2021-02-13
Los Angeles,Unincorporated - Saugus/Canyon Country,35,9831,0,0,2021-02-13
Los Angeles,Unincorporated - South Antelope Valley,25,5495,0,0,2021-02-13
Los Angeles,Unincorporated - South El Monte,338,18830,4,223,2021-02-13
Los Angeles,Unincorporated - South San Gabriel,879,9934,34,384,2021-02-13
Los Angeles,Unincorporated - South Whittier,7891,13324,121,204,2021-02-13
Los Angeles,Unincorporated - Southeast Antelope Valley,69,8835,0,0,2021-02-13
Los Angeles,Unincorporated - Stevenson Ranch,999,4765,4,19,2021-02-13
Los Angeles,Unincorporated - Sun Village,876,14513,8,133,2021-02-13
Los Angeles,Unincorporated - Sunrise Village,184,14198,1,77,2021-02-13
Los Angeles,Unincorporated - Twin Lakes/Oat Mountain,82,4946,2,121,2021-02-13
Los Angeles,Unincorporated - Val Verde,299,9036,1,30,2021-02-13
Los Angeles,Unincorporated - Valencia,170,5534,1,33,2021-02-13
Los Angeles,Unincorporated - Valinda,3554,15207,54,231,2021-02-13
Los Angeles,Unincorporated - View Park/Windsor Hills,638,5483,12,103,2021-02-13
Los Angeles,Unincorporated - Walnut Park,2952,18287,42,260,2021-02-13
Los Angeles,Unincorporated - West Antelope Valley,46,3044,1,66,2021-02-13
Los Angeles,Unincorporated - West Carson,1982,8974,102,462,2021-02-13
Los Angeles,Unincorporated - West Chatsworth,2,16667,0,0,2021-02-13
Los Angeles,Unincorporated - West LA,212,22269,12,1261,2021-02-13
Los Angeles,Unincorporated - West Puente Valley,1628,16553,20,203,2021-02-13
Los Angeles,Unincorporated - West Rancho Dominguez,173,12730,5,368,2021-02-13
Los Angeles,Unincorporated - West Whittier/Los Nietos,4029,14964,74,275,2021-02-13
Los Angeles,Unincorporated - Westfield/Academy Hills,31,2385,0,0,2021-02-13
Los Angeles,Unincorporated - Westhills,42,5006,0,0,2021-02-13
Los Angeles,Unincorporated - White Fence Farms,247,6706,2,54,2021-02-13
Los Angeles,Unincorporated - Whittier,297,7849,8,211,2021-02-13
Los Angeles,Unincorporated - Whittier Narrows,8,66667,1,8333,2021-02-13
Los Angeles,Unincorporated - Willowbrook,5719,16381,77,221,2021-02-13
Los Angeles,Unincorporated - Wiseburn,479,7948,8,133,2021-02-13
Los Angeles,Under Investigation,20754,,66,,2021-02-13
