notice_date,effective_date,received_date,company,city,employees,layoff_closure
03/18/2016,05/20/2016,07/08/2016,Scripps Health,San Diego,150,Layoff Permanent
07/05/2016,08/22/2016,07/08/2016,"Peppermint Holdings, LLC d/b/a One",Ontario,60,Layoff Permanent
07/08/2016,09/09/2016,07/08/2016,"Brookvale International, LLC",Carson,107,Closure Permanent
07/12/2016,09/12/2016,07/11/2016,"McLane/Suneast, Inc. d/b/a McLane",Merced,56,Layoff Permanent
06/30/2016,08/30/2016,07/12/2016,"Impact Logistics, Inc.",City of Industry,61,Closure Permanent
07/06/2016,09/05/2016,07/12/2016,"DFINE, Inc.",San Jose,65,Closure Permanent
07/13/2016,07/13/2016,07/13/2016,"IAC Search & Media, Inc.",Oakland,32,Layoff Permanent
07/11/2016,09/09/2016,07/14/2016,Valmark Interface Solutions,Livermore,14,Layoff Permanent
07/15/2016,07/18/2016,07/18/2016,"Mindspark Interactive Network, Inc. &",Oakland,6,Layoff Permanent
07/18/2016,09/16/2016,07/18/2016,Safeway Inc.,Pleasanton,5,Layoff Unknown at this time
07/15/2016,07/15/2016,07/20/2016,"Rincon Pacific, LLC",Oxnard,79,Layoff Permanent
07/15/2016,09/12/2016,07/20/2016,"Intelicare Direct, Inc.",San Jose,32,Closure Permanent
07/20/2016,09/30/2016,07/21/2016,"Rockwell Collins, Inc.",Poway,10,Closure Permanent
07/21/2016,09/20/2016,07/21/2016,"RockYou, Inc.",San Francisco,62,Layoff Permanent
07/22/2016,09/23/2016,07/26/2016,Boeing Company,El Segundo,38,Layoff Unknown at this time
07/22/2016,09/23/2016,07/26/2016,Boeing Company,Huntington Beach,73,Layoff Unknown at this time
07/25/2016,09/24/2016,07/27/2016,Macy's Laurel Plaza Store,North Hollywood,176,Closure Permanent
07/26/2016,10/03/2016,07/28/2016,"Oakley, Inc.",Foothill Ranch,417,Layoff Unknown at this time
07/22/2016,09/30/2016,07/29/2016,Levy Restaurants,Sacramento,373,Closure Permanent
07/25/2016,09/23/2016,07/29/2016,"Bowers Companies, Inc. d/b/a Bowers",Long Beach,56,Closure Permanent
07/25/2016,09/23/2016,07/29/2016,"Bowers Companies, Inc. d/b/a Bowers",North Hollywood,99,Closure Permanent
07/25/2016,09/30/2016,07/29/2016,"Merchant e-Solutions, Inc.",Redwood City,36,Closure Permanent
07/27/2016,10/31/2016,07/29/2016,"Bare Escentuals Beauty, Inc.",San Francisco,190,Layoff Permanent
07/28/2016,10/28/2016,08/01/2016,"Balda C. Brewer, Inc.",Anaheim,130,Closure Permanent
07/29/2016,09/28/2016,08/01/2016,Chili's Restaurant,Foothill Ranch,52,Closure Permanent
08/01/2016,09/30/2016,08/01/2016,"ConAgra Foods, Inc.",Oakland,11,Closure Permanent
07/29/2016,10/10/2016,08/02/2016,Good Hope International,Anaheim,60,Layoff Permanent
07/28/2016,09/28/2016,08/03/2016,"Micrel, Inc.",San Jose,195,Layoff Permanent
07/28/2016,09/30/2016,08/03/2016,Golden Valley Citrus Inc.,Strathmore,145,Layoff Unknown at this time
08/02/2016,09/01/2016,08/03/2016,Silgan Containers,Modesto,60,Layoff Temporary
08/03/2016,10/03/2016,08/03/2016,Architectural Lighting Works,Hayward,55,Closure Permanent
08/01/2016,09/30/2016,08/04/2016,"SkyWest Airlines, Inc.",San Francisco,325,Layoff Unknown at this time
08/03/2016,10/03/2016,08/04/2016,"Walt Disney Parks & Resorts U.S., Inc.",Glendale,74,Layoff Permanent
08/03/2016,11/18/2016,08/04/2016,"J Brand, Inc.",Los Angeles,27,Layoff Permanent
08/04/2016,10/07/2016,08/04/2016,"Teva Pharmaceuticals USA, Inc.",Corona,19,Layoff Permanent
08/03/2016,08/04/2016,08/08/2016,"SunEdison, Inc.",Belmont,15,Layoff Permanent
08/03/2016,08/04/2016,08/08/2016,"SunEdison, Inc.",San Francisco,1,Layoff Permanent
08/04/2016,10/05/2016,08/09/2016,Brake Parts Inc.,Chowchilla,1,Closure Permanent
08/11/2016,10/12/2016,08/11/2016,"G2 Secure Staff, LLC",Los Angeles,90,Layoff Permanent
08/12/2016,10/14/2016,08/12/2016,"Xerox Business Services, LLC",Los Angeles,11,Layoff Permanent
08/08/2016,10/07/2016,08/15/2016,AMVETS Department of California,Chula Vista,16,Closure Permanent
08/13/2016,10/15/2016,08/15/2016,MedRisk,Calabasas,4,Closure Permanent
08/15/2016,10/31/2016,08/15/2016,Brooks Institute,Ventura,169,Closure Permanent
08/16/2016,10/16/2016,08/17/2016,Silgan Containers,Riverbank,177,Layoff Temporary
08/16/2016,12/07/2016,08/17/2016,"Morton Salt, Inc.",Newark,70,Closure Permanent
08/16/2016,10/16/2016,08/18/2016,Silgan Containers,Modesto,30,Layoff Temporary
08/17/2016,08/18/2016,08/18/2016,"Cisco Systems, Inc.",San Jose,899,Layoff Permanent
08/17/2016,10/17/2016,08/18/2016,QLogic Corporation,Aliso Viejo,69,Layoff Permanent
08/17/2016,11/01/2016,08/18/2016,Gardens Regional Hospital and Medical,Hawaiian Gardens,318,Layoff Permanent
08/17/2016,10/10/2016,08/19/2016,"FireEye, Inc.",Milpitas,80,Layoff Permanent
08/19/2016,10/21/2016,08/22/2016,Boeing Company,El Segundo,20,Layoff Unknown at this time
08/19/2016,10/21/2016,08/22/2016,Boeing Company,Huntington Beach,37,Layoff Unknown at this time
08/19/2016,10/19/2016,08/23/2016,SolarCity Corporation,San Francisco,28,Layoff Permanent
08/19/2016,10/19/2016,08/23/2016,SolarCity Corporation,San Mateo,80,Layoff Permanent
08/22/2016,10/21/2016,08/23/2016,Safeway Inc.,Pleasanton,1,Layoff Unknown at this time
08/23/2016,10/21/2016,08/23/2016,Ericsson Inc.,San Jose,435,Closure Permanent
08/24/2016,10/24/2016,08/25/2016,"Western Digital Technologies, Inc.",Milpitas,59,Layoff Permanent
08/25/2016,10/25/2016,08/26/2016,"Ashley Furniture Industries, Inc.",Colton,900,Closure Permanent
08/26/2016,10/28/2016,08/26/2016,The Lash Group,San Bruno,133,Closure Permanent
08/25/2016,10/25/2016,08/29/2016,National Oilwell Varco,Orange,72,Layoff Permanent
08/26/2016,10/28/2016,08/29/2016,"US Lines, LLC",Newport Beach,92,Closure Permanent
08/29/2016,10/28/2016,08/30/2016,"Border Grill Santa Monica, LP",Santa Monica,64,Closure Permanent
08/30/2016,10/30/2016,08/30/2016,"Genworth Financial, Inc.",San Rafael,58,Closure Unknown at this time
07/27/2016,09/30/2016,08/31/2016,"Kyocera Precisions Tools, Inc.",San Jose,7,Closure Permanent
08/29/2016,11/01/2016,08/31/2016,"BCBG Max Azria Group, LLC",Vernon,123,Layoff Permanent
08/31/2016,10/31/2016,08/31/2016,DrJays.com,San Diego,3,Closure Unknown at this time
09/01/2016,10/31/2016,09/01/2016,Pacific Laser Systems,San Rafael,69,Closure Permanent
09/01/2016,10/31/2016,09/01/2016,Xerox Business Services,Irvine,19,Layoff Permanent
09/01/2016,11/04/2016,09/01/2016,"Teva Pharmaceuticals USA, Inc.",Corona,14,Layoff Permanent
09/01/2016,11/01/2016,09/02/2016,Valley Medical Oncology Consultants,Castro Valley,102,Layoff Permanent
09/01/2016,11/01/2016,09/02/2016,Valley Medical Oncology Consultants,Los Gatos,29,Layoff Permanent
09/01/2016,11/01/2016,09/02/2016,Valley Medical Oncology Consultants,Mountain View,9,Layoff Permanent
08/29/2016,11/02/2016,09/06/2016,Menzies Aviation,San Jose,85,Layoff Permanent
09/06/2016,11/07/2016,09/06/2016,Morning Sun Shirt Company,Garden Grove,76,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Clovis,52,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Concord,29,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Corona,45,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Lathrop,48,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",National City,91,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Oakland,25,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Orange,76,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Oxnard,38,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Rancho Cordova,104,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",San Bernardino,70,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",San Dimas,48,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Sylmar,87,Closure Permanent
09/07/2016,09/06/2016,09/07/2016,"ITT Technical Services, Inc.",Torrance,67,Closure Permanent
09/01/2016,11/01/2016,09/08/2016,Keil's Food Stores,Clairemont,48,Closure Permanent
09/06/2016,09/07/2016,09/08/2016,"SunEdison, Inc.",Belmont,17,Layoff Permanent
09/08/2016,09/30/2016,09/08/2016,Tech Sol LLC,Chula Vista,102,Closure Permanent
08/19/2016,10/26/2016,09/09/2016,"Zodiac Seat Shells U.S., LLC",Santa Maria,205,Layoff Permanent
09/07/2016,11/08/2016,09/09/2016,The Hertz Corporation,San Francisco,156,Layoff Permanent
09/08/2016,11/02/2016,09/13/2016,Symantec Corporation,Mountain View,23,Layoff Permanent
09/12/2016,09/12/2016,09/13/2016,"VF Contemporary Brands, Inc.",Los Angeles,55,Layoff Permanent
09/12/2016,09/12/2016,09/13/2016,"VF Contemporary Brands, Inc.",Vernon,50,Layoff Permanent
09/12/2016,10/31/2016,09/13/2016,Brake Parts Inc.,Chowchilla,1,Closure Permanent
09/13/2016,12/02/2016,09/14/2016,The Carlstar Group,Ontario,139,Closure Permanent
09/13/2016,10/22/2016,09/16/2016,Southern California Edison Company,Rosemead,43,Layoff Permanent
09/14/2016,01/31/2017,09/19/2016,"Oakley, Inc.",Mira Loma,119,Closure Unknown at this time
09/16/2016,11/18/2016,09/19/2016,Boeing Company,El Segundo,59,Layoff Unknown at this time
09/16/2016,11/18/2016,09/19/2016,Boeing Company,Huntington Beach,23,Layoff Unknown at this time
09/14/2016,09/14/2016,09/20/2016,Sony Computer Entertainment America,San Diego,40,Layoff Permanent
09/15/2016,11/18/2016,09/20/2016,DreamWorks Animation and,Glendale,226,Layoff Permanent
09/16/2016,07/31/2016,09/20/2016,Synaptics Incorporated,San Jose,77,Layoff Permanent
09/13/2016,11/15/2016,09/22/2016,"Varengo, Inc.",Anaheim,60,Layoff Permanent
09/13/2016,11/15/2016,09/22/2016,"Varengo, Inc.",Torrance,22,Layoff Permanent
09/19/2016,01/06/2017,09/26/2016,Balboa Water Group,Valencia,245,Closure Permanent
09/22/2016,11/21/2016,09/26/2016,Ryder,Fontana,11,Closure Permanent
09/26/2016,11/28/2016,09/26/2016,Cypress Semiconductor Corporation,San Jose,103,Layoff Permanent
09/26/2016,12/02/2016,09/27/2016,"World Courier Ground, Inc.",Burlingame,66,Closure Permanent
09/27/2016,12/02/2016,09/28/2016,Motorola Mobility LLC,Santa Clara,9,Layoff Permanent
09/27/2016,12/02/2016,09/28/2016,Motorola Mobility LLC,Sunnyvale,58,Closure Permanent
09/28/2016,12/02/2016,09/28/2016,"Teva Pharmaceuticals USA, Inc.",Corona,11,Layoff Permanent
09/28/2016,11/28/2016,09/29/2016,Hotel Nikko San Francisco,San Francisco,336,Closure Temporary
09/29/2016,01/31/2017,09/29/2016,"Adecco USA, Inc.",Jurupa Valley,129,Closure Permanent
08/03/2016,10/17/2016,09/30/2016,"Davidson Motors, Inc. dba Lexus of",Riverside,103,Layoff Permanent
09/28/2016,09/29/2016,09/30/2016,"SunEdison, Inc.",Belmont,9,Layoff Permanent
09/28/2016,09/29/2016,09/30/2016,"SunEdison, Inc.",San Francisco,2,Layoff Permanent
09/30/2016,11/29/2016,09/30/2016,MSE Technologies LLC,Van Nuys,115,Layoff Permanent
09/30/2016,11/30/2016,09/30/2016,Tree Island Wire (USA) Inc,Pomona,16,Closure Permanent
09/16/2016,12/11/2016,10/03/2016,Kmart,Fontana,133,Closure Permanent
09/16/2016,12/11/2016,10/03/2016,Kmart,Los Angeles,234,Closure Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Concord,15,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Modesto,14,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Novato,15,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Roseville,20,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Sacramento,15,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Salinas,3,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,San Francisco,11,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,San Leandro,15,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,San Mateo,14,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Santa Cruz,14,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Santa Rosa,10,Layoff Permanent
09/30/2016,12/02/2016,10/03/2016,Sutter VNA & Hospice,Yuba City,8,Layoff Permanent
09/30/2016,12/03/2016,10/05/2016,NPL Construction Co.,Union City,106,Closure Permanent
09/15/2016,09/30/2016,10/06/2016,"CareFusion Resources, LLC",San Diego,128,Layoff Permanent
10/01/2016,11/30/2016,10/06/2016,First Transit,Anaheim,319,Closure Permanent
10/07/2016,12/06/2016,10/07/2016,"Savant Systems, LLC",San Francisco,18,Closure Permanent
09/30/2016,12/01/2016,10/10/2016,ITT Corporation,Valencia,2,Closure Permanent
09/30/2016,12/02/2016,10/10/2016,Boeing Company,El Segundo,3,Layoff Temporary
10/03/2016,03/31/2017,10/10/2016,"Benchmark Electronics, Inc.",Anaheim,89,Closure Permanent
10/06/2016,12/05/2016,10/10/2016,"Theranos, Inc.",Newark,72,Layoff Permanent
10/06/2016,12/05/2016,10/10/2016,"Theranos, Inc.",Palo Alto,62,Layoff Permanent
10/10/2016,12/12/2016,10/10/2016,Red Lion Hotel Woodlake Center,Sacramento,120,Closure Permanent
10/05/2016,12/05/2016,10/11/2016,"TreeHouse Private Brands, Inc.",Azusa,647,Closure Permanent
10/10/2016,12/09/2016,10/11/2016,"Sierra Food Group, Inc.",Fresno,46,Layoff Permanent
10/13/2016,12/12/2016,10/14/2016,Stone Brewing Co.,Escondido,51,Layoff Permanent
10/14/2016,12/25/2016,10/14/2016,"Bert-Co Industries, Inc.",Ontario,106,Layoff Unknown at this time
10/13/2016,12/30/2016,10/17/2016,Thermo Fisher Scientific,Hercules,2,Closure Permanent
10/13/2016,03/31/2017,10/17/2016,Thermo Fisher Scientific,Santa Clara,38,Layoff Permanent
10/13/2016,09/30/2017,10/17/2016,Thermo Fisher Scientific,San Diego,44,Closure Permanent
10/13/2016,12/12/2016,10/18/2016,"GKN Aerospace Chem-tronics, Inc. DBA",Santa Ana,95,Layoff Permanent
10/14/2016,12/13/2016,10/18/2016,Brake Parts Inc.,Chowchilla,1,Closure Permanent
10/14/2016,12/16/2016,10/18/2016,Boeing Company,El Segundo,33,Layoff Unknown at this time
10/14/2016,12/16/2016,10/18/2016,Boeing Company,Huntington Beach,13,Layoff Unknown at this time
10/14/2016,01/03/2017,10/18/2016,Ralphs Grocery Company,Los Angeles,87,Closure Unknown at this time
10/17/2016,12/20/2016,10/18/2016,Channel Technologies Group LLC,Santa Barbara,198,Closure Permanent
10/18/2016,12/17/2016,10/18/2016,ngmoco LLC,San Francisco,93,Closure Permanent
10/17/2016,01/13/2017,10/19/2016,Shire,Los Angeles,360,Layoff Permanent
09/14/2016,11/15/2016,10/20/2016,Utilimap Corporation,San Ramon,5,Layoff Permanent
10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,Concord,13,Closure Permanent
10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,San Francisco,2,Closure Permanent
10/18/2016,11/15/2016,10/20/2016,Associated Third Party Administrators,San Francisco,4,Closure Permanent
10/18/2016,11/15/2016,10/21/2016,Associated Third Party Administrators,Alameda,192,Closure Permanent
10/18/2016,11/15/2016,10/21/2016,Associated Third Party Administrators,San Diego,7,Closure Permanent
10/24/2016,12/23/2016,10/24/2016,AVCORP Composite Fabrication,Gardena,61,Layoff Permanent
10/24/2016,01/03/2017,10/24/2016,"Ricoh Electronics, Inc.",Tustin,147,Layoff Permanent
10/20/2016,12/24/2016,10/25/2016,"Nestle USA, Inc.",Modesto,78,Layoff Temporary
10/25/2016,12/30/2016,10/25/2016,"athenahealth, Inc.",San Francisco,103,Layoff Permanent
10/18/2016,12/05/2016,10/26/2016,"Veolia ES Industrial Services, Inc.",Benicia,57,Closure Permanent
10/26/2016,12/26/2016,10/26/2016,"Micrel, Inc.",San Jose,41,Layoff Permanent
10/24/2016,12/26/2016,10/27/2016,"Norm's Restaurants, LLC",Los Angeles,73,Closure Permanent
10/26/2016,10/27/2016,10/27/2016,"SunEdison, Inc.",Belmont,15,Layoff Permanent
10/27/2016,12/27/2016,10/27/2016,"Twitter, Inc.",San Francisco,67,Layoff Permanent
10/27/2016,01/16/2017,10/28/2016,CAM-BAS Inc.,San Jose,44,Closure Temporary
10/27/2016,12/27/2016,10/31/2016,AT&T,San Ramon,102,Layoff Permanent
10/28/2016,12/31/2016,10/31/2016,"Native Bouquet, LLC",Oceanside,97,Closure Permanent
10/31/2016,12/31/2016,10/31/2016,"Aeroflex/Metelics, Inc.",Sunnyvale,97,Closure Permanent
10/28/2016,01/02/2017,11/01/2016,Boeing Company,El Segundo,15,Layoff Unknown at this time
10/28/2016,01/02/2017,11/01/2016,Boeing Company,Huntington Beach,9,Layoff Unknown at this time
08/25/2016,10/28/2016,11/02/2016,Adient US LLC,Fremont,40,Closure Permanent
10/31/2016,12/30/2016,11/02/2016,Brake Parts Inc.,Chowchilla,3,Closure Permanent
11/02/2016,01/03/2017,11/02/2016,"Marvell Semiconductor, Inc.",Santa Clara,139,Layoff Permanent
11/02/2016,01/06/2017,11/03/2016,"Teva Pharmaceuticals USA, Inc.",Corona,29,Layoff Permanent
11/03/2016,01/06/2017,11/03/2016,"NetApp, Inc.",Sunnyvale,160,Layoff Permanent
11/01/2016,11/02/2016,11/04/2016,"Cisco Systems, Inc.",San Jose,42,Layoff Permanent
11/04/2016,01/06/2017,11/07/2016,Visa Inc.,Foster City,213,Layoff Permanent
11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",Garden Grove,332,Closure Permanent
11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",Los Angeles,2166,Closure Permanent
11/07/2016,01/06/2017,11/07/2016,"American Apparel, LLC",South Gate,959,Closure Permanent
05/02/2016,07/08/2016,11/08/2016,Ardea Biosciences,San Diego,193,Layoff Permanent
07/28/2016,07/01/2016,11/08/2016,Hewlett Packard Enterprise,Citrus Heights,143,Layoff Permanent
10/31/2016,12/31/2016,11/08/2016,First Transit,Bakersfield,91,Closure Permanent
10/31/2016,12/31/2016,11/08/2016,"Harbor View Farms, LLC",Oxnard,97,Layoff Permanent
11/03/2016,01/03/2017,11/08/2016,"Marvell Semiconductor, Inc.",Aliso Viejo,20,Layoff Permanent
11/03/2016,01/03/2017,11/08/2016,"Marvell Semiconductor, Inc.",Folsom,12,Layoff Permanent
11/04/2016,01/06/2017,11/08/2016,YMCA of Metropolitan Los Angeles,Los Angeles,3,Closure Permanent
11/07/2016,01/07/2017,11/08/2016,Western Health Resources (Western,San Diego,120,Closure Permanent
11/08/2016,01/09/2017,11/08/2016,"Meggitt (North Hollywood), Inc.",Corona,96,Closure Permanent
11/04/2016,01/07/2016,11/10/2016,FoodsCo Store,Redwood City,69,Closure Unknown at this time
11/09/2016,01/09/2017,11/10/2016,QuinStreet,Foster City,57,Layoff Permanent
07/28/2016,07/01/2016,11/14/2016,Hewlett Packard Enterprise,Palo Alto,258,Layoff Permanent
10/24/2016,12/23/2016,11/14/2016,Legacy Supply Chain Services,Fontana,220,Closure Permanent
11/10/2016,12/31/2016,11/14/2016,"Bienvenidos Children Center, Inc.",Los Angeles,13,Layoff Unknown at this time
01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,Irvine,771,Layoff Permanent
01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,San Jose,48,Layoff Permanent
01/29/2016,03/31/2016,11/15/2016,Broadcom and Avago,Santa Clara,435,Layoff Permanent
07/13/2016,09/13/2016,11/15/2016,Broadcom,San Diego,64,Layoff Permanent
11/15/2016,12/31/2016,11/15/2016,Intel Corporation,Santa Clara,84,Layoff Permanent
11/15/2016,01/15/2017,11/15/2016,"KPS Global, LLC",Chino,78,Closure Permanent
11/15/2016,01/15/2017,11/15/2016,"Violin Memory, Inc.",Santa Clara,106,Layoff Permanent
11/15/2016,01/31/2017,11/15/2016,GENCO,Redlands,26,Closure Permanent
11/11/2016,01/14/2017,11/16/2016,UPS,Oakland,470,Closure Temporary
11/16/2016,01/16/2017,11/16/2016,Competitive Edge Research &,San Diego,85,Closure Unknown at this time
11/16/2016,12/31/2016,11/17/2016,Schawk/SGK,Cupertino,85,Layoff Permanent
09/15/2016,08/26/2016,11/18/2016,Hewlett Packard Enterprise,Sunnyvale,208,Layoff Permanent
11/18/2016,01/20/2017,11/18/2016,DreamWorks Animation and,Glendale,170,Layoff Permanent
11/21/2016,01/29/2017,11/21/2016,Kett Engineering Corporation,California City,62,Layoff Permanent
06/17/2016,08/16/2016,11/23/2016,JBS USA Food Company,Santa Fe Springs,647,Closure Unknown at this time
11/15/2016,01/27/2017,11/23/2016,"Hino Motors Manufacturing U.S.A., Inc.",Ontario,135,Closure Permanent
11/18/2016,01/20/2017,11/28/2016,Boeing Company,El Segundo,45,Layoff Unknown at this time
11/18/2016,01/20/2017,11/28/2016,Boeing Company,Huntington Beach,13,Layoff Unknown at this time
11/20/2016,01/23/2017,11/28/2016,Chili's Restaurant,Huntington Beach,46,Closure Permanent
11/18/2016,12/09/2016,11/29/2016,Pebble Technology Corporation,Redwood City,82,Closure Permanent
11/29/2016,11/30/2016,11/30/2016,"SunEdison, Inc.",Belmont,10,Layoff Permanent
11/29/2016,01/31/2017,11/30/2016,"Anthony's Fish Grotto of La Mesa, Inc.",San Diego,136,Closure Permanent
11/29/2016,03/03/2017,11/30/2016,"BlueScope Buildings North America, Inc.",Turlock,51,Closure Permanent
11/30/2016,11/30/2016,11/30/2016,"GoPro, Inc.",San Mateo,138,Layoff Permanent
11/30/2016,01/31/2017,11/30/2016,"Dole Packaged Foods, LLC",Stockton,30,Closure Permanent
11/30/2016,02/03/2017,11/30/2016,"Teva Pharmaceuticals USA, Inc.",Corona,19,Layoff Permanent
11/07/2016,01/28/2017,12/01/2016,Target,Cupertino,208,Closure Permanent
11/30/2016,02/17/2017,12/01/2016,"Encore Repair Services, LLC",Simi Valley,116,Closure Permanent
11/29/2016,01/03/2017,12/05/2016,Kuleto's,San Francisco,102,Closure Permanent
12/02/2016,01/31/2017,12/05/2016,"Prospect Mortgage, LLC",Sherman Oaks,94,Layoff Permanent
12/02/2016,02/03/2017,12/05/2016,Transamerica Life Insurance Company,Los Angeles,320,Closure Permanent
12/05/2016,02/04/2017,12/06/2016,"Princess Cruise Lines, Ltd.",Santa Clarita,61,Layoff Permanent
12/06/2016,02/03/2017,12/06/2016,SunPower Corporation,Richmond,59,Layoff Permanent
12/06/2016,02/03/2017,12/06/2016,SunPower Corporation,San Jose,57,Layoff Permanent
12/06/2016,02/04/2017,12/06/2016,Sea World LLC,San Diego,60,Layoff Permanent
12/07/2016,02/07/2016,12/07/2016,"Slater's 50/50, Inc.",Anaheim,88,Closure Permanent
12/07/2016,02/07/2016,12/07/2016,"Slater’s 50/50, Inc.",Huntington Beach,101,Closure Permanent
12/07/2016,02/07/2016,12/07/2016,"Slater’s 50/50, Inc.",San Diego,145,Closure Permanent
12/07/2016,02/01/2017,12/07/2016,"Blue Coat Systems, Inc.",Mountain View,27,Layoff Permanent
12/07/2016,02/01/2017,12/07/2016,Symantec Corporation,Mountain View,84,Layoff Permanent
12/07/2016,12/07/2016,12/08/2016,"Beepi, Inc.",Mountain View,102,Closure Permanent
12/05/2016,02/03/2017,12/12/2016,Atmel Corporation,San Jose,45,Layoff Permanent
12/07/2016,02/07/2016,12/12/2016,"24356 Swartz Burgers, Inc.",San Marcos,105,Closure Permanent
12/07/2016,02/07/2016,12/12/2016,"61 N Raymond, Inc.",Pasadena,154,Closure Permanent
12/07/2016,02/07/2016,12/12/2016,"8009 Day Burgers, Inc.",Rancho,136,Closure Permanent
11/19/2016,11/19/2016,12/14/2016,Ozumo Oakland LLC,Oakland,45,Closure Permanent
