,flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved,date,month,day,weekday,year
16,652761786,10559159,N171US,A321,AAL2910,AA2910,CLT,LAX,LAX,,2021-02-25,2,25,Thursday,2021
17,652764199,11172822,N775CK,B77L,CKS259,K4259,LAX,SYD,SYD,,2021-02-25,2,25,Thursday,2021
18,652775526,11225833,N827AN,B789,AAL9736,AA9736,PVG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
19,652775715,10817087,N425AN,A21N,AAL481,AA481,PHL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
20,652780095,434496,A7BFG,B77L,QTR8176,QR8176,LAX,LUX,LUX,,2021-02-25,2,25,Thursday,2021
21,652783269,7453186,HL7202,B77W,KAL018,KE18,LAX,ICN,ICN,,2021-02-25,2,25,Thursday,2021
22,652782239,4451049,MATEX,FA8X,MATEX,,SNN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
23,652782411,10602538,N2138U,B77W,UAL2804,UA2804,LAX,TPE,TPE,,2021-02-25,2,25,Thursday,2021
24,652783638,10910593,N517AS,B738,ASA298,AS298,LAX,SJO,SJO,,2021-02-25,2,25,Thursday,2021
25,652785778,7867115,B2041,B77L,CSN443,CZ443,PVG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
26,652785166,10536097,N149FE,B763,FDX3013,FX3013,EWR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
27,652787523,10825300,N433AS,B739,ASA282,AS282,LAX,LIR,LIR,,2021-02-25,2,25,Thursday,2021
28,652788361,11221078,N822AN,B789,AAL9706,AA9706,PVG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
29,652786147,11183837,N786AN,B772,AAL2283,AA2283,MIA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
30,652787977,7865821,B2077,B77L,CKK222,CK222,LAX,PVG,PVG,,2021-02-25,2,25,Thursday,2021
31,652786470,11252999,N8531Q,B738,SWA479,WN479,BWI,LAX,LAX,,2021-02-25,2,25,Thursday,2021
32,652791763,11391862,N990JL,A321,JBU324,B6324,LAX,JFK,JFK,,2021-02-25,2,25,Thursday,2021
33,652791653,8819148,JA785A,B77W,ANA5,NH5,LAX,NRT,NRT,,2021-02-25,2,25,Thursday,2021
34,652791542,7864882,BLJB,B748,CPA2091,CX2091,LAX,ANC,ANC,,2021-02-25,2,25,Thursday,2021
35,652794559,11265096,N86534,B738,UAL1209,UA1209,IAD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
36,652792788,11185855,N788FD,B752,FDX1359,FX1359,FAT,LAX,MEM,,2021-02-25,2,25,Thursday,2021
37,652792782,10712830,N322NV,A319,AAY306,G4306,LAX,MEM,MEM,,2021-02-25,2,25,Thursday,2021
38,652795041,11327051,N926UW,A321,AAL2604,AA2604,CLT,LAX,LAX,,2021-02-25,2,25,Thursday,2021
39,652796193,8815356,JA741J,B77W,JAL061,JL61,LAX,NRT,NRT,,2021-02-25,2,25,Thursday,2021
40,652795615,10806976,N415AN,A21N,AAL143,AA143,LAX,HNL,HNL,,2021-02-25,2,25,Thursday,2021
41,652797678,11132137,N73445,B739,UAL1653,UA1653,CUN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
42,652799092,10744833,N354DN,A321,DAL791,DL791,LAX,DTW,DTW,,2021-02-25,2,25,Thursday,2021
43,652800323,10564528,N177FE,B763,FDX3729,FX3729,IND,LAX,LAX,,2021-02-25,2,25,Thursday,2021
44,652800724,11039267,N643UA,B763,UAL1925,UA1925,ORD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
45,652800286,8814542,JA734J,B77W,JAL15,JL15,LAX,HND,HND,,2021-02-25,2,25,Thursday,2021
46,652799523,11266230,N8669B,B738,SWA3920,WN3920,LAX,MDW,MDW,,2021-02-25,2,25,Thursday,2021
47,652802145,10785855,N39416,B739,UAL726,UA726,LAX,MCO,MCO,,2021-02-25,2,25,Thursday,2021
48,652802276,11232410,N833MH,B764,DAL309,DL309,JFK,LAX,LAX,,2021-02-25,2,25,Thursday,2021
49,652802461,10664902,N27520,B39M,UAL1777,UA1777,IAH,LAX,LAX,,2021-02-25,2,25,Thursday,2021
50,652801730,9015456,B18771,B77L,CAL5118,CI5118,TPE,LAX,LAX,,2021-02-25,2,25,Thursday,2021
51,652801283,11179082,N781AN,B772,AAL2343,AA2343,LAX,ORD,ORD,,2021-02-25,2,25,Thursday,2021
52,652802544,854534,XAJCZ,C550,XAJCZ,,LAX,OPF,OPF,,2021-02-25,2,25,Thursday,2021
53,652803170,10792110,N400AN,A21N,AAL776,AA776,DFW,LAX,PHX,,2021-02-25,2,25,Thursday,2021
54,652803675,10862449,N47HA,H25B,N47HA,,ICT,LAX,LAX,,2021-02-25,2,25,Thursday,2021
55,652803435,11056271,N660DL,B752,DAL2068,DL2068,LAX,ATL,ATL,,2021-02-25,2,25,Thursday,2021
56,652803116,10885015,N492AS,B739,ASA441,AS441,CUN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
57,652803625,11040077,N644NK,A320,NKS709,NK709,LAX,DTW,DTW,,2021-02-25,2,25,Thursday,2021
58,652803887,10555547,N168NJ,GLF5,N168NJ,,IAD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
59,652803635,10747131,N356VJ,CL35,XOJ356,XOJ356,TEB,LAX,LAX,,2021-02-25,2,25,Thursday,2021
60,652805061,11392820,N991JT,A321,JBU2800,B62800,LAX,FLL,FLL,,2021-02-25,2,25,Thursday,2021
61,652805010,11229557,N830MH,B764,DAL323,DL323,LAX,JFK,JFK,,2021-02-25,2,25,Thursday,2021
62,652806231,10930314,N536US,B752,DAL448,DL448,LAX,OGG,OGG,,2021-02-25,2,25,Thursday,2021
63,652807469,11323218,N922TS,B752,MGE7203,P97203,LAX,HNL,HNL,,2021-02-25,2,25,Thursday,2021
64,652806546,10911544,N518AS,B738,ASA6,AS6,LAX,DCA,DCA,,2021-02-25,2,25,Thursday,2021
65,652807166,10559322,N17105,B752,UAL479,UA479,LAX,EWR,EWR,,2021-02-25,2,25,Thursday,2021
66,652806788,10712974,N322UP,B763,UPS2900,5X2900,SDF,LAX,LAX,,2021-02-25,2,25,Thursday,2021
67,652808365,11219174,N820AL,B789,AAL644,AA644,LAX,DFW,DFW,,2021-02-25,2,25,Thursday,2021
68,652808160,11016822,N621FE,MD11,FDX3718,FX3718,IND,LAX,LAX,,2021-02-25,2,25,Thursday,2021
69,652807946,11124555,N727TW,B752,DAL427,DL427,LAX,KOA,KOA,,2021-02-25,2,25,Thursday,2021
70,652808972,10653568,N264SY,E75L,SKW4028,DL4028,LAX,PDX,PDX,,2021-02-25,2,25,Thursday,2021
71,652810109,10929367,N535UW,A321,AAL2472,AA2472,CLT,LAX,LAX,,2021-02-25,2,25,Thursday,2021
72,652809778,7867682,B5961,A332,CES7166,MU7166,LAX,FOC,FOC,,2021-02-25,2,25,Thursday,2021
73,652810000,11243277,N844DN,B739,DAL523,DL523,ATL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
74,652811348,11235456,N836VA,A320,ASA447,AS447,LAX,SEA,SEA,,2021-02-25,2,25,Thursday,2021
75,652811090,10717353,N327DN,A321,DAL731,DL731,MSP,LAX,LAX,,2021-02-25,2,25,Thursday,2021
76,652810909,11263499,N864DN,B739,DAL622,DL622,CUN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
77,652810883,11001355,N606FE,MD11,FDX326,FX326,MEM,LAX,LAX,,2021-02-25,2,25,Thursday,2021
78,652810926,10528991,N14107,B752,UAL751,UA751,EWR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
79,652812054,11260387,N8605E,B738,SWA2809,WN2809,BNA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
80,652811682,10502875,N116DU,BCS1,DAL966,DL966,AUS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
81,652812282,10936621,N542US,B752,DAL470,DL470,LAX,LIH,LIH,,2021-02-25,2,25,Thursday,2021
82,652812712,11137734,N740CK,B744,CKS361,K4361,SWF,LAX,LAX,,2021-02-25,2,25,Thursday,2021
83,652812463,4741957,PHBKF,B78X,KLM602,KL602,LAX,AMS,AMS,,2021-02-25,2,25,Thursday,2021
84,652812277,10809829,N418AN,A21N,AAL2549,AA2549,DFW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
85,652812257,7700719,RPC7775,B77W,PAL113,PR113,LAX,MNL,MNL,,2021-02-25,2,25,Thursday,2021
86,652812959,10685390,N296AK,B739,ASA378,AS378,LAX,RSW,RSW,,2021-02-25,2,25,Thursday,2021
87,652813726,11057224,N661DN,B752,DAL8945,DL8945,LAX,DEN,DEN,,2021-02-25,2,25,Thursday,2021
88,652813827,10704389,N314DN,A321,DAL885,DL885,DTW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
89,652813747,11019552,N624AG,B752,DAL630,DL630,MEX,LAX,LAX,,2021-02-25,2,25,Thursday,2021
90,652813690,11252293,N8528Q,B738,SWA757,WN757,STL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
91,652813559,10834460,N442AS,B739,ASA312,AS312,LAX,TPA,TPA,,2021-02-25,2,25,Thursday,2021
92,652814008,3428875,ECMLB,A332,IBE6177,IB6177,MAD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
93,652814071,11373804,N972UY,A321,AAL289,AA289,PHX,LAX,LAX,,2021-02-25,2,25,Thursday,2021
94,652814169,11273610,N874DN,B739,DAL855,DL855,LAX,MSP,MSP,,2021-02-25,2,25,Thursday,2021
95,652814875,11329909,N929VA,A21N,ASA1336,AS1336,LAX,FLL,FLL,,2021-02-25,2,25,Thursday,2021
96,652814864,11014319,N619FE,MD11,FDX749,FX749,MEM,LAX,LAX,,2021-02-25,2,25,Thursday,2021
97,652815398,11326105,N925VA,A21N,ASA1386,AS1386,SEA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
98,652815473,11239861,N840VA,A320,ASA291,AS291,ZIH,LAX,LAX,,2021-02-25,2,25,Thursday,2021
99,652815038,10501302,N114SY,E75L,SKW5266,UA5266,AUS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
100,652816325,10909992,N516QS,C68A,EJA516,1I516,VNY,LAX,LAS,,2021-02-25,2,25,Thursday,2021
101,652816225,10679684,N290AK,B739,ASA1413,AS1413,PDX,LAX,LAX,,2021-02-25,2,25,Thursday,2021
102,652816116,11278365,N879DN,B739,DAL1354,DL1354,LAX,MCO,MCO,,2021-02-25,2,25,Thursday,2021
103,652816500,10972995,N57852,B753,UAL1431,UA1431,LAX,HNL,HNL,,2021-02-25,2,25,Thursday,2021
104,652816690,10723669,N333DX,A321,DAL952,DL952,DFW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
105,652816792,10943278,N549US,B752,DAL317,DL317,DCA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
106,652817040,10570522,N18243,B738,UAL2408,UA2408,LAX,IAD,IAD,,2021-02-25,2,25,Thursday,2021
107,652817312,11064103,N668NK,A321,NKS631,NK631,LAX,ATL,ATL,,2021-02-25,2,25,Thursday,2021
108,652817720,11358177,N957NN,B738,AAL2546,AA2546,MEX,LAX,LAX,,2021-02-25,2,25,Thursday,2021
109,652817751,11107401,N710CK,B744,CKS363,K4363,MCO,LAX,LAX,,2021-02-25,2,25,Thursday,2021
110,652818203,11261159,N8610A,B738,SWA2298,WN2298,LAX,HOU,HOU,,2021-02-25,2,25,Thursday,2021
111,652818052,9015325,B18003,B77W,CAL019,CI19,LAX,TPE,TPE,,2021-02-25,2,25,Thursday,2021
112,652817898,11226772,N828AA,B789,AAL9733,AA9733,LAX,ICN,ICN,,2021-02-25,2,25,Thursday,2021
113,652818629,11264187,N8645A,B738,SWA2510,WN2510,MDW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
114,652818536,11103104,N706GT,B77L,SOO096,9S96,ICN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
115,652818706,11068118,N67171,B752,DAL607,DL607,LAX,MEX,MEX,,2021-02-25,2,25,Thursday,2021
116,652818455,10654519,N265SY,E75L,SKW3933,DL3933,ABQ,LAX,LAX,,2021-02-25,2,25,Thursday,2021
117,652818625,11261338,N8615E,B738,SWA456,WN456,DAL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
118,652818975,10767795,N3769L,B738,DAL1824,DL1824,SJD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
119,652819108,10632395,N243SY,E75L,SKW192P,DL3889,LAX,RNO,RNO,,2021-02-25,2,25,Thursday,2021
120,652819307,11119800,N722TW,B752,DAL458,DL458,BOS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
121,652819489,10910723,N517FX,CL30,LXJ517,LXJ517,GVL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
122,652819438,10977870,N583NW,B753,DAL1361,DL1361,MCO,LAX,LAX,,2021-02-25,2,25,Thursday,2021
123,652819954,11056495,N660NK,A321,NKS736,NK736,LAX,ORD,ORD,,2021-02-25,2,25,Thursday,2021
124,652820285,10886917,N494AS,B739,ASA219,AS219,GDL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
125,652820653,11014661,N619UX,E75L,SKW5302,UA5302,BZN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
126,652821214,11383644,N982JB,A321,JBU1424,B61424,LAX,JFK,JFK,,2021-02-25,2,25,Thursday,2021
127,652821242,7866448,B6543,A332,CES7204,MU7204,LAX,TNA,TNA,,2021-02-25,2,25,Thursday,2021
128,652821890,11153503,N756AM,B772,AAL3,AA3,JFK,LAX,LAX,,2021-02-25,2,25,Thursday,2021
129,652822966,11182289,N784QS,CL35,N784QS,,PVR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
130,652823314,10677594,N288SY,E75L,SKW3542,DL3542,LAX,SMF,SMF,,2021-02-25,2,25,Thursday,2021
131,652823378,11152324,N75435,B739,UAL1559,UA1559,DEN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
132,652823619,11206637,N808DN,B739,DAL1821,DL1821,PVR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
133,652823531,10711642,N321DH,A321,DAL526,DL526,ATL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
134,652823613,11058397,N662NK,A321,NKS327,NK327,IAH,LAX,LAX,,2021-02-25,2,25,Thursday,2021
135,652823783,10571744,N184DN,B763,DAL313,DL313,JFK,LAX,LAX,,2021-02-25,2,25,Thursday,2021
136,652823872,11380301,N979NN,B738,AAL2318,AA2318,DFW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
137,652823869,11037224,N641NK,A320,NKS310,NK310,LAX,FLL,FLL,,2021-02-25,2,25,Thursday,2021
138,652823764,11039188,N643QX,E75L,QXE2122,AS2122,GEG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
139,652824051,10818038,N426AN,A21N,AAL254,AA254,OGG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
140,652824284,10558164,N170SY,E75L,SKW3439,AS3439,SJC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
141,652824294,9015329,B18051,B77W,CAL005,CI5,LAX,TPE,TPE,,2021-02-25,2,25,Thursday,2021
142,652824418,794869,HP9909CMP,B39M,CMP302,CM302,PTY,LAX,LAX,,2021-02-25,2,25,Thursday,2021
143,652824551,10507609,N120SY,E75L,SKWW5323,UA5323,JAC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
144,652824492,11255085,N8556Z,B738,SWA919,WN919,SMF,LAX,LAX,,2021-02-25,2,25,Thursday,2021
145,652824623,10694613,N304SY,E75L,SKW3603,DL3603,BZN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
146,652824576,434470,A7ANJ,A35K,QTR12M,QR740,LAX,DOH,DOH,,2021-02-25,2,25,Thursday,2021
147,652824594,7864555,B2010,B77L,CSN477,CZ477,ANC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
148,652824878,10529024,N14115,B752,UAL1534,UA1534,IAH,LAX,LAX,,2021-02-25,2,25,Thursday,2021
149,652825105,10973063,N57870,B753,UAL1231,UA1231,HNL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
150,652825094,11174123,N776SK,CRJ7,SKW2999,AA2999,LAX,SLC,SLC,,2021-02-25,2,25,Thursday,2021
151,652825322,11074569,N67815,B739,UAL2276,UA2276,IAD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
152,652825295,10990530,N596AS,B738,ASA813,AS813,LAX,OGG,OGG,,2021-02-25,2,25,Thursday,2021
153,652825752,3754497,FGSQB,B77W,AFR065,AF65,LAX,CDG,CDG,,2021-02-25,2,25,Thursday,2021
154,652825821,11262548,N863DN,B739,DAL1370,DL1370,LAX,MSY,MSY,,2021-02-25,2,25,Thursday,2021
155,652825690,10805074,N413AN,A21N,AAL162,AA162,HNL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
156,652825704,10596318,N208BK,C208,N1026V,9X805,CXL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
157,652825948,10539844,N152SY,E75L,SKW5632,UA5632,SEA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
158,652826136,10687705,N298SY,E75L,SKW3827,DL3827,LAX,SFO,SFO,,2021-02-25,2,25,Thursday,2021
159,652826129,10768445,N37700,B738,DAL395,DL395,SEA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
160,652826146,11251874,N852VA,A320,ASA250,AS250,PVR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
161,652826287,11118416,N721AN,B77W,AAL9707,AA9707,LAX,LHR,LHR,,2021-02-25,2,25,Thursday,2021
162,652826320,11311395,N91007,B78X,UAL275,UA275,EWR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
163,652826331,11331461,N930VA,A21N,ASA461,AS461,LAX,SEA,SEA,,2021-02-25,2,25,Thursday,2021
164,652826625,10799718,N408AN,A21N,AAL1401,AA1401,LAX,DFW,DFW,,2021-02-25,2,25,Thursday,2021
165,652826623,9004112,A6EQA,B77W,UAE216,EK216,LAX,DXB,DXB,,2021-02-25,2,25,Thursday,2021
166,652826608,11393755,N992JB,A321,JBU2886,B62886,MIA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
167,652826911,10561017,N173SY,E75L,SKW953C,DL3628,LAX,SJC,SJC,,2021-02-25,2,25,Thursday,2021
168,652826857,10803894,N41135,B752,UAL1700,UA1700,LAX,EWR,EWR,,2021-02-25,2,25,Thursday,2021
169,652827076,11318838,N918US,A321,AAL2100,AA2100,CLT,LAX,LAX,,2021-02-25,2,25,Thursday,2021
170,652827208,10690809,N300SY,E75L,SKW4019,DL4019,LAX,PDX,PDX,,2021-02-25,2,25,Thursday,2021
171,652827202,8818334,JA778A,B77W,ANA125,NH125,LAX,HND,HND,,2021-02-25,2,25,Thursday,2021
172,652827167,10580288,N192SY,E75L,SKW3492,AS3492,DAL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
173,652827284,12585279,CFDNA,C680,CFDNA,,YVR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
174,652827511,10792520,N400SY,E75L,SKW3463,AS3463,LAX,SFO,SFO,,2021-02-25,2,25,Thursday,2021
175,652827584,12597450,CFVND,B789,ACA793,AC793,YYZ,LAX,LAX,,2021-02-25,2,25,Thursday,2021
176,652827674,11084426,N688SL,B752,MGE7201,P97201,LAX,HNL,HNL,,2021-02-25,2,25,Thursday,2021
177,652827856,10629191,N240CX,GLF6,N240CX,,YYZ,LAX,LAX,,2021-02-25,2,25,Thursday,2021
178,652828136,11370095,N969JT,A321,JBU1523,B61523,JFK,LAX,LAX,,2021-02-25,2,25,Thursday,2021
179,652828178,10790120,N399HA,A332,HAL34,HA34,OGG,LAX,LAX,,2021-02-25,2,25,Thursday,2021
180,652828353,11141899,N744SW,B737,SWA3907,WN3907,LAS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
181,652828815,10875855,N483AS,B739,ASA331,AS331,EWR,LAX,LAX,,2021-02-25,2,25,Thursday,2021
182,652828964,10794963,N403AN,A21N,AAL312,AA312,LAX,,,,2021-02-25,2,25,Thursday,2021
183,652828968,11034409,N63899,B739,UAL352,UA352,MCO,LAX,LAX,,2021-02-25,2,25,Thursday,2021
184,652829301,11368193,N967JT,A321,JBU487,B6487,LAX,,,,2021-02-25,2,25,Thursday,2021
185,652829255,11323689,N92288,C182,N92288,,LAX,,,,2021-02-25,2,25,Thursday,2021
186,652829553,10652617,N263SY,E75L,SKW3870,DL3870,LAX,LAS,LAS,,2021-02-25,2,25,Thursday,2021
187,652829558,10744096,N353NB,A319,DAL1116,DL1116,SLC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
188,652829620,11088730,N692NK,A320,NKS339,NK339,LAX,,,,2021-02-25,2,25,Thursday,2021
189,652829665,10814234,N422AN,A21N,AAL58,AA58,KOA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
190,652829830,10765043,N374DA,B738,DAL573,DL573,LAX,SEA,SEA,,2021-02-25,2,25,Thursday,2021
191,652830010,853571,XANIC,H25B,XANIC,,SDM,LAX,LAX,,2021-02-25,2,25,Thursday,2021
192,652830032,10553649,N166NN,A321,AAL1172,AA1172,ORD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
193,652830139,11178528,N780SK,CRJ7,SKW5267,UA5267,ASE,LAX,LAX,,2021-02-25,2,25,Thursday,2021
194,652830230,10782424,N391DN,A321,DAL967,DL967,DTW,LAX,LAX,,2021-02-25,2,25,Thursday,2021
195,652830401,10938523,N544US,B752,DAL443,DL443,LAX,HNL,HNL,,2021-02-25,2,25,Thursday,2021
196,652830431,10826251,N434AS,B739,ASA398,AS398,SEA,LAX,LAX,,2021-02-25,2,25,Thursday,2021
197,652830516,11155513,N758EV,CRJ7,SKW3258,AA3258,LAX,PHX,PHX,,2021-02-25,2,25,Thursday,2021
198,652830630,10659875,N270SY,E75L,SKW3628,DL3628,LAX,SJC,SJC,,2021-02-25,2,25,Thursday,2021
199,652830878,10769798,N379DA,B738,DAL1516,DL1516,LAX,DEN,DEN,,2021-02-25,2,25,Thursday,2021
200,652830793,10933167,N539US,B752,DAL495,DL495,HNL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
201,652830942,11301604,N901AA,A321,AAL2641,AA2641,LAS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
202,652830918,10809392,N417XB,,,,LAX,,,,2021-02-25,2,25,Thursday,2021
203,652831157,11231264,N832DN,B739,DAL995,DL995,MSP,LAX,LAX,,2021-02-25,2,25,Thursday,2021
204,652831241,11281231,N881UA,A319,UAL689,UA689,LAX,SFO,SFO,,2021-02-25,2,25,Thursday,2021
205,652831233,10584092,N196SY,E75L,SKW3434,AS3434,SFO,LAX,LAX,,2021-02-25,2,25,Thursday,2021
206,652831649,4741000,PHBHP,B789,KLM604,KL604,LAX,AMS,AMS,,2021-02-25,2,25,Thursday,2021
207,652831654,11024672,N629QX,E75L,QXE2094,AS2094,BZN,LAX,LAX,,2021-02-25,2,25,Thursday,2021
208,652831741,10504996,N118NN,A321,AAL351,AA351,LAX,,,,2021-02-25,2,25,Thursday,2021
209,652832115,11133287,N736AT,B77W,AAL72,AA72,SYD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
210,652832320,11016894,N621JB,A320,,,LAX,,,,2021-02-25,2,25,Thursday,2021
211,652832561,10828663,N436XB,,,,LAX,,,,2021-02-25,2,25,Thursday,2021
212,652832839,11231955,N8325D,B738,SWA4805,WN4805,LAX,DAL,DAL,,2021-02-25,2,25,Thursday,2021
213,652832890,10786228,N395DN,B738,DAL1473,DL1473,LAX,,,,2021-02-25,2,25,Thursday,2021
214,652832951,11136205,N739DH,B763,CKS403,,LAX,,,,2021-02-25,2,25,Thursday,2021
215,652833242,11266903,N8671D,B738,SWA3927,WN3927,LAX,PHX,PHX,,2021-02-25,2,25,Thursday,2021
216,652833379,11089412,N693BR,CRJ2,SKW6571,UA6571,SLC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
217,652833440,10809392,N417XB,,,,LAX,,,,2021-02-25,2,25,Thursday,2021
218,652833394,11331406,N930SW,CRJ2,SKW5410,UA5410,MRY,LAX,LAX,,2021-02-25,2,25,Thursday,2021
219,652833711,11042041,N646QX,E75L,QXE2136,AS2136,RNO,LAX,LAX,,2021-02-25,2,25,Thursday,2021
220,652833723,10738740,N348NB,A319,DAL1072,DL1072,AUS,LAX,LAX,,2021-02-25,2,25,Thursday,2021
221,652833753,11347115,N946NN,B738,AAL1965,AA1965,LAX,PHX,PHX,,2021-02-25,2,25,Thursday,2021
222,652834020,11086604,N690DL,B752,DAL1832,DL1832,SJD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
223,652834320,10810780,N419AN,A21N,N419AN,,LAX,,,,2021-02-25,2,25,Thursday,2021
224,652834372,11309331,N909EV,CRJ2,SKW5112,UA5112,PRC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
225,652834376,10516988,N13MS,GLF6,N13MS,,SJD,LAX,LAX,,2021-02-25,2,25,Thursday,2021
226,652834471,10829614,N437XB,,,,LAX,,,,2021-02-25,2,25,Thursday,2021
227,652834514,11253183,N8536Z,B738,SWA2877,WN2877,SJC,LAX,LAX,,2021-02-25,2,25,Thursday,2021
228,652834445,10765064,N374DX,A321,DAL363,DL363,ATL,LAX,LAX,,2021-02-25,2,25,Thursday,2021
229,652834588,10809392,N417XB,,,,LAX,,,,2021-02-25,2,25,Thursday,2021
230,652834932,11236883,N838AA,B789,AAL9819,AA9819,LAX,ICN,ICN,,2021-02-25,2,25,Thursday,2021
231,652835003,11260213,N8600F,B738,SWA3631,WN3631,HOU,LAX,LAX,,2021-02-25,2,25,Thursday,2021
232,652835149,11127622,N730CJ,H25C,N730CJ,,VNY,LAX,LAX,,2021-02-25,2,25,Thursday,2021
