,geoid,tract,state,county,place_name,state_name,universe,white_alone,white_pct,black_alone,black_pct,asian_alone,asian_pct,latino_alone,latino_pct
3933,06037128220,128220,06,037,Los Angeles County,California,3123,1308,41.883,165,5.283,227,7.269,1354,43.356
3934,06037543502,543502,06,037,Los Angeles County,California,4181,605,14.47,117,2.798,1175,28.103,2197,52.547
3940,06037541605,541605,06,037,Los Angeles County,California,5402,4,0.074,1600,29.619,182,3.369,3613,66.883
3944,06037237202,237202,06,037,Los Angeles County,California,4708,108,2.294,1470,31.223,32,0.68,3082,65.463
3947,06037552700,552700,06,037,Los Angeles County,California,7105,1049,14.764,90,1.267,723,10.176,5085,71.569
3949,06037601501,601501,06,037,Los Angeles County,California,3999,82,2.051,302,7.552,139,3.476,3470,86.772
3953,06037121222,121222,06,037,Los Angeles County,California,5498,289,5.256,47,0.855,345,6.275,4797,87.25
3957,06037600801,600801,06,037,Los Angeles County,California,3494,86,2.461,2535,72.553,5,0.143,837,23.955
3959,06037221401,221401,06,037,Los Angeles County,California,3523,260,7.38,1650,46.835,248,7.039,1272,36.106
3963,06037461300,461300,06,037,Los Angeles County,California,6971,4325,62.043,373,5.351,882,12.652,1071,15.364
3964,06037231210,231210,06,037,Los Angeles County,California,3496,7,0.2,657,18.793,30,0.858,2693,77.031
3971,06037980020,980020,06,037,Los Angeles County,California,0,0,,0,,0,,0,
3973,06037572002,572002,06,037,Los Angeles County,California,5304,1830,34.502,1407,26.527,826,15.573,1050,19.796
3975,06037128910,128910,06,037,Los Angeles County,California,4302,3015,70.084,371,8.624,205,4.765,354,8.229
3977,06037570902,570902,06,037,Los Angeles County,California,3773,1583,41.956,170,4.506,474,12.563,1163,30.824
3979,06037212620,212620,06,037,Los Angeles County,California,4266,202,4.735,152,3.563,1804,42.288,1984,46.507
3980,06037650702,650702,06,037,Los Angeles County,California,4941,2675,54.139,43,0.87,1208,24.448,739,14.956
3981,06037670701,670701,06,037,Los Angeles County,California,7177,3643,50.759,48,0.669,1365,19.019,1703,23.729
3982,06037294820,294820,06,037,Los Angeles County,California,3783,35,0.925,38,1.004,56,1.48,3637,96.141
3993,06037211320,211320,06,037,Los Angeles County,California,3081,349,11.327,229,7.433,675,21.908,1799,58.39
3994,06037433305,433305,06,037,Los Angeles County,California,5194,53,1.02,17,0.327,1519,29.245,3564,68.618
3995,06037535902,535902,06,037,Los Angeles County,California,7054,309,4.38,0,0.0,40,0.567,6684,94.755
3996,06037231500,231500,06,037,Los Angeles County,California,4975,21,0.422,1847,37.126,107,2.151,2881,57.91
4001,06037301300,301300,06,037,Los Angeles County,California,1964,1560,79.43,7,0.356,120,6.11,179,9.114
4003,06037533002,533002,06,037,Los Angeles County,California,2677,24,0.897,0,0.0,0,0.0,2551,95.293
4004,06037900102,900102,06,037,Los Angeles County,California,619,308,49.758,8,1.292,8,1.292,270,43.619
4005,06037980030,980030,06,037,Los Angeles County,California,0,0,,0,,0,,0,
4007,06037535701,535701,06,037,Los Angeles County,California,5749,50,0.87,0,0.0,99,1.722,5593,97.286
4008,06037265301,265301,06,037,Los Angeles County,California,10657,2576,24.172,380,3.566,4719,44.281,2385,22.38
4012,06037551300,551300,06,037,Los Angeles County,California,5241,680,12.975,283,5.4,242,4.617,4027,76.836
4014,06037408631,408631,06,037,Los Angeles County,California,5336,505,9.464,40,0.75,1547,28.992,3190,59.783
4015,06037651001,651001,06,037,Los Angeles County,California,5923,2077,35.067,151,2.549,1703,28.752,1764,29.782
4020,06037701302,701302,06,037,Los Angeles County,California,4888,3622,74.1,25,0.511,489,10.004,613,12.541
4021,06037107020,107020,06,037,Los Angeles County,California,5649,202,3.576,40,0.708,551,9.754,4823,85.378
4022,06037117408,117408,06,037,Los Angeles County,California,3332,136,4.082,303,9.094,169,5.072,2695,80.882
4025,06037276603,276603,06,037,Los Angeles County,California,5265,3044,57.816,361,6.857,720,13.675,791,15.024
4027,06037192410,192410,06,037,Los Angeles County,California,3895,1625,41.72,149,3.825,879,22.567,978,25.109
4031,06037405101,405101,06,037,Los Angeles County,California,5631,413,7.334,28,0.497,931,16.533,4187,74.356
4034,06037137504,137504,06,037,Los Angeles County,California,1960,1796,91.633,27,1.378,39,1.99,64,3.265
4036,06037481500,481500,06,037,Los Angeles County,California,4492,255,5.677,34,0.757,3275,72.907,832,18.522
4039,06037106406,106406,06,037,Los Angeles County,California,5831,1206,20.683,112,1.921,361,6.191,3902,66.918
4041,06037670405,670405,06,037,Los Angeles County,California,2818,1392,49.397,37,1.313,1005,35.664,259,9.191
4044,06037216401,216401,06,037,Los Angeles County,California,4380,3453,78.836,191,4.361,226,5.16,415,9.475
4054,06037300600,300600,06,037,Los Angeles County,California,9423,4874,51.725,125,1.327,3135,33.27,995,10.559
4065,06037400604,400604,06,037,Los Angeles County,California,3211,947,29.492,92,2.865,523,16.288,1603,49.922
4066,06037139801,139801,06,037,Los Angeles County,California,3232,2711,83.88,9,0.278,180,5.569,303,9.375
4069,06037535400,535400,06,037,Los Angeles County,California,3193,29,0.908,206,6.452,51,1.597,2895,90.667
4070,06037550000,550000,06,037,Los Angeles County,California,1778,557,31.327,281,15.804,235,13.217,612,34.421
4073,06037134424,134424,06,037,Los Angeles County,California,2778,1936,69.69,42,1.512,506,18.215,168,6.048
4077,06037404503,404503,06,037,Los Angeles County,California,2903,194,6.683,110,3.789,333,11.471,2217,76.369
4082,06037481402,481402,06,037,Los Angeles County,California,7304,366,5.011,8,0.11,5046,69.085,1785,24.439
4089,06037301702,301702,06,037,Los Angeles County,California,5635,3787,67.205,112,1.988,650,11.535,988,17.533
4098,06037462001,462001,06,037,Los Angeles County,California,4011,406,10.122,541,13.488,276,6.881,2666,66.467
4100,06037404901,404901,06,037,Los Angeles County,California,5779,112,1.938,159,2.751,1710,29.59,3783,65.461
4106,06037191301,191301,06,037,Los Angeles County,California,2574,401,15.579,63,2.448,435,16.9,1592,61.849
4108,06037240010,240010,06,037,Los Angeles County,California,3711,6,0.162,861,23.201,0,0.0,2827,76.179
4109,06037127910,127910,06,037,Los Angeles County,California,5218,731,14.009,446,8.547,430,8.241,3573,68.475
4111,06037227020,227020,06,037,Los Angeles County,California,3692,20,0.542,136,3.684,10,0.271,3515,95.206
4112,06037543305,543305,06,037,Los Angeles County,California,3311,807,24.373,952,28.753,128,3.866,1349,40.743
4114,06037430501,430501,06,037,Los Angeles County,California,4118,2833,68.796,49,1.19,420,10.199,484,11.753
4117,06037135203,135203,06,037,Los Angeles County,California,7539,5260,69.771,202,2.679,964,12.787,870,11.54
4122,06037301601,301601,06,037,Los Angeles County,California,6645,4043,60.843,351,5.282,538,8.096,1542,23.205
4134,06037293307,293307,06,037,Los Angeles County,California,2601,262,10.073,214,8.228,391,15.033,1650,63.437
4135,06037603600,603600,06,037,Los Angeles County,California,4294,1256,29.25,320,7.452,1209,28.156,1387,32.301
4136,06037265410,265410,06,037,Los Angeles County,California,1533,1106,72.146,80,5.219,210,13.699,103,6.719
4138,06037183101,183101,06,037,Los Angeles County,California,3806,856,22.491,0,0.0,285,7.488,2549,66.973
4139,06037910301,910301,06,037,Los Angeles County,California,3918,2560,65.339,196,5.003,103,2.629,957,24.426
4143,06037226420,226420,06,037,Los Angeles County,California,5511,49,0.889,375,6.805,232,4.21,4855,88.097
4146,06037104620,104620,06,037,Los Angeles County,California,3449,46,1.334,0,0.0,18,0.522,3385,98.144
4148,06037554511,554511,06,037,Los Angeles County,California,4039,547,13.543,191,4.729,2557,63.308,428,10.597
4149,06037407502,407502,06,037,Los Angeles County,California,4067,166,4.082,52,1.279,299,7.352,3525,86.673
4155,06037294701,294701,06,037,Los Angeles County,California,3226,105,3.255,147,4.557,18,0.558,2904,90.019
4163,06037533106,533106,06,037,Los Angeles County,California,1609,9,0.559,0,0.0,0,0.0,1594,99.068
4166,06037602900,602900,06,037,Los Angeles County,California,4282,222,5.184,558,13.031,110,2.569,3267,76.296
4167,06037533203,533203,06,037,Los Angeles County,California,2087,8,0.383,1,0.048,38,1.821,2040,97.748
4168,06037572700,572700,06,037,Los Angeles County,California,5601,310,5.535,555,9.909,2221,39.654,2093,37.368
4171,06037920036,920036,06,037,Los Angeles County,California,3200,1020,31.875,53,1.656,113,3.531,1950,60.938
4181,06037920106,920106,06,037,Los Angeles County,California,3451,948,27.47,134,3.883,106,3.072,2180,63.17
4183,06037231800,231800,06,037,Los Angeles County,California,5034,0,0.0,425,8.443,8,0.159,4525,89.889
4188,06037222700,222700,06,037,Los Angeles County,California,4145,1856,44.777,242,5.838,1370,33.052,432,10.422
4189,06037980021,980021,06,037,Los Angeles County,California,12,4,33.333,0,0.0,0,0.0,8,66.667
4202,06037106642,106642,06,037,Los Angeles County,California,3240,1560,48.148,104,3.21,249,7.685,1014,31.296
4205,06037201700,201700,06,037,Los Angeles County,California,5881,928,15.78,309,5.254,830,14.113,3618,61.52
4209,06037550902,550902,06,037,Los Angeles County,California,5915,855,14.455,94,1.589,315,5.325,4571,77.278
4213,06037500900,500900,06,037,Los Angeles County,California,5999,210,3.501,124,2.067,175,2.917,5350,89.182
4217,06037670324,670324,06,037,Los Angeles County,California,5167,3687,71.357,22,0.426,740,14.322,513,9.928
4219,06037530700,530700,06,037,Los Angeles County,California,2249,33,1.467,0,0.0,34,1.512,2177,96.799
4222,06037462301,462301,06,037,Los Angeles County,California,4589,1078,23.491,443,9.654,365,7.954,2633,57.376
4231,06037402903,402903,06,037,Los Angeles County,California,4542,210,4.624,109,2.4,430,9.467,3641,80.163
4233,06037238320,238320,06,037,Los Angeles County,California,4155,18,0.433,1224,29.458,63,1.516,2850,68.592
4234,06037543702,543702,06,037,Los Angeles County,California,7045,353,5.011,328,4.656,2270,32.221,4014,56.977
4245,06037620601,620601,06,037,Los Angeles County,California,5291,2461,46.513,247,4.668,705,13.325,1536,29.03
4255,06037183510,183510,06,037,Los Angeles County,California,2804,505,18.01,11,0.392,165,5.884,2108,75.178
4261,06037208903,208903,06,037,Los Angeles County,California,4278,267,6.241,209,4.885,154,3.6,3520,82.281
4262,06037141400,141400,06,037,Los Angeles County,California,4871,3810,78.218,387,7.945,349,7.165,230,4.722
4265,06037183702,183702,06,037,Los Angeles County,California,2914,402,13.795,159,5.456,544,18.668,1643,56.383
4266,06037132102,132102,06,037,Los Angeles County,California,5655,1823,32.237,230,4.067,832,14.713,2659,47.02
4269,06037139301,139301,06,037,Los Angeles County,California,4603,3040,66.044,203,4.41,638,13.861,599,13.013
4271,06037191000,191000,06,037,Los Angeles County,California,4256,1582,37.171,585,13.745,290,6.814,1755,41.236
4274,06037555001,555001,06,037,Los Angeles County,California,5578,875,15.687,382,6.848,1436,25.744,2789,50.0
4282,06037189500,189500,06,037,Los Angeles County,California,3974,3099,77.982,54,1.359,143,3.598,583,14.67
4283,06037296902,296902,06,037,Los Angeles County,California,4104,1021,24.878,86,2.096,138,3.363,2660,64.815
4286,06037480804,480804,06,037,Los Angeles County,California,5280,289,5.473,84,1.591,2333,44.186,2444,46.288
4292,06037206010,206010,06,037,Los Angeles County,California,3586,280,7.808,96,2.677,1137,31.707,2032,56.665
4293,06037481201,481201,06,037,Los Angeles County,California,3794,286,7.538,35,0.923,2539,66.921,887,23.379
4296,06037920109,920109,06,037,Los Angeles County,California,5772,3313,57.398,400,6.93,659,11.417,1043,18.07
4299,06037920116,920116,06,037,Los Angeles County,California,5149,2888,56.089,330,6.409,500,9.711,1216,23.616
4301,06037502500,502500,06,037,Los Angeles County,California,4136,296,7.157,26,0.629,9,0.218,3780,91.393
4311,06037117530,117530,06,037,Los Angeles County,California,6739,373,5.535,154,2.285,878,13.029,5198,77.133
4313,06037400900,400900,06,037,Los Angeles County,California,4328,1969,45.494,119,2.75,568,13.124,1566,36.183
4314,06037920037,920037,06,037,Los Angeles County,California,7654,1272,16.619,687,8.976,307,4.011,5117,66.854
4316,06037651221,651221,06,037,Los Angeles County,California,3384,1069,31.59,215,6.353,1419,41.933,529,15.632
4317,06037402706,402706,06,037,Los Angeles County,California,4213,250,5.934,465,11.037,486,11.536,3006,71.351
4319,06037226002,226002,06,037,Los Angeles County,California,1807,501,27.726,227,12.562,95,5.257,861,47.648
4323,06037123420,123420,06,037,Los Angeles County,California,4505,1407,31.232,174,3.862,305,6.77,2570,57.048
4324,06037212702,212702,06,037,Los Angeles County,California,3647,734,20.126,241,6.608,1967,53.935,573,15.712
4328,06037910807,910807,06,037,Los Angeles County,California,6608,2869,43.417,435,6.583,985,14.906,2084,31.538
4329,06037553801,553801,06,037,Los Angeles County,California,4549,90,1.978,458,10.068,266,5.847,3588,78.874
4330,06037541200,541200,06,037,Los Angeles County,California,6501,23,0.354,3611,55.545,0,0.0,2725,41.917
4332,06037297202,297202,06,037,Los Angeles County,California,4153,1949,46.93,95,2.288,417,10.041,1589,38.261
4334,06037910207,910207,06,037,Los Angeles County,California,6203,1928,31.082,573,9.237,793,12.784,2476,39.916
4335,06037402406,402406,06,037,Los Angeles County,California,5101,438,8.587,118,2.313,186,3.646,4308,84.454
4344,06037135111,135111,06,037,Los Angeles County,California,3272,1603,48.991,107,3.27,725,22.158,754,23.044
4346,06037239602,239602,06,037,Los Angeles County,California,3862,33,0.854,689,17.84,0,0.0,3128,80.994
4347,06037139502,139502,06,037,Los Angeles County,California,3021,2147,71.069,5,0.166,359,11.883,405,13.406
4350,06037910805,910805,06,037,Los Angeles County,California,4865,3382,69.517,92,1.891,100,2.055,997,20.493
4353,06037134520,134520,06,037,Los Angeles County,California,5934,600,10.111,183,3.084,501,8.443,4612,77.722
4354,06037920031,920031,06,037,Los Angeles County,California,6146,3464,56.362,195,3.173,686,11.162,1494,24.308
4356,06037124000,124000,06,037,Los Angeles County,California,5151,3567,69.249,228,4.426,146,2.834,896,17.395
4358,06037191710,191710,06,037,Los Angeles County,California,2670,541,20.262,186,6.966,199,7.453,1657,62.06
4360,06037241001,241001,06,037,Los Angeles County,California,4460,18,0.404,1132,25.381,6,0.135,3240,72.646
4364,06037134103,134103,06,037,Los Angeles County,California,4445,1322,29.741,242,5.444,648,14.578,2167,48.751
4368,06037217002,217002,06,037,Los Angeles County,California,5058,3225,63.76,442,8.739,500,9.885,727,14.373
4377,06037106112,106112,06,037,Los Angeles County,California,5812,1040,17.894,76,1.308,416,7.158,4146,71.335
4378,06037242300,242300,06,037,Los Angeles County,California,4901,24,0.49,924,18.853,62,1.265,3705,75.597
4381,06037920032,920032,06,037,Los Angeles County,California,3509,1822,51.924,147,4.189,451,12.853,970,27.643
4382,06037403722,403722,06,037,Los Angeles County,California,5990,1134,18.932,210,3.506,654,10.918,3982,66.477
4384,06037293202,293202,06,037,Los Angeles County,California,6363,317,4.982,520,8.172,1073,16.863,4218,66.289
4385,06037920322,920322,06,037,Los Angeles County,California,2844,1944,68.354,177,6.224,51,1.793,456,16.034
4387,06037113213,113213,06,037,Los Angeles County,California,4982,1992,39.984,211,4.235,959,19.249,1474,29.587
4389,06037199110,199110,06,037,Los Angeles County,California,2612,155,5.934,53,2.029,81,3.101,2307,88.323
4395,06037480802,480802,06,037,Los Angeles County,California,3264,182,5.576,2,0.061,1234,37.806,1796,55.025
4397,06037240401,240401,06,037,Los Angeles County,California,5763,0,0.0,1572,27.277,37,0.642,4145,71.924
4399,06037113235,113235,06,037,Los Angeles County,California,1840,1065,57.88,82,4.457,70,3.804,472,25.652
4405,06037124204,124204,06,037,Los Angeles County,California,2592,833,32.137,148,5.71,177,6.829,1128,43.519
4406,06037463000,463000,06,037,Los Angeles County,California,2277,1195,52.481,154,6.763,537,23.584,297,13.043
4409,06037212304,212304,06,037,Los Angeles County,California,1779,280,15.739,33,1.855,235,13.21,1213,68.184
4411,06037219700,219700,06,037,Los Angeles County,California,4207,260,6.18,1142,27.145,59,1.402,2721,64.678
4419,06037990300,990300,06,037,Los Angeles County,California,0,0,,0,,0,,0,
4423,06037531202,531202,06,037,Los Angeles County,California,4540,29,0.639,0,0.0,18,0.396,4493,98.965
4425,06037301502,301502,06,037,Los Angeles County,California,6794,4980,73.3,0,0.0,724,10.656,927,13.644
4431,06037670407,670407,06,037,Los Angeles County,California,6128,2158,35.215,145,2.366,2630,42.918,780,12.728
4432,06037576602,576602,06,037,Los Angeles County,California,4332,2324,53.647,570,13.158,262,6.048,976,22.53
4437,06037554103,554103,06,037,Los Angeles County,California,1628,194,11.916,205,12.592,325,19.963,881,54.115
4441,06037213100,213100,06,037,Los Angeles County,California,3036,234,7.708,223,7.345,1332,43.874,1227,40.415
4442,06037920038,920038,06,037,Los Angeles County,California,4612,1072,23.244,169,3.664,274,5.941,2801,60.733
