geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,urban area
64577,"Ocala Estates, FL Urban Cluster (2010)",5656.0,,1017.0,,64577
63325,"Nogales, AZ Urban Cluster (2010)",30870.0,,1151.0,,63325
07300,"Berryville, AR Urban Cluster (2010)",4896.0,,215.0,,07300
28860,"Fairmont, NC Urban Cluster (2010)",2413.0,,81.0,,28860
60058,"Mount Orab, OH Urban Cluster (2010)",2943.0,,652.0,,60058
07273,"Berrien Springs, MI Urban Cluster (2010)",7429.0,,353.0,,07273
82900,"Somerset, KY Urban Cluster (2010)",29929.0,,1001.0,,82900
23095,"Delhi, LA Urban Cluster (2010)",2760.0,,113.0,,23095
89245,"Twin Falls, ID Urban Cluster (2010)",51791.0,,434.0,,89245
59221,"Morgan City, LA Urban Cluster (2010)",30429.0,,701.0,,59221
47098,"Lake Providence, LA Urban Cluster (2010)",4020.0,,588.0,,47098
39781,"Hondo, TX Urban Cluster (2010)",5943.0,,466.0,,39781
57574,"Mineral Wells, TX Urban Cluster (2010)",13950.0,,406.0,,57574
79876,"Sayre, OK Urban Cluster (2010)",4084.0,,218.0,,79876
09379,"Bowling Green, KY Urbanized Area (2010)",89032.0,,1035.0,,09379
65080,"Oklahoma City, OK Urbanized Area (2010)",929623.0,,2682.0,,65080
37091,"Harrisburg, SD Urban Cluster (2010)",4214.0,,301.0,,37091
37513,"Hastings, MI Urban Cluster (2010)",7958.0,,436.0,,37513
46180,"Lago Vista, TX Urban Cluster (2010)",5969.0,,423.0,,46180
15769,"Chatfield, MN Urban Cluster (2010)",2480.0,,203.0,,15769
40915,"Hutchinson, KS Urban Cluster (2010)",43482.0,,474.0,,40915
42265,"Jackson, TN Urbanized Area (2010)",71860.0,,763.0,,42265
69157,"Phillipsburg, KS Urban Cluster (2010)",2642.0,,171.0,,69157
06463,"Bellefonte, PA Urban Cluster (2010)",12862.0,,573.0,,06463
89785,"Utica, NY Urbanized Area (2010)",114363.0,,881.0,,89785
93970,"West Columbia, TX Urban Cluster (2010)",5061.0,,337.0,,93970
28009,"Etowah, TN Urban Cluster (2010)",4117.0,,335.0,,28009
34894,"Greeneville, TN Urban Cluster (2010)",24086.0,,988.0,,34894
89893,"Vado, NM Urban Cluster (2010)",3114.0,,1080.0,,89893
89920,"Vail, CO Urban Cluster (2010)",6075.0,,275.0,,89920
00676,"Air Force Academy, CO Urban Cluster (2010)",3059.0,,288.0,,00676
90892,"Virginia Beach, VA Urbanized Area (2010)",1471105.0,,2180.0,,90892
92161,"Wasco, CA Urban Cluster (2010)",26498.0,,204.0,,92161
13753,"Carlisle, IA Urban Cluster (2010)",4332.0,,225.0,,13753
40375,"Houma, LA Urbanized Area (2010)",148381.0,,1819.0,,40375
40942,"Hutchinson, MN Urban Cluster (2010)",13768.0,,154.0,,40942
62505,"New London, MN Urban Cluster (2010)",3163.0,,340.0,,62505
60195,"Mount Pocono--Emerald Lakes, PA Urban Cluster (2010)",25727.0,,1073.0,,60195
26038,"Eau Claire, WI Urbanized Area (2010)",106835.0,,705.0,,26038
54496,"Marinette--Menominee, WI--MI Urban Cluster (2010)",18541.0,,185.0,,54496
73666,"Rayville, LA Urban Cluster (2010)",3756.0,,393.0,,73666
79201,"San Marcos, TX Urbanized Area (2010)",66317.0,,1132.0,,79201
15600,"Charles Town--Ranson, WV Urban Cluster (2010)",22491.0,,762.0,,15600
24094,"Dickinson, ND Urban Cluster (2010)",19802.0,,547.0,,24094
62920,"Newport, VT Urban Cluster (2010)",3742.0,,175.0,,62920
43426,"Jordan, MN Urban Cluster (2010)",5957.0,,81.0,,43426
58762,"Monticello, IN Urban Cluster (2010)",8635.0,,388.0,,58762
27847,"Escanaba, MI Urban Cluster (2010)",20432.0,,399.0,,27847
92836,"Watonga, OK Urban Cluster (2010)",2895.0,,64.0,,92836
49474,"Lexington, NE Urban Cluster (2010)",10394.0,,154.0,,49474
44938,"Kilgore, TX Urban Cluster (2010)",16584.0,,788.0,,44938
60868,"Muskogee, OK Urban Cluster (2010)",40103.0,,552.0,,60868
35488,"Greenville, TX Urban Cluster (2010)",24736.0,,694.0,,35488
44857,"Key West, FL Urban Cluster (2010)",33647.0,,537.0,,44857
84115,"Springs, NY Urban Cluster (2010)",12115.0,,837.0,,84115
66430,"Owatonna, MN Urban Cluster (2010)",25419.0,,122.0,,66430
97129,"Woodstock, IL Urban Cluster (2010)",25525.0,,325.0,,97129
55792,"Mayodan, NC Urban Cluster (2010)",4733.0,,381.0,,55792
90028,"Vallejo, CA Urbanized Area (2010)",171853.0,,675.0,,90028
32113,"Gadsden, AL Urbanized Area (2010)",63675.0,,1026.0,,32113
90631,"Village of Four Seasons, MO Urban Cluster (2010)",4197.0,,387.0,,90631
28711,"Fairfield, IA Urban Cluster (2010)",10155.0,,143.0,,28711
54295,"Marana West, AZ Urban Cluster (2010)",6786.0,,710.0,,54295
57385,"Millstadt, IL Urban Cluster (2010)",3718.0,,111.0,,57385
75934,"Rockville, IN Urban Cluster (2010)",4336.0,,237.0,,75934
34072,"Graceville, FL Urban Cluster (2010)",4183.0,,370.0,,34072
94969,"White Sulphur Springs, WV Urban Cluster (2010)",3101.0,,485.0,,94969
75853,"Rockport, TX Urban Cluster (2010)",18182.0,,1074.0,,75853
73288,"Ramona, CA Urban Cluster (2010)",25886.0,,1299.0,,73288
79834,"Saw Creek, PA Urban Cluster (2010)",6068.0,,797.0,,79834
60598,"Mullins, SC Urban Cluster (2010)",5518.0,,532.0,,60598
70885,"Portageville, MO Urban Cluster (2010)",2987.0,,92.0,,70885
23041,"Delavan, WI Urban Cluster (2010)",12150.0,,467.0,,23041
36585,"Hampstead, NC Urban Cluster (2010)",13397.0,,799.0,,36585
35137,"Greensboro, GA Urban Cluster (2010)",2927.0,,237.0,,35137
73990,"Redwood Falls, MN Urban Cluster (2010)",4708.0,,173.0,,73990
33895,"Gooding, ID Urban Cluster (2010)",3790.0,,226.0,,33895
63703,"Northfield, VT Urban Cluster (2010)",3861.0,,293.0,,63703
02629,"Anniston--Oxford, AL Urbanized Area (2010)",76319.0,,1125.0,,02629
79687,"Sauk Centre, MN Urban Cluster (2010)",4223.0,,103.0,,79687
21934,"Dahlonega, GA Urban Cluster (2010)",5577.0,,537.0,,21934
95968,"Winamac, IN Urban Cluster (2010)",2768.0,,160.0,,95968
31195,"Frankenmuth, MI Urban Cluster (2010)",5183.0,,48.0,,31195
92323,"Washington, IA Urban Cluster (2010)",6722.0,,167.0,,92323
21961,"Daingerfield, TX Urban Cluster (2010)",5011.0,,537.0,,21961
47719,"Lansing, MI Urbanized Area (2010)",322236.0,,1104.0,,47719
38026,"Hebbronville, TX Urban Cluster (2010)",4586.0,,242.0,,38026
85600,"Sumiton, AL Urban Cluster (2010)",4404.0,,584.0,,85600
87571,"Ticonderoga, NY Urban Cluster (2010)",2760.0,,401.0,,87571
17524,"Clearwood, WA Urban Cluster (2010)",2293.0,,364.0,,17524
92053,"Warsaw, NC Urban Cluster (2010)",3029.0,,243.0,,92053
14590,"Castroville, TX Urban Cluster (2010)",5104.0,,565.0,,14590
48826,"Lee's Summit, MO Urbanized Area (2010)",90582.0,,788.0,,48826
54901,"Marseilles, IL Urban Cluster (2010)",4749.0,,190.0,,54901
29467,"Fayetteville, TN Urban Cluster (2010)",8615.0,,619.0,,29467
29899,"Flora, IL Urban Cluster (2010)",4701.0,,293.0,,29899
11674,"Burlington, IA--IL Urban Cluster (2010)",28889.0,,308.0,,11674
16140,"Chesnee, SC Urban Cluster (2010)",2475.0,,323.0,,16140
15076,"Centralia, WA Urban Cluster (2010)",41781.0,,1425.0,,15076
95941,"Wilton, IA Urban Cluster (2010)",2833.0,,46.0,,95941
87166,"Terrell, TX Urban Cluster (2010)",16365.0,,379.0,,87166
51499,"Los Lunas, NM Urbanized Area (2010)",62670.0,,1204.0,,51499
52660,"Mackinaw, IL Urban Cluster (2010)",3542.0,,231.0,,52660
55927,"Mecca, CA Urban Cluster (2010)",7402.0,,990.0,,55927
90182,"Vandenberg AFB, CA Urban Cluster (2010)",3040.0,,408.0,,90182
36730,"Hannibal, MO Urban Cluster (2010)",17968.0,,298.0,,36730
69508,"Pine Grove, PA Urban Cluster (2010)",3303.0,,308.0,,69508
79903,"Sayre--Waverly, PA--NY Urban Cluster (2010)",17377.0,,469.0,,79903
57061,"Mifflinburg, PA Urban Cluster (2010)",4420.0,,152.0,,57061
24337,"Dodge City, KS Urban Cluster (2010)",27931.0,,369.0,,24337
71236,"Portland, IN Urban Cluster (2010)",5703.0,,264.0,,71236
74152,"Reidsville, NC Urban Cluster (2010)",13660.0,,167.0,,74152
09433,"Bowling Green, OH Urban Cluster (2010)",31808.0,,281.0,,09433
24688,"Dryden, NY Urban Cluster (2010)",3585.0,,444.0,,24688
19060,"Columbiana, AL Urban Cluster (2010)",2679.0,,402.0,,19060
94699,"Wheatland, WY Urban Cluster (2010)",3684.0,,226.0,,94699
32356,"Galion, OH Urban Cluster (2010)",15509.0,,293.0,,32356
70291,"Plymouth, IN Urban Cluster (2010)",12552.0,,317.0,,70291
60733,"Murfreesboro, TN Urbanized Area (2010)",155152.0,,1862.0,,60733
61543,"Neosho, MO Urban Cluster (2010)",11965.0,,316.0,,61543
65512,"Oneonta, NY Urban Cluster (2010)",17195.0,,336.0,,65512
73045,"Quincy, IL Urban Cluster (2010)",44480.0,,530.0,,73045
12214,"Cadiz, OH Urban Cluster (2010)",2204.0,,282.0,,12214
29698,"Filer, ID Urban Cluster (2010)",2828.0,,106.0,,29698
31384,"Franklin, NC Urban Cluster (2010)",6675.0,,464.0,,31384
28063,"Eudora, KS Urban Cluster (2010)",6704.0,,309.0,,28063
81388,"Shelley, ID Urban Cluster (2010)",4615.0,,173.0,,81388
92809,"Watkins Glen, NY Urban Cluster (2010)",3638.0,,304.0,,92809
29265,"Farmington, NH Urban Cluster (2010)",2581.0,,501.0,,29265
78553,"San Angelo, TX Urbanized Area (2010)",99054.0,,610.0,,78553
91584,"Walworth, NY Urban Cluster (2010)",3362.0,,493.0,,91584
89947,"Valatie, NY Urban Cluster (2010)",5065.0,,452.0,,89947
49393,"Lewistown, PA Urban Cluster (2010)",21483.0,,705.0,,49393
61408,"Nebraska City, NE Urban Cluster (2010)",6945.0,,267.0,,61408
85762,"Sunbury, PA Urban Cluster (2010)",30293.0,,555.0,,85762
57547,"Mineola, TX Urban Cluster (2010)",5334.0,,414.0,,57547
75732,"Rockford, MN Urban Cluster (2010)",4591.0,,427.0,,75732
11296,"Buffalo, MN Urban Cluster (2010)",16580.0,,140.0,,11296
12592,"Calipatria, CA Urban Cluster (2010)",3434.0,,301.0,,12592
45640,"Knoxville, TN Urbanized Area (2010)",589529.0,,3337.0,,45640
34057,"Gowanda, NY Urban Cluster (2010)",6401.0,,270.0,,34057
48286,"Lawrenceburg, TN Urban Cluster (2010)",10066.0,,325.0,,48286
45694,"Kokomo, IN Urbanized Area (2010)",61807.0,,775.0,,45694
88084,"Topeka, KS Urbanized Area (2010)",149932.0,,921.0,,88084
68106,"Paw Paw Lake--Hartford, MI Urban Cluster (2010)",11740.0,,520.0,,68106
72154,"Presque Isle, ME Urban Cluster (2010)",5957.0,,450.0,,72154
09460,"Box Elder, SD Urban Cluster (2010)",9196.0,,426.0,,09460
17514,"Clearlake Riviera, CA Urban Cluster (2010)",3412.0,,621.0,,17514
20881,"Crawfordsville, IN Urban Cluster (2010)",17782.0,,362.0,,20881
21313,"Cross City, FL Urban Cluster (2010)",3765.0,,418.0,,21313
65566,"Oostburg, WI Urban Cluster (2010)",2891.0,,57.0,,65566
04357,"Austin, MN Urban Cluster (2010)",25238.0,,132.0,,04357
64378,"Oak Harbor, WA Urban Cluster (2010)",34512.0,,756.0,,64378
69292,"Pierre, SD Urban Cluster (2010)",15020.0,,300.0,,69292
02575,"Anna, IL Urban Cluster (2010)",5778.0,,204.0,,02575
04303,"Aurora, NE Urban Cluster (2010)",4395.0,,69.0,,04303
90122,"Van, TX Urban Cluster (2010)",2665.0,,270.0,,90122
63946,"North Wilkesboro--Wilkesboro, NC Urban Cluster (2010)",17720.0,,1017.0,,63946
56386,"Mescalero Park, TX Urban Cluster (2010)",2630.0,,682.0,,56386
89164,"Tuskegee, AL Urban Cluster (2010)",8312.0,,289.0,,89164
20314,"Corry, PA Urban Cluster (2010)",6621.0,,202.0,,20314
22285,"Daphne--Fairhope, AL Urbanized Area (2010)",66651.0,,2107.0,,22285
07057,"Benton, KY Urban Cluster (2010)",4431.0,,53.0,,07057
22079,"Dalton, OH Urban Cluster (2010)",2257.0,,285.0,,22079
96350,"Winneconne, WI Urban Cluster (2010)",3688.0,,224.0,,96350
36892,"Harlingen, TX Urbanized Area (2010)",137590.0,,2140.0,,36892
65971,"Orrville, OH Urban Cluster (2010)",8502.0,,178.0,,65971
44560,"Keokuk, IA--IL Urban Cluster (2010)",13231.0,,181.0,,44560
10810,"Brookville, PA Urban Cluster (2010)",4511.0,,109.0,,10810
18235,"Clyde, OH Urban Cluster (2010)",5984.0,,312.0,,18235
72640,"Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster (2010)",28373.0,,1583.0,,72640
74449,"Richgrove, CA Urban Cluster (2010)",2611.0,,273.0,,74449
17506,"Clear Lake, IA Urban Cluster (2010)",7951.0,,276.0,,17506
21610,"Cuero, TX Urban Cluster (2010)",8284.0,,69.0,,21610
09109,"Booneville, MS Urban Cluster (2010)",6226.0,,585.0,,09109
51026,"Lolo, MT Urban Cluster (2010)",2747.0,,637.0,,51026
80713,"Sevierville, TN Urban Cluster (2010)",24136.0,,727.0,,80713
12187,"Cadiz, KY Urban Cluster (2010)",2988.0,,200.0,,12187
21232,"Crookston, MN Urban Cluster (2010)",7567.0,,267.0,,21232
31168,"Fowlerville, MI Urban Cluster (2010)",3824.0,,279.0,,31168
47989,"Las Vegas, NM Urban Cluster (2010)",14942.0,,599.0,,47989
51958,"Ludington, MI Urban Cluster (2010)",11093.0,,286.0,,51958
10162,"Bridgeport--Stamford, CT--NY Urbanized Area (2010)",947014.0,,1622.0,,10162
11782,"Burlington, WI Urban Cluster (2010)",23852.0,,654.0,,11782
94213,"West Liberty, IA Urban Cluster (2010)",3700.0,,43.0,,94213
47611,"Lancaster--Palmdale, CA Urbanized Area (2010)",350923.0,,1902.0,,47611
39416,"Holiday Shores, IL Urban Cluster (2010)",2467.0,,358.0,,39416
88678,"Truth or Consequences, NM Urban Cluster (2010)",7383.0,,309.0,,88678
22987,"Delano, CA Urbanized Area (2010)",53980.0,,699.0,,22987
94870,"Whiteman AFB, MO Urban Cluster (2010)",6716.0,,514.0,,94870
47233,"Lake Wildwood, CA Urban Cluster (2010)",7085.0,,642.0,,47233
51904,"Lucasville, OH Urban Cluster (2010)",2987.0,,298.0,,51904
40024,"Hope, AR Urban Cluster (2010)",9531.0,,286.0,,40024
15454,"Charleston, MO Urban Cluster (2010)",5715.0,,154.0,,15454
66322,"Ottawa, KS Urban Cluster (2010)",12240.0,,59.0,,66322
60463,"Mount Vernon, OH Urban Cluster (2010)",21740.0,,430.0,,60463
90001,"Valentine, NE Urban Cluster (2010)",2777.0,,21.0,,90001
88732,"Tucson, AZ Urbanized Area (2010)",868014.0,,2388.0,,88732
05545,"Batesville, AR Urban Cluster (2010)",11438.0,,597.0,,05545
52341,"Lytle, TX Urban Cluster (2010)",3720.0,,738.0,,52341
62893,"Newport, TN Urban Cluster (2010)",11293.0,,946.0,,62893
44182,"Kearney, NE Urban Cluster (2010)",32824.0,,321.0,,44182
34327,"Grand Rapids, MN Urban Cluster (2010)",9721.0,,451.0,,34327
66808,"Page, AZ Urban Cluster (2010)",7298.0,,265.0,,66808
51121,"London, OH Urban Cluster (2010)",14377.0,,268.0,,51121
33787,"Goldendale, WA Urban Cluster (2010)",3258.0,,236.0,,33787
64660,"Ocean Pines, MD--DE Urban Cluster (2010)",34449.0,,784.0,,64660
32734,"Gaylord, MI Urban Cluster (2010)",8384.0,,476.0,,32734
80281,"Sealy, TX Urban Cluster (2010)",5953.0,,202.0,,80281
97453,"Wytheville, VA Urban Cluster (2010)",7066.0,,201.0,,97453
40834,"Huron, CA Urban Cluster (2010)",7019.0,,18.0,,40834
60546,"Muldrow--Roland, OK Urban Cluster (2010)",6232.0,,279.0,,60546
20530,"Cottonport, LA Urban Cluster (2010)",2940.0,,376.0,,20530
21745,"Cumberland, MD--WV--PA Urbanized Area (2010)",49835.0,,731.0,,21745
41536,"Ionia, MI Urban Cluster (2010)",14536.0,,387.0,,41536
67051,"Palatka, FL Urban Cluster (2010)",23725.0,,1124.0,,67051
09600,"Braidwood--Coal City--Wilmington, IL Urban Cluster (2010)",22601.0,,386.0,,09600
79714,"Sault Ste. Marie, MI Urban Cluster (2010)",12902.0,,308.0,,79714
35299,"Greenville, IL Urban Cluster (2010)",6557.0,,230.0,,35299
40699,"Huntingdon, PA Urban Cluster (2010)",11638.0,,301.0,,40699
89272,"Two Harbors, MN Urban Cluster (2010)",3290.0,,131.0,,89272
11512,"Bunkie, LA Urban Cluster (2010)",3776.0,,241.0,,11512
97119,"Woodstock, AL Urban Cluster (2010)",4404.0,,709.0,,97119
26173,"Edgerton, WI Urban Cluster (2010)",7383.0,,392.0,,26173
19369,"Colville, WA Urban Cluster (2010)",5241.0,,178.0,,19369
60382,"Mount Vernon, IA Urban Cluster (2010)",6560.0,,363.0,,60382
61462,"Needville, TX Urban Cluster (2010)",2889.0,,78.0,,61462
01360,"Algoma, WI Urban Cluster (2010)",3032.0,,43.0,,01360
05275,"Barrow, AK Urban Cluster (2010)",3986.0,,190.0,,05275
24040,"Diamondhead, MS Urban Cluster (2010)",7690.0,,237.0,,24040
18343,"Cobleskill, NY Urban Cluster (2010)",5273.0,,329.0,,18343
70280,"Plumas Lake, CA Urban Cluster (2010)",6622.0,,850.0,,70280
10864,"Browning, MT Urban Cluster (2010)",4448.0,,417.0,,10864
77689,"St. Johnsbury, VT Urban Cluster (2010)",4976.0,,328.0,,77689
32626,"Garnett, KS Urban Cluster (2010)",3211.0,,125.0,,32626
23905,"Devine, TX Urban Cluster (2010)",5967.0,,720.0,,23905
97885,"Yountville, CA Urban Cluster (2010)",2982.0,,18.0,,97885
32599,"Garner, IA Urban Cluster (2010)",3059.0,,40.0,,32599
85249,"Stuarts Draft, VA Urban Cluster (2010)",8303.0,,597.0,,85249
09271,"Boston, MA--NH--RI Urbanized Area (2010)",4420143.0,,3102.0,,09271
70777,"Poplar, MT Urban Cluster (2010)",2929.0,,325.0,,70777
58330,"Monroe, LA Urbanized Area (2010)",116143.0,,1658.0,,58330
65338,"Onalaska, TX Urban Cluster (2010)",4605.0,,353.0,,65338
82117,"Silverton, OR Urban Cluster (2010)",9907.0,,470.0,,82117
12376,"Caledonia, MN Urban Cluster (2010)",2626.0,,91.0,,12376
89177,"Tuttle, OK Urban Cluster (2010)",2637.0,,346.0,,89177
45802,"Kutztown, PA Urban Cluster (2010)",9867.0,,439.0,,45802
04762,"Baldwin, WI Urban Cluster (2010)",5915.0,,196.0,,04762
83251,"South Haven, MI Urban Cluster (2010)",5750.0,,287.0,,83251
40645,"Humboldt, TN Urban Cluster (2010)",8389.0,,299.0,,40645
57304,"Millersburg, PA Urban Cluster (2010)",4394.0,,272.0,,57304
10378,"Bristow, OK Urban Cluster (2010)",4023.0,,75.0,,10378
67969,"Pawhuska, OK Urban Cluster (2010)",3449.0,,218.0,,67969
85681,"Summit Park, UT Urban Cluster (2010)",6702.0,,467.0,,85681
74989,"Rincon, GA Urban Cluster (2010)",12864.0,,574.0,,74989
57395,"Milton, DE Urban Cluster (2010)",2505.0,,147.0,,57395
86221,"Sylvania, GA Urban Cluster (2010)",3349.0,,429.0,,86221
98047,"Yuma, CO Urban Cluster (2010)",3534.0,,62.0,,98047
67537,"Paris, TN Urban Cluster (2010)",9824.0,,421.0,,67537
85492,"Sullivan City, TX Urban Cluster (2010)",5468.0,,1083.0,,85492
30817,"Fort Morgan, CO Urban Cluster (2010)",13283.0,,367.0,,30817
66592,"Oxford, NC Urban Cluster (2010)",9240.0,,303.0,,66592
27037,"Ellijay, GA Urban Cluster (2010)",5044.0,,703.0,,27037
43615,"Kahului, HI Urbanized Area (2010)",63994.0,,1807.0,,43615
25025,"Dunlap, TN Urban Cluster (2010)",4089.0,,552.0,,25025
74260,"Rexburg, ID Urban Cluster (2010)",28420.0,,468.0,,74260
63892,"North Webster, IN Urban Cluster (2010)",3580.0,,277.0,,63892
48340,"Lawrenceville, IL Urban Cluster (2010)",7049.0,,263.0,,48340
41941,"Itta Bena, MS Urban Cluster (2010)",3189.0,,357.0,,41941
57790,"Mitchell, IN Urban Cluster (2010)",3872.0,,500.0,,57790
82306,"Sitka, AK Urban Cluster (2010)",6571.0,,281.0,,82306
03520,"Aspen, CO Urban Cluster (2010)",8560.0,,381.0,,03520
95634,"Williston, FL Urban Cluster (2010)",3125.0,,249.0,,95634
72829,"Purcell, OK Urban Cluster (2010)",7429.0,,446.0,,72829
14023,"Carrollton, GA Urban Cluster (2010)",45231.0,,1458.0,,14023
17695,"Cleveland, OK Urban Cluster (2010)",3086.0,,54.0,,17695
25984,"Eaton Rapids, MI Urban Cluster (2010)",5367.0,,125.0,,25984
75475,"Roaring Spring, PA Urban Cluster (2010)",6457.0,,516.0,,75475
01549,"Alliance, OH Urban Cluster (2010)",31288.0,,439.0,,01549
09784,"Brazoria, TX Urban Cluster (2010)",3544.0,,310.0,,09784
78850,"Sanford, ME Urban Cluster (2010)",13887.0,,598.0,,78850
69940,"Plainview, MN Urban Cluster (2010)",3270.0,,31.0,,69940
46639,"Lake Conroe Eastshore, TX Urban Cluster (2010)",10579.0,,1287.0,,46639
40888,"Hurricane, UT Urban Cluster (2010)",17375.0,,666.0,,40888
91135,"Wagoner, OK Urban Cluster (2010)",8509.0,,134.0,,91135
66060,"Osage Beach, MO Urban Cluster (2010)",3833.0,,691.0,,66060
58060,"Momence, IL Urban Cluster (2010)",3343.0,,406.0,,58060
79768,"Savannah, GA Urbanized Area (2010)",283429.0,,1428.0,,79768
30196,"Folkston, GA Urban Cluster (2010)",5494.0,,603.0,,30196
48664,"Lebanon, PA Urbanized Area (2010)",79363.0,,902.0,,48664
43237,"Johnston City, IL Urban Cluster (2010)",3621.0,,78.0,,43237
26875,"Elkins, WV Urban Cluster (2010)",10721.0,,421.0,,26875
96697,"Winter Haven, FL Urbanized Area (2010)",222172.0,,3433.0,,96697
37837,"Hazard, KY Urban Cluster (2010)",6950.0,,439.0,,37837
89839,"Uvalde, TX Urban Cluster (2010)",18553.0,,832.0,,89839
97480,"Yadkinville, NC Urban Cluster (2010)",3258.0,,263.0,,97480
68572,"Perham, MN Urban Cluster (2010)",3231.0,,171.0,,68572
81928,"Sikeston, MO Urban Cluster (2010)",16702.0,,335.0,,81928
89263,"Twin Rivers--Hightstown, NJ Urbanized Area (2010)",66811.0,,749.0,,89263
56845,"Middletown, DE Urban Cluster (2010)",32132.0,,1218.0,,56845
05221,"Barre--Montpelier, VT Urban Cluster (2010)",20895.0,,413.0,,05221
11040,"Brunswick, ME Urban Cluster (2010)",28604.0,,649.0,,11040
79093,"San Juan, PR Urbanized Area (2010)",1961121.0,,2835.0,,79093
23662,"DeRidder, LA Urban Cluster (2010)",14168.0,,637.0,,23662
56818,"Middlesborough, KY--TN--VA Urban Cluster (2010)",14104.0,,402.0,,56818
83008,"Sonoma, CA Urban Cluster (2010)",33604.0,,1168.0,,83008
69400,"Pilot Point, TX Urban Cluster (2010)",3822.0,,297.0,,69400
82765,"Soda Springs, ID Urban Cluster (2010)",2817.0,,116.0,,82765
21097,"Crete, NE Urban Cluster (2010)",6920.0,,193.0,,21097
22231,"Danville, KY Urban Cluster (2010)",18958.0,,435.0,,22231
70399,"Pocahontas, AR Urban Cluster (2010)",5447.0,,348.0,,70399
64864,"Odessa, TX Urbanized Area (2010)",141621.0,,1644.0,,64864
68077,"Paw Paw, MI Urban Cluster (2010)",8475.0,,530.0,,68077
30493,"Forsyth, GA Urban Cluster (2010)",3996.0,,443.0,,30493
06076,"Beaver, UT Urban Cluster (2010)",2604.0,,191.0,,06076
87895,"Toledo, OR Urban Cluster (2010)",3603.0,,55.0,,87895
60176,"Mount Pleasant, UT Urban Cluster (2010)",3285.0,,68.0,,60176
27577,"Emporium, PA Urban Cluster (2010)",2687.0,,144.0,,27577
02581,"Anna, TX Urban Cluster (2010)",14477.0,,644.0,,02581
97426,"Wynne, AR Urban Cluster (2010)",7293.0,,286.0,,97426
12943,"Camden, ME Urban Cluster (2010)",4034.0,,400.0,,12943
04549,"Avondale--Goodyear, AZ Urbanized Area (2010)",226202.0,,2469.0,,04549
80956,"Shallowater, TX Urban Cluster (2010)",2992.0,,320.0,,80956
50392,"Little Rock, AR Urbanized Area (2010)",448274.0,,2224.0,,50392
89596,"Union Grove, WI Urban Cluster (2010)",6971.0,,331.0,,89596
42373,"Jacksonville, IL Urban Cluster (2010)",21996.0,,135.0,,42373
46207,"La Grande, OR Urban Cluster (2010)",14816.0,,244.0,,46207
76771,"Rushville, IL Urban Cluster (2010)",2833.0,,257.0,,76771
39943,"Hooks, TX Urban Cluster (2010)",2929.0,,80.0,,39943
69049,"Philadelphia, MS Urban Cluster (2010)",7660.0,,288.0,,69049
81901,"Sierra Vista, AZ Urbanized Area (2010)",50771.0,,761.0,,81901
91216,"Waikoloa Village, HI Urban Cluster (2010)",4745.0,,808.0,,91216
70669,"Pontiac, IL Urban Cluster (2010)",11961.0,,239.0,,70669
01603,"Alma, GA Urban Cluster (2010)",3702.0,,288.0,,01603
08623,"Blythe, CA--AZ Urban Cluster (2010)",13180.0,,567.0,,08623
93592,"Weirton--Steubenville, WV--OH--PA Urbanized Area (2010)",68825.0,,922.0,,93592
31924,"Front Royal, VA Urban Cluster (2010)",19749.0,,608.0,,31924
77095,"Safford, AZ Urban Cluster (2010)",19345.0,,561.0,,77095
55414,"Mason City, IA Urban Cluster (2010)",26451.0,,337.0,,55414
73153,"Racine, WI Urbanized Area (2010)",132618.0,,717.0,,73153
00847,"Alamosa, CO Urban Cluster (2010)",10786.0,,349.0,,00847
10540,"Broken Bow, OK Urban Cluster (2010)",3952.0,,205.0,,10540
25417,"Eagle Grove, IA Urban Cluster (2010)",3068.0,,125.0,,25417
49339,"Lewiston, ME Urbanized Area (2010)",57880.0,,1103.0,,49339
25768,"East Palestine, OH Urban Cluster (2010)",4763.0,,256.0,,25768
94375,"West Plains, MO Urban Cluster (2010)",11132.0,,419.0,,94375
37702,"Havre, MT Urban Cluster (2010)",9826.0,,81.0,,37702
68900,"Peterborough, NH Urban Cluster (2010)",3369.0,,449.0,,68900
02825,"Arbuckle, CA Urban Cluster (2010)",3256.0,,421.0,,02825
80335,"Seaside, OR Urban Cluster (2010)",8825.0,,259.0,,80335
25598,"East Aurora, NY Urban Cluster (2010)",9093.0,,444.0,,25598
93871,"Wendell, ID Urban Cluster (2010)",2497.0,,156.0,,93871
40591,"Hugoton, KS Urban Cluster (2010)",3963.0,,254.0,,40591
07327,"Berryville, VA Urban Cluster (2010)",4557.0,,222.0,,07327
85303,"Sturgis, MI Urban Cluster (2010)",12987.0,,299.0,,85303
45761,"Krum, TX Urban Cluster (2010)",4757.0,,300.0,,45761
22879,"Defiance, OH Urban Cluster (2010)",18057.0,,411.0,,22879
44911,"Kihei, HI Urban Cluster (2010)",26566.0,,1117.0,,44911
01846,"Altus, OK Urban Cluster (2010)",18938.0,,192.0,,01846
78067,"Salamanca, NY Urban Cluster (2010)",5355.0,,102.0,,78067
50662,"Livingston, TX Urban Cluster (2010)",5143.0,,335.0,,50662
17155,"Clarinda, IA Urban Cluster (2010)",5106.0,,132.0,,17155
97399,"Wurtsboro, NY Urban Cluster (2010)",3845.0,,555.0,,97399
