geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,state legislative district (lower chamber)
02026,"State House District 26 (2018), Alaska",18468.0,,873.0,,02,026
02027,"State House District 27 (2018), Alaska",18496.0,,922.0,,02,027
02028,"State House District 28 (2018), Alaska",17347.0,,705.0,,02,028
02029,"State House District 29 (2018), Alaska",18397.0,,777.0,,02,029
02030,"State House District 30 (2018), Alaska",19618.0,,775.0,,02,030
02031,"State House District 31 (2018), Alaska",18792.0,,758.0,,02,031
02032,"State House District 32 (2018), Alaska",18940.0,,299.0,,02,032
02033,"State House District 33 (2018), Alaska",18287.0,,606.0,,02,033
02034,"State House District 34 (2018), Alaska",18085.0,,593.0,,02,034
02035,"State House District 35 (2018), Alaska",18120.0,,175.0,,02,035
02036,"State House District 36 (2018), Alaska",18304.0,,134.0,,02,036
02037,"State House District 37 (2018), Alaska",17546.0,,355.0,,02,037
02038,"State House District 38 (2018), Alaska",18504.0,,86.0,,02,038
02039,"State House District 39 (2018), Alaska",19118.0,,106.0,,02,039
02040,"State House District 40 (2018), Alaska",18017.0,,115.0,,02,040
02001,"State House District 1 (2018), Alaska",17062.0,,611.0,,02,001
02002,"State House District 2 (2018), Alaska",17791.0,,1000.0,,02,002
02003,"State House District 3 (2018), Alaska",18788.0,,1124.0,,02,003
02004,"State House District 4 (2018), Alaska",19472.0,,1238.0,,02,004
02005,"State House District 5 (2018), Alaska",17459.0,,1124.0,,02,005
02006,"State House District 6 (2018), Alaska",17284.0,,1306.0,,02,006
02007,"State House District 7 (2018), Alaska",22283.0,,806.0,,02,007
02008,"State House District 8 (2018), Alaska",18145.0,,1017.0,,02,008
02009,"State House District 9 (2018), Alaska",19036.0,,735.0,,02,009
02010,"State House District 10 (2018), Alaska",19880.0,,719.0,,02,010
02011,"State House District 11 (2018), Alaska",21011.0,,574.0,,02,011
02012,"State House District 12 (2018), Alaska",19973.0,,833.0,,02,012
02013,"State House District 13 (2018), Alaska",19466.0,,1201.0,,02,013
02014,"State House District 14 (2018), Alaska",19314.0,,914.0,,02,014
02015,"State House District 15 (2018), Alaska",17858.0,,1073.0,,02,015
02016,"State House District 16 (2018), Alaska",17636.0,,1344.0,,02,016
02017,"State House District 17 (2018), Alaska",17913.0,,1197.0,,02,017
04003,"State House District 3 (2018), Arizona",215660.0,,3137.0,,04,003
04001,"State House District 1 (2018), Arizona",231829.0,,2410.0,,04,001
04002,"State House District 2 (2018), Arizona",211905.0,,2377.0,,04,002
04004,"State House District 4 (2018), Arizona",216706.0,,2894.0,,04,004
04005,"State House District 5 (2018), Arizona",224856.0,,249.0,,04,005
04006,"State House District 6 (2018), Arizona",223969.0,,2281.0,,04,006
04007,"State House District 7 (2018), Arizona",204666.0,,1838.0,,04,007
04008,"State House District 8 (2018), Arizona",227757.0,,2673.0,,04,008
04009,"State House District 9 (2018), Arizona",214046.0,,2439.0,,04,009
04010,"State House District 10 (2018), Arizona",211949.0,,3055.0,,04,010
04011,"State House District 11 (2018), Arizona",235634.0,,2565.0,,04,011
04012,"State House District 12 (2018), Arizona",263664.0,,1515.0,,04,012
04013,"State House District 13 (2018), Arizona",247927.0,,2678.0,,04,013
04014,"State House District 14 (2018), Arizona",220225.0,,1212.0,,04,014
04015,"State House District 15 (2018), Arizona",233313.0,,2911.0,,04,015
04016,"State House District 16 (2018), Arizona",253114.0,,3894.0,,04,016
04017,"State House District 17 (2018), Arizona",230762.0,,1880.0,,04,017
04018,"State House District 18 (2018), Arizona",235086.0,,2926.0,,04,018
04019,"State House District 19 (2018), Arizona",247419.0,,3060.0,,04,019
04020,"State House District 20 (2018), Arizona",237220.0,,3401.0,,04,020
04021,"State House District 21 (2018), Arizona",228086.0,,2031.0,,04,021
04022,"State House District 22 (2018), Arizona",240808.0,,2060.0,,04,022
04023,"State House District 23 (2018), Arizona",236716.0,,1741.0,,04,023
04024,"State House District 24 (2018), Arizona",230206.0,,3938.0,,04,024
04025,"State House District 25 (2018), Arizona",245560.0,,2373.0,,04,025
04026,"State House District 26 (2018), Arizona",240931.0,,2701.0,,04,026
04027,"State House District 27 (2018), Arizona",229588.0,,3657.0,,04,027
04028,"State House District 28 (2018), Arizona",234609.0,,2757.0,,04,028
04029,"State House District 29 (2018), Arizona",247936.0,,2790.0,,04,029
04030,"State House District 30 (2018), Arizona",224538.0,,4063.0,,04,030
05009,"State House District 9 (2018), Arkansas",28996.0,,615.0,,05,009
05010,"State House District 10 (2018), Arkansas",25737.0,,952.0,,05,010
05011,"State House District 11 (2018), Arkansas",25803.0,,387.0,,05,011
05012,"State House District 12 (2018), Arkansas",27883.0,,650.0,,05,012
05013,"State House District 13 (2018), Arkansas",27146.0,,816.0,,05,013
05014,"State House District 14 (2018), Arkansas",29222.0,,924.0,,05,014
05015,"State House District 15 (2018), Arkansas",29392.0,,910.0,,05,015
05016,"State House District 16 (2018), Arkansas",28328.0,,979.0,,05,016
05017,"State House District 17 (2018), Arkansas",24180.0,,825.0,,05,017
05018,"State House District 18 (2018), Arkansas",28561.0,,1016.0,,05,018
05019,"State House District 19 (2018), Arkansas",27200.0,,538.0,,05,019
05020,"State House District 20 (2018), Arkansas",27395.0,,620.0,,05,020
05021,"State House District 21 (2018), Arkansas",27711.0,,1187.0,,05,021
05022,"State House District 22 (2018), Arkansas",29602.0,,1336.0,,05,022
05023,"State House District 23 (2018), Arkansas",34008.0,,1420.0,,05,023
05024,"State House District 24 (2018), Arkansas",30852.0,,1638.0,,05,024
05025,"State House District 25 (2018), Arkansas",30347.0,,1173.0,,05,025
05026,"State House District 26 (2018), Arkansas",29301.0,,1049.0,,05,026
05027,"State House District 27 (2018), Arkansas",31800.0,,1161.0,,05,027
05028,"State House District 28 (2018), Arkansas",30441.0,,1079.0,,05,028
05029,"State House District 29 (2018), Arkansas",29325.0,,1864.0,,05,029
05033,"State House District 33 (2018), Arkansas",29047.0,,1222.0,,05,033
05030,"State House District 30 (2018), Arkansas",31746.0,,1796.0,,05,030
05031,"State House District 31 (2018), Arkansas",35833.0,,1643.0,,05,031
05032,"State House District 32 (2018), Arkansas",30082.0,,1243.0,,05,032
05034,"State House District 34 (2018), Arkansas",25713.0,,1423.0,,05,034
05035,"State House District 35 (2018), Arkansas",29563.0,,1161.0,,05,035
05036,"State House District 36 (2018), Arkansas",28273.0,,1533.0,,05,036
05037,"State House District 37 (2018), Arkansas",28810.0,,1690.0,,05,037
05038,"State House District 38 (2018), Arkansas",30270.0,,1617.0,,05,038
05039,"State House District 39 (2018), Arkansas",32557.0,,1466.0,,05,039
05040,"State House District 40 (2018), Arkansas",31325.0,,1335.0,,05,040
05041,"State House District 41 (2018), Arkansas",30940.0,,940.0,,05,041
05042,"State House District 42 (2018), Arkansas",29284.0,,929.0,,05,042
05043,"State House District 43 (2018), Arkansas",30770.0,,954.0,,05,043
05044,"State House District 44 (2018), Arkansas",33258.0,,1479.0,,05,044
05045,"State House District 45 (2018), Arkansas",28908.0,,864.0,,05,045
05046,"State House District 46 (2018), Arkansas",29563.0,,685.0,,05,046
05047,"State House District 47 (2018), Arkansas",26717.0,,745.0,,05,047
05048,"State House District 48 (2018), Arkansas",27157.0,,787.0,,05,048
05049,"State House District 49 (2018), Arkansas",27111.0,,837.0,,05,049
05050,"State House District 50 (2018), Arkansas",26417.0,,836.0,,05,050
05051,"State House District 51 (2018), Arkansas",27366.0,,730.0,,05,051
05052,"State House District 52 (2018), Arkansas",30802.0,,1132.0,,05,052
05053,"State House District 53 (2018), Arkansas",31748.0,,1306.0,,05,053
05054,"State House District 54 (2018), Arkansas",28694.0,,876.0,,05,054
05055,"State House District 55 (2018), Arkansas",25647.0,,807.0,,05,055
05056,"State House District 56 (2018), Arkansas",27782.0,,755.0,,05,056
05057,"State House District 57 (2018), Arkansas",31766.0,,632.0,,05,057
05058,"State House District 58 (2018), Arkansas",32374.0,,1214.0,,05,058
05059,"State House District 59 (2018), Arkansas",31925.0,,1180.0,,05,059
05060,"State House District 60 (2018), Arkansas",27906.0,,1019.0,,05,060
05061,"State House District 61 (2018), Arkansas",28641.0,,605.0,,05,061
05062,"State House District 62 (2018), Arkansas",29681.0,,863.0,,05,062
05063,"State House District 63 (2018), Arkansas",29958.0,,743.0,,05,063
05064,"State House District 64 (2018), Arkansas",28106.0,,984.0,,05,064
05065,"State House District 65 (2018), Arkansas",28313.0,,412.0,,05,065
05066,"State House District 66 (2018), Arkansas",27978.0,,953.0,,05,066
05067,"State House District 67 (2018), Arkansas",31906.0,,1373.0,,05,067
05068,"State House District 68 (2018), Arkansas",31144.0,,814.0,,05,068
05069,"State House District 69 (2018), Arkansas",29648.0,,451.0,,05,069
05070,"State House District 70 (2018), Arkansas",34574.0,,1104.0,,05,070
05071,"State House District 71 (2018), Arkansas",30490.0,,402.0,,05,071
05072,"State House District 72 (2018), Arkansas",29884.0,,1060.0,,05,072
05073,"State House District 73 (2018), Arkansas",27580.0,,480.0,,05,073
05074,"State House District 74 (2018), Arkansas",29541.0,,894.0,,05,074
05075,"State House District 75 (2018), Arkansas",30023.0,,982.0,,05,075
05076,"State House District 76 (2018), Arkansas",30670.0,,1305.0,,05,076
05077,"State House District 77 (2018), Arkansas",28747.0,,1219.0,,05,077
05078,"State House District 78 (2018), Arkansas",28246.0,,1457.0,,05,078
05079,"State House District 79 (2018), Arkansas",30397.0,,871.0,,05,079
05080,"State House District 80 (2018), Arkansas",30249.0,,1357.0,,05,080
05081,"State House District 81 (2018), Arkansas",29224.0,,1403.0,,05,081
05085,"State House District 85 (2018), Arkansas",32398.0,,1461.0,,05,085
05082,"State House District 82 (2018), Arkansas",28394.0,,624.0,,05,082
05083,"State House District 83 (2018), Arkansas",27559.0,,919.0,,05,083
05084,"State House District 84 (2018), Arkansas",33348.0,,1524.0,,05,084
05086,"State House District 86 (2018), Arkansas",35524.0,,1436.0,,05,086
05087,"State House District 87 (2018), Arkansas",34427.0,,1378.0,,05,087
05088,"State House District 88 (2018), Arkansas",30912.0,,1469.0,,05,088
05089,"State House District 89 (2018), Arkansas",33270.0,,1452.0,,05,089
05090,"State House District 90 (2018), Arkansas",37124.0,,821.0,,05,090
05091,"State House District 91 (2018), Arkansas",37897.0,,1393.0,,05,091
05092,"State House District 92 (2018), Arkansas",32733.0,,1175.0,,05,092
05093,"State House District 93 (2018), Arkansas",36909.0,,935.0,,05,093
05094,"State House District 94 (2018), Arkansas",32018.0,,938.0,,05,094
05095,"State House District 95 (2018), Arkansas",32185.0,,968.0,,05,095
05096,"State House District 96 (2018), Arkansas",31647.0,,1154.0,,05,096
05097,"State House District 97 (2018), Arkansas",33168.0,,1378.0,,05,097
05098,"State House District 98 (2018), Arkansas",29479.0,,885.0,,05,098
05099,"State House District 99 (2018), Arkansas",29032.0,,756.0,,05,099
05100,"State House District 100 (2018), Arkansas",29600.0,,590.0,,05,100
05001,"State House District 1 (2018), Arkansas",29488.0,,503.0,,05,001
05002,"State House District 2 (2018), Arkansas",30674.0,,915.0,,05,002
05003,"State House District 3 (2018), Arkansas",28245.0,,424.0,,05,003
05004,"State House District 4 (2018), Arkansas",28742.0,,484.0,,05,004
05005,"State House District 5 (2018), Arkansas",26032.0,,1138.0,,05,005
05006,"State House District 6 (2018), Arkansas",30433.0,,1089.0,,05,006
05007,"State House District 7 (2018), Arkansas",24594.0,,937.0,,05,007
05008,"State House District 8 (2018), Arkansas",27255.0,,758.0,,05,008
06001,"Assembly District 1 (2018), California",459954.0,,1540.0,,06,001
06002,"Assembly District 2 (2018), California",467191.0,,2014.0,,06,002
06003,"Assembly District 3 (2018), California",479592.0,,969.0,,06,003
06004,"Assembly District 4 (2018), California",483359.0,,1667.0,,06,004
06005,"Assembly District 5 (2018), California",465922.0,,1512.0,,06,005
06006,"Assembly District 6 (2018), California",512019.0,,2132.0,,06,006
06007,"Assembly District 7 (2018), California",493508.0,,2961.0,,06,007
06008,"Assembly District 8 (2018), California",495554.0,,2591.0,,06,008
06009,"Assembly District 9 (2018), California",501155.0,,3211.0,,06,009
06010,"Assembly District 10 (2018), California",484370.0,,1770.0,,06,010
06011,"Assembly District 11 (2018), California",508092.0,,1471.0,,06,011
06012,"Assembly District 12 (2018), California",494223.0,,2818.0,,06,012
06013,"Assembly District 13 (2018), California",491028.0,,1374.0,,06,013
06014,"Assembly District 14 (2018), California",500176.0,,1982.0,,06,014
06015,"Assembly District 15 (2018), California",499974.0,,2049.0,,06,015
06016,"Assembly District 16 (2018), California",515921.0,,1717.0,,06,016
06017,"Assembly District 17 (2018), California",499835.0,,2879.0,,06,017
06018,"Assembly District 18 (2018), California",504789.0,,1571.0,,06,018
06019,"Assembly District 19 (2018), California",506027.0,,3273.0,,06,019
06020,"Assembly District 20 (2018), California",497959.0,,1434.0,,06,020
06021,"Assembly District 21 (2018), California",481560.0,,2305.0,,06,021
06022,"Assembly District 22 (2018), California",497310.0,,1233.0,,06,022
06023,"Assembly District 23 (2018), California",508249.0,,3341.0,,06,023
06024,"Assembly District 24 (2018), California",498161.0,,1386.0,,06,024
06025,"Assembly District 25 (2018), California",516043.0,,2759.0,,06,025
06029,"Assembly District 29 (2018), California",488603.0,,2712.0,,06,029
06026,"Assembly District 26 (2018), California",486756.0,,1414.0,,06,026
06027,"Assembly District 27 (2018), California",497453.0,,2865.0,,06,027
06028,"Assembly District 28 (2018), California",488833.0,,2909.0,,06,028
06030,"Assembly District 30 (2018), California",493042.0,,2204.0,,06,030
06031,"Assembly District 31 (2018), California",475642.0,,3315.0,,06,031
06032,"Assembly District 32 (2018), California",474823.0,,2908.0,,06,032
06033,"Assembly District 33 (2018), California",481414.0,,2758.0,,06,033
06034,"Assembly District 34 (2018), California",498947.0,,3407.0,,06,034
06035,"Assembly District 35 (2018), California",491482.0,,1109.0,,06,035
06036,"Assembly District 36 (2018), California",475346.0,,3380.0,,06,036
06037,"Assembly District 37 (2018), California",485903.0,,2499.0,,06,037
06038,"Assembly District 38 (2018), California",482885.0,,2277.0,,06,038
06039,"Assembly District 39 (2018), California",470097.0,,4211.0,,06,039
06040,"Assembly District 40 (2018), California",490327.0,,2855.0,,06,040
06041,"Assembly District 41 (2018), California",474128.0,,1750.0,,06,041
06042,"Assembly District 42 (2018), California",495881.0,,2491.0,,06,042
06043,"Assembly District 43 (2018), California",478024.0,,2542.0,,06,043
06044,"Assembly District 44 (2018), California",472948.0,,2107.0,,06,044
06045,"Assembly District 45 (2018), California",509213.0,,3541.0,,06,045
06046,"Assembly District 46 (2018), California",494590.0,,3675.0,,06,046
06047,"Assembly District 47 (2018), California",494392.0,,2659.0,,06,047
06048,"Assembly District 48 (2018), California",474461.0,,3310.0,,06,048
06049,"Assembly District 49 (2018), California",471988.0,,2210.0,,06,049
06050,"Assembly District 50 (2018), California",480292.0,,3058.0,,06,050
06051,"Assembly District 51 (2018), California",470921.0,,3824.0,,06,051
06052,"Assembly District 52 (2018), California",494005.0,,1922.0,,06,052
06053,"Assembly District 53 (2018), California",483559.0,,3160.0,,06,053
06054,"Assembly District 54 (2018), California",477223.0,,3784.0,,06,054
06055,"Assembly District 55 (2018), California",478267.0,,1495.0,,06,055
06056,"Assembly District 56 (2018), California",475048.0,,2133.0,,06,056
06057,"Assembly District 57 (2018), California",478218.0,,3072.0,,06,057
06058,"Assembly District 58 (2018), California",473642.0,,1166.0,,06,058
06059,"Assembly District 59 (2018), California",484187.0,,4994.0,,06,059
06060,"Assembly District 60 (2018), California",510870.0,,3116.0,,06,060
06061,"Assembly District 61 (2018), California",501649.0,,3265.0,,06,061
06062,"Assembly District 62 (2018), California",477136.0,,2967.0,,06,062
06063,"Assembly District 63 (2018), California",467542.0,,1554.0,,06,063
06064,"Assembly District 64 (2018), California",489350.0,,3407.0,,06,064
06065,"Assembly District 65 (2018), California",476851.0,,2370.0,,06,065
06066,"Assembly District 66 (2018), California",474103.0,,2096.0,,06,066
06067,"Assembly District 67 (2018), California",531366.0,,3564.0,,06,067
06068,"Assembly District 68 (2018), California",503562.0,,3258.0,,06,068
06069,"Assembly District 69 (2018), California",481579.0,,2680.0,,06,069
06070,"Assembly District 70 (2018), California",476638.0,,2536.0,,06,070
06071,"Assembly District 71 (2018), California",486361.0,,4289.0,,06,071
06072,"Assembly District 72 (2018), California",484835.0,,2600.0,,06,072
06073,"Assembly District 73 (2018), California",484163.0,,1367.0,,06,073
06074,"Assembly District 74 (2018), California",503997.0,,2572.0,,06,074
06075,"Assembly District 75 (2018), California",506234.0,,3170.0,,06,075
06076,"Assembly District 76 (2018), California",496228.0,,2249.0,,06,076
06077,"Assembly District 77 (2018), California",511168.0,,3743.0,,06,077
06078,"Assembly District 78 (2018), California",480892.0,,4013.0,,06,078
06079,"Assembly District 79 (2018), California",522282.0,,4366.0,,06,079
06080,"Assembly District 80 (2018), California",477443.0,,3859.0,,06,080
08001,"State House District 1 (2018), Colorado",83816.0,,1993.0,,08,001
08002,"State House District 2 (2018), Colorado",83895.0,,1434.0,,08,002
08003,"State House District 3 (2018), Colorado",85026.0,,1048.0,,08,003
08004,"State House District 4 (2018), Colorado",83446.0,,1783.0,,08,004
08005,"State House District 5 (2018), Colorado",89142.0,,1970.0,,08,005
08006,"State House District 6 (2018), Colorado",84903.0,,1390.0,,08,006
08007,"State House District 7 (2018), Colorado",104915.0,,1788.0,,08,007
08008,"State House District 8 (2018), Colorado",84937.0,,1690.0,,08,008
08009,"State House District 9 (2018), Colorado",86627.0,,1522.0,,08,009
08010,"State House District 10 (2018), Colorado",83878.0,,1284.0,,08,010
08011,"State House District 11 (2018), Colorado",81592.0,,1165.0,,08,011
08012,"State House District 12 (2018), Colorado",83281.0,,1054.0,,08,012
08013,"State House District 13 (2018), Colorado",79764.0,,1184.0,,08,013
08014,"State House District 14 (2018), Colorado",89110.0,,1765.0,,08,014
08015,"State House District 15 (2018), Colorado",91978.0,,1996.0,,08,015
08016,"State House District 16 (2018), Colorado",84220.0,,1999.0,,08,016
08017,"State House District 17 (2018), Colorado",83485.0,,1897.0,,08,017
08018,"State House District 18 (2018), Colorado",82530.0,,1870.0,,08,018
08019,"State House District 19 (2018), Colorado",88606.0,,1442.0,,08,019
08020,"State House District 20 (2018), Colorado",80089.0,,1591.0,,08,020
08021,"State House District 21 (2018), Colorado",88135.0,,1207.0,,08,021
08022,"State House District 22 (2018), Colorado",78831.0,,1141.0,,08,022
08023,"State House District 23 (2018), Colorado",82132.0,,1347.0,,08,023
08024,"State House District 24 (2018), Colorado",81473.0,,1022.0,,08,024
08025,"State House District 25 (2018), Colorado",80251.0,,1101.0,,08,025
08026,"State House District 26 (2018), Colorado",79231.0,,-555555555.0,*****,08,026
08027,"State House District 27 (2018), Colorado",86851.0,,1184.0,,08,027
08028,"State House District 28 (2018), Colorado",82512.0,,1385.0,,08,028
08029,"State House District 29 (2018), Colorado",78098.0,,1088.0,,08,029
08030,"State House District 30 (2018), Colorado",92199.0,,1541.0,,08,030
08031,"State House District 31 (2018), Colorado",87684.0,,1525.0,,08,031
08032,"State House District 32 (2018), Colorado",85513.0,,1782.0,,08,032
08033,"State House District 33 (2018), Colorado",90416.0,,325.0,,08,033
08034,"State House District 34 (2018), Colorado",84301.0,,1231.0,,08,034
08035,"State House District 35 (2018), Colorado",84700.0,,934.0,,08,035
08036,"State House District 36 (2018), Colorado",89942.0,,1771.0,,08,036
08037,"State House District 37 (2018), Colorado",84575.0,,1065.0,,08,037
08038,"State House District 38 (2018), Colorado",86717.0,,1092.0,,08,038
08039,"State House District 39 (2018), Colorado",83508.0,,1208.0,,08,039
08040,"State House District 40 (2018), Colorado",80402.0,,1373.0,,08,040
08041,"State House District 41 (2018), Colorado",83035.0,,1537.0,,08,041
08042,"State House District 42 (2018), Colorado",83005.0,,1657.0,,08,042
08043,"State House District 43 (2018), Colorado",82028.0,,1033.0,,08,043
08044,"State House District 44 (2018), Colorado",94257.0,,962.0,,08,044
