,arrest_date,year,weekday,total
2844,2018-04-24,2018,Tuesday,10
2845,2018-04-25,2018,Wednesday,26
2846,2018-04-26,2018,Thursday,22
2847,2018-04-27,2018,Friday,3
2848,2018-04-28,2018,Saturday,1
2849,2018-04-29,2018,Sunday,3
2850,2018-04-30,2018,Monday,17
2851,2018-05-01,2018,Tuesday,12
2852,2018-05-02,2018,Wednesday,9
2853,2018-05-03,2018,Thursday,14
2854,2018-05-04,2018,Friday,3
2855,2018-05-05,2018,Saturday,7
2856,2018-05-06,2018,Sunday,7
2857,2018-05-07,2018,Monday,4
2858,2018-05-08,2018,Tuesday,20
2859,2018-05-09,2018,Wednesday,24
2860,2018-05-10,2018,Thursday,10
2861,2018-05-11,2018,Friday,25
2862,2018-05-12,2018,Saturday,6
2863,2018-05-13,2018,Sunday,22
2864,2018-05-14,2018,Monday,5
2865,2018-05-15,2018,Tuesday,42
2866,2018-05-16,2018,Wednesday,20
2867,2018-05-17,2018,Thursday,3
2868,2018-05-18,2018,Friday,13
2869,2018-05-19,2018,Saturday,5
2870,2018-05-20,2018,Sunday,3
2871,2018-05-21,2018,Monday,6
2872,2018-05-22,2018,Tuesday,21
2873,2018-05-23,2018,Wednesday,28
2874,2018-05-24,2018,Thursday,9
2875,2018-05-25,2018,Friday,12
2876,2018-05-26,2018,Saturday,10
2877,2018-05-27,2018,Sunday,5
2878,2018-05-28,2018,Monday,10
2879,2018-05-29,2018,Tuesday,18
2880,2018-05-30,2018,Wednesday,67
2881,2018-05-31,2018,Thursday,13
2882,2018-06-01,2018,Friday,8
2883,2018-06-02,2018,Saturday,6
2884,2018-06-04,2018,Monday,10
2885,2018-06-05,2018,Tuesday,21
2886,2018-06-06,2018,Wednesday,6
2887,2018-06-07,2018,Thursday,23
2888,2018-06-08,2018,Friday,29
2889,2018-06-09,2018,Saturday,4
2890,2018-06-11,2018,Monday,10
2891,2018-06-12,2018,Tuesday,9
2892,2018-06-13,2018,Wednesday,8
2893,2018-06-14,2018,Thursday,5
2894,2018-06-15,2018,Friday,16
2895,2018-06-16,2018,Saturday,20
2896,2018-06-17,2018,Sunday,1
2897,2018-06-19,2018,Tuesday,5
2898,2018-06-20,2018,Wednesday,12
2899,2018-06-21,2018,Thursday,6
2900,2018-06-22,2018,Friday,1
2901,2018-06-23,2018,Saturday,4
2902,2018-06-24,2018,Sunday,1
2903,2018-06-25,2018,Monday,13
2904,2018-06-26,2018,Tuesday,10
2905,2018-06-27,2018,Wednesday,11
2906,2018-06-28,2018,Thursday,12
2907,2018-06-29,2018,Friday,7
2908,2018-06-30,2018,Saturday,7
2909,2018-07-01,2018,Sunday,1
2910,2018-07-02,2018,Monday,7
2911,2018-07-03,2018,Tuesday,21
2912,2018-07-04,2018,Wednesday,24
2913,2018-07-05,2018,Thursday,3
2914,2018-07-06,2018,Friday,2
2915,2018-07-07,2018,Saturday,3
2916,2018-07-08,2018,Sunday,3
2917,2018-07-09,2018,Monday,8
2918,2018-07-10,2018,Tuesday,9
2919,2018-07-11,2018,Wednesday,16
2920,2018-07-12,2018,Thursday,10
2921,2018-07-13,2018,Friday,11
2922,2018-07-14,2018,Saturday,4
2923,2018-07-15,2018,Sunday,5
2924,2018-07-16,2018,Monday,14
2925,2018-07-17,2018,Tuesday,12
2926,2018-07-18,2018,Wednesday,23
2927,2018-07-19,2018,Thursday,10
2928,2018-07-20,2018,Friday,27
2929,2018-07-21,2018,Saturday,8
2930,2018-07-22,2018,Sunday,25
2931,2018-07-23,2018,Monday,7
2932,2018-07-24,2018,Tuesday,2
2933,2018-07-25,2018,Wednesday,9
2934,2018-07-26,2018,Thursday,17
2935,2018-07-27,2018,Friday,7
2936,2018-07-28,2018,Saturday,8
2937,2018-07-29,2018,Sunday,7
2938,2018-07-30,2018,Monday,12
2939,2018-07-31,2018,Tuesday,23
2940,2018-08-01,2018,Wednesday,32
2941,2018-08-02,2018,Thursday,10
2942,2018-08-03,2018,Friday,8
2943,2018-08-04,2018,Saturday,3
2944,2018-08-05,2018,Sunday,10
2945,2018-08-06,2018,Monday,9
2946,2018-08-07,2018,Tuesday,11
2947,2018-08-08,2018,Wednesday,9
2948,2018-08-09,2018,Thursday,13
2949,2018-08-10,2018,Friday,33
2950,2018-08-11,2018,Saturday,15
2951,2018-08-12,2018,Sunday,11
2952,2018-08-13,2018,Monday,4
2953,2018-08-14,2018,Tuesday,17
2954,2018-08-15,2018,Wednesday,14
2955,2018-08-16,2018,Thursday,13
2956,2018-08-17,2018,Friday,9
2957,2018-08-18,2018,Saturday,4
2958,2018-08-19,2018,Sunday,5
2959,2018-08-20,2018,Monday,16
2960,2018-08-21,2018,Tuesday,8
2961,2018-08-22,2018,Wednesday,12
2962,2018-08-23,2018,Thursday,17
2963,2018-08-24,2018,Friday,21
2964,2018-08-25,2018,Saturday,2
2965,2018-08-26,2018,Sunday,1
2966,2018-08-28,2018,Tuesday,12
2967,2018-08-29,2018,Wednesday,10
2968,2018-08-30,2018,Thursday,8
2969,2018-08-31,2018,Friday,20
2970,2018-09-01,2018,Saturday,5
2971,2018-09-02,2018,Sunday,9
2972,2018-09-03,2018,Monday,7
2973,2018-09-04,2018,Tuesday,11
2974,2018-09-05,2018,Wednesday,22
2975,2018-09-06,2018,Thursday,8
2976,2018-09-07,2018,Friday,20
2977,2018-09-08,2018,Saturday,4
2978,2018-09-10,2018,Monday,8
2979,2018-09-11,2018,Tuesday,13
2980,2018-09-12,2018,Wednesday,21
2981,2018-09-13,2018,Thursday,4
2982,2018-09-14,2018,Friday,18
2983,2018-09-15,2018,Saturday,8
2984,2018-09-16,2018,Sunday,9
2985,2018-09-17,2018,Monday,4
2986,2018-09-18,2018,Tuesday,12
2987,2018-09-19,2018,Wednesday,11
2988,2018-09-20,2018,Thursday,15
2989,2018-09-21,2018,Friday,12
2990,2018-09-22,2018,Saturday,11
2991,2018-09-23,2018,Sunday,3
2992,2018-09-24,2018,Monday,13
2993,2018-09-25,2018,Tuesday,15
2994,2018-09-26,2018,Wednesday,18
2995,2018-09-27,2018,Thursday,8
2996,2018-09-28,2018,Friday,5
2997,2018-09-29,2018,Saturday,7
2998,2018-09-30,2018,Sunday,25
2999,2018-10-01,2018,Monday,1
3000,2018-10-02,2018,Tuesday,28
3001,2018-10-03,2018,Wednesday,13
3002,2018-10-04,2018,Thursday,4
3003,2018-10-05,2018,Friday,1
3004,2018-10-06,2018,Saturday,1
3005,2018-10-07,2018,Sunday,8
3006,2018-10-08,2018,Monday,9
3007,2018-10-09,2018,Tuesday,4
3008,2018-10-10,2018,Wednesday,12
3009,2018-10-11,2018,Thursday,11
3010,2018-10-13,2018,Saturday,6
3011,2018-10-14,2018,Sunday,6
3012,2018-10-15,2018,Monday,4
3013,2018-10-16,2018,Tuesday,11
3014,2018-10-17,2018,Wednesday,11
3015,2018-10-18,2018,Thursday,4
3016,2018-10-19,2018,Friday,12
3017,2018-10-20,2018,Saturday,2
3018,2018-10-21,2018,Sunday,1
3019,2018-10-22,2018,Monday,2
3020,2018-10-23,2018,Tuesday,22
3021,2018-10-24,2018,Wednesday,11
3022,2018-10-25,2018,Thursday,5
3023,2018-10-28,2018,Sunday,6
3024,2018-10-29,2018,Monday,2
3025,2018-10-30,2018,Tuesday,4
3026,2018-10-31,2018,Wednesday,11
3027,2018-11-01,2018,Thursday,3
3028,2018-11-02,2018,Friday,3
3029,2018-11-04,2018,Sunday,11
3030,2018-11-05,2018,Monday,10
3031,2018-11-06,2018,Tuesday,1
3032,2018-11-07,2018,Wednesday,4
3033,2018-11-08,2018,Thursday,2
3034,2018-11-09,2018,Friday,6
3035,2018-11-11,2018,Sunday,6
3036,2018-11-12,2018,Monday,3
3037,2018-11-13,2018,Tuesday,9
3038,2018-11-14,2018,Wednesday,7
3039,2018-11-15,2018,Thursday,4
3040,2018-11-16,2018,Friday,1
3041,2018-11-19,2018,Monday,3
3042,2018-11-20,2018,Tuesday,6
3043,2018-11-21,2018,Wednesday,11
3044,2018-11-22,2018,Thursday,1
3045,2018-11-23,2018,Friday,3
3046,2018-11-24,2018,Saturday,2
3047,2018-11-25,2018,Sunday,1
3048,2018-11-26,2018,Monday,4
3049,2018-11-27,2018,Tuesday,7
3050,2018-11-28,2018,Wednesday,9
3051,2018-11-29,2018,Thursday,1
3052,2018-11-30,2018,Friday,2
3053,2018-12-01,2018,Saturday,24
3054,2018-12-02,2018,Sunday,8
3055,2018-12-04,2018,Tuesday,3
3056,2018-12-05,2018,Wednesday,14
3057,2018-12-06,2018,Thursday,1
3058,2018-12-11,2018,Tuesday,3
3059,2018-12-12,2018,Wednesday,2
3060,2018-12-13,2018,Thursday,1
3061,2018-12-14,2018,Friday,1
3062,2018-12-16,2018,Sunday,1
3063,2018-12-17,2018,Monday,1
3064,2018-12-18,2018,Tuesday,2
3065,2018-12-19,2018,Wednesday,11
3066,2018-12-23,2018,Sunday,3
3067,2018-12-27,2018,Thursday,6
3068,2018-12-28,2018,Friday,1
3069,2018-12-29,2018,Saturday,7
3070,2018-12-30,2018,Sunday,1
3071,2018-12-31,2018,Monday,3
3072,2019-01-02,2019,Wednesday,8
3073,2019-01-03,2019,Thursday,4
3074,2019-01-04,2019,Friday,1
3075,2019-01-05,2019,Saturday,3
3076,2019-01-06,2019,Sunday,1
3077,2019-01-07,2019,Monday,1
3078,2019-01-08,2019,Tuesday,2
3079,2019-01-09,2019,Wednesday,6
3080,2019-01-10,2019,Thursday,5
3081,2019-01-11,2019,Friday,1
3082,2019-01-12,2019,Saturday,1
3083,2019-01-13,2019,Sunday,1
3084,2019-01-15,2019,Tuesday,4
3085,2019-01-17,2019,Thursday,5
3086,2019-01-18,2019,Friday,7
3087,2019-01-19,2019,Saturday,2
3088,2019-01-20,2019,Sunday,18
3089,2019-01-21,2019,Monday,3
3090,2019-01-22,2019,Tuesday,3
3091,2019-01-23,2019,Wednesday,21
3092,2019-01-24,2019,Thursday,12
3093,2019-01-25,2019,Friday,1
3094,2019-01-27,2019,Sunday,2
3095,2019-01-28,2019,Monday,2
3096,2019-01-29,2019,Tuesday,4
3097,2019-01-30,2019,Wednesday,14
3098,2019-01-31,2019,Thursday,8
3099,2019-02-01,2019,Friday,4
3100,2019-02-03,2019,Sunday,2
3101,2019-02-04,2019,Monday,1
3102,2019-02-05,2019,Tuesday,7
3103,2019-02-06,2019,Wednesday,12
3104,2019-02-07,2019,Thursday,2
3105,2019-02-08,2019,Friday,2
3106,2019-02-11,2019,Monday,5
3107,2019-02-12,2019,Tuesday,12
3108,2019-02-13,2019,Wednesday,3
3109,2019-02-16,2019,Saturday,1
3110,2019-02-17,2019,Sunday,2
3111,2019-02-18,2019,Monday,1
3112,2019-02-19,2019,Tuesday,4
3113,2019-02-20,2019,Wednesday,6
3114,2019-02-22,2019,Friday,1
3115,2019-02-23,2019,Saturday,4
3116,2019-02-24,2019,Sunday,2
3117,2019-02-26,2019,Tuesday,1
3118,2019-02-27,2019,Wednesday,10
3119,2019-02-28,2019,Thursday,1
3120,2019-03-01,2019,Friday,2
3121,2019-03-04,2019,Monday,2
3122,2019-03-05,2019,Tuesday,12
3123,2019-03-07,2019,Thursday,3
3124,2019-03-08,2019,Friday,5
3125,2019-03-09,2019,Saturday,2
3126,2019-03-10,2019,Sunday,3
3127,2019-03-11,2019,Monday,4
3128,2019-03-12,2019,Tuesday,5
3129,2019-03-13,2019,Wednesday,3
3130,2019-03-14,2019,Thursday,1
3131,2019-03-15,2019,Friday,2
3132,2019-03-16,2019,Saturday,3
3133,2019-03-18,2019,Monday,2
3134,2019-03-19,2019,Tuesday,5
3135,2019-03-20,2019,Wednesday,2
3136,2019-03-21,2019,Thursday,5
3137,2019-03-25,2019,Monday,2
3138,2019-03-26,2019,Tuesday,1
3139,2019-03-27,2019,Wednesday,1
3140,2019-03-28,2019,Thursday,2
3141,2019-03-29,2019,Friday,2
3142,2019-03-30,2019,Saturday,1
3143,2019-04-01,2019,Monday,2
3144,2019-04-02,2019,Tuesday,5
3145,2019-04-03,2019,Wednesday,2
3146,2019-04-04,2019,Thursday,1
3147,2019-04-05,2019,Friday,2
3148,2019-04-06,2019,Saturday,2
3149,2019-04-08,2019,Monday,2
3150,2019-04-10,2019,Wednesday,4
3151,2019-04-11,2019,Thursday,1
3152,2019-04-14,2019,Sunday,1
3153,2019-04-15,2019,Monday,1
3154,2019-04-17,2019,Wednesday,3
3155,2019-04-22,2019,Monday,5
3156,2019-04-23,2019,Tuesday,3
3157,2019-04-24,2019,Wednesday,4
3158,2019-04-25,2019,Thursday,3
3159,2019-04-26,2019,Friday,2
3160,2019-04-27,2019,Saturday,8
3161,2019-04-29,2019,Monday,4
3162,2019-04-30,2019,Tuesday,3
3163,2019-05-01,2019,Wednesday,2
3164,2019-05-02,2019,Thursday,2
3165,2019-05-03,2019,Friday,3
3166,2019-05-04,2019,Saturday,1
3167,2019-05-06,2019,Monday,2
3168,2019-05-09,2019,Thursday,1
3169,2019-05-11,2019,Saturday,1
3170,2019-05-13,2019,Monday,2
3171,2019-05-14,2019,Tuesday,1
3172,2019-05-17,2019,Friday,1
3173,2019-05-18,2019,Saturday,4
3174,2019-05-20,2019,Monday,5
3175,2019-05-21,2019,Tuesday,3
3176,2019-05-24,2019,Friday,5
3177,2019-05-25,2019,Saturday,2
3178,2019-05-26,2019,Sunday,2
3179,2019-05-29,2019,Wednesday,1
3180,2019-05-31,2019,Friday,3
3181,2019-06-01,2019,Saturday,2
3182,2019-06-02,2019,Sunday,2
3183,2019-06-03,2019,Monday,6
3184,2019-06-04,2019,Tuesday,1
3185,2019-06-05,2019,Wednesday,3
3186,2019-06-06,2019,Thursday,2
3187,2019-06-07,2019,Friday,2
3188,2019-06-08,2019,Saturday,1
3189,2019-06-11,2019,Tuesday,5
3190,2019-06-12,2019,Wednesday,5
3191,2019-06-13,2019,Thursday,1
3192,2019-06-14,2019,Friday,2
3193,2019-06-15,2019,Saturday,2
3194,2019-06-17,2019,Monday,4
3195,2019-06-18,2019,Tuesday,7
3196,2019-06-19,2019,Wednesday,1
3197,2019-06-20,2019,Thursday,5
3198,2019-06-21,2019,Friday,2
3199,2019-06-22,2019,Saturday,8
3200,2019-06-23,2019,Sunday,2
3201,2019-06-26,2019,Wednesday,8
3202,2019-06-28,2019,Friday,3
3203,2019-06-29,2019,Saturday,6
3204,2019-06-30,2019,Sunday,4
3205,2019-07-01,2019,Monday,3
3206,2019-07-02,2019,Tuesday,6
3207,2019-07-06,2019,Saturday,1
3208,2019-07-07,2019,Sunday,1
3209,2019-07-09,2019,Tuesday,5
3210,2019-07-10,2019,Wednesday,4
3211,2019-07-11,2019,Thursday,3
3212,2019-07-13,2019,Saturday,2
3213,2019-07-14,2019,Sunday,1
3214,2019-07-15,2019,Monday,8
3215,2019-07-16,2019,Tuesday,5
3216,2019-07-17,2019,Wednesday,4
3217,2019-07-18,2019,Thursday,3
3218,2019-07-19,2019,Friday,1
3219,2019-07-20,2019,Saturday,6
3220,2019-07-22,2019,Monday,1
3221,2019-07-23,2019,Tuesday,9
3222,2019-07-24,2019,Wednesday,4
3223,2019-07-25,2019,Thursday,6
3224,2019-07-27,2019,Saturday,2
3225,2019-07-28,2019,Sunday,3
3226,2019-07-29,2019,Monday,4
3227,2019-07-30,2019,Tuesday,9
3228,2019-07-31,2019,Wednesday,7
3229,2019-08-01,2019,Thursday,2
3230,2019-08-02,2019,Friday,6
3231,2019-08-03,2019,Saturday,2
3232,2019-08-04,2019,Sunday,3
3233,2019-08-05,2019,Monday,2
3234,2019-08-06,2019,Tuesday,6
3235,2019-08-07,2019,Wednesday,3
3236,2019-08-08,2019,Thursday,1
3237,2019-08-09,2019,Friday,4
3238,2019-08-10,2019,Saturday,4
3239,2019-08-11,2019,Sunday,3
3240,2019-08-13,2019,Tuesday,3
3241,2019-08-14,2019,Wednesday,5
3242,2019-08-15,2019,Thursday,3
3243,2019-08-16,2019,Friday,4
3244,2019-08-17,2019,Saturday,3
3245,2019-08-19,2019,Monday,5
3246,2019-08-20,2019,Tuesday,8
3247,2019-08-21,2019,Wednesday,7
3248,2019-08-23,2019,Friday,1
3249,2019-08-24,2019,Saturday,2
3250,2019-08-25,2019,Sunday,2
3251,2019-08-26,2019,Monday,4
3252,2019-08-30,2019,Friday,1
3253,2019-08-31,2019,Saturday,1
3254,2019-09-01,2019,Sunday,1
3255,2019-09-02,2019,Monday,2
3256,2019-09-03,2019,Tuesday,1
3257,2019-09-04,2019,Wednesday,2
3258,2019-09-05,2019,Thursday,3
3259,2019-09-06,2019,Friday,7
3260,2019-09-07,2019,Saturday,6
3261,2019-09-08,2019,Sunday,1
3262,2019-09-09,2019,Monday,1
3263,2019-09-10,2019,Tuesday,3
3264,2019-09-11,2019,Wednesday,4
3265,2019-09-12,2019,Thursday,1
3266,2019-09-13,2019,Friday,1
3267,2019-09-15,2019,Sunday,1
3268,2019-09-16,2019,Monday,1
3269,2019-09-17,2019,Tuesday,3
3270,2019-09-18,2019,Wednesday,6
3271,2019-09-24,2019,Tuesday,3
3272,2019-09-25,2019,Wednesday,1
3273,2019-09-26,2019,Thursday,1
3274,2019-09-27,2019,Friday,2
3275,2019-09-28,2019,Saturday,1
3276,2019-09-29,2019,Sunday,3
3277,2019-09-30,2019,Monday,3
3278,2019-10-01,2019,Tuesday,4
3279,2019-10-02,2019,Wednesday,2
3280,2019-10-07,2019,Monday,3
3281,2019-10-08,2019,Tuesday,1
3282,2019-10-11,2019,Friday,2
3283,2019-10-13,2019,Sunday,1
3284,2019-10-14,2019,Monday,4
3285,2019-10-15,2019,Tuesday,9
3286,2019-10-16,2019,Wednesday,7
3287,2019-10-17,2019,Thursday,1
3288,2019-10-18,2019,Friday,2
3289,2019-10-21,2019,Monday,1
3290,2019-10-22,2019,Tuesday,2
3291,2019-10-27,2019,Sunday,1
3292,2019-10-29,2019,Tuesday,1
3293,2019-11-01,2019,Friday,2
3294,2019-11-03,2019,Sunday,3
3295,2019-11-04,2019,Monday,4
3296,2019-11-05,2019,Tuesday,12
3297,2019-11-06,2019,Wednesday,2
3298,2019-11-10,2019,Sunday,2
3299,2019-11-11,2019,Monday,8
3300,2019-11-12,2019,Tuesday,12
3301,2019-11-13,2019,Wednesday,9
3302,2019-11-14,2019,Thursday,2
3303,2019-11-15,2019,Friday,1
3304,2019-11-16,2019,Saturday,4
3305,2019-11-17,2019,Sunday,6
3306,2019-11-18,2019,Monday,3
3307,2019-11-19,2019,Tuesday,3
3308,2019-11-21,2019,Thursday,2
3309,2019-11-22,2019,Friday,1
3310,2019-11-24,2019,Sunday,4
3311,2019-11-25,2019,Monday,9
3312,2019-11-26,2019,Tuesday,2
3313,2019-11-28,2019,Thursday,1
3314,2019-12-01,2019,Sunday,2
3315,2019-12-02,2019,Monday,5
3316,2019-12-03,2019,Tuesday,1
3317,2019-12-06,2019,Friday,2
3318,2019-12-09,2019,Monday,2
3319,2019-12-11,2019,Wednesday,2
3320,2019-12-13,2019,Friday,2
3321,2019-12-14,2019,Saturday,5
3322,2019-12-16,2019,Monday,1
3323,2019-12-17,2019,Tuesday,4
3324,2019-12-20,2019,Friday,2
3325,2019-12-22,2019,Sunday,1
3326,2019-12-26,2019,Thursday,1
3327,2019-12-28,2019,Saturday,3
3328,2019-12-29,2019,Sunday,5
