,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,quarter,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,arrest_type_description,geometry
45730,191421473,2019-09-28,0830,14,Pacific,1413,44,M,W,nan,,I,41.18(D)LAM,,ROSE,"33.997, -118.4761",2019,3,28,9,September,Saturday,08,30,False,33.997,-118.4761,White,Infraction,POINT (-118.4761 33.997)
45731,192116565,2019-10-01,1145,21,Topanga,2156,52,F,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),VICTORY,"34.1878, -118.5975",2019,4,1,10,October,Tuesday,11,45,False,34.1878,-118.5975,White,Misdemeanor,POINT (-118.5975 34.1878)
45778,190816446,2019-10-02,1725,8,West LA,882,43,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SAWTELLE,"34.0367, -118.44",2019,4,2,10,October,Wednesday,17,25,False,34.0367,-118.44,White,Misdemeanor,POINT (-118.44 34.0367)
45780,191421248,2019-09-25,0915,14,Pacific,1413,30,M,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,3,25,9,September,Wednesday,09,15,False,33.997,-118.4761,White,Infraction,POINT (-118.4761 33.997)
45786,190321916,2019-09-26,1225,3,Southwest,353,34,F,B,nan,,I,41.18(A)LAM,,VICTORIA                     AV,"34.0199, -118.3363",2019,3,26,9,September,Thursday,12,25,False,34.0199,-118.3363,Black,Infraction,POINT (-118.3363 34.0199)
45890,192116424,2019-09-29,1000,21,Topanga,2185,37,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,FARRALONE,"34.1687, -118.6102",2019,3,29,9,September,Sunday,10,00,False,34.1687,-118.6102,White,Misdemeanor,POINT (-118.6102 34.1687)
45891,191421224,2019-09-17,0758,14,Pacific,1452,41,F,B,nan,,I,41.18DLAMC,,HAMPTON,"33.9729, -118.4595",2019,3,17,9,September,Tuesday,07,58,False,33.9729,-118.4595,Black,Infraction,POINT (-118.4595 33.9729)
45948,191421333,2019-09-27,1720,14,Pacific,1441,31,F,W,nan,,I,41.18(D)LAM,,CANAL,"33.9849, -118.469",2019,3,27,9,September,Friday,17,20,False,33.9849,-118.469,White,Infraction,POINT (-118.469 33.9849)
46079,191715930,2019-08-16,1125,17,Devonshire,1798,43,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),PARTHENIA                    ST,"34.2283, -118.4742",2019,3,16,8,August,Friday,11,25,False,34.2283,-118.4742,Hispanic,Misdemeanor,POINT (-118.4742 34.2283)
46128,190816326,2019-09-29,2020,8,West LA,854,50,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,COTNER,"34.0437, -118.443",2019,3,29,9,September,Sunday,20,20,False,34.0437,-118.443,White,Misdemeanor,POINT (-118.443 34.0437)
46134,191421261,2019-09-30,0850,14,Pacific,1431,32,M,W,nan,,I,41.18(A)LAM,,GRAND CANAL,"33.988, -118.4703",2019,3,30,9,September,Monday,08,50,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
46198,191421356,2019-10-01,0955,14,Pacific,1431,49,M,W,nan,,I,41.18(A)LAM,,MILDRED                      AV,"33.9867, -118.4708",2019,4,1,10,October,Tuesday,09,55,False,33.9867,-118.4708,White,Infraction,POINT (-118.4708 33.9867)
46572,191421260,2019-09-30,1530,14,Pacific,1431,34,F,W,nan,,I,41.18(A)LAM,,GRAND CANAL,"33.988, -118.4703",2019,3,30,9,September,Monday,15,30,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
46594,192116601,2019-10-02,0900,21,Topanga,2185,37,M,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,VENTURA                      BL,"34.1687, -118.6102",2019,4,2,10,October,Wednesday,09,00,False,34.1687,-118.6102,White,Misdemeanor,POINT (-118.6102 34.1687)
46888,192116563,2019-10-01,1145,21,Topanga,2156,23,M,B,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),VICTORY,"34.1878, -118.5975",2019,4,1,10,October,Tuesday,11,45,False,34.1878,-118.5975,Black,Misdemeanor,POINT (-118.5975 34.1878)
47234,190124972,2019-10-07,2020,1,Central,156,59,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),5TH                          ST,"34.0437, -118.2455",2019,4,7,10,October,Monday,20,20,False,34.0437,-118.2455,White,Misdemeanor,POINT (-118.2455 34.0437)
47299,190124846,2019-10-11,1015,1,Central,171,33,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,JAMES M WOOD,"34.0457, -118.2665",2019,4,11,10,October,Friday,10,15,False,34.0457,-118.2665,Hispanic,Misdemeanor,POINT (-118.2665 34.0457)
47317,190516587,2019-10-07,1030,5,Harbor,566,49,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,9TH                          ST,"33.736, -118.2804",2019,4,7,10,October,Monday,10,30,False,33.736,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.736)
47343,190124839,2019-10-11,1630,1,Central,154,38,M,B,nan,,M,41.18(D)LAM,,5TH,"34.0474, -118.2496",2019,4,11,10,October,Friday,16,30,False,34.0474,-118.2496,Black,Misdemeanor,POINT (-118.2496 34.0474)
47457,190816721,2019-10-08,1600,8,West LA,883,32,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,PONTIUS,"34.0384, -118.4372",2019,4,8,10,October,Tuesday,16,00,False,34.0384,-118.4372,White,Misdemeanor,POINT (-118.4372 34.0384)
47669,190516586,2019-10-07,1030,5,Harbor,566,50,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,9TH                          ST,"33.736, -118.2804",2019,4,7,10,October,Monday,10,30,False,33.736,-118.2804,Hispanic,Misdemeanor,POINT (-118.2804 33.736)
49156,190125461,2019-10-16,1945,1,Central,148,26,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0435, -118.2427",2019,4,16,10,October,Wednesday,19,45,False,34.0435,-118.2427,Black,Misdemeanor,POINT (-118.2427 34.0435)
49163,190125369,2019-10-15,1520,1,Central,157,27,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,CROCKER,"34.0417, -118.2443",2019,4,15,10,October,Tuesday,15,20,False,34.0417,-118.2443,Black,Misdemeanor,POINT (-118.2443 34.0417)
49187,190125371,2019-10-15,1555,1,Central,157,34,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TOWNE,"34.0396, -118.2451",2019,4,15,10,October,Tuesday,15,55,False,34.0396,-118.2451,Black,Misdemeanor,POINT (-118.2451 34.0396)
49278,191422139,2019-10-14,0945,14,Pacific,1431,41,F,H,nan,,I,41.18(A)LAM,,THE GRAND CANAL,"33.9863, -118.4699",2019,4,14,10,October,Monday,09,45,False,33.9863,-118.4699,Hispanic,Infraction,POINT (-118.4699 33.9863)
49378,191422148,2019-10-15,1325,14,Pacific,1431,44,M,B,nan,,I,41.18(A)LAM,,THE GRAND CANAL,"33.9867, -118.4693",2019,4,15,10,October,Tuesday,13,25,False,33.9867,-118.4693,Black,Infraction,POINT (-118.4693 33.9867)
49697,190125460,2019-10-16,1900,1,Central,156,78,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0437, -118.2455",2019,4,16,10,October,Wednesday,19,00,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
49721,191422150,2019-10-15,1450,14,Pacific,1412,45,M,W,nan,,I,41.18(A)LAM,,PARK                         AV,"33.9916, -118.477",2019,4,15,10,October,Tuesday,14,50,False,33.9916,-118.477,White,Infraction,POINT (-118.477 33.9916)
49775,191118148,2019-10-15,1130,11,Northeast,1128,37,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,6300 N  FIGUEROA                     ST,"34.1155, -118.1843",2019,4,15,10,October,Tuesday,11,30,False,34.1155,-118.1843,Hispanic,Misdemeanor,POINT (-118.1843 34.1155)
49781,191422146,2019-10-15,1145,14,Pacific,1412,44,M,W,nan,,M,41.18(D)LAM,,PARK                         AV,"33.9916, -118.477",2019,4,15,10,October,Tuesday,11,45,False,33.9916,-118.477,White,Misdemeanor,POINT (-118.477 33.9916)
49783,190125464,2019-10-16,1900,1,Central,148,52,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0435, -118.2427",2019,4,16,10,October,Wednesday,19,00,False,34.0435,-118.2427,Black,Misdemeanor,POINT (-118.2427 34.0435)
49816,190125366,2019-10-15,1445,1,Central,138,30,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD                          ST,"34.0467, -118.2411",2019,4,15,10,October,Tuesday,14,45,False,34.0467,-118.2411,Hispanic,Misdemeanor,POINT (-118.2411 34.0467)
49819,190125463,2019-10-16,1930,1,Central,148,39,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0435, -118.2427",2019,4,16,10,October,Wednesday,19,30,False,34.0435,-118.2427,Black,Misdemeanor,POINT (-118.2427 34.0435)
49943,190125458,2019-10-16,1850,1,Central,166,52,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH                          ST,"34.0421, -118.2469",2019,4,16,10,October,Wednesday,18,50,False,34.0421,-118.2469,Black,Misdemeanor,POINT (-118.2469 34.0421)
50096,191118144,2019-10-14,1125,11,Northeast,1128,37,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,6300 N  FIGUEROA                     ST,"34.1155, -118.1843",2019,4,14,10,October,Monday,11,25,False,34.1155,-118.1843,Hispanic,Misdemeanor,POINT (-118.1843 34.1155)
50182,191422143,2019-10-13,0955,14,Pacific,1412,52,M,B,nan,,I,41.18(A)LAM,,OZONE                        AV,"33.9965, -118.4792",2019,4,13,10,October,Sunday,09,55,False,33.9965,-118.4792,Black,Infraction,POINT (-118.4792 33.9965)
50275,190125462,2019-10-16,1850,1,Central,148,55,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700 E  5TH                          ST,"34.0438, -118.2416",2019,4,16,10,October,Wednesday,18,50,False,34.0438,-118.2416,Black,Misdemeanor,POINT (-118.2416 34.0438)
50349,190125459,2019-10-16,1950,1,Central,148,53,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0435, -118.2427",2019,4,16,10,October,Wednesday,19,50,False,34.0435,-118.2427,Hispanic,Misdemeanor,POINT (-118.2427 34.0435)
50352,190125372,2019-10-15,1600,1,Central,157,26,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TOWNE,"34.0412, -118.2436",2019,4,15,10,October,Tuesday,16,00,False,34.0412,-118.2436,Hispanic,Misdemeanor,POINT (-118.2436 34.0412)
50375,190125367,2019-10-15,1515,1,Central,157,35,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,CROCKER,"34.0417, -118.2443",2019,4,15,10,October,Tuesday,15,15,False,34.0417,-118.2443,Hispanic,Misdemeanor,POINT (-118.2443 34.0417)
50449,191422142,2019-10-14,0945,14,Pacific,1431,44,M,B,nan,,I,41.18(A)LAM,,THE GRAND CANAL,"33.9863, -118.4699",2019,4,14,10,October,Monday,09,45,False,33.9863,-118.4699,Black,Infraction,POINT (-118.4699 33.9863)
50499,191422229,2019-10-17,0635,14,Pacific,1412,46,M,O,nan,,I,41.18(A)LAM,,OZONE,"33.9961, -118.4789",2019,4,17,10,October,Thursday,06,35,False,33.9961,-118.4789,Other,Infraction,POINT (-118.4789 33.9961)
50597,190816965,2019-10-14,2030,8,West LA,883,36,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TENNESSEE,"34.0379, -118.4381",2019,4,14,10,October,Monday,20,30,False,34.0379,-118.4381,Hispanic,Misdemeanor,POINT (-118.4381 34.0379)
51925,190606503,2019-01-23,1100,6,Hollywood,663,32,M,B,nan,,I,41.18(D)LAM,,MANSFIELD,"34.0907, -118.3404",2019,1,23,1,January,Wednesday,11,00,False,34.0907,-118.3404,Black,Infraction,POINT (-118.3404 34.0907)
54751,190210385,2019-04-23,1535,2,Rampart,235,24,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0691, -118.2759",2019,2,23,4,April,Tuesday,15,35,False,34.0691,-118.2759,Hispanic,Infraction,POINT (-118.2759 34.0691)
448802,190207255,2019-02-24,1520,2,Rampart,299,47,M,H,nan,,I,41.18(D)LAM,,14TH,"34.0413, -118.2742",2019,1,24,2,February,Sunday,15,20,False,34.0413,-118.2742,Hispanic,Infraction,POINT (-118.2742 34.0413)
449092,190105550,2019-01-18,1430,1,Central,165,56,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,18,1,January,Friday,14,30,False,34.0439,-118.2479,Black,Misdemeanor,POINT (-118.2479 34.0439)
449121,190104850,2019-01-09,2100,1,Central,155,49,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,9,1,January,Wednesday,21,00,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
449148,190105558,2019-01-19,1600,1,Central,138,23,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0458, -118.243",2019,1,19,1,January,Saturday,16,00,False,34.0458,-118.243,Black,Misdemeanor,POINT (-118.243 34.0458)
449164,190105503,2019-01-22,1445,1,Central,165,40,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0439, -118.2479",2019,1,22,1,January,Tuesday,14,45,False,34.0439,-118.2479,Black,Misdemeanor,POINT (-118.2479 34.0439)
449220,190106310,2019-01-30,1530,1,Central,158,54,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0395, -118.2405",2019,1,30,1,January,Wednesday,15,30,False,34.0395,-118.2405,Black,Misdemeanor,POINT (-118.2405 34.0395)
449233,190104784,2019-01-08,1650,1,Central,155,26,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH,"34.0439, -118.2479",2019,1,8,1,January,Tuesday,16,50,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
449241,190105832,2019-01-24,2100,1,Central,166,49,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0412, -118.2474",2019,1,24,1,January,Thursday,21,00,False,34.0412,-118.2474,Hispanic,Misdemeanor,POINT (-118.2474 34.0412)
449255,190104856,2019-01-09,1400,1,Central,155,37,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,9,1,January,Wednesday,14,00,False,34.0439,-118.2479,Hispanic,Misdemeanor,POINT (-118.2479 34.0439)
449276,190106104,2019-01-29,1655,1,Central,176,43,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,1,29,1,January,Tuesday,16,55,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
449318,190108018,2019-02-23,2140,1,Central,182,56,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,9TH,"34.0458, -118.2614",2019,1,23,2,February,Saturday,21,40,False,34.0458,-118.2614,Black,Misdemeanor,POINT (-118.2614 34.0458)
449322,190106390,2019-02-05,0930,1,Central,176,50,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,1,5,2,February,Tuesday,09,30,False,34.0419,-118.2485,Black,Misdemeanor,POINT (-118.2485 34.0419)
449340,190104780,2019-01-11,1535,1,Central,162,23,M,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH,"34.0452, -118.2569",2019,1,11,1,January,Friday,15,35,False,34.0452,-118.2569,Other,Misdemeanor,POINT (-118.2569 34.0452)
449363,190106580,2019-02-06,1600,1,Central,176,50,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,1,6,2,February,Wednesday,16,00,False,34.0419,-118.2485,Black,Misdemeanor,POINT (-118.2485 34.0419)
449409,190107402,2019-02-18,1150,1,Central,141,47,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,12TH                         ST,"34.0542, -118.2566",2019,1,18,2,February,Monday,11,50,False,34.0542,-118.2566,White,Misdemeanor,POINT (-118.2566 34.0542)
449425,190104559,2019-01-03,1400,1,Central,128,55,M,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST,"34.0504, -118.2409",2019,1,3,1,January,Thursday,14,00,False,34.0504,-118.2409,Other,Misdemeanor,POINT (-118.2409 34.0504)
449456,190106333,2019-01-30,1600,1,Central,165,33,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,200 E  6TH                          ST,"34.0446, -118.249",2019,1,30,1,January,Wednesday,16,00,False,34.0446,-118.249,Hispanic,Misdemeanor,POINT (-118.249 34.0446)
449460,190104855,2019-01-09,1400,1,Central,155,30,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,9,1,January,Wednesday,14,00,False,34.0439,-118.2479,White,Misdemeanor,POINT (-118.2479 34.0439)
449482,190105618,2019-01-24,1135,1,Central,166,40,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,35,False,34.0421,-118.2469,Hispanic,Misdemeanor,POINT (-118.2469 34.0421)
449491,190105615,2019-01-24,1145,1,Central,166,24,F,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,45,False,34.0421,-118.2469,Other,Misdemeanor,POINT (-118.2469 34.0421)
449542,190107421,2019-02-16,1545,1,Central,166,22,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0428, -118.2461",2019,1,16,2,February,Saturday,15,45,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
449567,190104558,2019-01-03,1400,1,Central,128,31,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST,"34.0504, -118.2409",2019,1,3,1,January,Thursday,14,00,False,34.0504,-118.2409,Hispanic,Misdemeanor,POINT (-118.2409 34.0504)
449606,190107535,2019-02-20,1400,1,Central,171,57,F,O,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,HARBOR                       FY,"34.0457, -118.2665",2019,1,20,2,February,Wednesday,14,00,False,34.0457,-118.2665,Other,Misdemeanor,POINT (-118.2665 34.0457)
449637,190105551,2019-01-18,1500,1,Central,165,41,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,18,1,January,Friday,15,00,False,34.0439,-118.2479,Hispanic,Misdemeanor,POINT (-118.2479 34.0439)
449695,190106330,2019-01-30,1415,1,Central,138,48,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BOYD                         ST,"34.0467, -118.2427",2019,1,30,1,January,Wednesday,14,15,False,34.0467,-118.2427,Black,Misdemeanor,POINT (-118.2427 34.0467)
449745,190105545,2019-01-18,0830,1,Central,165,40,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0435, -118.2471",2019,1,18,1,January,Friday,08,30,False,34.0435,-118.2471,Black,Misdemeanor,POINT (-118.2471 34.0435)
449778,190105622,2019-01-24,1130,1,Central,166,31,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,30,False,34.0421,-118.2469,Black,Misdemeanor,POINT (-118.2469 34.0421)
449781,190106324,2019-01-30,1445,1,Central,155,35,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0449, -118.2458",2019,1,30,1,January,Wednesday,14,45,False,34.0449,-118.2458,Hispanic,Misdemeanor,POINT (-118.2458 34.0449)
449940,190105619,2019-01-24,1130,1,Central,166,43,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,30,False,34.0421,-118.2469,White,Misdemeanor,POINT (-118.2469 34.0421)
450012,190606511,2019-01-30,1030,6,Hollywood,666,33,M,B,nan,,I,41.18(D)LAM,,LEXINGTON,"34.0926, -118.3266",2019,1,30,1,January,Wednesday,10,30,False,34.0926,-118.3266,Black,Infraction,POINT (-118.3266 34.0926)
450015,190106332,2019-01-30,1430,1,Central,138,30,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0458, -118.243",2019,1,30,1,January,Wednesday,14,30,False,34.0458,-118.243,Hispanic,Misdemeanor,POINT (-118.243 34.0458)
450016,190105623,2019-01-24,1130,1,Central,166,34,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,30,False,34.0421,-118.2469,White,Misdemeanor,POINT (-118.2469 34.0421)
450063,190106150,2019-02-01,1300,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,1,1,2,February,Friday,13,00,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
450220,190105553,2019-01-18,1430,1,Central,165,41,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,6TH                          ST,"34.0439, -118.2479",2019,1,18,1,January,Friday,14,30,False,34.0439,-118.2479,Hispanic,Misdemeanor,POINT (-118.2479 34.0439)
450234,190105621,2019-01-24,1130,1,Central,166,29,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0421, -118.2469",2019,1,24,1,January,Thursday,11,30,False,34.0421,-118.2469,Black,Misdemeanor,POINT (-118.2469 34.0421)
450281,190105611,2019-01-24,1415,1,Central,138,71,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0458, -118.243",2019,1,24,1,January,Thursday,14,15,False,34.0458,-118.243,Black,Misdemeanor,POINT (-118.243 34.0458)
450295,190104561,2019-01-03,1405,1,Central,123,29,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1ST                          ST,"34.0541, -118.2451",2019,1,3,1,January,Thursday,14,05,False,34.0541,-118.2451,Black,Misdemeanor,POINT (-118.2451 34.0541)
450319,190105546,2019-01-24,0900,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,1,24,1,January,Thursday,09,00,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
450355,190106375,2019-02-01,1350,1,Central,166,37,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0428, -118.2461",2019,1,1,2,February,Friday,13,50,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
450378,190105930,2019-01-23,1430,1,Central,156,40,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH                          ST,"34.0428, -118.2461",2019,1,23,1,January,Wednesday,14,30,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
450388,190105322,2019-01-17,1555,1,Central,148,73,M,W,nan,,I,41.18ALAMC,,3RD,"34.0438, -118.2416",2019,1,17,1,January,Thursday,15,55,False,34.0438,-118.2416,White,Infraction,POINT (-118.2416 34.0438)
450411,190106322,2019-01-30,1445,1,Central,155,48,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH                          ST,"34.0449, -118.2458",2019,1,30,1,January,Wednesday,14,45,False,34.0449,-118.2458,White,Misdemeanor,POINT (-118.2458 34.0449)
450450,190105534,2019-01-18,1455,1,Central,155,30,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,200 E  6TH                          ST,"34.0448, -118.2474",2019,1,18,1,January,Friday,14,55,False,34.0448,-118.2474,White,Misdemeanor,POINT (-118.2474 34.0448)
450455,190105920,2019-01-24,1224,1,Central,156,52,F,O,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH                          ST,"34.0446, -118.245",2019,1,24,1,January,Thursday,12,24,False,34.0446,-118.245,Other,Misdemeanor,POINT (-118.245 34.0446)
450473,190605999,2019-01-23,0755,6,Hollywood,645,38,M,W,nan,,I,41.18(D)LAM,,SYCAMORE,"34.098, -118.3425",2019,1,23,1,January,Wednesday,07,55,False,34.098,-118.3425,White,Infraction,POINT (-118.3425 34.098)
450500,190106334,2019-01-30,1530,1,Central,156,31,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,200 E  6TH                          ST,"34.0437, -118.2455",2019,1,30,1,January,Wednesday,15,30,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
