,name,geometry,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,unsheltered,unshelteredoutside,2010_rate,2011_rate,2012_rate,2013_rate,2014_rate,2015_rate,2016_rate,2017_rate,2018_rate,2019_rate
20,Eagle Rock,"MULTIPOLYGON (((-118.198191 34.1516259991227, -118.198195 34.1490449991229, -118.1904090000001 34.14904899912281, -118.1839200000001 34.14867299912279, -118.1842130000001 34.14627999912278, -118.1845610000001 34.14540099912282, -118.182435 34.14395499912291, -118.18218 34.14339699912288, -118.182206 34.14306099912283, -118.181164 34.14219899912283, -118.1807570000002 34.14129999912291, -118.180082 34.14109099912298, -118.180198 34.14081799912297, -118.181956 34.14063599912289, -118.1831280000001 34.14025999912295, -118.184342 34.1394069991229, -118.184893 34.13955299912293, -118.185683 34.13903299912289, -118.185672 34.13885399912286, -118.185395 34.13884099912291, -118.185526 34.13856599912286, -118.185524 34.13733499912298, -118.185796 34.13736799912294, -118.185686 34.13666199912297, -118.185887 34.13618299912293, -118.185206 34.13606799912294, -118.185531 34.13472599912297, -118.186097 34.13373199912294, -118.182817 34.13121099912291, -118.1828242123836 34.129715995033, -118.185605 34.12890799912299, -118.185705 34.12850799912299, -118.187605 34.12810799912295, -118.188905 34.13100799912296, -118.190705 34.13070799912289, -118.190805 34.13110799912307, -118.191205 34.13110799912302, -118.191305 34.130507999123, -118.192505 34.12980799912295, -118.193906 34.129507999123, -118.194506 34.12640799912301, -118.1955060000001 34.12650799912305, -118.1981060000002 34.12640799912301, -118.1982350000001 34.12661399912298, -118.198606 34.12620799912295, -118.2000060000002 34.12730799912308, -118.200006 34.12790799912306, -118.200306 34.12810799912295, -118.2022060000001 34.12520799912296, -118.203506 34.12540799912299, -118.2039060000002 34.12370799912302, -118.2083060000001 34.12440799912297, -118.2089060000001 34.12180799912306, -118.213706 34.12260799912307, -118.216206 34.12320799912308, -118.216806 34.12080799912305, -118.2155060000001 34.12060799912311, -118.2144060000001 34.1202079991231, -118.213506 34.11940799912322, -118.212906 34.11770799912302, -118.213706 34.11620799912313, -118.215006 34.11640799912308, -118.2171060000001 34.11750799912308, -118.2187060000001 34.11780799912302, -118.221306 34.11980799912314, -118.222406 34.12100799912303, -118.223706 34.12160799912314, -118.224407 34.12230799912307, -118.2254070000001 34.12180799912311, -118.226207 34.12370799912307, -118.228407 34.12530799912306, -118.2285070000001 34.12800799912295, -118.229607 34.13290799912303, -118.229607 34.13560099912295, -118.227751 34.13560099912295, -118.2278770000001 34.13808399912294, -118.229149 34.13807899912285, -118.229156 34.13907299912289, -118.228784 34.13907299912289, -118.228769 34.14589699912277, -118.228889 34.14611999912285, -118.228577 34.14588099912278, -118.228237 34.14644699912288, -118.228683 34.14673499912293, -118.228602 34.14688599912278, -118.2281630000002 34.1468309991228, -118.2282600000001 34.14745199912278, -118.227649 34.14742299912279, -118.227452 34.14775499912279, -118.2270040000001 34.14762799912287, -118.226939 34.14860999912273, -118.2262310000001 34.14978899912278, -118.224967 34.14936299912289, -118.222455 34.14925399912281, -118.221172 34.14805699912281, -118.21963 34.14743799912283, -118.2194760000001 34.14695299912282, -118.21614 34.14694799912282, -118.2155740000001 34.14665899912288, -118.2120960000001 34.14658399912291, -118.210933 34.14617299912284, -118.2087740000001 34.14650699912281, -118.207723 34.14724699912281, -118.2054320000001 34.14743099912283, -118.204229 34.14927899912286, -118.203573 34.14969199912273, -118.2027010000001 34.15063299912271, -118.19892 34.15115399912277, -118.198191 34.1516259991227)))",1,0,1,14,5,0,6,4,2,3,118.17389736159608,48.131092798671865,0.8462105611530572,0.0,0.8462105611530572,11.846947856142801,4.2310528057652865,0.0,5.077263366918343,3.3848422446122286,1.6924211223061143,2.5386316834591716
26,Jefferson Park,"MULTIPOLYGON (((-118.3090080000001 34.0364109991242, -118.3090080000001 34.02561199912422, -118.317708 34.02561199912427, -118.317708 34.01901199912423, -118.3283090000001 34.02151199912432, -118.335109 34.02271199912422, -118.335109 34.03261099912418, -118.333809 34.03501099912416, -118.331409 34.03521099912408, -118.3284090000001 34.03571099912418, -118.323609 34.03611099912415, -118.320009 34.03671099912401, -118.315308 34.03721099912426, -118.3090080000001 34.03741099912408, -118.3090080000001 34.0364109991242)))",0,5,2,8,0,3,0,0,0,2,75.45922921577085,33.738765192597896,0.0,6.626094716264354,2.650437886505742,10.601751546022967,0.0,3.975656829758613,0.0,0.0,0.0,2.650437886505742
30,Chatsworth Reservoir,"MULTIPOLYGON (((-118.6209185488369 34.23904951246072, -118.6201160297386 34.23852691095383, -118.61811764784 34.23828352960979, -118.6162636626506 34.238507572068, -118.6129256046691 34.23815387117941, -118.6106054104878 34.23886788676992, -118.6091472796305 34.23862163057402, -118.6076535476611 34.23769560681683, -118.604949 34.23554599912175, -118.604821 34.23530299912166, -118.6102190000001 34.23522299912182, -118.6105530000001 34.23498699912174, -118.610792 34.23445999912178, -118.611323 34.23388899912171, -118.612519 34.2331639991219, -118.614061 34.23171599912177, -118.6149640000002 34.23138599912181, -118.6158410000002 34.22776399912188, -118.61624 34.22714899912192, -118.625314 34.22794899912184, -118.62595 34.22783999912187, -118.626563 34.22745899912179, -118.628031 34.22617199912177, -118.629872 34.22521099912191, -118.631221 34.22470299912194, -118.6366600000001 34.22446399912191, -118.6428680000001 34.22364199912186, -118.643415 34.2239689991219, -118.647094 34.2239689991219, -118.6469600000001 34.22944999912187, -118.647105 34.22955399912183, -118.6471340000001 34.23049499912179, -118.647502 34.23086999912179, -118.648034 34.23098699912177, -118.6488460000001 34.23025499912188, -118.6487220000001 34.22960299912184, -118.6490855142356 34.22963270231993, -118.6469811516814 34.23808197601645, -118.6314629525908 34.23701804755922, -118.630725 34.23777199912185, -118.6304780060361 34.23855698586492, -118.629945 34.23872299912175, -118.6302350000001 34.23924099912181, -118.625421 34.24040299912175, -118.6219210000001 34.24250299912165, -118.6213781876561 34.24084188968266, -118.6213467127717 34.23976911116555, -118.6209185488369 34.23904951246072)))",0,0,0,0,0,0,0,0,0,2,0.7562573954126472,0.17658648803880786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.4602237454765
29,Los Feliz,"MULTIPOLYGON (((-118.2732080000001 34.11840799912326, -118.2719080000001 34.11690799912317, -118.2718080000001 34.11720799912305, -118.269108 34.11390899912315, -118.2680080000001 34.11270899912319, -118.267408 34.11230899912312, -118.2691080000001 34.11160899912317, -118.271508 34.10910899912317, -118.273508 34.10410899912328, -118.2733080000001 34.10110899912338, -118.274008 34.09900899912326, -118.275508 34.09760899912332, -118.276608 34.09590899912338, -118.284208 34.09590899912338, -118.289308 34.09950899912327, -118.291909 34.1011089991233, -118.2934090000001 34.10180899912332, -118.309409 34.10160899912327, -118.309409 34.10770799912324, -118.308009 34.1080079991232, -118.3076090000001 34.10920799912327, -118.3075090000002 34.11340799912308, -118.306609 34.11380799912332, -118.299009 34.11570799912322, -118.2922090000001 34.1176079991232, -118.286109 34.1185079991231, -118.274208 34.11980799912314, -118.2732080000001 34.11840799912326)))",5,10,16,8,6,7,20,18,3,2,99.022592981335,68.71292552945408,5.049352727960237,10.098705455920474,16.157928729472758,8.078964364736379,6.059223273552283,7.0690938191443315,20.197410911840947,18.17766982065685,3.0296116367761416,2.0197410911840947
27,Valley Glen,"MULTIPOLYGON (((-118.4182140000001 34.20530399912217, -118.413927 34.20449499912204, -118.413926 34.20469399912215, -118.4046 34.20285399912205, -118.4038050000001 34.20109199912213, -118.403408 34.1996939991221, -118.4018260000001 34.18747899912215, -118.401504 34.18641999912236, -118.400999 34.18571699912221, -118.3970510000001 34.18192999912227, -118.396153 34.18086699912234, -118.3951700000001 34.17930299912229, -118.393759 34.17609699912244, -118.3925180000001 34.17430799912241, -118.3916730000001 34.17358799912236, -118.3888130000001 34.17210499912248, -118.440114 34.17200499912244, -118.4402210000001 34.18659999912239, -118.440115 34.19390399912216, -118.4314150000001 34.19390399912216, -118.4314150000001 34.20110399912205, -118.426792 34.20111699912204, -118.427515 34.20570399912203, -118.4273150000002 34.20700399912202, -118.4182140000001 34.20530399912217)))",0,2,8,4,6,9,20,3,4,2,431.1834812622839,155.79861657628976,0.0,0.4638396615160271,1.8553586460641085,0.9276793230320542,1.3915189845480813,2.087278476822122,4.638396615160271,0.6957594922740407,0.9276793230320542,0.4638396615160271
28,Hollywood Hills,"MULTIPOLYGON (((-118.3178100000002 34.15210699912274, -118.31661 34.15140699912278, -118.31091 34.15220699912263, -118.3094100000001 34.14700699912273, -118.3095100000001 34.1411069991228, -118.309409 34.11300799912316, -118.3075090000002 34.11340799912308, -118.3076090000001 34.10920799912327, -118.308009 34.1080079991232, -118.309409 34.10770799912324, -118.309409 34.10530899912325, -118.32641 34.10510799912329, -118.32811 34.10550799912318, -118.3292100000002 34.10520799912317, -118.3305100000002 34.10510799912329, -118.33061 34.10530799912326, -118.33751 34.10510799912329, -118.33771 34.10450799912321, -118.33831 34.10390799912326, -118.34391 34.10400799912322, -118.34591 34.10370799912325, -118.3461100000001 34.10450799912321, -118.34481 34.10580799912324, -118.3455100000001 34.10710799912324, -118.3461100000001 34.11150799912309, -118.34461 34.11270799912317, -118.3440100000001 34.11340799912308, -118.3444100000001 34.11510799912313, -118.34601 34.11540799912305, -118.3475100000001 34.11590799912315, -118.348711 34.11790799912305, -118.348611 34.11880799912308, -118.3481110000001 34.11900799912314, -118.3475100000001 34.11800799912305, -118.34721 34.11820799912308, -118.3476110000001 34.12010799912314, -118.3491110000001 34.12010799912314, -118.351711 34.11980799912308, -118.353111 34.11940799912322, -118.3550110000001 34.12110699912301, -118.355911 34.121206999123, -118.356811 34.12180699912304, -118.358911 34.12240699912304, -118.3596110000001 34.1230069991231, -118.358111 34.12360699912297, -118.3595110000001 34.12570699912303, -118.3604110000001 34.12590699912312, -118.3608110000001 34.12630699912293, -118.360511 34.12730699912299, -118.3599110000001 34.12830699912296, -118.361211 34.12920699912294, -118.3627110000001 34.12920699912294, -118.363111 34.12990699912297, -118.362411 34.12950699912294, -118.361211 34.12990699912287, -118.360511 34.1304069991231, -118.361911 34.13000699912289, -118.363311 34.13180699912287, -118.361911 34.13100699912297, -118.360711 34.13240699912296, -118.359611 34.13300699912305, -118.358811 34.13270699912302, -118.3582110000001 34.13320699912298, -118.3572110000001 34.13270699912295, -118.3565110000001 34.13200699912296, -118.3560110000002 34.13280699912298, -118.354411 34.13250699912291, -118.353613 34.13219699912287, -118.352584 34.13419199912297, -118.3523443993307 34.13433066911443, -118.352136 34.13415899912297, -118.351592 34.13410999912286, -118.3506890000002 34.13318799912311, -118.3497870000001 34.13253599912304, -118.348775 34.13138599912292, -118.348405 34.13198799912291, -118.348657 34.13246399912295, -118.3484530000001 34.13288499912289, -118.347462 34.13314399912302, -118.3477740000001 34.13346499912303, -118.346714 34.13389099912283, -118.346717 34.13419299912305, -118.346489 34.13435099912307, -118.3465640000001 34.13464599912288, -118.345861 34.13467699912292, -118.3455760000002 34.13510899912283, -118.344213 34.13606099912294, -118.344424 34.13680099912296, -118.3440280000002 34.13784899912293, -118.3432300000001 34.13821399912294, -118.3451723880658 34.14254730532219, -118.34088 34.14493499912277, -118.340343 34.14549199912287, -118.339891 34.14555899912283, -118.338804 34.14522799912282, -118.3366370000001 34.14649399912294, -118.331028 34.1483179991228, -118.330067 34.14974699912277, -118.3289046986555 34.15029374576136, -118.3287100000001 34.14980699912272, -118.323038 34.15246999912263, -118.3178100000002 34.15210699912274)))",19,50,51,36,43,48,20,12,73,2,59.83847325009228,45.7203727571692,31.752147018508197,83.55828162765316,85.22944726020621,60.16196277191027,71.8601221997817,80.21595036254703,33.42331265106126,20.05398759063676,121.99509117637359,3.3423312651061257
25,Arleta,"MULTIPOLYGON (((-118.4220150000001 34.22410299912182, -118.4228150000002 34.22170299912185, -118.4278150000001 34.22170299912185, -118.435815 34.22990299912176, -118.440816 34.23660299912161, -118.4501160000001 34.25000299912159, -118.451816 34.25170199912146, -118.447916 34.25740199912136, -118.4423000000001 34.26449699912131, -118.4410410000001 34.26254599912134, -118.4398160000001 34.26120199912132, -118.4223590000001 34.24472199912164, -118.410514 34.23380299912176, -118.409699 34.23339499912173, -118.420515 34.2256029991219, -118.4220150000001 34.22410299912182)))",3,2,0,0,1,8,1,0,0,2,104.45467687380176,49.00898393355669,2.872059049710611,1.914706033140407,0.0,0.0,0.9573530165702036,7.658824132561628,0.9573530165702036,0.0,0.0,1.914706033140407
24,Studio City,"MULTIPOLYGON (((-118.4083000000001 34.1566719991227, -118.4028550000001 34.15659999912268, -118.4017780000001 34.15620399912274, -118.3995180000002 34.15481999912266, -118.398833 34.15462999912277, -118.378247 34.15460599912273, -118.377796 34.15348099912264, -118.3767930000001 34.15306799912265, -118.3676090000001 34.15302299912265, -118.362911 34.14510699912275, -118.360915 34.14203799912286, -118.3609940000002 34.14103999912287, -118.362342 34.13869599912297, -118.3618490000001 34.13859199912296, -118.358605 34.13949599912288, -118.3523443993307 34.13433066911443, -118.352584 34.13419199912297, -118.353613 34.13219699912287, -118.354411 34.13250699912291, -118.3560110000002 34.13280699912298, -118.3565110000001 34.13200699912296, -118.3572110000001 34.13270699912295, -118.3582110000001 34.13320699912298, -118.358811 34.13270699912302, -118.359611 34.13300699912305, -118.360711 34.13240699912296, -118.361911 34.13100699912297, -118.363311 34.13180699912287, -118.361911 34.13000699912289, -118.360511 34.1304069991231, -118.361211 34.12990699912287, -118.362411 34.12950699912294, -118.363111 34.12990699912297, -118.3627110000001 34.12920699912294, -118.361211 34.12920699912294, -118.3599110000001 34.12830699912296, -118.360511 34.12730699912299, -118.361011 34.12800699912292, -118.361811 34.12820699912294, -118.363111 34.12810699912294, -118.3671110000001 34.12890699912307, -118.3679110000001 34.12930699912297, -118.3698110000001 34.12930699912292, -118.370111 34.12990699912297, -118.371311 34.13010699912303, -118.372611 34.131106999123, -118.373612 34.13090699912306, -118.372811 34.12940699912308, -118.372011 34.12840699912318, -118.371511 34.12690699912299, -118.3717110000001 34.12640699912303, -118.3730110000001 34.12640699912303, -118.373611 34.12670699912286, -118.374911 34.12460699912307, -118.374911 34.12400699912312, -118.3754110000001 34.12340699912316, -118.3757110000001 34.12330699912309, -118.3757110000001 34.12180699912313, -118.3810120000001 34.12300699912299, -118.3816120000001 34.12230699912305, -118.3826120000001 34.12260699912304, -118.3832120000001 34.12200699912312, -118.385012 34.12200699912312, -118.385812 34.12140699912302, -118.386912 34.12180699912304, -118.3876120000001 34.12340699912316, -118.3914120000001 34.12200699912317, -118.3935120000001 34.12000699912309, -118.394412 34.11990699912323, -118.395112 34.11960699912314, -118.397412 34.1191069991231, -118.398112 34.11960699912314, -118.3982120000001 34.12070699912301, -118.398912 34.12230699912308, -118.4030120000001 34.12520699912299, -118.4035120000001 34.12720699912302, -118.403912 34.12790699912306, -118.4061130000001 34.12740699912298, -118.4071710000001 34.12957499912299, -118.4083760000001 34.129853999123, -118.408441 34.13088699912291, -118.408698 34.13114399912295, -118.4087870000001 34.13157599912294, -118.4090790000001 34.13178199912291, -118.409195 34.13236099912301, -118.4098070000001 34.13250099912293, -118.4103650000001 34.13315299912301, -118.4106310000001 34.13302899912303, -118.4110210000002 34.13212699912291, -118.4114860000002 34.13218499912287, -118.411805 34.13247099912309, -118.412257 34.1339959991229, -118.4122220000001 34.13452399912297, -118.4124880000001 34.1346049991229, -118.412993 34.1344439991229, -118.4139130000001 34.13360699912287, -118.414359 34.13371799912299, -118.414368 34.13401099912284, -118.4123130000001 34.13620599912284, -118.4121460000001 34.136727999123, -118.4132130000002 34.1383059991228, -118.41351 34.13918599912292, -118.413713 34.14060599912274, -118.414913 34.14310599912282, -118.415913 34.14360599912273, -118.4169130000001 34.14360599912279, -118.4189130000001 34.14420599912277, -118.4186250000001 34.14587599912281, -118.4226140000001 34.14650099912281, -118.4226120000001 34.1499089991227, -118.419317 34.14810699912278, -118.4181130000001 34.14790599912288, -118.4182130000001 34.1540059991226, -118.413813 34.1540059991226, -118.413808 34.15667699912267, -118.4083000000001 34.1566719991227)))",1,4,11,26,14,20,1,5,34,2,124.08022014988516,99.80564345567181,0.8059302270676423,3.223720908270569,8.865232497744065,20.954185903758702,11.283023178946992,16.118604541352845,0.8059302270676423,4.029651135338211,27.401627720299835,1.6118604541352846
23,Florence,"MULTIPOLYGON (((-118.2564359860183 33.989214002424, -118.256406 33.9600149991251, -118.268006 33.960113999125, -118.280807 33.95991399912499, -118.2808070000002 33.97901399912482, -118.2804070000001 33.98591399912475, -118.280507 33.98901399912469, -118.2564359860183 33.989214002424)))",0,27,7,70,37,4,3,0,0,2,301.1232800399307,108.8965885363338,0.0,8.96642730393334,2.3246293010197547,23.246293010197547,12.287326305390133,1.328359600582717,0.9962697004370379,0.0,0.0,0.6641798002913585
22,Sherman Oaks,"MULTIPOLYGON (((-118.4143140000001 34.17200499912246, -118.413666 34.17200299912243, -118.4140450000001 34.1716859991224, -118.4141570000001 34.17131899912242, -118.413922 34.1696819991225, -118.413813 34.1540059991226, -118.4182130000001 34.1540059991226, -118.4181130000001 34.14790599912288, -118.419317 34.14810699912278, -118.4226120000001 34.1499089991227, -118.4226140000001 34.14650099912281, -118.4186250000001 34.14587599912281, -118.4189130000001 34.14420599912277, -118.4169130000001 34.14360599912279, -118.415913 34.14360599912273, -118.414913 34.14310599912282, -118.413713 34.14060599912274, -118.41351 34.13918599912292, -118.4132130000002 34.1383059991228, -118.4121460000001 34.136727999123, -118.4123130000001 34.13620599912284, -118.414368 34.13401099912284, -118.414359 34.13371799912299, -118.4139130000001 34.13360699912287, -118.412993 34.1344439991229, -118.4124880000001 34.1346049991229, -118.4122220000001 34.13452399912297, -118.412257 34.1339959991229, -118.4116370000001 34.1322869991229, -118.4112820000002 34.13211899912302, -118.4109330000001 34.13217799912308, -118.410569 34.13311699912286, -118.4102500000001 34.13311699912303, -118.409913 34.13257399912293, -118.409328 34.13244899912297, -118.4091240000001 34.13225899912294, -118.4090790000001 34.13178199912291, -118.4087870000001 34.13157599912294, -118.408698 34.13114399912295, -118.408441 34.13088699912291, -118.4083760000001 34.129853999123, -118.4071710000001 34.12957499912299, -118.406913 34.12890699912307, -118.4091130000001 34.1294069991229, -118.412013 34.1294069991229, -118.4132130000002 34.12880699912298, -118.414213 34.12900699912305, -118.414013 34.12800699912292, -118.4156130000001 34.12620699912292, -118.417213 34.12720699912302, -118.4184130000001 34.12700699912298, -118.4196130000002 34.12770699912296, -118.4208130000001 34.12850699912306, -118.4212130000001 34.12960699912298, -118.422413 34.12970699912293, -118.423213 34.13020699912299, -118.423713 34.13030699912297, -118.424313 34.13020699912291, -118.4264130000001 34.13100699912304, -118.4311130000001 34.13200699912294, -118.432713 34.13170699912294, -118.4339130000001 34.13070699912293, -118.4354140000001 34.1304069991231, -118.438414 34.13150599912304, -118.439314 34.13110599912288, -118.4406140000002 34.13150599912293, -118.442014 34.131005999123, -118.4425140000002 34.13050599912295, -118.443414 34.13000599912306, -118.4481140000001 34.13070599912292, -118.4498140000001 34.13190599912297, -118.4512140000001 34.13150599912299, -118.4532140000001 34.13180599912284, -118.454914 34.132905999123, -118.455914 34.13260599912286, -118.459614 34.13040599912301, -118.463114 34.13080599912306, -118.464114 34.12980599912294, -118.465514 34.12990599912287, -118.4664140000001 34.129705999123, -118.467415 34.12920599912294, -118.469015 34.12950599912302, -118.471615 34.13090599912296, -118.473215 34.1293059991229, -118.474815 34.12630599912293, -118.476115 34.12600599912297, -118.474133 34.12984499912297, -118.472559 34.13386299912297, -118.4717160000001 34.13762299912291, -118.4713160000002 34.14462999912281, -118.4707810000002 34.14645799912285, -118.469134 34.14983099912269, -118.4685230000001 34.15165799912272, -118.468524 34.15293399912268, -118.4688780000002 34.15510299912261, -118.469944 34.15894699912256, -118.469967 34.16519799912247, -118.469458 34.16736999912253, -118.4690300000001 34.16805299912252, -118.468138 34.16888299912245, -118.467834 34.16943399912245, -118.4676150000001 34.1719049991225, -118.4143140000001 34.17200499912246)))",2,1,2,4,0,2,3,1,1,2,112.62404349086205,65.13269552684687,1.7758197432880072,0.8879098716440036,1.7758197432880072,3.5516394865760144,0.0,1.7758197432880072,2.6637296149320107,0.8879098716440036,0.8879098716440036,1.7758197432880072
38,Historic South-Central,"MULTIPOLYGON (((-118.256407 34.00481399912452, -118.256407 34.00381399912452, -118.260707 34.00391399912448, -118.263907 34.00371399912455, -118.265207 34.00381399912453, -118.281107 34.00371299912452, -118.2812070000001 34.00551299912446, -118.281107 34.01591299912426, -118.2808070000002 34.01691299912441, -118.274607 34.02651199912422, -118.274307 34.02811199912418, -118.2741070000001 34.03541199912403, -118.2505070000001 34.02451299912422, -118.2541070000001 34.02051299912434, -118.2565070000001 34.01471299912435, -118.256407 34.00481399912452)))",9,30,64,88,131,109,20,13,14,1,944.7106109018614,673.7318081473172,0.9526726911014807,3.1755756370049357,6.774561358943862,9.31502186854781,13.866680281588216,11.537924814451264,2.117050424669957,1.376082776035472,1.4819352972689697,0.10585252123349784
43,Mar Vista,"MULTIPOLYGON (((-118.421411 34.01032399912458, -118.420085 34.00864499912458, -118.41923 34.00910299912439, -118.417344 34.0067489991246, -118.421249 34.00442199912455, -118.418239 34.00061899912464, -118.419178 34.00003399912455, -118.4204 33.99868799912457, -118.42598 33.99806999912463, -118.428489 34.00134399912459, -118.430836 34.00010199912455, -118.430327 33.99944599912462, -118.435307 33.99689899912465, -118.435811 33.99691699912452, -118.4424909672167 33.99366434702838, -118.44335 33.99531699912473, -118.4443573342836 33.99462071443707, -118.4560198503564 34.00987941955189, -118.443426 34.01662499912446, -118.4444120000001 34.01780999912447, -118.4448120000001 34.02010999912427, -118.4428120000001 34.02070999912439, -118.4410120000001 34.02150999912428, -118.4302980000001 34.02681999912421, -118.418471 34.01201899912444, -118.421411 34.01032399912458)))",2,0,0,1,3,5,3,8,17,1,174.04839533629394,65.33217080871543,1.1491056818625804,0.0,0.0,0.5745528409312902,1.7236585227938706,2.872764204656451,1.7236585227938706,4.596422727450322,9.767398295831933,0.5745528409312902
42,Central-Alameda,"MULTIPOLYGON (((-118.2433060000001 34.02071299912436, -118.2395060000002 34.0200129991243, -118.239745 34.01349399912444, -118.239593 34.0088869991245, -118.2379180000001 33.98939299912469, -118.2564359748451 33.989498000008, -118.256506 33.98921506329079, -118.256406 33.99881399912459, -118.2565070000001 34.01471299912435, -118.254407 34.01991299912431, -118.2541070000001 34.02051299912434, -118.2505070000001 34.02451299912422, -118.246006 34.0219129991243, -118.2440060000001 34.02091299912429, -118.2433060000001 34.02071299912436)))",10,15,21,17,1,3,0,0,0,1,289.0580422953867,125.55025232281716,3.459512809465809,5.189269214198714,7.264976899878199,5.881171776091875,0.3459512809465809,1.0378538428397428,0.0,0.0,0.0,0.3459512809465809
41,Chinatown,"MULTIPOLYGON (((-118.2251059999998 34.07190999912357, -118.224806 34.07060999912362, -118.2247059999999 34.06771099912363, -118.2270059999998 34.06231099912373, -118.2271059999999 34.0618109991237, -118.2265059999998 34.05673099912389, -118.2266339999999 34.05575499912374, -118.2273059999998 34.05511099912374, -118.2298059999998 34.0561109991238, -118.2377059999998 34.05841099912366, -118.2395069999998 34.05841099912366, -118.240207 34.05871099912377, -118.244607 34.06131099912378, -118.2493069999999 34.06531099912365, -118.2491069999999 34.06551099912359, -118.2485069999998 34.06541099912367, -118.2477069999998 34.06581099912384, -118.245807 34.06881099912376, -118.244407 34.06981099912365, -118.241807 34.06771099912374, -118.2403069999999 34.06711099912356, -118.239807 34.06761099912359, -118.2392069999998 34.06781099912357, -118.2359059999998 34.06691099912358, -118.235406 34.06741099912367, -118.2300059999999 34.07111099912354, -118.2269059999997 34.07180999912373, -118.2251059999998 34.07190999912357)))",0,1,6,10,29,37,71,35,7,1,266.84523217517585,227.5076121660115,0.0,0.3747490602880737,2.2484943617284423,3.747490602880737,10.867722748354138,13.865715230658726,26.607183280453235,13.116217110082578,2.623243422016516,0.3747490602880737
40,Harbor City,"MULTIPOLYGON (((-118.300693 33.81393399912691, -118.2992050000002 33.81341599912684, -118.2992050000002 33.81362644926715, -118.2984909860768 33.81336300231612, -118.2984939860768 33.81313900231579, -118.2983399860767 33.81305500231577, -118.2990159968605 33.80340000558455, -118.2996159751351 33.80341799954608, -118.2996379769479 33.8028140008297, -118.2991449952105 33.80279900378906, -118.2991459779686 33.79779599916477, -118.2859390546698 33.79778139548247, -118.286905 33.79771699912713, -118.2833040000002 33.79291699912709, -118.282704 33.79201699912706, -118.282104 33.79061699912718, -118.2804040000001 33.77901699912724, -118.2820040000001 33.77881699912734, -118.2894040000001 33.7785169991273, -118.292904 33.77931699912736, -118.297705 33.78221699912727, -118.298605 33.78081699912723, -118.3080050000001 33.77941699912729, -118.3079276996831 33.77917910504311, -118.309464 33.77891499912735, -118.309924 33.78194699912738, -118.3090390000002 33.7819409991273, -118.309038 33.78217899912722, -118.308709 33.78221499912734, -118.308713 33.78820699912719, -118.308472 33.78877299912723, -118.3086850000001 33.7894709991272, -118.3088290000001 33.80679499912704, -118.3092960000001 33.80880499912691, -118.3081270000001 33.809044999127, -118.308558 33.81049099912699, -118.308786 33.81200399912691, -118.3087923495178 33.81687759425836, -118.300693 33.81393399912691)))",59,5,0,0,0,0,1,0,1,1,158.990395012731,118.80512738777,37.10915995603107,3.1448440640704303,0.0,0.0,0.0,0.0,0.628968812814086,0.0,0.628968812814086,0.628968812814086
39,Sun Valley,"MULTIPOLYGON (((-118.342812 34.20740399912209, -118.3413194257688 34.20652653043827, -118.3629870000001 34.20681799912205, -118.362171 34.20141899912221, -118.362372 34.20119699912223, -118.394278 34.20110899912203, -118.3947120000002 34.20093299912205, -118.413926 34.20469399912215, -118.413927 34.20449499912204, -118.4273150000002 34.20700399912202, -118.4220150000001 34.22410299912182, -118.420515 34.2256029991219, -118.407114 34.23520299912159, -118.403914 34.23770299912169, -118.398714 34.24410299912155, -118.3900140000001 34.2523019991214, -118.3838140000001 34.24660299912158, -118.366614 34.23003099912181, -118.361613 34.2250029991218, -118.3590120000001 34.22210599912174, -118.358619 34.22186299912187, -118.357687 34.22167799912188, -118.3546120000002 34.21840399912194, -118.351212 34.21570399912206, -118.346974 34.21181499912198, -118.342812 34.20740399912209)))",3,0,7,9,2,5,1,3,4,1,740.1385645178931,245.31814212830213,0.40532950771915544,0.0,0.9457688513446961,1.2159885231574665,0.2702196718127703,0.6755491795319258,0.13510983590638515,0.40532950771915544,0.5404393436255406,0.13510983590638515
