county,mail_returned,mail_rejected,rejected_pct,state,fips
Hamilton County,4048.0,3.0,0.0741106719367589,Iowa,19
Fremont County,1761.0,1.0,0.056785917092561006,Iowa,19
Winneshiek County,7908.0,3.0,0.0379362670713202,Iowa,19
Appanoose County,2819.0,1.0,0.0354735721887194,Iowa,19
Jasper County,9701.0,3.0,0.0309246469436141,Iowa,19
Shelby County,3698.0,1.0,0.027041644131963197,Iowa,19
Fayette County,4964.0,1.0,0.020145044319097503,Iowa,19
Page County,0.0,0.0,0.0,Iowa,19
Taylor County,0.0,0.0,0.0,Iowa,19
Audubon County,0.0,0.0,0.0,Iowa,19
Butler County,0.0,0.0,0.0,Iowa,19
Carroll County,0.0,0.0,0.0,Iowa,19
Cerro Gordo County,0.0,0.0,0.0,Iowa,19
Clay County,0.0,0.0,0.0,Iowa,19
Des Moines County,0.0,0.0,0.0,Iowa,19
Dickinson County,0.0,0.0,0.0,Iowa,19
Emmet County,0.0,0.0,0.0,Iowa,19
Van Buren County,0.0,0.0,0.0,Iowa,19
Union County,0.0,0.0,0.0,Iowa,19
Tama County,0.0,0.0,0.0,Iowa,19
Palo Alto County,0.0,0.0,0.0,Iowa,19
Greene County,0.0,0.0,0.0,Iowa,19
Guthrie County,0.0,0.0,0.0,Iowa,19
Henry County,0.0,0.0,0.0,Iowa,19
Sac County,0.0,0.0,0.0,Iowa,19
Ringgold County,0.0,0.0,0.0,Iowa,19
Howard County,0.0,0.0,0.0,Iowa,19
Mills County,0.0,0.0,0.0,Iowa,19
Polk County,0.0,0.0,0.0,Iowa,19
Mitchell County,0.0,0.0,0.0,Iowa,19
Monona County,0.0,0.0,0.0,Iowa,19
Wright County,0.0,0.0,0.0,Iowa,19
