Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20211007DCWAW,https://www.washingtonpost.com/local/public-safety/shooting-capitol-hill-dc/2021/10/07/9c11665a-2772-11ec-8d53-67cfb452aa60_story.html https://www.hillrag.com/2021/10/07/man-shot-near-watkins-elementary/,3,Local,4,2021-10-07,Fall,Walkins Elementary School,Washington,DC,Elementary,Football Field/Track,Outside on School Property,No,Sport Event,21:47:00,Man shot following flag football game,"A 26-year-old man was fatally shot at the end of a flag football game on the school field. There was an argument at the end of the game and an unidentified man went to his bag, pulled out a gun, and shot the victim in front of his family members. Neighbors reported hearing 12 shots fired. The shooter fled in a vehicle. Youth football practice ended 1 hour before the shooting. A letter was sent to parent of students at the school explaining the situation. ",Escalation of Dispute,Victims Targeted,null,No,No,No,No,No,null,No,12,No
20211007TXEAW,https://abc13.com/chambers-county-stray-bullet-accidental-shooting-teen-shot-girl/11099709/ https://www.12newsnow.com/article/news/crime/girl-shot-in-leg-by-22-during-football-game-east-chambers-high-school/502-7ed703bb-232b-47f0-b76b-9bb0baece783,2,Local,4,2021-10-07,Fall,East Chambers High School,Winnie,TX,High,Football Field/Track,Outside on School Property,No,Sport Event,20:00:00,Teen girl hit by stray bullet,A female teen student was sitting in the stands at a football game when she was struck in the leg by a bullet. She did not realize it was a gun shot and no one hear the sound of a gun fire. She was taken to the hospital where they realized the nature of the injury. Police said the bullet was likely fired into the air away from the stadium.,Accidental,Random Shooting,No,No,No,No,No,No,No,No,null,No
20211012ILWEC,https://abc7chicago.com/chicago-shooting-wendell-phillips-academy-high-school-bronzeville-pershing/11120421/ https://www.chicagotribune.com/news/breaking/ct-phillips-academy-shooting-st-sabina-family-speaks-20211013-2wmzyt3lmvgwhi7bytzjduqym4-story.html https://chicago.cbslocal.com/2021/10/12/student-school-resource-officer-shot-wendell-phillips-academy-high-school-shooting-bronzeville/ https://chicago.suntimes.com/crime/2021/10/12/22723253/wendell-phillips-academy-high-school-shooting,10,Regional,4,2021-10-12,Fall,Wendell Phillips Academy High School,Chicago,IL,High,Entryway,Outside on School Property,Yes,Dismissal,14:30:00,SRO and student shot multiple times when they exited school at dismissal,"When the SRO opened the locked front door to the school at dismissal, a masked gunman fired 8 shots striking him 5 times and a 14-year-old student 3 times. The student was critically injured. Both were transported to the hospital. Shooter fled in a vehicle. School was locked down and students were released individually to their parents. Motive unknown. No suspect identified. ",null,Both,No,No,No,No,No,No,null,Yes,8,No
20211012ARLIL,https://www.arkansasonline.com/news/2021/oct/12/little-rock-central-high-put-temporary-lockdown-af/ https://www.thv11.com/article/news/crime/little-rock-central-lockdown-shooting-near-campus/91-21226e32-cf70-444e-b8fe-04fd6f90b7cf https://www.kark.com/news/local-news/little-rock-central-high-school-on-precautionary-lockdown/ https://www.google.com/search?rlz=1C1VDKB_enUS974US974&sxsrf=AOaemvKsqOdyIrD9kgUyd_VjB8L7qZHTwA:1634169801253&q=little+rock+central+high+school&tbm=nws&source=univ&tbo=u&sa=X&sqi=2&ved=2ahUKEwifhYb0zMjzAhWzSfEDHQQeDxUQt8YBegQICBAG&biw=1077&bih=736&dpr=1,5,Local,4,2021-10-12,Fall,Little Rock Central High School,Little Rock,AR,High,Front of School,Outside on School Property,Yes,Morning Classes,11:50:00,Multiple bullets struck school and broke an occupied classroom window,The school building was struck by multiple gunshots fired from one block down the street. One bullet broke the window of an occupied classroom. Students and staff heard multiple shots and believed there was an active shooter. School was locked down and dismissed. School switched to virtual classes the following day. Police said the shooting did not target the school. Shots were fired from a vehicle that fled the area. No injuries to students or staff.,Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,null,No
20211007NCEAD,https://www.wral.com/man-wanted-on-virginia-murder-charge-killed-himself-outside-durham-school-police-say/19916395/ https://www.newsobserver.com/news/local/crime/article254873522.html,10,Regional,4,2021-10-07,Fall,Eastway Elementary School,Durham,NC,Elementary,Parking Lot,Outside on School Property,No,After School,16:30:00,Man found dead in vehicle in the school parking lot,"A 39-year-old man was found dead (suicide) in a vehicle in the school parking lot. Students had already dismissed. Police said the vehicle had been parked for at least a day before the body was discovered. The man was wanted for a homicide and Newport News, VA and considered ""armed and dangerous"". Unknown why the man parked at the school.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No
20211012OKUNT,https://www.fox23.com/news/local/union-public-schools-tulsa-police-investigating-after-group-students-shot-with-airsoft-gun/BZATDDYSCFDB5AFPAJDEWLQERA/ https://ktul.com/news/local/tpd-warns-of-using-gel-shooters-after-union-shooting-incident https://tulsaworld.com/news/local/education/two-union-high-school-students-suspended-after-toy-gun-incident-at-other-campus/article_7039f578-2c5a-11ec-ad75-27b3fc7c7a07.html,5,Local,4,2021-10-12,Fall,Union High School,Tulsa,OK,High,Front of School,Outside on School Property,Yes,Dismissal,14:30:00,Student fired plastic projectile gun at group of students and staff waiting for the buses,"A student in a vehicle fired a plastic projectile gun at 12 students and 2 staff members who were waiting for the buses in front of the school. Police described the weapon as a fully automatic gel projectile weapon. Students were evaluated by the school nurse and did not have any injuries. Police were called for a shooting at the school. Both students (driver and shooter) were detained and suspended, but no charges were filed. The plastic gun was purchased at the fair. ",Drive-by Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,null,No
20211013ILMCC,https://wgntv.com/news/chicagocrime/separate-shooting-incidents-outside-cps-schools-has-parents-on-edge/,5,Local,4,2021-10-13,Fall,McDade Classical Elementary School,Chicago,IL,Elementary,Front of School,Outside on School Property,Yes,School Start,08:39:00,"28 shots fired from a vehicle, multiple bullets hit school building","As the school was opening, 28 shots were fired from a passing vehicle and multiple bullets hit the school building. Multiple bullets hit the cafeteria windows. School was locked down. No injuries to students or staff.",Drive-by Shooting,Random Shooting,null,No,No,No,No,No,null,No,28,No
20211008OKCOC,https://www.kswo.com/2021/10/09/student-apprehended-after-shooting-incident-comanche/ https://www.duncanbanner.com/community/cps-superintendent-suspect-who-allegedly-shot-out-door-to-middle-school-in-custody/article_c8be2eb8-288f-11ec-aa6d-1f966631e60d.html,2,Local,4,2021-10-08,Fall,Comanche Middle School,Comanche,OK,Middle,Cafeteria,Outside on School Property,No,After School,16:30:00,"Student shot out glass door to cafeteria, staff member was inside","A student fired shots breaking the glass door to the cafeteria. School had dismissed, staff were still inside. A staff member inside the cafeteria took cover when the shots were fired. The student was arrested outside of the school. Motive unknown.",null,Random Shooting,No,No,No,No,No,No,No,null,null,No
20211012MIELK,https://wwmt.com/news/local/two-teen-boys-shot-in-kalamazoo https://www.mlive.com/news/kalamazoo/2021/10/two-teenage-boys-shot-tuesday-afternoon-in-kalamazoo-both-still-alive-police-say.html,5,Local,4,2021-10-12,Fall,El Sol Academy,Kalamazoo,MI,Elementary,Parking Lot,Outside on School Property,No,After School,16:00:00,Group of teens was shot by a masked gunman,"A group of teens walking near the gate to the school parking lot were shot at by a masked gunman. 15-year-old and 17-year-old were shot, one critical condition. Neither of the victims were students at the school. Gunman fled. ",null,Victims Targeted,No,No,No,No,No,No,null,null,null,No
20211015ALWIM,https://www.cnn.com/2021/10/16/us/al-mobile-hs-football-game-shooting/index.html https://whnt.com/news/breaking-at-least-one-person-shot-during-football-game-at-ladd-peebles-stadium/ https://www.the-sun.com/news/3868369/ladd-peebles-shooting-horror-moment-high-school-football/,100,International,4,2021-10-15,null,Williamson High School,Mobile,AL,6-12,Football Field/Track,Outside on School Property,No,Sport Event,21:56:00,4 shot inside the football stadium during game,"4 people were shot in the concourse of the stadium during the 4th quarter of the high school football game. The PA announcer told fans to take cover and defend themselves. Players evacuated the field. The remainder of the game was cancelled. Shooter and second suspect fled the area in a vehicle. Two victims were transported to the hospital, one in critical condition. The stadium has metal detectors at the gates following 9 people shot in 2019.",null,Both,Yes,No,No,No,No,No,null,No,null,No
20211014MEREP,https://www.pressherald.com/2021/10/15/portland-police-investigate-reported-shooting-in-west-end/ https://www.newscentermaine.com/article/news/local/portland/portland-police-investigating-reports-of-overnight-shooting-near-reiche-community-school-brackett-street-maine/97-82a97aa7-2f75-4b90-96ac-7c1d2b74a149,2,Local,3,2021-10-14,Fall,Reiche Community School,Portland,ME,Elementary,Playground,Outside on School Property,No,Night,23:15:00,Person shot on the school playground,"At 11:15PM, police were called for shots fired near the school and did not find anything. The following morning, police were called for a shooting victim on the playground of the school. School held classes. Students were not allowed on the playground until the investigation was concluded. Person shot was not affiliated with the school.",null,Victims Targeted,No,No,No,No,No,No,null,No,null,No
20211013PACHD,https://www.pennlive.com/news/2021/10/pa-elementary-school-students-suspended-after-firing-air-soft-gun-at-other-children-report.html https://6abc.com/upper-darby-school-district-delaware-county-schools-students-pellet-gun/11126426/,2,Local,4,2021-10-13,Fall,Charles Kelly Elementary,Drexel Hill,PA,Elementary,School Bus,School Bus,Yes,School Start,08:00:00,Two students shot 4 classmates with pellet gun,"A 4th grade student with a pellet gun shot 3 students at the bus stop with a pellet gun. The students all got on the school bus and the student fired at a 4th victim. The student then passed the pellet gun to a 2nd student who fired at the 4th victim again. The bus driver was notified about the weapon, took it away, and drove to the school. Police and parents were notified. Both students who fired the gun were suspended. ",Indiscriminate Shooting,Both,Yes,No,No,No,No,No,No,No,null,No
20211015CAKEF,https://kmph.com/news/local/standoff-ends-peacefully-at-school-playground-thanks-to-schools-pe-teacher https://abc30.com/man-brings-gun-to-school-gunman-fresno-shooting-shots-fired-downtown/11130175/,5,Local,4,2021-10-15,Fall,Kepler Community School,Fresno,CA,Elementary,Playground,Outside on School Property,Yes,Morning Classes,10:20:00,Gym teacher talked down man with gun on school playground,"A 33-year-old male was involved in a shooting inside a home near the campus where he threatened to kill 4 people. He then walked onto the school playground and was told to leave the campus by the gym teacher (retired police officer). The man refused to leave and showed the teacher a gun he was holding in his pocket. After a 45 minute standoff, the man surrendered to police. No shots were fired. School was locked down during the incident. ",Hostage/Standoff,Neither,No,No,No,No,No,No,No,No,0,No
