author_id,conversation_id,tweet_id,tweet_text,source,created_date_uct,retweets,likes,quotes,twitter,twitter_id,type,party,gender,created_date_eastern,created_time_eastern,month,weekday,year,hour,mentions_roe,tweet_text_clean
18137749,1521308789475094528,1521308789475094528,"If this draft decision stands, the Supreme Court will strip Americans of their reproductive rights and put the lives &amp; health of millions of women at risk. The Trump SCOTUS nominees’ claims to respect precedent were lies. We must overcome this and codify Roe V. Wade NOW. https://t.co/snox28IVZG",Twitter Web App,2022-05-03 02:00:54+00:00,65,288,8,ChrisVanHollen,18137749,sen,Democrat,M,2022-05-02,22:00:54,May,Friday,2022,22,True,"If this draft decision , the Supreme Court will strip of their reproductive and put the & ; health of millions of at risk . The Trump ’ to respect precedent were . We must overcome this and codify Roe V . Wade NOW ."
164369297,1521327007069446145,1521327007069446145,"A radical right wing court is trying to overturn #RoeVWade, which has served as precedent for decades.

This is an attack on the right to a safe abortion all over the country. We will fight this.",Twitter for iPhone,2022-05-03 03:13:18+00:00,16,68,0,NydiaVelazquez,164369297,rep,Democrat,F,2022-05-02,23:13:18,May,Friday,2022,23,True,"A radical right wing court is trying to overturn , which as precedent for . This is an attack on the right to a safe abortion all over the country . We will fight this ."
84119348,1521492550984650753,1521492553945780225,"To be clear, Democrats will fight against this brazen attack on women's rights.

The House has already passed a bill to codify Roe v. Wade. The Senate must follow suit.

We will do all we can to ensure that everyone has the power to control their own bodies, lives, and futures.",Twitter for iPhone,2022-05-03 14:11:07+00:00,5,25,0,RepPaulTonko,84119348,rep,Democrat,M,2022-05-03,10:11:07,May,Friday,2022,10,True,"To be clear , will fight against this brazen attack on ' s . The House already a bill to codify Roe v . Wade . The Senate must follow suit . We will do all we can to ensure that everyone the power to control their own , , and ."
84119348,1521492550984650753,1521492552498786304,"The decision to overturn Roe v. Wade will do horrendous damage to the rights of millions of Americans, unravel decades of precedence under the Constitution, and expose the partisanship of the nation’s highest court in the land—something each justice has defied openly.",Twitter for iPhone,2022-05-03 14:11:07+00:00,0,14,0,RepPaulTonko,84119348,rep,Democrat,M,2022-05-03,10:11:07,May,Friday,2022,10,True,"The decision to overturn Roe v . Wade will do horrendous damage to the of millions of , unravel of precedence under the Constitution , and expose the partisanship of the nation ’ s highest court in the land — something each justice openly ."
122174004,1522003139662123020,1522003139662123020,"I’m proud that Nevada is one of 14 states with protections to keep reproductive health care legal. But with 26 states positioned to ban abortions, Nevada will see patients coming from out of state looking to us for help.
 
We MUST protect Roe. https://t.co/0ewmC1jLNc",Twitter Web App,2022-05-05 00:00:00+00:00,38,156,5,RepDinaTitus,122174004,rep,Democrat,F,2022-05-04,20:00:00,May,Friday,2022,20,True,"I ’ m that is one of 14 with to keep reproductive health care legal . But with 26 positioned to ban , will see coming from out of state looking to us for help . We MUST protect Roe ."
122174004,1521310022659190786,1521310022659190786,"I support Roe, which provides the fundamental right for women to choose. We cannot let it be taken away. 

I call on the Senate to end the filibuster and pass the Women’s Health Protection Act NOW. https://t.co/sg4qRTq5yS",Twitter for iPhone,2022-05-03 02:05:48+00:00,19,101,3,RepDinaTitus,122174004,rep,Democrat,F,2022-05-02,22:05:48,May,Friday,2022,22,True,"I support Roe , which the fundamental right for to choose . We cannot let it be taken away . I call on the Senate to end the filibuster and pass the ’ s Health Protection Act NOW ."
515822213,1521507993472356354,1521507993472356354,My statement on the leaked draft Supreme Court opinion overturning Roe v. Wade: https://t.co/6leModXYm5,Twitter Web App,2022-05-03 15:12:28+00:00,210,1305,22,SenatorTester,515822213,sen,Democrat,M,2022-05-03,11:12:28,May,Friday,2022,11,True,My statement on the draft Supreme Court opinion Roe v . Wade :
303861808,1521607203257569281,1521607203257569281,"If Roe is overturned, over half of states have laws indicating they intend to ban abortion and 13 states have “trigger” bans that will immediately go into effect if this opinion is the opinion of the court.

This is a full-on assault on the right to choose &amp; we can’t sit idly by.",Hootsuite Inc.,2022-05-03 21:46:42+00:00,13,45,1,RepThompson,303861808,rep,Democrat,M,2022-05-03,17:46:42,May,Friday,2022,17,True,"If Roe is , over half of have they intend to ban abortion and 13 have “ trigger ” that will immediately go into effect if this opinion is the opinion of the court . This is a full - on assault on the right to choose & ; we can ’ t sit idly by ."
303861808,1521492090047406082,1521492090047406082,"RT @RepThompson: The released draft SCOTUS opinion on ending Roe makes one thing abundantly clear: we simply can’t afford to wait.

The Sen…",TweetDeck,2022-05-03 14:09:16+00:00,26,0,0,RepThompson,303861808,rep,Democrat,M,2022-05-03,10:09:16,May,Friday,2022,10,True,: The draft opinion on ending Roe one thing abundantly clear : we simply can ’ t afford to wait . The Sen …
303861808,1521302559675367424,1521302559675367424,"The released draft SCOTUS opinion on ending Roe makes one thing abundantly clear: we simply can’t afford to wait.

The Senate must send the Women’s Health Protection Act to @POTUS now to protect access to safe abortion care and save lives.",Twitter for iPhone,2022-05-03 01:36:09+00:00,26,110,3,RepThompson,303861808,rep,Democrat,M,2022-05-02,21:36:09,May,Friday,2022,21,True,The draft opinion on ending Roe one thing abundantly clear : we simply can ’ t afford to wait . The Senate must send the ’ s Health Protection Act to now to protect access to safe abortion care and save .
109287731,1522296320047796225,1522296320047796225,"It’s insulting to believe women can’t be trusted to make decisions about their own bodies. 

It’s shameful to mandate unwanted pregnancy. It’s disgraceful to overturn Roe. Republicans support all of those sentiments. 

We must codify Roe now.",Twitter Web App,2022-05-05 19:25:00+00:00,32,129,3,SenatorShaheen,109287731,sen,Democrat,F,2022-05-05,15:25:00,May,Friday,2022,15,True,It ’ s insulting to believe can ’ t be to make about their own . It ’ s shameful to mandate unwanted pregnancy . It ’ s disgraceful to overturn Roe . support all of those . We must codify Roe now .
109287731,1521849626583838720,1521849626583838720,"I remember the realities women faced pre-Roe. If Roe is banned, women will senselessly die from back-alley abortions. The fact that Republicans are fine trading women’s safety so they can control their bodies is a disturbing reminder about what's at stake. We must codify Roe now.",Twitter Web App,2022-05-04 13:50:00+00:00,65,207,1,SenatorShaheen,109287731,sen,Democrat,F,2022-05-04,09:50:00,May,Friday,2022,9,True,"I remember the faced - Roe . If Roe is , will senselessly die from back - alley . The fact that are fine trading ’ s safety so they can control their is a disturbing reminder about what ' s at stake . We must codify Roe now ."
109287731,1521536312301391872,1521536312301391872,"Women will risk their lives – some will lose theirs – because Republicans are so desperate to control women’s bodies. I would say this is shameful but they clearly don’t have any shame left.

We need to codify Roe now.",Twitter Web App,2022-05-03 17:05:00+00:00,41,166,3,SenatorShaheen,109287731,sen,Democrat,F,2022-05-03,13:05:00,May,Friday,2022,13,True,will risk their – some will lose theirs – because are so desperate to control ’ s . I would say this is shameful but they clearly don ’ t have any shame left . We need to codify Roe now .
20545793,1521524706226147328,1521524706226147328,"Without action, millions of women will lose access to safe reproductive care and services. It's time for the Senate to immediately pass the Women’s Health Protection Act to codify #Roe into law and safeguard reproductive rights.
https://t.co/kVRQryjNqa",Twitter Web App,2022-05-03 16:18:53+00:00,4,8,0,RepSchrader,20545793,rep,Democrat,M,2022-05-03,12:18:53,May,Friday,2022,12,True,"Without action , millions of will lose access to safe reproductive care and . It ' s time for the Senate to immediately pass the ’ s Health Protection Act to codify Roe into law and safeguard reproductive ."
24913074,1522319980682952713,1522319980682952713,"RT @amanpour: What would @RepSpeier- who has personally had an abortion- say to GOP members who want Roe vs Wade reversed? ""It's all about…",Twitter Web App,2022-05-05 20:59:01+00:00,89,0,0,RepSpeier,24913074,rep,Democrat,F,2022-05-05,16:59:01,May,Friday,2022,16,True,": What would - who personally had an abortion - say to who want Roe Wade reversed ? "" It ' s all about …"
24913074,1522305500389511169,1522305500389511169,🚨Abortion is STILL legal. Don't cancel your appointments or spread misinformation. Roe is still the law of the land until this decision is final.,Twitter for iPhone,2022-05-05 20:01:29+00:00,133,461,2,RepSpeier,24913074,rep,Democrat,F,2022-05-05,16:01:29,May,Friday,2022,16,True,🚨 Abortion is STILL legal . Don ' t cancel your or spread misinformation . Roe is still the law of the land until this decision is final .
24913074,1521699114269888512,1521699114269888512,"If Sen. Murkowski &amp; Collins were duped by SCOTUS nominees who said Roe was settled law, what are they willing to do about it? They should protect Roe by passing the Women’s Health Protection Act with new filibuster rules. Gorsuch &amp; Kavanaugh are there under false pretenses.",Twitter for iPhone,2022-05-04 03:51:55+00:00,401,1790,31,RepSpeier,24913074,rep,Democrat,F,2022-05-03,23:51:55,May,Friday,2022,23,True,"If Sen . & ; Collins were by who said Roe was settled law , what are they willing to do about it ? They should protect Roe by passing the ’ s Health Protection Act with new filibuster . & ; are there under false ."
24913074,1521939123325612033,1521939123325612033,"Women in the military &amp; spouses don’t get to choose where they’re stationed &amp; treatment facilities don’t provide elective abortions. That means going off base, even out of state &amp; paying out of pocket. W/out Roe the barriers could increase tenfold.
https://t.co/xz65HU8egg",Twitter Web App,2022-05-04 19:45:37+00:00,56,120,0,RepSpeier,24913074,rep,Democrat,F,2022-05-04,15:45:37,May,Friday,2022,15,True,"in the military & ; don ’ t get to choose where they ’ re & ; treatment don ’ t provide elective . That going off base , even out of state & ; paying out of pocket . W / out Roe the could increase tenfold ."
168673083,1521507813410938880,1521507813410938880,This apparent draft Supreme Court opinion overturning Roe v. Wade represents the most disastrous and significant setback in access to abortion care this nation has seen in 50 years.,Twitter for iPhone,2022-05-03 15:11:45+00:00,5,8,0,RepDavidScott,168673083,rep,Democrat,M,2022-05-03,11:11:45,May,Friday,2022,11,True,This apparent draft Supreme Court opinion Roe v . Wade the most disastrous and significant setback in access to abortion care this nation seen in 50 .
312134473,1521505348221288449,1521505348221288449,"I am deeply alarmed by this draft opinion.

Health care decisions belong in the doctor's office, not the courtroom. And women have the right to make those decisions entirely for themselves.

If Roe v. Wade is overturned, we turn back decades of progress.",Twitter Web App,2022-05-03 15:01:57+00:00,6,9,0,RepLindaSanchez,312134473,rep,Democrat,F,2022-05-03,11:01:57,May,Friday,2022,11,True,"I am deeply alarmed by this draft opinion . Health care belong in the doctor ' s office , not the courtroom . And have the right to make those entirely for themselves . If Roe v . Wade is , we turn back of progress ."
29501253,1521974619745538049,1521974619745538049,"I don’t care how the draft leaked. That’s a sideshow.

What I care about is that a small number of conservative justices, who lied about their plans to the Senate, intend to deprive millions of women of reproductive care.

Codifying Roe isn't enough. We must expand the court.",Twitter Web App,2022-05-04 22:06:40+00:00,24279,111892,3251,RepAdamSchiff,29501253,rep,Democrat,M,2022-05-04,18:06:40,May,Friday,2022,18,True,"I don ’ t care how the draft . That ’ s a . What I care about is that a small number of conservative , who lied about their to the Senate , intend to deprive millions of of reproductive care . Roe ' t enough . We must expand the court ."
24195214,1521926867112050688,1521926867112050688,"RT @Ilhan: Expand the court. 
Abolish the filibuster. 
Pass the Women's Health Protection Act to codify Roe v. Wade into law.",Twitter for iPhone,2022-05-04 18:56:55+00:00,292,0,0,JanSchakowsky,24195214,rep,Democrat,F,2022-05-04,14:56:55,May,Friday,2022,14,True,: Expand the court . Abolish the filibuster . Pass the ' s Health Protection Act to codify Roe v . Wade into law .
24195214,1521607871867363332,1521607871867363332,About to join @chicagosmayor @PPIAction and several of my House colleagues to talk about this attack on women's bodily autonomy. #SCOTUS #RoeVWade #AbortionIsHealthcare https://t.co/Lsm56n37AB,Twitter Web App,2022-05-03 21:49:21+00:00,6,14,0,JanSchakowsky,24195214,rep,Democrat,F,2022-05-03,17:49:21,May,Friday,2022,17,True,About to join and several of my House to talk about this attack on ' s bodily autonomy .
24195214,1521604826433560580,1521604826433560580,"Roe was not the start of abortions, it was the end of women dying from them.
#Women #RoeVWade #SCOTUS #abortionishealthcare https://t.co/FH7LclxwJm",Twitter Media Studio,2022-05-03 21:37:15+00:00,14,36,2,JanSchakowsky,24195214,rep,Democrat,F,2022-05-03,17:37:15,May,Friday,2022,17,True,"Roe was not the start of , it was the end of dying from them ."
24195214,1521535044912877568,1521535044912877568,Looking forward to joining @AnaCabrera in the next hour on @CNN to talk about the leaked #SCOTUS ruling and the fundamental right to abortion women deserve. #WomensRights #women #RoeVWade,Twitter for iPhone,2022-05-03 16:59:58+00:00,3,16,0,JanSchakowsky,24195214,rep,Democrat,F,2022-05-03,12:59:58,May,Friday,2022,12,True,Looking forward to joining in the next hour on to talk about the ruling and the fundamental right to abortion deserve .
24195214,1521317221867347968,1521317221867347968,"RT @SenatorBaldwin: If #SCOTUS is going to legislate from the bench and turn back the clock 50 years on #RoeVWade, then the Senate needs to…",Twitter for iPhone,2022-05-03 02:34:25+00:00,18795,0,0,JanSchakowsky,24195214,rep,Democrat,F,2022-05-02,22:34:25,May,Friday,2022,22,True,": If is going to legislate from the bench and turn back the clock 50 on , then the Senate needs to …"
24195214,1521301152469499905,1521301153971113984,"We cannot allow this FUNDAMENTAL RIGHT to be taken away. 

This is about BODILY AUTONOMY. 

Whatever we have to do to protest this - we have to do it! 

Roe was not the start of abortions, it was the end of women dying from them.

WOMEN WILL NOT GO BACK!!!",Twitter for iPhone,2022-05-03 01:30:34+00:00,19,67,0,JanSchakowsky,24195214,rep,Democrat,F,2022-05-02,21:30:34,May,Friday,2022,21,True,"We cannot allow this FUNDAMENTAL RIGHT to be taken away . This is about BODILY AUTONOMY . Whatever we have to do to protest this - we have to do it ! Roe was not the start of , it was the end of dying from them . WILL NOT GO BACK !!!"
76456274,1521667756525039616,1521667756525039616,"If the Supreme Court overturns Roe v. Wade, it would be the ultimate intrusion into a woman’s right to privacy. We need to pass the Women’s Health Protection Act to protect our right to make our own reproductive health decisions. https://t.co/WH6MnSHeuE",Twitter Media Studio,2022-05-04 01:47:19+00:00,37,181,5,SenStabenow,76456274,sen,Democrat,F,2022-05-03,21:47:19,May,Friday,2022,21,True,"If the Supreme Court Roe v . Wade , it would be the ultimate intrusion into a woman ’ s right to privacy . We need to pass the ’ s Health Protection Act to protect our right to make our own reproductive health ."
76456274,1521315827978543106,1521315827978543106,This is outrageous! Overturning #RoeVWade will have extreme consequences for women across the country. https://t.co/6SIznHgP8s,Twitter Web App,2022-05-03 02:28:52+00:00,42,208,12,SenStabenow,76456274,sen,Democrat,F,2022-05-02,22:28:52,May,Friday,2022,22,True,This is outrageous ! will have extreme for across the country .
58928690,1521969448877531137,1521969448877531137,"In the initial draft majority opinion obtained by the public, the United States Supreme Court has shown intent to overturn the precedent set by Roe v. Wade more than 50 years ago, which enshrined the constitutional right to an abortion.",Twitter Web App,2022-05-04 21:46:08+00:00,4,11,1,RepAdamSmith,58928690,rep,Democrat,M,2022-05-04,17:46:08,May,Friday,2022,17,True,"In the initial draft majority opinion by the public , the United Supreme Court shown intent to overturn the precedent set by Roe v . Wade more than 50 ago , which the constitutional right to an abortion ."
30216513,1521578323779932163,1521578323779932163,"I joined those gathered outside of the Supreme Court who are demonstrating the assault on #RoeVWade and spoke on how our fight to protect 50 years of progress is on the line -- and how the fight is far from over.
https://t.co/gLUH6hbDkE",Twitter Web App,2022-05-03 19:51:56+00:00,5,29,3,BradSherman,30216513,rep,Democrat,M,2022-05-03,15:51:56,May,Friday,2022,15,True,I those outside of the Supreme Court who are the assault on and spoke on how our fight to protect 50 of progress is on the line -- and how the fight is far from over .
30216513,1521326778794524672,1521326778794524672,"A stark &amp; sobering reminder that the clock is ticking down to the end of legal abortion. I voted to #CodifyRoe in the #WHPA — the Senate must make it law &amp; the fight to uphold abortion rights must continue.

In the meantime, remember: Abortion is still legal &amp; is still a right. https://t.co/Lsj5TkApDr",Twitter Web App,2022-05-03 03:12:23+00:00,7,35,0,BradSherman,30216513,rep,Democrat,M,2022-05-02,23:12:23,May,Friday,2022,23,True,"A stark & ; sobering reminder that the clock is ticking down to the end of legal abortion . I to in the — the Senate must make it law & ; the fight to uphold abortion must continue . In the , remember : Abortion is still legal & ; is still a right ."
30216513,1521326537026555906,1521326537026555906,RT @SenSanders: Congress must pass legislation that codifies Roe v. Wade as the law of the land in this country NOW. And if there aren’t 60…,Twitter Web App,2022-05-03 03:11:25+00:00,53972,0,0,BradSherman,30216513,rep,Democrat,M,2022-05-02,23:11:25,May,Friday,2022,23,True,: Congress must pass legislation that Roe v . Wade as the law of the land in this country NOW . And if there ’ t 60 …
17494010,1522371096024170496,1522371096024170496,"With the Roberts Court on the verge of tearing down Roe v. Wade, Senate Republicans suddenly don't want to talk about their complicity in this effort.

No more.

The Senate will vote next week on protecting abortion rights.

Americans will see where every single Senator stands.",Twitter Web App,2022-05-06 00:22:08+00:00,2072,9459,182,SenSchumer,17494010,sen,Democrat,M,2022-05-05,20:22:08,May,Friday,2022,20,True,"With the Court on the verge of tearing down Roe v . Wade , Senate suddenly don ' t want to talk about their complicity in this effort . No more . The Senate will vote next week on protecting abortion . will see where every single Senator ."
17494010,1522339853496688640,1522339853496688640,"GOP politicians nationwide are passing laws telling women: your body, our choice

So much for the party of limited government.

And now the Roberts Court is set to tear down Roe.

The Senate will vote next week on protecting abortion rights.

We’ll see where every senator stands.",Twitter Web App,2022-05-05 22:17:59+00:00,470,1835,44,SenSchumer,17494010,sen,Democrat,M,2022-05-05,18:17:59,May,Friday,2022,18,True,"nationwide are passing telling : your body , our choice So much for the party of limited government . And now the Court is set to tear down Roe . The Senate will vote next week on protecting abortion . We ’ see where every senator ."
17494010,1521923853152309254,1521923853152309254,"The Supreme Court’s reported decision to overturn Roe v. Wade is an utter abomination.

This Senate will vote on protecting a woman’s right to choose.

Every American is going to see where every senator stands.",Twitter Web App,2022-05-04 18:44:57+00:00,198,991,21,SenSchumer,17494010,sen,Democrat,M,2022-05-04,14:44:57,May,Friday,2022,14,True,The Supreme Court ’ s decision to overturn Roe v . Wade is an utter abomination . This Senate will vote on protecting a woman ’ s right to choose . Every is going to see where every senator .
17494010,1521552498745610240,1521552498745610240,"RT @nowthisnews: ‘It is hard not to feel angry, troubled, and deeply disturbed about what overturning Roe would do to women across America’…",Twitter Web App,2022-05-03 18:09:19+00:00,161,0,0,SenSchumer,17494010,sen,Democrat,M,2022-05-03,14:09:19,May,Friday,2022,14,True,": ‘ It is hard not to feel angry , , and deeply disturbed about what Roe would do to across ’…"
17494010,1521551558034575360,1521551558034575360,"We will vote on protecting a women’s right to choose—Americans will see where every senator stands

Republicans are shamefully scrambling to distract

They’re focusing on the leak because they don’t want to focus on Roe v. Wade

They know they’re on the wrong side of the people",Twitter Web App,2022-05-03 18:05:35+00:00,822,4138,77,SenSchumer,17494010,sen,Democrat,M,2022-05-03,14:05:35,May,Friday,2022,14,True,We will vote on protecting a ’ s right to choose — will see where every senator are shamefully scrambling to distract They ’ re on the leak because they don ’ t want to focus on Roe v . Wade They know they ’ re on the wrong side of the people
17494010,1521328057767890946,1521328057767890946,"If the report is accurate, the Roberts Court is poised to inflict the greatest restriction of rights in the past fifty years.

The Republican-appointed Justices’ reported votes to overturn Roe v. Wade would go down as an abomination.

My statement with @SpeakerPelosi: https://t.co/sfjKa7NubW",Twitter Web App,2022-05-03 03:17:28+00:00,766,2731,157,SenSchumer,17494010,sen,Democrat,M,2022-05-02,23:17:28,May,Friday,2022,23,True,"If the report is accurate , the Court is poised to inflict the restriction of in the past fifty . The Republican - ’ to overturn Roe v . Wade would go down as an abomination . My statement with :"
17494010,1521993131394277377,1521993131394277377,"RT @civilrightsorg: .@SenSchumer: “Now that the Court is poised to strike down Roe, it is my intention for the Senate to hold a vote on leg…",Twitter for iPhone,2022-05-04 23:20:14+00:00,111,0,0,SenSchumer,17494010,sen,Democrat,M,2022-05-04,19:20:14,May,Friday,2022,19,True,": .: “ Now that the Court is poised to strike down Roe , it is my intention for the Senate to hold a vote on leg …"
