|name|address|city|state|zipcode|hours
390|Jefferson Middle School|21717 Talisman St|Torrance|CA|90503|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
391|Jesse Owens Park|9651 S Western Ave|Los Angeles|CA|90047|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
392|Jim Gilliam Recreation & Senior Center|4000 S La Brea Ave|Los Angeles|CA|90008|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
393|John Adams Elementary School|2121 W 238th St|Torrance|CA|90501|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
394|John Burroughs High School|1920 W Clark Ave|Burbank|CA|91506|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
395|John Burroughs Middle School|600 S McCadden Pl|Los Angeles|CA|90005|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
396|John F Kennedy High School|11254 Gothic Ave|Granada Hills|CA|91344|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
397|Jordan Downs Recreation Center|9990 Grape St|Los Angeles|CA|90002|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
398|Joslyn Park|633 Kensington Rd|Santa Monica|CA|90405|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
399|Juan Cabrillo Elementary|30237 Morning View Dr|Malibu|CA|90265|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
400|Julian Dixon Library|4975 Overland Ave|Culver City|CA|90230|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
401|Kenneth Hahn Hall of Administration|500 W Temple Ave|Los Angeles|CA|90012|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
402|Kingsley Elementary School|5200 W Virginia Ave|Los Angeles|CA|90029|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
403|Kittridge Street Elementary School|13619 Kittridge St|Van Nuys|CA|91401|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
404|Korean Church of North LA|1513 E 103rd St|Los Angeles|CA|90002|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
405|Korean Institute of So Cal|4900 Wilshire Blvd|Los Angeles|CA|90010|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
406|Kranz Middle School|12460 Fineview St|El Monte|CA|91732|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
407|La Canada Unified School District|4490 Cornishon Ave|La Canada Flintridge|CA|91011|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
408|LA City Council-Hollywood|6501 Fountain Ave|Los Angeles|CA|90028|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
409|LA County Assessor East District Office|1198 Durfee Ave|South El Monte|CA|91733|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
410|LA County Department of Public Works|900 S Fremont Ave|Alhambra|CA|91803|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
411|LA County Fire Department|1061 S Grand Ave|Diamond Bar|CA|91765|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
412|LA County Fire Station 126|26320 Citrus St|Valencia|CA|91355|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
413|LA County Fire Station 129|42110 6th St W|Lancaster|CA|93534|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
414|LA County Fire Station 151|231 W Mountain View Ave|Glendora|CA|91740|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
415|LA County Fire Station 158|1650 W 162nd St|Gardena|CA|90247|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
416|LA County Public Administrator|16610 Chestnut St|City Of Industry|CA|91748|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
417|LA County Registrar-Recorder / County Clerk|12400 Imperial Hwy|Norwalk|CA|90650|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
418|La Crescenta Library|2809 Foothill Blvd|La Crescenta|CA|91214|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
419|LA Harbor College|1111 Figueroa Place|Wilmington|CA|90744|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
420|LA Harbor Masonic Lodge|1640 W 9th St|San Pedro|CA|90732|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
421|La Mesa Junior High School|26623 May Way|Santa Clarita|CA|91351|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
422|La Mirada City Hall|13700 La Mirada Blvd|La Mirada|CA|90638|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
423|La Mirada Library|13800 La Mirada Blvd|La Mirada|CA|90638|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
424|LA Mission College|13356 Eldridge Ave|Sylmar|CA|91342|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
425|La Puente Community Center|501 Glendora Ave|La Puente|CA|91744|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
426|La Puente Library|15920 Central Ave|La Puente|CA|91744|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
427|La Tijera K-8 Academy of Excellence|1415 N La Tijera Blvd|Inglewood|CA|90302|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
428|LA Trade Tech College|400 W Washington Blvd|Los Angeles|CA|90015|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
429|LA Valley College|5800 Fulton Ave|Valley Glen|CA|91401|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
430|La Verne Library|3640 D St|La Verne|CA|91750|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
431|Laborers Union Local 300|14800 Devonshire St|Mission Hills|CA|91345|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
432|Ladera Linda Community Center|32201 Forrestal Dr|Rancho Palos Verdes|CA|90275|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
433|Ladera Park|6027 Ladera Park Ave|Los Angeles|CA|90056|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
434|Lafayette Recreation Center|625 S Lafayette Park Pl|Los Angeles|CA|90057|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
435|Lake Street Community Center|227 N Lake St|Los Angeles|CA|90026|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
436|Lake View Terrace American Baptist Church|11901 Foothill Blvd|Sylmar|CA|91342|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
437|Lake View Terrace Recreation Center|11075 Foothill Blvd|Lake View Terrace|CA|91342|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
438|Lakes Community Center|17520 Elizabeth Lake Rd|Lake Hughes|CA|90026|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
439|Lakewood Country Club|3101 Carson St|Lakewood|CA|90712|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
440|Lakewood Gardens Civic Assn|4217 Ashworth St|Lakewood|CA|90712|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
441|Lakewood Marketplace|5464 Woodruff Ave|Lakewood|CA|90713|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
442|Lancaster City Hall|44933 Fern Ave|Lancaster|CA|93534|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
443|Lancaster Homes|711 W Jackman St|Lancaster|CA|93534|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
444|Lancaster Library|601 W Lancaster Blvd|Lancaster|CA|93534|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
445|Lancaster Market Place|44950 Valley Central Way|Lancaster|CA|93536|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
446|Langdon Avenue Elementary School|8817 Langdon Ave|North Hills|CA|91343|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
447|Langley Senior Center|400 W Emerson Ave|Monterey Park|CA|91754|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
448|Las Palma Intermediate School|641 N Lark Ellen Ave|Covina|CA|91722|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
449|Las Palmas Park|505 S Huntington St|San Fernando|CA|91340|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
450|Las Virgenes Unified School District|4111 Las Virgenes Rd|Calabasas|CA|91302|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
451|Laurel Elementary School|925 N Hayworth Ave|Los Angeles|CA|90046|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
452|Lawndale Elementary School District|4161 W 147th St|Lawndale|CA|90260|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
453|Lawndale Library|14615 Burin Ave|Lawndale|CA|90260|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
454|Le Chene French Cuisine|12625 Sierra Hwy|Santa Clarita|CA|91390|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
455|Leland R Weaver Library|4035 Tweedy Blvd|South Gate|CA|90280|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
456|Lennox Library|4359 Lennox Blvd|Lennox|CA|90304|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
457|Lennox Park|10828 Condon Ave|Lennox|CA|90304|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
458|Leona Valley Community Building|8367 Elizabeth Lake Road|Leona Valley|CA|93551|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
459|Levy Adult Center|3420 W 229th Pl|Torrance|CA|90505|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
460|Liberty Boulevard Elementary School|2728 Liberty Blvd|South Gate|CA|90280|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
461|Liberty Community Plaza|14181 Telegraph Rd|Whittier|CA|90604|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
462|Liggett Street Elementary School|9373 Moonbeam Ave|Panorama City|CA|91402|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
463|Limerick Avenue Elementary School|8530 Limerick Ave|Winnetka|CA|91306|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
464|Lincoln Avenue Community Church|1547 Lincoln Ave|Pomona|CA|91767|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
465|Lincoln Elementary School|2223 Plant Ave|Redondo Beach|CA|90278|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
466|Lincoln Elementary School|2418 W 166th St|Torrance|CA|90504|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
467|Lincoln Heights Senior Citizen Center|2323 Workman St|Los Angeles|CA|90031|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
468|Lincoln Heights Youth Center|2911 Altura St|Los Angeles|CA|90031|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
469|Lindero Canyon Middle School|5844 Larboard Ln|Agoura Hills|CA|91301|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
470|Little Sisters of the Poor|2100 S Western Ave|San Pedro|CA|90732|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
471|LiUNA Local 1309|3971 Pixie Ave|Lakewood|CA|90712|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
472|Living Faith Church|418 W Ave J|Lancaster|CA|93534|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
473|Living Stone Cathedral of Worship|37721 100th St E|Littlerock|CA|93543|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
474|Living Way - A Foursquare Church|9336 Rose St|Bellflower|CA|90706|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
475|Lockwood Avenue Elementary School|4345 Lockwood Ave|Los Angeles|CA|90029|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
476|Logan Street Elementary School|1711 W Montana St|Los Angeles|CA|90026|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
477|Loma Alta Park|3330 Lincoln Ave|Altadena|CA|91001|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
478|Lomita Library|24200 Narbonne Ave|Lomita|CA|90717|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
479|Long Beach City College|4901 E Carson St|Long Beach|CA|90808|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
480|Loreto Street Elementary School|3408 Arroyo Seco Ave|Los Angeles|CA|90065|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
481|Los Angeles Bahai Center|5755 Rodeo Rd|Los Angeles|CA|90016|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
482|Los Angeles City College|855 N Vermont Ave|Los Angeles|CA|90029|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
483|Los Angeles Elementary School|1211 S Hobart Blvd|Los Angeles|CA|90006|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
484|Los Angeles Pierce College|6201 Winnetka Ave|Woodland Hills|CA|91371|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
485|Los Angeles Senior High School|4650 W Olympic Blvd|Los Angeles|CA|90019|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
486|Los Angeles Southwest College|1600 W Imperial Hwy|Los Angeles|CA|90047|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
487|Los Feliz Elementary School|1740 N New Hampshire Ave|Los Angeles|CA|90027|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
488|Los Nietos Middle School|11425 Rivera Rd|Los Nietos|CA|90606|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
489|Lou Costello Recreation Center|3141 E Olympic Blvd|Los Angeles|CA|90023|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
490|Loyola Marymount University|1 Loyola Marymount University Dr|Los Angeles|CA|90045|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
491|Lunada Bay Elementary School|520 Paseo Lunado|Palos Verdes Estates|CA|90274|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
492|Lutheran Church of the Master|725 E Ave J|Lancaster|CA|93535|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
493|Luxe Sunset Boulevard Hotel|11461 Sunset Blvd|Los Angeles|CA|90049|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
494|Lynwood Worship Center|11984 Santa Fe Ave|Lynwood|CA|90262|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
495|MacArthur Park|1321 E Anaheim St|Long Beach|CA|90813|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
496|Madison Elementary School|2200 Mackay Ln|Redondo Beach|CA|90278|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
497|Madrona Middle School|21364 Madrona Ave|Torrance|CA|90503|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
498|Magee Elementary School|8200 Serapis Ave|Pico Rivera|CA|90660|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
499|Magnolia Science Academy 1|18220 Sherman Way|Reseda|CA|91335|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
500|Malaga Cove Library|2400 Via Campesina|Palos Verdes Estates|CA|90274|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
501|Malibu Bluffs Park|24250 Pacific Coast Hwy|Malibu|CA|90265|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
502|Manhattan Beach Library|1320 Highland Ave|Manhattan Beach|CA|90266|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
503|Manhattan Place Elementary School|1850 W 96th St|Los Angeles|CA|90047|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
504|Mann Elementary School|501 E Acacia Ave|Glendale|CA|91205|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
505|Manual Arts Senior High School|4131 S Vermont Ave|Los Angeles|CA|90037|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
506|Mar Vista Gardens Recreation Center|4901 Marionwood Dr|Culver City|CA|90230|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
507|Marina Del Rey Middle School|12500 Braddock Dr|Los Angeles|CA|90066|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
508|Marina Manor Senior Apartments 1|3401 Via Dolce|Marina Del Rey|CA|90292|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
509|Marine Avenue Park|1625 Marine Ave|Manhattan Beach|CA|90266|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
510|Marine Park|1406 Marine St|Santa Monica|CA|90405|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
511|Mark Keppel Elementary School|6630 Mark Keppel St|Paramount|CA|90723|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
512|Mark Twain Middle School|2224 Walgrove Ave|Los Angeles|CA|90066|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
513|Marvin Avenue Elementary School|2411 S Marvin Ave|Los Angeles|CA|90016|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
514|Masjid Umar Ibn Al-Khattab|1025 Exposition Blvd|Los Angeles|CA|90007|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
515|Mason Recreation Center|10500 Mason Ave|Chatsworth|CA|91311|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
516|Masonic Homes of California|1650 E Old Badillo St|Covina|CA|91724|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
517|Masonic Lodge|1900 N Vermont Ave|Los Angeles|CA|90027|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
518|Maxine Waters Employment Center|10925 S Central Ave|Los Angeles|CA|90059|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
519|Maxson Elementary School|12380 Felipe St|El Monte|CA|91732|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
520|Mayall Academy of Arts & Technology Magnet|16701 Mayall St|North Hills|CA|91343|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
521|Mayberry Street Elementary School|2414 Mayberry St|Los Angeles|CA|90026|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
522|Mayflower Gardens|6570 W Ave L12|Lancaster|CA|93536|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
523|McCambridge Recreation Center|1515 N Glenoaks Blvd|Burbank|CA|91504|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
524|McKinley Elementary School|14431 S Stanford Ave|Compton|CA|90220|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
525|Meadowlark Elementary School|3015 Sacramento Ave|Acton|CA|93510|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
526|Melrose Elementary School|731 N Detroit St|Los Angeles|CA|90046|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
527|Memorial Park|320 N Orange Ave|Azusa|CA|91702|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
528|Mendoza Center|851 S Hamilton Blvd|Pomona|CA|91766|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
529|Merced Elementary School|1545 E Merced Ave|West Covina|CA|91791|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
530|Messiah Lutheran Church|10711 Paramount Blvd|Downey|CA|90241|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
531|Miguel Contreras Learning Complex|322 Lucas Ave|Los Angeles|CA|90017|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
532|Mill Elementary School|4030 Workman Mill Rd|Whittier|CA|90601|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
533|Millikan Middle School|5041 Sunnyslope Ave|Sherman Oaks|CA|91423|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
534|Mint Canyon Moose Lodge|18000 Sierra Hwy|Santa Clarita|CA|91351|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
535|Mira Catalina Elementary|30511 Lucania Dr|Rancho Palos Verdes|CA|90275|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
536|Miraleste Intermediate School|29323 Palos Verdes Dr|Rancho Palos Verdes|CA|90275|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
537|Monrovia Community Center|119 W Palm Ave|Monrovia|CA|91016|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
538|Monrovia Public Library|321 S Myrtle Ave|Monrovia|CA|91016|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
539|Montara Avenue Elementary School|10018 Montara Ave|South Gate|CA|90280|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
540|Monte Vista Elementary School|1615 Eldred Ave|West Covina|CA|91790|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
541|Monte Vista Grove Homes|2889 San Pasqual St|Pasadena|CA|91107|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
542|Montebello Gardens Elementary School|4700 Pine St|Pico Rivera|CA|90660|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
543|Montebello Library|1550 W Beverly Blvd|Montebello|CA|90640|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
544|Montebello Senior Citizen Center|115 S Taylor Ave|Montebello|CA|90640|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
545|Montecito Heights Senior Center|4545 Homer St|Los Angeles|CA|90031|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
546|Monterey Vista Elementary School|901 E Graves Ave|Monterey Park|CA|91755|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
547|Montrose Library|2465 Honolulu Ave|Montrose|CA|91020|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
548|Moose Lodge 1780|514 W Imperial Ave|El Segundo|CA|90245|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
549|Motion Picture & TV Fund|23388 Mulholland Dr|Woodland Hills|CA|91364|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
550|Mount Carmel Recreation Center|830 W 70th St|Los Angeles|CA|90044|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
551|Mountain View Elementary School|6410 Olcott St|Tujunga|CA|91042|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
552|Mountainview Elementary School|22201 Cypress Pl|Saugus|CA|91390|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
553|Mountview Retirement Home|2640 Honolulu Ave|Montrose|CA|91020|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
554|Mt Calvary Faith Lutheran Church|2110 W Francisquito Ave|West Covina|CA|91790|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
555|Mt San Antonio College|1100 N Grand Ave|Walnut|CA|91789|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
556|Murphy Ranch Elementary School|16021 Janine Dr|Whittier|CA|90603|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
557|Nakaoka Community Center|1670 W 162nd St|Gardena|CA|90247|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
558|Nativity Catholic Church|3801 Tyler Ave|El Monte|CA|91731|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
559|Neff Park Barn|14300 San Cristobal Dr|La Mirada|CA|90638|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
560|New City Church|591 E Palm Ave|El Segundo|CA|90245|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
561|New Hope Home|1150 New York St|Long Beach|CA|90813|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
562|New Horizon School|651 N Orange Grove Blvd|Pasadena|CA|91103|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
563|New Lexington Elementary School|10410 Bodger St|El Monte|CA|91733|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
564|New Life Church of the Nazarene|10650 Reseda Blvd|Porter Ranch|CA|91326|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
565|New Philadelphia AME Church|6380 Orange Ave|Long Beach|CA|90805|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
566|Newcomb Academy|3351 Val Verde Ave|Long Beach|CA|90808|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
567|Newhall Community Center|22421 Market St|Newhall|CA|91321|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
568|Newhall Park|24923 Newhall Ave|Santa Clarita|CA|91321|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
569|Nogales High School|401 Nogales St|La Puente|CA|91744|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
570|Normandale Recreation Center|22400 Halldale Ave|Torrance|CA|90501|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
571|Normandie Senior Housing|6301 S Normandie Ave|Los Angeles|CA|90044|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
572|North High School|3620 W 182nd St|Torrance|CA|90504|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
573|North Hollywood Recreation Center|11430 Chandler Blvd|North Hollywood|CA|91601|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
574|Northeast Mental Health Center|3303 N Broadway|Los Angeles|CA|90031|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
575|Northminster Presbyterian Church|400 Rancheria Rd|Diamond Bar|CA|91765|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
576|Northridge Academy Senior High School|9601 Zelzah Ave|Northridge|CA|91325|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
577|Norwalk Arts & Sports Complex|13000 Clarkdale Ave|Norwalk|CA|90650|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
578|Norwalk City Senior Action Center|14040 San Antonio Dr|Norwalk|CA|90650|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
579|Norwalk Masonic Center|12345 Rosecrans Ave|Norwalk|CA|90650|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
580|Norwalk Presbyterian Church|11345 Rosecrans Ave|Norwalk|CA|90650|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
581|Norwalk Social Services Center|11929 Alondra Blvd|Norwalk|CA|90650|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
582|Nueva Maravilla Housing Community|4919 E Cesar E Chavez Ave|Los Angeles|CA|90022|February 22 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
583|O'Melveny Elementary School|728 Woodworth St|San Fernando|CA|91340|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
584|Oak Street Elementary School|633 S Oak St|Inglewood|CA|90301|February 29 - March 2: 8AM - 5PM<br>March 3: 7AM - 8PM
