name,club,position,height_cm,foot,age,rating,position_second,height_inches
Dmitri Zhivoglyadov,Lokomotiv Moskva,D,178,Right,28,84,"DM,M(R)",70.08
Scott Mckenna,Nottingham Forest,D(C),183,Left,26,84,,72.05
Marcos André,Valencia CF,F(C),184,Right,26,84,,72.44
Paddy Mcnair,Middlesbrough,D,183,Right,27,84,DM(C),72.05
Kevin Mac Allister,Argentinos Juniors,D(RC),172,Right,25,84,,67.72
Njegoš Petrović,Granada CF,DM,183,Right,23,84,M(C),72.05
Meschack Elia,BSC Young Boys,AM(RL),173,Right,25,84,F(RLC),68.11
Marcos Júnior,Yokohama F. Marinos,AM(RLC),167,Right,29,84,F(RL),65.75
James Lea Siliki,GD Estoril Praia,DM,183,Left,26,84,M(C),72.05
Carlos Akapo,San Jose Earthquakes,D(RL),179,Right,29,84,DM(R),70.47
Emiliano Insúa,Racing Club,D(LC),179,Left,33,84,"DM,M(L)",70.47
Joel Andersson,FC Midtjylland,D,178,Right,26,84,"DM,M(R)",70.08
Andreas Weimann,Bristol City,AM,179,Both,31,84,F(RLC),70.47
Jony Rodríguez,SS Lazio,M,179,Left,31,84,AM(RL),70.47
Tajon Buchanan,Club Brugge KV,D,183,Right,23,84,"DM(R),M,AM(RL)",72.05
Artem Timofeev,Akhmat Grozny,DM,185,Right,28,84,M(C),72.83
Kevin Gutiérrez,Racing Club,DM,168,Right,25,84,M(C),66.14
Eric Ramires,RB Bragantino,DM,178,Right,22,84,"M,AM(C)",70.08
Nicolás Pasquini,Lanús,D,176,Left,31,84,"DM,M,AM(L)",69.29
Adem Zorgane,Sporting Charleroi,DM,184,Both,22,84,"M,AM(C)",72.44
Abdoulaye Seck,Maccabi Haifa,D(C),192,Right,30,84,,75.59
Matheus Martinelli,Fluminense,DM,176,Right,21,84,M(C),69.29
Jack Hendry,Club Brugge KV,D(C),192,Right,27,84,,75.59
Kostas Stafylidis,VfL Bochum,D(RL),176,Left,28,84,"DM,M(L)",69.29
Eray Cömert,Valencia CF,D(C),185,Right,24,84,,72.83
Amadou Onana,Everton,D,195,Both,21,84,"DM,M(C)",76.77
Nordin Amrabat,AEK Athens,AM(RL),178,Both,35,84,F(RLC),70.08
Gastón Brugman,Los Angeles Galaxy,DM,178,Right,30,84,M(C),70.08
Víctor Méndez,CSKA Moskva,DM,176,Right,23,84,M(C),69.29
Juan Vigón,Tigres UANL,M(C),168,Right,31,84,AM(RLC),66.14
Domagoj Pavičić,Konyaspor,DM,178,Right,28,84,"M,AM(C)",70.08
Manu Morlanes,Villarreal CF,DM,178,Right,23,84,M(C),70.08
Isaác Brizuela,Guadalajara,D,168,Right,32,84,"DM(R),M(RC),AM(RLC)",66.14
Leonel di Plácido,Lanús,D,176,Right,28,84,DM(R),69.29
Kellyn Acosta,Los Angeles FC,D(R),178,Right,27,84,"DM,M(C)",70.08
Marcel Hartel,FC St. Pauli,M(C),176,Both,26,84,AM(RLC),69.29
Lucas Perrin,RC Strasbourg Alsace,D(C),185,Right,24,84,,72.83
Nicolas Haas,Empoli,DM,178,Right,26,84,"M,AM(C)",70.08
David Ramírez,Club León,D,168,Right,26,84,"DM,M(R),AM(RL)",66.14
Rodrigo Aguirre,Monterrey,F(C),184,Left,28,84,,72.44
Zoran Nižić,Akhmat Grozny,D(C),195,Right,33,84,,76.77
Kirill Zaika,FC Sochi,D,168,Right,30,84,"DM,M(RL)",66.14
Emiliano Velázquez,FC Juárez,D(C),185,Right,28,84,,72.83
Jorge Rodríguez,Estudiantes de LP,DM,178,Right,27,84,M(C),70.08
Josh Dasilva,Brentford,DM,184,Left,24,84,M(C),72.44
Humberto Réver,Atlético Mineiro,D(C),192,Right,37,84,,75.59
Gabriel Sara,Norwich City,M(C),178,Left,23,84,AM(RLC),70.08
Raoul Petretta,Kasimpaşa SK,D,176,Left,25,84,"DM,M(L)",69.29
Idrissa Doumbia,Alanyaspor,DM,184,Right,24,84,M(C),72.44
Miguel Torrén,Argentinos Juniors,D(C),174,Right,34,84,,68.5
Léo Cittadini,Athletico Paranaense,DM,178,Left,28,84,"M,AM(C)",70.08
Amer Gojak,Ferencvárosi TC,DM,184,Right,25,84,"M,AM(C)",72.44
Sergio Araújo,AEK Athens,F(C),178,Right,30,84,,70.08
Júnior Gilberto,Al Wasl,F(C),178,Right,33,84,,70.08
Simone Romagnoli,Parma,D(C),193,Right,32,84,,75.98
Vasconcelos Gabriel,Coritiba,Gk,193,Right,30,84,,75.98
Rob Dickie,Queens Park Rangers,D(C),193,Right,26,84,,75.98
Lucas Piazón,Sporting de Braga,AM(RLC),184,Right,28,84,F(RL),72.44
Gabriel Strefezza,US Lecce,M,168,Right,25,84,AM(RL),66.14
Michel Ange Balikwisha,Royal Antwerp,AM(RL),178,Right,21,84,F(RLC),70.08
Elías Hernández,Club León,AM(RLC),168,Right,34,84,F(RL),66.14
Sonny Kittel,Hamburger SV,AM(RLC),178,Both,29,84,,70.08
Ben Johnson,West Ham United,D(RLC),184,Right,22,84,"DM,M(RL)",72.44
Zymer Bytyqi,Konyaspor,AM,176,Right,26,84,F(RL),69.29
Lewis Morgan,New York RB,AM(RLC),178,Both,26,84,F(RL),70.08
Manolo Reina,Málaga CF,Gk,185,Right,37,84,,72.83
Maxime le Marchand,RC Strasbourg Alsace,D(LC),184,Left,33,84,"DM,M(L)",72.44
Cristian Tarragona,Gimnasia La Plata,F(C),178,Right,31,84,,70.08
Craig Gordon,Heart of Midlothian,Gk,193,Left,39,84,,75.98
Ilan Kebbal,Stade de Reims,AM,166,Left,24,84,F(RLC),65.35
Yan Eteki,Casa Pia AC,DM,176,Right,25,84,M(C),69.29
Abdallah Said,Pyramids FC,M(C),176,Both,37,84,AM(RLC),69.29
Michel Araújo,Fluminense,AM,178,Right,26,84,F(RLC),70.08
Carlos Zambrano,Boca Juniors,D(RC),185,Right,33,84,,72.83
Samuel Kalu,Watford,AM,176,Right,25,84,F(RL),69.29
Luis Rodríguez,Colón,AM,168,Both,37,84,F(RLC),66.14
Cédric Hountondji,Angers SCO,D(C),193,Right,28,84,,75.98
Fabio Lucioni,US Lecce,D(C),185,Right,35,84,,72.83
Carlos Augusto,AC Monza,D,184,Left,23,84,"DM,M(L)",72.44
Michal Helik,Huddersfield Town,D(C),193,Right,27,84,,75.98
Chris Führich,VfB Stuttgart,M(RL),178,Right,24,84,AM(RLC),70.08
Jake Cooper,Millwall,D(C),193,Left,27,84,,75.98
Milan Pavkov,Al Fayha,F(C),193,Right,28,84,,75.98
Stipe Perica,Standard Liège,F(C),193,Right,27,84,,75.98
Alexander Barboza,Club Libertad,D(C),193,Left,27,84,,75.98
Sebastian Lletget,FC Dallas,M,178,Both,30,84,AM(RLC),70.08
Tim Ream,Fulham,D(LC),185,Left,35,84,,72.83
Florian Tardieu,ES Troyes AC,DM,184,Right,30,84,M(C),72.44
Maximiliano Araújo,Club Puebla,D,179,Left,22,84,"DM,M(L),AM(RLC)",70.47
Toño García,SD Eibar,D,179,Left,33,84,DM(L),70.47
Marco Mancosu,Cagliari,M(C),177,Right,34,84,AM(LC),69.69
Xavi Quintillá,CD Santa Clara,D,179,Left,26,84,"DM,M(L)",70.47
Óscar Ustari,Pachuca,Gk,184,Right,36,84,,72.44
Yukinari Sugawara,AZ Alkmaar,D(RC),179,Right,22,84,"DM,M,AM(R)",70.47
Martín Benítez,Independiente,AM,176,Right,28,84,F(RLC),69.29
Dani Rodríguez,RCD Mallorca,M(C),177,Left,34,84,AM(RLC),69.69
Diego González,Elche CF,D(LC),184,Left,27,84,,72.44
Lucas Villalba,Argentinos Juniors,D(LC),177,Left,28,84,"DM,M(L)",69.69
Solomon Kvirkvelia,Neftçi,D(C),196,Right,30,84,,77.17
Malo Gusto,Olympique Lyonnais,D(RC),179,Right,19,84,"DM,M(R)",70.47
Sander van de Streek,FC Utrecht,M,177,Right,29,84,"AM,F(C)",69.69
Lucien Agoumé,Internazionale,DM,185,Right,20,84,M(C),72.83
Dennis Appiah,FC Nantes,D,179,Right,30,84,DM(RL),70.47
Sebastián Sosa,Independiente,Gk,184,Right,36,84,,72.44
Joël Piroe,Swansea City,AM(RL),185,Left,23,84,F(RLC),72.83
Kortney Hause,Aston Villa,D(C),191,Left,27,84,,75.2
Moreto Cassamá,AC Omonoia Nicosia,DM,165,Right,24,84,"M,AM(C)",64.96
Raúl López,Deportivo Toluca,D,184,Right,29,84,"DM,M,AM(R)",72.44
Jeff Hendrick,Newcastle United,DM(C),185,Right,30,84,"M,AM(RC)",72.83
José Quini,Granada CF,D,172,Right,32,84,"DM,M,AM(R)",67.72
Ricardo Centurión,Vélez Sársfield,AM(RLC),178,Right,29,84,F(RL),70.08
Amath Ndiaye,RCD Mallorca,AM(RL),179,Right,26,84,F(RLC),70.47
Albert Gudmundsson,Genoa CFC,AM(RLC),177,Right,25,84,F(RL),69.69
Jed Wallace,West Bromwich Albion,AM,179,Right,29,84,F(RLC),70.47
Miroslav Bogosavac,Akhmat Grozny,D,176,Left,26,84,DM(L),69.29
Ivo Rodrigues,FC Famalicão,AM(RL),179,Right,27,84,F(RLC),70.47
Hidalgo Son,Levante UD,D,178,Right,28,84,"DM,M(R),AM(RL)",70.08
Ciprian Deac,CFR Cluj,M(C),177,Left,36,84,AM(RLC),69.69
Juan Otero,Club América,AM(RL),179,Right,27,84,F(RLC),70.47
Correia David,SC Internacional,AM(RL),179,Right,27,84,F(RLC),70.47
Alberto Cerri,Cagliari,AM,194,Right,26,84,F(C),76.38
Jorge Pulido,SD Huesca,D(C),185,Right,31,84,,72.83
Bogdan Planić,Shabab Al Ahli Dubai,D(C),191,Right,30,84,,75.2
Sergio León,Real Valladolid,F(C),178,Right,33,84,,70.08
Hugo Siquet,SC Freiburg,D,178,Right,20,84,"DM,M(R)",70.08
Kyle Bartley,West Bromwich Albion,D(C),194,Right,31,84,,76.38
Callum Robinson,Cardiff City,AM(RL),178,Right,27,84,F(RLC),70.08
Eitan Tibi,Hapoel Beer Sheva,D(C),185,Right,35,84,,72.83
Ercan Kara,Orlando City SC,F(C),192,Right,26,84,,75.59
Filip Novák,Al Jazira,D,184,Left,32,84,"DM,M(L)",72.44
Marko Simić,FK Budućnost,D(C),185,Right,35,84,,72.83
Sergio Barreto,Independiente,D(C),184,Right,23,84,,72.44
Bruno Méndez,Corinthians,D(RC),184,Right,23,84,DM(R),72.44
Taylor Harwood-Bellis,Manchester City,D(C),185,Right,20,84,,72.83
Famara Diedhiou,Alanyaspor,F(C),192,Right,29,84,,75.59
Matías Vargas,Shanghai Port,AM,168,Right,25,84,F(RL),66.14
Joe Scally,Borussia Mönchengladbach,D,184,Right,19,84,"DM,M(RL)",72.44
Manuel Benson,Burnley,M,178,Left,25,84,AM(RL),70.08
Ben Gibson,Norwich City,D(C),185,Left,29,84,,72.83
Brandon Williams,Manchester United,D(RL),176,Right,22,84,"DM,M(L)",69.29
Johan Gastien,Clermont Foot 63,DM,179,Right,34,84,M(C),70.47
Jurgen Mattheij,CSKA Sofia,D(RC),191,Right,29,84,DM(C),75.2
Claudio Aquino,Cerro Porteño,AM,172,Right,31,84,F(RLC),67.72
Omar Khribin,Al Wahda,AM,184,Both,28,84,F(RLC),72.44
William Troost-Ekong,Watford,D(C),191,Right,29,84,,75.2
Lilian Brassier,Stade Brestois 29,D(LC),184,Left,23,84,,72.44
Rafael Baca,Cruz Azul,DM,172,Right,33,84,M(C),67.72
Josip Drmić,Dinamo Zagreb,F(C),184,Right,30,84,,72.44
Daniel Bachmann,Watford,Gk,191,Right,28,84,,75.2
Marco Carnesecchi,Atalanta BC,Gk,191,Right,22,84,,75.2
Antonino la Gumina,Sampdoria,F(C),184,Right,26,84,,72.44
Andrea Carboni,AC Monza,D(LC),185,Left,21,84,,72.83
Joel Campbell,Club León,AM,178,Left,30,84,F(RLC),70.08
Andrea Masiello,FC Südtirol,D(C),184,Right,36,84,,72.44
Alexis Soto,Racing Club,D(LC),177,Left,29,84,DM(L),69.69
Nathaniel Chalobah,Fulham,DM,185,Right,27,84,M(C),72.83
Didier Lamkel Zé,KV Kortrijk,AM(RL),192,Right,26,84,F(RLC),75.59
Lukas Hejda,Viktoria Plzeň,D,191,Right,32,84,DM(C),75.2
Michele di Gregorio,AC Monza,Gk,187,Right,25,84,,73.62
Lucas Hoyos,Vélez Sársfield,Gk,183,Right,33,84,,72.05
Freddie Woodman,Preston North End,Gk,188,Right,25,84,,74.02
Craig Cathcart,Watford,D(RC),188,Right,33,84,,74.02
Bruno Zuculini,River Plate,DM,181,Right,29,84,M(C),71.26
Iñigo Eguaras,UD Almería,DM,181,Right,30,84,M(C),71.26
Danijel Aleksić,Istanbul Başakşehir,M(C),182,Both,31,84,AM(RLC),71.65
Jorrit Hendrix,Fortuna Düsseldorf,D,182,Left,27,84,"DM,M(C)",71.65
Dávid Hancko,Feyenoord,D(LC),188,Left,24,84,,74.02
Raul Gustavo,Corinthians,D(C),188,Left,23,84,,74.02
Luis Amarilla,Minnesota United,F(C),182,Right,27,84,,71.65
Gerson Rodrigues,Dynamo Kyiv,AM(RL),188,Right,27,84,F(RLC),74.02
Lebo Mothiba,RC Strasbourg Alsace,F(C),182,Right,26,84,,71.65
Vyacheslav Grulev,Dynamo Moskva,AM(RL),188,Left,23,84,F(RLC),74.02
Lyndon Dykes,Queens Park Rangers,F(C),188,Left,27,84,,74.02
Gonzalo Piovi,Racing Club,D(LC),181,Left,28,84,DM(L),71.26
Óscar Estupiñán,Hull City,F(C),182,Left,25,84,,71.65
Patrick Berg,FK Bodø/Glimt,DM,180,Right,24,84,M(C),70.87
Fabian Lustenberger,BSC Young Boys,D,180,Right,34,84,DM(C),70.87
Ales Cermák,Viktoria Plzeň,M,180,Right,28,84,AM(C),70.87
Lamine Fomba,Nîmes Olympique,DM,182,Right,24,84,M(C),71.65
Gaëtan Charbonnier,AJ Auxerre,AM,188,Right,33,84,F(C),74.02
Christopher Martins Pereira,Spartak Moskva,DM,188,Right,25,84,M(C),74.02
Lucas Silva,Grêmio,DM,182,Right,29,84,M(C),71.65
Darlington Nagbe,Columbus Crew,M(C),175,Right,32,84,AM(RLC),68.9
Lucas Cavallini,Vancouver Whitecaps,F(C),182,Left,29,84,,71.65
Erik Lira,Cruz Azul,DM,175,Right,22,84,M(C),68.9
Luca Ranieri,ACF Fiorentina,D(LC),187,Left,23,84,"DM,M(L)",73.62
Andrea Cambiaso,Juventus,D,181,Left,22,84,"DM(RL),M(RLC)",71.26
Franco Cristaldo,Huracán,DM,175,Right,26,84,"M,AM(C)",68.9
Ignacio Rivero,Cruz Azul,D,175,Right,30,84,"DM(RL),M(RLC)",68.9
Michal Sáček,Sparta Praha,D,175,Right,26,84,"DM(R),M(RC)",68.9
Carvalho Erick,Athletico Paranaense,D(R),175,Right,25,84,"DM,M(C)",68.9
Siebe Schrijvers,OH Leuven,DM,181,Right,26,84,"M(C),AM,F(RLC)",71.26
Gabriel Suazo,Colo Colo,D(L),181,Left,25,84,"DM,M(LC)",71.26
Maxi Urruti,Austin FC,F(C),182,Right,31,84,,71.65
Denis Glushakov,Khimki,DM,181,Right,35,84,"M,AM(C)",71.26
André Castro,Sporting de Braga,DM,181,Both,34,84,"M,AM(C)",71.26
Brayan Angulo,Santos FC,F(C),182,Right,26,84,,71.65
Manuel Ugarte,Sporting CP,DM,182,Right,21,84,M(C),71.65
Abdou Harroui,US Sassuolo,DM(C),181,Both,24,84,"M,AM(RC)",71.26
Josip Mišić,Dinamo Zagreb,DM,187,Right,28,84,"M,AM(C)",73.62
José Florentín,Vélez Sársfield,DM,181,Right,26,84,"M,AM(C)",71.26
James Garner,Everton,DM,182,Right,21,84,M(C),71.65
Rodrigo Ely,UD Almería,D(C),188,Right,29,84,,74.02
Gabriel Gudmundsson,Lille OSC,D,180,Left,23,84,"DM,M(L)",70.87
Sam Larsson,Antalyaspor,AM(LC),180,Right,29,84,,70.87
Casper Nielsen,Club Brugge KV,M,180,Right,28,84,AM(RLC),70.87
Alexander Fransson,AEK Athens,DM,180,Right,28,84,M(C),70.87
Chris Basham,Sheffield United,D,180,Right,34,84,"DM,M(C)",70.87
Mujaid Sadick,KRC Genk,D(RC),180,Right,22,84,,70.87
Stefan Hierländer,SK Sturm Graz,D,180,Right,31,84,"DM,M(RL)",70.87
Iago Falqué,América de Cali,AM,174,Left,32,84,F(RC),68.5
Charles Traoré,FC Nantes,D,180,Left,30,84,"DM,M(L)",70.87
Pieter Gerkens,Royal Antwerp,DM,180,Right,27,84,"M,AM(C)",70.87
Darnell Furlong,West Bromwich Albion,D,180,Right,27,84,"DM,M(R)",70.87
Danilo Pereira,Feyenoord,AM(RL),174,Right,23,84,F(RLC),68.5
Adam Smith,AFC Bournemouth,D,180,Right,31,84,"DM,M(RL)",70.87
Joe Bryan,Fulham,D,180,Left,29,84,"DM,M(L)",70.87
Conor Hourihane,Derby County,DM,180,Left,31,84,"M,AM(C)",70.87
Tolgay Arslan,Udinese Calcio,DM,180,Both,32,84,"M,AM(C)",70.87
Stefan Johansen,Queens Park Rangers,DM,180,Left,31,84,"M,AM(C)",70.87
Victorien Angban,FC Sochi,DM,180,Right,26,84,M(C),70.87
Anderson Esiti,Ferencvárosi TC,DM,189,Right,28,84,M(C),74.41
Faitout Maouassa,Club Brugge KV,D,170,Left,24,84,"DM,M,AM(L)",66.93
Marques Guilherme,Guangzhou City,M(C),174,Left,31,84,AM(RC),68.5
Panagiotis Retsos,Hellas Verona,D(RLC),186,Right,24,84,,73.23
Randy Nteka,Rayo Vallecano,AM,189,Left,24,84,F(C),74.41
Albert Rusnák,Seattle Sounders,M(C),175,Both,28,84,AM(RLC),68.9
Aymen Barkok,1. FSV Mainz 05,M(C),188,Right,24,84,AM(RLC),74.02
Kamil Grosicki,Pogon Szczecin,AM,180,Both,34,84,F(RL),70.87
Martins Renê,SC Internacional,D,174,Left,30,84,"DM,M(L)",68.5
Yvan Neyou,AS Saint-Etienne,DM,180,Right,25,84,M(C),70.87
Álvaro Vadillo,RCD Espanyol,AM,180,Right,28,84,F(RL),70.87
Alan Cervantes,Santos Laguna,DM,180,Right,24,84,M(C),70.87
Mathias Pereira Lage,Stade Brestois 29,M,180,Right,25,84,AM(RLC),70.87
Issa Kaboré,Manchester City,D,180,Right,21,84,"DM,M(R)",70.87
Alistair Johnston,CF Montréal,D,180,Right,24,84,"DM,M(R)",70.87
Daryl Dike,West Bromwich Albion,F(C),188,Right,22,84,,74.02
Youssouf Koné,Olympique Lyonnais,D,174,Left,27,84,"DM,M(L)",68.5
Jake Livermore,West Bromwich Albion,DM,180,Right,33,84,M(C),70.87
Samuel Xavier,Fluminense,D,174,Right,32,84,"DM,M(R)",68.5
Raul Gonçalves,RB Bragantino,DM,180,Right,26,84,M(C),70.87
Tim Leibold,Hamburger SV,D,174,Left,28,84,"DM(L),M(LC)",68.5
Xavier Marlon,MKE Ankaragücü,D,174,Left,25,84,"DM,M(L)",68.5
Patrick de Paula,Botafogo FR,DM,180,Left,23,84,M(C),70.87
Claud Adjapong,Ascoli Calcio,D,180,Right,24,84,"DM,M,AM(RL)",70.87
Thomas Delaine,RC Strasbourg Alsace,D,180,Left,30,84,DM(L),70.87
Billy Gilmour,Brighton and Hove Albion,DM,180,Right,21,84,M(C),70.87
Olivier Ntcham,Swansea City,DM,180,Right,26,84,"M,AM(C)",70.87
Luis Reyes,Atlas,D,181,Left,31,84,"DM,M(L)",71.26
Alhassan Yusuf,Royal Antwerp,DM,175,Right,22,84,M(C),68.9
Ritchie de Laet,Royal Antwerp,D,186,Right,33,84,"DM(RLC),M(RL)",73.23
Florent Ogier,Clermont Foot 63,D(C),182,Right,33,84,,71.65
Silvan Hefti,Genoa CFC,D(RC),182,Right,25,84,DM(R),71.65
Axel Tuanzebe,Manchester United,D(RC),182,Right,25,84,,71.65
Fabien Lemoine,FC Versailles 78,DM,175,Right,35,84,M(C),68.9
Mateo Musacchio,SS Lazio,D(C),182,Right,32,84,,71.65
Paulo Victor,Al Ettifaq,Gk,187,Left,35,84,,73.62
Igor Vinícius,São Paulo FC,D,175,Right,25,84,"DM,M(R)",68.9
Rick van Drongelen,1. FC Union Berlin,D(C),188,Left,23,84,,74.02
Connor Roberts,Burnley,D,175,Right,27,84,"DM,M(R)",68.9
Yony González,SL Benfica,AM(RL),182,Right,28,84,F(RLC),71.65
Thomas Monconduit,AS Saint-Etienne,DM,182,Right,31,84,M(C),71.65
Opa Nguette,Baniyas SC,AM(RL),182,Right,28,84,F(RLC),71.65
Ali Maâloul,Al Ahly,D,175,Left,32,84,"DM,M(L)",68.9
Jonathan Silva,Getafe CF,D(LC),175,Left,28,84,"DM,M(L)",68.9
Denis Makarov,Dynamo Moskva,M(RL),181,Left,24,84,AM(RLC),71.26
Levi García,AEK Athens,AM(RL),182,Left,24,84,F(RLC),71.65
Anton Tinnerholm,New York City FC,D,175,Right,31,84,"DM,M(R)",68.9
Stiven Mendoza,Ceará SC,AM(RL),171,Left,30,84,F(RLC),67.32
Jakob Glesnes,Philadelphia Union,D(C),188,Right,28,84,,74.02
Yuya Osako,Vissel Kobe,AM,182,Right,32,84,F(C),71.65
Seung-Gyu Kim,Al Shabab,Gk,187,Both,32,84,,73.62
Paul Nardi,KAA Gent,Gk,187,Right,28,84,,73.62
Luan Santos,São Paulo FC,DM,175,Right,23,84,M(C),68.9
Manuel Prietl,Arminia Bielefeld,DM,175,Right,31,84,M(C),68.9
Pietro Ceccaroni,Venezia FC,D(LC),187,Left,26,84,DM(L),73.62
Toni Martínez,FC Porto,F(C),187,Right,25,84,,73.62
Nahuel Tenaglia,CA Talleres,D,182,Right,26,84,DM(R),71.65
Nikola Maraš,UD Almería,D(RC),187,Right,26,84,,73.62
Bruno Viana,Sporting de Braga,D(C),187,Right,27,84,,73.62
Edoardo Goldaniga,Cagliari,D(RC),187,Right,29,84,DM(R),73.62
Smail Prevljak,KAS Eupen,F(C),187,Right,27,84,,73.62
Eric Bicfalvi,Ural Yekaterinburg,AM,187,Right,34,84,F(C),73.62
Esteban Saveljich,Rayo Vallecano,D(RC),187,Right,31,84,,73.62
Onur Bulut,Kayserispor,D,182,Right,28,84,"DM,M,AM(R)",71.65
Davy Roef,KAA Gent,Gk,187,Right,28,84,,73.62
Iván Martos,UD Almería,D(LC),182,Left,25,84,,71.65
Matías de Los Santos,Vélez Sársfield,D(C),187,Right,29,84,,73.62
Fábio Cardoso,FC Porto,D(C),187,Right,28,84,,73.62
Federico Barba,Pisa SC,D(LC),188,Left,29,84,,74.02
Christian Kabasele,Watford,D(C),187,Right,31,84,,73.62
Sebastian Schonlau,Hamburger SV,D,188,Right,28,84,"DM,M(C)",74.02
Facundo Garcés,Colón,D(C),188,Right,23,84,,74.02
Leo Stulac,Empoli,DM,175,Right,28,84,M(C),68.9
Facundo Mura,Racing Club,D,171,Right,23,84,"DM,M(RL)",67.32
Cristian Gamboa,VfL Bochum,D,175,Right,33,84,"DM,M(R)",68.9
Sébastien Corchia,FC Nantes,D,175,Right,32,84,"DM,M(R)",68.9
Matteo Ricci,Frosinone Calcio,DM,175,Both,28,84,M(C),68.9
Oliveira Cauly,Ludogorets Razgrad,AM(RLC),175,Both,27,84,F(RL),68.9
Theo Walcott,Southampton,AM(RL),175,Right,33,84,F(RLC),68.9
Silva Brenner,FC Cincinnati,AM(RL),175,Right,22,84,F(RLC),68.9
Mert Günok,Beşiktaş JK,Gk,188,Right,33,84,,74.02
Júnio Helinho,RB Bragantino,AM(RLC),175,Left,22,84,F(RL),68.9
Daniil Lesovoy,Dynamo Moskva,AM,175,Right,24,84,F(LC),68.9
Samuel Lino,Atlético Madrid,AM,175,Right,22,84,F(RL),68.9
Elye Wahi,Montpellier HSC,AM(RL),181,Right,19,84,F(RLC),71.26
Lucas Lima,Palmeiras,AM(RLC),175,Left,32,84,,68.9
Leonardo Burián,Vélez Sársfield,Gk,188,Right,38,84,,74.02
Felipe Mora,Portland Timbers,F(C),175,Right,29,84,,68.9
Percy Tau,Al Ahly,AM,175,Left,28,84,F(RLC),68.9
João Pedro,Watford,AM(RL),182,Right,21,84,F(RLC),71.65
Emanuel Vignato,Bologna FC,AM(RLC),175,Right,22,84,F(RL),68.9
Riccardo Gagliolo,Reggina 1914,D(LC),181,Left,32,84,DM(L),71.26
Tomás Alarcón,Cádiz CF,D,175,Right,23,84,"DM,M(C)",68.9
Anton Nedyalkov,Ludogorets Razgrad,D(LC),181,Both,29,84,"DM,M(L)",71.26
Giulian Biancone,Nottingham Forest,D(RLC),187,Right,22,84,"DM,M(RL)",73.62
Diego Pituca,Kashima Antlers,DM,175,Left,30,84,M(C),68.9
Ömer Ali Şahi̇ner,Istanbul Başakşehir,D,175,Right,30,84,"DM,M,AM(R),F(RC)",68.9
Ivan Cavaleiro,Fulham,AM(RL),175,Right,29,84,F(RLC),68.9
Alex Cordaz,Internazionale,Gk,188,Right,39,84,,74.02
Patrick Wimmer,VfL Wolfsburg,AM(RLC),182,Right,21,84,F(RL),71.65
Alexis Castro,CA Tigre,M(C),182,Left,28,84,AM(RLC),71.65
Alfredo Donnarumma,Ternana Calcio,F(C),181,Right,31,84,,71.26
Vitorino Antunes,Paços de Ferreira,D,175,Left,35,84,"DM,M(L)",68.9
Edon Zhegrova,Lille OSC,AM,181,Left,23,84,F(RL),71.26
Esteban Burgos,Málaga CF,D(C),188,Right,30,84,,74.02
Elbasan Rashani,Clermont Foot 63,AM,181,Left,29,84,F(RL),71.26
Aaron Long,New York RB,D(C),188,Right,30,84,,74.02
Ben Cabango,Swansea City,D(C),188,Right,22,84,,74.02
Osvaldo Rodríguez,Club León,D,175,Left,26,84,DM(RL),68.9
Dante Vanzeir,Union Saint-Gilloise,AM,175,Right,24,84,F(RLC),68.9
Aleix Febas,Málaga CF,M,171,Right,26,84,AM(C),67.32
Yoann Salmier,ES Troyes AC,D(C),188,Right,29,84,,74.02
Xavier Mercier,Ferencvárosi TC,M(C),171,Right,33,84,AM(RLC),67.32
Maxim Leitsch,1. FSV Mainz 05,D(C),188,Left,24,84,,74.02
Ben Pearson,AFC Bournemouth,DM,175,Right,27,84,M(C),68.9
Yohan Boli,Al Rayyan,F(C),181,Right,29,84,,71.26
Jamiro Monteiro,San Jose Earthquakes,M,175,Right,28,84,AM(LC),68.9
Antonio Raíllo,RCD Mallorca,D(C),188,Right,31,84,,74.02
Magalhães Mauricio,SC Internacional,M(C),174,Left,21,84,AM(RLC),68.5
Jaroslaw Niezgoda,Portland Timbers,F(C),185,Right,27,84,,72.83
Iké Ugbo,ES Troyes AC,F(C),186,Right,24,84,,73.23
Pedrinho Moreira,MKE Ankaragücü,M,170,Right,29,84,AM(C),66.93
Djordje Despotović,Arsenal Tula,F(C),190,Left,30,84,,74.8
Igor Vujačić,FK Partizan,D,189,Both,28,84,DM(C),74.41
Sebastián Ferreira,Houston Dynamo,F(C),180,Right,24,84,,70.87
Luca Ceppitelli,Venezia FC,D(C),189,Both,33,84,,74.41
Dorian Dessoleil,Royal Antwerp,D(C),189,Right,30,84,,74.41
Simone Scuffet,CFR Cluj,Gk,186,Right,26,84,,73.23
Fer Niño,Villarreal CF,F(C),180,Right,22,84,,70.87
Omar Marmoush,VfL Wolfsburg,AM(RL),180,Right,23,84,F(RLC),70.87
Adam Forshaw,Leeds United,DM,174,Right,31,84,M(C),68.5
Josip Šutalo,Dinamo Zagreb,D(C),190,Right,22,84,,74.8
Jean Mota,Inter Miami CF,D,172,Left,29,84,"DM(L),M,AM(LC)",67.72
Viktor Fischer,Royal Antwerp,AM(RL),180,Right,28,84,F(RLC),70.87
Hördur Magnússon,Panathinaikos,D(LC),190,Left,29,84,,74.8
Sean Johnson,New York City FC,Gk,190,Right,33,84,,74.8
