date,club,views
2021-05-18,Everton,3857
2021-05-19,Everton,4545
2021-05-02,Everton,5148
2021-05-21,Everton,4403
2021-05-22,Everton,3284
2021-05-23,Everton,5744
2021-05-24,Everton,4739
2021-05-25,Everton,4382
2021-05-26,Everton,3691
2021-05-27,Everton,3271
2021-05-28,Everton,3273
2021-05-29,Everton,4119
2021-05-03,Everton,3756
2021-05-31,Everton,3800
2021-06-01,Everton,18598
2021-06-02,Everton,14190
2021-06-03,Everton,7401
2021-06-04,Everton,6442
2021-06-05,Everton,4686
2020-09-12,Fulham,31768
2020-09-13,Fulham,7161
2020-09-14,Fulham,4572
2020-09-15,Fulham,3669
2020-09-16,Fulham,3572
2020-09-17,Fulham,2971
2020-09-18,Fulham,3051
2020-09-19,Fulham,11360
2020-09-02,Fulham,4563
2020-09-21,Fulham,3082
2020-09-22,Fulham,2744
2020-09-23,Fulham,3093
2020-09-24,Fulham,2544
2020-09-25,Fulham,2473
2020-09-26,Fulham,2684
2020-09-27,Fulham,2615
2020-09-28,Fulham,9164
2020-09-29,Fulham,6362
2020-09-03,Fulham,3729
2020-10-01,Fulham,4387
2020-10-02,Fulham,2595
2020-10-03,Fulham,2800
2020-10-04,Fulham,5539
2020-10-05,Fulham,5627
2020-10-06,Fulham,10612
2020-10-07,Fulham,4477
2020-10-08,Fulham,3393
2020-10-09,Fulham,2644
2020-10-01,Fulham,2235
2020-10-11,Fulham,2289
2020-10-12,Fulham,2105
2020-10-13,Fulham,1998
2020-10-14,Fulham,2004
2020-10-15,Fulham,1935
2020-10-16,Fulham,2670
2020-10-17,Fulham,3212
2020-10-18,Fulham,6248
2020-10-19,Fulham,3218
2020-10-02,Fulham,2531
2020-10-21,Fulham,2188
2020-10-22,Fulham,1976
2020-10-23,Fulham,1909
2020-10-24,Fulham,6411
2020-10-25,Fulham,2959
2020-10-26,Fulham,2164
2020-10-27,Fulham,1815
2020-10-28,Fulham,1724
2020-10-29,Fulham,1682
2020-10-03,Fulham,1617
2020-10-31,Fulham,1659
2020-11-01,Fulham,1704
2020-11-02,Fulham,6088
2020-11-03,Fulham,2672
2020-11-04,Fulham,1479
2020-11-05,Fulham,1463
2020-11-06,Fulham,1551
2020-11-07,Fulham,3861
2020-11-08,Fulham,3796
2020-11-09,Fulham,2117
2020-11-01,Fulham,1676
2020-11-11,Fulham,1657
2020-11-12,Fulham,1917
2020-11-13,Fulham,1463
2020-11-14,Fulham,1381
2020-11-15,Fulham,1463
2020-11-16,Fulham,1589
2020-11-17,Fulham,1497
2020-11-18,Fulham,1474
2020-11-19,Fulham,1280
2020-11-02,Fulham,1390
2020-11-21,Fulham,1639
2020-11-22,Fulham,9590
2020-11-23,Fulham,2270
2020-11-24,Fulham,1836
2020-11-25,Fulham,1608
2020-11-26,Fulham,1497
2020-11-27,Fulham,1432
2020-11-28,Fulham,1761
2020-11-29,Fulham,2572
2020-11-03,Fulham,7080
2020-12-01,Fulham,3139
2020-12-02,Fulham,1750
2020-12-03,Fulham,1605
2020-12-04,Fulham,1591
2020-12-05,Fulham,5353
2020-12-06,Fulham,2452
2020-12-07,Fulham,1820
2020-12-08,Fulham,1620
2020-12-09,Fulham,1560
2020-12-01,Fulham,1579
2020-12-11,Fulham,1626
2020-12-12,Fulham,1951
2020-12-13,Fulham,17128
2020-12-14,Fulham,3745
2020-12-15,Fulham,2197
2020-12-16,Fulham,2551
2020-12-17,Fulham,2133
2020-12-18,Fulham,1602
2020-12-19,Fulham,4786
2020-12-02,Fulham,2616
2020-12-21,Fulham,2012
2020-12-22,Fulham,1891
2020-12-23,Fulham,1777
2020-12-24,Fulham,1673
2020-12-25,Fulham,1609
2020-12-26,Fulham,4947
2020-12-27,Fulham,3700
2020-12-28,Fulham,2699
2020-12-29,Fulham,2606
2020-12-03,Fulham,2849
2020-12-31,Fulham,2052
2021-01-01,Fulham,2045
2021-01-02,Fulham,2650
2021-01-03,Fulham,2462
2021-01-04,Fulham,2502
2021-01-05,Fulham,2538
2021-01-06,Fulham,1873
2021-01-07,Fulham,1773
2021-01-08,Fulham,1871
2021-01-09,Fulham,2885
2021-01-01,Fulham,2120
2021-01-11,Fulham,1929
2021-01-12,Fulham,2164
2021-01-13,Fulham,7145
2021-01-14,Fulham,4037
2021-01-15,Fulham,2736
2021-01-16,Fulham,11602
2021-01-17,Fulham,3197
2021-01-18,Fulham,2084
2021-01-19,Fulham,2163
2021-01-02,Fulham,9759
2021-01-21,Fulham,3496
2021-01-22,Fulham,2122
2021-01-23,Fulham,1926
2021-01-24,Fulham,2659
2021-01-25,Fulham,2147
2021-01-26,Fulham,1969
2021-01-27,Fulham,2616
2021-01-28,Fulham,2142
2021-01-29,Fulham,1774
2021-01-03,Fulham,3956
2021-01-31,Fulham,2403
2021-02-01,Fulham,2884
2021-02-02,Fulham,4062
2021-02-03,Fulham,3424
2021-02-04,Fulham,2450
2021-02-05,Fulham,1920
2021-02-06,Fulham,6657
2021-02-07,Fulham,2524
2021-02-08,Fulham,1886
2021-02-09,Fulham,1845
2021-02-01,Fulham,1676
2021-02-11,Fulham,1694
2021-02-12,Fulham,1548
2021-02-13,Fulham,1920
2021-02-14,Fulham,6693
2021-02-15,Fulham,4110
2021-02-16,Fulham,2242
2021-02-17,Fulham,3663
2021-02-18,Fulham,1864
2021-02-19,Fulham,1883
2021-02-02,Fulham,4719
2021-02-21,Fulham,3284
2021-02-22,Fulham,2210
2021-02-23,Fulham,1901
2021-02-24,Fulham,2129
2021-02-25,Fulham,2035
2021-02-26,Fulham,1781
2021-02-27,Fulham,2044
2021-02-28,Fulham,5152
2021-03-01,Fulham,2223
2021-03-02,Fulham,2046
2021-03-03,Fulham,2132
2021-03-04,Fulham,5142
2021-03-05,Fulham,2772
2021-03-06,Fulham,2454
2021-03-07,Fulham,13958
2021-03-08,Fulham,5344
2021-03-09,Fulham,2770
2021-03-01,Fulham,2454
2021-03-11,Fulham,2248
2021-03-12,Fulham,2314
2021-03-13,Fulham,6459
2021-03-14,Fulham,3297
2021-03-15,Fulham,2202
2021-03-16,Fulham,2060
2021-03-17,Fulham,2138
2021-03-18,Fulham,2085
2021-03-19,Fulham,4979
2021-03-02,Fulham,2644
2021-03-21,Fulham,2372
2021-03-22,Fulham,1871
2021-03-23,Fulham,1962
2021-03-24,Fulham,1920
2021-03-25,Fulham,1921
2021-03-26,Fulham,1646
2021-03-27,Fulham,1677
2021-03-28,Fulham,2000
2021-03-29,Fulham,1461
2021-03-03,Fulham,1970
2021-03-31,Fulham,1721
2021-04-01,Fulham,1490
2021-04-02,Fulham,1560
2021-04-03,Fulham,1678
2021-04-04,Fulham,5026
2021-04-05,Fulham,2176
2021-04-06,Fulham,1784
2021-04-07,Fulham,1601
2021-04-08,Fulham,1521
2021-04-09,Fulham,3896
2021-04-01,Fulham,2662
2021-04-11,Fulham,2460
2021-04-12,Fulham,2044
2021-04-13,Fulham,1798
2021-04-14,Fulham,1659
2021-04-15,Fulham,1752
2021-04-16,Fulham,1776
2021-04-17,Fulham,2191
2021-04-18,Fulham,6701
2021-04-19,Fulham,3850
2021-04-02,Fulham,3398
2021-04-21,Fulham,2944
2021-04-22,Fulham,2313
2021-04-23,Fulham,2051
2021-04-24,Fulham,2407
2021-04-25,Fulham,2413
2021-04-26,Fulham,2297
2021-04-27,Fulham,2142
2021-04-28,Fulham,1904
2021-04-29,Fulham,2138
2021-04-03,Fulham,2381
2021-05-01,Fulham,6697
2021-05-02,Fulham,3093
2021-05-03,Fulham,2360
2021-05-04,Fulham,2125
2021-05-05,Fulham,2225
2021-05-06,Fulham,2169
2021-05-07,Fulham,2087
2021-05-08,Fulham,2436
2021-05-09,Fulham,2650
2021-05-01,Fulham,11332
2021-05-11,Fulham,9007
2021-05-12,Fulham,3539
2021-05-13,Fulham,2808
2021-05-14,Fulham,2500
2021-05-15,Fulham,5572
2021-05-16,Fulham,3416
2021-05-17,Fulham,3006
2021-05-18,Fulham,6736
2021-05-19,Fulham,3643
2021-05-02,Fulham,2775
2021-05-21,Fulham,2264
2021-05-22,Fulham,2468
2021-05-23,Fulham,3971
2021-05-24,Fulham,2965
2021-05-25,Fulham,2311
2021-05-26,Fulham,2570
2021-05-27,Fulham,2896
2021-05-28,Fulham,2198
2021-05-29,Fulham,4113
2021-05-03,Fulham,3205
2021-05-31,Fulham,2832
2021-06-01,Fulham,2362
2021-06-02,Fulham,2063
2021-06-03,Fulham,2831
2021-06-04,Fulham,2177
2021-06-05,Fulham,1819
2020-09-12,Leeds United,87962
2020-09-13,Leeds United,32547
2020-09-14,Leeds United,14786
2020-09-15,Leeds United,10950
2020-09-16,Leeds United,10512
2020-09-17,Leeds United,9384
2020-09-18,Leeds United,8704
2020-09-19,Leeds United,24563
2020-09-02,Leeds United,12305
2020-09-21,Leeds United,8637
2020-09-22,Leeds United,7660
2020-09-23,Leeds United,7966
2020-09-24,Leeds United,9589
2020-09-25,Leeds United,7597
2020-09-26,Leeds United,7362
2020-09-27,Leeds United,20174
2020-09-28,Leeds United,9712
2020-09-29,Leeds United,7637
2020-09-03,Leeds United,7613
2020-10-01,Leeds United,6122
2020-10-02,Leeds United,6293
2020-10-03,Leeds United,29756
2020-10-04,Leeds United,15069
2020-10-05,Leeds United,10639
2020-10-06,Leeds United,11717
2020-10-07,Leeds United,7532
2020-10-08,Leeds United,6753
2020-10-09,Leeds United,5751
2020-10-01,Leeds United,5313
2020-10-11,Leeds United,5418
2020-10-12,Leeds United,4798
2020-10-13,Leeds United,4662
2020-10-14,Leeds United,4432
2020-10-15,Leeds United,4381
2020-10-16,Leeds United,4933
2020-10-17,Leeds United,5277
2020-10-18,Leeds United,4664
2020-10-19,Leeds United,12953
2020-10-02,Leeds United,5168
2020-10-21,Leeds United,3760
2020-10-22,Leeds United,3752
2020-10-23,Leeds United,11788
2020-10-24,Leeds United,12082
2020-10-25,Leeds United,6727
2020-10-26,Leeds United,5414
2020-10-27,Leeds United,4618
2020-10-28,Leeds United,3856
2020-10-29,Leeds United,3584
2020-10-03,Leeds United,3760
2020-10-31,Leeds United,3802
2020-11-01,Leeds United,3959
2020-11-02,Leeds United,10524
2020-11-03,Leeds United,4982
2020-11-04,Leeds United,2710
2020-11-05,Leeds United,2837
2020-11-06,Leeds United,2967
2020-11-07,Leeds United,6775
2020-11-08,Leeds United,4085
2020-11-09,Leeds United,3082
2020-11-01,Leeds United,2725
2020-11-11,Leeds United,2855
2020-11-12,Leeds United,2878
2020-11-13,Leeds United,2531
2020-11-14,Leeds United,2597
2020-11-15,Leeds United,2628
2020-11-16,Leeds United,2339
2020-11-17,Leeds United,2404
2020-11-18,Leeds United,2530
2020-11-19,Leeds United,2353
2020-11-02,Leeds United,2772
2020-11-21,Leeds United,3283
2020-11-22,Leeds United,14077
2020-11-23,Leeds United,4989
2020-11-24,Leeds United,3318
2020-11-25,Leeds United,3195
2020-11-26,Leeds United,2888
2020-11-27,Leeds United,3089
2020-11-28,Leeds United,12789
2020-11-29,Leeds United,6515
2020-11-03,Leeds United,4057
2020-12-01,Leeds United,3219
2020-12-02,Leeds United,3355
2020-12-03,Leeds United,3062
2020-12-04,Leeds United,3675
2020-12-05,Leeds United,12922
2020-12-06,Leeds United,5432
2020-12-07,Leeds United,3366
2020-12-08,Leeds United,3213
2020-12-09,Leeds United,3157
2020-12-01,Leeds United,2928
2020-12-11,Leeds United,6914
2020-12-12,Leeds United,4006
2020-12-13,Leeds United,3111
2020-12-14,Leeds United,2969
2020-12-15,Leeds United,2769
2020-12-16,Leeds United,5662
2020-12-17,Leeds United,5591
2020-12-18,Leeds United,4373
2020-12-19,Leeds United,5028
2020-12-02,Leeds United,20841
2020-12-21,Leeds United,7285
2020-12-22,Leeds United,4038
2020-12-23,Leeds United,3370
2020-12-24,Leeds United,2799
2020-12-25,Leeds United,2759
2020-12-26,Leeds United,3940
2020-12-27,Leeds United,10778
2020-12-28,Leeds United,4574
2020-12-29,Leeds United,8780
2020-12-03,Leeds United,8070
2020-12-31,Leeds United,4149
2021-01-01,Leeds United,4396
2021-01-02,Leeds United,12483
2021-01-03,Leeds United,4947
2021-01-04,Leeds United,3963
2021-01-05,Leeds United,3835
2021-01-06,Leeds United,3150
2021-01-07,Leeds United,2884
2021-01-08,Leeds United,3107
2021-01-09,Leeds United,3626
2021-01-01,Leeds United,11016
2021-01-11,Leeds United,3914
2021-01-12,Leeds United,3052
2021-01-13,Leeds United,2822
2021-01-14,Leeds United,2602
2021-01-15,Leeds United,2583
2021-01-16,Leeds United,5746
2021-01-17,Leeds United,3240
2021-01-18,Leeds United,2559
2021-01-19,Leeds United,2583
2021-01-02,Leeds United,2461
2021-01-21,Leeds United,2490
2021-01-22,Leeds United,2368
2021-01-23,Leeds United,2676
2021-01-24,Leeds United,3067
2021-01-25,Leeds United,4290
2021-01-26,Leeds United,6053
2021-01-27,Leeds United,3780
2021-01-28,Leeds United,3236
2021-01-29,Leeds United,2710
2021-01-03,Leeds United,3021
2021-01-31,Leeds United,9458
2021-02-01,Leeds United,5163
2021-02-02,Leeds United,4202
2021-02-03,Leeds United,5550
2021-02-04,Leeds United,3948
2021-02-05,Leeds United,3046
2021-02-06,Leeds United,3768
2021-02-07,Leeds United,3732
2021-02-08,Leeds United,8914
2021-02-09,Leeds United,6981
2021-02-01,Leeds United,3773
2021-02-11,Leeds United,3364
2021-02-12,Leeds United,3322
2021-02-13,Leeds United,3853
2021-02-14,Leeds United,10453
2021-02-15,Leeds United,4067
2021-02-16,Leeds United,2999
2021-02-17,Leeds United,2947
2021-02-18,Leeds United,2778
2021-02-19,Leeds United,5803
2021-02-02,Leeds United,3955
2021-02-21,Leeds United,3063
2021-02-22,Leeds United,2888
2021-02-23,Leeds United,8285
2021-02-24,Leeds United,6605
2021-02-25,Leeds United,3747
2021-02-26,Leeds United,3800
2021-02-27,Leeds United,7259
2021-02-28,Leeds United,4161
2021-03-01,Leeds United,3158
2021-03-02,Leeds United,3185
2021-03-03,Leeds United,3194
2021-03-04,Leeds United,3001
2021-03-05,Leeds United,3327
2021-03-06,Leeds United,3306
2021-03-07,Leeds United,3537
2021-03-08,Leeds United,5705
2021-03-09,Leeds United,3368
2021-03-01,Leeds United,3073
2021-03-11,Leeds United,2841
2021-03-12,Leeds United,3252
2021-03-13,Leeds United,10014
2021-03-14,Leeds United,4269
2021-03-15,Leeds United,3335
2021-03-16,Leeds United,3113
2021-03-17,Leeds United,2908
2021-03-18,Leeds United,3012
2021-03-19,Leeds United,5872
2021-03-02,Leeds United,8808
2021-03-21,Leeds United,4903
2021-03-22,Leeds United,3410
2021-03-23,Leeds United,4037
2021-03-24,Leeds United,3337
2021-03-25,Leeds United,3118
2021-03-26,Leeds United,3098
2021-03-27,Leeds United,2902
2021-03-28,Leeds United,3168
2021-03-29,Leeds United,3181
2021-03-03,Leeds United,3330
2021-03-31,Leeds United,3376
2021-04-01,Leeds United,3062
2021-04-02,Leeds United,3164
2021-04-03,Leeds United,6938
2021-04-04,Leeds United,3866
2021-04-05,Leeds United,3516
2021-04-06,Leeds United,3208
2021-04-07,Leeds United,2899
2021-04-08,Leeds United,2735
2021-04-09,Leeds United,2802
2021-04-01,Leeds United,12210
2021-04-11,Leeds United,6474
2021-04-12,Leeds United,4336
2021-04-13,Leeds United,3926
2021-04-14,Leeds United,3287
2021-04-15,Leeds United,3363
2021-04-16,Leeds United,3451
2021-04-17,Leeds United,3856
2021-04-18,Leeds United,4414
2021-04-19,Leeds United,17956
2021-04-02,Leeds United,11340
2021-04-21,Leeds United,6523
2021-04-22,Leeds United,5120
2021-04-23,Leeds United,4785
2021-04-24,Leeds United,5295
2021-04-25,Leeds United,16677
2021-04-26,Leeds United,6243
2021-04-27,Leeds United,4421
2021-04-28,Leeds United,4079
2021-04-29,Leeds United,3750
2021-04-03,Leeds United,3422
2021-05-01,Leeds United,5630
2021-05-02,Leeds United,3811
2021-05-03,Leeds United,3406
2021-05-04,Leeds United,3669
2021-05-05,Leeds United,4064
2021-05-06,Leeds United,3553
2021-05-07,Leeds United,3269
2021-05-08,Leeds United,11215
2021-05-09,Leeds United,5329
2021-05-01,Leeds United,4596
2021-05-11,Leeds United,4741
2021-05-12,Leeds United,3712
2021-05-13,Leeds United,3567
2021-05-14,Leeds United,3772
2021-05-15,Leeds United,10039
2021-05-16,Leeds United,5710
2021-05-17,Leeds United,4434
2021-05-18,Leeds United,6852
2021-05-19,Leeds United,5767
2021-05-02,Leeds United,4804
2021-05-21,Leeds United,5769
2021-05-22,Leeds United,4446
2021-05-23,Leeds United,8111
2021-05-24,Leeds United,7479
2021-05-25,Leeds United,5686
2021-05-26,Leeds United,4740
2021-05-27,Leeds United,4227
2021-05-28,Leeds United,3937
2021-05-29,Leeds United,5334
2021-05-03,Leeds United,4944
2021-05-31,Leeds United,4384
2021-06-01,Leeds United,4344
2021-06-02,Leeds United,3950
2021-06-03,Leeds United,3436
2021-06-04,Leeds United,3419
2021-06-05,Leeds United,3097
2020-09-12,Leicester City,6725
2020-09-13,Leicester City,14788
2020-09-14,Leicester City,6600
2020-09-15,Leicester City,4478
2020-09-16,Leicester City,4255
2020-09-17,Leicester City,4178
2020-09-18,Leicester City,4009
2020-09-19,Leicester City,4864
2020-09-02,Leicester City,14977
2020-09-21,Leicester City,7658
2020-09-22,Leicester City,5508
2020-09-23,Leicester City,6594
2020-09-24,Leicester City,4534
2020-09-25,Leicester City,4151
2020-09-26,Leicester City,4418
2020-09-27,Leicester City,17561
2020-09-28,Leicester City,10708
2020-09-29,Leicester City,6741
2020-09-03,Leicester City,5527
2020-10-01,Leicester City,5030
2020-10-02,Leicester City,7724
2020-10-03,Leicester City,7090
2020-10-04,Leicester City,9592
2020-10-05,Leicester City,5792
2020-10-06,Leicester City,5909
2020-10-07,Leicester City,4247
2020-10-08,Leicester City,3672
2020-10-09,Leicester City,3450
2020-10-01,Leicester City,3500
2020-10-11,Leicester City,3485
2020-10-12,Leicester City,3320
2020-10-13,Leicester City,2937
2020-10-14,Leicester City,3243
2020-10-15,Leicester City,3354
2020-10-16,Leicester City,3423
2020-10-17,Leicester City,4372
2020-10-18,Leicester City,7225
2020-10-19,Leicester City,4143
2020-10-02,Leicester City,3280
2020-10-21,Leicester City,3075
2020-10-22,Leicester City,4127
2020-10-23,Leicester City,3637
2020-10-24,Leicester City,3609
2020-10-25,Leicester City,8163
2020-10-26,Leicester City,5775
2020-10-27,Leicester City,4457
2020-10-28,Leicester City,3337
2020-10-29,Leicester City,5232
2020-10-03,Leicester City,3570
2020-10-31,Leicester City,2872
2020-11-01,Leicester City,3134
2020-11-02,Leicester City,9317
2020-11-03,Leicester City,7004
2020-11-04,Leicester City,3091
2020-11-05,Leicester City,5159
2020-11-06,Leicester City,4381
2020-11-07,Leicester City,3691
2020-11-08,Leicester City,10332
2020-11-09,Leicester City,5442
2020-11-01,Leicester City,3650
2020-11-11,Leicester City,3462
2020-11-12,Leicester City,3162
2020-11-13,Leicester City,2768
2020-11-14,Leicester City,2675
2020-11-15,Leicester City,3304
2020-11-16,Leicester City,2965
2020-11-17,Leicester City,2776
2020-11-18,Leicester City,3064
2020-11-19,Leicester City,2869
2020-11-02,Leicester City,2948
2020-11-21,Leicester City,4105
2020-11-22,Leicester City,9218
2020-11-23,Leicester City,4137
2020-11-24,Leicester City,3106
2020-11-25,Leicester City,2760
2020-11-26,Leicester City,4056
2020-11-27,Leicester City,3260
2020-11-28,Leicester City,3073
2020-11-29,Leicester City,3529
2020-11-03,Leicester City,5732
2020-12-01,Leicester City,2944
2020-12-02,Leicester City,2399
2020-12-03,Leicester City,3123
2020-12-04,Leicester City,2489
2020-12-05,Leicester City,2928
2020-12-06,Leicester City,6429
2020-12-07,Leicester City,4064
2020-12-08,Leicester City,2972
2020-12-09,Leicester City,2867
2020-12-01,Leicester City,3573
2020-12-11,Leicester City,2981
2020-12-12,Leicester City,3401
2020-12-13,Leicester City,5643
2020-12-14,Leicester City,4912
2020-12-15,Leicester City,3833
2020-12-16,Leicester City,4670
2020-12-17,Leicester City,3155
2020-12-18,Leicester City,2791
2020-12-19,Leicester City,3232
2020-12-02,Leicester City,10712
2020-12-21,Leicester City,5022
2020-12-22,Leicester City,4082
2020-12-23,Leicester City,4171
2020-12-24,Leicester City,3331
2020-12-25,Leicester City,3278
2020-12-26,Leicester City,14394
2020-12-27,Leicester City,5775
2020-12-28,Leicester City,8622
2020-12-29,Leicester City,4372
2020-12-03,Leicester City,3724
2020-12-31,Leicester City,2905
2021-01-01,Leicester City,3273
2021-01-02,Leicester City,4111
2021-01-03,Leicester City,8625
2021-01-04,Leicester City,4828
2021-01-05,Leicester City,4297
2021-01-06,Leicester City,3802
2021-01-07,Leicester City,3487
2021-01-08,Leicester City,3444
2021-01-09,Leicester City,4426
2021-01-01,Leicester City,3629
2021-01-11,Leicester City,3615
2021-01-12,Leicester City,3515
2021-01-13,Leicester City,3690
2021-01-14,Leicester City,3181
2021-01-15,Leicester City,2950
2021-01-16,Leicester City,7110
2021-01-17,Leicester City,7164
2021-01-18,Leicester City,4199
2021-01-19,Leicester City,12522
2021-01-02,Leicester City,10818
2021-01-21,Leicester City,5324
2021-01-22,Leicester City,4887
2021-01-23,Leicester City,4699
2021-01-24,Leicester City,6361
2021-01-25,Leicester City,4646
2021-01-26,Leicester City,3915
2021-01-27,Leicester City,5219
2021-01-28,Leicester City,3926
2021-01-29,Leicester City,3208
2021-01-03,Leicester City,4021
2021-01-31,Leicester City,8317
2021-02-01,Leicester City,4207
2021-02-02,Leicester City,4177
2021-02-03,Leicester City,5859
2021-02-04,Leicester City,4844
2021-02-05,Leicester City,3147
2021-02-06,Leicester City,4070
2021-02-07,Leicester City,7332
2021-02-08,Leicester City,3725
2021-02-09,Leicester City,3384
2021-02-01,Leicester City,4567
2021-02-11,Leicester City,3849
2021-02-12,Leicester City,3802
2021-02-13,Leicester City,13630
2021-02-14,Leicester City,6599
2021-02-15,Leicester City,4595
2021-02-16,Leicester City,4245
2021-02-17,Leicester City,3794
2021-02-18,Leicester City,4684
2021-02-19,Leicester City,3477
2021-02-02,Leicester City,3967
2021-02-21,Leicester City,9427
2021-02-22,Leicester City,4880
2021-02-23,Leicester City,3987
2021-02-24,Leicester City,4160
2021-02-25,Leicester City,6564
2021-02-26,Leicester City,4552
2021-02-27,Leicester City,3992
2021-02-28,Leicester City,8538
2021-03-01,Leicester City,3921
2021-03-02,Leicester City,3657
2021-03-03,Leicester City,5533
2021-03-04,Leicester City,4067
2021-03-05,Leicester City,3559
2021-03-06,Leicester City,6788
2021-03-07,Leicester City,6683
2021-03-08,Leicester City,4083
2021-03-09,Leicester City,3257
2021-03-01,Leicester City,3035
2021-03-11,Leicester City,2981
2021-03-12,Leicester City,2950
2021-03-13,Leicester City,3482
2021-03-14,Leicester City,8957
2021-03-15,Leicester City,5570
2021-03-16,Leicester City,4035
2021-03-17,Leicester City,3213
2021-03-18,Leicester City,3931
2021-03-19,Leicester City,3395
2021-03-02,Leicester City,3735
2021-03-21,Leicester City,20021
2021-03-22,Leicester City,8037
2021-03-23,Leicester City,5285
2021-03-24,Leicester City,4218
2021-03-25,Leicester City,3475
2021-03-26,Leicester City,3087
2021-03-27,Leicester City,3036
2021-03-28,Leicester City,2939
2021-03-29,Leicester City,2998
2021-03-03,Leicester City,3039
2021-03-31,Leicester City,3565
2021-04-01,Leicester City,2616
2021-04-02,Leicester City,3155
2021-04-03,Leicester City,9005
2021-04-04,Leicester City,4797
2021-04-05,Leicester City,3929
2021-04-06,Leicester City,3400
2021-04-07,Leicester City,3065
2021-04-08,Leicester City,3083
2021-04-09,Leicester City,2649
2021-04-01,Leicester City,3720
2021-04-11,Leicester City,7444
2021-04-12,Leicester City,4169
2021-04-13,Leicester City,3773
2021-04-14,Leicester City,3175
2021-04-15,Leicester City,3363
2021-04-16,Leicester City,3430
2021-04-17,Leicester City,5330
2021-04-18,Leicester City,15387
2021-04-19,Leicester City,14301
2021-04-02,Leicester City,12971
2021-04-21,Leicester City,8809
2021-04-22,Leicester City,10388
2021-04-23,Leicester City,7551
2021-04-24,Leicester City,6117
2021-04-25,Leicester City,6673
2021-04-26,Leicester City,11449
2021-04-27,Leicester City,11482
2021-04-28,Leicester City,6683
2021-04-29,Leicester City,5442
2021-04-03,Leicester City,6624
2021-05-01,Leicester City,4987
2021-05-02,Leicester City,5245
2021-05-03,Leicester City,4659
2021-05-04,Leicester City,5986
2021-05-05,Leicester City,6308
2021-05-06,Leicester City,6458
2021-05-07,Leicester City,9281
2021-05-08,Leicester City,7227
2021-05-09,Leicester City,6073
2021-05-01,Leicester City,5774
2021-05-11,Leicester City,12490
2021-05-12,Leicester City,8807
2021-05-13,Leicester City,6686
2021-05-14,Leicester City,9443
2021-05-15,Leicester City,171086
2021-05-16,Leicester City,98194
2021-05-17,Leicester City,35480
2021-05-18,Leicester City,29328
2021-05-19,Leicester City,16609
2021-05-02,Leicester City,10937
2021-05-21,Leicester City,11394
2021-05-22,Leicester City,8793
2021-05-23,Leicester City,15506
2021-05-24,Leicester City,9530
2021-05-25,Leicester City,6565
2021-05-26,Leicester City,6274
2021-05-27,Leicester City,5405
2021-05-28,Leicester City,4830
2021-05-29,Leicester City,9416
2021-05-03,Leicester City,9836
2021-05-31,Leicester City,6882
2021-06-01,Leicester City,5732
2021-06-02,Leicester City,5067
2021-06-03,Leicester City,4748
2021-06-04,Leicester City,4171
2021-06-05,Leicester City,3769
2020-09-12,Liverpool,22726
2020-09-13,Liverpool,14482
2020-09-14,Liverpool,11750
2020-09-15,Liverpool,9954
2020-09-16,Liverpool,9647
2020-09-17,Liverpool,19787
2020-09-18,Liverpool,34380
2020-09-19,Liverpool,41076
2020-09-02,Liverpool,32265
2020-09-21,Liverpool,19799
2020-09-22,Liverpool,14504
2020-09-23,Liverpool,14375
2020-09-24,Liverpool,20198
2020-09-25,Liverpool,15198
2020-09-26,Liverpool,12124
2020-09-27,Liverpool,11748
2020-09-28,Liverpool,21543
2020-09-29,Liverpool,18272
2020-09-03,Liverpool,11855
2020-10-01,Liverpool,17093
2020-10-02,Liverpool,13264
2020-10-03,Liverpool,11946
2020-10-04,Liverpool,20707
2020-10-05,Liverpool,17764
2020-10-06,Liverpool,13779
2020-10-07,Liverpool,10597
2020-10-08,Liverpool,10589
2020-10-09,Liverpool,9060
2020-10-01,Liverpool,8175
2020-10-11,Liverpool,8525
2020-10-12,Liverpool,10455
2020-10-13,Liverpool,8727
2020-10-14,Liverpool,8338
2020-10-15,Liverpool,8584
2020-10-16,Liverpool,10436
2020-10-17,Liverpool,19004
2020-10-18,Liverpool,12266
2020-10-19,Liverpool,11441
2020-10-02,Liverpool,10687
2020-10-21,Liverpool,15150
2020-10-22,Liverpool,11524
2020-10-23,Liverpool,7945
2020-10-24,Liverpool,11883
2020-10-25,Liverpool,10827
2020-10-26,Liverpool,9202
2020-10-27,Liverpool,13069
2020-10-28,Liverpool,13258
2020-10-29,Liverpool,8588
2020-10-03,Liverpool,7672
2020-10-31,Liverpool,18194
2020-11-01,Liverpool,14256
2020-11-02,Liverpool,9874
2020-11-03,Liverpool,15139
2020-11-04,Liverpool,13767
2020-11-05,Liverpool,9248
2020-11-06,Liverpool,8363
2020-11-07,Liverpool,9016
2020-11-08,Liverpool,15058
2020-11-09,Liverpool,9451
2020-11-01,Liverpool,7838
2020-11-11,Liverpool,9192
2020-11-12,Liverpool,9294
2020-11-13,Liverpool,7464
2020-11-14,Liverpool,6794
2020-11-15,Liverpool,9445
2020-11-16,Liverpool,8673
2020-11-17,Liverpool,7616
2020-11-18,Liverpool,8001
2020-11-19,Liverpool,7008
2020-11-02,Liverpool,6585
2020-11-21,Liverpool,8485
2020-11-22,Liverpool,15954
2020-11-23,Liverpool,13147
