place,decade,month,day,mean
Mexico_City,1970s,06,26,66.2
Mexico_City,1970s,06,27,64.7
Mexico_City,1970s,06,28,64.5
Mexico_City,1970s,06,29,65.0
Mexico_City,1970s,06,30,65.0
Mexico_City,1970s,07,01,65.2
Mexico_City,1970s,07,02,64.0
Mexico_City,1970s,07,03,64.5
Mexico_City,1970s,07,04,63.5
Mexico_City,1970s,07,05,64.0
Mexico_City,1970s,07,06,64.4
Mexico_City,1970s,07,07,63.9
Mexico_City,1970s,07,08,63.9
Mexico_City,1970s,07,09,63.5
Mexico_City,1970s,07,10,63.5
Mexico_City,1970s,07,11,64.8
Mexico_City,1970s,07,12,64.4
Mexico_City,1970s,07,13,64.1
Mexico_City,1970s,07,14,63.9
Mexico_City,1970s,07,15,64.9
Mexico_City,1970s,07,16,64.3
Mexico_City,1970s,07,17,63.2
Mexico_City,1970s,07,18,63.8
Mexico_City,1970s,07,19,65.6
Mexico_City,1970s,07,20,64.0
Mexico_City,1970s,07,21,66.2
Mexico_City,1970s,07,22,64.4
Mexico_City,1970s,07,23,64.3
Mexico_City,1970s,07,24,64.4
Mexico_City,1970s,07,25,64.3
Mexico_City,1970s,07,26,63.8
Mexico_City,1970s,07,27,63.9
Mexico_City,1970s,07,28,63.6
Mexico_City,1970s,07,29,65.9
Mexico_City,1970s,07,30,64.8
Mexico_City,1970s,07,31,65.2
Mexico_City,1970s,08,01,65.9
Mexico_City,1970s,08,02,65.8
Mexico_City,1970s,08,03,65.4
Mexico_City,1970s,08,04,64.3
Mexico_City,1970s,08,05,64.1
Mexico_City,1970s,08,06,63.5
Mexico_City,1970s,08,07,63.4
Mexico_City,1970s,08,08,64.9
Mexico_City,1970s,08,09,65.8
Mexico_City,1970s,08,10,65.0
Mexico_City,1970s,08,11,65.4
Mexico_City,1970s,08,12,65.6
Mexico_City,1970s,08,13,66.2
Mexico_City,1970s,08,14,64.7
Mexico_City,1970s,08,15,63.5
Mexico_City,1970s,08,16,64.8
Mexico_City,1970s,08,17,63.5
Mexico_City,1970s,08,18,64.4
Mexico_City,1970s,08,19,64.4
Mexico_City,1970s,08,20,63.5
Mexico_City,1970s,08,21,62.0
Mexico_City,1970s,08,22,64.4
Mexico_City,1970s,08,23,63.4
Mexico_City,1970s,08,24,63.6
Mexico_City,1970s,08,25,62.5
Mexico_City,1970s,08,26,63.0
Mexico_City,1970s,08,27,63.8
Mexico_City,1970s,08,28,63.2
Mexico_City,1970s,08,29,65.2
Mexico_City,1970s,08,30,65.0
Mexico_City,1970s,08,31,64.0
Mexico_City,1970s,09,01,65.3
Mexico_City,1970s,09,02,64.4
Mexico_City,1970s,09,03,63.8
Mexico_City,1970s,09,04,64.0
Mexico_City,1970s,09,05,65.0
Mexico_City,1970s,09,06,64.0
Mexico_City,1970s,09,07,63.4
Mexico_City,1970s,09,08,64.5
Mexico_City,1970s,09,09,63.1
Mexico_City,1970s,09,10,62.6
Mexico_City,1970s,09,11,64.9
Mexico_City,1970s,09,12,64.5
Mexico_City,1970s,09,13,65.2
Mexico_City,1970s,09,14,65.0
Mexico_City,1970s,09,15,63.1
Mexico_City,1970s,09,16,63.8
Mexico_City,1970s,09,17,62.6
Mexico_City,1970s,09,18,63.1
Mexico_City,1970s,09,19,63.9
Mexico_City,1970s,09,20,63.4
Mexico_City,1970s,09,21,62.0
Mexico_City,1970s,09,22,64.1
Mexico_City,1970s,09,23,64.0
Mexico_City,1970s,09,24,64.1
Mexico_City,1970s,09,25,63.4
Mexico_City,1970s,09,26,63.5
Mexico_City,1970s,09,27,62.9
Mexico_City,1970s,09,28,62.9
Mexico_City,1970s,09,29,62.6
Mexico_City,1970s,09,30,63.9
Mexico_City,1970s,10,01,61.7
Mexico_City,1970s,10,02,61.8
Mexico_City,1970s,10,03,62.3
Mexico_City,1970s,10,04,62.9
Mexico_City,1970s,10,05,64.4
Mexico_City,1970s,10,06,62.6
Mexico_City,1970s,10,07,59.4
Mexico_City,1970s,10,08,62.9
Mexico_City,1970s,10,09,61.4
Mexico_City,1970s,10,10,63.0
Mexico_City,1970s,10,11,61.8
Mexico_City,1970s,10,12,61.4
Mexico_City,1970s,10,13,60.3
Mexico_City,1970s,10,14,58.5
Mexico_City,1970s,10,15,60.0
Mexico_City,1970s,10,16,59.8
Mexico_City,1970s,10,17,61.1
Mexico_City,1970s,10,18,60.7
Mexico_City,1970s,10,19,61.3
Mexico_City,1970s,10,20,60.0
Mexico_City,1970s,10,21,60.7
Mexico_City,1970s,10,22,61.2
Mexico_City,1970s,10,23,62.3
Mexico_City,1970s,10,24,61.6
Mexico_City,1970s,10,25,62.2
Mexico_City,1970s,10,26,63.0
Mexico_City,1970s,10,27,64.4
Mexico_City,1970s,10,28,63.5
Mexico_City,1970s,10,29,62.1
Mexico_City,1970s,10,30,63.0
Mexico_City,1970s,10,31,61.8
Mexico_City,1970s,11,01,62.3
Mexico_City,1970s,11,02,61.7
Mexico_City,1970s,11,03,61.4
Mexico_City,1970s,11,04,59.1
Mexico_City,1970s,11,05,60.0
Mexico_City,1970s,11,06,60.9
Mexico_City,1970s,11,07,60.5
Mexico_City,1970s,11,08,59.1
Mexico_City,1970s,11,09,59.5
Mexico_City,1970s,11,10,59.4
Mexico_City,1970s,11,11,59.3
Mexico_City,1970s,11,12,57.3
Mexico_City,1970s,11,13,58.1
Mexico_City,1970s,11,14,56.8
Mexico_City,1970s,11,15,57.5
Mexico_City,1970s,11,16,57.2
Mexico_City,1970s,11,17,59.0
Mexico_City,1970s,11,18,59.4
Mexico_City,1970s,11,19,61.1
Mexico_City,1970s,11,20,61.4
Mexico_City,1970s,11,21,60.0
Mexico_City,1970s,11,22,58.6
Mexico_City,1970s,11,23,59.6
Mexico_City,1970s,11,24,59.8
Mexico_City,1970s,11,25,57.8
Mexico_City,1970s,11,26,57.5
Mexico_City,1970s,11,27,58.4
Mexico_City,1970s,11,28,59.4
Mexico_City,1970s,11,29,58.1
Mexico_City,1970s,11,30,59.3
Mexico_City,1970s,12,01,61.1
Mexico_City,1970s,12,02,59.4
Mexico_City,1970s,12,03,58.1
Mexico_City,1970s,12,04,58.9
Mexico_City,1970s,12,05,58.9
Mexico_City,1970s,12,06,57.3
Mexico_City,1970s,12,07,57.7
Mexico_City,1970s,12,08,57.1
Mexico_City,1970s,12,09,56.4
Mexico_City,1970s,12,10,56.3
Mexico_City,1970s,12,11,56.4
Mexico_City,1970s,12,12,57.3
Mexico_City,1970s,12,13,56.6
Mexico_City,1970s,12,14,57.1
Mexico_City,1970s,12,15,57.6
Mexico_City,1970s,12,16,58.1
Mexico_City,1970s,12,17,56.2
Mexico_City,1970s,12,18,55.4
Mexico_City,1970s,12,19,56.7
Mexico_City,1970s,12,20,55.5
Mexico_City,1970s,12,21,55.1
Mexico_City,1970s,12,22,56.3
Mexico_City,1970s,12,23,55.3
Mexico_City,1970s,12,24,57.3
Mexico_City,1970s,12,25,56.4
Mexico_City,1970s,12,26,57.6
Mexico_City,1970s,12,27,57.1
Mexico_City,1970s,12,28,58.4
Mexico_City,1970s,12,29,56.6
Mexico_City,1970s,12,30,59.4
Mexico_City,1970s,12,31,56.8
Mexico_City,1980s,01,01,55.8
Mexico_City,1980s,01,02,55.7
Mexico_City,1980s,01,03,55.6
Mexico_City,1980s,01,04,54.6
Mexico_City,1980s,01,05,54.2
Mexico_City,1980s,01,06,54.8
Mexico_City,1980s,01,07,56.7
Mexico_City,1980s,01,08,58.3
Mexico_City,1980s,01,09,57.3
Mexico_City,1980s,01,10,58.3
Mexico_City,1980s,01,11,55.9
Mexico_City,1980s,01,12,55.8
Mexico_City,1980s,01,13,55.5
Mexico_City,1980s,01,14,55.4
Mexico_City,1980s,01,15,56.4
Mexico_City,1980s,01,16,57.5
Mexico_City,1980s,01,17,56.2
Mexico_City,1980s,01,18,57.8
Mexico_City,1980s,01,19,57.2
Mexico_City,1980s,01,20,57.2
Mexico_City,1980s,01,21,57.4
Mexico_City,1980s,01,22,55.3
Mexico_City,1980s,01,23,55.4
Mexico_City,1980s,01,24,55.9
Mexico_City,1980s,01,25,54.7
Mexico_City,1980s,01,26,56.0
Mexico_City,1980s,01,27,57.9
Mexico_City,1980s,01,28,56.8
Mexico_City,1980s,01,29,56.4
Mexico_City,1980s,01,30,58.0
Mexico_City,1980s,01,31,59.2
Mexico_City,1980s,02,01,59.4
Mexico_City,1980s,02,02,58.5
Mexico_City,1980s,02,03,58.4
Mexico_City,1980s,02,04,57.9
Mexico_City,1980s,02,05,58.6
Mexico_City,1980s,02,06,55.8
Mexico_City,1980s,02,07,57.1
Mexico_City,1980s,02,08,57.2
Mexico_City,1980s,02,09,58.1
Mexico_City,1980s,02,10,59.4
Mexico_City,1980s,02,11,57.4
Mexico_City,1980s,02,12,57.4
Mexico_City,1980s,02,13,57.9
Mexico_City,1980s,02,14,58.8
Mexico_City,1980s,02,15,58.4
Mexico_City,1980s,02,16,58.5
Mexico_City,1980s,02,17,58.5
Mexico_City,1980s,02,18,60.1
Mexico_City,1980s,02,19,59.7
Mexico_City,1980s,02,20,61.4
Mexico_City,1980s,02,21,61.4
Mexico_City,1980s,02,22,59.8
Mexico_City,1980s,02,23,59.5
Mexico_City,1980s,02,24,60.2
Mexico_City,1980s,02,25,58.9
Mexico_City,1980s,02,26,58.8
Mexico_City,1980s,02,27,58.8
Mexico_City,1980s,02,28,59.2
Mexico_City,1980s,02,29,58.3
Mexico_City,1980s,03,01,61.0
Mexico_City,1980s,03,02,60.4
Mexico_City,1980s,03,03,61.8
Mexico_City,1980s,03,04,61.9
Mexico_City,1980s,03,05,59.4
Mexico_City,1980s,03,06,60.0
Mexico_City,1980s,03,07,59.7
Mexico_City,1980s,03,08,58.4
Mexico_City,1980s,03,09,60.7
Mexico_City,1980s,03,10,59.8
Mexico_City,1980s,03,11,62.2
Mexico_City,1980s,03,12,61.0
Mexico_City,1980s,03,13,61.3
Mexico_City,1980s,03,14,61.4
Mexico_City,1980s,03,15,62.1
Mexico_City,1980s,03,16,63.6
Mexico_City,1980s,03,17,64.0
Mexico_City,1980s,03,18,63.5
Mexico_City,1980s,03,19,64.0
Mexico_City,1980s,03,20,63.8
Mexico_City,1980s,03,21,64.2
Mexico_City,1980s,03,22,63.0
Mexico_City,1980s,03,23,64.0
Mexico_City,1980s,03,24,63.1
Mexico_City,1980s,03,25,64.5
Mexico_City,1980s,03,26,63.3
Mexico_City,1980s,03,27,64.1
Mexico_City,1980s,03,28,63.0
Mexico_City,1980s,03,29,63.9
Mexico_City,1980s,03,30,64.2
Mexico_City,1980s,03,31,64.7
Mexico_City,1980s,04,01,65.2
Mexico_City,1980s,04,02,65.8
Mexico_City,1980s,04,03,65.5
Mexico_City,1980s,04,04,65.5
Mexico_City,1980s,04,05,64.9
Mexico_City,1980s,04,06,65.1
Mexico_City,1980s,04,07,64.9
Mexico_City,1980s,04,08,64.9
Mexico_City,1980s,04,09,63.8
Mexico_City,1980s,04,10,64.2
Mexico_City,1980s,04,11,64.0
Mexico_City,1980s,04,12,64.2
Mexico_City,1980s,04,13,66.0
Mexico_City,1980s,04,14,63.4
Mexico_City,1980s,04,15,64.3
Mexico_City,1980s,04,16,63.5
Mexico_City,1980s,04,17,64.4
Mexico_City,1980s,04,18,65.5
Mexico_City,1980s,04,19,65.1
Mexico_City,1980s,04,20,66.4
Mexico_City,1980s,04,21,65.2
Mexico_City,1980s,04,22,64.7
Mexico_City,1980s,04,23,65.7
Mexico_City,1980s,04,24,67.1
Mexico_City,1980s,04,25,66.6
Mexico_City,1980s,04,26,66.7
Mexico_City,1980s,04,27,66.1
Mexico_City,1980s,04,28,67.3
Mexico_City,1980s,04,29,66.8
Mexico_City,1980s,04,30,67.0
Mexico_City,1980s,05,01,67.0
Mexico_City,1980s,05,02,67.1
Mexico_City,1980s,05,03,65.9
Mexico_City,1980s,05,04,66.4
Mexico_City,1980s,05,05,66.7
Mexico_City,1980s,05,06,66.9
Mexico_City,1980s,05,07,68.5
Mexico_City,1980s,05,08,67.8
Mexico_City,1980s,05,09,67.0
Mexico_City,1980s,05,10,66.8
Mexico_City,1980s,05,11,68.3
Mexico_City,1980s,05,12,67.9
Mexico_City,1980s,05,13,67.9
Mexico_City,1980s,05,14,67.8
Mexico_City,1980s,05,15,68.6
Mexico_City,1980s,05,16,68.3
Mexico_City,1980s,05,17,68.1
Mexico_City,1980s,05,18,68.8
Mexico_City,1980s,05,19,67.5
Mexico_City,1980s,05,20,67.3
Mexico_City,1980s,05,21,67.1
Mexico_City,1980s,05,22,67.8
Mexico_City,1980s,05,23,67.9
Mexico_City,1980s,05,24,67.0
Mexico_City,1980s,05,25,68.4
Mexico_City,1980s,05,26,67.7
Mexico_City,1980s,05,27,67.5
Mexico_City,1980s,05,28,67.8
Mexico_City,1980s,05,29,67.1
Mexico_City,1980s,05,30,67.8
Mexico_City,1980s,05,31,67.0
Mexico_City,1980s,06,01,66.9
Mexico_City,1980s,06,02,67.5
Mexico_City,1980s,06,03,68.1
Mexico_City,1980s,06,04,66.7
Mexico_City,1980s,06,05,68.4
Mexico_City,1980s,06,06,68.3
Mexico_City,1980s,06,07,69.1
Mexico_City,1980s,06,08,68.8
Mexico_City,1980s,06,09,68.2
Mexico_City,1980s,06,10,67.3
Mexico_City,1980s,06,11,66.8
Mexico_City,1980s,06,12,67.3
Mexico_City,1980s,06,13,67.2
Mexico_City,1980s,06,14,68.1
Mexico_City,1980s,06,15,66.0
Mexico_City,1980s,06,16,66.0
Mexico_City,1980s,06,17,66.0
Mexico_City,1980s,06,18,65.6
Mexico_City,1980s,06,19,66.1
Mexico_City,1980s,06,20,65.8
Mexico_City,1980s,06,21,65.6
Mexico_City,1980s,06,22,64.4
Mexico_City,1980s,06,23,66.1
Mexico_City,1980s,06,24,66.5
Mexico_City,1980s,06,25,65.6
Mexico_City,1980s,06,26,66.4
Mexico_City,1980s,06,27,66.2
Mexico_City,1980s,06,28,66.0
Mexico_City,1980s,06,29,65.7
Mexico_City,1980s,06,30,64.6
Mexico_City,1980s,07,01,64.8
Mexico_City,1980s,07,02,65.1
Mexico_City,1980s,07,03,65.6
Mexico_City,1980s,07,04,65.4
Mexico_City,1980s,07,05,65.2
Mexico_City,1980s,07,06,64.9
Mexico_City,1980s,07,07,65.0
Mexico_City,1980s,07,08,64.5
Mexico_City,1980s,07,09,64.3
Mexico_City,1980s,07,10,65.0
Mexico_City,1980s,07,11,65.0
Mexico_City,1980s,07,12,65.4
Mexico_City,1980s,07,13,65.5
Mexico_City,1980s,07,14,64.0
Mexico_City,1980s,07,15,65.0
Mexico_City,1980s,07,16,65.1
Mexico_City,1980s,07,17,65.9
Mexico_City,1980s,07,18,64.8
Mexico_City,1980s,07,19,65.8
Mexico_City,1980s,07,20,65.0
Mexico_City,1980s,07,21,65.6
Mexico_City,1980s,07,22,64.8
Mexico_City,1980s,07,23,65.3
Mexico_City,1980s,07,24,64.8
Mexico_City,1980s,07,25,65.4
Mexico_City,1980s,07,26,65.0
Mexico_City,1980s,07,27,64.8
Mexico_City,1980s,07,28,65.2
Mexico_City,1980s,07,29,64.7
Mexico_City,1980s,07,30,65.3
Mexico_City,1980s,07,31,65.4
Mexico_City,1980s,08,01,65.6
Mexico_City,1980s,08,02,65.8
Mexico_City,1980s,08,03,65.5
Mexico_City,1980s,08,04,65.7
Mexico_City,1980s,08,05,65.2
Mexico_City,1980s,08,06,64.6
Mexico_City,1980s,08,07,65.8
Mexico_City,1980s,08,08,64.8
Mexico_City,1980s,08,09,65.8
Mexico_City,1980s,08,10,66.0
Mexico_City,1980s,08,11,66.9
Mexico_City,1980s,08,12,65.6
Mexico_City,1980s,08,13,65.9
Mexico_City,1980s,08,14,65.9
Mexico_City,1980s,08,15,65.4
Mexico_City,1980s,08,16,65.8
Mexico_City,1980s,08,17,66.9
Mexico_City,1980s,08,18,66.0
Mexico_City,1980s,08,19,66.3
Mexico_City,1980s,08,20,65.7
Mexico_City,1980s,08,21,65.3
Mexico_City,1980s,08,22,65.9
Mexico_City,1980s,08,23,66.2
Mexico_City,1980s,08,24,65.0
Mexico_City,1980s,08,25,65.2
Mexico_City,1980s,08,26,64.8
Mexico_City,1980s,08,27,65.8
Mexico_City,1980s,08,28,65.1
Mexico_City,1980s,08,29,65.3
Mexico_City,1980s,08,30,65.9
Mexico_City,1980s,08,31,65.5
Mexico_City,1980s,09,01,65.3
Mexico_City,1980s,09,02,65.2
Mexico_City,1980s,09,03,65.0
Mexico_City,1980s,09,04,65.3
Mexico_City,1980s,09,05,63.6
Mexico_City,1980s,09,06,66.5
Mexico_City,1980s,09,07,65.7
Mexico_City,1980s,09,08,65.4
Mexico_City,1980s,09,09,65.8
Mexico_City,1980s,09,10,65.4
Mexico_City,1980s,09,11,65.3
Mexico_City,1980s,09,12,66.4
Mexico_City,1980s,09,13,65.8
Mexico_City,1980s,09,14,65.3
Mexico_City,1980s,09,15,64.1
Mexico_City,1980s,09,16,64.9
Mexico_City,1980s,09,17,64.3
Mexico_City,1980s,09,18,63.7
Mexico_City,1980s,09,19,63.3
Mexico_City,1980s,09,20,64.9
Mexico_City,1980s,09,21,65.8
Mexico_City,1980s,09,22,65.4
Mexico_City,1980s,09,23,63.5
Mexico_City,1980s,09,24,64.9
Mexico_City,1980s,09,25,64.4
Mexico_City,1980s,09,26,64.5
Mexico_City,1980s,09,27,63.0
Mexico_City,1980s,09,28,63.7
Mexico_City,1980s,09,29,65.0
Mexico_City,1980s,09,30,64.0
Mexico_City,1980s,10,01,64.6
Mexico_City,1980s,10,02,64.1
Mexico_City,1980s,10,03,63.0
Mexico_City,1980s,10,04,61.0
Mexico_City,1980s,10,05,64.2
Mexico_City,1980s,10,06,64.0
Mexico_City,1980s,10,07,64.6
Mexico_City,1980s,10,08,62.9
Mexico_City,1980s,10,09,64.4
Mexico_City,1980s,10,10,63.6
Mexico_City,1980s,10,11,63.0
Mexico_City,1980s,10,12,63.3
Mexico_City,1980s,10,13,62.4
Mexico_City,1980s,10,14,63.2
Mexico_City,1980s,10,15,63.4
Mexico_City,1980s,10,16,63.0
Mexico_City,1980s,10,17,63.4
Mexico_City,1980s,10,18,64.0
Mexico_City,1980s,10,19,63.1
Mexico_City,1980s,10,20,63.3
Mexico_City,1980s,10,21,63.5
Mexico_City,1980s,10,22,62.9
Mexico_City,1980s,10,23,62.5
Mexico_City,1980s,10,24,62.8
Mexico_City,1980s,10,25,61.7
Mexico_City,1980s,10,26,60.3
Mexico_City,1980s,10,27,60.5
Mexico_City,1980s,10,28,61.3
Mexico_City,1980s,10,29,60.2
Mexico_City,1980s,10,30,60.1
Mexico_City,1980s,10,31,60.4
Mexico_City,1980s,11,01,61.2
Mexico_City,1980s,11,02,61.3
Mexico_City,1980s,11,03,59.2
Mexico_City,1980s,11,04,59.4
Mexico_City,1980s,11,05,59.9
Mexico_City,1980s,11,06,58.4
Mexico_City,1980s,11,07,60.0
Mexico_City,1980s,11,08,60.8
Mexico_City,1980s,11,09,59.2
Mexico_City,1980s,11,10,59.5
Mexico_City,1980s,11,11,59.6
Mexico_City,1980s,11,12,59.1
Mexico_City,1980s,11,13,58.9
Mexico_City,1980s,11,14,59.8
Mexico_City,1980s,11,15,59.9
Mexico_City,1980s,11,16,59.8
Mexico_City,1980s,11,17,58.9
Mexico_City,1980s,11,18,60.0
Mexico_City,1980s,11,19,60.1
Mexico_City,1980s,11,20,59.6
Mexico_City,1980s,11,21,59.6
Mexico_City,1980s,11,22,61.0
Mexico_City,1980s,11,23,58.8
Mexico_City,1980s,11,24,59.0
Mexico_City,1980s,11,25,59.4
Mexico_City,1980s,11,26,60.1
Mexico_City,1980s,11,27,60.7
Mexico_City,1980s,11,28,58.9
Mexico_City,1980s,11,29,59.1
Mexico_City,1980s,11,30,59.9
Mexico_City,1980s,12,01,60.0
Mexico_City,1980s,12,02,58.4
Mexico_City,1980s,12,03,58.3
Mexico_City,1980s,12,04,57.5
Mexico_City,1980s,12,05,58.5
Mexico_City,1980s,12,06,58.0
Mexico_City,1980s,12,07,57.9
Mexico_City,1980s,12,08,57.4
Mexico_City,1980s,12,09,58.5
Mexico_City,1980s,12,10,57.6
Mexico_City,1980s,12,11,59.0
Mexico_City,1980s,12,12,58.4
Mexico_City,1980s,12,13,59.2
Mexico_City,1980s,12,14,58.8
Mexico_City,1980s,12,15,58.8
Mexico_City,1980s,12,16,58.4
Mexico_City,1980s,12,17,56.6
Mexico_City,1980s,12,18,55.4
Mexico_City,1980s,12,19,56.9
Mexico_City,1980s,12,20,56.3
Mexico_City,1980s,12,21,55.8
Mexico_City,1980s,12,22,57.1
Mexico_City,1980s,12,23,57.8
Mexico_City,1980s,12,24,58.8
Mexico_City,1980s,12,25,54.5
Mexico_City,1980s,12,26,58.5
Mexico_City,1980s,12,27,59.5
Mexico_City,1980s,12,28,57.0
Mexico_City,1980s,12,29,57.2
Mexico_City,1980s,12,30,56.4
Mexico_City,1980s,12,31,55.7
Mexico_City,1990s,01,01,55.8
Mexico_City,1990s,01,02,56.6
Mexico_City,1990s,01,03,56.1
