stat,value,team_name,team_id
Linebreaks attempted midfield and defensive line,103.0,Argentina,43922
Final third entries reception inside left channel,46.0,Argentina,43922
Crosses completed,30.0,Argentina,43922
Corners,39.0,Argentina,43922
Offsides,23.0,Argentina,43922
Time played,742.0,Argentina,43922
Receptions between midfield and defensive line,862.0,Argentina,43922
Offers to receive outside,2488.0,Argentina,43922
Receptions in behind,99.0,Argentina,43922
Distributions under pressure,2647.0,Argentina,43922
Receptions under no pressure,2831.0,Argentina,43922
Goalkeeper goal preventions,45.0,Argentina,43922
Substitutions out,36.0,Argentina,43922
Completed ball progressions,139.0,Argentina,43922
Passes,4375.0,Argentina,43922
Distance high speed sprinting,17109.0,Argentina,43922
Passes completed,3841.0,Argentina,43922
Linebreaks completed all lines,29.0,Argentina,43922
Offers to receive in front,1997.0,Argentina,43922
Linebreaks attempted defensive line,171.0,Argentina,43922
Linebreaks attempted defensive line completed,96.0,Argentina,43922
Linebreaks attempted attacking and midfield line,174.0,Argentina,43922
Linebreaks completed under pressure,558.0,Argentina,43922
Linebreaks attempted attacking line completed,340.0,Argentina,43922
Crosses completed,10.0,Australia,43976
Receptions under direct pressure,57.0,Australia,43976
Indirect free kicks,12.0,Australia,43976
Direct free kicks,36.0,Australia,43976
Penalties scored,0.0,Australia,43976
Corners,8.0,Australia,43976
Attempt at goal inside the penalty area,13.0,Australia,43976
Receptions in behind,31.0,Australia,43976
Distance walking,161596.0,Australia,43976
Receptions under no pressure,979.0,Australia,43976
Linebreaks completed midfield and defensive line,16.0,Australia,43976
Yellow cards,7.0,Australia,43976
Goals outside the penalty area,0.0,Australia,43976
Clean sheets,2.0,Australia,43976
Attempted ball progressions,63.0,Australia,43976
Completed ball progressions,44.0,Australia,43976
Defensive pressures applied,1383.0,Australia,43976
Own goals,0.0,Australia,43976
Time played,390.0,Australia,43976
Throw ins,99.0,Australia,43976
Attempt at goal on target,9.0,Australia,43976
Goalkeeper defensive actions outside penalty area,0.0,Australia,43976
Distance high speed sprinting,8103.0,Australia,43976
Received offers to receive,599.0,Australia,43976
Free kicks,48.0,Australia,43976
Direct defensive pressures applied,212.0,Australia,43976
Distance low speed sprinting,28102.0,Australia,43976
Linebreaks attempted attacking line completed,146.0,Australia,43976
Final third entries reception central channel,13.0,Australia,43976
Linebreaks attempted midfield and defensive line,37.0,Australia,43976
Final third entries reception inside right channel,15.0,Australia,43976
Attempted switches of play,20.0,Australia,43976
Offsides,1.0,Australia,43976
Attempt at goal outside the penalty area on target,3.0,Australia,43976
Crosses,58.0,Australia,43976
Distributions completed under pressure,544.0,Australia,43976
Goalkeeper goal preventions,63.0,Australia,43976
Attempt at goal,25.0,Australia,43976
Receptions between midfield and defensive line,330.0,Australia,43976
Total distance,482441.0,Australia,43976
Goals conceded from attempt at goal against,0.0,Australia,43976
Linebreaks completed attacking and midfield line,122.0,Australia,43976
Passes completed,1206.0,Australia,43976
Offers to receive outside,892.0,Australia,43976
Red cards,0.0,Australia,43976
Attempt at goal blocked,4.0,Australia,43976
Assists,3.0,Australia,43976
Goal kicks,38.0,Australia,43976
Attempt at goal off target,10.0,Australia,43976
Final third entries reception left channel,39.0,Australia,43976
Linebreaks attempted midfield line completed,171.0,Australia,43976
Offers to receive in behind,396.0,Australia,43976
Substitutions out,19.0,Australia,43976
Goals from direct free kicks,0.0,Australia,43976
Distributions under pressure,845.0,Australia,43976
Linebreaks completed under pressure,182.0,Australia,43976
Substitutions in,19.0,Australia,43976
Linebreaks attempted all lines,35.0,Australia,43976
Goalkeeper defensive actions inside penalty area,99.0,Australia,43976
Receptions under pressure,555.0,Australia,43976
Forced turnovers,307.0,Australia,43976
Linebreaks attempted defensive line completed,31.0,Australia,43976
Fouls against,52.0,Australia,43976
Linebreaks attempted midfield line,305.0,Australia,43976
Attempt at goal inside the penalty area on target,6.0,Australia,43976
Linebreaks attempted defensive line,63.0,Australia,43976
Goals,4.0,Australia,43976
Goals inside the penalty area,3.0,Australia,43976
Goals conceded,6.0,Australia,43976
Final third entries reception right channel,48.0,Australia,43976
Headed attempt at goal,6.0,Australia,43976
Offers to receive total,1703.0,Australia,43976
Linebreaks attempted under pressure,318.0,Australia,43976
Receptions under indirect pressure,498.0,Australia,43976
Fouls for,34.0,Australia,43976
Take ons completed,13.0,Australia,43976
Linebreaks attempted attacking line,248.0,Australia,43976
Linebreaks attempted completed,348.0,Australia,43976
Attempt at goal from free kicks,0.0,Australia,43976
Offers to receive in front,681.0,Australia,43976
Distance jogging,220272.0,Australia,43976
Offers to receive in between,626.0,Australia,43976
Distance high speed running,64380.0,Australia,43976
Offers to receive inside,811.0,Australia,43976
Matches played,4.0,Australia,43976
Linebreaks completed all lines,15.0,Australia,43976
Final third entries reception inside left channel,8.0,Australia,43976
Attempt at goal against,63.0,Australia,43976
Linebreaks attempted,616.0,Australia,43976
Penalties,0.0,Australia,43976
Linebreaks attempted attacking and midfield line,122.0,Australia,43976
Completed switches of play,16.0,Australia,43976
Passes,1536.0,Australia,43976
Attempt at goal outside the penalty area,12.0,Australia,43976
Offers to receive in behind,382.0,Belgium,43935
Own goals,0.0,Belgium,43935
Attempt at goal outside the penalty area,11.0,Belgium,43935
Total distance,344193.0,Belgium,43935
Passes completed,1568.0,Belgium,43935
Offsides,3.0,Belgium,43935
Attempted switches of play,16.0,Belgium,43935
Received offers to receive,724.0,Belgium,43935
Distance jogging,146420.0,Belgium,43935
Goalkeeper defensive actions outside penalty area,0.0,Belgium,43935
Penalties,0.0,Belgium,43935
Distance high speed running,49173.0,Belgium,43935
Distributions under pressure,912.0,Belgium,43935
Goals conceded,2.0,Belgium,43935
Linebreaks completed attacking and midfield line,84.0,Belgium,43935
Linebreaks attempted midfield line completed,174.0,Belgium,43935
Linebreaks attempted defensive line,52.0,Belgium,43935
Final third entries reception inside right channel,10.0,Belgium,43935
Penalties scored,0.0,Belgium,43935
Direct free kicks,35.0,Belgium,43935
Fouls for,35.0,Belgium,43935
Receptions under pressure,545.0,Belgium,43935
Offers to receive total,1931.0,Belgium,43935
Distance walking,120965.0,Belgium,43935
Final third entries reception central channel,15.0,Belgium,43935
Attempt at goal,34.0,Belgium,43935
Indirect free kicks,8.0,Belgium,43935
Receptions under indirect pressure,476.0,Belgium,43935
Goalkeeper goal preventions,43.0,Belgium,43935
Linebreaks completed all lines,8.0,Belgium,43935
Linebreaks attempted completed,337.0,Belgium,43935
Linebreaks attempted defensive line completed,23.0,Belgium,43935
Receptions under direct pressure,69.0,Belgium,43935
Offers to receive in front,889.0,Belgium,43935
Attempt at goal inside the penalty area,23.0,Belgium,43935
Corners,17.0,Belgium,43935
Distance low speed sprinting,20715.0,Belgium,43935
Attempt at goal outside the penalty area on target,3.0,Belgium,43935
Offers to receive outside,951.0,Belgium,43935
Goalkeeper defensive actions inside penalty area,54.0,Belgium,43935
Attempt at goal off target,19.0,Belgium,43935
Receptions in behind,24.0,Belgium,43935
Linebreaks attempted,501.0,Belgium,43935
Linebreaks attempted attacking and midfield line,84.0,Belgium,43935
Direct defensive pressures applied,119.0,Belgium,43935
Crosses,51.0,Belgium,43935
Goals conceded from attempt at goal against,0.0,Belgium,43935
Linebreaks completed under pressure,184.0,Belgium,43935
Assists,1.0,Belgium,43935
Forced turnovers,180.0,Belgium,43935
Clean sheets,2.0,Belgium,43935
Linebreaks attempted midfield and defensive line,37.0,Belgium,43935
Free kicks,43.0,Belgium,43935
Attempt at goal on target,11.0,Belgium,43935
Receptions under no pressure,1265.0,Belgium,43935
Attempted ball progressions,50.0,Belgium,43935
Completed ball progressions,43.0,Belgium,43935
Final third entries reception left channel,36.0,Belgium,43935
Passes,1779.0,Belgium,43935
Throw ins,49.0,Belgium,43935
Matches played,3.0,Belgium,43935
Linebreaks attempted all lines,26.0,Belgium,43935
Receptions between midfield and defensive line,289.0,Belgium,43935
Linebreaks completed midfield and defensive line,16.0,Belgium,43935
Attempt at goal inside the penalty area on target,8.0,Belgium,43935
Attempt at goal from free kicks,1.0,Belgium,43935
Linebreaks attempted attacking line completed,140.0,Belgium,43935
Substitutions out,14.0,Belgium,43935
Linebreaks attempted midfield line,253.0,Belgium,43935
Linebreaks attempted under pressure,269.0,Belgium,43935
Offers to receive inside,980.0,Belgium,43935
Time played,280.0,Belgium,43935
Take ons completed,11.0,Belgium,43935
Defensive pressures applied,824.0,Belgium,43935
Attempt at goal blocked,3.0,Belgium,43935
Crosses completed,16.0,Belgium,43935
Headed attempt at goal,7.0,Belgium,43935
Completed switches of play,14.0,Belgium,43935
Goals from direct free kicks,0.0,Belgium,43935
Goals inside the penalty area,1.0,Belgium,43935
Fouls against,30.0,Belgium,43935
Distributions completed under pressure,686.0,Belgium,43935
Linebreaks attempted attacking line,196.0,Belgium,43935
Goals,1.0,Belgium,43935
Offers to receive in between,660.0,Belgium,43935
Distance high speed sprinting,6922.0,Belgium,43935
Attempt at goal against,43.0,Belgium,43935
Yellow cards,5.0,Belgium,43935
Final third entries reception inside left channel,16.0,Belgium,43935
Goals outside the penalty area,0.0,Belgium,43935
Red cards,0.0,Belgium,43935
Goal kicks,36.0,Belgium,43935
Substitutions in,14.0,Belgium,43935
Final third entries reception right channel,24.0,Belgium,43935
Attempt at goal inside the penalty area,57.0,Brazil,43924
Completed ball progressions,111.0,Brazil,43924
Offers to receive total,3432.0,Brazil,43924
Linebreaks attempted all lines,39.0,Brazil,43924
Final third entries reception inside right channel,34.0,Brazil,43924
Linebreaks attempted attacking line,326.0,Brazil,43924
Goal kicks,27.0,Brazil,43924
Attempt at goal against,34.0,Brazil,43924
Crosses completed,24.0,Brazil,43924
Defensive pressures applied,1477.0,Brazil,43924
Receptions under indirect pressure,978.0,Brazil,43924
Attempted ball progressions,151.0,Brazil,43924
Offers to receive outside,1682.0,Brazil,43924
Final third entries reception right channel,79.0,Brazil,43924
Clean sheets,2.0,Brazil,43924
Substitutions in,25.0,Brazil,43924
Indirect free kicks,10.0,Brazil,43924
Substitutions out,25.0,Brazil,43924
Receptions between midfield and defensive line,603.0,Brazil,43924
Goals conceded from attempt at goal against,0.0,Brazil,43924
Headed attempt at goal,10.0,Brazil,43924
Free kicks,85.0,Brazil,43924
Received offers to receive,1275.0,Brazil,43924
Linebreaks attempted defensive line,91.0,Brazil,43924
Assists,6.0,Brazil,43924
Passes,3009.0,Brazil,43924
Time played,507.0,Brazil,43924
Goalkeeper defensive actions outside penalty area,0.0,Brazil,43924
Distance high speed sprinting,12890.0,Brazil,43924
Offers to receive in between,1317.0,Brazil,43924
Final third entries reception central channel,41.0,Brazil,43924
Goals conceded,3.0,Brazil,43924
Passes completed,2696.0,Brazil,43924
Linebreaks completed attacking and midfield line,116.0,Brazil,43924
Goals outside the penalty area,0.0,Brazil,43924
Linebreaks completed midfield and defensive line,33.0,Brazil,43924
Offers to receive in front,1370.0,Brazil,43924
Receptions under no pressure,2122.0,Brazil,43924
Distributions completed under pressure,1275.0,Brazil,43924
Crosses,116.0,Brazil,43924
Penalties scored,1.0,Brazil,43924
Direct defensive pressures applied,255.0,Brazil,43924
Linebreaks attempted under pressure,482.0,Brazil,43924
Corners,37.0,Brazil,43924
Own goals,0.0,Brazil,43924
Attempt at goal,90.0,Brazil,43924
Distance jogging,235909.0,Brazil,43924
Offers to receive in behind,745.0,Brazil,43924
Linebreaks attempted midfield line,490.0,Brazil,43924
Receptions in behind,64.0,Brazil,43924
Total distance,579699.0,Brazil,43924
Red cards,0.0,Brazil,43924
Fouls for,74.0,Brazil,43924
Offsides,8.0,Brazil,43924
Direct free kicks,75.0,Brazil,43924
Final third entries reception left channel,98.0,Brazil,43924
Distance low speed sprinting,34403.0,Brazil,43924
Offers to receive inside,1750.0,Brazil,43924
Goalkeeper goal preventions,34.0,Brazil,43924
Receptions under direct pressure,106.0,Brazil,43924
Distributions under pressure,1729.0,Brazil,43924
Goalkeeper defensive actions inside penalty area,77.0,Brazil,43924
Linebreaks attempted midfield line completed,355.0,Brazil,43924
Take ons completed,25.0,Brazil,43924
Attempt at goal off target,34.0,Brazil,43924
Goals,8.0,Brazil,43924
Attempt at goal outside the penalty area,33.0,Brazil,43924
Goals inside the penalty area,8.0,Brazil,43924
Attempt at goal inside the penalty area on target,31.0,Brazil,43924
Linebreaks attempted midfield and defensive line,60.0,Brazil,43924
Linebreaks attempted,907.0,Brazil,43924
Linebreaks completed all lines,22.0,Brazil,43924
Attempt at goal blocked,10.0,Brazil,43924
Final third entries reception inside left channel,41.0,Brazil,43924
Goals from direct free kicks,0.0,Brazil,43924
Matches played,5.0,Brazil,43924
Fouls against,63.0,Brazil,43924
Completed switches of play,28.0,Brazil,43924
Linebreaks attempted attacking line completed,247.0,Brazil,43924
Forced turnovers,361.0,Brazil,43924
Throw ins,102.0,Brazil,43924
Attempt at goal on target,41.0,Brazil,43924
Attempted switches of play,32.0,Brazil,43924
Yellow cards,6.0,Brazil,43924
Linebreaks attempted attacking and midfield line,116.0,Brazil,43924
Penalties,1.0,Brazil,43924
Linebreaks attempted completed,659.0,Brazil,43924
Distance walking,218851.0,Brazil,43924
Attempt at goal outside the penalty area on target,10.0,Brazil,43924
Receptions under pressure,1084.0,Brazil,43924
Linebreaks completed under pressure,327.0,Brazil,43924
Attempt at goal from free kicks,7.0,Brazil,43924
Distance high speed running,77628.0,Brazil,43924
Linebreaks attempted defensive line completed,57.0,Brazil,43924
Linebreaks completed under pressure,161.0,Cameroon,43849
Distance high speed sprinting,7068.0,Cameroon,43849
Free kicks,46.0,Cameroon,43849
Linebreaks attempted attacking line,180.0,Cameroon,43849
Linebreaks completed all lines,9.0,Cameroon,43849
Attempt at goal,27.0,Cameroon,43849
Crosses completed,8.0,Cameroon,43849
Distance jogging,129825.0,Cameroon,43849
Offers to receive inside,643.0,Cameroon,43849
Own goals,0.0,Cameroon,43849
Linebreaks attempted,499.0,Cameroon,43849
Attempt at goal on target,14.0,Cameroon,43849
Attempt at goal against,43.0,Cameroon,43849
Goal kicks,34.0,Cameroon,43849
Distance low speed sprinting,19915.0,Cameroon,43849
Passes,1159.0,Cameroon,43849
Receptions under indirect pressure,435.0,Cameroon,43849
Completed ball progressions,42.0,Cameroon,43849
Attempted ball progressions,53.0,Cameroon,43849
Assists,4.0,Cameroon,43849
Fouls for,38.0,Cameroon,43849
Attempt at goal outside the penalty area,7.0,Cameroon,43849
Attempt at goal outside the penalty area on target,3.0,Cameroon,43849
Distance walking,128321.0,Cameroon,43849
Receptions under pressure,485.0,Cameroon,43849
Forced turnovers,240.0,Cameroon,43849
Received offers to receive,479.0,Cameroon,43849
Linebreaks attempted defensive line completed,23.0,Cameroon,43849
Linebreaks attempted midfield line completed,151.0,Cameroon,43849
Penalties,0.0,Cameroon,43849
Linebreaks attempted completed,273.0,Cameroon,43849
Headed attempt at goal,3.0,Cameroon,43849
Yellow cards,8.0,Cameroon,43849
Throw ins,47.0,Cameroon,43849
Linebreaks attempted attacking line completed,99.0,Cameroon,43849
Take ons completed,10.0,Cameroon,43849
Corners,12.0,Cameroon,43849
Final third entries reception inside left channel,23.0,Cameroon,43849
Completed switches of play,17.0,Cameroon,43849
Final third entries reception right channel,42.0,Cameroon,43849
Offers to receive outside,734.0,Cameroon,43849
Final third entries reception central channel,12.0,Cameroon,43849
Offers to receive in between,541.0,Cameroon,43849
Attempted switches of play,21.0,Cameroon,43849
Attempt at goal inside the penalty area on target,11.0,Cameroon,43849
Receptions under no pressure,694.0,Cameroon,43849
Linebreaks attempted all lines,27.0,Cameroon,43849
Offers to receive in front,536.0,Cameroon,43849
Goals outside the penalty area,0.0,Cameroon,43849
Direct defensive pressures applied,141.0,Cameroon,43849
Distributions under pressure,716.0,Cameroon,43849
Attempt at goal inside the penalty area,20.0,Cameroon,43849
Goals inside the penalty area,4.0,Cameroon,43849
Linebreaks attempted midfield line,265.0,Cameroon,43849
Indirect free kicks,7.0,Cameroon,43849
Penalties scored,0.0,Cameroon,43849
Distributions completed under pressure,495.0,Cameroon,43849
Offsides,2.0,Cameroon,43849
Clean sheets,1.0,Cameroon,43849
Receptions between midfield and defensive line,256.0,Cameroon,43849
Substitutions out,12.0,Cameroon,43849
Offers to receive in behind,300.0,Cameroon,43849
Linebreaks attempted under pressure,278.0,Cameroon,43849
Goalkeeper defensive actions inside penalty area,87.0,Cameroon,43849
Goalkeeper goal preventions,44.0,Cameroon,43849
Linebreaks attempted midfield and defensive line,36.0,Cameroon,43849
Time played,294.0,Cameroon,43849
Goals,4.0,Cameroon,43849
Substitutions in,12.0,Cameroon,43849
Fouls against,32.0,Cameroon,43849
Linebreaks attempted attacking and midfield line,98.0,Cameroon,43849
Attempt at goal from free kicks,1.0,Cameroon,43849
Linebreaks attempted defensive line,54.0,Cameroon,43849
Receptions in behind,29.0,Cameroon,43849
Goals conceded from attempt at goal against,0.0,Cameroon,43849
Goals from direct free kicks,0.0,Cameroon,43849
Red cards,1.0,Cameroon,43849
Final third entries reception inside right channel,13.0,Cameroon,43849
Receptions under direct pressure,50.0,Cameroon,43849
Offers to receive total,1377.0,Cameroon,43849
Linebreaks completed attacking and midfield line,98.0,Cameroon,43849
Defensive pressures applied,922.0,Cameroon,43849
Matches played,3.0,Cameroon,43849
Direct free kicks,39.0,Cameroon,43849
Final third entries reception left channel,22.0,Cameroon,43849
Goals conceded,4.0,Cameroon,43849
Attempt at goal blocked,3.0,Cameroon,43849
Distance high speed running,43942.0,Cameroon,43849
Goalkeeper defensive actions outside penalty area,0.0,Cameroon,43849
Crosses,52.0,Cameroon,43849
Linebreaks completed midfield and defensive line,10.0,Cameroon,43849
Total distance,329092.0,Cameroon,43849
Passes completed,934.0,Cameroon,43849
Attempt at goal off target,8.0,Cameroon,43849
Substitutions out,15.0,Canada,43899
Goals conceded from attempt at goal against,0.0,Canada,43899
Attempt at goal,35.0,Canada,43899
Linebreaks completed under pressure,190.0,Canada,43899
Linebreaks attempted attacking line,197.0,Canada,43899
Linebreaks attempted midfield line completed,177.0,Canada,43899
Yellow cards,8.0,Canada,43899
Linebreaks completed midfield and defensive line,13.0,Canada,43899
Offers to receive inside,974.0,Canada,43899
Attempted switches of play,20.0,Canada,43899
Goals inside the penalty area,1.0,Canada,43899
Offers to receive outside,903.0,Canada,43899
Receptions between midfield and defensive line,299.0,Canada,43899
Linebreaks attempted attacking and midfield line,86.0,Canada,43899
Indirect free kicks,5.0,Canada,43899
Crosses completed,15.0,Canada,43899
Linebreaks attempted midfield and defensive line,40.0,Canada,43899
Throw ins,77.0,Canada,43899
Defensive pressures applied,860.0,Canada,43899
Completed ball progressions,56.0,Canada,43899
Penalties,1.0,Canada,43899
Distributions completed under pressure,657.0,Canada,43899
Completed switches of play,16.0,Canada,43899
Received offers to receive,622.0,Canada,43899
Final third entries reception central channel,13.0,Canada,43899
Offers to receive total,1877.0,Canada,43899
Goal kicks,15.0,Canada,43899
Offers to receive in behind,450.0,Canada,43899
Attempt at goal from free kicks,1.0,Canada,43899
Linebreaks attempted attacking line completed,144.0,Canada,43899
Red cards,0.0,Canada,43899
Crosses,54.0,Canada,43899
Attempt at goal outside the penalty area,13.0,Canada,43899
Fouls for,37.0,Canada,43899
Attempt at goal off target,19.0,Canada,43899
Linebreaks attempted completed,348.0,Canada,43899
Free kicks,42.0,Canada,43899
Distance high speed sprinting,8749.0,Canada,43899
Passes,1498.0,Canada,43899
Attempted ball progressions,78.0,Canada,43899
Distance high speed running,53401.0,Canada,43899
Penalties scored,0.0,Canada,43899
Total distance,349464.0,Canada,43899
Goalkeeper defensive actions inside penalty area,56.0,Canada,43899
Receptions under indirect pressure,502.0,Canada,43899
Final third entries reception inside left channel,14.0,Canada,43899
Goalkeeper defensive actions outside penalty area,0.0,Canada,43899
Distance walking,115443.0,Canada,43899
Linebreaks attempted under pressure,298.0,Canada,43899
Receptions in behind,29.0,Canada,43899
Take ons completed,19.0,Canada,43899
Matches played,3.0,Canada,43899
Goalkeeper goal preventions,29.0,Canada,43899
Fouls against,33.0,Canada,43899
Corners,12.0,Canada,43899
Distributions under pressure,912.0,Canada,43899
Receptions under pressure,568.0,Canada,43899
Final third entries reception inside right channel,15.0,Canada,43899
Attempt at goal against,29.0,Canada,43899
Goals conceded,7.0,Canada,43899
Distance jogging,147943.0,Canada,43899
Receptions under no pressure,998.0,Canada,43899
Attempt at goal on target,6.0,Canada,43899
Substitutions in,15.0,Canada,43899
Time played,290.0,Canada,43899
Linebreaks completed all lines,9.0,Canada,43899
Linebreaks attempted midfield line,274.0,Canada,43899
Final third entries reception left channel,47.0,Canada,43899
Offsides,8.0,Canada,43899
Offers to receive in between,737.0,Canada,43899
Forced turnovers,185.0,Canada,43899
Linebreaks attempted,530.0,Canada,43899
Own goals,0.0,Canada,43899
Attempt at goal inside the penalty area,22.0,Canada,43899
Linebreaks attempted all lines,28.0,Canada,43899
Headed attempt at goal,8.0,Canada,43899
Attempt at goal blocked,9.0,Canada,43899
Assists,1.0,Canada,43899
Passes completed,1288.0,Canada,43899
Direct free kicks,37.0,Canada,43899
Offers to receive in front,690.0,Canada,43899
Goals,2.0,Canada,43899
Linebreaks attempted defensive line completed,27.0,Canada,43899
Distance low speed sprinting,23928.0,Canada,43899
Attempt at goal outside the penalty area on target,1.0,Canada,43899
Linebreaks attempted defensive line,59.0,Canada,43899
Goals outside the penalty area,0.0,Canada,43899
Goals from direct free kicks,0.0,Canada,43899
Clean sheets,0.0,Canada,43899
Final third entries reception right channel,44.0,Canada,43899
Linebreaks completed attacking and midfield line,86.0,Canada,43899
Receptions under direct pressure,66.0,Canada,43899
Attempt at goal inside the penalty area on target,5.0,Canada,43899
Direct defensive pressures applied,134.0,Canada,43899
Linebreaks completed under pressure,137.0,Costa Rica,43901
Linebreaks attempted attacking line completed,107.0,Costa Rica,43901
Linebreaks completed midfield and defensive line,6.0,Costa Rica,43901
Attempted ball progressions,42.0,Costa Rica,43901
Passes,1022.0,Costa Rica,43901
Linebreaks completed all lines,4.0,Costa Rica,43901
Distributions completed under pressure,422.0,Costa Rica,43901
Attempt at goal inside the penalty area on target,6.0,Costa Rica,43901
Offers to receive outside,536.0,Costa Rica,43901
Final third entries reception inside left channel,5.0,Costa Rica,43901
Distance low speed sprinting,17472.0,Costa Rica,43901
Crosses,22.0,Costa Rica,43901
Completed ball progressions,32.0,Costa Rica,43901
Goals conceded,11.0,Costa Rica,43901
Attempt at goal blocked,2.0,Costa Rica,43901
Received offers to receive,345.0,Costa Rica,43901
Clean sheets,1.0,Costa Rica,43901
Throw ins,43.0,Costa Rica,43901
Defensive pressures applied,1257.0,Costa Rica,43901
Linebreaks attempted midfield line completed,131.0,Costa Rica,43901
Take ons completed,5.0,Costa Rica,43901
Total distance,331530.0,Costa Rica,43901
Red cards,0.0,Costa Rica,43901
Forced turnovers,221.0,Costa Rica,43901
Substitutions in,14.0,Costa Rica,43901
Linebreaks completed attacking and midfield line,83.0,Costa Rica,43901
Own goals,0.0,Costa Rica,43901
Linebreaks attempted,427.0,Costa Rica,43901
Receptions under direct pressure,47.0,Costa Rica,43901
Linebreaks attempted defensive line,28.0,Costa Rica,43901
Receptions between midfield and defensive line,223.0,Costa Rica,43901
Final third entries reception right channel,6.0,Costa Rica,43901
Fouls against,24.0,Costa Rica,43901
Goalkeeper goal preventions,63.0,Costa Rica,43901
Distance jogging,144331.0,Costa Rica,43901
Free kicks,45.0,Costa Rica,43901
Attempt at goal against,63.0,Costa Rica,43901
Distance high speed running,41405.0,Costa Rica,43901
Completed switches of play,12.0,Costa Rica,43901
Indirect free kicks,6.0,Costa Rica,43901
Substitutions out,14.0,Costa Rica,43901
Offers to receive in front,357.0,Costa Rica,43901
Offsides,13.0,Costa Rica,43901
Goals conceded from attempt at goal against,0.0,Costa Rica,43901
Final third entries reception left channel,20.0,Costa Rica,43901
Headed attempt at goal,1.0,Costa Rica,43901
Time played,284.0,Costa Rica,43901
Distance high speed sprinting,4725.0,Costa Rica,43901
Attempt at goal,12.0,Costa Rica,43901
Penalties,0.0,Costa Rica,43901
Direct free kicks,39.0,Costa Rica,43901
Final third entries reception inside right channel,2.0,Costa Rica,43901
Offers to receive inside,487.0,Costa Rica,43901
Direct defensive pressures applied,155.0,Costa Rica,43901
Goalkeeper defensive actions outside penalty area,0.0,Costa Rica,43901
Receptions under pressure,416.0,Costa Rica,43901
Receptions under indirect pressure,369.0,Costa Rica,43901
Final third entries reception central channel,7.0,Costa Rica,43901
Attempt at goal outside the penalty area on target,1.0,Costa Rica,43901
Receptions in behind,12.0,Costa Rica,43901
Goals from direct free kicks,0.0,Costa Rica,43901
Fouls for,37.0,Costa Rica,43901
Linebreaks attempted defensive line completed,8.0,Costa Rica,43901
Attempted switches of play,14.0,Costa Rica,43901
