stat,value,team_name,team_id
Receptions under direct pressure,44.0,Ghana,43860
Forced turnovers,249.0,Ghana,43860
Passes completed,963.0,Ghana,43860
Attempt at goal outside the penalty area on target,4.0,Ghana,43860
Attempt at goal,25.0,Ghana,43860
Goal kicks,31.0,Ghana,43860
Linebreaks attempted,460.0,Ghana,43860
Linebreaks attempted under pressure,254.0,Ghana,43860
Crosses,45.0,Ghana,43860
Completed switches of play,8.0,Ghana,43860
Matches played,3.0,Ghana,43860
Final third entries reception left channel,27.0,Ghana,43860
Attempt at goal outside the penalty area,12.0,Ghana,43860
Attempt at goal inside the penalty area on target,6.0,Ghana,43860
Red cards,0.0,Ghana,43860
Linebreaks attempted attacking line,202.0,Ghana,43860
Corners,13.0,Ghana,43860
Linebreaks attempted midfield line completed,125.0,Ghana,43860
Distributions under pressure,751.0,Ghana,43860
Goals,5.0,Ghana,43860
Clean sheets,0.0,Ghana,43860
Linebreaks attempted defensive line,37.0,Ghana,43860
Linebreaks attempted midfield line,221.0,Ghana,43860
Fouls for,38.0,Ghana,43860
Final third entries reception inside right channel,10.0,Ghana,43860
Attempt at goal against,44.0,Ghana,43860
Final third entries reception central channel,18.0,Ghana,43860
Received offers to receive,448.0,Ghana,43860
Attempt at goal blocked,2.0,Ghana,43860
Total distance,334899.0,Ghana,43860
Goals conceded from attempt at goal against,0.0,Ghana,43860
Attempted ball progressions,78.0,Ghana,43860
Assists,4.0,Ghana,43860
Distance walking,122497.0,Ghana,43860
Linebreaks attempted attacking line completed,126.0,Ghana,43860
Receptions under no pressure,693.0,Ghana,43860
Offers to receive in behind,313.0,Ghana,43860
Crosses completed,9.0,Ghana,43860
Distributions under pressure,705.0,IR Iran,43817
Distributions completed under pressure,454.0,IR Iran,43817
Offers to receive in behind,256.0,IR Iran,43817
Red cards,0.0,IR Iran,43817
Linebreaks attempted defensive line completed,22.0,IR Iran,43817
Offers to receive total,1047.0,IR Iran,43817
Final third entries reception inside right channel,8.0,IR Iran,43817
Offers to receive inside,453.0,IR Iran,43817
Forced turnovers,219.0,IR Iran,43817
Receptions under no pressure,510.0,IR Iran,43817
Linebreaks attempted midfield and defensive line,36.0,IR Iran,43817
Final third entries reception inside left channel,5.0,IR Iran,43817
Time played,316.0,IR Iran,43817
Crosses,52.0,IR Iran,43817
Completed ball progressions,35.0,IR Iran,43817
Matches played,3.0,IR Iran,43817
Headed attempt at goal,4.0,IR Iran,43817
Receptions under indirect pressure,438.0,IR Iran,43817
Indirect free kicks,3.0,IR Iran,43817
Defensive pressures applied,987.0,IR Iran,43817
Goals from direct free kicks,0.0,IR Iran,43817
Offers to receive outside,594.0,IR Iran,43817
Linebreaks attempted,481.0,IR Iran,43817
Linebreaks attempted midfield line,220.0,IR Iran,43817
Passes completed,735.0,IR Iran,43817
Offers to receive in between,458.0,IR Iran,43817
Linebreaks attempted attacking and midfield line,96.0,IR Iran,43817
Goals conceded from attempt at goal against,0.0,IR Iran,43817
Clean sheets,1.0,IR Iran,43817
Attempt at goal inside the penalty area on target,7.0,IR Iran,43817
Linebreaks attempted midfield line completed,112.0,IR Iran,43817
Linebreaks attempted attacking line,207.0,IR Iran,43817
Received offers to receive,347.0,IR Iran,43817
Completed switches of play,19.0,IR Iran,43817
Goals,4.0,IR Iran,43817
Final third entries reception right channel,11.0,IR Iran,43817
Linebreaks completed under pressure,163.0,IR Iran,43817
Yellow cards,7.0,IR Iran,43817
Take ons completed,7.0,IR Iran,43817
Attempt at goal from free kicks,0.0,IR Iran,43817
Throw ins,57.0,IR Iran,43817
Own goals,0.0,IR Iran,43817
Substitutions out,16.0,IR Iran,43817
Linebreaks attempted completed,239.0,IR Iran,43817
Assists,2.0,IR Iran,43817
Penalties,1.0,IR Iran,43817
Goals conceded,7.0,IR Iran,43817
Attempt at goal off target,14.0,IR Iran,43817
Distance walking,130431.0,IR Iran,43817
Attempted switches of play,26.0,IR Iran,43817
Fouls against,37.0,IR Iran,43817
Linebreaks attempted attacking line completed,105.0,IR Iran,43817
Receptions between midfield and defensive line,237.0,IR Iran,43817
Free kicks,32.0,IR Iran,43817
Goalkeeper defensive actions inside penalty area,71.0,IR Iran,43817
Goal kicks,23.0,IR Iran,43817
Substitutions in,16.0,IR Iran,43817
Distance high speed sprinting,7724.0,IR Iran,43817
Passes,982.0,IR Iran,43817
Attempt at goal blocked,9.0,IR Iran,43817
Linebreaks completed all lines,9.0,IR Iran,43817
Receptions under direct pressure,55.0,IR Iran,43817
Offsides,6.0,IR Iran,43817
Distance high speed running,46795.0,IR Iran,43817
Total distance,358905.0,IR Iran,43817
Crosses completed,8.0,IR Iran,43817
Direct free kicks,29.0,IR Iran,43817
Attempt at goal on target,11.0,IR Iran,43817
Linebreaks attempted defensive line,54.0,IR Iran,43817
Attempt at goal outside the penalty area,17.0,IR Iran,43817
Linebreaks completed attacking and midfield line,96.0,IR Iran,43817
Direct defensive pressures applied,167.0,IR Iran,43817
Distance jogging,151083.0,IR Iran,43817
Attempt at goal outside the penalty area on target,4.0,IR Iran,43817
Linebreaks attempted all lines,32.0,IR Iran,43817
Goalkeeper goal preventions,35.0,IR Iran,43817
Offers to receive in front,333.0,IR Iran,43817
Receptions in behind,22.0,IR Iran,43817
Attempted ball progressions,47.0,IR Iran,43817
Attempt at goal inside the penalty area,18.0,IR Iran,43817
Fouls for,26.0,IR Iran,43817
Goals outside the penalty area,1.0,IR Iran,43817
Distance low speed sprinting,22873.0,IR Iran,43817
Corners,8.0,IR Iran,43817
Attempt at goal against,35.0,IR Iran,43817
Linebreaks attempted under pressure,300.0,IR Iran,43817
Linebreaks completed midfield and defensive line,11.0,IR Iran,43817
Goalkeeper defensive actions outside penalty area,1.0,IR Iran,43817
Final third entries reception central channel,15.0,IR Iran,43817
Penalties scored,1.0,IR Iran,43817
Receptions under pressure,493.0,IR Iran,43817
Goals inside the penalty area,3.0,IR Iran,43817
Attempt at goal,35.0,IR Iran,43817
Final third entries reception left channel,22.0,IR Iran,43817
Receptions under direct pressure,86.0,Japan,43819
Penalties scored,0.0,Japan,43819
Offers to receive total,2052.0,Japan,43819
Offers to receive in behind,512.0,Japan,43819
Linebreaks attempted attacking and midfield line,95.0,Japan,43819
Linebreaks attempted midfield line,314.0,Japan,43819
Crosses,67.0,Japan,43819
Final third entries reception left channel,49.0,Japan,43819
Clean sheets,0.0,Japan,43819
Goals conceded from attempt at goal against,0.0,Japan,43819
Own goals,0.0,Japan,43819
Distance walking,173228.0,Japan,43819
Attempt at goal off target,16.0,Japan,43819
Final third entries reception central channel,19.0,Japan,43819
Attempt at goal inside the penalty area on target,8.0,Japan,43819
Distance high speed running,60659.0,Japan,43819
Time played,409.0,Japan,43819
Linebreaks attempted all lines,30.0,Japan,43819
Matches played,4.0,Japan,43819
Attempt at goal inside the penalty area,26.0,Japan,43819
Substitutions in,20.0,Japan,43819
Substitutions out,20.0,Japan,43819
Receptions under no pressure,1026.0,Japan,43819
Attempted ball progressions,62.0,Japan,43819
Attempt at goal on target,13.0,Japan,43819
Distance jogging,211099.0,Japan,43819
Passes,1593.0,Japan,43819
Completed ball progressions,46.0,Japan,43819
Fouls for,36.0,Japan,43819
Distributions completed under pressure,624.0,Japan,43819
Attempt at goal from free kicks,2.0,Japan,43819
Linebreaks attempted,604.0,Japan,43819
Linebreaks completed midfield and defensive line,15.0,Japan,43819
Offsides,9.0,Japan,43819
Headed attempt at goal,8.0,Japan,43819
Yellow cards,6.0,Japan,43819
Receptions under pressure,620.0,Japan,43819
Distributions under pressure,919.0,Japan,43819
Indirect free kicks,8.0,Japan,43819
Throw ins,72.0,Japan,43819
Attempt at goal outside the penalty area on target,5.0,Japan,43819
Goals inside the penalty area,4.0,Japan,43819
Offers to receive inside,1098.0,Japan,43819
Forced turnovers,319.0,Japan,43819
Linebreaks completed under pressure,196.0,Japan,43819
Completed switches of play,11.0,Japan,43819
Linebreaks attempted attacking line,216.0,Japan,43819
Take ons completed,11.0,Japan,43819
Red cards,0.0,Japan,43819
Direct free kicks,37.0,Japan,43819
Linebreaks attempted midfield line completed,169.0,Japan,43819
Offers to receive outside,954.0,Japan,43819
Linebreaks completed all lines,6.0,Japan,43819
Total distance,480657.0,Japan,43819
Assists,4.0,Japan,43819
Linebreaks completed attacking and midfield line,95.0,Japan,43819
Attempt at goal blocked,8.0,Japan,43819
Final third entries reception inside right channel,14.0,Japan,43819
Receptions in behind,33.0,Japan,43819
Linebreaks attempted attacking line completed,135.0,Japan,43819
Corners,19.0,Japan,43819
Linebreaks attempted completed,338.0,Japan,43819
Receptions under indirect pressure,534.0,Japan,43819
Goalkeeper defensive actions outside penalty area,1.0,Japan,43819
Distance high speed sprinting,9229.0,Japan,43819
Goals conceded,4.0,Japan,43819
Goals,5.0,Japan,43819
Attempt at goal against,59.0,Japan,43819
Attempt at goal outside the penalty area,16.0,Japan,43819
Offers to receive in between,777.0,Japan,43819
Goals outside the penalty area,1.0,Japan,43819
Defensive pressures applied,1829.0,Japan,43819
Receptions between midfield and defensive line,316.0,Japan,43819
Received offers to receive,669.0,Japan,43819
Final third entries reception inside left channel,15.0,Japan,43819
Linebreaks attempted under pressure,339.0,Japan,43819
Fouls against,58.0,Japan,43819
Goalkeeper goal preventions,62.0,Japan,43819
Direct defensive pressures applied,224.0,Japan,43819
Distance low speed sprinting,26418.0,Japan,43819
Free kicks,45.0,Japan,43819
Passes completed,1298.0,Japan,43819
Final third entries reception right channel,44.0,Japan,43819
Goals from direct free kicks,0.0,Japan,43819
Penalties,0.0,Japan,43819
Goalkeeper defensive actions inside penalty area,98.0,Japan,43819
Crosses completed,13.0,Japan,43819
Attempted switches of play,11.0,Japan,43819
Linebreaks attempted defensive line completed,34.0,Japan,43819
Attempt at goal,42.0,Japan,43819
Goal kicks,25.0,Japan,43819
Linebreaks attempted defensive line,74.0,Japan,43819
Offers to receive in front,763.0,Japan,43819
Linebreaks attempted midfield and defensive line,47.0,Japan,43819
Linebreaks attempted attacking line,284.0,Korea Republic,43822
Receptions under indirect pressure,686.0,Korea Republic,43822
Linebreaks attempted defensive line completed,47.0,Korea Republic,43822
Goalkeeper defensive actions inside penalty area,88.0,Korea Republic,43822
Goalkeeper goal preventions,50.0,Korea Republic,43822
Offsides,7.0,Korea Republic,43822
Crosses completed,23.0,Korea Republic,43822
Goal kicks,29.0,Korea Republic,43822
Direct free kicks,34.0,Korea Republic,43822
Goals,5.0,Korea Republic,43822
Linebreaks attempted completed,468.0,Korea Republic,43822
Goals from direct free kicks,0.0,Korea Republic,43822
Linebreaks completed all lines,11.0,Korea Republic,43822
Final third entries reception central channel,18.0,Korea Republic,43822
Received offers to receive,808.0,Korea Republic,43822
Distance high speed running,59739.0,Korea Republic,43822
Attempt at goal off target,19.0,Korea Republic,43822
Headed attempt at goal,7.0,Korea Republic,43822
Final third entries reception left channel,65.0,Korea Republic,43822
Attempt at goal,49.0,Korea Republic,43822
Distance low speed sprinting,27888.0,Korea Republic,43822
Final third entries reception right channel,74.0,Korea Republic,43822
Final third entries reception inside right channel,19.0,Korea Republic,43822
Completed ball progressions,39.0,Korea Republic,43822
Goals outside the penalty area,1.0,Korea Republic,43822
Yellow cards,6.0,Korea Republic,43822
Distance high speed sprinting,10129.0,Korea Republic,43822
Receptions under direct pressure,57.0,Korea Republic,43822
Offers to receive in between,918.0,Korea Republic,43822
Receptions under pressure,743.0,Korea Republic,43822
Completed switches of play,47.0,Korea Republic,43822
Offers to receive total,2263.0,Korea Republic,43822
Forced turnovers,242.0,Korea Republic,43822
Penalties,0.0,Korea Republic,43822
Linebreaks attempted midfield and defensive line,41.0,Korea Republic,43822
Corners,24.0,Korea Republic,43822
Receptions in behind,50.0,Korea Republic,43822
Indirect free kicks,7.0,Korea Republic,43822
Attempt at goal inside the penalty area,28.0,Korea Republic,43822
Red cards,0.0,Korea Republic,43822
Distance walking,159429.0,Korea Republic,43822
Attempt at goal from free kicks,2.0,Korea Republic,43822
Receptions under no pressure,1206.0,Korea Republic,43822
Linebreaks attempted attacking line completed,198.0,Korea Republic,43822
Take ons completed,5.0,Korea Republic,43822
Offers to receive in behind,520.0,Korea Republic,43822
Own goals,0.0,Korea Republic,43822
Offers to receive outside,1142.0,Korea Republic,43822
Attempt at goal on target,18.0,Korea Republic,43822
Linebreaks attempted defensive line,72.0,Korea Republic,43822
Matches played,4.0,Korea Republic,43822
Linebreaks attempted midfield line completed,223.0,Korea Republic,43822
Throw ins,80.0,Korea Republic,43822
Final third entries reception inside left channel,16.0,Korea Republic,43822
Attempt at goal against,48.0,Korea Republic,43822
Substitutions in,16.0,Korea Republic,43822
Distributions completed under pressure,812.0,Korea Republic,43822
Linebreaks attempted midfield line,357.0,Korea Republic,43822
Offers to receive in front,825.0,Korea Republic,43822
Penalties scored,0.0,Korea Republic,43822
Passes,1866.0,Korea Republic,43822
Free kicks,41.0,Korea Republic,43822
Passes completed,1607.0,Korea Republic,43822
Linebreaks completed midfield and defensive line,22.0,Korea Republic,43822
Attempt at goal outside the penalty area,21.0,Korea Republic,43822
Goals conceded from attempt at goal against,0.0,Korea Republic,43822
Linebreaks attempted under pressure,361.0,Korea Republic,43822
Attempt at goal blocked,11.0,Korea Republic,43822
Goalkeeper defensive actions outside penalty area,1.0,Korea Republic,43822
Goals inside the penalty area,4.0,Korea Republic,43822
Linebreaks completed under pressure,221.0,Korea Republic,43822
Substitutions out,16.0,Korea Republic,43822
Distance jogging,191042.0,Korea Republic,43822
Linebreaks completed attacking and midfield line,122.0,Korea Republic,43822
Defensive pressures applied,1139.0,Korea Republic,43822
Clean sheets,1.0,Korea Republic,43822
Offers to receive inside,1121.0,Korea Republic,43822
Fouls against,45.0,Korea Republic,43822
Attempt at goal inside the penalty area on target,11.0,Korea Republic,43822
Receptions between midfield and defensive line,404.0,Korea Republic,43822
Attempted switches of play,56.0,Korea Republic,43822
Linebreaks attempted attacking and midfield line,122.0,Korea Republic,43822
Attempted ball progressions,52.0,Korea Republic,43822
Linebreaks attempted,713.0,Korea Republic,43822
Crosses,92.0,Korea Republic,43822
Total distance,448228.0,Korea Republic,43822
Direct defensive pressures applied,174.0,Korea Republic,43822
Goals conceded,8.0,Korea Republic,43822
Fouls for,35.0,Korea Republic,43822
Time played,386.0,Korea Republic,43822
Assists,3.0,Korea Republic,43822
Linebreaks attempted all lines,28.0,Korea Republic,43822
Attempt at goal outside the penalty area on target,7.0,Korea Republic,43822
Distributions under pressure,1101.0,Korea Republic,43822
Substitutions in,12.0,Mexico,43911
Offers to receive in between,511.0,Mexico,43911
Goalkeeper defensive actions outside penalty area,1.0,Mexico,43911
Attempt at goal inside the penalty area,21.0,Mexico,43911
Offers to receive outside,749.0,Mexico,43911
Attempt at goal,42.0,Mexico,43911
Offers to receive inside,663.0,Mexico,43911
Receptions between midfield and defensive line,251.0,Mexico,43911
Distance walking,125868.0,Mexico,43911
Own goals,0.0,Mexico,43911
Receptions in behind,42.0,Mexico,43911
Linebreaks attempted midfield line,248.0,Mexico,43911
Completed switches of play,15.0,Mexico,43911
Substitutions out,12.0,Mexico,43911
Take ons completed,5.0,Mexico,43911
Linebreaks attempted attacking and midfield line,79.0,Mexico,43911
Linebreaks attempted completed,304.0,Mexico,43911
Forced turnovers,216.0,Mexico,43911
Linebreaks attempted under pressure,295.0,Mexico,43911
Attempt at goal outside the penalty area on target,9.0,Mexico,43911
Linebreaks attempted all lines,38.0,Mexico,43911
Corners,16.0,Mexico,43911
Linebreaks attempted,495.0,Mexico,43911
Passes,1253.0,Mexico,43911
Distance high speed running,38345.0,Mexico,43911
Yellow cards,7.0,Mexico,43911
Final third entries reception left channel,44.0,Mexico,43911
Matches played,3.0,Mexico,43911
Distributions completed under pressure,445.0,Mexico,43911
Penalties scored,0.0,Mexico,43911
Goals outside the penalty area,1.0,Mexico,43911
Distance jogging,133114.0,Mexico,43911
Assists,1.0,Mexico,43911
Final third entries reception right channel,54.0,Mexico,43911
Offers to receive in front,501.0,Mexico,43911
Attempted ball progressions,52.0,Mexico,43911
Goalkeeper goal preventions,23.0,Mexico,43911
Indirect free kicks,4.0,Mexico,43911
Fouls for,49.0,Mexico,43911
Distance high speed sprinting,7073.0,Mexico,43911
Linebreaks attempted midfield and defensive line,54.0,Mexico,43911
Direct free kicks,51.0,Mexico,43911
Linebreaks attempted midfield line completed,151.0,Mexico,43911
Linebreaks attempted defensive line completed,40.0,Mexico,43911
Linebreaks attempted attacking line completed,113.0,Mexico,43911
Crosses,84.0,Mexico,43911
Crosses completed,18.0,Mexico,43911
Direct defensive pressures applied,160.0,Mexico,43911
Linebreaks completed under pressure,178.0,Mexico,43911
Total distance,322532.0,Mexico,43911
Receptions under pressure,501.0,Mexico,43911
Attempt at goal inside the penalty area on target,6.0,Mexico,43911
Attempt at goal blocked,11.0,Mexico,43911
Penalties,0.0,Mexico,43911
Goals conceded from attempt at goal against,0.0,Mexico,43911
Attempt at goal outside the penalty area,21.0,Mexico,43911
Free kicks,55.0,Mexico,43911
Attempt at goal against,23.0,Mexico,43911
Offers to receive in behind,400.0,Mexico,43911
Attempted switches of play,17.0,Mexico,43911
Throw ins,63.0,Mexico,43911
Defensive pressures applied,749.0,Mexico,43911
Goal kicks,26.0,Mexico,43911
Passes completed,1045.0,Mexico,43911
Received offers to receive,448.0,Mexico,43911
Linebreaks attempted defensive line,78.0,Mexico,43911
Red cards,0.0,Mexico,43911
Final third entries reception central channel,5.0,Mexico,43911
Fouls against,51.0,Mexico,43911
Distributions under pressure,705.0,Mexico,43911
Clean sheets,1.0,Mexico,43911
Time played,296.0,Mexico,43911
Headed attempt at goal,4.0,Mexico,43911
Linebreaks completed midfield and defensive line,24.0,Mexico,43911
Goals from direct free kicks,1.0,Mexico,43911
Goalkeeper defensive actions inside penalty area,43.0,Mexico,43911
Final third entries reception inside right channel,12.0,Mexico,43911
Offsides,13.0,Mexico,43911
Receptions under no pressure,829.0,Mexico,43911
Linebreaks completed attacking and midfield line,79.0,Mexico,43911
Receptions under direct pressure,50.0,Mexico,43911
Goals,2.0,Mexico,43911
Attempt at goal off target,15.0,Mexico,43911
Attempt at goal from free kicks,5.0,Mexico,43911
Goals conceded,3.0,Mexico,43911
Linebreaks completed all lines,17.0,Mexico,43911
Receptions under indirect pressure,451.0,Mexico,43911
Completed ball progressions,42.0,Mexico,43911
Final third entries reception inside left channel,12.0,Mexico,43911
Offers to receive total,1412.0,Mexico,43911
Linebreaks attempted attacking line,169.0,Mexico,43911
Distance low speed sprinting,18131.0,Mexico,43911
Attempt at goal on target,15.0,Mexico,43911
Goals inside the penalty area,1.0,Mexico,43911
Indirect free kicks,18.0,Morocco,43872
Offers to receive inside,1683.0,Morocco,43872
Goals from direct free kicks,0.0,Morocco,43872
Take ons completed,24.0,Morocco,43872
Offers to receive in behind,727.0,Morocco,43872
Passes,2690.0,Morocco,43872
Final third entries reception inside left channel,11.0,Morocco,43872
Corners,12.0,Morocco,43872
Distributions under pressure,1557.0,Morocco,43872
Assists,4.0,Morocco,43872
Attempt at goal blocked,11.0,Morocco,43872
Fouls for,81.0,Morocco,43872
Attempt at goal on target,17.0,Morocco,43872
Clean sheets,4.0,Morocco,43872
Free kicks,102.0,Morocco,43872
Own goals,1.0,Morocco,43872
Direct free kicks,84.0,Morocco,43872
Direct defensive pressures applied,397.0,Morocco,43872
Attempt at goal against,73.0,Morocco,43872
Receptions under pressure,1078.0,Morocco,43872
Received offers to receive,1184.0,Morocco,43872
Goal kicks,71.0,Morocco,43872
Offers to receive total,3520.0,Morocco,43872
Final third entries reception central channel,24.0,Morocco,43872
Red cards,1.0,Morocco,43872
Offers to receive outside,1837.0,Morocco,43872
Offers to receive in front,1358.0,Morocco,43872
Linebreaks completed under pressure,290.0,Morocco,43872
Linebreaks attempted attacking and midfield line,158.0,Morocco,43872
Linebreaks attempted,997.0,Morocco,43872
Linebreaks attempted midfield line completed,263.0,Morocco,43872
Substitutions out,35.0,Morocco,43872
Forced turnovers,544.0,Morocco,43872
Receptions between midfield and defensive line,438.0,Morocco,43872
Penalties,0.0,Morocco,43872
Crosses completed,19.0,Morocco,43872
Attempt at goal off target,28.0,Morocco,43872
Substitutions in,35.0,Morocco,43872
Attempted ball progressions,139.0,Morocco,43872
Linebreaks completed all lines,14.0,Morocco,43872
Goals outside the penalty area,1.0,Morocco,43872
Linebreaks attempted midfield and defensive line,67.0,Morocco,43872
Linebreaks completed attacking and midfield line,158.0,Morocco,43872
Receptions under no pressure,1715.0,Morocco,43872
Matches played,7.0,Morocco,43872
Distance walking,298970.0,Morocco,43872
Attempt at goal from free kicks,4.0,Morocco,43872
Distributions completed under pressure,1084.0,Morocco,43872
Yellow cards,9.0,Morocco,43872
Linebreaks attempted defensive line,104.0,Morocco,43872
Headed attempt at goal,10.0,Morocco,43872
Linebreaks attempted completed,596.0,Morocco,43872
Final third entries reception inside right channel,21.0,Morocco,43872
Total distance,813073.0,Morocco,43872
Crosses,86.0,Morocco,43872
Goals,6.0,Morocco,43872
Attempt at goal inside the penalty area,34.0,Morocco,43872
Offsides,19.0,Morocco,43872
Completed switches of play,58.0,Morocco,43872
Attempt at goal outside the penalty area on target,7.0,Morocco,43872
Distance high speed sprinting,17034.0,Morocco,43872
Goalkeeper defensive actions outside penalty area,1.0,Morocco,43872
Final third entries reception left channel,62.0,Morocco,43872
Linebreaks attempted midfield line,460.0,Morocco,43872
Distance high speed running,102556.0,Morocco,43872
Penalties scored,0.0,Morocco,43872
Final third entries reception right channel,73.0,Morocco,43872
Linebreaks completed midfield and defensive line,26.0,Morocco,43872
Linebreaks attempted defensive line completed,50.0,Morocco,43872
Linebreaks attempted attacking line completed,283.0,Morocco,43872
Linebreaks attempted under pressure,491.0,Morocco,43872
Goals conceded from attempt at goal against,0.0,Morocco,43872
Throw ins,126.0,Morocco,43872
Linebreaks attempted attacking line,433.0,Morocco,43872
Linebreaks attempted all lines,52.0,Morocco,43872
Distance jogging,345468.0,Morocco,43872
Goals conceded,5.0,Morocco,43872
Attempt at goal inside the penalty area on target,10.0,Morocco,43872
Time played,696.0,Morocco,43872
Receptions under indirect pressure,967.0,Morocco,43872
Attempt at goal outside the penalty area,27.0,Morocco,43872
Offers to receive in between,1435.0,Morocco,43872
Goalkeeper goal preventions,77.0,Morocco,43872
Receptions in behind,60.0,Morocco,43872
Defensive pressures applied,2516.0,Morocco,43872
Completed ball progressions,100.0,Morocco,43872
Receptions under direct pressure,111.0,Morocco,43872
Goalkeeper defensive actions inside penalty area,131.0,Morocco,43872
Attempt at goal,61.0,Morocco,43872
Fouls against,97.0,Morocco,43872
Distance low speed sprinting,49019.0,Morocco,43872
Passes completed,2219.0,Morocco,43872
Attempted switches of play,73.0,Morocco,43872
Goals inside the penalty area,5.0,Morocco,43872
Goalkeeper defensive actions outside penalty area,1.0,Netherlands,43960
Linebreaks attempted defensive line,76.0,Netherlands,43960
Clean sheets,2.0,Netherlands,43960
Direct free kicks,56.0,Netherlands,43960
Attempt at goal on target,16.0,Netherlands,43960
Distance walking,217695.0,Netherlands,43960
Receptions under direct pressure,123.0,Netherlands,43960
Attempt at goal,40.0,Netherlands,43960
Offers to receive outside,1505.0,Netherlands,43960
Offers to receive in front,1198.0,Netherlands,43960
Attempt at goal blocked,5.0,Netherlands,43960
Linebreaks completed under pressure,284.0,Netherlands,43960
Linebreaks completed midfield and defensive line,17.0,Netherlands,43960
Linebreaks attempted completed,601.0,Netherlands,43960
Receptions under indirect pressure,779.0,Netherlands,43960
Attempt at goal outside the penalty area,15.0,Netherlands,43960
Corners,19.0,Netherlands,43960
Linebreaks attempted attacking line completed,262.0,Netherlands,43960
Linebreaks attempted attacking line,349.0,Netherlands,43960
Forced turnovers,412.0,Netherlands,43960
Total distance,592265.0,Netherlands,43960
Distance high speed running,80343.0,Netherlands,43960
Attempted switches of play,26.0,Netherlands,43960
Distributions under pressure,1410.0,Netherlands,43960
Own goals,0.0,Netherlands,43960
Goals inside the penalty area,9.0,Netherlands,43960
Goals,10.0,Netherlands,43960
Receptions under pressure,902.0,Netherlands,43960
Distance jogging,250189.0,Netherlands,43960
Final third entries reception inside right channel,32.0,Netherlands,43960
Offers to receive in behind,593.0,Netherlands,43960
Attempt at goal from free kicks,1.0,Netherlands,43960
Linebreaks attempted all lines,38.0,Netherlands,43960
Distance high speed sprinting,10895.0,Netherlands,43960
Linebreaks completed all lines,13.0,Netherlands,43960
Linebreaks attempted midfield line,445.0,Netherlands,43960
Attempt at goal inside the penalty area,25.0,Netherlands,43960
Offers to receive total,3049.0,Netherlands,43960
Direct defensive pressures applied,292.0,Netherlands,43960
Goalkeeper goal preventions,67.0,Netherlands,43960
Time played,494.0,Netherlands,43960
Linebreaks attempted midfield and defensive line,45.0,Netherlands,43960
Passes completed,2442.0,Netherlands,43960
Linebreaks attempted under pressure,407.0,Netherlands,43960
Fouls against,87.0,Netherlands,43960
Matches played,5.0,Netherlands,43960
Fouls for,51.0,Netherlands,43960
Goals conceded,4.0,Netherlands,43960
Linebreaks attempted,870.0,Netherlands,43960
Distributions completed under pressure,1039.0,Netherlands,43960
Final third entries reception right channel,77.0,Netherlands,43960
Final third entries reception inside left channel,28.0,Netherlands,43960
Indirect free kicks,11.0,Netherlands,43960
Linebreaks attempted attacking and midfield line,117.0,Netherlands,43960
Free kicks,67.0,Netherlands,43960
Yellow cards,12.0,Netherlands,43960
Defensive pressures applied,1550.0,Netherlands,43960
Receptions under no pressure,1939.0,Netherlands,43960
Substitutions out,23.0,Netherlands,43960
Goalkeeper defensive actions inside penalty area,118.0,Netherlands,43960
Substitutions in,23.0,Netherlands,43960
Throw ins,107.0,Netherlands,43960
Penalties,0.0,Netherlands,43960
Attempt at goal outside the penalty area on target,4.0,Netherlands,43960
Final third entries reception central channel,25.0,Netherlands,43960
Goals from direct free kicks,0.0,Netherlands,43960
Received offers to receive,1141.0,Netherlands,43960
Offers to receive inside,1544.0,Netherlands,43960
Take ons completed,9.0,Netherlands,43960
Passes,2804.0,Netherlands,43960
Completed switches of play,22.0,Netherlands,43960
Receptions in behind,47.0,Netherlands,43960
Goals conceded from attempt at goal against,0.0,Netherlands,43960
Attempted ball progressions,113.0,Netherlands,43960
Linebreaks completed attacking and midfield line,117.0,Netherlands,43960
Penalties scored,0.0,Netherlands,43960
Final third entries reception left channel,59.0,Netherlands,43960
Distance low speed sprinting,33158.0,Netherlands,43960
Offers to receive in between,1258.0,Netherlands,43960
Red cards,1.0,Netherlands,43960
Crosses,79.0,Netherlands,43960
Headed attempt at goal,8.0,Netherlands,43960
Linebreaks attempted defensive line completed,37.0,Netherlands,43960
Linebreaks attempted midfield line completed,302.0,Netherlands,43960
Goal kicks,40.0,Netherlands,43960
Receptions between midfield and defensive line,531.0,Netherlands,43960
Attempt at goal against,66.0,Netherlands,43960
Offsides,7.0,Netherlands,43960
Attempt at goal inside the penalty area on target,12.0,Netherlands,43960
Attempt at goal off target,17.0,Netherlands,43960
Goals outside the penalty area,1.0,Netherlands,43960
Crosses completed,17.0,Netherlands,43960
Completed ball progressions,82.0,Netherlands,43960
Assists,8.0,Netherlands,43960
Distributions completed under pressure,461.0,Poland,43962
Linebreaks attempted attacking line,239.0,Poland,43962
Linebreaks attempted,573.0,Poland,43962
Receptions between midfield and defensive line,306.0,Poland,43962
Attempt at goal on target,7.0,Poland,43962
Passes completed,1129.0,Poland,43962
Linebreaks completed attacking and midfield line,121.0,Poland,43962
Final third entries reception right channel,39.0,Poland,43962
Attempt at goal outside the penalty area,6.0,Poland,43962
Goalkeeper defensive actions inside penalty area,121.0,Poland,43962
Goals outside the penalty area,0.0,Poland,43962
Linebreaks attempted attacking line completed,143.0,Poland,43962
Offsides,1.0,Poland,43962
Distance high speed sprinting,8579.0,Poland,43962
Goals inside the penalty area,3.0,Poland,43962
