name,population,code
ZCTA5 25177,23143,25177
ZCTA5 25193,728,25193
ZCTA5 25025,99,25025
ZCTA5 25054,282,25054
ZCTA5 00653,10117,00653
ZCTA5 00766,22187,00766
ZCTA5 00773,17924,00773
ZCTA5 00775,1326,00775
ZCTA5 00777,39580,00777
ZCTA5 00901,7438,00901
ZCTA5 00741,3911,00741
ZCTA5 00971,25443,00971
ZCTA5 00680,44904,00680
ZCTA5 00778,46720,00778
ZCTA5 00962,18274,00962
ZCTA5 00631,1481,00631
ZCTA5 00965,6901,00965
ZCTA5 00659,39561,00659
ZCTA5 00784,38894,00784
ZCTA5 00694,32,00694
ZCTA5 00727,51772,00727
ZCTA5 00786,292,00786
ZCTA5 00936,802,00936
ZCTA5 00950,0,00950
ZCTA5 00951,0,00951
ZCTA5 00960,1793,00960
ZCTA5 70712,3804,70712
ZCTA5 70769,46186,70769
ZCTA5 70438,19028,70438
ZCTA5 70343,5073,70343
ZCTA5 70380,21351,70380
ZCTA5 70452,13385,70452
ZCTA5 70552,1544,70552
ZCTA5 70119,37779,70119
ZCTA5 70420,9558,70420
ZCTA5 70528,2370,70528
ZCTA5 70092,8601,70092
ZCTA5 70342,4636,70342
ZCTA5 70032,4207,70032
ZCTA5 70448,26236,70448
ZCTA5 70520,21805,70520
ZCTA5 70631,457,70631
ZCTA5 70658,858,70658
ZCTA5 70725,1764,70725
ZCTA5 70767,15675,70767
ZCTA5 70818,10072,70818
ZCTA5 70139,0,70139
ZCTA5 70340,187,70340
ZCTA5 70352,354,70352
ZCTA5 70402,1804,70402
ZCTA5 70519,195,70519
ZCTA5 70575,0,70575
ZCTA5 70803,1298,70803
ZCTA5 70757,2246,70757
ZCTA5 61376,1934,61376
ZCTA5 61340,373,61340
ZCTA5 61358,308,61358
ZCTA5 61372,156,61372
ZCTA5 27278,26393,27278
ZCTA5 27288,23536,27288
ZCTA5 27291,1293,27291
ZCTA5 27301,8797,27301
ZCTA5 27302,31693,27302
ZCTA5 27313,6663,27313
ZCTA5 27343,1655,27343
ZCTA5 27350,6253,27350
ZCTA5 27370,13770,27370
ZCTA5 27379,4898,27379
ZCTA5 27502,43345,27502
ZCTA5 27503,6209,27503
ZCTA5 27509,6160,27509
ZCTA5 27557,9061,27557
ZCTA5 27559,2532,27559
ZCTA5 27571,7182,27571
ZCTA5 27701,23415,27701
ZCTA5 27806,2764,27806
ZCTA5 27810,3679,27810
ZCTA5 27813,873,27813
ZCTA5 27248,3522,27248
ZCTA5 27282,16515,27282
ZCTA5 27305,1570,27305
ZCTA5 27315,1933,27315
ZCTA5 27325,8289,27325
ZCTA5 27344,18864,27344
ZCTA5 27355,2253,27355
ZCTA5 27360,46292,27360
ZCTA5 27377,8884,27377
ZCTA5 27401,23519,27401
ZCTA5 27405,51160,27405
ZCTA5 27410,57466,27410
ZCTA5 27505,6970,27505
ZCTA5 27511,34108,27511
ZCTA5 27545,27215,27545
ZCTA5 27549,25485,27549
ZCTA5 27555,688,27555
ZCTA5 27568,609,27568
ZCTA5 27573,11696,27573
ZCTA5 27576,19253,27576
ZCTA5 27582,451,27582
ZCTA5 27603,56826,27603
ZCTA5 27604,48044,27604
ZCTA5 27605,5908,27605
ZCTA5 27938,1469,27938
ZCTA5 27943,373,27943
ZCTA5 27948,12044,27948
ZCTA5 27019,4232,27019
ZCTA5 27055,14239,27055
ZCTA5 27107,48420,27107
ZCTA5 27207,3877,27207
ZCTA5 27979,1217,27979
ZCTA5 27013,6120,27013
ZCTA5 27021,17286,27021
ZCTA5 27025,11346,27025
ZCTA5 27239,8693,27239
ZCTA5 27243,4958,27243
ZCTA5 79699,118,79699
ZCTA5 79770,0,79770
ZCTA5 79911,5905,79911
ZCTA5 79916,4238,79916
ZCTA5 79920,9,79920
ZCTA5 79928,62344,79928
ZCTA5 79942,0,79942
ZCTA5 79040,2085,79040
ZCTA5 79018,330,79018
ZCTA5 79744,1362,79744
ZCTA5 79846,23,79846
ZCTA5 79718,1029,79718
ZCTA5 79834,202,79834
ZCTA5 79061,182,79061
ZCTA5 79095,2677,79095
ZCTA5 79925,39868,79925
ZCTA5 79525,2561,79525
ZCTA5 79528,625,79528
ZCTA5 79533,392,79533
ZCTA5 79539,221,79539
ZCTA5 79543,1319,79543
ZCTA5 79545,1950,79545
ZCTA5 79549,15708,79549
ZCTA5 79556,12683,79556
ZCTA5 79562,3795,79562
ZCTA5 79566,218,79566
ZCTA5 79714,18227,79714
ZCTA5 79741,197,79741
ZCTA5 79763,36688,79763
ZCTA5 79777,174,79777
ZCTA5 55906,19616,55906
ZCTA5 04575,74,04575
ZCTA5 04637,260,04637
ZCTA5 04644,0,04644
ZCTA5 04686,151,04686
ZCTA5 04734,916,04734
ZCTA5 04741,4,04741
ZCTA5 04761,484,04761
ZCTA5 04855,437,04855
ZCTA5 04918,308,04918
ZCTA5 04926,371,04926
ZCTA5 71950,739,71950
ZCTA5 71957,2803,71957
ZCTA5 71968,4855,71968
ZCTA5 71068,3727,71068
ZCTA5 71070,1539,71070
ZCTA5 71079,122,71079
ZCTA5 71109,18106,71109
ZCTA5 71223,333,71223
ZCTA5 71243,236,71243
ZCTA5 71251,8677,71251
ZCTA5 71261,1235,71261
ZCTA5 71266,1859,71266
ZCTA5 71276,47,71276
ZCTA5 71295,13799,71295
ZCTA5 71343,5816,71343
ZCTA5 71350,3856,71350
ZCTA5 18354,1201,18354
ZCTA5 18231,429,18231
ZCTA5 18234,404,18234
ZCTA5 75693,6863,75693
ZCTA5 75703,42955,75703
ZCTA5 75705,3138,75705
ZCTA5 75707,13206,75707
ZCTA5 75758,9041,75758
ZCTA5 75472,4014,75472
ZCTA5 75491,4781,75491
ZCTA5 75501,35352,75501
ZCTA5 75571,2909,75571
ZCTA5 75603,6452,75603
ZCTA5 75652,16078,75652
ZCTA5 75686,13483,75686
ZCTA5 75706,10882,75706
ZCTA5 75766,26995,75766
ZCTA5 75789,8379,75789
ZCTA5 75845,3129,75845
ZCTA5 75850,1387,75850
ZCTA5 75855,2952,75855
ZCTA5 75930,1655,75930
ZCTA5 75944,936,75944
ZCTA5 75964,19410,75964
ZCTA5 75977,444,75977
ZCTA5 75980,2255,75980
ZCTA5 75764,212,75764
ZCTA5 75840,6297,75840
ZCTA5 75853,559,75853
ZCTA5 75859,1825,75859
ZCTA5 75933,1049,75933
ZCTA5 75934,201,75934
ZCTA5 75941,8737,75941
ZCTA5 75961,15447,75961
ZCTA5 75972,6252,75972
ZCTA5 75074,53459,75074
ZCTA5 75088,26823,75088
ZCTA5 75089,37310,75089
ZCTA5 75101,643,75101
ZCTA5 65580,465,65580
ZCTA5 65618,133,65618
ZCTA5 65647,2801,65647
ZCTA5 65745,2616,65745
ZCTA5 65789,2149,65789
ZCTA5 65321,357,65321
ZCTA5 65612,1775,65612
ZCTA5 65664,141,65664
ZCTA5 65755,683,65755
ZCTA5 65634,674,65634
ZCTA5 65704,3600,65704
ZCTA5 65215,277,65215
ZCTA5 65584,11986,65584
ZCTA5 65586,81,65586
ZCTA5 65654,327,65654
ZCTA5 48667,0,48667
ZCTA5 48710,0,48710
ZCTA5 48816,381,48816
ZCTA5 78751,16138,78751
ZCTA5 78828,94,78828
ZCTA5 78572,80135,78572
ZCTA5 78582,44047,78582
ZCTA5 78592,752,78592
ZCTA5 78597,2798,78597
ZCTA5 78609,1999,78609
ZCTA5 78610,39498,78610
ZCTA5 78666,81844,78666
ZCTA5 78671,659,78671
ZCTA5 15691,0,15691
ZCTA5 15727,171,15727
ZCTA5 15737,78,15737
ZCTA5 15738,169,15738
ZCTA5 15746,83,15746
ZCTA5 15750,177,15750
ZCTA5 15921,76,15921
ZCTA5 15922,259,15922
ZCTA5 15945,48,15945
ZCTA5 15951,432,15951
ZCTA5 15953,85,15953
ZCTA5 15960,255,15960
ZCTA5 15962,267,15962
ZCTA5 15211,10457,15211
ZCTA5 15316,147,15316
ZCTA5 15317,39823,15317
ZCTA5 15207,10522,15207
ZCTA5 15209,12087,15209
ZCTA5 15213,27347,15213
ZCTA5 15223,6493,15223
ZCTA5 15225,1006,15225
ZCTA5 15233,3466,15233
ZCTA5 15315,648,15315
ZCTA5 15322,1655,15322
ZCTA5 15330,5039,15330
ZCTA5 08241,1093,08241
ZCTA5 13331,61,13331
ZCTA5 13332,2823,13332
ZCTA5 13335,1386,13335
ZCTA5 13343,1572,13343
ZCTA5 13350,9727,13350
ZCTA5 13360,134,13360
ZCTA5 13491,3330,13491
ZCTA5 13475,13,13475
ZCTA5 13486,701,13486
ZCTA5 13490,1606,13490
ZCTA5 13495,2035,13495
ZCTA5 13613,2698,13613
ZCTA5 13618,1525,13618
ZCTA5 13621,494,13621
ZCTA5 13622,2138,13622
ZCTA5 13634,3706,13634
ZCTA5 13650,1559,13650
ZCTA5 13694,1328,13694
ZCTA5 13733,5112,13733
ZCTA5 13743,3630,13743
ZCTA5 13760,42103,13760
ZCTA5 08093,9000,08093
ZCTA5 08095,15,08095
ZCTA5 08096,35187,08096
ZCTA5 08104,22187,08104
ZCTA5 08110,19124,08110
ZCTA5 08203,8725,08203
ZCTA5 08210,16409,08210
ZCTA5 08225,8103,08225
ZCTA5 08244,10376,08244
ZCTA5 08251,10559,08251
ZCTA5 08008,6896,08008
ZCTA5 08022,9258,08022
ZCTA5 08005,24444,08005
ZCTA5 08511,1226,08511
ZCTA5 08528,147,08528
ZCTA5 08328,1636,08328
ZCTA5 08312,7933,08312
ZCTA5 08323,457,08323
ZCTA5 08327,5379,08327
ZCTA5 08349,2390,08349
ZCTA5 08361,18334,08361
ZCTA5 08502,11244,08502
ZCTA5 08505,17418,08505
ZCTA5 08512,10880,08512
ZCTA5 08514,4964,08514
ZCTA5 08553,655,08553
ZCTA5 08555,913,08555
ZCTA5 08561,596,08561
ZCTA5 08530,7364,08530
ZCTA5 72368,1192,72368
ZCTA5 72372,1939,72372
ZCTA5 83025,946,83025
ZCTA5 83702,22665,83702
ZCTA5 83112,642,83112
ZCTA5 83262,896,83262
ZCTA5 83209,1237,83209
ZCTA5 83233,277,83233
ZCTA5 83414,367,83414
ZCTA5 83454,558,83454
ZCTA5 83460,111,83460
ZCTA5 83636,458,83636
ZCTA5 83646,68189,83646
ZCTA5 53204,38778,53204
ZCTA5 53206,23612,53206
ZCTA5 53214,35210,53214
ZCTA5 53224,22320,53224
ZCTA5 53404,13935,53404
ZCTA5 53529,2342,53529
ZCTA5 53549,10193,53549
ZCTA5 53550,1286,53550
ZCTA5 53108,3329,53108
ZCTA5 53110,18211,53110
ZCTA5 53114,2560,53114
ZCTA5 53016,346,53016
ZCTA5 53019,1763,53019
ZCTA5 53045,21464,53045
ZCTA5 53063,1553,53063
ZCTA5 53088,363,53088
ZCTA5 51239,2967,51239
ZCTA5 51243,639,51243
ZCTA5 51245,1389,51245
ZCTA5 51301,12161,51301
ZCTA5 51338,938,51338
ZCTA5 51463,488,51463
ZCTA5 51345,451,51345
ZCTA5 51350,486,51350
ZCTA5 51366,336,51366
ZCTA5 51444,250,51444
ZCTA5 51466,1303,51466
ZCTA5 51510,3799,51510
ZCTA5 51521,1731,51521
ZCTA5 51525,1131,51525
ZCTA5 51527,607,51527
ZCTA5 36874,8892,36874
ZCTA5 36875,3488,36875
ZCTA5 36879,2637,36879
ZCTA5 36907,1531,36907
ZCTA5 36033,3824,36033
ZCTA5 36277,5804,36277
ZCTA5 36362,5715,36362
ZCTA5 36541,15135,36541
ZCTA5 36482,785,36482
ZCTA5 36538,356,36538
ZCTA5 36548,1019,36548
ZCTA5 36549,5825,36549
ZCTA5 36550,198,36550
ZCTA5 36560,3246,36560
ZCTA5 36561,6774,36561
ZCTA5 36580,5730,36580
ZCTA5 36618,16948,36618
ZCTA5 36720,993,36720
ZCTA5 36750,2616,36750
ZCTA5 36769,2229,36769
ZCTA5 36773,294,36773
ZCTA5 36775,1274,36775
ZCTA5 36786,2442,36786
ZCTA5 13658,2414,13658
ZCTA5 13664,348,13664
ZCTA5 13672,439,13672
ZCTA5 13732,7602,13732
ZCTA5 13754,2883,13754
ZCTA5 13774,198,13774
ZCTA5 13795,3093,13795
ZCTA5 13830,5119,13830
ZCTA5 13833,3890,13833
ZCTA5 13834,279,13834
ZCTA5 13843,2241,13843
ZCTA5 25124,1254,25124
ZCTA5 25003,2315,25003
ZCTA5 25019,571,25019
ZCTA5 25134,253,25134
ZCTA5 25140,935,25140
ZCTA5 25161,386,25161
ZCTA5 25204,103,25204
ZCTA5 25208,859,25208
ZCTA5 38545,1625,38545
ZCTA5 38552,253,38552
ZCTA5 38554,842,38554
ZCTA5 38558,9572,38558
ZCTA5 38567,723,38567
ZCTA5 38581,3850,38581
ZCTA5 38075,6744,38075
ZCTA5 38829,18644,38829
ZCTA5 38927,1186,38927
ZCTA5 38857,4804,38857
ZCTA5 38226,288,38226
ZCTA5 38337,1556,38337
ZCTA5 38585,4461,38585
ZCTA5 38738,3765,38738
ZCTA5 38311,907,38311
ZCTA5 38362,1167,38362
ZCTA5 38057,3595,38057
ZCTA5 38450,3130,38450
ZCTA5 38237,15281,38237
ZCTA5 38923,598,38923
ZCTA5 38948,2361,38948
ZCTA5 38844,217,38844
ZCTA5 94565,97249,94565
ZCTA5 94566,45050,94566
ZCTA5 94577,48520,94577
ZCTA5 94590,37378,94590
ZCTA5 94599,3070,94599
ZCTA5 94074,177,94074
ZCTA5 94131,30458,94131
ZCTA5 94526,33738,94526
ZCTA5 94951,3672,94951
ZCTA5 94806,63603,94806
ZCTA5 94903,30198,94903
ZCTA5 94930,8794,94930
ZCTA5 94954,39018,94954
ZCTA5 94933,880,94933
ZCTA5 94941,32707,94941
ZCTA5 94971,197,94971
ZCTA5 94972,227,94972
ZCTA5 94924,1273,94924
ZCTA5 94920,12592,94920
ZCTA5 94949,17942,94949
ZCTA5 94956,1181,94956
ZCTA5 94002,27001,94002
ZCTA5 94107,29708,94107
ZCTA5 71006,13582,71006
ZCTA5 71024,1593,71024
ZCTA5 71073,2073,71073
ZCTA5 71075,5958,71075
ZCTA5 71078,7246,71078
ZCTA5 71082,4562,71082
ZCTA5 71110,4862,71110
ZCTA5 71115,14141,71115
ZCTA5 71933,1304,71933
ZCTA5 71973,1891,71973
ZCTA5 71941,2333,71941
ZCTA5 71953,13192,71953
ZCTA5 25214,854,25214
ZCTA5 25241,1846,25241
ZCTA5 25306,6749,25306
ZCTA5 25422,1531,25422
ZCTA5 25427,15570,25427
ZCTA5 25437,205,25437
ZCTA5 25512,1130,25512
ZCTA5 25521,825,25521
ZCTA5 25526,22135,25526
ZCTA5 25545,5112,25545
ZCTA5 25637,1065,25637
ZCTA5 25638,898,25638
ZCTA5 25647,481,25647
ZCTA5 25651,612,25651
ZCTA5 25678,1675,25678
ZCTA5 25119,378,25119
ZCTA5 25121,1202,25121
ZCTA5 25132,131,25132
ZCTA5 25133,704,25133
ZCTA5 25243,421,25243
ZCTA5 25252,1371,25252
ZCTA5 25259,1041,25259
ZCTA5 25265,1672,25265
ZCTA5 25285,493,25285
ZCTA5 25287,1041,25287
ZCTA5 25059,399,25059
ZCTA5 25060,289,25060
ZCTA5 25123,2656,25123
ZCTA5 25932,413,25932
ZCTA5 25848,265,25848
ZCTA5 54827,315,54827
ZCTA5 54845,111,54845
ZCTA5 54850,239,54850
ZCTA5 54857,164,54857
ZCTA5 54861,143,54861
ZCTA5 54867,475,54867
ZCTA5 54868,15380,54868
ZCTA5 54895,781,54895
ZCTA5 54930,1835,54930
ZCTA5 54960,2451,54960
ZCTA5 54965,1397,54965
ZCTA5 54980,139,54980
ZCTA5 54983,4299,54983
ZCTA5 54101,2694,54101
ZCTA5 54103,483,54103
ZCTA5 54120,229,54120
ZCTA5 54121,3097,54121
ZCTA5 54128,2080,54128
ZCTA5 54136,6517,54136
ZCTA5 54141,2125,54141
ZCTA5 54160,238,54160
ZCTA5 54161,2564,54161
ZCTA5 54169,2794,54169
ZCTA5 54175,1055,54175
ZCTA5 77571,37699,77571
ZCTA5 77584,91993,77584
ZCTA5 77614,408,77614
ZCTA5 61379,1454,61379
ZCTA5 61353,1346,61353
ZCTA5 61362,5450,61362
ZCTA5 61374,115,61374
ZCTA5 61411,367,61411
ZCTA5 61414,852,61414
ZCTA5 61415,2041,61415
ZCTA5 61416,269,61416
ZCTA5 61421,1398,61421
ZCTA5 61430,603,61430
ZCTA5 61747,1418,61747
ZCTA5 61743,157,61743
ZCTA5 61744,1811,61744
ZCTA5 61749,552,61749
ZCTA5 61752,4388,61752
ZCTA5 61761,55198,61761
ZCTA5 61764,14015,61764
ZCTA5 61770,1139,61770
ZCTA5 61802,20100,61802
ZCTA5 61811,740,61811
ZCTA5 61841,1207,61841
ZCTA5 61842,2556,61842
ZCTA5 61847,1304,61847
ZCTA5 61876,640,61876
ZCTA5 61911,5021,61911
ZCTA5 61920,23642,61920
ZCTA5 61937,1796,61937
ZCTA5 99633,370,99633
ZCTA5 99643,217,99643
ZCTA5 99655,856,99655
ZCTA5 99666,122,99666
ZCTA5 99676,1756,99676
ZCTA5 99720,239,99720
ZCTA5 99727,684,99727
ZCTA5 99154,37,99154
ZCTA5 99208,55092,99208
ZCTA5 99320,9696,99320
ZCTA5 99321,488,99321
ZCTA5 99324,9739,99324
ZCTA5 99328,3718,99328
ZCTA5 99338,18473,99338
ZCTA5 99362,41779,99362
ZCTA5 99401,376,99401
ZCTA5 99402,1597,99402
ZCTA5 99504,41739,99504
ZCTA5 99550,145,99550
ZCTA5 99572,273,99572
ZCTA5 99587,2025,99587
ZCTA5 99591,102,99591
ZCTA5 99603,10872,99603
ZCTA5 99624,29,99624
ZCTA5 99626,293,99626
ZCTA5 99784,170,99784
ZCTA5 99901,13850,99901
ZCTA5 99903,1,99903
ZCTA5 99925,990,99925
ZCTA5 99589,127,99589
ZCTA5 18042,42387,18042
ZCTA5 18049,17601,18049
ZCTA5 18015,32936,18015
ZCTA5 18014,11738,18014
ZCTA5 61704,36704,61704
ZCTA5 61720,264,61720
ZCTA5 61726,2442,61726
ZCTA5 61748,2657,61748
ZCTA5 61756,2575,61756
ZCTA5 61801,30855,61801
ZCTA5 61810,282,61810
ZCTA5 61453,644,61453
ZCTA5 61434,2859,61434
ZCTA5 61450,1776,61450
ZCTA5 61452,205,61452
ZCTA5 61738,4484,61738
ZCTA5 61740,1412,61740
ZCTA5 61753,3094,61753
ZCTA5 61755,4695,61755
ZCTA5 61778,653,61778
ZCTA5 61813,1618,61813
ZCTA5 61832,34077,61832
ZCTA5 61833,2191,61833
ZCTA5 61848,186,61848
ZCTA5 61859,1276,61859
ZCTA5 61871,345,61871
ZCTA5 61872,581,61872
ZCTA5 61884,984,61884
ZCTA5 61925,1179,61925
ZCTA5 61941,181,61941
ZCTA5 61001,1146,61001
ZCTA5 61024,2515,61024
ZCTA5 61030,2248,61030
ZCTA5 61047,1749,61047
ZCTA5 61057,84,61057
ZCTA5 61059,237,61059
ZCTA5 61061,6555,61061
ZCTA5 61067,693,61067
ZCTA5 61068,14194,61068
ZCTA5 61007,332,61007
ZCTA5 61008,34526,61008
ZCTA5 61010,7354,61010
ZCTA5 61015,944,61015
ZCTA5 61036,6652,61036
ZCTA5 61039,910,61039
ZCTA5 61044,153,61044
ZCTA5 61046,2325,61046
ZCTA5 61081,20910,61081
ZCTA5 61087,1394,61087
ZCTA5 61091,67,61091
ZCTA5 61114,14928,61114
ZCTA5 61231,5319,61231
ZCTA5 61238,3081,61238
ZCTA5 61241,7077,61241
ZCTA5 61244,23194,61244
ZCTA5 61251,402,61251
ZCTA5 61265,42746,61265
ZCTA5 71351,11725,71351
ZCTA5 71401,73,71401
ZCTA5 71410,108,71410
ZCTA5 71425,24,71425
ZCTA5 71426,198,71426
ZCTA5 71459,11223,71459
ZCTA5 71642,659,71642
ZCTA5 71651,55,71651
ZCTA5 71655,15445,71655
ZCTA5 71658,745,71658
ZCTA5 55963,5465,55963
ZCTA5 55950,169,55950
ZCTA5 55951,1579,55951
ZCTA5 55952,2756,55952
ZCTA5 55960,3041,55960
ZCTA5 55985,1813,55985
ZCTA5 55990,937,55990
ZCTA5 55969,1162,55969
ZCTA5 55805,9563,55805
ZCTA5 55971,2848,55971
ZCTA5 55941,1008,55941
ZCTA5 55387,13501,55387
ZCTA5 55403,16437,55403
ZCTA5 55315,5932,55315
ZCTA5 55352,9760,55352
ZCTA5 55354,2859,55354
ZCTA5 55084,1855,55084
ZCTA5 55029,78,55029
ZCTA5 55054,2502,55054
ZCTA5 55111,64,55111
ZCTA5 55130,19510,55130
ZCTA5 55155,0,55155
ZCTA5 68371,1368,68371
ZCTA5 68375,125,68375
ZCTA5 68406,466,68406
ZCTA5 68417,356,68417
ZCTA5 68423,1048,68423
ZCTA5 68439,766,68439
ZCTA5 68440,94,68440
ZCTA5 68441,142,68441
ZCTA5 68442,224,68442
ZCTA5 68454,774,68454
ZCTA5 68458,162,68458
ZCTA5 68462,4391,68462
ZCTA5 68516,46626,68516
ZCTA5 68520,2713,68520
ZCTA5 68526,6863,68526
ZCTA5 68623,322,68623
ZCTA5 68710,760,68710
ZCTA5 68713,2265,68713
ZCTA5 68717,299,68717
ZCTA5 68730,1937,68730
ZCTA5 68758,1433,68758
ZCTA5 68338,320,68338
ZCTA5 68322,485,68322
ZCTA5 68335,573,68335
ZCTA5 68337,323,68337
ZCTA5 48825,12233,48825
ZCTA5 48855,15644,48855
ZCTA5 48870,274,48870
ZCTA5 48921,0,48921
ZCTA5 48879,18599,48879
ZCTA5 29111,1825,29111
ZCTA5 29122,51,29122
ZCTA5 29142,5307,29142
ZCTA5 29152,2387,29152
ZCTA5 29161,11537,29161
ZCTA5 29166,770,29166
ZCTA5 29170,21839,29170
ZCTA5 29206,18676,29206
ZCTA5 29229,50137,29229
ZCTA5 29323,14649,29323
ZCTA5 29330,9316,29330
ZCTA5 29341,21213,29341
ZCTA5 29351,1270,29351
ZCTA5 29355,810,29355
ZCTA5 29356,7722,29356
ZCTA5 29379,17438,29379
ZCTA5 29670,10232,29670
ZCTA5 29680,31913,29680
ZCTA5 29681,64806,29681
ZCTA5 29709,6578,29709
ZCTA5 62246,9885,62246
ZCTA5 62262,1838,62262
ZCTA5 62274,8237,62274
ZCTA5 62297,402,62297
ZCTA5 62314,621,62314
ZCTA5 62356,695,62356
ZCTA5 62361,247,62361
ZCTA5 62379,1800,62379
ZCTA5 62414,1724,62414
ZCTA5 62417,2854,62417
ZCTA5 62427,1957,62427
ZCTA5 62439,7143,62439
ZCTA5 62450,12274,62450
ZCTA5 62510,1554,62510
ZCTA5 62401,19068,62401
ZCTA5 62428,2764,62428
ZCTA5 62468,2383,62468
ZCTA5 04985,95,04985
ZCTA5 04964,130,04964
ZCTA5 04010,1691,04010
ZCTA5 04011,20565,04011
ZCTA5 04043,11536,04043
ZCTA5 04073,16623,04073
ZCTA5 04083,4529,04083
ZCTA5 04086,8888,04086
ZCTA5 04092,18935,04092
ZCTA5 04226,194,04226
ZCTA5 04258,2667,04258
ZCTA5 04268,4970,04268
ZCTA5 04275,527,04275
ZCTA5 04287,3423,04287
ZCTA5 04349,1111,04349
ZCTA5 13775,1780,13775
ZCTA5 13803,4131,13803
ZCTA5 13804,332,13804
ZCTA5 13809,1761,13809
ZCTA5 13810,1362,13810
ZCTA5 13811,3988,13811
ZCTA5 13856,5999,13856
ZCTA5 13904,9789,13904
ZCTA5 13607,1445,13607
ZCTA5 13616,2202,13616
ZCTA5 13637,3720,13637
ZCTA5 13665,626,13665
ZCTA5 13680,1643,13680
ZCTA5 13681,1149,13681
ZCTA5 13687,458,13687
ZCTA5 13734,1828,13734
ZCTA5 13757,1396,13757
ZCTA5 13820,22157,13820
ZCTA5 13832,563,13832
ZCTA5 13835,1310,13835
ZCTA5 13839,1251,13839
ZCTA5 13740,483,13740
ZCTA5 13783,2659,13783
ZCTA5 13801,1457,13801
ZCTA5 13633,249,13633
ZCTA5 13646,1879,13646
ZCTA5 13648,2056,13648
ZCTA5 13661,1609,13661
ZCTA5 13736,2086,13736
ZCTA5 13739,783,13739
ZCTA5 13750,788,13750
ZCTA5 13778,5458,13778
ZCTA5 13782,824,13782
ZCTA5 13838,3873,13838
ZCTA5 13864,1181,13864
ZCTA5 13029,7360,13029
ZCTA5 13032,12522,13032
ZCTA5 08345,598,08345
ZCTA5 08360,42225,08360
ZCTA5 08540,51813,08540
ZCTA5 08554,4208,08554
ZCTA5 08619,22416,08619
ZCTA5 08620,11904,08620
ZCTA5 08628,9100,08628
ZCTA5 08701,104186,08701
ZCTA5 08723,33059,08723
ZCTA5 08734,8729,08734
ZCTA5 08752,2157,08752
ZCTA5 08759,33318,08759
ZCTA5 08812,14008,08812
ZCTA5 60175,26775,60175
ZCTA5 60201,41386,60201
ZCTA5 60402,62729,60402
ZCTA5 60406,25849,60406
ZCTA5 60410,13521,60410
ZCTA5 60419,22289,60419
ZCTA5 60436,18378,60436
ZCTA5 25540,267,25540
ZCTA5 25573,565,25573
ZCTA5 25550,9489,25550
ZCTA5 25557,1612,25557
ZCTA5 25567,511,25567
ZCTA5 25652,1031,25652
ZCTA5 25670,5435,25670
ZCTA5 25692,964,25692
ZCTA5 25049,405,25049
ZCTA5 25071,11743,25071
ZCTA5 25088,104,25088
ZCTA5 25107,530,25107
ZCTA5 25113,489,25113
ZCTA5 21078,18957,21078
ZCTA5 21085,16318,21085
ZCTA5 21117,59663,21117
ZCTA5 21131,7587,21131
ZCTA5 21132,3162,21132
ZCTA5 21211,15735,21211
ZCTA5 21229,45983,21229
ZCTA5 21244,36897,21244
ZCTA5 21538,525,21538
ZCTA5 21114,26460,21114
ZCTA5 21133,32714,21133
ZCTA5 21561,2392,21561
ZCTA5 21607,770,21607
ZCTA5 21654,1221,21654
ZCTA5 21661,2695,21661
ZCTA5 21669,114,21669
ZCTA5 21213,30596,21213
ZCTA5 21217,32830,21217
ZCTA5 21219,9454,21219
ZCTA5 21220,41067,21220
ZCTA5 21234,68678,21234
ZCTA5 21502,41735,21502
ZCTA5 21660,4361,21660
ZCTA5 21625,2401,21625
ZCTA5 21627,4,21627
ZCTA5 21631,2708,21631
ZCTA5 21666,13463,21666
ZCTA5 21711,1139,21711
ZCTA5 21734,840,21734
ZCTA5 21770,6145,21770
ZCTA5 21790,104,21790
ZCTA5 21798,2412,21798
ZCTA5 21813,2636,21813
ZCTA5 21817,4247,21817
ZCTA5 21821,834,21821
ZCTA5 21824,181,21824
ZCTA5 21838,1805,21838
ZCTA5 21841,1455,21841
ZCTA5 21872,585,21872
ZCTA5 21901,17694,21901
ZCTA5 21871,2031,21871
ZCTA5 21779,1712,21779
ZCTA5 21920,953,21920
ZCTA5 21031,26,21031
ZCTA5 21120,6775,21120
ZCTA5 53098,11748,53098
ZCTA5 53103,3669,53103
ZCTA5 53115,15722,53115
ZCTA5 53119,6055,53119
ZCTA5 53151,32154,53151
ZCTA5 53167,552,53167
ZCTA5 53185,18706,53185
ZCTA5 53219,34315,53219
ZCTA5 53222,26340,53222
ZCTA5 53510,1517,53510
ZCTA5 53526,555,53526
ZCTA5 53536,8813,53536
ZCTA5 53541,916,53541
ZCTA5 53006,1735,53006
ZCTA5 53007,1964,53007
ZCTA5 53024,17977,53024
ZCTA5 53036,3009,53036
ZCTA5 53057,1712,53057
ZCTA5 53058,3348,53058
ZCTA5 53118,6860,53118
ZCTA5 53140,30425,53140
ZCTA5 53144,26843,53144
ZCTA5 53146,7509,53146
ZCTA5 53150,25913,53150
ZCTA5 53189,27399,53189
ZCTA5 53190,19484,53190
ZCTA5 53203,1743,53203
ZCTA5 53207,37103,53207
ZCTA5 53209,48321,53209
ZCTA5 53220,27224,53220
ZCTA5 76466,125,76466
ZCTA5 76475,1204,76475
ZCTA5 76486,970,76486
ZCTA5 76513,42162,76513
