name,url,letter,height,height_display,height_cm,height_inches,name_gender,rank_for_gender
Sloane Stephens,https://www.celebheights.com/s/Sloane-Stephens-5469.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,mostly_female,407.0
Toby Stephens,https://www.celebheights.com/s/Toby-Stephens-4785.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,mostly_male,291.0
Debra Stephenson,https://www.celebheights.com/s/Debra-Stephenson-4455.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Nathan Stephenson,https://www.celebheights.com/s/Nathan-Stephenson-3021.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,male,2107.0
Nicola Stephenson,https://www.celebheights.com/s/Nicola-Stephenson-52807.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Pamela Stephenson,https://www.celebheights.com/s/Pamela-Stephenson-51255.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Jan Sterling,https://www.celebheights.com/s/Jan-Sterling-48024.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Maury Sterling,https://www.celebheights.com/s/Maury-Sterling-50841.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Mindy Sterling,https://www.celebheights.com/s/Mindy-Sterling-48383.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
Raheem Sterling,https://www.celebheights.com/s/Raheem-Sterling-50542.html,S,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,unknown,840.0
Daniel Stern,https://www.celebheights.com/s/Daniel-Stern-4505.html,S,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Howard Stern,https://www.celebheights.com/s/Howard-Stern-1237.html,S,6ft 5 ¼ (196cm),6ft 5 ¼ ,196.0,77.17,male,5386.0
Shoshannah Stern,https://www.celebheights.com/s/Shoshannah-Stern-50986.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,unknown,181.0
Roxy Sternberg,https://www.celebheights.com/s/Roxy-Sternberg-52179.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Amber Stevens,https://www.celebheights.com/s/Amber-Stevens-47838.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Brinke Stevens,https://www.celebheights.com/s/Brinke-Stevens-50305.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,unknown,181.0
Carrie Stevens,https://www.celebheights.com/s/Carrie-Stevens-4941.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Conan Stevens,https://www.celebheights.com/s/Conan-Stevens-49155.html,S,6ft 10 ¾ (210cm),6ft 10 ¾ ,210.0,82.68,male,5516.0
Connie Stevens,https://www.celebheights.com/s/Connie-Stevens-50827.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,mostly_female,82.0
Dan Stevens,https://www.celebheights.com/s/Dan-Stevens-2866.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Fisher Stevens,https://www.celebheights.com/s/Fisher-Stevens-779.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Inger Stevens,https://www.celebheights.com/s/Inger-Stevens-48936.html,S,5ft 5 ½ (166cm),5ft 5 ½ ,166.0,65.35,female,3063.0
Katie Stevens,https://www.celebheights.com/s/Katie-Stevens-6010.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Kia Stevens,https://www.celebheights.com/s/Kia-Stevens-51196.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Michael Stevens,https://www.celebheights.com/s/Michael-Stevens-52625.html,S,5ft 6 ¾ (170cm),5ft 6 ¾ ,170.0,66.93,male,867.0
Rachel Stevens,https://www.celebheights.com/s/Rachel-Stevens-1125.html,S,5ft  ½ in (154cm),5ft  ½ in ,154.0,60.63,female,223.0
Stella Stevens,https://www.celebheights.com/s/Stella-Stevens-48381.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Juliet Stevenson,https://www.celebheights.com/s/Juliet-Stevenson-2747.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Lexie Stevenson,https://www.celebheights.com/s/Lexie-Stevenson-52535.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
McLean Stevenson,https://www.celebheights.com/s/McLean-Stevenson-3981.html,S,6ft 3 (191cm),6ft 3 ,191.0,75.2,unknown,1515.0
Parker Stevenson,https://www.celebheights.com/s/Parker-Stevenson-6975.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,mostly_male,408.0
Ray Stevenson,https://www.celebheights.com/s/Ray-Stevenson-2493.html,S,6ft 3 ¼ (191cm),6ft 3 ¼ ,191.0,75.2,mostly_male,552.0
Alastair Stewart,https://www.celebheights.com/s/Alastair-Stewart-49600.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
BooBoo Stewart,https://www.celebheights.com/s/BooBoo-Stewart-47512.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Breanna Stewart,https://www.celebheights.com/s/Breanna-Stewart-51535.html,S,6ft 3 ½ (192cm),6ft 3 ½ ,192.0,75.59,female,5613.0
Catherine Mary Stewart,https://www.celebheights.com/s/Catherine-Mary-Stewart-47396.html,S,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Catrin Stewart,https://www.celebheights.com/s/Catrin-Stewart-366.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Dave Stewart,https://www.celebheights.com/s/Dave-Stewart-47169.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Elaine Stewart,https://www.celebheights.com/s/Elaine-Stewart-5367.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Fivel Stewart,https://www.celebheights.com/s/Fivel-Stewart-7082.html,S,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,unknown,262.0
French Stewart,https://www.celebheights.com/s/French-Stewart-52389.html,S,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,unknown,1095.0
Jimmy Stewart,https://www.celebheights.com/s/Jimmy-Stewart-956.html,S,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Jon Stewart,https://www.celebheights.com/s/Jon-Stewart-406.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,male,652.0
Josh Stewart,https://www.celebheights.com/s/Josh-Stewart-51005.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Kimberly Stewart,https://www.celebheights.com/s/Kimberly-Stewart-50688.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,mostly_female,498.0
Kristen Stewart,https://www.celebheights.com/s/Kristen-Stewart-4684.html,S,5ft 3 ¾ (162cm),5ft 3 ¾ ,162.0,63.78,female,1536.0
Martha Stewart,https://www.celebheights.com/s/Martha-Stewart-744.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Morgan Stewart,https://www.celebheights.com/s/Morgan-Stewart-6140.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,mostly_male,90.0
Patrick Stewart,https://www.celebheights.com/s/Patrick-Stewart-14.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Rod Stewart,https://www.celebheights.com/s/Rod-Stewart-252.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Sara Stewart,https://www.celebheights.com/s/Sara-Stewart-2605.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Nathan Stewart Jarrett,https://www.celebheights.com/s/Nathan-Stewart-Jarrett-49349.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Belinda Stewart Wilson,https://www.celebheights.com/s/Belinda-Stewart-Wilson-47063.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Julie Stewart-Binks,https://www.celebheights.com/s/Julie-Stewart-Binks-50660.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Ari Stidham,https://www.celebheights.com/s/Ari-Stidham-6659.html,S,6ft  ¾ in (185cm),6ft  ¾ in ,185.0,72.83,male,4265.0
Gina Stiebitz,https://www.celebheights.com/s/Gina-Stiebitz-51843.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
David Ogden Stiers,https://www.celebheights.com/s/David-Ogden-Stiers-4720.html,S,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Julia Stiles,https://www.celebheights.com/s/Julia-Stiles-1229.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Ryan Lee Stiles,https://www.celebheights.com/s/Ryan-Lee-Stiles-66.html,S,6ft 6 (198cm),6ft 6 ,198.0,77.95,mostly_male,582.0
Ben Stiller,https://www.celebheights.com/s/Ben-Stiller-313.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Jerry Stiller,https://www.celebheights.com/s/Jerry-Stiller-4516.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,male,344.0
Margo Stilley,https://www.celebheights.com/s/Margo-Stilley-6882.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Sting,https://www.celebheights.com/s/-Sting-675.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,unknown,1281.0
Tina Stinnes,https://www.celebheights.com/s/Tina-Stinnes-6903.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Michael Stipe,https://www.celebheights.com/s/Michael-Stipe-1190.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,male,1812.0
Lindsey Stirling,https://www.celebheights.com/s/Lindsey-Stirling-52080.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,mostly_female,82.0
Rachael Stirling,https://www.celebheights.com/s/Rachael-Stirling-3080.html,S,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,female,4998.0
Hannah Stocking,https://www.celebheights.com/s/Hannah-Stocking-50247.html,S,5ft 9 (175cm),5ft 9 ,175.0,68.9,female,5184.0
Dean Stockwell,https://www.celebheights.com/s/Dean-Stockwell-1660.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Jessamy Stoddart,https://www.celebheights.com/s/Jessamy-Stoddart-52028.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,unknown,840.0
Maya Stojan,https://www.celebheights.com/s/Maya-Stojan-5869.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Lisa Stokke,https://www.celebheights.com/s/Lisa-Stokke-51929.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Matt Stokoe,https://www.celebheights.com/s/Matt-Stokoe-50106.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Corey Stoll,https://www.celebheights.com/s/Corey-Stoll-48271.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,mostly_male,509.0
Christian Stolte,https://www.celebheights.com/s/Christian-Stolte-50220.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Eric Stoltz,https://www.celebheights.com/s/Eric-Stoltz-661.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Angie Stone,https://www.celebheights.com/s/Angie-Stone-4482.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Curtis Stone,https://www.celebheights.com/s/Curtis-Stone-52148.html,S,6ft 3 (191cm),6ft 3 ,191.0,75.2,male,5094.0
Emma Stone,https://www.celebheights.com/s/Emma-Stone-4196.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
George E. Stone,https://www.celebheights.com/s/George-E-Stone-3856.html,S,5ft 3 ½ (161cm),5ft 3 ½ ,161.0,63.39,male,150.0
Jennifer Stone,https://www.celebheights.com/s/Jennifer-Stone-5091.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Joss Stone,https://www.celebheights.com/s/Joss-Stone-650.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Lara Stone,https://www.celebheights.com/s/Lara-Stone-48699.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Oliver Stone,https://www.celebheights.com/s/Oliver-Stone-1993.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Pam Stone,https://www.celebheights.com/s/Pam-Stone-50890.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,female,5562.0
Roger Stone,https://www.celebheights.com/s/Roger-Stone-50543.html,S,5ft 10 ¾ (180cm),5ft 10 ¾ ,180.0,70.87,male,3053.0
Sharon Stone,https://www.celebheights.com/s/Sharon-Stone-879.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Yael Stone,https://www.celebheights.com/s/Yael-Stone-6265.html,S,4ft 11 (150cm),4ft 11 ,150.0,59.06,female,56.0
Alyson Stoner,https://www.celebheights.com/s/Alyson-Stoner-5303.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Eric Stonestreet,https://www.celebheights.com/s/Eric-Stonestreet-49258.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Ed Stoppard,https://www.celebheights.com/s/Ed-Stoppard-52833.html,S,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,male,1501.0
Adam Storke,https://www.celebheights.com/s/Adam-Storke-459.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Hannah Storm,https://www.celebheights.com/s/Hannah-Storm-50640.html,S,5ft 9 ½ (177cm),5ft 9 ½ ,177.0,69.69,female,5304.0
Lance Storm,https://www.celebheights.com/s/Lance-Storm-2563.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Lauren Storm,https://www.celebheights.com/s/Lauren-Storm-2527.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,mostly_female,139.0
Michael Storm,https://www.celebheights.com/s/Michael-Storm-3524.html,S,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Tallia Storm,https://www.celebheights.com/s/Tallia-Storm-6438.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Peter Stormare,https://www.celebheights.com/s/Peter-Stormare-973.html,S,6ft 2 (188cm),6ft 2 ,188.0,74.02,male,4729.0
Kirsten Storms,https://www.celebheights.com/s/Kirsten-Storms-213.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,female,1322.0
Stormzy,https://www.celebheights.com/s/-Stormzy-49289.html,S,6ft 5 (196cm),6ft 5 ,196.0,77.17,unknown,1565.0
Samantha Stosur,https://www.celebheights.com/s/Samantha-Stosur-50666.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Carolyn Stotesbery,https://www.celebheights.com/s/Carolyn-Stotesbery-51339.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Ken Stott,https://www.celebheights.com/s/Ken-Stott-2457.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Amar'e Stoudemire,https://www.celebheights.com/s/Amare-Stoudemire-51153.html,S,6ft 9 ¼ (206cm),6ft 9 ¼ ,206.0,81.1,unknown,1594.0
Madeleine Stowe,https://www.celebheights.com/s/Madeleine-Stowe-918.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Austin Stowell,https://www.celebheights.com/s/Austin-Stowell-49073.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Michaela Strachan,https://www.celebheights.com/s/Michaela-Strachan-3026.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Josha Stradowski,https://www.celebheights.com/s/Josha-Stradowski-52837.html,S,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,male,4871.0
Michael Strahan,https://www.celebheights.com/s/Michael-Strahan-48617.html,S,6ft 4 ¼ (194cm),6ft 4 ¼ ,194.0,76.38,male,5313.0
Yvonne Strahovski,https://www.celebheights.com/s/Yvonne-Strahovski-47061.html,S,5ft 9 ¼ (176cm),5ft 9 ¼ ,176.0,69.29,female,5208.0
Julie Strain,https://www.celebheights.com/s/Julie-Strain-320.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,female,5580.0
Steven Strait,https://www.celebheights.com/s/Steven-Strait-3486.html,S,6ft  ¼ in (184cm),6ft  ¼ in ,184.0,72.44,male,3911.0
Glenn Strange,https://www.celebheights.com/s/Glenn-Strange-50324.html,S,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Judy Strangis,https://www.celebheights.com/s/Judy-Strangis-50844.html,S,5ft 1 (155cm),5ft 1 ,155.0,61.02,female,373.0
Susan Strasberg,https://www.celebheights.com/s/Susan-Strasberg-48107.html,S,5ft  ½ in (154cm),5ft  ½ in ,154.0,60.63,female,223.0
Robin Strasser,https://www.celebheights.com/s/Robin-Strasser-53029.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,mostly_male,66.0
Marcia Strassman,https://www.celebheights.com/s/Marcia-Strassman-7259.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
David Strathairn,https://www.celebheights.com/s/David-Strathairn-2102.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Trish Stratus,https://www.celebheights.com/s/Trish-Stratus-4718.html,S,5ft 2 ½ (159cm),5ft 2 ½ ,159.0,62.6,female,994.0
Peter Strauss,https://www.celebheights.com/s/Peter-Strauss-2601.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Meryl Streep,https://www.celebheights.com/s/Meryl-Streep-1496.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,mostly_female,338.0
Janet Street Porter,https://www.celebheights.com/s/Janet-Street-Porter-52870.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,female,5549.0
Sevyn Streeter,https://www.celebheights.com/s/Sevyn-Streeter-48764.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,unknown,744.0
Barbra Streisand,https://www.celebheights.com/s/Barbra-Streisand-1834.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Gary Stretch,https://www.celebheights.com/s/Gary-Stretch-3692.html,S,6ft 1 (185cm),6ft 1 ,185.0,72.83,male,4265.0
Kadee Strickland,https://www.celebheights.com/s/Kadee-Strickland-2903.html,S,5ft 4 (163cm),5ft 4 ,163.0,64.17,female,2007.0
Mark Strickson,https://www.celebheights.com/s/Mark-Strickson-7839.html,S,5ft 8 ½ (174cm),5ft 8 ½ ,174.0,68.5,male,1501.0
Romee Strijd,https://www.celebheights.com/s/Romee-Strijd-50437.html,S,5ft 11 ¼ (181cm),5ft 11 ¼ ,181.0,71.26,female,5505.0
Sisi Stringer,https://www.celebheights.com/s/Sisi-Stringer-52603.html,S,5ft 1 (155cm),5ft 1 ,155.0,61.02,unknown,69.0
Sherry Stringfield,https://www.celebheights.com/s/Sherry-Stringfield-1044.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Elaine Stritch,https://www.celebheights.com/s/Elaine-Stritch-4349.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,female,4529.0
Woody Strode,https://www.celebheights.com/s/Woody-Strode-48236.html,S,6ft 4 (193cm),6ft 4 ,193.0,75.98,male,5270.0
Freddie Stroma,https://www.celebheights.com/s/Freddie-Stroma-48896.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,mostly_male,378.0
Stromae,https://www.celebheights.com/s/-Stromae-49272.html,S,6ft 2 ¼ (189cm),6ft 2 ¼ ,189.0,74.41,unknown,1482.0
Marcus Stroman,https://www.celebheights.com/s/Marcus-Stroman-50469.html,S,5ft 7 ¼ (171cm),5ft 7 ¼ ,171.0,67.32,male,1015.0
Brenda Strong,https://www.celebheights.com/s/Brenda-Strong-440.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,female,5549.0
Cecily Strong,https://www.celebheights.com/s/Cecily-Strong-5739.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,female,4873.0
Danny Strong,https://www.celebheights.com/s/Danny-Strong-47293.html,S,5ft 1 ½ (156cm),5ft 1 ½ ,156.0,61.42,male,59.0
Gwyneth Strong,https://www.celebheights.com/s/Gwyneth-Strong-50378.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Jeremy Strong,https://www.celebheights.com/s/Jeremy-Strong-52305.html,S,5ft 8 ¼ (173cm),5ft 8 ¼ ,173.0,68.11,male,1343.0
Mark Strong,https://www.celebheights.com/s/Mark-Strong-2858.html,S,6ft 1 ½ (187cm),6ft 1 ½ ,187.0,73.62,male,4473.0
Rider Strong,https://www.celebheights.com/s/Rider-Strong-1671.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Tara Strong,https://www.celebheights.com/s/Tara-Strong-2631.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Don Stroud,https://www.celebheights.com/s/Don-Stroud-48895.html,S,6ft 1 ¾ (187cm),6ft 1 ¾ ,187.0,73.62,male,4473.0
Jessica Stroup,https://www.celebheights.com/s/Jessica-Stroup-4445.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,female,4377.0
Braun Strowman,https://www.celebheights.com/s/Braun-Strowman-49822.html,S,6ft 6 ½ (199cm),6ft 6 ½ ,199.0,78.35,unknown,1581.0
Joe Strummer,https://www.celebheights.com/s/Joe-Strummer-276.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Sally Struthers,https://www.celebheights.com/s/Sally-Struthers-4346.html,S,5ft  ½ in (154cm),5ft  ½ in ,154.0,60.63,female,223.0
Carel Struycken,https://www.celebheights.com/s/Carel-Struycken-4544.html,S,7ft 0 (213cm),7ft 0 ,213.0,83.86,male,5528.0
Tinchy Stryder,https://www.celebheights.com/s/Tinchy-Stryder-47287.html,S,5ft 3 (160cm),5ft 3 ,160.0,62.99,unknown,234.0
Gloria Stuart,https://www.celebheights.com/s/Gloria-Stuart-49843.html,S,5ft 3 ¼ (161cm),5ft 3 ¼ ,161.0,63.39,female,1490.0
James Patrick Stuart,https://www.celebheights.com/s/James-Patrick-Stuart-51960.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Imogen Stubbs,https://www.celebheights.com/s/Imogen-Stubbs-3267.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Una Stubbs,https://www.celebheights.com/s/Una-Stubbs-5825.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Olivia Stuck,https://www.celebheights.com/s/Olivia-Stuck-49056.html,S,5ft 2 ¾ (159cm),5ft 2 ¾ ,159.0,62.6,female,994.0
Big John Studd,https://www.celebheights.com/s/Big-John-Studd-49526.html,S,6ft 6 ½ (199cm),6ft 6 ½ ,199.0,78.35,unknown,1581.0
Wes Studi,https://www.celebheights.com/s/Wes-Studi-2814.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Michael Stuhlbarg,https://www.celebheights.com/s/Michael-Stuhlbarg-49109.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,male,652.0
Neil Stuke,https://www.celebheights.com/s/Neil-Stuke-2937.html,S,5ft 7 (170cm),5ft 7 ,170.0,66.93,male,867.0
Geoff Stults,https://www.celebheights.com/s/Geoff-Stults-2647.html,S,6ft 2 ½ (189cm),6ft 2 ½ ,189.0,74.41,male,4871.0
George Stults,https://www.celebheights.com/s/George-Stults-1560.html,S,5ft 11 ½ (182cm),5ft 11 ½ ,182.0,71.65,male,3373.0
Patrick Stump,https://www.celebheights.com/s/Patrick-Stump-47568.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,male,258.0
Nicola Sturgeon,https://www.celebheights.com/s/Nicola-Sturgeon-49678.html,S,5ft 2 ¾ (159cm),5ft 2 ¾ ,159.0,62.6,female,994.0
Jim Sturgess,https://www.celebheights.com/s/Jim-Sturgess-47102.html,S,5ft 11 ¾ (182cm),5ft 11 ¾ ,182.0,71.65,male,3373.0
Paul Sturgess,https://www.celebheights.com/s/Paul-Sturgess-50023.html,S,7ft 7 ¼ (232cm),7ft 7 ¼ ,232.0,91.34,male,5547.0
Daniel Sturridge,https://www.celebheights.com/s/Daniel-Sturridge-50500.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
Tom Sturridge,https://www.celebheights.com/s/Tom-Sturridge-7822.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
AJ Styles,https://www.celebheights.com/s/AJ-Styles-49194.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,unknown,977.0
Harry Styles,https://www.celebheights.com/s/Harry-Styles-47813.html,S,5ft 10 (178cm),5ft 10 ,178.0,70.08,male,2475.0
Stephanie Styles,https://www.celebheights.com/s/Stephanie-Styles-7438.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Blanca SuÃ¡rez,https://www.celebheights.com/s/Blanca-Suarez-6821.html,S,5ft 4 ¾ (164cm),5ft 4 ¾ ,164.0,64.57,female,2254.0
Luis Suarez,https://www.celebheights.com/s/Luis-Suarez-49667.html,S,5ft 11 (180cm),5ft 11 ,180.0,70.87,male,3053.0
David Suchet,https://www.celebheights.com/s/David-Suchet-1184.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,male,579.0
Jason Sudeikis,https://www.celebheights.com/s/Jason-Sudeikis-47558.html,S,6ft 0 (183cm),6ft 0 ,183.0,72.05,male,3729.0
Alison Sudol,https://www.celebheights.com/s/Alison-Sudol-47616.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,female,3683.0
Melissa Suffield,https://www.celebheights.com/s/Melissa-Suffield-6708.html,S,5ft 2 (157cm),5ft 2 ,157.0,61.81,female,813.0
Alan Sugar,https://www.celebheights.com/s/Alan-Sugar-49674.html,S,5ft 7 ½ (171cm),5ft 7 ½ ,171.0,67.32,male,1015.0
Rhian Sugden,https://www.celebheights.com/s/Rhian-Sugden-50764.html,S,5ft 6 ½ (169cm),5ft 6 ½ ,169.0,66.54,female,3894.0
Joe Sugg,https://www.celebheights.com/s/Joe-Sugg-50711.html,S,5ft 8 (173cm),5ft 8 ,173.0,68.11,male,1343.0
Suggs,https://www.celebheights.com/s/-Suggs-52834.html,S,6ft  ½ in (184cm),6ft  ½ in ,184.0,72.44,unknown,1372.0
Kiki Sukezane,https://www.celebheights.com/s/Kiki-Sukezane-50981.html,S,5ft 0 (152cm),5ft 0 ,152.0,59.84,female,164.0
Barbara Sukowa,https://www.celebheights.com/s/Barbara-Sukowa-6663.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Jessica Sula,https://www.celebheights.com/s/Jessica-Sula-6192.html,S,5ft 4 ½ (164cm),5ft 4 ½ ,164.0,64.57,female,2254.0
Claudia Sulewski,https://www.celebheights.com/s/Claudia-Sulewski-52685.html,S,5ft 5 (165cm),5ft 5 ,165.0,64.96,female,2784.0
Touker Suleyman,https://www.celebheights.com/s/Touker-Suleyman-50622.html,S,5ft 6 (168cm),5ft 6 ,168.0,66.14,unknown,695.0
Sterling Sulieman,https://www.celebheights.com/s/Sterling-Sulieman-7078.html,S,5ft 10 ¼ (178cm),5ft 10 ¼ ,178.0,70.08,male,2475.0
