id,address,latitude,longitude,title,link,phone,state
1334,"20851 N Scottsdale Rd. Suite 105 Scottsdale, AZ 85255",33.6764734,-111.9240002,"Grayhawk, AZ",arizona/7-grayhawk/,(480) 365-6002,AZ
3744,"6119 Greenville Avenue, Dallas, TX 75206",32.8603749,-96.76836329999999,"Greenville Ave, Dallas, TX",texas/290-greenville-avenue/,(214) 660-5858,TX
1373,"16441 Corporate Commerce Way Fort Myers, FL 33913",26.4936185,-81.78549459999999,"Gulf Coast Landings, Fort Myers, FL",florida/275-gulf-coast-landings/,(239) 433-4208,FL
2539,"6000 North Terminal Parkway, Atlanta, GA",33.6407742,-84.44678309999999,"Hartsfield-Jackson Atlanta Airport: ATL, GA",georgia/30003-hartsfield-jackson-atlanta-airport/,,GA
1347,"9352 S Colorado Blvd. Suite G-1 Highlands Ranch, CO 80126",39.5453044,-104.9435853,"Highlands Ranch, CO",colorado/25-highlands-ranch/,(303) 346-4329,CO
4280,"1249 North Loop West ste 200, Houston, TX 77008",29.8120107,-95.422192,"Houston Northwest Plaza, TX",locations/292-northwest-plaza-houston/,(281) 201-4090,TX
1797,"1413 S Voss Rd. Suite A Houston, TX 77057",29.75177499999999,-95.5005185,"Houston/Voss, TX",texas/120-houston/,(713) 785-1620,TX
1817,"11267 Huebner Rd, San Antonio, TX 78230",29.5470105,-98.5768662,"Huebner Oaks, San Antonio, TX",texas/79-huebner-oaks/,(210) 561-5600,TX
1315,"1460 Precinct Line Road Hurst, TX 76053",32.8381559,-97.1854805,"Hurst, TX",texas/244-hurst/,(817) 285-1776,TX
4009,"6825 S Fry Rd #900, Katy, TX 77494",29.714757,-95.77718399999999,"Katy, TX",locations/293-katy/,(346) 443-2255,TX
1783,"5954 S Yale Ave. Tulsa, OK 74135",36.0774931,-95.9227623,"KingsPointe, Tulsa, OK",oklahoma/53-kingspointe/,(918) 497-1015,OK
1461,"702 Kingwood Dr. Kingwood, TX 77339",30.0507482,-95.2452876,"Kingwood, TX",texas/50-kingwood/,(281) 318-2877,TX
1358,"2501 W Osceola Pkwy, Kissimmee, FL 34741",28.3424302,-81.4290573,"Kissimmee, FL",florida/202-kissimmee/,(407) 846-0829,FL
1812,"7600 N MacArthur Blvd suite 102, Irving, TX 75063",32.9097447,-96.9580605,"Las Colinas/Irving,TX",texas/20-las-colinas/,(972) 373-8000,TX
1807,"1325 George Dieter Dr. Space K2 El Paso, TX 79936",31.7248772,-106.3034064,"Las Palmas, El Paso, TX",texas/183-las-palmas/,(915) 591-2006,TX
1808,"999 E Basse Rd. Suite 199 San Antonio, TX 78209",29.497187,-98.4693925,"Lincoln Heights, TX",texas/188-lincoln-heights/,(210) 507-3600,TX
1340,"205 N University Ave, Little Rock, AR 72205",34.7543937,-92.3407695,"Little Rock, AR",arkansas/84-little-rock/,(501) 280-9423,AR
1794,"4210 82nd St suite 230, Lubbock, TX 79423",33.5206622,-101.902807,"Lubbock, TX",texas/110-lubbock/,(806) 792-4896,TX
1323,"845 E University Blvd suite 135, Tucson, AZ 85719",32.2319122,-110.9582959,"Main Gate, Tucson, AZ",arizona/17-main-gate/,(520) 884-7413,AZ
3602,"1681 East Broad Street suite 101, Mansfield, TX 76063",32.5697187,-97.1141936,"Mansfield, TX",texas/287-mansfield,(817) 928-5828,TX
2542,"Terminal 1, 5757 Wayne Newton Blvd, Las Vegas, NV 89119",36.0854286,-115.149927,"McCarran International Airport T1: LAS, NV",nevada/30005-mccarran-international-airport/,,NV
2541,"Terminal 3 5757 Wayne Newton Blvd Las Vegas, NV 89119",36.08616790000001,-115.1369865,"McCarran International Airport T3: LAS, NV",nevada/30004-mccarran-International-airport/,,NV
1321,"701 W McDowell Rd. Suite 101 Phoenix, AZ 85003",33.4654229,-112.08293,"Mcdowell, Phoenix, AZ",arizona/163-phoenix-mcdowell/,(602) 308-0410,AZ
1799,"3000 S Central Expressway McKinney, TX 75070",33.1715854,-96.6426417,"McKinney, TX",texas/138-mckinney/,(972) 548-9843,TX
1319,"3426 E Baseline Rd. Suite 121 Mesa, AZ 85204",33.3811744,-111.7566918,"Mesa, AZ",arizona/12-mesa/,(480) 539-4454,AZ
1328,"10450 North 28th Drive Phoenix, AZ 85051",33.581175,-112.122542,"Metrocenter, Phoenix, AZ",arizona/263-metrocenter-phoenix/,(602)-870-7199,AZ
1355,"13616 N Kendall Dr. Miami, FL 33186",25.6844585,-80.41515609999999,"Miami Kendall, FL",florida/150-miami-kendall/,(305) 386-8510,FL
1356,"15519 NW 67th Ave. Miami Lakes, FL 33014",25.9143996,-80.308505,"Miami Lakes, FL",florida/166-miami-lakes/,(305) 817-8320,FL
1352,"12927 N Dale Mabry Hwy. Tampa, FL 33618",28.0643786,-82.5027887,"Mission Bell, Tampa, FL",florida/127-mission-bell/,(813) 960-2031,FL
1793,"2600 W 7th St. Suite 101 Fort Worth, TX 76107",32.7542407,-97.3528979,"Montgomery Plaza, Fort Worth, TX",texas/109-montgomery-plaza/,(817) 806-9950,TX
1778,"1500 24th Ave. NW Norman, OK 73069",35.2372421,-97.48363599999999,"Norman, OK",oklahoma/191-norman/,(405) 364-1690,OK
1466,"1802 North Loop 1604 East suite 101, San Antonio, TX 78232",29.6069209,-98.4631131,"Northwoods, San Antonio, TX",texas/61-northwoods/,(210) 507-9160,TX
1335,"1085 W Queen Creek Rd Suite 1 Chandler, AZ 85248",33.2608475,-111.8601371,"Ocotillo/Chandler, AZ",arizona/8-ocotillo/,(480) 812-2230,AZ
4279,"4747 PGA Boulevard, Palm Beach Gardens, Palm Beach, FL 33418",26.8390019,-80.10868289999999,"Palm Beach Gardens, FL",locations/295-palm-beach-gardens/,(561) 282-6996,FL
1813,"5932 Fairmont Pkwy suite 150, Pasadena, TX 77505",29.6491133,-95.15122799999999,"Pasadena, TX",texas/205-pasadena/,(281) 487-2226,TX
1440,"2630 Pearland Parkway, Suite 130 Pearland, TX 77581",29.5593855,-95.260486,"Pearland Parkway, TX",texas/265-pearland-parkway/,(281) 997-5525,TX
1357,"11049 Pines Blvd suite 424, Pembroke Pines, FL 33026",26.0083605,-80.2950831,"Pembroke Pines, FL",florida/178-pembrokepines/,(954) 499-8820,FL
2547,"Terminal 4, 3964 E Sky Harbor Blvd #3588, Phoenix, AZ 85034",33.4360345,-111.9996366,"Phoenix Int&#8217;l Airport: PHX, AZ",arizona/30009-phoenix-intl-airport/,,AZ
1333,"742 E Glendale Suite 110 Phoenix, AZ 85020",33.5389739,-112.0641603,"Phoenix/Madison, AZ",arizona/500-phoenix/,(602) 707-0049,AZ
1368,"2390 N Federal Highway, Suite 101 Pompano Beach, FL 33062",26.2607153,-80.0989287,"Pompano Beach, FL",florida/253-pompano-beach/,(954)-784-2460,FL
1815,"8412 Preston Rd suite 400, Plano, TX 75024",33.0932198,-96.80466489999999,"Preston Creek, Plano TX",texas/89-prestoncreek/,(469) 362-8288,TX
1460,"11700 Preston Rd. Suite 650 Dallas, TX 75230",32.9083556,-96.8028336,"Preston Forest, Dallas, TX",texas/48-preston-forest/,(214) 765-0030,TX
1782,"4401 W Memorial Road Suite 104 Oklahoma City, OK 73134",35.611953,-97.6025269,"Quail Brook Plaza, Oklahoma City, OK",oklahoma/279-quail-brook-plaza/,(405) 751-6539,OK
1329,"21051 S. Ellsworth Loop Rd. Suite 101 Queen Creek, AZ 85142",33.2571433,-111.6379236,"Queen Creek, AZ",arizona/285-queen-creek/,(623) 289-6868,AZ
1433,"1425 East Renner Road, Suite 610 Richardson, TX 75082",32.997766,-96.69733550000001,"Renner Road, Richardson, TX",texas/259-renner-road/,214-459-2100,TX
1439,"1401 West Campbell Road, Suite 200 Richardson, TX 75080",32.9777187,-96.7665889,"Richardson, TX",texas/260-richardson/,(972) 238-7399,TX
4254,"2235 S Goliad St, Rockwall, TX 75032",32.90846730000001,-96.4484703,"Rockwall, TX",locations/294-rockwall/,469-405-3327,TX
1339,"4895 West Pauline Whitaker Parkway, Rogers, AR 72758",36.2979429,-94.1840567,"Rogers, AR",arkansas/252-rogers/,(479)-464-7900,AR
4473,"9610 State Highway 151 suite 105, San Antonio, TX",29.4457489,-98.6714167,"San Antonio Wender Plaza, TX",texas/303-wender-plaza,(726) 223-4801,TX
725,"10373 S State St. Sandy, UT 84070",40.5630344,-111.8903247,"Sandy/Southtowne, UT",utah/73-sandy/,(801) 601-1990,UT
1359,"8511 Cooper Creek Blvd, Sarasota, FL 34201",27.3891374,-82.45562939999999,"Sarasota, FL",florida/215-sarasota/,(941) 359-8570,FL
1326,"8700 E. Raintree Dr. Scottsdale, AZ 85260",33.6187702,-111.8933289,"Scottsdale/Raintree, AZ",arizona/236-scottsdale/,(480) 308-9898,AZ
2552,"Seattle-Tacoma International Airport (SEA), 17801 International Blvd, Seattle, WA 98158",47.44797359999999,-122.3088188,"Seattle-Tacoma Int Airport: Sea-Tac, WA",washington/30020-seattle-tacoma-int-airport/,,WA
1455,"19075 IH 45 S Suite 480 Shenandoah, TX 77385",30.1827568,-95.45120399999999,"Shenandoah, TX",texas/31-shenandoah/,(936) 271-9217,TX
1338,"1825 East Guadalupe Road suite f 112, Tempe, AZ 85283",33.3613781,-111.9103763,"South Tempe, AZ",arizona/91-south-tempe/,(480) 333-0014,AZ
1353,"2101 SE Federal Hwy. Stuart, FL 34994",27.1791129,-80.2357474,"Stuart, FL",florida/130-stuart/,(772) 219-0466,FL
1456,"16101 Kensington Dr. Sugar Land, TX 77479",29.5982384,-95.62593729999999,"Sugar Land, TX",texas/37-sugar-land/,(281) 240-1931,TX
1324,"14155 W Bell Rd. Suite 113 Surprise, AZ 85374",33.6382606,-112.3650241,"Surprise, AZ",arizona/195-surprise/,(623) 546-6868,AZ
2558,"4160 George J Bean Parkway suite 1200, Tampa, FL 33607",27.9807566,-82.5341727,"Tampa Airport, FL",florida/42125-tampa-airport/,,FL
1310,"4133 South Cooper Street, Arlington, TX",32.6797865,-97.13361429999999,"The Parks, Arlington, TX",texas/21-arlingtonparks/,(817) 466-4545,TX
1803,"11302 Broadway Suite 102 Pearland, TX 77584",29.5552783,-95.3947323,"Town Center Pearland, Pearland, TX",texas/175-town-center-pearland/,(713) 436-3840,TX
1779,"10005 S. Memorial Dr., Suite 10 Tulsa, OK 74133",36.0192559,-95.885746,"Tulsa, OK",oklahoma/243-tulsa/,(918) 254-2151,OK
1789,"11301 Parkside Dr. Suite 1200 Knoxville, TN 37901",35.9003514,-84.15864069999999,"Turkey Creek, Knoxville, TN",tennessee/204-knoxville-turkey-creek/,(865) 966-1610,TN
1341,"2695 Park Ave, Tustin, CA 92782",33.6955312,-117.8278707,"Tustin, CA",california/101-tustin/,(714) 259-1125,CA
1816,"2222 McKinney Ave suite 100, Dallas, TX 75201",32.7931158,-96.80219559999999,"Uptown Plaza, Dallas, TX",texas/88-uptownplaza/,(214) 965-0007,TX
3702,"5925 Convair Dr #501, Fort Worth, TX 76109",32.6990053,-97.4123659,"Waterside, Fort Worth TX",locations/296-waterside/,(817) 294-0808,TX
1378,"4517 Weston Rd. Weston, FL 33331",26.0634876,-80.36358779999999,"Weston, FL",florida/81-weston/,(954) 308-7330,FL
1365,"1816 N Westshore Blvd, Tampa, FL 33607",27.9583691,-82.5243842,"Westshore, Tampa, FL",florida/247-westshore/,(813) 286-2603,FL
1331,"5285 E Broadway Blvd. Suite 151 Tucson, AZ 85711",32.2220412,-110.8796465,"Williams Center, Tucson, AZ",arizona/30-williams-center/,(520) 514-7004,AZ
1372,"3337 Daniels Road, Suite 100 Winter Garden, FL 34787",28.5192708,-81.5860752,"Winter Garden Village, FL",florida/264-winter-garden-village/,(407) 347-9928,FL
3840,"2588 FM 544 ste 100, Wylie, TX 75098",33.0104644,-96.573972,"Wylie, TX",locations/288-wylie/,(214) 764-9808,TX
