short_title,quality,price,description,url,type
RUGER 10/22,Brand New,$299.99,"RIFLE: RUGER MODEL 10/22, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, N/A, 22 LONG RIFLE (22LR), SEMI - AUTOMATIC",/Item/Details/RUGER-10-22/5193a34749f842dbb67e96225beb345c,rifle
RUGER 10/22,Good,$329.99,"RIFLE: RUGER MODEL 10/22, MATTE BLACK, NOT INCLUDED, BOLT, 22 LONG RIFLE (22LR), 18",/Item/Details/RUGER-10-22/d96190b1fa8b4797a164678329f6c9ea,rifle
RUGER 10/22,Like New,$359.99,"RIFLE: RUGER MODEL 10/22, 2- TONE, NOT INCLUDED, 16"", 22 LONG RIFLE (22LR), SEMI - AUTOMATIC, 850RD OF AMMO, 2 EXTRA CLIPS AND GUNS HAS BINARY TRIGGER INSTALLED",/Item/Details/RUGER-10-22/b808d84feb4c4052870629dfbf1471e7,rifle
RUGER 10/22,Very Good,$379.95,"RIFLE: RUGER MODEL 10/22, MATTE BLACK, NOT INCLUDED, SEMI - AUTOMATIC, 22 LONG RIFLE (22LR), 16, WITH VORTEX SCOPE",/Item/Details/RUGER-10-22/cabd90b9623340e4a13605e5dda03af1,rifle
"Ruger 10/22 22lr 16"" Custom Rifle - Nikon Scope - Kidd LW Barrel - Magpul Stock",Like New,$699.99,"RIFLE: RUGER MODEL 10/22, MATTE BLACK, NOT INCLUDED, 16"", 22 LONG RIFLE (22LR), SEMI - AUTOMATIC",/Item/Details/Ruger-10-22-22lr-16-Custom-Rifle-Nikon-Scope-Kidd-LW-Barrel-Magpul-Stock/880f9e015db54a719d75f556f4e92df9,rifle
"Ruger 10/22 w/ Zytel (Boatpaddle, Skeleton) Stock",Very Good,$499.99,"RIFLE: RUGER MODEL 10/22, BLUE, 18, 22 LR, SEMI - AUTOMATIC",/Item/Details/Ruger-10-22-w-Zytel-Boatpaddle-Skeleton-Stock/0094cf263b2346469728ec8fbc8c5266,rifle
RUGER AR-556 (08500),Brand New,$739.95,"RIFLE: RUGER MODEL AR-556 (08500), MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, SEMI - AUTOMATIC, 5.56MM, 16",/Item/Details/RUGER-AR-556-08500/5e6c4456b3a64378aecbb8ab630d9bf8,rifle
RUGER AR-556 (08500),Brand New,$799.00,"RIFLE: RUGER MODEL AR-556 (08500), BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/RUGER-AR-556-08500/e33455a9d9b94611b6934ba1bcfb4694,rifle
RUGER AR-556 (08500),Brand New,$874.99,"RIFLE: RUGER MODEL AR-556 (08500), MATTE BLACK, 16.1"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/RUGER-AR-556-08500/d92a1fb1599e41edb9e4c067788c3571,rifle
RUGER AR-556 (08500),Brand New,$874.99,"RIFLE: RUGER MODEL AR-556 (08500), MATTE BLACK, 16.1"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/RUGER-AR-556-08500/c6802572251341cfa2adb7c31bbf2068,rifle
RUGER AR-556 (08500),Brand New,"$1,044.00","RIFLE: RUGER MODEL AR-556 (08500), MATTE BLACK, 16.1"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/RUGER-AR-556-08500/3aedf6a572914bfd8987438cbccc9283,rifle
RUGER AR-556 (08500),Brand New,"$1,044.00","RIFLE: RUGER MODEL AR-556 (08500), MATTE BLACK, 16.1"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/RUGER-AR-556-08500/dfaf7ab043574384a2bf36c9da45e869,rifle
Remington 700 ADL Black .30-06 Springfield Bolt Action Rifle,Good,$629.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, MATTE BLACK,  BOLT, 30-06 SPRINGFIELD, 25"" SHIP TO FFL DEALER",/Item/Details/Remington-700-ADL-Black-30-06-Springfield-Bolt-Action-Rifle/8e5770ea78b9457baa3388b3bcc293b6,rifle
"Remington 700 BDL 25-06 24"" Bolt Action Rifle - Early Model S Stock w/ Scope",Very Good,"$1,499.99","RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE, NOT INCLUDED, 24"", 25-06 REMINGTON, BOLT",/Item/Details/Remington-700-BDL-25-06-24-Bolt-Action-Rifle-Early-Model-S-Stock-w-Scope/067efc2367d846a181c91b7cb6cf6b0c,rifle
"REMINGTON 700 W/ SCOPE, .270 WIN.",Like New,$649.95,"RIFLE: REMINGTON MODEL 700, MATTE BLACK, NOT INCLUDED, BOLT, 270 WINCHESTER, 24"", 4+1 CAPACITY, 3-9X40 SCOPE, BLK. SYN. STOCK",/Item/Details/REMINGTON-700-W-SCOPE-270-WIN/bb3b5ca8d5484facbe949370f270e656,rifle
REMINGTON ARMS COMPANY 700,Good,$499.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 23"", 270 WINCHESTER, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/612a19f5dddf4ff0b8b71cae6a536b6f,rifle
REMINGTON ARMS COMPANY 700,Very Good,$599.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700 IMPORTED BY N/A, BLUE, NOT INCLUDED, BOLT, 243 WINCHESTER, 20",/Item/Details/REMINGTON-ARMS-COMPANY-700/f2f9e228a2474328bf2dff0a8eeaea80,rifle
REMINGTON ARMS COMPANY 700,Very Good,$649.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, CAMOUFLAGE, NOT INCLUDED, 28, 300 REM ULTRA MAG, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/a5363afa098e49aeb8cc83c3c1b9692d,rifle
REMINGTON ARMS COMPANY 700,Good,$649.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE, NOT INCLUDED, N/A, 243 WINCHESTER, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/e920510c64b642bd83b06d02ed751cfc,rifle
REMINGTON ARMS COMPANY 700,Good,$699.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE / CCH, NOT INCLUDED, 26, 30-06 SPRINGFIELD, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/dcd032f550a3490b9de87f97e9b6c19f,rifle
REMINGTON ARMS COMPANY 700,Like New,$699.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700 IMPORTED BY N/A, BLUE, YES - INCLUDES PROTECTIVE CASE, BOLT, 30-06 SPRINGFIELD, 24",/Item/Details/REMINGTON-ARMS-COMPANY-700/0538c79c73ef4821be9f378b8861ae80,rifle
REMINGTON ARMS COMPANY 700,Very Good,$750.00,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE, NOT INCLUDED, 24, 7MM-08 REMINGTON, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/132253da653844f7b9d621d2ae84d3ec,rifle
REMINGTON ARMS COMPANY 700,Very Good,$850.00,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, 2- TONE, NOT INCLUDED, 25, 338-06, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/c3b31fecfa78491fa06d312670c5502f,rifle
REMINGTON ARMS COMPANY 700,Very Good,$899.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, MATTE BLACK, 26, 204 RUGER, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/f356db0f7bf74f1d8fa85b9bab07ab2b,rifle
REMINGTON ARMS COMPANY 700,Like New,"$1,099.99","RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE, 24, 25-06 REMINGTON, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-700/da658ecd8db5489882f6eaddf04533a6,rifle
"Remington Model 700 ADL 7mm Rem Mag 24"" Bolt Action Rifle - w/ Sights",Good,$599.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 700, BLUE, NOT INCLUDED, BOLT, 7MM REMINGTON MAGNUM, 24",/Item/Details/Remington-Model-700-ADL-7mm-Rem-Mag-24-Bolt-Action-Rifle-w-Sights/21b4418623fa40e6b1a20163c3b94d0e,rifle
MOSSBERG PATRIOT,Like New,$299.99,"RIFLE: MOSSBERG MODEL PATRIOT, MATTE BLACK, NOT INCLUDED, BOLT, 308 WINCHESTER, 22, WITH BIPOD",/Item/Details/MOSSBERG-PATRIOT/f23d7c3af40b4f409be3614ec7afaf0a,rifle
"Mossberg Patriot 30-06 22"" Bolt Action Rifle w/ Tasco World Class Scope",Very Good,$399.99,"RIFLE: MOSSBERG MODEL PATRIOT, CAMOUFLAGE, NOT INCLUDED, BOLT, 30-06 SPRINGFIELD, 22""",/Item/Details/Mossberg-Patriot-30-06-22-Bolt-Action-Rifle-w-Tasco-World-Class-Scope/a879235ec9024b788bc7902aa3de1dcf,rifle
"Mossberg Patriot 6.5mm Creedmoor 22"" Bolt Action Rifle - Vortex Scope",Like New,$379.99,"RIFLE: MOSSBERG MODEL PATRIOT, BLUE, NOT INCLUDED, BOLT, 6.5MM CREEDMOOR, 22",/Item/Details/Mossberg-Patriot-6-5mm-Creedmoor-22-Bolt-Action-Rifle-Vortex-Scope/fcf46db0052345f48d25ad8fae6adb5a,rifle
REMINGTON ARMS COMPANY 783,Very Good,$349.99,"RIFLE: REMINGTON ARMS COMPANY MODEL 783, BLUE, 21"", 243 WINCHESTER, BOLT",/Item/Details/REMINGTON-ARMS-COMPANY-783/2a3dbe3fef8a4a1c932f1d8767394fb6,rifle
TURKISH 8MM MAUSER,Good,$499.95,"RIFLE: TURKISH MODEL 8MM MAUSER, BLUE, NOT INCLUDED, BOLT, 8MM MAUSER, 30 INCH, ANKARA NCSTAR 2.5X30",/Item/Details/TURKISH-8MM-MAUSER/f7ee9b338b3c4b6884865f3b384384ac,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Very Good,$499.99,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202) IMPORTED BY N/A, FLAT DARK EARTH, NOT INCLUDED, SEMI - AUTOMATIC, MULTI, 16",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/439c79cac3c14f04a2ee3fb1269479fa,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$789.95,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), MATTE BLACK, SEMI - AUTOMATIC, 5.56MM, 16"".",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/9b724d06129241a5bb86a77da6ba4485,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$789.95,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), MATTE BLACK, SEMI - AUTOMATIC, 5.56MM, 16"".",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/b7db2fa050bd4747b731d7ecb0112280,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$789.95,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), MATTE BLACK, 16"", 5.56MM, SEMI - AUTOMATIC.",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/3d19f04077af46f38d043bdb90153bce,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$789.95,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), MATTE BLACK, SEMI - AUTOMATIC, 5.56MM, 16"".",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/150e5bcf4b5446a99fd130cd4db543d1,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$829.00,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), OTHER, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/2858b121ca5242848c6e9936640f666c,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$899.00,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), BLUE, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/13aafbb103b4409c8cca03f3255b29db,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$899.00,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), BLUE, 16, 223 REMINGTON, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/089832abbc2744329c89bf8541f296ff,rifle
SMITH & WESSON M&P 15 SPORT II (10202),Brand New,$999.00,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), BLUE, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-10202/469c4c9a680c423f9dd21c6aed9df8fb,rifle
SMITH & WESSON M&P 15 SPORT II 556 RIFLE,Very Good,$999.99,"RIFLE: SMITH & WESSON MODEL M&P 15 SPORT II (10202), BLUE, YES - INCLUDES PROTECTIVE CASE, 18, 300, SEMI - AUTOMATIC",/Item/Details/SMITH-WESSON-M-P-15-SPORT-II-556-RIFLE/26d020eee2324b0ea2635f2aa5c3aba2,rifle
RADICAL FIREARMS RF-15,Very Good,$499.99,"RIFLE: RADICAL FIREARMS MODEL RF-15 IMPORTED BY N/A, BLUE, NOT INCLUDED, SEMI - AUTOMATIC, 5.56MM, 17, BIB",/Item/Details/RADICAL-FIREARMS-RF-15/d202febd1912477286499660e1512a48,rifle
RADICAL FIREARMS RF-15,Good,$849.00,"RIFLE: RADICAL FIREARMS MODEL RF-15, MATTE BLACK, YES - INCLUDES PROTECTIVE CASE, 16, 5.56MM, SEMI - AUTOMATIC, FIREFIELD RED DOT INCLUDED",/Item/Details/RADICAL-FIREARMS-RF-15/b315484d4f0b493e87a05194fe305c26,rifle
RADICAL FIREARMS RF-15,Brand New,$889.99,"RIFLE: RADICAL FIREARMS MODEL RF-15, MATTE BLACK, SEMI - AUTOMATIC, 5.56MM, 16""",/Item/Details/RADICAL-FIREARMS-RF-15/0fa9c2793fcb453ab9f7d6a3f0a08739,rifle
RADICAL FIREARMS RF-15 MODEL FR16-5.56SOC-15RPR-MFT,Brand New,$699.99,"RIFLE: RADICAL FIREARMS RF-15 MODEL FR16-5.56SOC-15RPR-MFT, MATTE BLACK, SEMI - AUTOMATIC, 5.56MM, 16"" BARREL. BOX AND ONE MAG",/Item/Details/RADICAL-FIREARMS-RF-15-MODEL-FR16-5-56SOC-15RPR-MFT/6bfff555b0424fe392cb844352737f0a,rifle
"Diamondback DB15 Black Gold 5.56mm 16"" Semi-Auto Rifle - VRail - Flat Dark Earth",Brand New,$999.99,"RIFLE: DIAMONDBACK FIREARMS MODEL DB15 RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16.00"", 5.56MM, SEMI - AUTOMATIC",/Item/Details/Diamondback-DB15-Black-Gold-5-56mm-16-Semi-Auto-Rifle-VRail-Flat-Dark-Earth/fd1837510a734328a7e255e38380ab74,rifle
DIAMONDBACK FIREARMS DB-15,Brand New,$789.00,"RIFLE: DIAMONDBACK FIREARMS MODEL DB-15, MATTE BLACK, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/DIAMONDBACK-FIREARMS-DB-15/9c20d800958c41ef931d0960ef485247,rifle
DIAMONDBACK FIREARMS DB-15,Brand New,$799.99,"RIFLE: DIAMONDBACK FIREARMS MODEL DB-15, MATTE BLACK, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/DIAMONDBACK-FIREARMS-DB-15/c1648935422c4a4989a1ddcf3e7f3700,rifle
DIAMONDBACK FIREARMS DB15 5.56 RIFLE,Brand New,$999.98,"RIFLE: DIAMONDBACK FIREARMS MODEL DB15 RIFLE, BLUE, YES - INCLUDES ORIGINAL BOX, 16, 5.56MM, SEMI - AUTOMATIC",/Item/Details/DIAMONDBACK-FIREARMS-DB15-5-56-RIFLE/c128ce2239254c88a10d533c246c6eba,rifle
DIAMONDBACK FIREARMS DB15 RIFLE,Good,$549.99,"RIFLE: DIAMONDBACK FIREARMS MODEL DB15 RIFLE IMPORTED BY N/A, BLUE, NOT INCLUDED, SEMI - AUTOMATIC, 5.56MM, 16",/Item/Details/DIAMONDBACK-FIREARMS-DB15-RIFLE/2f00ba95d50a471197f8b4498e499360,rifle
DIAMONDBACK FIREARMS DB15 RIFLE,Brand New,$589.95,"RIFLE: DIAMONDBACK FIREARMS MODEL DB15 RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16, 223 REMINGTON, SEMI - AUTOMATIC",/Item/Details/DIAMONDBACK-FIREARMS-DB15-RIFLE/16e53bed0a8e4d23a7b6a846a0f2a08f,rifle
DIAMONDBACK FIREARMS DB15 RIFLE,Like New,$699.99,"RIFLE: DIAMONDBACK FIREARMS MODEL DB15 RIFLE, BLUE, YES - INCLUDES ORIGINAL BOX, SEMI - AUTOMATIC, 5.56MM, NA",/Item/Details/DIAMONDBACK-FIREARMS-DB15-RIFLE/612104114b684881837812b81a797e42,rifle
RUGER AMERICAN,Brand New,$389.00,"RIFLE: RUGER MODEL AMERICAN, MATTE BLACK, BOLT, 22 LONG RIFLE (22LR), 18",/Item/Details/RUGER-AMERICAN/8c6dcf232faa4f4eba0ff2876c3a76f2,rifle
RUGER AMERICAN,Brand New,$399.99,"RIFLE: RUGER MODEL AMERICAN, OLIVE DRAB GREEN, N/A, 22LR, BOLT",/Item/Details/RUGER-AMERICAN/55fdf72e83db4f749898996055393e36,rifle
RUGER AMERICAN,Brand New,$424.99,"RIFLE: RUGER MODEL AMERICAN, OLIVE DRAB GREEN, N/A, 22LR, BOLT",/Item/Details/RUGER-AMERICAN/c50f9ce71e0f40eb9598b69a92e5fd53,rifle
RUGER AMERICAN,Brand New,$609.00,"RIFLE: RUGER MODEL AMERICAN, NOT SPECIFIED, 16, 450 BUSHMASTER, BOLT",/Item/Details/RUGER-AMERICAN/2ca6c4d2f8634eb697dafaa3624ff67f,rifle
"Ruger American 6.5 Creedmoor 20"" Bolt Action Rifle - Magpul Stock - Athlon Scope",Like New,$829.99,"RIFLE: RUGER MODEL AMERICAN RIFLE, MATTE BLACK, NOT INCLUDED, BOLT, 6.5MM CREEDMOOR, 20""",/Item/Details/Ruger-American-6-5-Creedmoor-20-Bolt-Action-Rifle-Magpul-Stock-Athlon-Scope/459f9b2cedad49f6b9b857c674fe956d,rifle
RUGER AMERICAN RIFLE,Like New,$349.99,"RIFLE: RUGER MODEL AMERICAN RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, BOLT, 6.5MM CREEDMOOR, 22""",/Item/Details/RUGER-AMERICAN-RIFLE/6a6560d1c0cc4694b965174eb091ad2a,rifle
RUGER AMERICAN RIFLE,Very Good,$399.99,"RIFLE: RUGER MODEL AMERICAN RIFLE, SEMI-AUTO, 7MM-08, MATTE BLACK, NOT INCLUDED, 17""",/Item/Details/RUGER-AMERICAN-RIFLE/296a41dc415c4debb9ca504e43abd2f9,rifle
RUGER AMERICAN RIFLE,Very Good,$428.88,"RIFLE: RUGER MODEL AMERICAN RIFLE, MATTE BLACK, NOT INCLUDED, -, .270 WIN, BOLT",/Item/Details/RUGER-AMERICAN-RIFLE/f4299aa0eb0e40ceb737a71741c7633c,rifle
RUGER AMERICAN RIFLE,Brand New,$549.00,"RIFLE: RUGER MODEL AMERICAN RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 18, 308 WINCHESTER, BOLT",/Item/Details/RUGER-AMERICAN-RIFLE/98fddf0048ba4c858bb201fa63c5b696,rifle
RUGER AMERICAN RIFLE,Brand New,$579.00,"RIFLE: RUGER MODEL AMERICAN RIFLE, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, BOLT, 308 WINCHESTER, 18",/Item/Details/RUGER-AMERICAN-RIFLE/920fa2fb5e2149ee87a8638ab7fc1c3b,rifle
RUGER AMERICAN RIFLE,Very Good,$649.99,"RIFLE: RUGER MODEL AMERICAN RIFLE, MATTE BLACK, YES - INCLUDES PROTECTIVE CASE, 18, 308 WINCHESTER, BOLT",/Item/Details/RUGER-AMERICAN-RIFLE/6b78be2aba0a4be78bd9bc3ed47cb961,rifle
"RUGER AMERICAN RIFLE (308win) 18"" Barrel",Brand New,$499.99,"RIFLE: RUGER MODEL AMERICAN RIFLE, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, 18"", 308 WINCHESTER, BOLT",/Item/Details/RUGER-AMERICAN-RIFLE-308win-18-Barrel/5fa1cd9cdacd4788818becc8a39d350d,rifle
KEL-TEC CNC SUB-2000 - RIFLE,Brand New,$499.99,"RIFLE: KEL-TEC CNC MODEL SUB-2000 - RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16.1, 9MM LUGER (9X19), SEMI - AUTOMATIC",/Item/Details/KEL-TEC-CNC-SUB-2000-RIFLE/a2d07d1d1b9e4b5a99d24e87e2dc6a3b,rifle
KEL-TEC CNC SUB-2000 - RIFLE,Brand New,$499.99,"RIFLE: KEL-TEC CNC MODEL SUB-2000 - RIFLE, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 16.1, 9MM LUGER (9X19), SEMI - AUTOMATIC",/Item/Details/KEL-TEC-CNC-SUB-2000-RIFLE/5c9e804610f049bea6b68544735c326e,rifle
SAVAGE ARMS AXIS,Very Good,$299.00,"RIFLE: SAVAGE ARMS MODEL AXIS, BLUE, NOT INCLUDED, BOLT, 22-250, 22 IN",/Item/Details/SAVAGE-ARMS-AXIS/e4820cee6c5f47b7a79c65244318a217,rifle
SAVAGE ARMS AXIS,Like New,$299.99,"RIFLE: SAVAGE ARMS MODEL AXIS, CAMOUFLAGE, NOT INCLUDED, NA, 270 WINCHESTER, BOLT",/Item/Details/SAVAGE-ARMS-AXIS/ab4483b5526a4a12b0003dc89163eae9,rifle
SAVAGE ARMS AXIS,Like New,$300.00,"RIFLE: SAVAGE ARMS MODEL AXIS, BLUE, BOLT, 6.5MM CREEDMOOR, NA",/Item/Details/SAVAGE-ARMS-AXIS/3ba1325ae88a423d8a6f291976dbc6b9,rifle
SAVAGE ARMS AXIS,Like New,$349.99,"RIFLE: SAVAGE ARMS MODEL AXIS, BLUE, YES - INCLUDES PROTECTIVE CASE, 22, 6.5MM CREEDMOOR, BOLT",/Item/Details/SAVAGE-ARMS-AXIS/ebf7e50178f74e84b0e87b6481e79103,rifle
SAVAGE ARMS AXIS,Brand New,$369.00,"RIFLE: SAVAGE ARMS MODEL AXIS, BLUE, YES - INCLUDES ORIGINAL BOX AND PAPERS, BOLT, 30.06, 20",/Item/Details/SAVAGE-ARMS-AXIS/563e02cd574244e890ac8f20c5752e9e,rifle
SAVAGE ARMS AXIS,Brand New,$519.00,"RIFLE: SAVAGE ARMS MODEL AXIS, MATTE BLACK, YES - INCLUDES ORIGINAL BOX AND PAPERS, 22, 6.5MM CREEDMOOR, BOLT",/Item/Details/SAVAGE-ARMS-AXIS/0f937f7634c74c158e9d8ab7306bfd10,rifle
SAVAGE ARMS AXIS,Brand New,$564.99,"RIFLE: SAVAGE ARMS MODEL AXIS, CAMOUFLAGE, 21, 7MM-08 REMINGTON, BOLT",/Item/Details/SAVAGE-ARMS-AXIS/ada9fe997f874f4cace3b4edf70098f0,rifle
SAVAGE ARMS AXIS,Like New,$579.99,"RIFLE: SAVAGE ARMS MODEL AXIS, BLUE, BOLT, 223 REMINGTON, 23 INCH BARREL, WITH VORTEX CROSSFIRE II 2-9X40",/Item/Details/SAVAGE-ARMS-AXIS/70f297743d5341a2b6a4c20d81b40fa9,rifle
"Savage Arms Axis 22-250 22"" Bolt Action Rifle w/ BSA Scope",Very Good,$379.99,"RIFLE: SAVAGE ARMS MODEL AXIS, MATTE BLACK, NOT INCLUDED, 22"", 22-250, BOLT",/Item/Details/Savage-Arms-Axis-22-250-22-Bolt-Action-Rifle-w-BSA-Scope/333f7d58188740aeaef097ce330f1c31,rifle
