,stock_number,item,quantity,value,year
16,1240-01-508-2073,"RANGE FINDER,LASER",3,34500.0,6057
43,2320-01-090-7831,"TRUCK,CARRYALL",2,30000.0,4040
111,5855-01-599-7151,"ILLUMINATOR,INTEGRATED,SMALL ARMS",10,25193.0,20190
77,4920-01-297-0551,"TEST EQUIPMENT,HELICOPTER ROTOR HEAD BALANCE AND BLADE TRACK RUN",2,24223.0,2017
42,2310-DS-VAN-0000,VAN,1,22657.0,2019
101,5820-01-621-7350,"BASE STATION,RADIO SET",3,19801.0,4038
45,2320-01-435-6143,"TRUCK,CARGO",1,19257.0,2019
78,4940-01-142-0967,"SERVICING PLATFORM,SELF-PROPELLED",1,18694.0,2019
31,1650-00-944-8169,SERVOCYLINDER,4,18298.0,2018
75,4910-01-543-0301,TRUCK TIRE CHANGER,1,17648.0,2019
115,5999-01-604-0881,"NRP,GNS COLOR GPS,A",2,17107.0,2019
38,2310-00-067-6727,"AUTOMOBILE,SEDAN",1,16400.0,2020
112,5855-DS-NIG-HTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",1,15735.0,2020
14,1240-01-490-7312,"SIGHT,REFLEX",13,15217.0,26247
93,5180-01-467-4685,"TOOL KIT,PIONEER SQUAD LAND CLEARING AND BUILDING ERECTION",1,15179.0,2019
11,1240-01-411-1265,"SIGHT,REFLEX",84,14124.0,88810
100,5411-00-999-4935,"SHELTER,NONEXPANDABLE",1,13262.0,2020
41,2310-DS-PAS-SMOT,PASSENGER MOTOR VEHICLES,1,13250.0,2019
24,1367-01-561-4003,"CAPABILITIES SET,NON-LETHAL",2,12019.0,2019
51,2340-01-525-1656,ALL TERRAIN VEHICLE WHEELED,1,11507.0,2019
99,5180-DS-TOO-LKIT,"SETS, KITS, AND OUTFITS OF HAND TOOLS",6,11287.0,8076
132,6650-01-304-0894,"BORESCOPE SET,RIGID",1,11000.0,2019
9,1095-01-543-2189,"FIRING DEVICE,NON-LETHAL",14,10549.0,22197
61,3416-DS-LAT-HE00,LATHES,1,10500.0,2019
106,5855-01-526-4703,"SIGHT,NIGHT VISION SNIPERSCOPE",1,10100.0,2018
137,7110-DS-GUN-CABI,GUN CABINET/SAFE,1,10000.0,2019
66,4220-01-561-2259,"MASK,UNDERWATER",50,9768.0,4038
47,2330-01-387-5443,"TRAILER,CARGO",1,8954.0,2019
116,6115-00-942-2094,"GENERATOR,DIRECT CURRENT",1,8817.0,2019
19,1240-01-575-1105,"RANGE FINDER,LASER",5,7974.0,2017
40,2310-01-174-5748,"AUTOMOBILE,SEDAN",1,7000.0,2019
141,8145-DS-SHI-PCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,2,7000.0,4038
35,1680-01-146-0887,"DRUM ASSEMBLY,CABLE",1,6652.0,2019
69,4240-01-518-4626,"BARRIER,VEHICLE ARRESTING,PORTABLE",6,6227.0,2017
50,2340-00-585-7495,"SCOOTER,MOTOR",1,6100.0,2019
123,6310-DS-TRA-FFIC,TRAFFIC AND TRANSIT SIGNAL SYSTEMS,2,6094.0,2019
142,8340-01-456-3628,TENT,14,5048.0,2020
21,1240-01-594-3103,"SIGHT,REFLEX",11,5031.0,22209
10,1240-00-930-3833,BINOCULAR,18,5005.0,36342
37,1940-00-109-3313,"BOAT,PATROL,FIBERGLASS",1,4663.0,2019
155,8415-01-522-5348,"HELMET,FLYERS",3,4622.0,6052
68,4240-00-574-4098,"FORCED ENTRY AND RESCUE EQUIPMENT,MULTIPURPOSE",1,4286.0,2019
95,5180-01-499-3546,"TOOL KIT,CARPENTERS",1,4203.0,2019
88,5180-00-357-7727,"TOOL KIT,ARTILLERY MECHANIC'S",1,4065.0,2019
90,5180-00-605-0079,"TOOL KIT,ELECTRONIC",4,4044.0,4038
91,5180-00-610-8177,"TOOL KIT,ELECTRONIC SYSTEM",2,4004.0,4038
56,2541-01-555-4876,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",4,3729.0,2017
71,4250-01-319-8800,"RECYCLER,ANTIFREEZE",1,3708.0,2019
98,5180-01-606-7154,"TOOL KIT,SMALL ARMS",12,3600.0,2019
94,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",5,3560.0,4038
67,4220-01-584-7592,"VEST,DIVER'S SUIT",18,2919.0,2019
107,5855-01-534-5931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",74,2610.0,6054
13,1240-01-424-7122,"TELESCOPE,STRAIGHT",2,2609.0,2019
114,5895-01-540-4543,"COMPUTER,LAPTOP",8,2567.0,2018
22,1240-01-599-9400,"SIGHT,INFINITY",2,2531.0,2017
119,6230-01-519-0393,"CASE,LIGHT SET",10,2435.0,4038
57,2541-01-557-6205,"ARMOR,TRANSPARENT,VEHICULAR WINDOW",6,2232.0,2017
49,2330-DS-TRA-ILE1,TRAILER,1,2195.0,2019
96,5180-01-528-6544,"TOOL KIT,GENERAL MECHANICS",1,2016.0,2019
23,1240-01-619-6564,"SIGHT,INFINITY",2,1995.0,2017
76,4920-00-835-1364,"FIXTURE,TEST",1,1974.0,2017
97,5180-01-559-5981,"TOOL KIT,SMALL ARMS",1,1711.0,2019
125,6515-DS-DEF-IBRI,DEFIBRULATOR,1,1699.0,2019
12,1240-01-411-6350,"TELESCOPE,STRAIGHT",2,1628.0,4034
138,8115-DS-CAS-E003,CASE,47,1605.0,4038
59,3040-00-765-2408,"SHAFT,SHOULDERED",16,1581.0,2018
135,7025-DS-FLA-TPAN,FLAT PANEL MONITOR,1,1500.0,2019
73,4910-00-070-7214,"JACK,AIR OPERATED",1,1498.0,2019
6,1005-01-543-2187,"KIT,TACTICAL TRIPOD",4,1495.0,2019
154,8415-01-522-5347,"HELMET,FLYER'S",2,1466.0,2017
222,8465-01-571-3552,FIELD PACK,4,1370.0,4039
20,1240-01-592-9079,"TELESCOPE,STRAIGHT",12,1363.0,2020
126,6515-DS-MED-ICAL,MEDICAL AND SURGICAL INSTRUMENTS,2,1312.0,4038
124,6350-DS-DET-ECT0,"MISCELLANEOUS ALARM, SECURITY DETECTION",1,1250.0,2019
72,4310-DS-COM-PRE1,"COMPRESSOR, AIR",1,1224.0,2019
129,6530-01-504-9051,"LITTER,FOLDING,RIGID POLE",3,1212.0,4038
127,6515-DS-MED-SUPP,MEDICAL SUPPLIES,3,1144.0,2019
221,8465-01-570-7449,FIELD PACK,14,1108.0,4038
92,5180-00-921-5771,"TOOL KIT,ELECTRICAL CONTACT",4,1101.0,2019
63,3920-DS-PAL-LETJ,PALLET JACK,1,1055.0,2019
34,1680-00-408-2964,CLEVIS ASSY,2,1046.0,2017
140,8145-DS-CAS-E004,SHIPPING CASE,34,831.0,14133
17,1240-01-533-0939,"SIGHT,BORE,OPTICAL",4,800.0,2017
198,8465-01-445-6274,MODULAR SLEEP SYSTEM,6,787.0,6057
224,8465-01-573-6363,"BAG,DUFFEL",16,778.0,4040
89,5180-00-596-1513,"TOOL KIT,RIGGING,WIRE ROPE",6,778.0,2019
247,8465-DS-BAG-0002,INDIVIDUAL BAG,17,703.0,6057
80,5120-DS-TOR-QUEW,TORQUEWRENCH,1,690.0,2019
201,8465-01-516-7959,"PACK,PATROL",450,652.0,6057
113,5895-01-518-8863,"HEADSET,HN,DC,LF,RG",1,598.0,2019
206,8465-01-518-6493,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",22,596.0,4039
79,5120-00-844-7757,"TAB BENDER,MAIN ROT",2,590.0,2017
82,5130-01-459-6046,"TOOL KIT,PORTABLE POWER TOOL",1,546.0,2019
170,8415-01-558-5495,"GLOVES,COLD WEATHER",1,530.0,2019
109,5855-01-569-8065,"MOUNT,VIEWER",5,497.0,2020
110,5855-01-593-6422,"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",14,495.0,2017
29,1615-00-886-5998,"CONTROL TUBE,TAIL ROTOR",3,482.0,4034
87,5180-00-064-5178,"TOOL KIT,ELECTRONIC",4,451.0,2019
108,5855-01-566-5301,"MOUNTING LOCKING MECHANISM,GOGGLES,NIGHT VISION",12,445.0,2019
122,6230-01-588-8427,"LIGHT KIT,WEAPONS",5,436.0,2017
139,8145-01-583-1017,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8,435.0,2019
131,6530-DS-TRE-TCHE,MEDICAL LITTER AND STRETCHERS,1,422.0,2020
7,1005-01-562-0901,FULL AUTO TRIGGER K,5,404.0,2017
55,2530-01-568-4597,"WHEEL,PNEUMATIC TIRE",16,400.0,8076
243,8465-01-598-7693,FIELD PACK,16,397.0,2019
130,6530-01-522-7855,"LITTER,NONRIGID,POLELESS",1,368.0,2020
241,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,9,357.0,6057
244,8465-01-614-0175,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",1,347.0,2020
245,8465-01-614-0179,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",1,347.0,2020
105,5855-01-526-4180,"ADAPTER,GOGGLES,NIGHT VISION",2,342.0,2019
248,8465-DS-IND-EQU0,INDIVIDUAL EQUIPMENT,28,328.0,6057
146,8415-01-043-8392,"COVERALLS,FLYERS",12,312.0,4038
136,7025-DS-LAS-ERPR,"PRINTER, LASER",1,309.0,2019
232,8465-01-574-3992,"BAG,DUFFEL",7,305.0,2020
148,8415-01-442-1991,"VEST,SURVIVAL",4,300.0,2018
207,8465-01-518-6498,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",3,298.0,2019
205,8465-01-518-6480,"VEST,NON-BALLISTIC PROTECTIVE,ARMOR-CARRYING",4,298.0,2020
120,6230-01-528-2989,FLASHLIGHT,156,295.0,2019
134,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",5,250.0,2019
144,8415-00-310-1111,"JACKET,FLYERS",1,235.0,2019
239,8465-01-580-1556,"FIELD PACK,LARGE,SET",4,233.0,2019
230,8465-01-574-3636,FIELD PACK,1,198.0,2019
171,8415-01-558-5560,"GLOVES,COLD WEATHER",1,191.0,2019
2,1005-01-360-4862,"MAGAZINE,CARTRIDGE",2,189.0,2017
174,8415-01-583-0850,"JACKET,FLYERS",1,183.0,2019
172,8415-01-558-5605,"MITTEN SHELLS,EXTREME COLD WEATHER",4,164.0,2019
218,8465-01-529-1712,"MOD,ASSAULT,PACK,KH",2,160.0,4038
147,8415-01-043-9529,"COVERALLS,FLYERS",4,156.0,2020
213,8465-01-529-1117,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",6,151.0,2019
81,5130-01-363-2559,"DRILL-DRIVER,ELECTRIC,PORTABLE",1,146.0,2019
167,8415-01-543-7087,"TROUSERS,COLD WEATHER",4,146.0,4038
165,8415-01-543-7022,"TROUSERS,COLD WEATHER",1,144.0,2019
173,8415-01-575-9366,"MITTEN SET,EXTREME COLD WEATHER",1,144.0,2019
157,8415-01-542-7648,"JACKET,EXTREME COLD WEATHER",5,144.0,2020
158,8415-01-542-7651,"JACKET,EXTREME COLD WEATHER",1,144.0,2020
159,8415-01-542-8496,"JACKET,EXTREME COLD WEATHER",5,144.0,2019
160,8415-01-542-8498,"JACKET,EXTREME COLD WEATHER",1,144.0,2020
161,8415-01-542-8499,"JACKET,EXTREME COLD WEATHER",1,144.0,2019
162,8415-01-542-8580,"TROUSERS,COLD WEATHER",7,144.0,2019
163,8415-01-542-8581,"TROUSERS,COLD WEATHER",10,144.0,2019
166,8415-01-543-7042,"JACKET,EXTREME COLD WEATHER",1,144.0,2019
175,8415-01-592-9034,"GLOVE SHELLS,COLD WEATHER",1,143.0,2019
192,8430-01-619-3473,"BOOTS,COLD WEATHER",8,138.0,2019
194,8430-01-619-3502,"BOOTS,COLD WEATHER",20,138.0,2019
33,1680-00-247-7231,"CUSHION,SEAT BOTTOM",4,138.0,2019
156,8415-01-538-6315,"PARKA,EXTREME COLD WEATHER",2,124.0,2019
150,8415-01-461-8341,"SHIRT,COLD WEATHER",4,120.0,4038
18,1240-01-572-4487,"HOLDER,OPTICAL ELEMENT",20,119.0,2020
193,8430-01-619-3490,"BOOTS,COLD WEATHER",11,118.0,2019
190,8430-01-527-8643,"BOOTS,COLD WEATHER",6,116.0,2019
189,8430-01-527-8589,"BOOTS,COLD WEATHER",6,116.0,2019
186,8430-01-527-8575,"BOOTS,COLD WEATHER",15,116.0,2019
185,8430-01-527-8565,"BOOTS,COLD WEATHER",8,116.0,2019
184,8430-01-527-8561,"BOOTS,COLD WEATHER",5,116.0,2019
183,8430-01-527-8289,"BOOTS,COLD WEATHER",10,116.0,2019
187,8430-01-527-8578,"BOOTS,COLD WEATHER",6,116.0,2019
188,8430-01-527-8583,"BOOTS,COLD WEATHER",25,116.0,2019
169,8415-01-545-8724,"PARKA,EXTREME COLD WEATHER",2,116.0,2019
191,8430-01-535-9769,"BOOTS,SAFETY,MEN'S",11,107.0,2019
179,8430-01-516-1580,"BOOTS,COMBAT",6,102.0,2019
180,8430-01-516-1614,"BOOTS,COMBAT",9,102.0,2019
181,8430-01-516-1646,"BOOTS,COMBAT",3,102.0,2019
178,8430-01-516-1575,"BOOTS,COMBAT",9,102.0,2019
176,8430-01-516-1548,"BOOTS,COMBAT",4,102.0,2019
177,8430-01-516-1567,"BOOTS,COMBAT",7,102.0,2019
86,5140-01-568-3730,"CHEST,TOOL KIT",4,100.0,2019
83,5130-DS-DRI-LL02,"DRILL, POWER",1,100.0,2019
199,8465-01-515-1156,"STRAP,INVOLUNTARY,RESTRAINT",8,95.0,2019
164,8415-01-543-5030,"JACKET,EXTREME COLD WEATHER",3,94.0,2020
204,8465-01-516-8435,"CARRIER,RADIO,PATROL PACK",50,93.0,2019
1,1005-01-134-3701,"RECEIVER,UPPER",2,92.0,2017
104,5855-01-462-0495,"SHIELD ASSEMBLY,DEMIST",14,89.0,2017
58,2915-01-040-1138,"FILTER ASSY,FUEL",10,84.0,2018
182,8430-01-527-8212,"BOOTS,COLD WEATHER",11,81.0,2019
246,8465-01-641-6358,FIELD PACK,1,79.0,2019
3,1005-01-451-5119,"CLEANING KIT,GUN",127,77.0,2019
237,8465-01-580-0981,ASSAULT PACK,7,77.0,2019
242,8465-01-593-8664,"PACK,RUCKSACK",1,77.0,2019
168,8415-01-543-7104,"TROUSERS,COLD WEATHER",2,73.0,2019
60,3130-00-173-2303,"HOUSING,BEARING UNIT",6,69.0,2017
216,8465-01-529-1277,"BELT,INDIVIDUAL EQUIPMENT",9,68.0,4038
118,6220-01-556-5792,"LIGHT,BACKUP",2,63.0,2019
211,8465-01-521-3530,"POUCH,MEDICAL,FSBE",400,63.0,4038
149,8415-01-461-8337,"SHIRT,COLD WEATHER",2,60.0,2019
200,8465-01-515-7594,"PACK,ASSAULT,MOLLE",1,60.0,2019
121,6230-01-532-3679,"FILTER,FLASHLIGHT",1,56.0,2019
117,6220-01-372-3883,"TAILLIGHT,VEHICULAR",2,55.0,2019
84,5133-DS-DRI-LLBI,"DRILL BITS, COUNTERBORES, COUNTERSINKS",1,50.0,2019
4,1005-01-475-0204,"BIPOD,RIFLE",4,50.0,2018
85,5136-DS-TAP-SDIE,"TAPS, DIES, AND COLLETS; HAND AND MACHIN",1,50.0,2019
227,8465-01-573-9201,"CASE,SMALL ARMS AMMUNITION",1,49.0,2019
203,8465-01-516-8433,"CARRIER,BREACHER TOOL",50,46.0,2019
240,8465-01-581-5668,CHESTRIG,100,44.0,2019
151,8415-01-472-6909,"OVERALLS,COLD WEATHER",1,43.0,2019
152,8415-01-472-6912,"OVERALLS,COLD WEATHER",1,43.0,2019
5,1005-01-533-4093,"SLING,WEAPON,M249 M",4,40.0,2017
238,8465-01-580-1319,CARRIER HYDRATION SYSTEM,15,35.0,2019
220,8465-01-557-1565,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",22,34.0,2019
214,8465-01-529-1269,"BELT,INDIVIDUAL EQUIPMENT",1,34.0,2019
215,8465-01-529-1276,"BELT,INDIVIDUAL EQUIPMENT",1,34.0,2019
212,8465-01-529-1115,"BAG,AMMUNITION",13,31.0,2019
233,8465-01-574-8768,"PATCH POCKET,UTILITY",3,31.0,2019
223,8465-01-573-5571,"CASE,SHOTGUN AMMUNITION",6,28.0,2020
8,1005-01-577-3035,"CHEEK REST,GUN",20,26.0,2020
70,4240-01-568-3219,"STRAP CUTTER,COMBAT",200,26.0,2019
196,8465-00-261-6909,"BAG,CLOTHING",20,26.0,2019
226,8465-01-573-9166,"POCKET,AMMUNITION MAGAZINE",2,25.0,2019
229,8465-01-573-9628,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",2,25.0,2019
234,8465-01-574-9323,"PATCH POCKET,UTILITY",4,25.0,2019
236,8465-01-580-0967,"POUCH,M4 THREE MAGAZINE",1,22.0,2019
208,8465-01-519-5143,"POCKET,AMMUNITION MAGAZINE",65,22.0,2019
145,8415-00-782-2887,"LINER,COLD WEATHER COAT",1,21.0,2019
143,8415-00-268-7870,"GLOVES,MENS AND WOMENS",50,20.0,2019
209,8465-01-519-5185,"POUCH,MEDICAL,KH",2,20.0,2019
210,8465-01-519-5238,"POUCH,SG,SINGLE,KH",184,20.0,6060
217,8465-01-529-1600,"POCKET,AMMUNITION MAGAZINE",2,18.0,2020
202,8465-01-516-8370,"POCKET,AMMUNITION MAGAZINE",100,17.0,2019
231,8465-01-574-3894,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",40,16.0,2019
228,8465-01-573-9477,"CARRIER,GRENADE",2,16.0,2019
249,8470-01-543-1621,"CARRIER,SMALL ARMS PROTECTIVE BODY ARMOR",92,16.0,2019
225,8465-01-573-9114,"POCKET,AMMUNITION MAGAZINE",6,14.0,2019
219,8465-01-530-8403,"POUCH,SG,SINGLE,GN",25,12.0,2020
197,8465-01-109-3369,"MAT,SLEEPING",5,8.0,2019
195,8440-01-148-4549,"SCARF,NECKWEAR,MEN'S",148,7.0,2020
235,8465-01-580-0701,"POUCH,M4 TWO MAGAZINE POUCH",2,5.0,2019
153,8415-01-519-8786,"T-SHIRT,ATHLETES",250,5.0,2019
133,6720-01-537-9442,"CAMERA,WEB",8,0.0,2019
