Timestamp,Temperature/High/Mean (°F),Temperature/High/Percentile10th (°F),Temperature/High/Percentile25th (°F),Temperature/High/Percentile75th (°F),Temperature/High/Percentile90th (°F),Temperature/Low/Mean (°F),Temperature/Low/Percentile10th (°F),Temperature/Low/Percentile25th (°F),Temperature/Low/Percentile75th (°F),Temperature/Low/Percentile90th (°F),Temperature/Mean (°F),PerceivedTemperature/High (°F),PerceivedTemperature/Low (°F),CloudCover/Clear (%),CloudCover/MostlyClear (%),CloudCover/PartlyCloudy (%),CloudCover/MostlyCloudy (%),CloudCover/Overcast (%),Precipitation/Total (%),Precipitation/Rain (%),Precipitation/Mixed (%),Precipitation/Snow (%),Precipitation/Quantity/Mean (in),Rainfall/Mean (in),Rainfall/Percentile10th (in),Rainfall/Percentile25th (in),Rainfall/Percentile75th (in),Rainfall/Percentile90th (in),Snowfall/Mean (in),Snowfall/Percentile10th (in),Snowfall/Percentile25th (in),Snowfall/Percentile75th (in),Snowfall/Percentile90th (in),Snowfall/LiquidEquivalent/Mean (in),Snowfall/LiquidEquivalent/Percentile10th (in),Snowfall/LiquidEquivalent/Percentile25th (in),Snowfall/LiquidEquivalent/Percentile75th (in),Snowfall/LiquidEquivalent/Percentile90th (in),Sun/2022/PreviousSolarMidnight (hr),Sun/2022/AstronomicalRise (hr),Sun/2022/NauticalRise (hr),Sun/2022/CivilRise (hr),Sun/2022/Rise (hr),Sun/2022/Noon (hr),Sun/2022/Set (hr),Sun/2022/CivilSet (hr),Sun/2022/NauticalSet (hr),Sun/2022/AstronomicalSet (hr),Sun/2022/NextSolarMidnight (hr),Daylight/2022/Day (hr),Daylight/2022/CivilDay (hr),Daylight/2022/NauticalDay (hr),Daylight/2022/AstronomicalDay (hr),Humidity/Dry (%),Humidity/Comfortable (%),Humidity/Humid (%),Humidity/Muggy (%),Humidity/Oppressive (%),Humidity/Miserable (%),Wind/Speed/Mean (mph),Wind/Speed/Percentile10th (mph),Wind/Speed/Percentile25th (mph),Wind/Speed/Percentile75th (mph),Wind/Speed/Percentile90th (mph),Wind/Direction/Cardinal/Calm (%),Wind/Direction/Cardinal/N (%),Wind/Direction/Cardinal/E (%),Wind/Direction/Cardinal/S (%),Wind/Direction/Cardinal/W (%),Wind/Direction/Ordinal/Calm (%),Wind/Direction/Ordinal/N (%),Wind/Direction/Ordinal/NE (%),Wind/Direction/Ordinal/E (%),Wind/Direction/Ordinal/SE (%),Wind/Direction/Ordinal/S (%),Wind/Direction/Ordinal/SW (%),Wind/Direction/Ordinal/W (%),Wind/Direction/Ordinal/NW (%),Wind/Direction/Display/Calm (%),Wind/Direction/Display/N8 (%),Wind/Direction/Display/NE8PartOfN4 (%),Wind/Direction/Display/NE8PartOfE4 (%),Wind/Direction/Display/E8 (%),Wind/Direction/Display/SE8PartOfE4 (%),Wind/Direction/Display/SE8PartOfS4 (%),Wind/Direction/Display/S8 (%),Wind/Direction/Display/SW8PartOfS4 (%),Wind/Direction/Display/SW8PartOfW4 (%),Wind/Direction/Display/W8 (%),Wind/Direction/Display/NW8PartOfW4 (%),Wind/Direction/Display/NW8PartOfN4 (%),WaterTemperature/Mean (°F),WaterTemperature/Percentile10th (°F),WaterTemperature/Percentile25th (°F),WaterTemperature/Percentile75th (°F),WaterTemperature/Percentile90th (°F),BestTime/TemperatureTourismScore (),BestTime/TemperatureBeachScore (),BestTime/CloudScore (),BestTime/PrecipitationScore (),BestTime/TourismScore (),BestTime/BeachScore (),GrowingSeasonProbability (%),Temperature/Frigid (%),Temperature/Freezing (%),Temperature/Chilly (%),Temperature/Cold (%),Temperature/Cool (%),Temperature/Comfortable (%),Temperature/Warm (%),Temperature/Hot (%),Temperature/Sweltering (%),GrowingDegreeDays/Mean (°F),GrowingDegreeDays/Percentile10th (°F),GrowingDegreeDays/Percentile25th (°F),GrowingDegreeDays/Percentile75th (°F),GrowingDegreeDays/Percentile90th (°F),SolarEnergy/Mean (kWh),SolarEnergy/Percentile10th (kWh),SolarEnergy/Percentile25th (kWh),SolarEnergy/Percentile75th (kWh),SolarEnergy/Percentile90th (kWh)
2022-04-06,85.38,78.01,81.50,88.56,93.82,69.43,63.67,66.82,72.33,75.14,76.83,83.97,69.32,52.16,9.51,7.35,7.99,22.98,2.79,2.79,0.00,0.00,0.22,0.22,0.00,0.00,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,4.05,4.50,4.96,5.34,11.60,17.87,18.26,18.71,19.17,23.60,12.53,13.30,14.21,15.12,41.81,18.83,24.81,13.27,1.26,0.03,9.92,4.09,6.33,12.96,16.70,0.00,52.66,22.97,14.65,9.74,0.00,29.00,9.40,11.09,13.91,6.64,2.91,3.44,23.59,0.00,29.00,5.00,4.41,11.09,7.46,6.45,6.64,1.56,1.36,3.44,4.95,18.64,72.05,69.46,70.81,73.34,74.47,7.89,8.06,7.52,9.90,7.45,7.52,100.00,0.00,0.00,0.00,0.00,4.09,36.97,45.66,12.02,1.28,1649.70,1323.90,1575.00,1771.20,1886.40,6.34,4.43,5.83,7.22,7.50
2022-04-07,85.72,78.32,81.81,88.87,94.16,69.66,63.92,67.13,72.56,75.34,77.12,84.31,69.57,52.44,9.45,7.32,7.93,22.89,2.79,2.79,0.00,0.00,0.21,0.21,0.00,0.00,0.24,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,4.03,4.49,4.94,5.32,11.60,17.88,18.27,18.72,19.18,23.59,12.56,13.33,14.23,15.15,41.47,18.73,25.02,13.36,1.38,0.04,9.85,4.03,6.25,12.89,16.61,0.00,52.13,23.13,14.69,10.05,0.00,28.59,9.34,11.23,13.86,6.69,2.99,3.54,23.76,0.00,28.59,4.91,4.43,11.23,7.47,6.39,6.69,1.61,1.39,3.54,5.12,18.64,72.25,69.66,71.01,73.54,74.67,7.79,8.14,7.52,9.91,7.39,7.56,100.00,0.00,0.00,0.00,-0.00,3.80,35.56,46.53,12.72,1.37,1675.80,1347.30,1601.10,1799.10,1915.20,6.38,4.49,5.89,7.25,7.53
2022-04-08,86.06,78.72,82.20,89.15,94.27,69.91,64.18,67.41,72.81,75.59,77.41,84.62,69.86,52.81,9.23,7.13,7.89,22.94,2.62,2.62,0.00,0.00,0.19,0.19,0.00,0.00,0.23,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,4.01,4.47,4.92,5.31,11.60,17.89,18.27,18.73,19.19,23.59,12.58,13.35,14.26,15.18,41.09,18.45,25.00,13.82,1.57,0.05,9.77,4.01,6.19,12.78,16.49,0.00,51.97,23.20,14.66,10.17,0.00,28.58,9.32,11.28,13.88,6.65,3.06,3.59,23.65,0.00,28.58,4.88,4.44,11.28,7.49,6.39,6.65,1.62,1.44,3.59,5.15,18.50,72.47,69.86,71.23,73.74,74.86,7.68,8.22,7.51,9.91,7.34,7.61,100.00,0.00,0.00,0.00,-0.00,3.55,34.00,47.56,13.45,1.45,1702.80,1371.60,1626.30,1827.90,1942.20,6.41,4.55,5.93,7.29,7.55
2022-04-09,86.42,79.08,82.57,89.54,94.55,70.19,64.43,67.66,73.09,75.85,77.73,85.02,70.14,52.56,9.14,7.19,7.91,23.19,2.27,2.27,0.00,0.00,0.18,0.18,0.00,0.00,0.21,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,3.99,4.45,4.90,5.29,11.59,17.89,18.28,18.74,19.20,23.58,12.60,13.38,14.29,15.21,40.69,18.38,24.98,14.11,1.78,0.05,9.68,3.95,6.13,12.67,16.36,0.00,51.75,23.20,14.70,10.34,0.00,28.59,9.45,11.20,13.83,6.70,3.18,3.60,23.43,0.00,28.59,4.93,4.51,11.20,7.49,6.34,6.70,1.66,1.53,3.60,5.21,18.22,72.67,70.05,71.43,73.93,75.06,7.56,8.27,7.51,9.91,7.26,7.64,100.00,0.00,0.00,0.00,-0.00,3.29,32.47,48.38,14.29,1.59,1729.80,1395.90,1652.40,1855.80,1971.00,6.44,4.58,5.95,7.32,7.58
2022-04-10,86.79,79.47,82.96,89.94,94.83,70.47,64.82,67.94,73.37,76.10,78.05,85.35,70.45,52.25,9.15,7.22,7.94,23.45,2.27,2.27,0.00,0.00,0.17,0.17,0.00,0.00,0.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,3.97,4.43,4.89,5.27,11.59,17.90,18.29,18.74,19.21,23.58,12.63,13.40,14.31,15.24,40.22,18.33,25.16,14.35,1.89,0.05,9.61,3.89,6.06,12.57,16.30,0.00,51.41,23.28,14.73,10.60,0.00,28.47,9.29,11.37,13.81,6.75,3.26,3.71,23.35,0.00,28.47,4.87,4.42,11.37,7.50,6.31,6.75,1.66,1.60,3.71,5.29,18.06,72.89,70.25,71.66,74.13,75.26,7.44,8.33,7.51,9.92,7.19,7.68,100.00,0.00,0.00,0.00,-0.00,3.06,30.95,49.03,15.22,1.73,1756.80,1420.20,1679.40,1884.60,1999.80,6.46,4.61,5.97,7.34,7.60
2022-04-11,87.13,79.84,83.27,90.33,95.17,70.76,65.19,68.22,73.60,76.38,78.36,85.66,70.73,52.47,9.12,7.18,7.90,23.33,2.27,2.27,0.00,0.00,0.16,0.16,0.00,0.00,0.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,3.95,4.42,4.87,5.26,11.58,17.91,18.30,18.75,19.22,23.58,12.65,13.43,14.34,15.26,40.03,18.28,25.05,14.60,1.99,0.05,9.55,3.88,6.01,12.46,16.24,0.00,51.22,23.11,14.95,10.70,0.00,28.36,9.36,11.24,13.72,6.86,3.34,3.76,23.35,0.00,28.36,4.84,4.52,11.24,7.35,6.37,6.86,1.72,1.63,3.76,5.32,18.03,73.09,70.45,71.88,74.36,75.48,7.31,8.38,7.51,9.93,7.12,7.71,100.00,0.00,0.00,0.00,-0.00,2.85,29.50,49.56,16.19,1.89,1784.70,1444.50,1705.50,1913.40,2028.60,6.50,4.64,6.01,7.37,7.63
2022-04-12,87.55,80.23,83.72,90.72,95.51,71.04,65.38,68.45,73.91,76.63,78.69,86.06,71.01,52.97,8.99,7.08,7.77,23.20,1.74,1.74,0.00,0.00,0.14,0.14,0.00,0.00,0.17,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,3.93,4.40,4.85,5.24,11.58,17.92,18.31,18.76,19.23,23.57,12.68,13.45,14.37,15.29,39.69,18.22,24.98,14.95,2.13,0.05,9.45,3.83,5.94,12.32,16.14,0.00,50.94,23.11,15.16,10.78,0.00,28.17,9.18,11.41,13.68,7.00,3.45,3.80,23.31,0.00,28.17,4.80,4.38,11.41,7.32,6.37,7.00,1.79,1.66,3.80,5.32,17.98,73.32,70.67,72.13,74.55,75.71,7.18,8.45,7.51,9.94,7.04,7.75,100.00,0.00,0.00,0.00,-0.00,2.62,27.97,50.19,17.13,2.09,1811.70,1469.70,1731.60,1942.20,2057.40,6.54,4.69,6.08,7.39,7.64
2022-04-13,87.97,80.68,84.17,91.23,95.84,71.35,65.67,68.79,74.19,76.92,79.04,86.45,71.35,53.25,8.83,6.93,7.62,23.36,1.57,1.57,0.00,0.00,0.13,0.13,0.00,0.00,0.16,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,3.92,4.38,4.84,5.22,11.57,17.92,18.31,18.77,19.24,23.57,12.70,13.48,14.39,15.32,39.38,18.25,24.80,15.20,2.32,0.05,9.40,3.81,5.88,12.29,16.12,0.00,50.81,23.03,15.30,10.86,0.00,28.20,9.15,11.42,13.75,7.04,3.50,3.79,23.14,0.00,28.20,4.82,4.32,11.42,7.29,6.47,7.04,1.79,1.71,3.79,5.36,17.78,73.54,70.93,72.36,74.78,75.93,7.05,8.51,7.52,9.95,6.97,7.80,100.00,0.00,0.00,0.00,-0.00,2.36,26.39,50.91,18.08,2.28,1840.50,1494.90,1758.60,1971.00,2086.20,6.57,4.70,6.13,7.41,7.66
2022-04-14,88.39,81.11,84.59,91.63,96.24,71.66,66.03,69.07,74.55,77.17,79.40,86.87,71.68,53.47,8.70,6.85,7.53,23.45,1.48,1.48,0.00,0.00,0.12,0.12,0.00,0.00,0.14,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,3.90,4.36,4.82,5.21,11.57,17.93,18.32,18.78,19.25,23.56,12.72,13.50,14.42,15.35,38.81,18.28,24.67,15.63,2.52,0.08,9.33,3.74,5.80,12.21,16.05,0.00,50.72,23.00,15.32,10.96,0.00,28.13,9.32,11.54,13.52,7.13,3.55,3.83,22.99,0.00,28.13,5.00,4.32,11.54,7.14,6.38,7.13,1.82,1.74,3.83,5.40,17.59,73.77,71.15,72.61,74.97,76.16,6.92,8.57,7.53,9.95,6.89,7.85,100.00,0.00,0.00,0.00,-0.00,2.09,24.86,51.53,18.98,2.53,1868.40,1521.00,1785.60,1999.80,2115.00,6.59,4.72,6.14,7.43,7.68
2022-04-15,88.76,81.53,84.99,92.07,96.46,71.99,66.40,69.38,74.86,77.45,79.76,87.27,72.05,53.94,8.66,6.85,7.42,23.13,1.31,1.31,0.00,0.00,0.11,0.11,0.00,0.00,0.13,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,3.88,4.35,4.80,5.19,11.56,17.94,18.33,18.79,19.26,23.56,12.75,13.53,14.44,15.38,38.19,18.36,24.81,15.82,2.74,0.08,9.29,3.72,5.77,12.16,15.98,0.00,50.81,22.91,15.17,11.12,0.00,28.23,9.39,11.52,13.31,7.07,3.55,3.94,22.98,0.00,28.23,5.02,4.38,11.52,7.01,6.30,7.07,1.80,1.75,3.94,5.43,17.55,73.99,71.35,72.87,75.20,76.41,6.79,8.61,7.54,9.96,6.81,7.88,100.00,0.00,0.00,0.00,-0.00,1.76,23.55,51.84,20.05,2.80,1897.20,1547.10,1812.60,2030.40,2145.60,6.61,4.78,6.19,7.44,7.70
2022-04-16,89.18,81.92,85.35,92.52,96.86,72.36,66.76,69.72,75.17,77.73,80.13,87.66,72.42,54.03,8.63,6.80,7.49,23.05,1.22,1.22,0.00,0.00,0.11,0.11,0.00,0.00,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,3.86,4.33,4.79,5.18,11.56,17.95,18.34,18.80,19.27,23.56,12.77,13.55,14.47,15.41,37.44,18.41,24.92,16.25,2.90,0.09,9.24,3.69,5.73,12.08,15.88,0.00,50.69,23.05,15.17,11.10,0.00,28.36,9.52,11.55,13.34,7.07,3.57,3.93,22.67,0.00,28.36,5.07,4.45,11.55,7.04,6.30,7.07,1.80,1.77,3.93,5.41,17.27,74.24,71.60,73.09,75.40,76.63,6.64,8.65,7.54,9.96,6.71,7.91,100.00,0.00,0.00,0.00,-0.00,1.42,22.28,51.97,21.22,3.08,1926.00,1573.20,1839.60,2061.00,2176.20,6.64,4.85,6.22,7.46,7.72
2022-04-17,89.52,82.34,85.72,92.86,97.14,72.67,67.07,70.05,75.54,78.01,80.45,88.02,72.78,53.84,8.58,6.82,7.55,23.20,1.22,1.22,0.00,0.00,0.10,0.10,0.00,0.00,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,3.84,4.31,4.77,5.16,11.56,17.96,18.35,18.81,19.28,23.55,12.79,13.58,14.50,15.44,36.47,18.41,24.98,16.83,3.19,0.14,9.18,3.67,5.69,11.98,15.84,0.00,50.31,23.41,15.27,11.03,0.00,27.94,9.88,11.75,13.30,7.16,3.55,3.90,22.52,0.00,27.94,5.26,4.63,11.75,7.03,6.27,7.16,1.83,1.71,3.90,5.41,17.11,74.47,71.82,73.34,75.59,76.83,6.49,8.66,7.54,9.97,6.63,7.93,100.00,0.00,0.00,0.00,-0.00,1.16,21.05,52.13,22.31,3.35,1954.80,1600.20,1868.40,2091.60,2206.80,6.66,4.86,6.23,7.48,7.74
2022-04-18,89.88,82.85,86.11,93.20,97.42,73.03,67.44,70.47,75.90,78.32,80.80,88.42,73.15,53.69,8.50,6.83,7.59,23.39,1.31,1.31,0.00,0.00,0.09,0.09,0.00,0.00,0.10,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,3.82,4.29,4.75,5.15,11.55,17.96,18.36,18.82,19.29,23.55,12.82,13.60,14.52,15.47,35.97,18.20,24.69,17.39,3.54,0.20,9.17,3.67,5.69,11.96,15.82,0.00,50.09,23.53,15.43,10.93,0.00,27.95,9.83,11.88,13.42,7.26,3.54,3.84,22.28,0.00,27.95,5.25,4.58,11.88,7.07,6.35,7.26,1.82,1.72,3.84,5.38,16.91,74.69,72.08,73.57,75.82,77.06,6.33,8.67,7.55,9.97,6.53,7.94,100.00,0.00,0.00,0.00,-0.00,0.94,19.70,52.34,23.34,3.67,1985.40,1628.10,1895.40,2120.40,2237.40,6.67,4.84,6.23,7.50,7.75
2022-04-19,90.27,83.22,86.56,93.65,97.81,73.34,67.83,70.78,76.16,78.57,81.15,88.84,73.51,53.94,8.42,6.82,7.54,23.27,1.13,1.13,0.00,0.00,0.09,0.09,0.00,0.00,0.09,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,3.81,4.28,4.74,5.13,11.55,17.97,18.36,18.83,19.30,23.54,12.84,13.62,14.55,15.49,35.56,18.31,24.63,17.41,3.88,0.23,9.17,3.69,5.68,11.93,15.80,0.00,50.13,23.44,15.56,10.88,0.00,28.19,9.62,11.80,13.42,7.45,3.57,3.84,22.12,0.00,28.19,5.12,4.50,11.80,7.14,6.28,7.45,1.84,1.73,3.84,5.30,16.81,74.92,72.33,73.82,76.02,77.28,6.18,8.66,7.55,9.97,6.43,7.94,100.00,0.00,0.00,0.00,-0.00,0.79,18.45,52.22,24.47,4.07,2014.20,1656.00,1924.20,2152.80,2269.80,6.70,4.88,6.27,7.52,7.77
2022-04-20,90.61,83.58,86.96,93.93,98.15,73.65,68.22,71.07,76.44,78.86,81.49,89.21,73.82,54.25,8.42,6.82,7.48,23.03,1.05,1.05,0.00,0.00,0.08,0.08,0.00,0.00,0.08,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,3.79,4.26,4.72,5.12,11.55,17.98,18.37,18.84,19.31,23.54,12.86,13.65,14.58,15.52,35.16,18.42,24.38,17.69,4.13,0.25,9.12,3.69,5.66,11.86,15.71,0.00,50.16,23.45,15.52,10.85,0.00,28.25,9.67,11.91,13.18,7.44,3.67,3.77,22.09,0.00,28.25,5.14,4.53,11.91,7.01,6.17,7.44,1.91,1.76,3.77,5.32,16.77,75.14,72.58,74.05,76.21,77.48,6.02,8.66,7.57,9.97,6.33,7.94,100.00,0.00,0.00,0.00,-0.00,0.67,17.34,52.06,25.50,4.43,2044.80,1683.90,1951.20,2183.40,2300.40,6.72,4.89,6.30,7.54,7.79
2022-04-21,91.01,84.00,87.35,94.21,98.43,73.93,68.48,71.38,76.75,79.17,81.81,89.61,74.13,54.34,8.39,6.81,7.40,23.05,0.96,0.96,0.00,0.00,0.07,0.07,0.00,0.00,0.07,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,3.77,4.24,4.71,5.10,11.54,17.99,18.38,18.85,19.32,23.54,12.89,13.67,14.60,15.55,34.97,18.52,24.06,17.84,4.36,0.26,9.08,3.64,5.61,11.83,15.68,0.00,50.28,23.09,15.57,11.05,0.00,28.38,9.62,11.63,13.10,7.46,3.76,3.89,22.18,0.00,28.38,5.13,4.48,11.63,6.98,6.12,7.46,1.99,1.77,3.89,5.39,16.78,75.37,72.87,74.27,76.44,77.70,5.86,8.64,7.59,9.97,6.23,7.94,100.00,0.00,0.00,0.00,-0.00,0.63,16.20,51.72,26.66,4.80,2075.40,1712.70,1980.00,2214.00,2332.80,6.75,4.93,6.34,7.56,7.80
2022-04-22,91.40,84.31,87.69,94.66,98.77,74.22,68.84,71.66,77.00,79.33,82.13,89.99,74.44,54.69,8.34,6.82,7.44,22.72,0.87,0.87,0.00,0.00,0.07,0.07,0.00,0.00,0.06,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,3.75,4.23,4.69,5.09,11.54,17.99,18.39,18.86,19.33,23.53,12.91,13.70,14.63,15.58,34.78,18.39,23.83,18.00,4.73,0.28,9.05,3.63,5.59,11.79,15.62,0.00,50.41,22.89,15.55,11.16,0.00,28.48,9.56,11.38,13.15,7.38,3.86,3.97,22.21,0.00,28.48,5.09,4.47,11.38,7.04,6.11,7.38,2.05,1.81,3.97,5.38,16.83,75.59,73.09,74.50,76.66,77.96,5.70,8.62,7.61,9.98,6.14,7.93,100.00,0.00,0.00,0.00,-0.00,0.57,15.08,51.44,27.70,5.22,2106.00,1741.50,2008.80,2244.60,2365.20,6.78,4.98,6.39,7.58,7.82
2022-04-23,91.74,84.68,88.08,95.06,99.05,74.50,69.18,71.97,77.22,79.67,82.45,90.33,74.75,55.13,8.30,6.79,7.40,22.38,0.87,0.87,0.00,0.00,0.06,0.06,0.00,0.00,0.05,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,3.73,4.21,4.68,5.07,11.54,18.00,18.40,18.87,19.34,23.53,12.93,13.72,14.65,15.61,34.47,18.48,23.66,18.22,4.88,0.29,9.02,3.62,5.58,11.75,15.53,0.00,50.28,22.77,15.59,11.37,0.00,28.14,9.57,11.32,13.09,7.43,3.83,4.06,22.55,0.00,28.14,5.09,4.48,11.32,6.96,6.13,7.43,2.03,1.80,4.06,5.51,17.05,75.85,73.34,74.72,76.92,78.21,5.55,8.59,7.63,9.98,6.05,7.94,100.00,0.00,0.00,0.00,-0.00,0.50,14.02,51.00,28.81,5.66,2136.60,1771.20,2037.60,2277.00,2395.80,6.82,5.03,6.44,7.60,7.84
2022-04-24,92.13,85.13,88.45,95.45,99.33,74.81,69.52,72.30,77.51,80.01,82.79,90.72,75.09,55.38,8.27,6.77,7.40,22.17,0.87,0.87,0.00,0.00,0.05,0.05,0.00,0.00,0.05,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,3.72,4.20,4.66,5.06,11.53,18.01,18.41,18.88,19.36,23.53,12.95,13.75,14.68,15.64,33.91,18.58,23.69,18.42,5.08,0.31,9.01,3.61,5.56,11.76,15.55,0.00,50.22,22.63,15.67,11.50,0.00,28.02,9.49,11.17,13.18,7.44,3.95,4.07,22.68,0.00,28.02,5.11,4.39,11.17,7.06,6.13,7.44,2.11,1.84,4.07,5.59,17.09,76.07,73.63,74.95,77.14,78.46,5.39,8.55,7.66,9.98,5.95,7.93,100.00,0.00,0.00,0.00,-0.00,0.43,13.02,50.47,29.89,6.21,2167.20,1800.90,2068.20,2307.60,2428.20,6.84,5.07,6.46,7.62,7.86
2022-04-25,92.52,85.44,88.81,95.90,99.67,75.12,69.80,72.61,77.82,80.26,83.12,91.12,75.43,55.72,8.23,6.68,7.33,22.06,0.87,0.87,0.00,0.00,0.05,0.05,0.00,0.00,0.04,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,3.70,4.18,4.65,5.04,11.53,18.02,18.42,18.89,19.37,23.53,12.97,13.77,14.71,15.67,33.19,18.73,23.69,18.63,5.39,0.37,9.01,3.64,5.55,11.76,15.56,0.00,50.50,22.27,15.55,11.67,0.00,28.20,9.52,10.99,12.98,7.37,4.01,4.07,22.85,0.00,28.20,5.16,4.36,10.99,6.91,6.08,7.37,2.10,1.91,4.07,5.70,17.16,76.32,73.85,75.20,77.39,78.72,5.22,8.50,7.69,9.98,5.85,7.91,100.00,0.00,0.00,0.00,-0.00,0.35,12.12,49.75,31.14,6.65,2197.80,1830.60,2097.00,2340.00,2460.60,6.86,5.09,6.47,7.64,7.88
2022-04-26,92.92,85.80,89.23,96.29,100.06,75.43,70.05,72.89,78.13,80.52,83.47,91.51,75.76,56.53,8.20,6.46,7.21,21.58,0.78,0.78,0.00,0.00,0.04,0.04,0.00,0.00,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.47,3.68,4.16,4.63,5.03,11.53,18.03,18.43,18.90,19.38,23.52,13.00,13.79,14.73,15.69,32.88,18.67,23.42,18.77,5.72,0.53,9.04,3.65,5.57,11.81,15.59,0.00,50.81,21.92,15.58,11.70,0.00,28.48,9.35,10.84,12.85,7.45,3.94,4.10,22.98,0.00,28.48,5.04,4.32,10.84,6.77,6.08,7.45,2.05,1.89,4.10,5.70,17.28,76.55,74.07,75.43,77.68,78.97,5.05,8.41,7.73,9.98,5.74,7.88,100.00,0.00,0.00,0.00,-0.00,0.30,11.30,48.75,32.31,7.32,2230.20,1861.20,2127.60,2372.40,2493.00,6.89,5.15,6.52,7.65,7.90
2022-04-27,93.26,86.17,89.54,96.74,100.40,75.73,70.36,73.18,78.46,80.77,83.81,91.96,76.13,57.22,8.19,6.50,7.12,20.97,0.70,0.70,0.00,0.00,0.04,0.04,0.00,0.00,0.03,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.48,3.67,4.15,4.62,5.02,11.52,18.04,18.43,18.91,19.39,23.52,13.02,13.82,14.76,15.72,32.50,18.73,23.20,18.70,6.16,0.72,9.04,3.64,5.58,11.81,15.58,0.00,51.25,21.69,15.39,11.67,0.00,28.72,9.40,10.75,12.53,7.38,3.94,4.05,23.22,0.00,28.72,5.01,4.39,10.75,6.55,5.98,7.38,2.03,1.92,4.05,5.71,17.52,76.80,74.33,75.65,77.90,79.22,4.88,8.33,7.76,9.98,5.63,7.84,100.00,0.00,0.00,0.00,-0.00,0.27,10.45,47.94,33.47,7.89,2260.80,1891.80,2156.40,2403.00,2525.40,6.93,5.23,6.57,7.67,7.91
2022-04-28,93.65,86.59,89.88,97.08,100.68,76.02,70.67,73.46,78.72,81.02,84.13,92.36,76.47,58.16,7.93,6.40,7.03,20.50,0.70,0.70,0.00,0.00,0.04,0.04,0.00,0.00,0.02,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.48,3.65,4.13,4.61,5.00,11.52,18.04,18.44,18.92,19.40,23.52,13.04,13.84,14.78,15.75,32.13,18.58,22.97,18.94,6.55,0.84,9.02,3.63,5.57,11.78,15.59,0.00,51.28,21.72,15.37,11.63,0.00,28.66,9.32,10.90,12.46,7.38,3.93,4.03,23.33,0.00,28.66,5.02,4.30,10.90,6.51,5.95,7.38,2.05,1.88,4.03,5.72,17.61,77.03,74.55,75.90,78.15,79.45,4.71,8.25,7.80,9.98,5.53,7.81,100.00,0.00,0.00,0.00,-0.00,0.23,9.64,47.09,34.53,8.52,2293.20,1922.40,2187.00,2435.40,2557.80,6.96,5.30,6.63,7.69,7.93
