,callsign,altitude,speed,direction,flightid,latitude,longitude,datetime,date,time,display_time,weekday,geometry
100464,DAL89,3300,260,263,23856f50,33.936626,-118.579391,2020-01-14 11:34:17-08:00,01/14/2020,11:34:17,11:34 AM,Tuesday,POINT (-118.579391 33.936626)
100465,DAL89,3600,267,264,23856f50,33.93512,-118.596176,2020-01-14 11:34:28-08:00,01/14/2020,11:34:28,11:34 AM,Tuesday,POINT (-118.596176 33.93512)
100466,DAL89,3850,267,264,23856f50,33.934387,-118.606155,2020-01-14 11:34:34-08:00,01/14/2020,11:34:34,11:34 AM,Tuesday,POINT (-118.606155 33.934387)
100467,DAL89,5100,249,303,23856f50,33.942726,-118.636948,2020-01-14 11:34:58-08:00,01/14/2020,11:34:58,11:34 AM,Tuesday,POINT (-118.636948 33.942726)
100468,DAL89,5275,251,313,23856f50,33.947941,-118.644104,2020-01-14 11:35:04-08:00,01/14/2020,11:35:04,11:35 AM,Tuesday,POINT (-118.644104 33.947941)
100469,DAL89,5475,256,323,23856f50,33.953991,-118.649765,2020-01-14 11:35:11-08:00,01/14/2020,11:35:11,11:35 AM,Tuesday,POINT (-118.649765 33.953991)
100470,DAL89,5650,260,328,23856f50,33.95961,-118.654083,2020-01-14 11:35:17-08:00,01/14/2020,11:35:17,11:35 AM,Tuesday,POINT (-118.654083 33.95961)
100471,DAL89,5900,261,329,23856f50,33.966064,-118.658737,2020-01-14 11:35:23-08:00,01/14/2020,11:35:23,11:35 AM,Tuesday,POINT (-118.658737 33.966064)
100472,DAL89,6200,258,329,23856f50,33.97261,-118.66333,2020-01-14 11:35:29-08:00,01/14/2020,11:35:29,11:35 AM,Tuesday,POINT (-118.66333 33.97261)
100473,DAL89,6550,255,330,23856f50,33.978851,-118.667564,2020-01-14 11:35:35-08:00,01/14/2020,11:35:35,11:35 AM,Tuesday,POINT (-118.667564 33.978851)
100474,DAL89,6800,254,334,23856f50,33.984695,-118.671181,2020-01-14 11:35:41-08:00,01/14/2020,11:35:41,11:35 AM,Tuesday,POINT (-118.671181 33.984695)
100475,DAL89,6975,256,340,23856f50,33.991512,-118.674316,2020-01-14 11:35:47-08:00,01/14/2020,11:35:47,11:35 AM,Tuesday,POINT (-118.674316 33.991512)
100476,DAL89,7125,259,348,23856f50,33.998611,-118.676331,2020-01-14 11:35:53-08:00,01/14/2020,11:35:53,11:35 AM,Tuesday,POINT (-118.676331 33.998611)
100477,DAL89,7225,264,355,23856f50,34.006348,-118.677177,2020-01-14 11:35:59-08:00,01/14/2020,11:35:59,11:35 AM,Tuesday,POINT (-118.677177 34.006348)
100478,DAL89,7575,281,3,23856f50,34.0369,-118.675232,2020-01-14 11:36:23-08:00,01/14/2020,11:36:23,11:36 AM,Tuesday,POINT (-118.675232 34.0369)
100479,DAL89,7750,285,3,23856f50,34.056839,-118.673813,2020-01-14 11:36:39-08:00,01/14/2020,11:36:39,11:36 AM,Tuesday,POINT (-118.673813 34.056839)
100480,DAL89,7775,295,6,23856f50,34.073593,-118.672073,2020-01-14 11:36:51-08:00,01/14/2020,11:36:51,11:36 AM,Tuesday,POINT (-118.672073 34.073593)
100481,DAL89,7775,309,10,23856f50,34.09021,-118.668991,2020-01-14 11:37:03-08:00,01/14/2020,11:37:03,11:37 AM,Tuesday,POINT (-118.668991 34.09021)
100482,DAL89,7775,317,12,23856f50,34.107288,-118.664703,2020-01-14 11:37:14-08:00,01/14/2020,11:37:14,11:37 AM,Tuesday,POINT (-118.664703 34.107288)
100483,DAL89,7775,324,11,23856f50,34.123718,-118.660637,2020-01-14 11:37:26-08:00,01/14/2020,11:37:26,11:37 AM,Tuesday,POINT (-118.660637 34.123718)
100484,DAL89,7750,330,11,23856f50,34.142395,-118.656158,2020-01-14 11:37:38-08:00,01/14/2020,11:37:38,11:37 AM,Tuesday,POINT (-118.656158 34.142395)
100485,DAL89,7775,331,11,23856f50,34.160339,-118.651894,2020-01-14 11:37:50-08:00,01/14/2020,11:37:50,11:37 AM,Tuesday,POINT (-118.651894 34.160339)
100486,DAL89,7775,331,11,23856f50,34.178791,-118.647423,2020-01-14 11:38:02-08:00,01/14/2020,11:38:02,11:38 AM,Tuesday,POINT (-118.647423 34.178791)
100487,DAL89,7750,338,22,23856f50,34.196503,-118.64035,2020-01-14 11:38:14-08:00,01/14/2020,11:38:14,11:38 AM,Tuesday,POINT (-118.64035 34.196503)
100488,DAL89,7775,341,30,23856f50,34.204559,-118.634796,2020-01-14 11:38:20-08:00,01/14/2020,11:38:20,11:38 AM,Tuesday,POINT (-118.634796 34.204559)
100489,DAL89,7775,345,39,23856f50,34.215664,-118.623619,2020-01-14 11:38:29-08:00,01/14/2020,11:38:29,11:38 AM,Tuesday,POINT (-118.623619 34.215664)
100490,DAL89,7775,348,49,23856f50,34.221203,-118.615784,2020-01-14 11:38:35-08:00,01/14/2020,11:38:35,11:38 AM,Tuesday,POINT (-118.615784 34.221203)
100491,DAL89,7775,353,60,23856f50,34.227394,-118.60376,2020-01-14 11:38:41-08:00,01/14/2020,11:38:41,11:38 AM,Tuesday,POINT (-118.60376 34.227394)
100492,DAL89,7775,355,68,23856f50,34.231026,-118.593124,2020-01-14 11:38:47-08:00,01/14/2020,11:38:47,11:38 AM,Tuesday,POINT (-118.593124 34.231026)
100493,DAL89,7775,357,79,23856f50,34.234238,-118.576523,2020-01-14 11:38:57-08:00,01/14/2020,11:38:57,11:38 AM,Tuesday,POINT (-118.576523 34.234238)
100494,DAL89,7775,362,110,23856f50,34.226974,-118.525604,2020-01-14 11:39:23-08:00,01/14/2020,11:39:23,11:39 AM,Tuesday,POINT (-118.525604 34.226974)
100495,DAL89,7775,363,112,23856f50,34.221062,-118.50872,2020-01-14 11:39:32-08:00,01/14/2020,11:39:32,11:39 AM,Tuesday,POINT (-118.50872 34.221062)
100496,DAL89,7700,366,113,23856f50,34.211006,-118.480453,2020-01-14 11:39:46-08:00,01/14/2020,11:39:46,11:39 AM,Tuesday,POINT (-118.480453 34.211006)
100497,DAL89,7575,367,112,23856f50,34.200623,-118.45089,2020-01-14 11:40:02-08:00,01/14/2020,11:40:02,11:40 AM,Tuesday,POINT (-118.45089 34.200623)
100498,DAL89,7450,370,112,23856f50,34.190048,-118.420456,2020-01-14 11:40:17-08:00,01/14/2020,11:40:17,11:40 AM,Tuesday,POINT (-118.420456 34.190048)
100499,DAL89,7350,371,112,23856f50,34.18071,-118.393494,2020-01-14 11:40:31-08:00,01/14/2020,11:40:31,11:40 AM,Tuesday,POINT (-118.393494 34.18071)
100500,DAL89,7225,372,112,23856f50,34.170227,-118.363396,2020-01-14 11:40:48-08:00,01/14/2020,11:40:48,11:40 AM,Tuesday,POINT (-118.363396 34.170227)
100501,DAL89,7100,374,112,23856f50,34.159378,-118.332169,2020-01-14 11:41:04-08:00,01/14/2020,11:41:04,11:41 AM,Tuesday,POINT (-118.332169 34.159378)
100502,DAL89,6950,376,112,23856f50,34.146671,-118.295578,2020-01-14 11:41:23-08:00,01/14/2020,11:41:23,11:41 AM,Tuesday,POINT (-118.295578 34.146671)
100503,DAL89,6825,376,112,23856f50,34.136337,-118.265991,2020-01-14 11:41:38-08:00,01/14/2020,11:41:38,11:41 AM,Tuesday,POINT (-118.265991 34.136337)
100504,DAL89,6750,377,112,23856f50,34.125229,-118.234077,2020-01-14 11:41:54-08:00,01/14/2020,11:41:54,11:41 AM,Tuesday,POINT (-118.234077 34.125229)
100505,DAL89,6775,373,112,23856f50,34.115154,-118.20488,2020-01-14 11:42:10-08:00,01/14/2020,11:42:10,11:42 AM,Tuesday,POINT (-118.20488 34.115154)
100506,DAL89,6675,370,112,23856f50,34.105053,-118.17524,2020-01-14 11:42:25-08:00,01/14/2020,11:42:25,11:42 AM,Tuesday,POINT (-118.17524 34.105053)
100507,DAL89,6550,360,112,23856f50,34.093597,-118.141594,2020-01-14 11:42:44-08:00,01/14/2020,11:42:44,11:42 AM,Tuesday,POINT (-118.141594 34.093597)
100508,DAL89,6425,353,112,23856f50,34.082565,-118.110313,2020-01-14 11:43:00-08:00,01/14/2020,11:43:00,11:43 AM,Tuesday,POINT (-118.110313 34.082565)
100509,DAL89,6300,335,112,23856f50,34.062969,-118.054108,2020-01-14 11:43:32-08:00,01/14/2020,11:43:32,11:43 AM,Tuesday,POINT (-118.054108 34.062969)
100510,DAL89,6200,330,112,23856f50,34.055893,-118.033562,2020-01-14 11:43:44-08:00,01/14/2020,11:43:44,11:43 AM,Tuesday,POINT (-118.033562 34.055893)
100511,DAL89,6100,326,112,23856f50,34.049057,-118.013512,2020-01-14 11:43:55-08:00,01/14/2020,11:43:55,11:43 AM,Tuesday,POINT (-118.013512 34.049057)
100512,DAL89,6025,321,112,23856f50,34.042099,-117.99305,2020-01-14 11:44:09-08:00,01/14/2020,11:44:09,11:44 AM,Tuesday,POINT (-117.99305 34.042099)
100513,DAL89,5950,319,106,23856f50,34.036434,-117.973541,2020-01-14 11:44:20-08:00,01/14/2020,11:44:20,11:44 AM,Tuesday,POINT (-117.973541 34.036434)
100514,DAL89,5925,313,93,23856f50,34.034946,-117.957344,2020-01-14 11:44:29-08:00,01/14/2020,11:44:29,11:44 AM,Tuesday,POINT (-117.957344 34.034946)
100515,DAL89,5875,309,86,23856f50,34.03537,-117.946976,2020-01-14 11:44:35-08:00,01/14/2020,11:44:35,11:44 AM,Tuesday,POINT (-117.946976 34.03537)
100516,DAL89,5750,307,82,23856f50,34.036835,-117.931671,2020-01-14 11:44:44-08:00,01/14/2020,11:44:44,11:44 AM,Tuesday,POINT (-117.931671 34.036835)
100517,DAL89,5675,305,82,23856f50,34.037926,-117.921638,2020-01-14 11:44:51-08:00,01/14/2020,11:44:51,11:44 AM,Tuesday,POINT (-117.921638 34.037926)
100518,DAL89,5600,304,82,23856f50,34.039135,-117.911392,2020-01-14 11:44:57-08:00,01/14/2020,11:44:57,11:44 AM,Tuesday,POINT (-117.911392 34.039135)
100519,DAL89,5500,298,82,23856f50,34.041916,-117.886887,2020-01-14 11:45:12-08:00,01/14/2020,11:45:12,11:45 AM,Tuesday,POINT (-117.886887 34.041916)
100520,DAL89,5200,286,117,23856f50,34.035004,-117.846527,2020-01-14 11:45:37-08:00,01/14/2020,11:45:37,11:45 AM,Tuesday,POINT (-117.846527 34.035004)
100521,DAL89,5100,286,127,23856f50,34.03038,-117.839188,2020-01-14 11:45:43-08:00,01/14/2020,11:45:43,11:45 AM,Tuesday,POINT (-117.839188 34.03038)
100522,DAL89,5000,285,139,23856f50,34.0242,-117.832352,2020-01-14 11:45:49-08:00,01/14/2020,11:45:49,11:45 AM,Tuesday,POINT (-117.832352 34.0242)
100523,DAL89,4875,283,153,23856f50,34.014744,-117.825737,2020-01-14 11:45:57-08:00,01/14/2020,11:45:57,11:45 AM,Tuesday,POINT (-117.825737 34.014744)
100524,DAL89,4800,282,162,23856f50,34.006317,-117.822533,2020-01-14 11:46:03-08:00,01/14/2020,11:46:03,11:46 AM,Tuesday,POINT (-117.822533 34.006317)
100525,DAL89,4775,279,168,23856f50,33.999161,-117.820747,2020-01-14 11:46:10-08:00,01/14/2020,11:46:10,11:46 AM,Tuesday,POINT (-117.820747 33.999161)
100526,DAL89,4775,274,170,23856f50,33.991333,-117.819122,2020-01-14 11:46:16-08:00,01/14/2020,11:46:16,11:46 AM,Tuesday,POINT (-117.819122 33.991333)
100527,DAL89,4775,269,170,23856f50,33.980942,-117.817162,2020-01-14 11:46:24-08:00,01/14/2020,11:46:24,11:46 AM,Tuesday,POINT (-117.817162 33.980942)
100528,DAL89,4775,265,170,23856f50,33.972565,-117.815536,2020-01-14 11:46:30-08:00,01/14/2020,11:46:30,11:46 AM,Tuesday,POINT (-117.815536 33.972565)
100529,DAL89,4775,261,170,23856f50,33.966141,-117.81424,2020-01-14 11:46:37-08:00,01/14/2020,11:46:37,11:46 AM,Tuesday,POINT (-117.81424 33.966141)
100530,DAL89,4775,259,170,23856f50,33.958508,-117.812691,2020-01-14 11:46:43-08:00,01/14/2020,11:46:43,11:46 AM,Tuesday,POINT (-117.812691 33.958508)
100531,DAL89,4775,259,170,23856f50,33.951233,-117.811218,2020-01-14 11:46:49-08:00,01/14/2020,11:46:49,11:46 AM,Tuesday,POINT (-117.811218 33.951233)
100532,DAL89,4775,258,174,23856f50,33.944263,-117.810226,2020-01-14 11:46:55-08:00,01/14/2020,11:46:55,11:46 AM,Tuesday,POINT (-117.810226 33.944263)
100533,DAL89,4775,253,202,23856f50,33.919216,-117.819382,2020-01-14 11:47:18-08:00,01/14/2020,11:47:18,11:47 AM,Tuesday,POINT (-117.819382 33.919216)
100534,DAL89,4775,251,225,23856f50,33.9142,-117.825455,2020-01-14 11:47:24-08:00,01/14/2020,11:47:24,11:47 AM,Tuesday,POINT (-117.825455 33.9142)
100535,DAL89,4775,248,240,23856f50,33.909256,-117.835991,2020-01-14 11:47:32-08:00,01/14/2020,11:47:32,11:47 AM,Tuesday,POINT (-117.835991 33.909256)
100536,DAL89,4775,246,256,23856f50,33.907394,-117.844849,2020-01-14 11:47:39-08:00,01/14/2020,11:47:39,11:47 AM,Tuesday,POINT (-117.844849 33.907394)
100537,DAL89,4800,219,291,23856f50,33.91333,-117.877693,2020-01-14 11:48:05-08:00,01/14/2020,11:48:05,11:48 AM,Tuesday,POINT (-117.877693 33.91333)
100538,DAL89,4775,217,292,23856f50,33.915493,-117.883987,2020-01-14 11:48:11-08:00,01/14/2020,11:48:11,11:48 AM,Tuesday,POINT (-117.883987 33.915493)
100539,DAL89,4750,208,292,23856f50,33.919052,-117.894066,2020-01-14 11:48:21-08:00,01/14/2020,11:48:21,11:48 AM,Tuesday,POINT (-117.894066 33.919052)
100540,DAL89,4750,205,292,23856f50,33.92136,-117.900528,2020-01-14 11:48:27-08:00,01/14/2020,11:48:27,11:48 AM,Tuesday,POINT (-117.900528 33.92136)
100541,DAL89,4750,203,293,23856f50,33.923492,-117.906616,2020-01-14 11:48:33-08:00,01/14/2020,11:48:33,11:48 AM,Tuesday,POINT (-117.906616 33.923492)
100542,DAL89,4700,201,292,23856f50,33.925735,-117.913055,2020-01-14 11:48:39-08:00,01/14/2020,11:48:39,11:48 AM,Tuesday,POINT (-117.913055 33.925735)
100543,DAL89,4525,196,292,23856f50,33.929672,-117.924667,2020-01-14 11:48:50-08:00,01/14/2020,11:48:50,11:48 AM,Tuesday,POINT (-117.924667 33.929672)
100544,DAL89,4450,193,292,23856f50,33.931915,-117.931229,2020-01-14 11:48:56-08:00,01/14/2020,11:48:56,11:48 AM,Tuesday,POINT (-117.931229 33.931915)
100545,DAL89,4425,190,292,23856f50,33.933746,-117.936554,2020-01-14 11:49:02-08:00,01/14/2020,11:49:02,11:49 AM,Tuesday,POINT (-117.936554 33.933746)
100546,DAL89,4350,184,292,23856f50,33.935883,-117.942696,2020-01-14 11:49:09-08:00,01/14/2020,11:49:09,11:49 AM,Tuesday,POINT (-117.942696 33.935883)
100547,DAL89,4200,177,292,23856f50,33.939888,-117.954086,2020-01-14 11:49:21-08:00,01/14/2020,11:49:21,11:49 AM,Tuesday,POINT (-117.954086 33.939888)
100548,DAL89,4000,173,291,23856f50,33.943516,-117.964844,2020-01-14 11:49:33-08:00,01/14/2020,11:49:33,11:49 AM,Tuesday,POINT (-117.964844 33.943516)
100549,DAL89,3750,172,291,23856f50,33.946869,-117.975311,2020-01-14 11:49:45-08:00,01/14/2020,11:49:45,11:49 AM,Tuesday,POINT (-117.975311 33.946869)
100550,DAL89,3600,174,290,23856f50,33.948639,-117.980804,2020-01-14 11:49:51-08:00,01/14/2020,11:49:51,11:49 AM,Tuesday,POINT (-117.980804 33.948639)
100551,DAL89,3450,175,291,23856f50,33.950359,-117.986183,2020-01-14 11:49:57-08:00,01/14/2020,11:49:57,11:49 AM,Tuesday,POINT (-117.986183 33.950359)
100552,DAL89,3150,176,291,23856f50,33.954071,-117.99765,2020-01-14 11:50:09-08:00,01/14/2020,11:50:09,11:50 AM,Tuesday,POINT (-117.99765 33.954071)
100553,DAL89,3000,176,291,23856f50,33.955948,-118.003197,2020-01-14 11:50:15-08:00,01/14/2020,11:50:15,11:50 AM,Tuesday,POINT (-118.003197 33.955948)
100554,DAL89,2875,178,292,23856f50,33.957764,-118.008438,2020-01-14 11:50:21-08:00,01/14/2020,11:50:21,11:50 AM,Tuesday,POINT (-118.008438 33.957764)
100555,DAL89,2725,178,292,23856f50,33.959793,-118.014183,2020-01-14 11:50:27-08:00,01/14/2020,11:50:27,11:50 AM,Tuesday,POINT (-118.014183 33.959793)
100556,DAL89,2500,179,292,23856f50,33.963226,-118.024162,2020-01-14 11:50:38-08:00,01/14/2020,11:50:38,11:50 AM,Tuesday,POINT (-118.024162 33.963226)
100557,DAL89,2400,177,292,23856f50,33.965397,-118.030533,2020-01-14 11:50:45-08:00,01/14/2020,11:50:45,11:50 AM,Tuesday,POINT (-118.030533 33.965397)
100558,DAL89,2400,176,293,23856f50,33.9673,-118.035934,2020-01-14 11:50:51-08:00,01/14/2020,11:50:51,11:50 AM,Tuesday,POINT (-118.035934 33.9673)
100559,DAL89,2375,177,293,23856f50,33.969315,-118.041313,2020-01-14 11:50:57-08:00,01/14/2020,11:50:57,11:50 AM,Tuesday,POINT (-118.041313 33.969315)
100560,DAL89,2375,178,277,23856f50,33.971542,-118.052788,2020-01-14 11:51:09-08:00,01/14/2020,11:51:09,11:51 AM,Tuesday,POINT (-118.052788 33.971542)
100561,DAL89,2375,179,270,23856f50,33.971741,-118.059135,2020-01-14 11:51:15-08:00,01/14/2020,11:51:15,11:51 AM,Tuesday,POINT (-118.059135 33.971741)
100562,DAL89,2375,178,266,23856f50,33.97142,-118.067879,2020-01-14 11:51:25-08:00,01/14/2020,11:51:25,11:51 AM,Tuesday,POINT (-118.067879 33.97142)
100563,DAL89,2375,179,263,23856f50,33.970779,-118.075562,2020-01-14 11:51:33-08:00,01/14/2020,11:51:33,11:51 AM,Tuesday,POINT (-118.075562 33.970779)
100564,DAL89,2375,178,262,23856f50,33.969681,-118.085747,2020-01-14 11:51:43-08:00,01/14/2020,11:51:43,11:51 AM,Tuesday,POINT (-118.085747 33.969681)
100565,DAL89,2375,178,263,23856f50,33.968517,-118.097366,2020-01-14 11:51:54-08:00,01/14/2020,11:51:54,11:51 AM,Tuesday,POINT (-118.097366 33.968517)
100566,DAL89,2375,179,262,23856f50,33.967941,-118.103249,2020-01-14 11:52:00-08:00,01/14/2020,11:52:00,11:52 AM,Tuesday,POINT (-118.103249 33.967941)
100567,DAL89,2375,178,262,23856f50,33.967304,-118.109207,2020-01-14 11:52:06-08:00,01/14/2020,11:52:06,11:52 AM,Tuesday,POINT (-118.109207 33.967304)
100568,DAL89,2375,178,262,23856f50,33.96666,-118.115524,2020-01-14 11:52:13-08:00,01/14/2020,11:52:13,11:52 AM,Tuesday,POINT (-118.115524 33.96666)
100569,DAL89,2375,178,262,23856f50,33.965469,-118.127014,2020-01-14 11:52:25-08:00,01/14/2020,11:52:25,11:52 AM,Tuesday,POINT (-118.127014 33.965469)
100570,DAL89,2375,178,262,23856f50,33.964828,-118.133018,2020-01-14 11:52:31-08:00,01/14/2020,11:52:31,11:52 AM,Tuesday,POINT (-118.133018 33.964828)
100571,DAL89,2375,177,263,23856f50,33.963547,-118.144676,2020-01-14 11:52:43-08:00,01/14/2020,11:52:43,11:52 AM,Tuesday,POINT (-118.144676 33.963547)
100572,DAL89,2375,177,263,23856f50,33.962997,-118.150955,2020-01-14 11:52:49-08:00,01/14/2020,11:52:49,11:52 AM,Tuesday,POINT (-118.150955 33.962997)
100573,DAL89,2375,177,263,23856f50,33.962463,-118.1567,2020-01-14 11:52:55-08:00,01/14/2020,11:52:55,11:52 AM,Tuesday,POINT (-118.1567 33.962463)
100574,DAL89,2375,177,262,23856f50,33.961346,-118.168259,2020-01-14 11:53:06-08:00,01/14/2020,11:53:06,11:53 AM,Tuesday,POINT (-118.168259 33.961346)
100575,DAL89,2375,177,263,23856f50,33.960754,-118.174271,2020-01-14 11:53:12-08:00,01/14/2020,11:53:12,11:53 AM,Tuesday,POINT (-118.174271 33.960754)
100576,DAL89,2375,178,263,23856f50,33.960182,-118.180046,2020-01-14 11:53:19-08:00,01/14/2020,11:53:19,11:53 AM,Tuesday,POINT (-118.180046 33.960182)
100577,DAL89,2375,178,263,23856f50,33.959518,-118.186493,2020-01-14 11:53:25-08:00,01/14/2020,11:53:25,11:53 AM,Tuesday,POINT (-118.186493 33.959518)
100578,DAL89,2375,176,262,23856f50,33.958466,-118.197083,2020-01-14 11:53:36-08:00,01/14/2020,11:53:36,11:53 AM,Tuesday,POINT (-118.197083 33.958466)
100579,DAL89,2375,177,263,23856f50,33.957825,-118.203812,2020-01-14 11:53:42-08:00,01/14/2020,11:53:42,11:53 AM,Tuesday,POINT (-118.203812 33.957825)
100580,DAL89,2375,177,263,23856f50,33.957203,-118.209801,2020-01-14 11:53:49-08:00,01/14/2020,11:53:49,11:53 AM,Tuesday,POINT (-118.209801 33.957203)
100581,DAL89,2375,177,262,23856f50,33.955994,-118.221756,2020-01-14 11:54:01-08:00,01/14/2020,11:54:01,11:54 AM,Tuesday,POINT (-118.221756 33.955994)
100582,DAL89,2350,177,262,23856f50,33.954758,-118.233459,2020-01-14 11:54:12-08:00,01/14/2020,11:54:12,11:54 AM,Tuesday,POINT (-118.233459 33.954758)
100583,DAL89,2300,176,263,23856f50,33.954178,-118.238983,2020-01-14 11:54:18-08:00,01/14/2020,11:54:18,11:54 AM,Tuesday,POINT (-118.238983 33.954178)
100584,DAL89,2200,175,263,23856f50,33.953621,-118.244705,2020-01-14 11:54:24-08:00,01/14/2020,11:54:24,11:54 AM,Tuesday,POINT (-118.244705 33.953621)
100585,DAL89,2100,172,263,23856f50,33.953064,-118.250671,2020-01-14 11:54:30-08:00,01/14/2020,11:54:30,11:54 AM,Tuesday,POINT (-118.250671 33.953064)
100586,DAL89,2025,171,263,23856f50,33.952457,-118.256493,2020-01-14 11:54:37-08:00,01/14/2020,11:54:37,11:54 AM,Tuesday,POINT (-118.256493 33.952457)
100587,DAL89,1825,172,262,23856f50,33.951324,-118.267708,2020-01-14 11:54:49-08:00,01/14/2020,11:54:49,11:54 AM,Tuesday,POINT (-118.267708 33.951324)
100588,DAL89,1625,171,262,23856f50,33.950089,-118.279259,2020-01-14 11:55:01-08:00,01/14/2020,11:55:01,11:55 AM,Tuesday,POINT (-118.279259 33.950089)
100589,DAL89,1525,170,263,23856f50,33.949539,-118.284973,2020-01-14 11:55:07-08:00,01/14/2020,11:55:07,11:55 AM,Tuesday,POINT (-118.284973 33.949539)
100590,DAL89,1450,169,263,23856f50,33.949059,-118.289963,2020-01-14 11:55:13-08:00,01/14/2020,11:55:13,11:55 AM,Tuesday,POINT (-118.289963 33.949059)
100591,DAL89,1275,169,262,23856f50,33.947891,-118.301682,2020-01-14 11:55:25-08:00,01/14/2020,11:55:25,11:55 AM,Tuesday,POINT (-118.301682 33.947891)
