"STATION","NAME","DATE","TMAX","TMIN"
"MXN00009002","AJUSCO, MX","1961-03-24",,
"MXN00009002","AJUSCO, MX","1961-03-25",,
"MXN00009002","AJUSCO, MX","1961-03-26",,
"MXN00009002","AJUSCO, MX","1961-03-27",,
"MXN00009002","AJUSCO, MX","1961-03-28",,
"MXN00009002","AJUSCO, MX","1961-03-29",,
"MXN00009002","AJUSCO, MX","1961-03-30",,
"MXN00009002","AJUSCO, MX","1961-03-31",,
"MXN00009002","AJUSCO, MX","1961-04-01",,
"MXN00009002","AJUSCO, MX","1961-04-02",,
"MXN00009002","AJUSCO, MX","1961-04-03",,
"MXN00009002","AJUSCO, MX","1961-04-04",,
"MXN00009002","AJUSCO, MX","1961-04-05",,
"MXN00009002","AJUSCO, MX","1961-04-06",,
"MXN00009002","AJUSCO, MX","1961-04-07",,
"MXN00009002","AJUSCO, MX","1961-04-08",,
"MXN00009002","AJUSCO, MX","1961-04-09",,
"MXN00009002","AJUSCO, MX","1961-04-10",,
"MXN00009002","AJUSCO, MX","1961-04-11",,
"MXN00009002","AJUSCO, MX","1961-04-12",,
"MXN00009002","AJUSCO, MX","1961-04-13",,
"MXN00009002","AJUSCO, MX","1961-04-14",,
"MXN00009002","AJUSCO, MX","1961-04-15",,
"MXN00009002","AJUSCO, MX","1961-04-16",,
"MXN00009002","AJUSCO, MX","1961-04-17",,
"MXN00009002","AJUSCO, MX","1961-04-18",,
"MXN00009002","AJUSCO, MX","1961-04-19",,
"MXN00009002","AJUSCO, MX","1961-04-20",,
"MXN00009002","AJUSCO, MX","1961-04-21",,
"MXN00009002","AJUSCO, MX","1961-04-22",,
"MXN00009002","AJUSCO, MX","1961-04-23",,
"MXN00009002","AJUSCO, MX","1961-04-24",,
"MXN00009002","AJUSCO, MX","1961-04-25",,
"MXN00009002","AJUSCO, MX","1961-04-26",,
"MXN00009002","AJUSCO, MX","1961-04-27",,
"MXN00009002","AJUSCO, MX","1961-04-28",,
"MXN00009002","AJUSCO, MX","1961-04-29",,
"MXN00009002","AJUSCO, MX","1961-04-30",,
"MXN00009002","AJUSCO, MX","1961-05-01",,
"MXN00009002","AJUSCO, MX","1961-05-02",,
"MXN00009002","AJUSCO, MX","1961-05-03",,
"MXN00009002","AJUSCO, MX","1961-05-04",,
"MXN00009002","AJUSCO, MX","1961-05-05",,
"MXN00009002","AJUSCO, MX","1961-05-06",,
"MXN00009002","AJUSCO, MX","1961-05-07",,
"MXN00009002","AJUSCO, MX","1961-05-08",,
"MXN00009002","AJUSCO, MX","1961-05-09",,
"MXN00009002","AJUSCO, MX","1961-05-10",,
"MXN00009002","AJUSCO, MX","1961-05-11",,
"MXN00009002","AJUSCO, MX","1961-05-12",,
"MXN00009002","AJUSCO, MX","1961-05-13",,
"MXN00009002","AJUSCO, MX","1961-05-14",,
"MXN00009002","AJUSCO, MX","1961-05-15",,
"MXN00009002","AJUSCO, MX","1961-05-16",,
"MXN00009002","AJUSCO, MX","1961-05-17",,
"MXN00009002","AJUSCO, MX","1961-05-18",,
"MXN00009002","AJUSCO, MX","1961-05-19",,
"MXN00009002","AJUSCO, MX","1961-05-20",,
"MXN00009002","AJUSCO, MX","1961-05-21",,
"MXN00009002","AJUSCO, MX","1961-05-22",,
"MXN00009002","AJUSCO, MX","1961-05-23",,
"MXN00009002","AJUSCO, MX","1961-05-24",,
"MXN00009002","AJUSCO, MX","1961-05-25",,
"MXN00009002","AJUSCO, MX","1961-05-26",,
"MXN00009002","AJUSCO, MX","1961-05-27",,
"MXN00009002","AJUSCO, MX","1961-05-28",,
"MXN00009002","AJUSCO, MX","1961-05-29",,
"MXN00009002","AJUSCO, MX","1961-05-30",,
"MXN00009002","AJUSCO, MX","1961-05-31",,
"MXN00009002","AJUSCO, MX","1961-06-01",,
"MXN00009002","AJUSCO, MX","1961-06-02",,
"MXN00009002","AJUSCO, MX","1961-06-03",,
"MXN00009002","AJUSCO, MX","1961-06-04",,
"MXN00009002","AJUSCO, MX","1961-06-05",,
"MXN00009002","AJUSCO, MX","1961-06-06",,
"MXN00009002","AJUSCO, MX","1961-06-07",,
"MXN00009002","AJUSCO, MX","1961-06-08",,
"MXN00009002","AJUSCO, MX","1961-06-09",,
"MXN00009002","AJUSCO, MX","1961-06-10",,
"MXN00009002","AJUSCO, MX","1961-06-11",,
"MXN00009002","AJUSCO, MX","1961-06-12",,
"MXN00009002","AJUSCO, MX","1961-06-13",,
"MXN00009002","AJUSCO, MX","1961-06-14",,
"MXN00009002","AJUSCO, MX","1961-06-15",,
"MXN00009002","AJUSCO, MX","1961-06-16",,
"MXN00009002","AJUSCO, MX","1961-06-17",,
"MXN00009002","AJUSCO, MX","1961-06-18",,
"MXN00009002","AJUSCO, MX","1961-06-19",,
"MXN00009002","AJUSCO, MX","1961-06-20",,
"MXN00009002","AJUSCO, MX","1961-06-21",,
"MXN00009002","AJUSCO, MX","1961-06-22",,
"MXN00009002","AJUSCO, MX","1961-06-23",,
"MXN00009002","AJUSCO, MX","1961-06-24",,
"MXN00009002","AJUSCO, MX","1961-06-25",,
"MXN00009002","AJUSCO, MX","1961-06-26",,
"MXN00009002","AJUSCO, MX","1961-06-27",,
"MXN00009002","AJUSCO, MX","1961-06-28",,
"MXN00009002","AJUSCO, MX","1961-06-29",,
"MXN00009002","AJUSCO, MX","1961-06-30",,
"MXN00009002","AJUSCO, MX","1961-07-01",,
"MXN00009002","AJUSCO, MX","1961-07-02",,
"MXN00009002","AJUSCO, MX","1961-07-03",,
"MXN00009002","AJUSCO, MX","1961-07-04",,
"MXN00009002","AJUSCO, MX","1961-07-05",,
"MXN00009002","AJUSCO, MX","1961-07-06",,
"MXN00009002","AJUSCO, MX","1961-07-07",,
"MXN00009002","AJUSCO, MX","1961-07-08",,
"MXN00009002","AJUSCO, MX","1961-07-09",,
"MXN00009002","AJUSCO, MX","1961-07-10",,
"MXN00009002","AJUSCO, MX","1961-07-11",,
"MXN00009002","AJUSCO, MX","1961-07-12",,
"MXN00009002","AJUSCO, MX","1961-07-13",,
"MXN00009002","AJUSCO, MX","1961-07-14",,
"MXN00009002","AJUSCO, MX","1961-07-15",,
"MXN00009002","AJUSCO, MX","1961-07-16",,
"MXN00009002","AJUSCO, MX","1961-07-17",,
"MXN00009002","AJUSCO, MX","1961-07-18",,
"MXN00009002","AJUSCO, MX","1961-07-19",,
"MXN00009002","AJUSCO, MX","1961-07-20",,
"MXN00009002","AJUSCO, MX","1961-07-21",,
"MXN00009002","AJUSCO, MX","1961-07-22",,
"MXN00009002","AJUSCO, MX","1961-07-23",,
"MXN00009002","AJUSCO, MX","1961-07-24",,
"MXN00009002","AJUSCO, MX","1961-07-25",,
"MXN00009002","AJUSCO, MX","1961-07-26",,
"MXN00009002","AJUSCO, MX","1961-07-27",,
"MXN00009002","AJUSCO, MX","1961-07-28",,
"MXN00009002","AJUSCO, MX","1961-07-29",,
"MXN00009002","AJUSCO, MX","1961-07-30",,
"MXN00009002","AJUSCO, MX","1961-07-31",,
"MXN00009002","AJUSCO, MX","1961-08-01",,
"MXN00009002","AJUSCO, MX","1961-08-02",,
"MXN00009002","AJUSCO, MX","1961-08-03",,
"MXN00009002","AJUSCO, MX","1961-08-04",,
"MXN00009002","AJUSCO, MX","1961-08-05",,
"MXN00009002","AJUSCO, MX","1961-08-06",,
"MXN00009002","AJUSCO, MX","1961-08-07",,
"MXN00009002","AJUSCO, MX","1961-08-08",,
"MXN00009002","AJUSCO, MX","1961-08-09",,
"MXN00009002","AJUSCO, MX","1961-08-10",,
"MXN00009002","AJUSCO, MX","1961-08-11",,
"MXN00009002","AJUSCO, MX","1961-08-12",,
"MXN00009002","AJUSCO, MX","1961-08-13",,
"MXN00009002","AJUSCO, MX","1961-08-14",,
"MXN00009002","AJUSCO, MX","1961-08-15",,
"MXN00009002","AJUSCO, MX","1961-08-16",,
"MXN00009002","AJUSCO, MX","1961-08-17",,
"MXN00009002","AJUSCO, MX","1961-08-18",,
"MXN00009002","AJUSCO, MX","1961-08-19",,
"MXN00009002","AJUSCO, MX","1961-08-20",,
"MXN00009002","AJUSCO, MX","1961-08-21",,
"MXN00009002","AJUSCO, MX","1961-08-22",,
"MXN00009002","AJUSCO, MX","1961-08-23",,
"MXN00009002","AJUSCO, MX","1961-08-24",,
"MXN00009002","AJUSCO, MX","1961-08-25",,
"MXN00009002","AJUSCO, MX","1961-08-26",,
"MXN00009002","AJUSCO, MX","1961-08-27",,
"MXN00009002","AJUSCO, MX","1961-08-28",,
"MXN00009002","AJUSCO, MX","1961-08-29",,
"MXN00009002","AJUSCO, MX","1961-08-30",,
"MXN00009002","AJUSCO, MX","1961-08-31",,
"MXN00009002","AJUSCO, MX","1961-09-01",,
"MXN00009002","AJUSCO, MX","1961-09-02",,
"MXN00009002","AJUSCO, MX","1961-09-03",,
"MXN00009002","AJUSCO, MX","1961-09-04",,
"MXN00009002","AJUSCO, MX","1961-09-05",,
"MXN00009002","AJUSCO, MX","1961-09-06",,
"MXN00009002","AJUSCO, MX","1961-09-07",,
"MXN00009002","AJUSCO, MX","1961-09-08",,
"MXN00009002","AJUSCO, MX","1961-09-09",,
"MXN00009002","AJUSCO, MX","1961-09-10",,
"MXN00009002","AJUSCO, MX","1961-09-11",,
"MXN00009002","AJUSCO, MX","1961-09-12",,
"MXN00009002","AJUSCO, MX","1961-09-13",,
"MXN00009002","AJUSCO, MX","1961-09-14",,
"MXN00009002","AJUSCO, MX","1961-09-15",,
"MXN00009002","AJUSCO, MX","1961-09-16",,
"MXN00009002","AJUSCO, MX","1961-09-17",,
"MXN00009002","AJUSCO, MX","1961-09-18",,
"MXN00009002","AJUSCO, MX","1961-09-19",,
"MXN00009002","AJUSCO, MX","1961-09-20",,
"MXN00009002","AJUSCO, MX","1961-09-21",,
"MXN00009002","AJUSCO, MX","1961-09-22",,
"MXN00009002","AJUSCO, MX","1961-09-23",,
"MXN00009002","AJUSCO, MX","1961-09-24",,
"MXN00009002","AJUSCO, MX","1961-09-25",,
"MXN00009002","AJUSCO, MX","1961-09-26",,
"MXN00009002","AJUSCO, MX","1961-09-27",,
"MXN00009002","AJUSCO, MX","1961-09-28",,
"MXN00009002","AJUSCO, MX","1961-09-29",,
"MXN00009002","AJUSCO, MX","1961-09-30",,
"MXN00009002","AJUSCO, MX","1961-10-01",,
"MXN00009002","AJUSCO, MX","1961-10-02",,
"MXN00009002","AJUSCO, MX","1961-10-03",,
"MXN00009002","AJUSCO, MX","1961-10-04",,
"MXN00009002","AJUSCO, MX","1961-10-05",,
"MXN00009002","AJUSCO, MX","1961-10-06",,
"MXN00009002","AJUSCO, MX","1961-10-07",,
"MXN00009002","AJUSCO, MX","1961-10-08",,
"MXN00009002","AJUSCO, MX","1961-10-09",,
"MXN00009002","AJUSCO, MX","1961-10-10",,
"MXN00009002","AJUSCO, MX","1961-10-11",,
"MXN00009002","AJUSCO, MX","1961-10-12",,
"MXN00009002","AJUSCO, MX","1961-10-13",,
"MXN00009002","AJUSCO, MX","1961-10-14",,
"MXN00009002","AJUSCO, MX","1961-10-15",,
"MXN00009002","AJUSCO, MX","1961-10-16",,
"MXN00009002","AJUSCO, MX","1961-10-17",,
"MXN00009002","AJUSCO, MX","1961-10-18",,
"MXN00009002","AJUSCO, MX","1961-10-19",,
"MXN00009002","AJUSCO, MX","1961-10-20",,
"MXN00009002","AJUSCO, MX","1961-10-21",,
"MXN00009002","AJUSCO, MX","1961-10-22",,
"MXN00009002","AJUSCO, MX","1961-10-23",,
"MXN00009002","AJUSCO, MX","1961-10-24",,
"MXN00009002","AJUSCO, MX","1961-10-25",,
"MXN00009002","AJUSCO, MX","1961-10-26",,
"MXN00009002","AJUSCO, MX","1961-10-27",,
"MXN00009002","AJUSCO, MX","1961-10-28",,
"MXN00009002","AJUSCO, MX","1961-10-29",,
"MXN00009002","AJUSCO, MX","1961-10-30",,
"MXN00009002","AJUSCO, MX","1961-10-31",,
"MXN00009002","AJUSCO, MX","1961-11-01",,
"MXN00009002","AJUSCO, MX","1961-11-02",,
"MXN00009002","AJUSCO, MX","1961-11-03",,
"MXN00009002","AJUSCO, MX","1961-11-04",,
"MXN00009002","AJUSCO, MX","1961-11-05",,
"MXN00009002","AJUSCO, MX","1961-11-06",,
"MXN00009002","AJUSCO, MX","1961-11-07",,
"MXN00009002","AJUSCO, MX","1961-11-08",,
"MXN00009002","AJUSCO, MX","1961-11-09",,
"MXN00009002","AJUSCO, MX","1961-11-10",,
"MXN00009002","AJUSCO, MX","1961-11-11",,
"MXN00009002","AJUSCO, MX","1961-11-12",,
"MXN00009002","AJUSCO, MX","1961-11-13",,
"MXN00009002","AJUSCO, MX","1961-11-14",,
"MXN00009002","AJUSCO, MX","1961-11-15",,
"MXN00009002","AJUSCO, MX","1961-11-16",,
"MXN00009002","AJUSCO, MX","1961-11-17",,
"MXN00009002","AJUSCO, MX","1961-11-18",,
"MXN00009002","AJUSCO, MX","1961-11-19",,
"MXN00009002","AJUSCO, MX","1961-11-20",,
"MXN00009002","AJUSCO, MX","1961-11-21",,
"MXN00009002","AJUSCO, MX","1961-11-22",,
"MXN00009002","AJUSCO, MX","1961-11-23",,
"MXN00009002","AJUSCO, MX","1961-11-24",,
"MXN00009002","AJUSCO, MX","1961-11-25",,
"MXN00009002","AJUSCO, MX","1961-11-26",,
"MXN00009002","AJUSCO, MX","1961-11-27",,
"MXN00009002","AJUSCO, MX","1961-11-28",,
"MXN00009002","AJUSCO, MX","1961-11-29",,
"MXN00009002","AJUSCO, MX","1961-11-30",,
"MXN00009002","AJUSCO, MX","1961-12-01",,
"MXN00009002","AJUSCO, MX","1961-12-02",,
"MXN00009002","AJUSCO, MX","1961-12-03",,
"MXN00009002","AJUSCO, MX","1961-12-04",,
"MXN00009002","AJUSCO, MX","1961-12-05",,
"MXN00009002","AJUSCO, MX","1961-12-06",,
"MXN00009002","AJUSCO, MX","1961-12-07","53","37"
"MXN00009002","AJUSCO, MX","1961-12-08","58","45"
"MXN00009002","AJUSCO, MX","1961-12-09","54","48"
"MXN00009002","AJUSCO, MX","1961-12-10","56","48"
"MXN00009002","AJUSCO, MX","1961-12-11","68","46"
"MXN00009002","AJUSCO, MX","1961-12-12","70","48"
"MXN00009002","AJUSCO, MX","1961-12-13","55","48"
"MXN00009002","AJUSCO, MX","1961-12-14","51","47"
"MXN00009002","AJUSCO, MX","1961-12-15","66","43"
"MXN00009002","AJUSCO, MX","1961-12-16","65","55"
"MXN00009002","AJUSCO, MX","1961-12-17","57","48"
"MXN00009002","AJUSCO, MX","1961-12-18","60","43"
"MXN00009002","AJUSCO, MX","1961-12-19","65","49"
"MXN00009002","AJUSCO, MX","1961-12-20","68","49"
"MXN00009002","AJUSCO, MX","1961-12-21","65","46"
"MXN00009002","AJUSCO, MX","1961-12-22","57","46"
"MXN00009002","AJUSCO, MX","1961-12-23","61","49"
"MXN00009002","AJUSCO, MX","1961-12-24","64","52"
"MXN00009002","AJUSCO, MX","1961-12-25","58","51"
"MXN00009002","AJUSCO, MX","1961-12-26","63","54"
"MXN00009002","AJUSCO, MX","1961-12-27","63","48"
"MXN00009002","AJUSCO, MX","1961-12-28","58","48"
"MXN00009002","AJUSCO, MX","1961-12-29","60","47"
"MXN00009002","AJUSCO, MX","1961-12-30","53","50"
"MXN00009002","AJUSCO, MX","1961-12-31","55","49"
"MXN00009002","AJUSCO, MX","1962-01-01",,
"MXN00009002","AJUSCO, MX","1962-01-02",,
"MXN00009002","AJUSCO, MX","1962-01-03",,
"MXN00009002","AJUSCO, MX","1962-01-04",,
"MXN00009002","AJUSCO, MX","1962-01-05",,
"MXN00009002","AJUSCO, MX","1962-01-06",,
"MXN00009002","AJUSCO, MX","1962-01-07",,
"MXN00009002","AJUSCO, MX","1962-01-08",,
"MXN00009002","AJUSCO, MX","1962-01-09",,
"MXN00009002","AJUSCO, MX","1962-01-10",,
"MXN00009002","AJUSCO, MX","1962-01-11",,
"MXN00009002","AJUSCO, MX","1962-01-12",,
"MXN00009002","AJUSCO, MX","1962-01-13",,
"MXN00009002","AJUSCO, MX","1962-01-14",,
"MXN00009002","AJUSCO, MX","1962-01-15",,
"MXN00009002","AJUSCO, MX","1962-01-16",,
"MXN00009002","AJUSCO, MX","1962-01-17",,
"MXN00009002","AJUSCO, MX","1962-01-18",,
"MXN00009002","AJUSCO, MX","1962-01-19",,
"MXN00009002","AJUSCO, MX","1962-01-20",,
"MXN00009002","AJUSCO, MX","1962-01-21",,
"MXN00009002","AJUSCO, MX","1962-01-22",,
"MXN00009002","AJUSCO, MX","1962-01-23",,
"MXN00009002","AJUSCO, MX","1962-01-24",,
"MXN00009002","AJUSCO, MX","1962-01-25",,
"MXN00009002","AJUSCO, MX","1962-01-26",,
"MXN00009002","AJUSCO, MX","1962-01-27",,
"MXN00009002","AJUSCO, MX","1962-01-28",,
"MXN00009002","AJUSCO, MX","1962-01-29",,
"MXN00009002","AJUSCO, MX","1962-01-30",,
"MXN00009002","AJUSCO, MX","1962-01-31",,
"MXN00009002","AJUSCO, MX","1962-02-01",,
"MXN00009002","AJUSCO, MX","1962-02-02",,
"MXN00009002","AJUSCO, MX","1962-02-03",,
"MXN00009002","AJUSCO, MX","1962-02-04",,
"MXN00009002","AJUSCO, MX","1962-02-05",,
"MXN00009002","AJUSCO, MX","1962-02-06",,
"MXN00009002","AJUSCO, MX","1962-02-07",,
"MXN00009002","AJUSCO, MX","1962-02-08",,
"MXN00009002","AJUSCO, MX","1962-02-09",,
"MXN00009002","AJUSCO, MX","1962-02-10",,
"MXN00009002","AJUSCO, MX","1962-02-11",,
"MXN00009002","AJUSCO, MX","1962-02-12",,
"MXN00009002","AJUSCO, MX","1962-02-13",,
"MXN00009002","AJUSCO, MX","1962-02-14",,
"MXN00009002","AJUSCO, MX","1962-02-15",,
"MXN00009002","AJUSCO, MX","1962-02-16",,
"MXN00009002","AJUSCO, MX","1962-02-17",,
"MXN00009002","AJUSCO, MX","1962-02-18",,
"MXN00009002","AJUSCO, MX","1962-02-19",,
"MXN00009002","AJUSCO, MX","1962-02-20",,
"MXN00009002","AJUSCO, MX","1962-02-21",,
"MXN00009002","AJUSCO, MX","1962-02-22",,
"MXN00009002","AJUSCO, MX","1962-02-23",,
"MXN00009002","AJUSCO, MX","1962-02-24",,
"MXN00009002","AJUSCO, MX","1962-02-25",,
"MXN00009002","AJUSCO, MX","1962-02-26",,
"MXN00009002","AJUSCO, MX","1962-02-27",,
"MXN00009002","AJUSCO, MX","1962-02-28",,
"MXN00009002","AJUSCO, MX","1962-03-01",,
"MXN00009002","AJUSCO, MX","1962-03-02",,
"MXN00009002","AJUSCO, MX","1962-03-03",,
"MXN00009002","AJUSCO, MX","1962-03-04",,
"MXN00009002","AJUSCO, MX","1962-03-05",,
"MXN00009002","AJUSCO, MX","1962-03-06",,
"MXN00009002","AJUSCO, MX","1962-03-07",,
"MXN00009002","AJUSCO, MX","1962-03-08",,
"MXN00009002","AJUSCO, MX","1962-03-09",,
"MXN00009002","AJUSCO, MX","1962-03-10",,
"MXN00009002","AJUSCO, MX","1962-03-11",,
"MXN00009002","AJUSCO, MX","1962-03-12",,
"MXN00009002","AJUSCO, MX","1962-03-13",,
"MXN00009002","AJUSCO, MX","1962-03-14",,
"MXN00009002","AJUSCO, MX","1962-03-15",,
"MXN00009002","AJUSCO, MX","1962-03-16",,
"MXN00009002","AJUSCO, MX","1962-03-17",,
"MXN00009002","AJUSCO, MX","1962-03-18",,
"MXN00009002","AJUSCO, MX","1962-03-19",,
"MXN00009002","AJUSCO, MX","1962-03-20",,
"MXN00009002","AJUSCO, MX","1962-03-21",,
"MXN00009002","AJUSCO, MX","1962-03-22",,
"MXN00009002","AJUSCO, MX","1962-03-23",,
"MXN00009002","AJUSCO, MX","1962-03-24",,
"MXN00009002","AJUSCO, MX","1962-03-25",,
"MXN00009002","AJUSCO, MX","1962-03-26",,
"MXN00009002","AJUSCO, MX","1962-03-27",,
"MXN00009002","AJUSCO, MX","1962-03-28",,
"MXN00009002","AJUSCO, MX","1962-03-29",,
"MXN00009002","AJUSCO, MX","1962-03-30",,
"MXN00009002","AJUSCO, MX","1962-03-31",,
"MXN00009002","AJUSCO, MX","1962-04-01","54","50"
"MXN00009002","AJUSCO, MX","1962-04-02","54","46"
"MXN00009002","AJUSCO, MX","1962-04-03","58","46"
"MXN00009002","AJUSCO, MX","1962-04-04","67","47"
"MXN00009002","AJUSCO, MX","1962-04-05","65","48"
"MXN00009002","AJUSCO, MX","1962-04-06","69","53"
"MXN00009002","AJUSCO, MX","1962-04-07","66","53"
"MXN00009002","AJUSCO, MX","1962-04-08","62","48"
"MXN00009002","AJUSCO, MX","1962-04-09","66","52"
"MXN00009002","AJUSCO, MX","1962-04-10","70","57"
"MXN00009002","AJUSCO, MX","1962-04-11","63","50"
"MXN00009002","AJUSCO, MX","1962-04-12","63","50"
"MXN00009002","AJUSCO, MX","1962-04-13","57","47"
"MXN00009002","AJUSCO, MX","1962-04-14","59","44"
"MXN00009002","AJUSCO, MX","1962-04-15","64","46"
"MXN00009002","AJUSCO, MX","1962-04-16","60","48"
"MXN00009002","AJUSCO, MX","1962-04-17","64","50"
"MXN00009002","AJUSCO, MX","1962-04-18","71","47"
"MXN00009002","AJUSCO, MX","1962-04-19","68","57"
"MXN00009002","AJUSCO, MX","1962-04-20","71","53"
"MXN00009002","AJUSCO, MX","1962-04-21","66","58"
"MXN00009002","AJUSCO, MX","1962-04-22","67","50"
"MXN00009002","AJUSCO, MX","1962-04-23","65","53"
"MXN00009002","AJUSCO, MX","1962-04-24","65","50"
"MXN00009002","AJUSCO, MX","1962-04-25","58","53"
"MXN00009002","AJUSCO, MX","1962-04-26","57","48"
"MXN00009002","AJUSCO, MX","1962-04-27","61","50"
"MXN00009002","AJUSCO, MX","1962-04-28","57","50"
"MXN00009002","AJUSCO, MX","1962-04-29","54","50"
"MXN00009002","AJUSCO, MX","1962-04-30","60","49"
"MXN00009002","AJUSCO, MX","1962-05-01","65","52"
"MXN00009002","AJUSCO, MX","1962-05-02","66","50"
"MXN00009002","AJUSCO, MX","1962-05-03","60","50"
"MXN00009002","AJUSCO, MX","1962-05-04","65","49"
"MXN00009002","AJUSCO, MX","1962-05-05","58","52"
"MXN00009002","AJUSCO, MX","1962-05-06","60","50"
"MXN00009002","AJUSCO, MX","1962-05-07","62","49"
"MXN00009002","AJUSCO, MX","1962-05-08","65","53"
"MXN00009002","AJUSCO, MX","1962-05-09","56","50"
"MXN00009002","AJUSCO, MX","1962-05-10","58","49"
"MXN00009002","AJUSCO, MX","1962-05-11","61","50"
"MXN00009002","AJUSCO, MX","1962-05-12","58","50"
"MXN00009002","AJUSCO, MX","1962-05-13","64","52"
"MXN00009002","AJUSCO, MX","1962-05-14","64","50"
"MXN00009002","AJUSCO, MX","1962-05-15","67","49"
"MXN00009002","AJUSCO, MX","1962-05-16","64","48"
"MXN00009002","AJUSCO, MX","1962-05-17","68","50"
"MXN00009002","AJUSCO, MX","1962-05-18","66","53"
"MXN00009002","AJUSCO, MX","1962-05-19","68","50"
"MXN00009002","AJUSCO, MX","1962-05-20","68","53"
"MXN00009002","AJUSCO, MX","1962-05-21","67","55"
"MXN00009002","AJUSCO, MX","1962-05-22","68","54"
"MXN00009002","AJUSCO, MX","1962-05-23","71","55"
