year,month,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,first_unit_of_measure,second_quantity,second_unit_of_measure,us_dollar
2021,12,39191099,39,Plastics and articles thereof,3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",千克,0,?,24110
2021,12,39199090,39,Plastics and articles thereof,3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",千克,0,?,43372
2021,12,39204300,39,Plastics and articles thereof,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",千克,0,?,4860
2021,12,39206100,39,Plastics and articles thereof,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",千克,0,?,1434
2021,12,39211990,39,Plastics and articles thereof,3921,"Plastic plates, sheets, film, foil and strip n.e.c. in chapter 39",千克,0,?,50
2021,12,39229000,39,Plastics and articles thereof,3922,"Sanitary ware; baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and sanitary ware, of plastics",千克,0,?,23642
2021,12,39231000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,67970
2021,12,39232900,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,520
2021,12,39233000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,84443
2021,12,39235000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,120
2021,12,39239000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,100992
2021,12,39241000,39,Plastics and articles thereof,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",千克,0,?,64750
2021,12,39249000,39,Plastics and articles thereof,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",千克,0,?,65756
2021,12,39261000,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,60968
2021,12,39262090,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,22399
2021,12,39264000,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,745972
2021,12,39269010,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,37120
2021,12,39269090,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,334365
2021,12,40115000,40,Rubber and articles thereof,4011,"New pneumatic tyres, of rubber",千克,19200,条,158592
2021,12,40161010,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,13
2021,12,40161090,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,20492
2021,12,40169100,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,45326
2021,12,40169200,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,10
2021,12,40169990,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,17395
2021,12,40132000,40,Rubber and articles thereof,4013,"Inner tubes, of rubber",千克,5000,条,41350
2021,12,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",千克,0,?,39566
2021,12,42021290,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,27287,个,169745
2021,12,42022200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,3638,个,120420
2021,12,42022900,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,15014,个,14942
2021,12,42023100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,21445,个,23218
2021,12,42023200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,28218,个,75767
2021,12,42029100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,3,个,39
2021,12,42029200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,44654,个,503208
2021,12,42033010,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4203,"Articles of apparel and clothing accessories, of leather or of composition leather",千克,0,?,19907
2021,12,42050090,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4205,Leather or composition leather articles n.e.c. in chapter 42,千克,0,?,19962
2021,12,44209090,44,Wood and articles of wood; wood charcoal,4420,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles of wood; statuettes and other ornaments of wood; wooden articles of furniture not falling in chapter 94",千克,0,?,15025
2021,12,44111329,44,Wood and articles of wood; wood charcoal,4411,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",千克,0,?,198968
2021,12,44187500,44,Wood and articles of wood; wood charcoal,4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",千克,0,?,149592
2021,12,44187900,44,Wood and articles of wood; wood charcoal,4418,"Builders' joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",千克,0,?,399423
2021,12,44199090,44,Wood and articles of wood; wood charcoal,4419,"Tableware and kitchenware, of wood",千克,0,?,130520
2021,12,48114100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",千克,0,?,55079
2021,12,48119000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",千克,0,?,24237
2021,12,48162000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4816,"Carbon paper, self-copy paper and other copying or transfer papers, (other than those of heading no. 4809), duplicator stencils and offset plates, of paper whether or not put up in boxes",千克,0,?,159748
2021,12,48181000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",千克,0,?,29
2021,12,48185000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",千克,0,?,3
2021,12,48191000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,56158
2021,12,48192000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,1120
2021,12,48194000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,195347
2021,12,48195000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,199801
2021,12,48201000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,19440
2021,12,48209000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,90
2021,12,48211000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4821,"Paper or paperboard labels of all kinds, whether or not printed",千克,0,?,20321
2021,12,48236100,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,29
2021,12,48236990,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,43
2021,12,48239090,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,33057
2021,12,48059300,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",千克,0,?,199720
2021,12,48173000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper stationery",千克,0,?,224
2021,12,49119100,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,12400
2021,12,49090090,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",千克,0,?,3780
2021,12,56012100,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps",千克,0,?,16320
2021,12,56081900,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",千克,0,?,7920
2021,12,56090000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5609,"Articles of yarn, strip or the like of heading no. 5404 or 5405; twine, cordage, rope or cables n.e.c. or included",千克,0,?,17655
2021,12,56041000,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5604,"Rubber thread and cord, textile covered; textile yarn and strip and the like of heading no. 5404, 5405; impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,18239
2021,12,57050020,57,Carpets and other textile floor coverings,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",千克,16,平方米,393
2021,12,57011000,57,Carpets and other textile floor coverings,5701,"Carpets and other textile floor coverings; knotted, whether or not made up",千克,4,平方米,55
2021,12,58061090,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",千克,0,?,9769
2021,12,58062000,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",千克,0,?,17653
2021,12,58109100,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5810,"Embroidery; in the piece, in strips or in motifs",千克,0,?,19584
2021,12,61034200,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,240,千克,1370
2021,12,61034300,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,3310,千克,39145
2021,12,61042300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",套,842,千克,15549
2021,12,61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,987,千克,14534
2021,12,61044100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,6,千克,1282
2021,12,61044200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,332,千克,1836
2021,12,61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,709,千克,21646
2021,12,61045200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,17,千克,234
2021,12,61045300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,1371,千克,24534
2021,12,61046100,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,3,千克,743
2021,12,61046200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,1600,千克,15988
2021,12,61046300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",条,114,千克,1060
2021,12,61062000,61,Apparel and clothing accessories; knitted or crocheted,6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",件,195,千克,11716
2021,12,61071100,61,Apparel and clothing accessories; knitted or crocheted,6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",件,866,千克,2330
2021,12,61072100,61,Apparel and clothing accessories; knitted or crocheted,6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",件,39907,千克,239431
2021,12,61082100,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,3637,千克,25336
2021,12,61089100,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,20,千克,270
2021,12,61089200,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,2623,千克,56645
2021,12,61091000,61,Apparel and clothing accessories; knitted or crocheted,6109,"T-shirts, singlets and other vests; knitted or crocheted",件,1355,千克,6351
2021,12,61099090,61,Apparel and clothing accessories; knitted or crocheted,6109,"T-shirts, singlets and other vests; knitted or crocheted",件,800,千克,9311
2021,12,61101100,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,77,千克,12258
2021,12,61101200,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,139,千克,31491
2021,12,61102000,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,740,千克,19751
2021,12,61103000,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,5032,千克,177778
2021,12,61124100,61,Apparel and clothing accessories; knitted or crocheted,6112,"Track suits, ski suits and swimwear; knitted or crocheted",件,1721,千克,14395
2021,12,61142000,61,Apparel and clothing accessories; knitted or crocheted,6114,"Garments; knitted or crocheted, n.e.c. in chapter 61",件,12440,千克,114512
2021,12,61143000,61,Apparel and clothing accessories; knitted or crocheted,6114,"Garments; knitted or crocheted, n.e.c. in chapter 61",件,5918,千克,183480
2021,12,61159500,61,Apparel and clothing accessories; knitted or crocheted,6115,"Hosiery; panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",双,2799,千克,21298
2021,12,61171090,61,Apparel and clothing accessories; knitted or crocheted,6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",条,2140,千克,17308
2021,12,61178010,61,Apparel and clothing accessories; knitted or crocheted,6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",千克,1,条,10
2021,12,61178090,61,Apparel and clothing accessories; knitted or crocheted,6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",千克,0,?,18462
2021,12,62033300,62,Apparel and clothing accessories; not knitted or crocheted,6203,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear); men's or boys' (not knitted or crocheted)",件,1196,千克,42497
2021,12,62034290,62,Apparel and clothing accessories; not knitted or crocheted,6203,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear); men's or boys' (not knitted or crocheted)",条,290,千克,1458
2021,12,62042300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",套,1995,千克,77876
2021,12,62043200,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,3159,千克,24180
2021,12,62043300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,2509,千克,149477
2021,12,62044200,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,5732,千克,161733
2021,12,62044300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,18688,千克,511779
2021,12,62044400,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,1495,千克,51800
2021,12,62045300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,1266,千克,15131
2021,12,62045990,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,211,千克,10409
2021,12,62046300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",条,1121,千克,63617
2021,12,62046900,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",条,304,千克,20001
2021,12,62063000,62,Apparel and clothing accessories; not knitted or crocheted,6206,"Blouses, shirts and shirt-blouses; women's or girls' (not knitted or crocheted)",件,735,千克,36914
2021,12,62064000,62,Apparel and clothing accessories; not knitted or crocheted,6206,"Blouses, shirts and shirt-blouses; women's or girls' (not knitted or crocheted)",件,723,千克,42553
2021,12,62082200,62,Apparel and clothing accessories; not knitted or crocheted,6208,"Singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls' (not knitted or crocheted)",件,618,千克,684
2021,12,62105000,62,Apparel and clothing accessories; not knitted or crocheted,6210,"Garments made up of fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",件,235,千克,5490
2021,12,62113390,62,Apparel and clothing accessories; not knitted or crocheted,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",件,1562,千克,1138
2021,12,62114290,62,Apparel and clothing accessories; not knitted or crocheted,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",件,2043,千克,122364
2021,12,62114390,62,Apparel and clothing accessories; not knitted or crocheted,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",件,10068,千克,352423
2021,12,62122090,62,Apparel and clothing accessories; not knitted or crocheted,6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof; whether or not knitted or crocheted",件,2,千克,25
2021,12,62129010,62,Apparel and clothing accessories; not knitted or crocheted,6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof; whether or not knitted or crocheted",件,2224,千克,18126
2021,12,62143000,62,Apparel and clothing accessories; not knitted or crocheted,6214,"Shawls, scarves, mufflers, mantillas, veils and the like (not knitted or crocheted)",条,411,千克,195
2021,12,62151000,62,Apparel and clothing accessories; not knitted or crocheted,6215,"Ties, bow ties and cravats (not knitted or crocheted)",条,2456,千克,19872
2021,12,63012000,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6301,Blankets and travelling rugs,条,1053,千克,8973
