year,month,commodity_code,commodity_chapter,commodity_chapter_desc,commodity_chapter_four,commodity_chapter_four_desc,first_unit_of_measure,second_quantity,second_unit_of_measure,us_dollar
2021,09,85167990,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",个,304,千克,2432
2021,09,85182100,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",个,1731,千克,865
2021,09,85183000,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",个,216,千克,86
2021,09,85258013,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",台,21,千克,772
2021,09,85279100,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock.",台,2164,千克,1514
2021,09,85286910,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",台,1188,千克,26100
2021,09,85372090,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8537,"Boards, panels, consoles, desks, cabinets, bases with apparatus of heading no. 8535, 8536 for electricity control and distribution, (other than switching apparatus of heading no. 8517)",千克,0,?,180
2021,09,85437099,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8543,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter",台,278,千克,2732
2021,09,94052000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",台,4347,千克,310313
2021,09,94054090,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,9472
2021,09,94055000,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,99623
2021,09,94059900,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included",千克,0,?,90870
2021,09,95030021,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,2963,千克,3555
2021,09,95030089,95,"Toys, games and sports requisites; parts and accessories thereof",9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",个,21,千克,199
2021,09,95051000,95,"Toys, games and sports requisites; parts and accessories thereof",9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes",千克,0,?,114
2021,09,96039090,96,Miscellaneous manufactured articles,9603,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees",个,167,千克,1108
2021,09,96159000,96,Miscellaneous manufactured articles,9615,"Combs, hair-slides and similar; hairpins, curling pins, curling grips and hair curlers and the like, other than those of heading no. 8516 and parts thereof",千克,0,?,97
2021,09,55092200,55,Man-made staple fibres,5509,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale",千克,0,?,2351
2020,09,08083020,08,"Fruit and nuts, edible; peel of citrus fruit or melons",0808,"Apples, pears and quinces; fresh",千克,0,?,292621
2020,09,09042200,09,"Coffee, tea, mate and spices",0904,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,千克,0,?,440362
2020,09,12129999,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1212,"Locust beans, seaweeds and other algae, sugar beet, sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones, kernels and other vegetable products (including unroasted chicory roots) used primarily for human consumption, n.e.c.",千克,0,?,50214
2020,09,13021200,13,"Lac; gums, resins and other vegetable saps and extracts",1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",千克,0,?,249000
2020,09,20079910,20,"Preparations of vegetables, fruit, nuts or other parts of plants",2007,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",千克,0,?,155808
2020,09,21069090,21,Miscellaneous edible preparations,2106,Food preparations not elsewhere specified or included,千克,0,?,820690
2020,09,25301020,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",2530,Mineral substances not elsewhere specified or included,千克,0,?,11535
2020,09,28112290,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,千克,0,?,6219
2020,09,29171900,29,Organic chemicals,2917,"Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives",千克,0,?,2242259
2020,09,29224919,29,Organic chemicals,2922,Oxygen-function amino-compounds,千克,0,?,434053
2020,09,29241990,29,Organic chemicals,2924,Carboxyamide-function compounds; amide-function compounds of carbonic acid,千克,0,?,185236
2020,09,29339900,29,Organic chemicals,2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,千克,0,?,1215735
2020,09,29389090,29,Organic chemicals,2938,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",千克,0,?,98800
2020,09,34060000,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",3406,"Candles, tapers and the like",千克,0,?,116099
2020,09,39079999,39,Plastics and articles thereof,3907,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",千克,0,?,8171
2020,09,39139000,39,Plastics and articles thereof,3913,"Natural polymers (e.g. alginic acid) and modified natural polymers (e.g. hardened proteins, chemical derivatives of natural rubber), n.e.c. or included, in primary forms",千克,0,?,193057
2020,09,39172300,39,Plastics and articles thereof,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",千克,0,?,7650
2020,09,39173100,39,Plastics and articles thereof,3917,"Tubes, pipes and hoses and fittings thereof (for example, joints, elbows, flanges), of plastics",千克,0,?,99874
2020,09,39181090,39,Plastics and articles thereof,3918,"Floor coverings of plastics, self-adhesive or not, in rolls or tiles; wall or ceiling coverings of plastics, in rolls of a width not less than 45cm",千克,0,?,71858
2020,09,39189010,39,Plastics and articles thereof,3918,"Floor coverings of plastics, self-adhesive or not, in rolls or tiles; wall or ceiling coverings of plastics, in rolls of a width not less than 45cm",千克,0,?,23975
2020,09,39189090,39,Plastics and articles thereof,3918,"Floor coverings of plastics, self-adhesive or not, in rolls or tiles; wall or ceiling coverings of plastics, in rolls of a width not less than 45cm",千克,0,?,12625
2020,09,39207900,39,Plastics and articles thereof,3920,"Plastics; plates, sheets, film, foil and strip (not self-adhesive); non-cellular and not reinforced, laminated, supported or similarly combined with other materials, n.e.c. in chapter 39",千克,0,?,9611
2020,09,39231000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,336740
2020,09,39232900,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,433221
2020,09,39233000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,110834
2020,09,39235000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,1736
2020,09,39239000,39,Plastics and articles thereof,3923,"Plastic articles for the conveyance or packing of goods; stoppers, lids, caps and other closures of plastics",千克,0,?,103323
2020,09,39241000,39,Plastics and articles thereof,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",千克,0,?,184675
2020,09,39249000,39,Plastics and articles thereof,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",千克,0,?,606454
2020,09,39259000,39,Plastics and articles thereof,3925,Plastics; builders' wares n.e.c. or included,千克,0,?,2400
2020,09,39261000,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,924
2020,09,39264000,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,317207
2020,09,39269090,39,Plastics and articles thereof,3926,"Articles of plastics and articles of other materials of heading no. 3901 to 3914, n.e.c. in chapter 39",千克,0,?,435618
2020,09,40091200,40,Rubber and articles thereof,4009,"Tubes, pipes and hoses, of vulcanised rubber (other than hard rubber), with or without their fittings (e.g. joints, elbows, flanges)",千克,0,?,3151
2020,09,40161090,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,2756
2020,09,40169100,40,Rubber and articles thereof,4016,"Articles of vulcanised rubber other than hard rubber, n.e.c. in chapter 40",千克,0,?,40920
2020,09,42010000,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material",千克,0,?,20701
2020,09,42021290,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,4005,个,36121
2020,09,42022100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,1052,个,46077
2020,09,42022200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,645,个,17680
2020,09,42023100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,210,个,1680
2020,09,42023200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,21019,个,94586
2020,09,42029100,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,211,个,3798
2020,09,42029200,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",千克,16591,个,254341
2020,09,48081000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4808,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets other than paper of the kind described in heading 4803",千克,0,?,17875
2020,09,48101300,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4810,"Paper and paperboard, coated one or both sides with kaolin (china clay) or inorganic substances, with binder or not, no other coating, surface coloured or not, surface decorated or printed, in rolls or rectangular (including square) sheets, of any size",千克,0,?,97436
2020,09,48181000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",千克,0,?,50750
2020,09,48183000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",千克,0,?,99246
2020,09,48191000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,730
2020,09,48192000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,750
2020,09,48195000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",千克,0,?,97920
2020,09,48201000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,61985
2020,09,48205000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",千克,0,?,80685
2020,09,48211000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4821,"Paper or paperboard labels of all kinds, whether or not printed",千克,0,?,3151
2020,09,48232000,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,98771
2020,09,48239090,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",千克,0,?,81170
2020,09,49030000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4903,"Children's picture, drawing or colouring books",千克,0,?,197183
2020,09,49100000,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4910,"Calendars of any kind, printed, including calendar blocks",千克,0,?,18681
2020,09,49111010,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",4911,"Printed matter, n.e.c., including printed pictures and photographs",千克,0,?,29853
2020,09,51082011,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",5108,"Yarn of fine animal hair (carded or combed), not put up for retail sale",千克,0,?,663984
2020,09,56079090,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",5607,"Twine, cordage, ropes and cables, whether or not plaited or braided; whether or not impregnated, coated, covered or sheathed with rubber or plastics",千克,0,?,48000
2020,09,57033000,57,Carpets and other textile floor coverings,5703,"Carpets and other textile floor coverings; tufted, whether or not made up",千克,295,平方米,25653
2020,09,57050020,57,Carpets and other textile floor coverings,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",千克,641,平方米,29710
2020,09,58061090,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",千克,0,?,62886
2020,09,61034200,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,187,千克,5136
2020,09,61034300,61,Apparel and clothing accessories; knitted or crocheted,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",条,413,千克,12105
2020,09,61042200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",套,44402,千克,491670
2020,09,61042300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",套,1113,千克,28207
2020,09,61043200,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,2076,千克,154865
2020,09,61043300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,865,千克,34253
2020,09,61044300,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,160,千克,3210
2020,09,61044400,61,Apparel and clothing accessories; knitted or crocheted,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",件,1658,千克,43446
2020,09,61071100,61,Apparel and clothing accessories; knitted or crocheted,6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",件,855,千克,66654
2020,09,61089100,61,Apparel and clothing accessories; knitted or crocheted,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",件,4758,千克,345114
2020,09,61101200,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,311,千克,50121
2020,09,61102000,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,7951,千克,299571
2020,09,61103000,61,Apparel and clothing accessories; knitted or crocheted,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",件,12332,千克,535068
2020,09,61119090,61,Apparel and clothing accessories; knitted or crocheted,6111,"Garments and clothing accessories, babies'; knitted or crocheted",千克,0,?,1710
2020,09,61159500,61,Apparel and clothing accessories; knitted or crocheted,6115,"Hosiery; panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",双,32143,千克,636716
2020,09,62042300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",套,451,千克,8372
2020,09,62043200,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,180,千克,18914
2020,09,62043300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,1938,千克,99195
2020,09,62044200,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,300,千克,39039
2020,09,62044300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,2864,千克,189315
2020,09,62045300,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",件,2044,千克,100192
2020,09,62046200,62,Apparel and clothing accessories; not knitted or crocheted,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",条,3288,千克,170387
2020,09,62114290,62,Apparel and clothing accessories; not knitted or crocheted,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",件,6573,千克,292200
2020,09,62114390,62,Apparel and clothing accessories; not knitted or crocheted,6211,"Track suits, swimwear and other garments (not knitted or crocheted)",件,455,千克,10080
2020,09,62121010,62,Apparel and clothing accessories; not knitted or crocheted,6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof; whether or not knitted or crocheted",件,551,千克,5400
2020,09,62149000,62,Apparel and clothing accessories; not knitted or crocheted,6214,"Shawls, scarves, mufflers, mantillas, veils and the like (not knitted or crocheted)",条,414,千克,4263
2020,09,63013000,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6301,Blankets and travelling rugs,条,2360,千克,149152
2020,09,63025390,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6302,"Bed linen, table linen, toilet linen and kitchen linen",件,72,千克,190
2020,09,63041929,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6304,Furnishing articles; excluding those of heading no. 9404,件,355,千克,4050
2020,09,63062200,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",件,2961,千克,32571
2020,09,63069030,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",件,114,千克,1482
2020,09,63079000,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",6307,"Textiles; made up articles n.e.c. in chapter 63, including dress patterns",千克,18185,?,170315
2020,09,64022000,64,Footwear; gaiters and the like; parts of such articles,6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),千克,59,双,748
2020,09,64029100,64,Footwear; gaiters and the like; parts of such articles,6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),千克,8805,双,416408
2020,09,64029929,64,Footwear; gaiters and the like; parts of such articles,6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),千克,8979,双,472692
2020,09,64039900,64,Footwear; gaiters and the like; parts of such articles,6403,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather",千克,2610,双,139896
2020,09,64041910,64,Footwear; gaiters and the like; parts of such articles,6404,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",千克,697,双,49487
2020,09,64041990,64,Footwear; gaiters and the like; parts of such articles,6404,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",千克,10184,双,372103
2020,09,64069091,64,Footwear; gaiters and the like; parts of such articles,6406,"Footwear; parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, le.g.ings and similar articles, and parts thereof",千克,4032,双,50400
2020,09,65050099,65,Headgear and parts thereof,6505,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",个,746,千克,64344
2020,09,67021000,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",千克,0,?,447077
2020,09,67029030,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",千克,0,?,196830
2020,09,67029090,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",千克,0,?,97745
2020,09,67041900,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",千克,0,?,403581
2020,09,68029190,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6802,"Monumental or building stone, worked (except slate) and articles thereof (not of heading no. 6801) mosaic cubes etc., of natural stone including slate; artificially coloured granules of natural stone",千克,0,?,111401
2020,09,68030010,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6803,"Slate, worked; and articles of slate or of agglomerated slate",千克,0,?,540
2020,09,68101910,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",千克,0,?,289384
2020,09,68109990,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",6810,"Cement, concrete or artificial stone; whether or not reinforced, articles thereof",千克,0,?,274076
2020,09,69072190,69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",千克,595,平方米,98632
2020,09,69072290,69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",千克,120,平方米,56830
2020,09,69073090,69,Ceramic products,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",千克,64,平方米,16700
2020,09,69101000,69,Ceramic products,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",千克,159,件,80200
