id,title,format,address,date_time,tags,language,type,zip_code,day,time
362,Highland Park Sunday Night Group,In Person,"N Ave 56  Los Angeles, CA 90042",Sunday @ 8:00PM - 9:00PM,Discussion; Open,English,No Types Set,90042,Sunday,8:00PM - 9:00PM
363,Yosemite,In Person,"N Ave 56   Los Angeles, CA 90042",Tuesday @ 8:00PM - 9:00PM,Open,English,No Types Set,90042,Tuesday,8:00PM - 9:00PM
366,Plummer Park Speaker Participation,In Person,"N Vista St  West Hollywood, CA 90046",Sunday @ 8:00PM - 9:00PM,Open; Speaker,No Languages Set,LGBTQ,90046,Sunday,8:00PM - 9:00PM
374,Principles Before Personalities,In Person,"Yosemite Dr  Los Angeles, CA 90041",Wednesday @ 8:15PM - 9:30PM,Discussion; Open; Speaker,English,No Types Set,90041,Wednesday,8:15PM - 9:30PM
386,Original Hole In The Ground,In Person,"Pine Ave  Bell, CA 90201",Monday @ 7:30PM - 8:45PM,Open,English,No Types Set,90201,Monday,7:30PM - 8:45PM
387,Original Hole In The Ground,In Person,"Pine Ave  Bell, CA 90201",Tuesday @ 7:30PM - 8:45PM,Discussion; Open,English,No Types Set,90201,Tuesday,7:30PM - 8:45PM
388,Original Hole In The Ground,In Person,"Pine Ave  Bell, CA 90201",Wednesday @ 7:30PM - 8:45PM,Discussion; Open,English,No Types Set,90201,Wednesday,7:30PM - 8:45PM
389,Original Hole In The Ground,In Person,"Pine Ave  Bell, CA 90201",Thursday @ 7:30PM - 8:45PM,Discussion; Open,English,No Types Set,90201,Thursday,7:30PM - 8:45PM
390,Original Hole In The Ground,In Person,"Pine Ave  Bell, CA 90255",Friday @ 7:30PM - 8:45PM,Discussion; Open,English,No Types Set,90255,Friday,7:30PM - 8:45PM
401,Monday Beginner'S Discussion,In Person,"Dunsmore Ave  Glendale, CA 91214",Monday @ 6:30PM - 7:30PM,Discussion; Open,English,Newcomer,91214,Monday,6:30PM - 7:30PM
405,Wednesday Night Participation,In Person,"Dunsmore Ave  Glendale, CA 91214",Wednesday @ 8:00PM,Open,English,No Types Set,91214,Wednesday,8:00PM
407,Robbers Roost Closed Men'S Group,In Person,"Dunsmore Ave  Glendale, CA 91214",Thursday @ 8:00PM - 9:30PM,Discussion; Open,English,MenNewcomer,91214,Thursday,8:00PM - 9:30PM
408,Dunsmore Men'S Stag,In Person,"Dunsmore Ave  Glendale, CA 91214",Friday @ 8:00PM - 9:30PM,Closed; Discussion,English,Men,91214,Friday,8:00PM - 9:30PM
414,La Habra Wed Night Men'S,In Person,"W La Habra Blvd  La Habra, CA 90631",Wednesday @ 7:00PM - 8:30PM,Closed,English,Men,90631,Wednesday,7:00PM - 8:30PM
424,Big Tom'S Memorial Meeting,In Person,"Main St  La Puente, CA 91744",Sunday @ 10:30AM,Open,English,No Types Set,91744,Sunday,10:30AM
426,Discussion,In Person,"Main St  La Puente, CA 91744",Monday @ 10:30AM,Open,English,No Types Set,91744,Monday,10:30AM
427,Newcomers,In Person,"Main St  La Puente, CA 91744",Monday @ 7:00PM,Open,English,No Types Set,91744,Monday,7:00PM
429,Any Lengths,In Person,"Main St  La Puente, CA 91744",Tuesday @ 10:30AM,Open,English,No Types Set,91744,Tuesday,10:30AM
430,Speakers,In Person,"Main St  La Puente, CA 91744",Tuesday @ 8:30PM,Open,English,No Types Set,91744,Tuesday,8:30PM
431,Step Study,In Person,"Main St  La Puente, CA 91744",Wednesday @ 10:30AM,Open,English,No Types Set,91744,Wednesday,10:30AM
433,Participation,In Person,"Main St  La Puente, CA 91744",Thursday @ 10:30AM,Open,English,No Types Set,91744,Thursday,10:30AM
436,Participation,In Person,"Main St  La Puente, CA 91744",Friday @ 10:30AM,Open,English,No Types Set,91744,Friday,10:30AM
596,Newcomers,In Person,"S Victoria Ave  Los Angeles, CA 90008",Saturday @ 5:00PM,Discussion; Open,English,Newcomer,90008,Saturday,5:00PM
611,White Flag Men'S Stag,In Person,"Wilshire Blvd  Los Angeles, CA 90010",Monday @ 8:00PM - 9:30PM,Closed; Discussion,English,Men,90010,Monday,8:00PM - 9:30PM
635,Young At Heart,In Person,"S Figueroa St  Los Angeles, CA 90003",Sunday @ 3:30PM,Discussion; Open,No Languages Set,Young People,90003,Sunday,3:30PM
636,Sunday Night Big Book Study,In Person,"S Figueroa St  Los Angeles, CA 90003",Sunday @ 8:00PM,Big Book; Closed,English,No Types Set,90003,Sunday,8:00PM
638,Learn & Share,In Person,"S Figueroa St  Los Angeles, CA 90003",Monday @ 8:30PM,Open,English,No Types Set,90003,Monday,8:30PM
640,Open Participation,In Person,"S Figueroa St  Los Angeles, CA 90003",Tuesday @ 12:00PM,Open,English,No Types Set,90003,Tuesday,12:00PM
641,Tuesday Night Participation,In Person,"S Figueroa St  Los Angeles, CA 90003",Tuesday @ 8:30PM,Open,No Languages Set,No Types Set,90003,Tuesday,8:30PM
642,Manuel Rios Speaker,In Person,"S Figueroa St  Los Angeles, CA 90003",Wednesday @ 8:30PM,Open,English,No Types Set,90003,Wednesday,8:30PM
644,The Broadway Group,In Person,"S Figueroa St  Los Angeles, CA 90003",Thursday @ 8:30PM,Closed,English,No Types Set,90003,Thursday,8:30PM
647,Beginners,In Person,"S Figueroa St  Los Angeles, CA 90003",Friday @ 8:30PM,Discussion; Open,English,Newcomer,90003,Friday,8:30PM
650,Connie Brown Memorial,In Person,"S Figueroa St  Los Angeles, CA 90003",Saturday @ 7:00PM,Closed,English,No Types Set,90003,Saturday,7:00PM
669,Arlington Beginners,In Person,"Wilshire Blvd  Los Angeles, CA 90010",Tuesday @ 8:00PM - 9:00PM,Open; Speaker,English,Newcomer,90010,Tuesday,8:00PM - 9:00PM
676,Arlington,In Person,"Wilshire Blvd  Los Angeles, CA 90010",Thursday @ 8:00PM - 9:00PM,Open; Speaker,English,Newcomer,90010,Thursday,8:00PM - 9:00PM
732,Malibu Saturday Night,In Person,"Fernhill Drive  Malibu, CA 90265",Saturday @ 7:30PM - 9:00PM,Birthday; Open; Speaker,English,No Types Set,90265,Saturday,7:30PM - 9:00PM
761,Los Feliz Beginners,In Person,"N New Hampshire Ave  Los Angeles, CA 90027",Wednesday @ 7:00PM - 8:00PM,Discussion; Speaker,English,LGBTQNewcomer,90027,Wednesday,7:00PM - 8:00PM
765,12&12 Study,In Person,"Railroad Ave  Santa Clarita, CA 91321",Sunday @ 9:30AM,Open,English,No Types Set,91321,Sunday,9:30AM
767,Speaker Participation,In Person,"Railroad Ave  Santa Clarita, CA 91321",Sunday @ 7:30PM,Closed,English,No Types Set,91321,Sunday,7:30PM
771,Participation,In Person,"Railroad Ave  Newhall, CA 91321",Monday @ 12:00PM,Discussion; Open,English,No Types Set,91321,Monday,12:00PM
772,Open Participation,In Person,"Railroad Ave  Newhall, CA 91321",Monday @ 8:30PM - 9:30PM,Open,English,No Types Set,91321,Monday,8:30PM - 9:30PM
773,Questions & Answers,In Person,"Railroad Ave  Newhall, CA 91321",Tuesday @ 12:00PM,Open,English,No Types Set,91321,Tuesday,12:00PM
774,Candlelight Discussion,In Person,"Railroad Ave  Newhall, CA 91321",Tuesday @ 8:30PM,Closed,English,No Types Set,91321,Tuesday,8:30PM
775,Open Discussion,In Person,"Railroad Ave  Newhall, CA 91321",Wednesday @ 12:00PM,Open,English,No Types Set,91321,Wednesday,12:00PM
776,Big Book Study,In Person,"Railroad Ave  Newhall, CA 91321",Wednesday @ 7:00PM,Open,English,No Types Set,91321,Wednesday,7:00PM
779,12&12 Study,In Person,"Railroad Ave  Newhall, CA 91321",Thursday @ 12:00PM,Open,English,No Types Set,91321,Thursday,12:00PM
780,12 X 12 Study,In Person,"Railroad Ave  Newhall, CA 91321",Thursday @ 7:00PM,Open,English,No Types Set,91321,Thursday,7:00PM
783,Participation,In Person,"Railroad Ave  Newhall, CA 91321",Friday @ 12:00PM,Open,English,No Types Set,91321,Friday,12:00PM
784,Beginners Participation,In Person,"Railroad Ave  Santa Clarita, CA 91321",Friday @ 7:00PM,Open,English,No Types Set,91321,Friday,7:00PM
789,Saturday Night Live,In Person,"Railroad Ave  Santa Clarita, CA 91321",Saturday @ 7:00PM,Open,English,No Types Set,91321,Saturday,7:00PM
804,Discussion,In Person,"Chandler Blvd  Los Angeles, CA 91601",Monday @ 12:00PM,Open,English,No Types Set,91601,Monday,12:00PM
805,Book Study,In Person,"Chandler Blvd  Los Angeles, CA 91601",Monday @ 8:00PM,Big Book; Open,English,No Types Set,91601,Monday,8:00PM
811,Step Study,In Person,"Chandler Blvd  Los Angeles, CA 91601",Wednesday @ 8:00PM,Open,English,No Types Set,91601,Wednesday,8:00PM
862,Try God Discussion,In Person,"Watseka Ave  Los Angeles, CA 90034",Wednesday @ 7:30PM - 8:30PM,Candlelight; Closed; Discussion,English,No Types Set,90034,Wednesday,7:30PM - 8:30PM
875,Original Room At The Top,In Person,"Via De La Paz  Pacific Palisades, CA 90272",Saturday @ 7:30PM - 8:30PM,Open; Speaker,English,No Types Set,90272,Saturday,7:30PM - 8:30PM
898,Aa Discussion,In Person,"Rosecrans Ave  Paramount, CA 90723",Saturday @ 1:00PM - 2:30PM,Discussion; Open,English,No Types Set,90723,Saturday,1:00PM - 2:30PM
904,The Other Book Study,In Person,"Rosecrans Ave  Paramount, CA 90723",Thursday @ 6:30PM - 7:30PM,Open,English,No Types Set,90723,Thursday,6:30PM - 7:30PM
907,On The Way Home,In Person,"Rosecrans Ave  Paramount, CA 90723",Wednesday @ 4:00PM - 5:30PM,Open,English,No Types Set,90723,Wednesday,4:00PM - 5:30PM
910,On The Way Home,In Person,"Rosecrans Ave  Paramount, CA 90723",Thursday @ 4:00PM - 5:30PM,Open,English,No Types Set,90723,Thursday,4:00PM - 5:30PM
911,Women'S Discussion,In Person,"Rosecrans Ave  Paramount, CA 90723",Thursday @ 6:00PM - 7:30PM,Open,English,Women,90723,Thursday,6:00PM - 7:30PM
916,Early Bird Attitude Adjustment,In Person,"Rosecrans Ave  Paramount, CA 90723",Saturday @ 7:00AM - 8:30AM,No Formats Set,English,No Types Set,90723,Saturday,7:00AM - 8:30AM
917,Common Solution In Depth Book Study,In Person,"Rosecrans Ave  Paramount, CA 90723",Saturday @ 9:00AM - 10:30AM,Open,English,No Types Set,90723,Saturday,9:00AM - 10:30AM
919,Common Welfare Womens Steps & Traditions,In Person,"Rosecrans Ave  Paramount, CA 90723",Friday @ 8:00PM - 9:00PM,Open,English,No Types Set,90723,Friday,8:00PM - 9:00PM
921,Share And Care,In Person,"N Baldwin Ave  Sierra Madre, CA 91024",Sunday @ 7:00PM - 8:00PM,Open,English,No Types Set,91024,Sunday,7:00PM - 8:00PM
924,Home Group Speaker,In Person,"E Orange Grove Blvd  Pasadena, CA 91107",Monday @ 8:00PM - 9:30PM,Open; Speaker,English,No Types Set,91107,Monday,8:00PM - 9:30PM
927,Women'S Step Study,In Person,"Fremont Ave  South Pasadena, CA 91030",Monday @ 10:30AM - 11:45AM,Big Book; Discussion; Speaker,No Languages Set,Women,91030,Monday,10:30AM - 11:45AM
936,Compulsive Chip Meeting,In Person,"Allen Ave  Pasadena, CA 91104",Wednesday @ 7:30PM - 9:00PM,Discussion; Open,English,No Types Set,91104,Wednesday,7:30PM - 9:00PM
941,Women'S Discussion,In Person,"Avenue 64  Pasadena, CA 91105",Thursday @ 7:30PM - 8:45PM,Closed,English,Women,91105,Thursday,7:30PM - 8:45PM
980,Rancho P V Women'S,In Person,"Rolling Hills Rd  Rolling Hills Estates, CA 90274",Thursday @ 1:00PM,Closed,No Languages Set,Women,90274,Thursday,1:00PM
1041,Roses Road Participation,In Person,"W Roses Rd  San Gabriel, CA 91775",Tuesday @ 7:30PM - 9:00PM,Open,English,No Types Set,91775,Tuesday,7:30PM - 9:00PM
1046,Sunday Night San Marino Speakers,In Person,"Huntington Dr  San Marino, CA 91108",Sunday @ 7:00PM - 8:00PM,Open; Speaker,English,No Types Set,91108,Sunday,7:00PM - 8:00PM
1047,Monday Nite Discussion,In Person,"Huntington Dr   San Marino, CA 91108",Monday @ 8:00PM - 9:30PM,Closed; Discussion,English,No Types Set,91108,Monday,8:00PM - 9:30PM
1049,Tuesday Night Step Study,In Person,"Virginia Rd  San Marino, CA 91108",Tuesday @ 8:00PM,12 Steps & 12 Traditions; Closed,English,Senior Friendly,91108,Tuesday,8:00PM
1050,Women'S Home At Last,In Person,"Huntington Dr  San Marino, CA 91108",Wednesday @ 1:00PM - 2:00PM,Closed; Discussion,English,Women,91108,Wednesday,1:00PM - 2:00PM
1051,San Marino Men'S Stag,In Person,"Virginia Rd  San Marino, CA 91108",Thursday @ 8:30PM - 10:00PM,Closed; Discussion,English,Men,91108,Thursday,8:30PM - 10:00PM
1079,Hope For All Coed,In Person,"26th St  Santa Monica, CA 90404",Sunday @ 12:00PM - 1:00PM,12 Steps & 12 Traditions; Open; Speaker; Step Meeting,English,No Types Set,90404,Sunday,12:00PM - 1:00PM
1085,Landmark Book Study,In Person,"Overland Ave  Los Angeles, CA 90064",Monday @ 6:30PM - 7:30PM,Big Book; Closed; Discussion,English,No Types Set,90064,Monday,6:30PM - 7:30PM
1086,Bay Cities Speakers,In Person,"26th St  Santa Monica, CA 90404",Tuesday @ 7:30PM,Open,English,No Types Set,90404,Tuesday,7:30PM
1087,Pacific Group Big Book Study,In Person,"Overland Ave  Culver City, CA 90230",Tuesday @ 7:30PM - 8:30PM,Big Book; Closed; Discussion; Literature,English,NewcomerSenior Friendly,90230,Tuesday,7:30PM - 8:30PM
1090,Altered Attitudes,In Person,"26th St  Santa Monica, CA 90404",Wednesday @ 7:30PM,Open,No Languages Set,No Types Set,90404,Wednesday,7:30PM
1093,Any Lengths Group (2Nd & Hill),In Person,"Lincoln Blvd  Santa Monica, CA 90403",Wednesday @ 8:00PM - 9:00PM,Open; Speaker,English,NewcomerYoung People,90403,Wednesday,8:00PM - 9:00PM
1095,Primary Purpose,In Person,"26th St  Santa Monica, CA 90404",Thursday @ 8:30PM,Open; Speaker,English,NewcomerYoung People,90404,Thursday,8:30PM
1096,Living Sober,In Person,"26th St  Santa Monica, CA 90404",Friday @ 8:00PM,Birthday; Literature; Open; Speaker,English,No Types Set,90404,Friday,8:00PM
1099,Pacific Group Women'S Stag,In Person,"4th St  Santa Monica, CA 90405",Friday @ 7:30PM,Closed,English,Women,90405,Friday,7:30PM
1103,12&12 Is 24 Step Study,In Person,"E Laurel Ave  Sierra Madre, CA 91024",Wednesday @ 8:00PM,Open,English,No Types Set,91024,Wednesday,8:00PM
1104,Discussion Group,In Person,"E Laurel Ave  Sierra Madre, CA 91024",Thursday @ 8:30PM,Discussion; Open,English,No Types Set,91024,Thursday,8:30PM
1107,As Bill Sees It 10 Am Sunday Speaker,In Person,"W Silverlake Dr  Los Angeles, CA 90026",Sunday @ 10:00AM - 11:00AM,As Bill Sees It; Open; Speaker; Tag Participation,English,LGBTQ,90026,Sunday,10:00AM - 11:00AM
