Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.245271884,4.026685623,5.84014014,2.557220538,0.950272505,11.23624246,3.615999854,3.59201333,3.937983281,1.82896697,9.422686211,-1.019947794,-5.029248356,2.382149333,-12.91210105,3.832584005,10.44468638,7.701103603,8.418304687,7.986620757,6.525370366,-11.01430506,-5.017420525,4.103683239,4.009916203,5.377692323,6.460468528,7.345110454,9.923382897,3.333565474,7.804392186,11.16670773,6.588783827,5.030197977,8.933295869,6.802916596,7.391739268,4.180886627,-0.273631398,4.971621488,3.154034925,3.202799135,4.723245269,6.674254168,5.837045719,6.049990826,5.168230985,3.789392806,-1.118037236,5.851651022,6.223896785,6.155340019,3.308508247,1.792649471,2.1519425,1.753038749,1.357695373,3.990029478,0.770539584,-5.978224062,11.6682247
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-27.27,-5.57999999,10.3,18.17999999,16.95,10.65,-5.770000004,-4.099999987,16.94,19.3,7.059999999,3.81,7.760000001,2.310000003,8.719999998,-1.570000002,7.570000001,11.32597799,7.59132468,7.834145016,5.112761091,9.017113914,10.77020251,15.19154002,13.43067752,8.949961764,11.65742779,11.22259498,4.206334355,3.920251368,9.262786084,14.22452959,13.8837293,13.03680663,10.95395434,9.922556752,9.236779892,7.845951788,7.661651501,8.490093406,8.335733478,9.13363079,10.03803048,10.11362138,11.39459181,12.72095567,14.23086093,9.65067892,9.398725632,10.63587106,9.550832179,7.863736449,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.950500754,2.239701857,8.109792581
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,9.932555156,1.22699449,14.49035587,17.61308783,-3.109654273,11.57735969,4.598151785,12.54824864,9.539218771,10.37503184,9.456637662,4.236625012,5.939197536,4.327380858,8.252886367,12.91639744,7.314459154,10.90945365,2.394407462,-10.95769726,3.500498909,0.200822347,-3.900240441,-2.701261435,4.501223181,3.259348766,-0.348972914,1.136483966,2.948004943,-1.095908412,0.040925172,-0.244560611,-0.1924851,0.811206684,7.125744724,7.729327422,9.648840049,4.26390594,1.166859983,-0.265789464,-2.15401249,-2.730526474,-4.725866586,3.185038229,0.996065562,2.815578596,1.101429764,4.782665981,3.603321566,6.848049401,-5.370447241,7.620411763,10.76021313,9.371999942,7.194090645,7.179207824,7.359638088,6.89028432,6.231709513,1.958332479,7.021501836
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.183680811,3.041559051,3.742550321,3.547159695,2.026053715,4.614955619,-10.91206559,6.346323854,4.901479524,3.092068234,3.479707817,2.673843293,5.355680779,10.73426226,11.24505878,-5.495138397,13.73987152,22.00300492,6.035118773,-1.965291668,17.08268225,7.516202605,6.866830565,7.474572544,8.063161671,6.771663084,-2.146650215,-7.823631975,-1.819120512,-6.105697646,-3.808599373,-3.100003211,-7.932066574,1.876809226,2.894001377,4.21507215,4.527313766,4.725534848,4.511304221,3.832417795,4.324261192,4.477026829,5.453153691,7.048862823,2.228270206,3.809583273,4.327589013,2.847677889,2.579251775,2.899024724,3.379211288,4.625978719,4.995529159,5.719818144,5.666952991,4.535794236,3.541176549,3.95551424,3.475059979,0.491914742,3.486599241
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-10.85137608,21.20069751,5.213990134,-2.440223564,0.997348794,6.775485302,-0.985738661,4.332698464,9.328837439,-0.245056575,6.005018067,0.151135514,8.137275887,3.130585879,-4.981631005,-5.309002081,0.760793602,-5.345291528,0.430088262,2.194912924,2.350524075,-0.457677609,1.411703688,5.541074022,0.467850951,4.717209653,2.675642451,0.470381337,-1.266050636,-6.568310695,-8.421051499,-10.50000856,-13.46905054,-3.899996803,0.69999883,-1.023172642,-5.617046599,-1.624154045,-4.270140831,-6.910927317,-2.100173025,2.947765184,5.577822311,6.738373933,6.135151155,5.320979565,6.259477764,6.225894269,2.85506401,7.107976576,6.87467089,7.086898947,8.481956636,9.470288097,6.91616712,2.399398914,3.726947653,5.8211211,4.384528881,1.735422764,5.712203681
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.350726724,5.202308788,-4.029300398,3.816796268,3.676467736,1.358982462,2.116272057,7.631326239,7.548525195,6.358470187,7.753035853,8.617550845,8.231188946,7.885520811,7.731596834,0.916286751,-8.95342798,6.359747011,9.813224738,17.63660548,17.61972247,23.59769996,5.85396284,6.976131054,-1.185660854,-6.861526437,0.18937664,1.766263428,2.599876518,1.000003566,2.395367453,2.611948055,-0.979683209,-5.493075745,3.985324378,4.290481559,-0.624812152,3.73755277,-2.582199358,7.575980395,3.802601899,4.581870061,0.813264076,3.476631621,7.755758978,7.986238363,-6.613994804,6.306375956,11.63728886,9.931265431,2.205919363,9.947153143,-0.712434452,6.716679334,-3.550581765,-10.78323827,-4.382530946,-4.805351558,-0.086885958,-6.239319632,-3.5
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.089216984,5.411889613,3.286707554,6.166941324,3.60001139,5.236735862,4.134864166,5.933117999,6.102517309,6.207796961,5.960727946,7.669147544,6.722954969,5.745757189,2.323255281,4.728368735,4.158505453,8.469900838,5.379118988,4.087353676,2.276872745,0.948420787,1.573956038,3.350683739,3.107106196,5.824076137,5.368932148,4.064173245,3.41409611,4.281998331,2.001607597,4.044929438,5.385409939,5.814661908,5.202437593,2.055854712,3.430293678,0.56978409,-4.204015244,2.924861483,1.677898308,2.503980466,3.918271904,5.333022067,4.828761108,6.716868698,6.738194691,3.283446186,1.139648645,4.494658971,6.947891982,3.912635767,5.13399352,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.186855392,-7.048151208,10.5632927
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864928957,6.38331701,4.821401883,4.110299989,2.279960777,1.867612167,1.637784181,2.687379404,-3.180256516,5.091236413,-5.395637149,8.530981788,3.006061307,-5.276782997,3.610206432,-1.291688926,4.030153668,1.282515793,1.924408712,10.84787862,2.332907102,2.324944861,2.103871636,1.919659807,2.83754787,2.646955476,0.800042349,3.964611189,3.240740741,3.777766737,4.143506688,3.168409884,4.466247299,2.106657603,1.147350763,3.320446555,3.815762875,3.642451147,1.760785817,-0.293049624,2.347803566
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,8.451562412,2.825030083,9.520749753,3.783270681,8.642086617,2.871455425,4.309063729,5.996854915,5.697949367,0.692171874,1.404146852,10.93764724,8.708311376,19.18264182,14.21163626,11.34652473,11.11842604,12.51728567,11.22264853,14.28486883,2.231654493,5.250891246,4.176259302,10.19707261,6.912457988,7.983750447,15.17068797,6.650520523,-1.270425968,1.466790097,3.968886345,1.081918279,0.802797601,0.611212666,1.006863707,4.705791509,3.702039188,4.531161684,5.66775246,-14.78340501,6.952448694
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.879276556,5.442391375,6.898923442,3.659048314,8.190527594,6.969319031,5.65012592,8.473304347,5.491799943,7.503134343,6.778505426,8.178045134,7.708915812,5.544899991,2.100071049,5.517564403,8.904474432,6.267686824,4.939123955,0.751895403,-2.261655507,-7.285568847,2.862992702,8.024107907,0.721601729,5.536250843,4.76453328,3.43214738,5.665975549,3.553063366,2.265654989,9.201103732,7.09719124,4.519028377,4.153953043,1.350459539,5.476165774,7.155308577,4.21481117,3.868718088,3.491169873,3.41687639,4.317179866,4.424599597,3.976666368,7.326695432,8.215131984,4.738174878,-0.873455943,5.36034348,4.40315924,4.88259241,2.494766112,3.542109878,3.652080968,4.204323252,4.157698963,2.615904404,2.417511818,-4.050908171,7.579565299
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,4.442043986,5.912408615,5.589355567,4.481342707,2.15508467,7.21837916,-0.593646773,-3.201857161,-1.223249844,1.237264412,3.853637908,5.784741155,5.182171413,2.478602702,0.95306664,1.042741641,-2.429980331,0.979730689,0.071531061,1.322200764,1.835236721,2.1768256,4.144178049,0.898082686,1.324216241,2.193072012,2.917663834,2.803488198,2.925702155,3.500242061,4.066708812,1.195305768,5.060967858,3.731286491,2.036249358,3.596419974,5.610130427,3.950474208,3.631001053,6.821769925,3.320649909,1.303951767,-3.533075882,1.355267629,1.124844113,1.381311082,0.758910534,0.680592725,1.095236803,-1.643942932,0.432461596,1.438189433,1.102416497,-9.347633228,5.154339152
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,8.583859012,4.826685843,3.434488536,0.984491816,9.476426069,5.427960459,8.709502862,6.595998563,1.088183302,-4.849442951,19.68833433,8.918234965,5.411470724,7.929716515,1.596674598,0.095303386,-2.402172538,3.705539909,0.680083233,-2.948564945,-10.69269711,-11.58060308,-14.87818069,0.71693031,2.457201172,7.838749659,2.783425042,0.159146052,6.188755304,5.914760174,3.185029904,1.424821261,3.792740223,5.77053807,11.20165642,12.06586311,7.262136966,4.116828042,1.451305431,2.390352297,2.802300836,3.014900289,2.747602563,1.047576632,4.438141959,0.513761468,1.809054399,2.248480393,-0.164839982,-10.94834097,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.695752956,0.397065105,0.288184819,0.208461863,0.676426257,1.63593427,2.469962305,2.188044622,-0.53130945,0.08230596,0.612608577,-0.065889655,-0.811687042,-1.201360468,0.290948656,-0.873007465,-1.732225761,-2.166882442,-3.371799826,-18.43847035,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.162625338,-0.357401373,-7.200482782,-2.715636823,1.169062695,1.229753683,1.279330593,2.654529322,2.833122427,3.239973614,3.184047307,4.267265672,3.873076883,-5.683975212,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,20.26629219,16.36200095,7.777403361,9.905569382,5.753244702,2.516998441,6.021708985,5.582181702,8.757894383,4.882540773,3.703950289,7.065250813,8.646777844,7.947425532,7.403999507,0.739501202,9.399999016,0.700000488,5.899998701,8.362469305,1.248581576,2.64089464,6.110846746,4.997960422,5.965310315,3.952560541,3.722956499,2.623286123,5.026343926,4.853003838,4.713828666,5.098068453,3.646811991,-2.015262359,2.014695707,0.401437941,-3.446822086,-6.553078255,-1.829309109,3.383079712,6.454554466,5.852540355,5.692841724,5.283187396,-4.984292657,5.512685364
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494233,-0.50654237,0.061904269,2.909309433,6.500813529,4.265416645,-0.518331043,-0.356566596,1.384148943,4.001028635,3.042976563,1.569855328,3.583688459,4.814261001,6.60161753,6.766932681,5.570338859,2.686411951,-4.657331092,2.434902159,1.760359624,-0.785004299,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.198656101,3.029478257,-5.797813877,3.342653009
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.132699738,4.300341334,4.777486892,0.890068741,-0.866738894,4.949258377,3.34721812,3.008492857,4.150363341,1.408828636,0.529240557,-0.394840775,1.57241017,2.82294781,2.327935262,2.287339221,1.402151627,3.707235659,3.896551692,5.255006083,5.108261522,1.923076559,-0.976849818,2.391892071,1.544146496,0.805822891,1.792160821,2.013932785,1.887261154,2.912502964,1.681468481,-0.197973835,-0.700116686,1.175088132,0.731707164,3.816441913,2.976455131,0.959879134,-5.693836336,4.179882499,3.925192705,0.418497594,0.437591303,2.209543431,1.491931528,2.229999868,2.680231114,1.086024514,1.055508247,-4.569616717,2.892602433
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061543242,7.526108919,7.123432337,5.458091517,4.774416888,5.5451306,1.202022033,4.309661446
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,10.5357458,-18.35928549,13.38318227,10.829331,4.127683496,2.556318037,4.19664683,1.420933217,7.073356497,6.307561116,7.816623013,-0.191136506,5.417983566,1.347765,2.029420826,2.161414103,0.034481485,3.030862602,3.104202263,2.185627702,3.774226839,0.354079012,2.340219321,-0.06384473,-2.827998893,6.353137122,3.050690295,0.655862269,4.659455486,6.352972439,7.121057986,-1.169590643,0.6726344,-0.223550688,-1.059000243,-0.999940631,4.753786581,-2.731503063,2.763647982,-6.618994633,3.547584418,5.502483437,-16.60491154,6.535746572
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,5.530370008,5.553076576,6.509248385,1.596841805,3.004995574,3.929385341,4.092946092,-1.12239425,-1.456644936,5.924606187,1.87029103,2.22630854,3.869111483,-0.482986337,-0.666124156,3.684572968,2.596071919,4.166137923,4.003751815,4.904178355,0.254266315,-0.013601205,0.645187432,1.475244277,1.393633997,1.957006712,0.010687631,5.332462712,3.027587267,2.900099769,3.260890158,2.218158742,2.948022161,3.746862595,0.823152998,0.466345571,0.390058556,2.668219267,2.336641308,3.913007978,0.909238928,-0.512016745,-4.90654773,1.870991147,1.336777767,0.226499792,0.933340972,1.619393811,2.342591108,3.245956985,2.821736341,1.989537315,2.114664208,-2.062124959,4.693433017
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.31324875,17.04724093,6.502902634,6.764865116,-12.48183392,13.46334483,3.327542287,0.238860485,10.89144583,18.22668288,10.87146607,10.39416408,12.89576373,6.001902903,5.193253357,6.728122642,4.981783951,2.140684677,4.531399217,7.968738507,4.27986748,1.698708631,4.627946348,1.252895975,-2.122534976,3.521993199,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,11.22093274,7.364513042,2.600354268,5.685430737,5.977825114,8.885269066,6.714477712,5.940049136,4.66176228,2.459516368,4.495103403,-1.345706185,2.570134279,9.428236947,9.174355406,7.415951715,3.209504262,0.946155168,8.33965106,3.133423003,2.717367897,4.875205093,7.05046369,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373,12.27199023
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.60544132,-19.68504183,34.31372878,5.839413008,6.206898211,-4.804970943,9.452962563,10.79623857,8.433280282,8.86265711,-11.33171917,27.42396948,3.813176296,7.494917705,5.045341613,8.386756484,5.258585986,9.214835701,7.477826551,0.790606972,2.999996088,6.400004115,5.400003025,5.599996529,3.699997255,0.400001003,-0.699997526,-1.000005491,4.400002161,0.80000058,-1.200000586,1.800002303,-2.100000758,-0.899996552,3.79999479,4.09999847,1.099999939,5.100003609,3.200001552,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.899999999,3.4,2.8,3.8,3.7,3.2,1.3,1.1,1,-5.1,3.84779349
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.47107837,-0.656915823,6.386505068,10.89683985,10.66882629,8.079929726,-1.421724744,1.687863902,11.42427733,13.42279359,6.771226091,4.913860671,8.266411984,3.841482879,6.843308286,2.83937661,7.572197353,9.255523541,7.105316507,7.55488928,5.604655371,6.440899797,7.739080608,9.948997198,7.901932543,7.14002479,9.143282961,9.736174772,5.715526663,5.164593573,8.007581078,11.16983356,11.29148803,10.93239971,9.874768942,9.063290136,7.344250677,2.895726282,6.381988288,7.635690472,6.984720936,8.059780393,8.940752386,9.121370051,9.976048734,11.07760415,12.48735147,8.618402676,7.983638474,9.921959934,8.650427004,7.574923278,7.295729312,6.984575514,6.688953121,6.585911819,6.704913894,6.520584706,5.779899675,1.293695375,7.267156849
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.39810589,3.436787711,4.701794569,8.052893317,5.475065624,4.045538299,5.450466674,6.499444906,6.529544203,8.617265379,5.944782792,6.90458632,7.365250479,6.710919023,2.434105792,7.180758885,4.092858321,1.258841552,4.018350749,3.521218577,3.834445003,-0.248235073,0.434783723,2.185799437,0.757678441,2.952386788,2.709691454,3.560933887,2.328863026,5.42252198,4.620383862,4.016115476,3.367834128,3.404010033,2.401930221,5.890039403,4.754057853,2.323812175,2.090103112,4.406273709,1.041416414,1.815999106,5.422096893,6.241904085,5.910484627,5.985128845,5.780823759,3.505830508,0.835781792,6.541509279,4.905786277,4.240230174,4.141004672,4.171640199,4.461597158,4.498345583,4.54294718,3.796485312,2.375170414,-4.383128794,6.752521451
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.776415365,5.491653895,7.804866868,10.55644931,6.993098298,8.676258193,7.715465956,9.534511457,11.52080433,5.393089998,5.308843239,7.228376757,7.66087268,0.859751027,3.71640339,4.252770947,5.426780263,5.79300904,5.917461365,3.790576956,4.676007441,4.155599252,4.429780703,6.164796118,5.704824205,4.922644765,6.258820357,7.610026505,5.152942578,5.073855949,4.852351871,4.239459279,4.204069062,5.242282499,5.668573091,5.623707856,4.056751673,0.446866737,3.73301625,5.393371278,3.305055814,4.381904606,4.948190422,5.868820356,5.902892717,6.456423596,7.470109378,4.390104303,2.562036142,7.611402483,5.474092256,5.182544234,5.244841791,4.758385146,4.717236514,4.670123324,5.055043747,4.744963086,3.980893383,-0.176174551,5.75940214
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.456832781,-4.910028612,-10.66788654,-5.931752791,-11.16711668,-1.858878917,-0.112012446,2.859129347,-1.562892328,2.356502746,8.423641771,2.649240413,5.488451915,6.940278536,8.28923638,7.358386907,8.185796591,7.802201555,4.232855307,-5.726370031,5.641070945,6.286340958,3.975432106,4.046434607,2.050023839,0.905347821,1.576124254,3.927699693,3.147258017,2.265647914,-1.249376193,6.897401008
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.682837035,4.740157195,6.022227653,2.163246538,-0.535306336,4.692797351,2.847050094,3.228929795,3.763940499,1.338873042,0.476305044,0.949206215,1.971901102,2.645884536,2.802936819,2.756475995,3.085796837,4.248318271,3.534703789,2.333629718,0.433944706,-0.517901057,-0.734033751,1.231800672,2.137668731,1.768106058,3.076708476,2.591466826,2.868219202,4.263269596,2.184715813,1.635041121,1.777523754,3.182087942,2.653331176,3.889858123,3.603507408,1.012823101,-4.394510121,2.660279012,2.362191321,0.352261977,0.896554822,1.884132778,2.118214779,1.969830675,2.81854481,2.173096119,1.821607026,-5.5414553,5.804199594
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.124414879,4.919146942,2.106368247,7.407245362,3.275082488,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,1.289291933,0.012105103,-7.787607091,4.235251242
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.161114143,3.875616724,10.51809262,11.50757747,4.914042292,5.046403713,0.805264127,-1.60679235,5.279517514,5.598515038,4.057346327,3.055680625,3.506830162,1.558938572,8.939147159,13.27968944,9.003044267,8.628767645,4.547689628,10.01132904,7.348553896,9.907171134,5.09440684,9.745762712,5.791505791,4.744525547,3.832752613,5.461320496,4.920868604,5.667029157,1.125404593,4.472859189,2.900790794,3.973172185,4.64245877,4.98873057,5.49235474,5.575497461,6.053438783,6.370003834,3.535251969,2.390204028,3.193454739,4.092071612,4.471744469,6.843838197,7.087827427,7.156283564,4.6735998,5.147234859,1.764571949,2.226199797,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,5.314121037,5.557683888,3.569669475,3.326742091
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.772918289,4.891138378,6.151738628,3.213636582,-0.772978886,5.027372454,3.085307192,3.123287746,3.873529623,2.159255557,0.523674094,0.712589549,1.390320552,2.378534323,2.312804143,2.507828363,2.533352414,4.305822797,4.099410891,3.603325627,2.677462709,1.41746497,-0.661821641,2.459811131,2.419472265,1.68962523,2.706604423,3.035377204,2.963615923,3.86415593,2.195182286,0.939381806,0.681678758,2.292989751,1.680557938,3.230321032,3.001034189,0.417781379,-4.521088887,2.178738413,1.718488285,-0.842676535,-0.220297647,1.40164614,2.062522189,1.863865361,2.616517432,1.834547332,1.577736254,-6.399955289,5.397707876
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4547625,21.22141119,2.858379059,9.258838563,7.908684578,1.772583091,0.013480096,-3.141985903,8.755435528,3.005429192,-2.655515925,1.451735566,2.574449551,-0.969217111,1.426822211,-9.783030018,3.876501528,2.194190349,8.679800101,,,,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290639268,4.649473604,8.149745791,7.788465361,5.618785814,0.542203214,3.303791505,2.83857436,1.463003446,0.041546345,2.208728277,-0.132468611,1.246461705,1.770115663,1.78468758,2.321435758,3.253321842,5.547122515,5.094324298,4.827030312,3.781393378,2.546000548,0.929215549,-1.031491863,2.383195397,2.757493994,2.660524453,3.702580285,4.393037351,4.490491316,5.24599468,3.932948843,2.731022232,2.981894836,3.122795242,3.652032674,4.102727115,3.604687971,0.887145182,-3.763231927,0.163010231,-0.814373455,-2.959441302,-1.435394259,1.383907943,3.83517266,3.03130133,2.973641191,2.288785676,2.085191421,-10.82288649,5.129455127
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.943014491,13.05001474,4.33982551,-0.425025157,10.08763444,6.003674251,6.77136793,7.600265185,6.804007771,9.526426972,9.76558337,7.57914052,-5.132000958,-14.62905503,2.444265118,7.263084581,3.228200494,1.458428636,3.011366587,1.853020046,3.155564814,5.792044675,4.133819798,4.096342644,-2.951069313,8.34945362
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,0.916013857,8.235005719,-2.848021452,-11.14435298,9.661612361,13.85933039,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.637303008
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.634559107,4.759648703,6.009137547,3.095643688,-0.662397919,4.892440478,2.874141112,3.049863848,3.87220216,2.075142465,0.511768236,0.812386833,1.448998506,2.49614867,2.352822548,2.586134078,2.520144238,4.162330972,3.917985041,3.382122203,1.859379868,1.160409205,-0.573951296,2.652073284,2.662322958,1.880632809,2.65281281,3.010354763,2.948183325,3.899840857,2.175087686,1.109577296,0.90765199,2.591564852,1.924095066,3.493433588,3.154770533,0.641009993,-4.348064753,2.249315209,1.857767445,-0.706731741,-0.031993335,1.575668628,2.310707917,2.007685382,2.816019696,2.067147102,1.827815671,-5.955793069,5.380224483
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,13.23786646,13.50734706,9.522042037,2.742692659,4.13769465,9.704467125,-0.319218627,7.431566615,4.323445055,-1.149566239,5.709248354,6.150751113,-3.967317401,-1.117225356,-4.706528539,-0.666394346,3.197096457,2.052764616,4.311254513,3.238821251,0.574104999,5.014220215,-7.537310044,0.634696678,-1.538955575,-3.783697717,0.08164241,3.629508251,4.957998677,5.762058416,3.311257803,5.428994674,4.312928611,4.60152439,1.210576835,11.06100229,5.831479084,5.856583004,6.003046567,5.02423761,2.861048377,6.917860451,-0.017265917,4.8219909,3.410449572,2.141274488,0.919428098,2.414204045,2.502900454,2.616584722,2.240922249,-4.244645517,2.44853348
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,4.813736796,2.356921358,7.735485502,6.983827845,3.23653304,1.804898277,0.344382485,0.239510829,2.919707412,7.121926371,5.38904788,1.315878854,3.108088693,3.116581514,3.237691996,3.548896587,2.755633459,3.574826138,5.217150323,5.087143674,0.670275844,-5.886328069,-3.294660066,-0.66199803,3.963052424,4.21686747,3.66717983,6.333795654,5.457180501,4.379575723,5.773362458,2.610019124,1.707148962,2.003784203,3.99209129,2.779850556,4.027409658,5.299336507,0.783995061,-8.074447432,3.185958654,2.547664838,-1.397545728,-0.901696316,-0.364908157,0.543659212,2.811457767,3.19240963,1.141947509,1.220754143,-2.299256085,3.474547181
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517582003,3.606102146,6.358771968,4.877280733,-2.700266959,0,13.35182832,7.916221559,2.596410513,12.70271113,6.888986665,7.485276673,11.61286851,2.60114991,0.530211189,2.736163247,5.904011842,1.863401451,12.22481977,-1.603456935,6.329990549,-5.9784862,-3.96012301,8.393024472,-4.613474868,7.749907967,-6.615019995,0.955754873,7.438632435,5.80000272,-2.700003729,6.10000191,2.130032421,5.099999609,2.499998538,4.80000043,-2.199999369,1.300000452,8.799998719,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603514406,4.50120041,2.445651797,5.35336456,3.812351222,-0.445563314,-15.15081665,-4.081424941
