NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Burney, CA Urban Cluster (2010)",3295.0,,462.0,,11836
"Emmett, ID Urban Cluster (2010)",8765.0,,416.0,,27469
"Bakersfield, CA Urbanized Area (2010)",555280.0,,2814.0,,04681
"Captain Cook, HI Urban Cluster (2010)",4314.0,,835.0,,13550
"Wenatchee, WA Urbanized Area (2010)",71976.0,,1068.0,,93862
"Madison, SD Urban Cluster (2010)",6905.0,,142.0,,53146
"Whiteville, NC Urban Cluster (2010)",7214.0,,418.0,,94996
"Bells, TN Urban Cluster (2010)",4792.0,,410.0,,06692
"Lake Montezuma, AZ Urban Cluster (2010)",3825.0,,724.0,,46895
"Honokaa, HI Urban Cluster (2010)",2996.0,,505.0,,39862
"Adams, NY Urban Cluster (2010)",2255.0,,434.0,,00450
"Piggott, AR Urban Cluster (2010)",3282.0,,130.0,,69346
"Worcester, MA--CT Urbanized Area (2010)",500780.0,,2536.0,,97291
"Post, TX Urban Cluster (2010)",5157.0,,321.0,,71614
"Moses Lake, WA Urban Cluster (2010)",35063.0,,1243.0,,59518
"Columbia, TN Urban Cluster (2010)",38705.0,,718.0,,18991
"Waterbury, VT Urban Cluster (2010)",3216.0,,336.0,,92512
"Crystal River, FL Urban Cluster (2010)",4401.0,,595.0,,21529
"Florence, SC Urbanized Area (2010)",92732.0,,1845.0,,30061
"Bellows Falls, VT--NH Urban Cluster (2010)",5273.0,,359.0,,06679
"Marathon, FL Urban Cluster (2010)",9254.0,,157.0,,54307
"Paris, AR Urban Cluster (2010)",3023.0,,143.0,,67456
"Sibley, IA Urban Cluster (2010)",2396.0,,151.0,,81766
"Wichita, KS Urbanized Area (2010)",482017.0,,1414.0,,95077
"Laurel, MS Urban Cluster (2010)",25371.0,,935.0,,48043
"Huntington, WV--KY--OH Urbanized Area (2010)",201208.0,,1965.0,,40753
"Eldorado at Santa Fe, NM Urban Cluster (2010)",4417.0,,371.0,,26551
"Canyon, TX Urban Cluster (2010)",14802.0,,177.0,,13456
"Cherokee Village, AR Urban Cluster (2010)",3258.0,,337.0,,16048
"Greenville, NC Urbanized Area (2010)",125622.0,,1384.0,,35380
"Somerset, WI Urban Cluster (2010)",2480.0,,180.0,,82937
"York, PA Urbanized Area (2010)",238106.0,,1229.0,,97750
"Long Prairie, MN Urban Cluster (2010)",3158.0,,146.0,,51229
"Princeville, HI Urban Cluster (2010)",2180.0,,326.0,,72410
"Albert Lea, MN Urban Cluster (2010)",17559.0,,181.0,,01009
"Rome, NY Urban Cluster (2010)",32449.0,,518.0,,76231
"Grinnell, IA Urban Cluster (2010)",9013.0,,109.0,,35704
"Macomb, IL Urban Cluster (2010)",18866.0,,238.0,,52795
"Greenbrier, AR Urban Cluster (2010)",4294.0,,483.0,,34826
"Montesano--Elma, WA Urban Cluster (2010)",7959.0,,601.0,,58469
"San Luis Obispo, CA Urbanized Area (2010)",60383.0,,634.0,,79147
"Mount Shasta--Weed, CA Urban Cluster (2010)",6875.0,,340.0,,60223
"New Roads, LA Urban Cluster (2010)",7225.0,,551.0,,63001
"Ca�on City, CO Urban Cluster (2010)",28604.0,,732.0,,13267
"Tunkhannock, PA Urban Cluster (2010)",3630.0,,352.0,,89002
"Concord, NH Urban Cluster (2010)",43828.0,,654.0,,19531
"Benson, NC Urban Cluster (2010)",2963.0,,249.0,,07003
"Kennebunk, ME Urban Cluster (2010)",8840.0,,382.0,,44425
"St. Charles, MN Urban Cluster (2010)",3015.0,,170.0,,77284
"Waldport, OR Urban Cluster (2010)",3566.0,,399.0,,91270
"Perryville, MO Urban Cluster (2010)",8333.0,,282.0,,68779
"Ripley, MS Urban Cluster (2010)",3685.0,,426.0,,75124
"Carson City, NV Urbanized Area (2010)",57420.0,,478.0,,14158
"Wahpeton, ND--MN Urban Cluster (2010)",10888.0,,147.0,,91189
"Winnemucca, NV Urban Cluster (2010)",10347.0,,503.0,,96373
"Lodi, CA Urbanized Area (2010)",71710.0,,1122.0,,50851
"Platte City, MO Urban Cluster (2010)",10185.0,,516.0,,70102
"Masontown, PA Urban Cluster (2010)",4270.0,,295.0,,55441
"Oak Harbor, OH Urban Cluster (2010)",2604.0,,152.0,,64351
"Fallon, NV Urban Cluster (2010)",15464.0,,596.0,,29035
"Gonzales, CA Urban Cluster (2010)",8375.0,,56.0,,33841
"Corcoran, CA Urban Cluster (2010)",23199.0,,448.0,,20044
"Electra, TX Urban Cluster (2010)",2704.0,,32.0,,26632
"Henryetta, OK Urban Cluster (2010)",6149.0,,207.0,,38404
"Willits, CA Urban Cluster (2010)",8301.0,,699.0,,95671
"Marengo, IL Urban Cluster (2010)",8192.0,,369.0,,54388
"Morristown, TN Urbanized Area (2010)",61075.0,,1100.0,,59410
"Ellensburg, WA Urban Cluster (2010)",22948.0,,555.0,,26983
"Milledgeville, GA Urban Cluster (2010)",29810.0,,1026.0,,57223
"Denver--Aurora, CO Urbanized Area (2010)",2643663.0,,2311.0,,23527
"Lake of the Woods, VA Urban Cluster (2010)",10144.0,,592.0,,46972
"Lake Arrowhead--Crestline, CA Urban Cluster (2010)",18266.0,,1307.0,,46465
"Newton, IA Urban Cluster (2010)",15470.0,,193.0,,63082
"Bloomfield, IN Urban Cluster (2010)",2302.0,,208.0,,08326
"Bay City, MI Urbanized Area (2010)",68485.0,,697.0,,05869
"Berlin, WI Urban Cluster (2010)",4694.0,,144.0,,07219
"Wiggins, MS Urban Cluster (2010)",3314.0,,456.0,,95185
"Miles City, MT Urban Cluster (2010)",9658.0,,164.0,,57169
"Manistique, MI Urban Cluster (2010)",3316.0,,103.0,,53929
"Poteet, TX Urban Cluster (2010)",3300.0,,186.0,,71668
"Jackson, WY Urban Cluster (2010)",12649.0,,466.0,,42319
"Olney, TX Urban Cluster (2010)",3035.0,,91.0,,65215
"Salida, CO Urban Cluster (2010)",6966.0,,319.0,,78256
"Eatonville, WA Urban Cluster (2010)",3001.0,,114.0,,26024
"Coxsackie, NY Urban Cluster (2010)",5936.0,,364.0,,20773
"Silsbee, TX Urban Cluster (2010)",9408.0,,613.0,,82009
"Dwight, IL Urban Cluster (2010)",4092.0,,70.0,,25255
"Canton, NY Urban Cluster (2010)",6358.0,,131.0,,13348
"Moultrie, GA Urban Cluster (2010)",18184.0,,988.0,,59572
"Corona de Tucson, AZ Urban Cluster (2010)",7664.0,,511.0,,20247
"Cynthiana, KY Urban Cluster (2010)",6274.0,,65.0,,21853
"Woodland, WA Urban Cluster (2010)",6477.0,,531.0,,97021
"Kosciusko, MS Urban Cluster (2010)",6673.0,,176.0,,45721
"Otsego--Plainwell, MI Urban Cluster (2010)",11853.0,,486.0,,66285
"Brawley, CA Urban Cluster (2010)",25978.0,,61.0,,09730
"Claxton, GA Urban Cluster (2010)",3682.0,,362.0,,17371
"Fort Lupton, CO Urban Cluster (2010)",9395.0,,352.0,,30755
"Fort Scott, KS Urban Cluster (2010)",7689.0,,91.0,,30898
"Lexington, VA Urban Cluster (2010)",8196.0,,331.0,,49555
"Manti, UT Urban Cluster (2010)",3307.0,,90.0,,54226
"Minden, NE Urban Cluster (2010)",2880.0,,217.0,,57520
"Bennettsville, SC Urban Cluster (2010)",11880.0,,703.0,,06895
"Charleston, MS Urban Cluster (2010)",2562.0,,454.0,,15427
"Carthage, IL Urban Cluster (2010)",2416.0,,167.0,,14212
"Payson, AZ Urban Cluster (2010)",14212.0,,522.0,,68158
"Kenton, OH Urban Cluster (2010)",8268.0,,371.0,,44533
"Jewett City, CT Urban Cluster (2010)",9574.0,,581.0,,43115
"Peotone, IL Urban Cluster (2010)",4313.0,,260.0,,68536
"Muncy, PA Urban Cluster (2010)",9479.0,,527.0,,60652
"Scottsbluff, NE Urban Cluster (2010)",25290.0,,282.0,,80065
"Mount Vernon, IL Urban Cluster (2010)",15466.0,,430.0,,60328
"Oconto, WI Urban Cluster (2010)",4130.0,,150.0,,64756
"Patton, PA Urban Cluster (2010)",2698.0,,172.0,,67882
"Dover--Rochester, NH--ME Urbanized Area (2010)",91927.0,,1095.0,,24607
"Arcadia, LA Urban Cluster (2010)",2744.0,,80.0,,02899
"North Platte, NE Urban Cluster (2010)",24221.0,,287.0,,63811
"Santa Cruz, CA Urbanized Area (2010)",170413.0,,1600.0,,79336
"Monticello, IL Urban Cluster (2010)",5321.0,,260.0,,58735
"Ozark, AL Urban Cluster (2010)",10855.0,,457.0,,66690
"Melrose, MN Urban Cluster (2010)",3207.0,,123.0,,56089
"Russell, KS Urban Cluster (2010)",4199.0,,275.0,,76852
"Decatur, AL Urbanized Area (2010)",68617.0,,984.0,,22690
"Carthage, TX Urban Cluster (2010)",5740.0,,402.0,,14347
"Kinross, MI Urban Cluster (2010)",6006.0,,251.0,,45370
"New Boston, TX Urban Cluster (2010)",4315.0,,395.0,,61921
"Hinesville, GA Urbanized Area (2010)",49838.0,,783.0,,39133
"Sweetwater, TX Urban Cluster (2010)",10143.0,,186.0,,86167
"Tillamook, OR Urban Cluster (2010)",8408.0,,399.0,,87652
"Fairdale, PA Urban Cluster (2010)",4056.0,,547.0,,28624
"Sioux Falls, SD Urbanized Area (2010)",172387.0,,968.0,,82252
"Idaho Falls, ID Urbanized Area (2010)",96784.0,,1066.0,,40996
"Honesdale, PA Urban Cluster (2010)",5813.0,,266.0,,39835
"River Falls, WI Urban Cluster (2010)",15870.0,,104.0,,75286
"Teague, TX Urban Cluster (2010)",3249.0,,231.0,,86842
"Somerset, MI Urban Cluster (2010)",3163.0,,257.0,,82913
"Tazewell, VA Urban Cluster (2010)",4241.0,,456.0,,86815
"Hillsborough, NH Urban Cluster (2010)",3557.0,,598.0,,38971
"Russellville, KY Urban Cluster (2010)",6848.0,,503.0,,76960
"Shelby, NC Urban Cluster (2010)",27398.0,,934.0,,81199
"Charlestown, NH Urban Cluster (2010)",2904.0,,386.0,,15562
"Bremerton, WA Urbanized Area (2010)",208891.0,,1573.0,,09946
"Glenwood, MD Urban Cluster (2010)",3984.0,,538.0,,33635
"Reynoldsville, PA Urban Cluster (2010)",2729.0,,31.0,,74287
"Pageland, SC Urban Cluster (2010)",3750.0,,472.0,,66835
"Hawaiian Paradise Park, HI Urban Cluster (2010)",21581.0,,1498.0,,37716
"Portsmouth, NH--ME Urbanized Area (2010)",89261.0,,1155.0,,71506
"Beardstown, IL Urban Cluster (2010)",6206.0,,112.0,,05977
"Urbana, OH Urban Cluster (2010)",10879.0,,319.0,,89758
"Anamosa, IA Urban Cluster (2010)",5447.0,,31.0,,02278
"Sandy, OR Urban Cluster (2010)",10429.0,,385.0,,78823
"Campbellsville, KY Urban Cluster (2010)",12295.0,,518.0,,13159
"Winder, GA Urban Cluster (2010)",42219.0,,1153.0,,96130
"Tornillo, TX Urban Cluster (2010)",1972.0,,343.0,,88165
"Aledo, IL Urban Cluster (2010)",3471.0,,144.0,,01225
"Colfax, CA Urban Cluster (2010)",3701.0,,740.0,,18712
"Danbury, CT--NY Urbanized Area (2010)",175357.0,,1359.0,,22096
"Williamsburg, IA Urban Cluster (2010)",2978.0,,93.0,,95391
"Zapata--Medina, TX Urban Cluster (2010)",11798.0,,627.0,,98101
"Eunice, NM Urban Cluster (2010)",3066.0,,95.0,,28171
"Huntington, IN Urban Cluster (2010)",17741.0,,208.0,,40726
"Ridgecrest, CA Urban Cluster (2010)",32353.0,,851.0,,74827
"Ocean Shores, WA Urban Cluster (2010)",5187.0,,358.0,,64675
"Boone, NC Urban Cluster (2010)",23447.0,,589.0,,09055
"Browns Mills--Fort Dix, NJ Urban Cluster (2010)",38590.0,,903.0,,10891
"Estes Park, CO Urban Cluster (2010)",7900.0,,596.0,,27928
"Village of Oak Creek (Big Park), AZ Urban Cluster (2010)",5136.0,,550.0,,90640
"Fort Valley, GA Urban Cluster (2010)",9317.0,,290.0,,31033
"Kansas City, MO--KS Urbanized Area (2010)",1590067.0,,1983.0,,43912
"Soperton, GA Urban Cluster (2010)",2768.0,,143.0,,83089
"Chipley, FL Urban Cluster (2010)",3677.0,,272.0,,16588
"Helena-West Helena, AR Urban Cluster (2010)",9897.0,,346.0,,38172
"Marion, KY Urban Cluster (2010)",2600.0,,168.0,,54604
"Arlington, TN Urban Cluster (2010)",11517.0,,437.0,,03158
"Havana, IL Urban Cluster (2010)",3204.0,,132.0,,37648
"Hillsboro, KS Urban Cluster (2010)",2773.0,,35.0,,38890
"Trenton, TN Urban Cluster (2010)",3659.0,,312.0,,88489
"Steamboat Springs, CO Urban Cluster (2010)",13588.0,,428.0,,84682
"Williamsburg, VA Urbanized Area (2010)",80740.0,,1060.0,,95411
"Mobridge, SD Urban Cluster (2010)",3392.0,,189.0,,57952
"Slidell, LA Urbanized Area (2010)",94342.0,,2198.0,,82468
"Edinboro, PA Urban Cluster (2010)",7009.0,,287.0,,26227
"Wrightstown, WI Urban Cluster (2010)",2944.0,,87.0,,97359
"Mansfield, PA Urban Cluster (2010)",3440.0,,139.0,,54118
"Shady Cove, OR Urban Cluster (2010)",3419.0,,214.0,,80875
"Upper Greenwood Lake, NJ Urban Cluster (2010)",4247.0,,413.0,,89719
"Rensselaer, IN Urban Cluster (2010)",6043.0,,349.0,,74206
"Natchez, MS--LA Urban Cluster (2010)",26586.0,,765.0,,61327
"Stevens Point, WI Urban Cluster (2010)",44231.0,,375.0,,84871
"Le Roy, IL Urban Cluster (2010)",3472.0,,147.0,,49123
"Montpelier, OH Urban Cluster (2010)",3785.0,,120.0,,58924
"Neodesha, KS Urban Cluster (2010)",2096.0,,258.0,,61516
"Llano, TX Urban Cluster (2010)",3138.0,,186.0,,50716
"Sedalia, MO Urban Cluster (2010)",25900.0,,487.0,,80443
"Lake Bryant, FL Urban Cluster (2010)",3369.0,,661.0,,46489
"Celina, OH Urban Cluster (2010)",11345.0,,212.0,,14860
"Kanab, UT Urban Cluster (2010)",3676.0,,302.0,,43831
"Granite Falls, MN Urban Cluster (2010)",2564.0,,240.0,,34462
"Greenville, SC Urbanized Area (2010)",429659.0,,3055.0,,35461
"Baxter Springs, KS Urban Cluster (2010)",4854.0,,237.0,,05815
"Selma, CA Urban Cluster (2010)",43939.0,,594.0,,80551
"Davis, CA Urbanized Area (2010)",76656.0,,611.0,,22420
"La Conner, WA Urban Cluster (2010)",3113.0,,199.0,,45883
"Bedford, PA Urban Cluster (2010)",4408.0,,416.0,,06193
"Shenandoah--Mahanoy City--Frackville, PA Urban Cluster (2010)",18765.0,,378.0,,81472
"Lebanon, OR Urban Cluster (2010)",20477.0,,687.0,,48637
"Castle Rock, WA Urban Cluster (2010)",3406.0,,563.0,,14570
"Waupun, WI Urban Cluster (2010)",11208.0,,104.0,,92998
"Evansville, IN--KY Urbanized Area (2010)",230879.0,,963.0,,28333
"Grifton, NC Urban Cluster (2010)",3525.0,,492.0,,35690
"Antioch, CA Urbanized Area (2010)",306447.0,,1450.0,,02683
"Elko, NV Urban Cluster (2010)",20884.0,,818.0,,26902
"Ripley, WV Urban Cluster (2010)",4575.0,,382.0,,75178
"Sacramento, CA Urbanized Area (2010)",1838376.0,,2618.0,,77068
"Mayfield, KY Urban Cluster (2010)",11311.0,,411.0,,55765
"Byron, IL Urban Cluster (2010)",7057.0,,364.0,,12079
"Sandusky, OH Urban Cluster (2010)",47591.0,,525.0,,78769
"Laconia, NH Urban Cluster (2010)",18824.0,,668.0,,45856
"Hartford City, IN Urban Cluster (2010)",5965.0,,199.0,,37324
"Parsons, KS Urban Cluster (2010)",9546.0,,242.0,,67780
"Homesteads Addition, TX Urban Cluster (2010)",6893.0,,1010.0,,39712
"Big Stone Gap, VA Urban Cluster (2010)",7701.0,,507.0,,07678
"Boone, IA Urban Cluster (2010)",12642.0,,172.0,,09028
"Twentynine Palms, CA Urban Cluster (2010)",12905.0,,770.0,,89191
"Hamburg, AR Urban Cluster (2010)",2607.0,,70.0,,36352
"Pecan Plantation, TX Urban Cluster (2010)",7158.0,,693.0,,68239
"Baraboo, WI Urban Cluster (2010)",13834.0,,250.0,,05005
"Rocky Ford, CO Urban Cluster (2010)",4108.0,,138.0,,75961
"Abbeville, SC Urban Cluster (2010)",4818.0,,336.0,,00064
"Vineyard Haven, MA Urban Cluster (2010)",10634.0,,459.0,,90757
"Kewanee, IL Urban Cluster (2010)",12323.0,,262.0,,44722
"Milan, TN Urban Cluster (2010)",7592.0,,381.0,,57115
"Camden, SC Urban Cluster (2010)",13671.0,,693.0,,12970
"Las Vegas--Henderson, NV Urbanized Area (2010)",2066987.0,,1819.0,,47995
"McPherson, KS Urban Cluster (2010)",12697.0,,171.0,,52903
"Munising, MI Urban Cluster (2010)",2843.0,,313.0,,60684
"Sinton, TX Urban Cluster (2010)",5956.0,,365.0,,82171
"Hardin, MT Urban Cluster (2010)",3835.0,,69.0,,36811
"Nine Mile Falls, WA Urban Cluster (2010)",4040.0,,565.0,,63271
"Mahomet, IL Urban Cluster (2010)",11950.0,,435.0,,53416
"Mansfield, OH Urbanized Area (2010)",72797.0,,720.0,,54091
"Waterford, CA Urban Cluster (2010)",9405.0,,182.0,,92539
"King City, CA Urban Cluster (2010)",15998.0,,475.0,,45073
"Paragould, AR Urban Cluster (2010)",26499.0,,376.0,,67402
"Morganfield, KY Urban Cluster (2010)",5768.0,,518.0,,59248
"Blytheville, AR Urban Cluster (2010)",16902.0,,450.0,,08650
"Graham, TX Urban Cluster (2010)",8913.0,,175.0,,34138
"Middleport, OH--WV Urban Cluster (2010)",7752.0,,634.0,,56791
"Brownsville, TN Urban Cluster (2010)",9067.0,,239.0,,10945
"Estherville, IA Urban Cluster (2010)",5660.0,,124.0,,27955
"Litchfield, CT Urban Cluster (2010)",2580.0,,337.0,,50213
"Picture Rocks, AZ Urban Cluster (2010)",4417.0,,658.0,,69238
"Reedsburg, WI Urban Cluster (2010)",9300.0,,176.0,,74071
"Smithville, TX Urban Cluster (2010)",4237.0,,338.0,,82630
"South Lyon--Howell, MI Urbanized Area (2010)",126495.0,,1228.0,,83332
"Ravenswood, WV Urban Cluster (2010)",4000.0,,263.0,,73504
"Alpena, MI Urban Cluster (2010)",13298.0,,272.0,,01684
"Corvallis, OR Urbanized Area (2010)",65201.0,,484.0,,20422
"Laurinburg, NC Urban Cluster (2010)",20942.0,,465.0,,48178
"Boise City, ID Urbanized Area (2010)",390919.0,,1883.0,,08785
"Massena, NY Urban Cluster (2010)",10383.0,,647.0,,55468
"Monessen--California, PA Urbanized Area (2010)",61778.0,,919.0,,58168
"Nashville, GA Urban Cluster (2010)",4453.0,,234.0,,61219
"Petersburg, WV Urban Cluster (2010)",2548.0,,136.0,,68995
"Middleville, MI Urban Cluster (2010)",3308.0,,79.0,,56953
"Blairsville, PA Urban Cluster (2010)",6794.0,,410.0,,08164
"Dayton, TN Urban Cluster (2010)",10417.0,,525.0,,22555
"Yakima, WA Urbanized Area (2010)",133150.0,,1224.0,,97507
"Buffalo, NY Urbanized Area (2010)",932270.0,,1700.0,,11350
"Cottonwood, CA Urban Cluster (2010)",4559.0,,657.0,,20584
"Harrah, OK Urban Cluster (2010)",4617.0,,272.0,,36919
"Morgan, UT Urban Cluster (2010)",4008.0,,59.0,,59210
"Bellville, TX Urban Cluster (2010)",4074.0,,182.0,,06706
"De Witt, IA Urban Cluster (2010)",4470.0,,273.0,,23986
"Houghton, MI Urban Cluster (2010)",15674.0,,372.0,,40294
"Milton, VT Urban Cluster (2010)",8885.0,,543.0,,57402
"Maysville, KY--OH Urban Cluster (2010)",11039.0,,441.0,,55819
"Newberry, SC Urban Cluster (2010)",12182.0,,580.0,,61894
"Ava, MO Urban Cluster (2010)",3000.0,,111.0,,04411
"Rockdale, TX Urban Cluster (2010)",5443.0,,300.0,,75691
"Gastonia, NC--SC Urbanized Area (2010)",177066.0,,1473.0,,32653
"Hardeeville, SC Urban Cluster (2010)",3330.0,,871.0,,36798
"Quarryville, PA Urban Cluster (2010)",6977.0,,559.0,,72910
"Newport, OR Urban Cluster (2010)",11599.0,,156.0,,62839
"Lake Village, AR Urban Cluster (2010)",2517.0,,279.0,,47179
"Little Falls, NY Urban Cluster (2010)",4744.0,,29.0,,50338
"Geneva, NY Urban Cluster (2010)",28446.0,,421.0,,32842
"Bedford, VA Urban Cluster (2010)",6702.0,,477.0,,06220
"Canton, MS Urban Cluster (2010)",14357.0,,746.0,,13321
"Wadena, MN Urban Cluster (2010)",4022.0,,80.0,,91081
"Lancaster, OH Urban Cluster (2010)",43698.0,,543.0,,47503
"Louisburg, NC Urban Cluster (2010)",3673.0,,180.0,,51634
"Columbus, OH Urbanized Area (2010)",1498800.0,,1892.0,,19234
"Roanoke Rapids, NC Urban Cluster (2010)",24047.0,,735.0,,75448
"Rush City, MN Urban Cluster (2010)",2936.0,,62.0,,76759
"Buffalo, WY Urban Cluster (2010)",4296.0,,174.0,,11377
"Honeoye Falls, NY Urban Cluster (2010)",5521.0,,250.0,,39821
"Au Sable, MI Urban Cluster (2010)",6210.0,,336.0,,04330
"Champaign, IL Urbanized Area (2010)",151787.0,,515.0,,15211
"Medical Lake, WA Urban Cluster (2010)",4834.0,,131.0,,56023
"Greenfield, CA Urban Cluster (2010)",17331.0,,89.0,,34921
"Marysville, OH Urban Cluster (2010)",24077.0,,470.0,,55306
"Bay Minette, AL Urban Cluster (2010)",8472.0,,505.0,,05923
"Brockport, NY Urban Cluster (2010)",19577.0,,677.0,,10418
"Needles, CA--AZ Urban Cluster (2010)",8979.0,,582.0,,61435
"Buies Creek, NC Urban Cluster (2010)",5587.0,,559.0,,11415
"Franklin, LA Urban Cluster (2010)",13859.0,,653.0,,31303
"Rancho Calaveras--Valley Springs, CA Urban Cluster (2010)",9133.0,,928.0,,73315
"Odem, TX Urban Cluster (2010)",2719.0,,435.0,,64810
"Chester, IL Urban Cluster (2010)",8264.0,,104.0,,16156
"Fillmore, CA Urban Cluster (2010)",15622.0,,52.0,,29710
"Live Oak (Sutter County), CA Urban Cluster (2010)",8611.0,,69.0,,50473
"Newman, CA Urban Cluster (2010)",10978.0,,261.0,,62569
"Heber, UT Urban Cluster (2010)",21281.0,,703.0,,38053
"Lancaster, KY Urban Cluster (2010)",3603.0,,221.0,,47476
"Mandeville--Covington, LA Urbanized Area (2010)",100339.0,,2025.0,,53794
"Muskegon, MI Urbanized Area (2010)",164076.0,,863.0,,60841
"Emporia, VA Urban Cluster (2010)",6287.0,,296.0,,27550
"Tuscola, IL Urban Cluster (2010)",4829.0,,186.0,,89137
"Vinton, LA Urban Cluster (2010)",2272.0,,364.0,,90838
"West, TX Urban Cluster (2010)",2802.0,,27.0,,93889
"Stamford, TX Urban Cluster (2010)",2806.0,,85.0,,84223
"Bushnell, IL Urban Cluster (2010)",2697.0,,178.0,,11917
"La Center, WA Urban Cluster (2010)",2809.0,,132.0,,45844
"Tucumcari, NM Urban Cluster (2010)",4833.0,,168.0,,88813
"Bloomington--Normal, IL Urbanized Area (2010)",135569.0,,474.0,,08407
"Dandridge, TN Urban Cluster (2010)",5564.0,,501.0,,22110
"Starke, FL Urban Cluster (2010)",5739.0,,536.0,,84439
"Colorado Springs, CO Urbanized Area (2010)",608321.0,,1873.0,,18856
"Fort Dodge, IA Urban Cluster (2010)",24105.0,,326.0,,30682
"Nowata, OK Urban Cluster (2010)",3602.0,,74.0,,64216
"Winston-Salem, NC Urbanized Area (2010)",411449.0,,1874.0,,96670
"Montgomery, AL Urbanized Area (2010)",255140.0,,1454.0,,58600
"Soledad, CA Urban Cluster (2010)",25724.0,,165.0,,82846
"Warren, PA Urban Cluster (2010)",14965.0,,279.0,,91837
"Gonzales, TX Urban Cluster (2010)",7051.0,,223.0,,33868
"Norris, TN Urban Cluster (2010)",3036.0,,539.0,,63447
"San Germ�n--Cabo Rojo--Sabana Grande, PR Urbanized Area (2010)",112557.0,,1330.0,,78985
"Central City--Greenville, KY Urban Cluster (2010)",10458.0,,413.0,,14995
"Warsaw, NY Urban Cluster (2010)",2926.0,,338.0,,92026
"Ocean Park, WA Urban Cluster (2010)",3410.0,,488.0,,64648
"Fairfield, CA Urbanized Area (2010)",143492.0,,410.0,,28657
"Lake Geneva, WI Urban Cluster (2010)",14655.0,,396.0,,46693
"Burley, ID Urban Cluster (2010)",15629.0,,438.0,,11620
"Creston, IA Urban Cluster (2010)",7570.0,,119.0,,21016
"Clifton, TX Urban Cluster (2010)",3385.0,,54.0,,17830
"Hugo, OK Urban Cluster (2010)",4851.0,,156.0,,40564
"Arecibo, PR Urbanized Area (2010)",129310.0,,2000.0,,03034
"Blackstone, VA Urban Cluster (2010)",3091.0,,208.0,,08056
"Shreveport, LA Urbanized Area (2010)",299453.0,,2106.0,,81739
"Dallas, OR Urban Cluster (2010)",16306.0,,274.0,,22015
"Huxley, IA Urban Cluster (2010)",4275.0,,231.0,,40955
"Hot Springs, AR Urbanized Area (2010)",56987.0,,1248.0,,40213
"North East, PA Urban Cluster (2010)",6635.0,,342.0,,63622
"North Manchester, IN Urban Cluster (2010)",5657.0,,266.0,,63784
"Mifflintown, PA Urban Cluster (2010)",4288.0,,368.0,,57069
"Auburn, IL Urban Cluster (2010)",4026.0,,410.0,,04054
"Lead, SD Urban Cluster (2010)",3411.0,,323.0,,48421
"Harrodsburg, KY Urban Cluster (2010)",9001.0,,268.0,,37216
"Salt Lake City--West Valley City, UT Urbanized Area (2010)",1104330.0,,1266.0,,78499
"Headland, AL Urban Cluster (2010)",3332.0,,437.0,,37959
"Wilburton, OK Urban Cluster (2010)",2969.0,,124.0,,95212
"Newark, OH Urbanized Area (2010)",78581.0,,963.0,,61705
"Stigler, OK Urban Cluster (2010)",2669.0,,151.0,,84979
"Sidney, NE Urban Cluster (2010)",6483.0,,105.0,,81820
"Chambersburg, PA Urbanized Area (2010)",52819.0,,1025.0,,15184
"Eugene, OR Urbanized Area (2010)",261945.0,,1148.0,,28117
