NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,urban area
"Whiteriver, AZ Urban Cluster (2010)",6708.0,,615.0,,94888
"Fargo, ND--MN Urbanized Area (2010)",199055.0,,915.0,,29089
"Middletown, NY Urbanized Area (2010)",59400.0,,761.0,,56899
"Bellingham, WA Urbanized Area (2010)",122596.0,,1325.0,,06652
"Carrollton, MO Urban Cluster (2010)",3288.0,,215.0,,14077
"Winner, SD Urban Cluster (2010)",2721.0,,77.0,,96400
"Woodcreek, TX Urban Cluster (2010)",5327.0,,810.0,,96940
"Sabetha, KS Urban Cluster (2010)",2525.0,,106.0,,77027
"Du Quoin, IL Urban Cluster (2010)",6243.0,,295.0,,25093
"Cle Elum, WA Urban Cluster (2010)",4121.0,,441.0,,17560
"Genoa, IL Urban Cluster (2010)",5999.0,,473.0,,32869
"Fond du Lac, WI Urbanized Area (2010)",55526.0,,480.0,,30223
"Dalton, GA Urbanized Area (2010)",87459.0,,1932.0,,22069
"McConnelsville, OH Urban Cluster (2010)",2685.0,,229.0,,52498
"Mount Gilead, OH Urban Cluster (2010)",3619.0,,383.0,,59896
"Albany, MN Urban Cluster (2010)",2699.0,,51.0,,00921
"St. Peter, MN Urban Cluster (2010)",12178.0,,237.0,,78013
"Cambridge, MN Urban Cluster (2010)",14666.0,,362.0,,12835
"Manchester, TN Urban Cluster (2010)",11198.0,,481.0,,53767
"Newberg, OR Urban Cluster (2010)",28101.0,,629.0,,61813
"Ashdown, AR Urban Cluster (2010)",3946.0,,297.0,,03304
"Belding, MI Urban Cluster (2010)",5758.0,,30.0,,06301
"Brownsville, TX Urbanized Area (2010)",225672.0,,2474.0,,10972
"Coldwater, OH Urban Cluster (2010)",4447.0,,520.0,,18680
"Paoli, IN Urban Cluster (2010)",3301.0,,356.0,,67348
"Butler, MO Urban Cluster (2010)",3888.0,,330.0,,11971
"Kuna, ID Urban Cluster (2010)",18419.0,,739.0,,45775
"Gilman, IL Urban Cluster (2010)",2752.0,,191.0,,33274
"South Fallsburg, NY Urban Cluster (2010)",3068.0,,561.0,,83210
"Chattanooga, TN--GA Urbanized Area (2010)",398656.0,,2109.0,,15832
"Crittenden, KY Urban Cluster (2010)",4553.0,,309.0,,21178
"Holloman AFB, NM Urban Cluster (2010)",3879.0,,435.0,,39524
"Spring Creek North, NV Urban Cluster (2010)",3342.0,,392.0,,83851
"Douglas, WY Urban Cluster (2010)",6199.0,,265.0,,24553
"Harrington, DE Urban Cluster (2010)",4596.0,,377.0,,36973
"Ocala Estates, FL Urban Cluster (2010)",5656.0,,1017.0,,64577
"Nogales, AZ Urban Cluster (2010)",30870.0,,1151.0,,63325
"Berryville, AR Urban Cluster (2010)",4896.0,,215.0,,07300
"Fairmont, NC Urban Cluster (2010)",2413.0,,81.0,,28860
"Mount Orab, OH Urban Cluster (2010)",2943.0,,652.0,,60058
"Berrien Springs, MI Urban Cluster (2010)",7429.0,,353.0,,07273
"Somerset, KY Urban Cluster (2010)",29929.0,,1001.0,,82900
"Delhi, LA Urban Cluster (2010)",2760.0,,113.0,,23095
"Twin Falls, ID Urban Cluster (2010)",51791.0,,434.0,,89245
"Morgan City, LA Urban Cluster (2010)",30429.0,,701.0,,59221
"Lake Providence, LA Urban Cluster (2010)",4020.0,,588.0,,47098
"Hondo, TX Urban Cluster (2010)",5943.0,,466.0,,39781
"Mineral Wells, TX Urban Cluster (2010)",13950.0,,406.0,,57574
"Sayre, OK Urban Cluster (2010)",4084.0,,218.0,,79876
"Bowling Green, KY Urbanized Area (2010)",89032.0,,1035.0,,09379
"Oklahoma City, OK Urbanized Area (2010)",929623.0,,2682.0,,65080
"Harrisburg, SD Urban Cluster (2010)",4214.0,,301.0,,37091
"Hastings, MI Urban Cluster (2010)",7958.0,,436.0,,37513
"Lago Vista, TX Urban Cluster (2010)",5969.0,,423.0,,46180
"Chatfield, MN Urban Cluster (2010)",2480.0,,203.0,,15769
"Hutchinson, KS Urban Cluster (2010)",43482.0,,474.0,,40915
"Jackson, TN Urbanized Area (2010)",71860.0,,763.0,,42265
"Phillipsburg, KS Urban Cluster (2010)",2642.0,,171.0,,69157
"Bellefonte, PA Urban Cluster (2010)",12862.0,,573.0,,06463
"Utica, NY Urbanized Area (2010)",114363.0,,881.0,,89785
"West Columbia, TX Urban Cluster (2010)",5061.0,,337.0,,93970
"Etowah, TN Urban Cluster (2010)",4117.0,,335.0,,28009
"Greeneville, TN Urban Cluster (2010)",24086.0,,988.0,,34894
"Vado, NM Urban Cluster (2010)",3114.0,,1080.0,,89893
"Vail, CO Urban Cluster (2010)",6075.0,,275.0,,89920
"Air Force Academy, CO Urban Cluster (2010)",3059.0,,288.0,,00676
"Virginia Beach, VA Urbanized Area (2010)",1471105.0,,2180.0,,90892
"Wasco, CA Urban Cluster (2010)",26498.0,,204.0,,92161
"Carlisle, IA Urban Cluster (2010)",4332.0,,225.0,,13753
"Houma, LA Urbanized Area (2010)",148381.0,,1819.0,,40375
"Hutchinson, MN Urban Cluster (2010)",13768.0,,154.0,,40942
"New London, MN Urban Cluster (2010)",3163.0,,340.0,,62505
"Mount Pocono--Emerald Lakes, PA Urban Cluster (2010)",25727.0,,1073.0,,60195
"Eau Claire, WI Urbanized Area (2010)",106835.0,,705.0,,26038
"Marinette--Menominee, WI--MI Urban Cluster (2010)",18541.0,,185.0,,54496
"Rayville, LA Urban Cluster (2010)",3756.0,,393.0,,73666
"San Marcos, TX Urbanized Area (2010)",66317.0,,1132.0,,79201
"Charles Town--Ranson, WV Urban Cluster (2010)",22491.0,,762.0,,15600
"Dickinson, ND Urban Cluster (2010)",19802.0,,547.0,,24094
"Newport, VT Urban Cluster (2010)",3742.0,,175.0,,62920
"Jordan, MN Urban Cluster (2010)",5957.0,,81.0,,43426
"Monticello, IN Urban Cluster (2010)",8635.0,,388.0,,58762
"Escanaba, MI Urban Cluster (2010)",20432.0,,399.0,,27847
"Watonga, OK Urban Cluster (2010)",2895.0,,64.0,,92836
"Lexington, NE Urban Cluster (2010)",10394.0,,154.0,,49474
"Kilgore, TX Urban Cluster (2010)",16584.0,,788.0,,44938
"Muskogee, OK Urban Cluster (2010)",40103.0,,552.0,,60868
"Greenville, TX Urban Cluster (2010)",24736.0,,694.0,,35488
"Key West, FL Urban Cluster (2010)",33647.0,,537.0,,44857
"Springs, NY Urban Cluster (2010)",12115.0,,837.0,,84115
"Owatonna, MN Urban Cluster (2010)",25419.0,,122.0,,66430
"Woodstock, IL Urban Cluster (2010)",25525.0,,325.0,,97129
"Mayodan, NC Urban Cluster (2010)",4733.0,,381.0,,55792
"Vallejo, CA Urbanized Area (2010)",171853.0,,675.0,,90028
"Gadsden, AL Urbanized Area (2010)",63675.0,,1026.0,,32113
"Village of Four Seasons, MO Urban Cluster (2010)",4197.0,,387.0,,90631
"Fairfield, IA Urban Cluster (2010)",10155.0,,143.0,,28711
"Marana West, AZ Urban Cluster (2010)",6786.0,,710.0,,54295
"Millstadt, IL Urban Cluster (2010)",3718.0,,111.0,,57385
"Rockville, IN Urban Cluster (2010)",4336.0,,237.0,,75934
"Graceville, FL Urban Cluster (2010)",4183.0,,370.0,,34072
"White Sulphur Springs, WV Urban Cluster (2010)",3101.0,,485.0,,94969
"Rockport, TX Urban Cluster (2010)",18182.0,,1074.0,,75853
"Ramona, CA Urban Cluster (2010)",25886.0,,1299.0,,73288
"Saw Creek, PA Urban Cluster (2010)",6068.0,,797.0,,79834
"Mullins, SC Urban Cluster (2010)",5518.0,,532.0,,60598
"Portageville, MO Urban Cluster (2010)",2987.0,,92.0,,70885
"Delavan, WI Urban Cluster (2010)",12150.0,,467.0,,23041
"Hampstead, NC Urban Cluster (2010)",13397.0,,799.0,,36585
"Greensboro, GA Urban Cluster (2010)",2927.0,,237.0,,35137
"Redwood Falls, MN Urban Cluster (2010)",4708.0,,173.0,,73990
"Gooding, ID Urban Cluster (2010)",3790.0,,226.0,,33895
"Northfield, VT Urban Cluster (2010)",3861.0,,293.0,,63703
"Anniston--Oxford, AL Urbanized Area (2010)",76319.0,,1125.0,,02629
"Sauk Centre, MN Urban Cluster (2010)",4223.0,,103.0,,79687
"Dahlonega, GA Urban Cluster (2010)",5577.0,,537.0,,21934
"Winamac, IN Urban Cluster (2010)",2768.0,,160.0,,95968
"Frankenmuth, MI Urban Cluster (2010)",5183.0,,48.0,,31195
"Washington, IA Urban Cluster (2010)",6722.0,,167.0,,92323
"Daingerfield, TX Urban Cluster (2010)",5011.0,,537.0,,21961
"Lansing, MI Urbanized Area (2010)",322236.0,,1104.0,,47719
"Hebbronville, TX Urban Cluster (2010)",4586.0,,242.0,,38026
"Sumiton, AL Urban Cluster (2010)",4404.0,,584.0,,85600
"Ticonderoga, NY Urban Cluster (2010)",2760.0,,401.0,,87571
"Clearwood, WA Urban Cluster (2010)",2293.0,,364.0,,17524
"Warsaw, NC Urban Cluster (2010)",3029.0,,243.0,,92053
"Castroville, TX Urban Cluster (2010)",5104.0,,565.0,,14590
"Lee's Summit, MO Urbanized Area (2010)",90582.0,,788.0,,48826
"Marseilles, IL Urban Cluster (2010)",4749.0,,190.0,,54901
"Fayetteville, TN Urban Cluster (2010)",8615.0,,619.0,,29467
"Flora, IL Urban Cluster (2010)",4701.0,,293.0,,29899
"Burlington, IA--IL Urban Cluster (2010)",28889.0,,308.0,,11674
"Chesnee, SC Urban Cluster (2010)",2475.0,,323.0,,16140
"Centralia, WA Urban Cluster (2010)",41781.0,,1425.0,,15076
"Wilton, IA Urban Cluster (2010)",2833.0,,46.0,,95941
"Terrell, TX Urban Cluster (2010)",16365.0,,379.0,,87166
"Los Lunas, NM Urbanized Area (2010)",62670.0,,1204.0,,51499
"Mackinaw, IL Urban Cluster (2010)",3542.0,,231.0,,52660
"Mecca, CA Urban Cluster (2010)",7402.0,,990.0,,55927
"Vandenberg AFB, CA Urban Cluster (2010)",3040.0,,408.0,,90182
"Hannibal, MO Urban Cluster (2010)",17968.0,,298.0,,36730
"Pine Grove, PA Urban Cluster (2010)",3303.0,,308.0,,69508
"Sayre--Waverly, PA--NY Urban Cluster (2010)",17377.0,,469.0,,79903
"Mifflinburg, PA Urban Cluster (2010)",4420.0,,152.0,,57061
"Dodge City, KS Urban Cluster (2010)",27931.0,,369.0,,24337
"Portland, IN Urban Cluster (2010)",5703.0,,264.0,,71236
"Reidsville, NC Urban Cluster (2010)",13660.0,,167.0,,74152
"Bowling Green, OH Urban Cluster (2010)",31808.0,,281.0,,09433
"Dryden, NY Urban Cluster (2010)",3585.0,,444.0,,24688
"Columbiana, AL Urban Cluster (2010)",2679.0,,402.0,,19060
"Wheatland, WY Urban Cluster (2010)",3684.0,,226.0,,94699
"Galion, OH Urban Cluster (2010)",15509.0,,293.0,,32356
"Plymouth, IN Urban Cluster (2010)",12552.0,,317.0,,70291
"Murfreesboro, TN Urbanized Area (2010)",155152.0,,1862.0,,60733
"Neosho, MO Urban Cluster (2010)",11965.0,,316.0,,61543
"Oneonta, NY Urban Cluster (2010)",17195.0,,336.0,,65512
"Quincy, IL Urban Cluster (2010)",44480.0,,530.0,,73045
"Cadiz, OH Urban Cluster (2010)",2204.0,,282.0,,12214
"Filer, ID Urban Cluster (2010)",2828.0,,106.0,,29698
"Franklin, NC Urban Cluster (2010)",6675.0,,464.0,,31384
"Eudora, KS Urban Cluster (2010)",6704.0,,309.0,,28063
"Shelley, ID Urban Cluster (2010)",4615.0,,173.0,,81388
"Watkins Glen, NY Urban Cluster (2010)",3638.0,,304.0,,92809
"Farmington, NH Urban Cluster (2010)",2581.0,,501.0,,29265
"San Angelo, TX Urbanized Area (2010)",99054.0,,610.0,,78553
"Walworth, NY Urban Cluster (2010)",3362.0,,493.0,,91584
"Valatie, NY Urban Cluster (2010)",5065.0,,452.0,,89947
"Lewistown, PA Urban Cluster (2010)",21483.0,,705.0,,49393
"Nebraska City, NE Urban Cluster (2010)",6945.0,,267.0,,61408
"Sunbury, PA Urban Cluster (2010)",30293.0,,555.0,,85762
"Mineola, TX Urban Cluster (2010)",5334.0,,414.0,,57547
"Rockford, MN Urban Cluster (2010)",4591.0,,427.0,,75732
"Buffalo, MN Urban Cluster (2010)",16580.0,,140.0,,11296
"Calipatria, CA Urban Cluster (2010)",3434.0,,301.0,,12592
"Knoxville, TN Urbanized Area (2010)",589529.0,,3337.0,,45640
"Gowanda, NY Urban Cluster (2010)",6401.0,,270.0,,34057
"Lawrenceburg, TN Urban Cluster (2010)",10066.0,,325.0,,48286
"Kokomo, IN Urbanized Area (2010)",61807.0,,775.0,,45694
"Topeka, KS Urbanized Area (2010)",149932.0,,921.0,,88084
"Paw Paw Lake--Hartford, MI Urban Cluster (2010)",11740.0,,520.0,,68106
"Presque Isle, ME Urban Cluster (2010)",5957.0,,450.0,,72154
"Box Elder, SD Urban Cluster (2010)",9196.0,,426.0,,09460
"Clearlake Riviera, CA Urban Cluster (2010)",3412.0,,621.0,,17514
"Crawfordsville, IN Urban Cluster (2010)",17782.0,,362.0,,20881
"Cross City, FL Urban Cluster (2010)",3765.0,,418.0,,21313
"Oostburg, WI Urban Cluster (2010)",2891.0,,57.0,,65566
"Austin, MN Urban Cluster (2010)",25238.0,,132.0,,04357
"Oak Harbor, WA Urban Cluster (2010)",34512.0,,756.0,,64378
"Pierre, SD Urban Cluster (2010)",15020.0,,300.0,,69292
"Anna, IL Urban Cluster (2010)",5778.0,,204.0,,02575
"Aurora, NE Urban Cluster (2010)",4395.0,,69.0,,04303
"Van, TX Urban Cluster (2010)",2665.0,,270.0,,90122
"North Wilkesboro--Wilkesboro, NC Urban Cluster (2010)",17720.0,,1017.0,,63946
"Mescalero Park, TX Urban Cluster (2010)",2630.0,,682.0,,56386
"Tuskegee, AL Urban Cluster (2010)",8312.0,,289.0,,89164
"Corry, PA Urban Cluster (2010)",6621.0,,202.0,,20314
"Daphne--Fairhope, AL Urbanized Area (2010)",66651.0,,2107.0,,22285
"Benton, KY Urban Cluster (2010)",4431.0,,53.0,,07057
"Dalton, OH Urban Cluster (2010)",2257.0,,285.0,,22079
"Winneconne, WI Urban Cluster (2010)",3688.0,,224.0,,96350
"Harlingen, TX Urbanized Area (2010)",137590.0,,2140.0,,36892
"Orrville, OH Urban Cluster (2010)",8502.0,,178.0,,65971
"Keokuk, IA--IL Urban Cluster (2010)",13231.0,,181.0,,44560
"Brookville, PA Urban Cluster (2010)",4511.0,,109.0,,10810
"Clyde, OH Urban Cluster (2010)",5984.0,,312.0,,18235
"Pukalani--Makawao--Haiku-Pauwela, HI Urban Cluster (2010)",28373.0,,1583.0,,72640
"Richgrove, CA Urban Cluster (2010)",2611.0,,273.0,,74449
"Clear Lake, IA Urban Cluster (2010)",7951.0,,276.0,,17506
"Cuero, TX Urban Cluster (2010)",8284.0,,69.0,,21610
"Booneville, MS Urban Cluster (2010)",6226.0,,585.0,,09109
"Lolo, MT Urban Cluster (2010)",2747.0,,637.0,,51026
"Sevierville, TN Urban Cluster (2010)",24136.0,,727.0,,80713
"Cadiz, KY Urban Cluster (2010)",2988.0,,200.0,,12187
"Crookston, MN Urban Cluster (2010)",7567.0,,267.0,,21232
"Fowlerville, MI Urban Cluster (2010)",3824.0,,279.0,,31168
"Las Vegas, NM Urban Cluster (2010)",14942.0,,599.0,,47989
"Ludington, MI Urban Cluster (2010)",11093.0,,286.0,,51958
"Bridgeport--Stamford, CT--NY Urbanized Area (2010)",947014.0,,1622.0,,10162
"Burlington, WI Urban Cluster (2010)",23852.0,,654.0,,11782
"West Liberty, IA Urban Cluster (2010)",3700.0,,43.0,,94213
"Lancaster--Palmdale, CA Urbanized Area (2010)",350923.0,,1902.0,,47611
"Holiday Shores, IL Urban Cluster (2010)",2467.0,,358.0,,39416
"Truth or Consequences, NM Urban Cluster (2010)",7383.0,,309.0,,88678
"Delano, CA Urbanized Area (2010)",53980.0,,699.0,,22987
"Whiteman AFB, MO Urban Cluster (2010)",6716.0,,514.0,,94870
"Lake Wildwood, CA Urban Cluster (2010)",7085.0,,642.0,,47233
"Lucasville, OH Urban Cluster (2010)",2987.0,,298.0,,51904
"Hope, AR Urban Cluster (2010)",9531.0,,286.0,,40024
"Charleston, MO Urban Cluster (2010)",5715.0,,154.0,,15454
"Ottawa, KS Urban Cluster (2010)",12240.0,,59.0,,66322
"Mount Vernon, OH Urban Cluster (2010)",21740.0,,430.0,,60463
"Valentine, NE Urban Cluster (2010)",2777.0,,21.0,,90001
"Tucson, AZ Urbanized Area (2010)",868014.0,,2388.0,,88732
"Batesville, AR Urban Cluster (2010)",11438.0,,597.0,,05545
"Lytle, TX Urban Cluster (2010)",3720.0,,738.0,,52341
"Newport, TN Urban Cluster (2010)",11293.0,,946.0,,62893
"Kearney, NE Urban Cluster (2010)",32824.0,,321.0,,44182
"Grand Rapids, MN Urban Cluster (2010)",9721.0,,451.0,,34327
"Page, AZ Urban Cluster (2010)",7298.0,,265.0,,66808
"London, OH Urban Cluster (2010)",14377.0,,268.0,,51121
"Goldendale, WA Urban Cluster (2010)",3258.0,,236.0,,33787
"Ocean Pines, MD--DE Urban Cluster (2010)",34449.0,,784.0,,64660
"Gaylord, MI Urban Cluster (2010)",8384.0,,476.0,,32734
"Sealy, TX Urban Cluster (2010)",5953.0,,202.0,,80281
"Wytheville, VA Urban Cluster (2010)",7066.0,,201.0,,97453
"Huron, CA Urban Cluster (2010)",7019.0,,18.0,,40834
"Muldrow--Roland, OK Urban Cluster (2010)",6232.0,,279.0,,60546
"Cottonport, LA Urban Cluster (2010)",2940.0,,376.0,,20530
"Cumberland, MD--WV--PA Urbanized Area (2010)",49835.0,,731.0,,21745
"Ionia, MI Urban Cluster (2010)",14536.0,,387.0,,41536
"Palatka, FL Urban Cluster (2010)",23725.0,,1124.0,,67051
"Braidwood--Coal City--Wilmington, IL Urban Cluster (2010)",22601.0,,386.0,,09600
"Sault Ste. Marie, MI Urban Cluster (2010)",12902.0,,308.0,,79714
"Greenville, IL Urban Cluster (2010)",6557.0,,230.0,,35299
"Huntingdon, PA Urban Cluster (2010)",11638.0,,301.0,,40699
"Two Harbors, MN Urban Cluster (2010)",3290.0,,131.0,,89272
"Bunkie, LA Urban Cluster (2010)",3776.0,,241.0,,11512
"Woodstock, AL Urban Cluster (2010)",4404.0,,709.0,,97119
"Edgerton, WI Urban Cluster (2010)",7383.0,,392.0,,26173
"Colville, WA Urban Cluster (2010)",5241.0,,178.0,,19369
"Mount Vernon, IA Urban Cluster (2010)",6560.0,,363.0,,60382
"Needville, TX Urban Cluster (2010)",2889.0,,78.0,,61462
"Algoma, WI Urban Cluster (2010)",3032.0,,43.0,,01360
"Barrow, AK Urban Cluster (2010)",3986.0,,190.0,,05275
"Diamondhead, MS Urban Cluster (2010)",7690.0,,237.0,,24040
"Cobleskill, NY Urban Cluster (2010)",5273.0,,329.0,,18343
"Plumas Lake, CA Urban Cluster (2010)",6622.0,,850.0,,70280
"Browning, MT Urban Cluster (2010)",4448.0,,417.0,,10864
"St. Johnsbury, VT Urban Cluster (2010)",4976.0,,328.0,,77689
"Garnett, KS Urban Cluster (2010)",3211.0,,125.0,,32626
"Devine, TX Urban Cluster (2010)",5967.0,,720.0,,23905
"Yountville, CA Urban Cluster (2010)",2982.0,,18.0,,97885
"Garner, IA Urban Cluster (2010)",3059.0,,40.0,,32599
"Stuarts Draft, VA Urban Cluster (2010)",8303.0,,597.0,,85249
"Boston, MA--NH--RI Urbanized Area (2010)",4420143.0,,3102.0,,09271
"Poplar, MT Urban Cluster (2010)",2929.0,,325.0,,70777
"Monroe, LA Urbanized Area (2010)",116143.0,,1658.0,,58330
"Onalaska, TX Urban Cluster (2010)",4605.0,,353.0,,65338
"Silverton, OR Urban Cluster (2010)",9907.0,,470.0,,82117
"Caledonia, MN Urban Cluster (2010)",2626.0,,91.0,,12376
"Tuttle, OK Urban Cluster (2010)",2637.0,,346.0,,89177
"Kutztown, PA Urban Cluster (2010)",9867.0,,439.0,,45802
"Baldwin, WI Urban Cluster (2010)",5915.0,,196.0,,04762
"South Haven, MI Urban Cluster (2010)",5750.0,,287.0,,83251
"Humboldt, TN Urban Cluster (2010)",8389.0,,299.0,,40645
"Millersburg, PA Urban Cluster (2010)",4394.0,,272.0,,57304
"Bristow, OK Urban Cluster (2010)",4023.0,,75.0,,10378
"Pawhuska, OK Urban Cluster (2010)",3449.0,,218.0,,67969
"Summit Park, UT Urban Cluster (2010)",6702.0,,467.0,,85681
"Rincon, GA Urban Cluster (2010)",12864.0,,574.0,,74989
"Milton, DE Urban Cluster (2010)",2505.0,,147.0,,57395
"Sylvania, GA Urban Cluster (2010)",3349.0,,429.0,,86221
"Yuma, CO Urban Cluster (2010)",3534.0,,62.0,,98047
"Paris, TN Urban Cluster (2010)",9824.0,,421.0,,67537
"Sullivan City, TX Urban Cluster (2010)",5468.0,,1083.0,,85492
"Fort Morgan, CO Urban Cluster (2010)",13283.0,,367.0,,30817
"Oxford, NC Urban Cluster (2010)",9240.0,,303.0,,66592
"Ellijay, GA Urban Cluster (2010)",5044.0,,703.0,,27037
"Kahului, HI Urbanized Area (2010)",63994.0,,1807.0,,43615
"Dunlap, TN Urban Cluster (2010)",4089.0,,552.0,,25025
"Rexburg, ID Urban Cluster (2010)",28420.0,,468.0,,74260
"North Webster, IN Urban Cluster (2010)",3580.0,,277.0,,63892
"Lawrenceville, IL Urban Cluster (2010)",7049.0,,263.0,,48340
"Itta Bena, MS Urban Cluster (2010)",3189.0,,357.0,,41941
"Mitchell, IN Urban Cluster (2010)",3872.0,,500.0,,57790
"Sitka, AK Urban Cluster (2010)",6571.0,,281.0,,82306
"Aspen, CO Urban Cluster (2010)",8560.0,,381.0,,03520
"Williston, FL Urban Cluster (2010)",3125.0,,249.0,,95634
"Purcell, OK Urban Cluster (2010)",7429.0,,446.0,,72829
"Carrollton, GA Urban Cluster (2010)",45231.0,,1458.0,,14023
"Cleveland, OK Urban Cluster (2010)",3086.0,,54.0,,17695
"Eaton Rapids, MI Urban Cluster (2010)",5367.0,,125.0,,25984
"Roaring Spring, PA Urban Cluster (2010)",6457.0,,516.0,,75475
"Alliance, OH Urban Cluster (2010)",31288.0,,439.0,,01549
"Brazoria, TX Urban Cluster (2010)",3544.0,,310.0,,09784
"Sanford, ME Urban Cluster (2010)",13887.0,,598.0,,78850
"Plainview, MN Urban Cluster (2010)",3270.0,,31.0,,69940
"Lake Conroe Eastshore, TX Urban Cluster (2010)",10579.0,,1287.0,,46639
"Hurricane, UT Urban Cluster (2010)",17375.0,,666.0,,40888
"Wagoner, OK Urban Cluster (2010)",8509.0,,134.0,,91135
"Osage Beach, MO Urban Cluster (2010)",3833.0,,691.0,,66060
"Momence, IL Urban Cluster (2010)",3343.0,,406.0,,58060
"Savannah, GA Urbanized Area (2010)",283429.0,,1428.0,,79768
"Folkston, GA Urban Cluster (2010)",5494.0,,603.0,,30196
"Lebanon, PA Urbanized Area (2010)",79363.0,,902.0,,48664
"Johnston City, IL Urban Cluster (2010)",3621.0,,78.0,,43237
"Elkins, WV Urban Cluster (2010)",10721.0,,421.0,,26875
"Winter Haven, FL Urbanized Area (2010)",222172.0,,3433.0,,96697
"Hazard, KY Urban Cluster (2010)",6950.0,,439.0,,37837
"Uvalde, TX Urban Cluster (2010)",18553.0,,832.0,,89839
"Yadkinville, NC Urban Cluster (2010)",3258.0,,263.0,,97480
"Perham, MN Urban Cluster (2010)",3231.0,,171.0,,68572
"Sikeston, MO Urban Cluster (2010)",16702.0,,335.0,,81928
"Twin Rivers--Hightstown, NJ Urbanized Area (2010)",66811.0,,749.0,,89263
"Middletown, DE Urban Cluster (2010)",32132.0,,1218.0,,56845
"Barre--Montpelier, VT Urban Cluster (2010)",20895.0,,413.0,,05221
"Brunswick, ME Urban Cluster (2010)",28604.0,,649.0,,11040
"San Juan, PR Urbanized Area (2010)",1961121.0,,2835.0,,79093
"DeRidder, LA Urban Cluster (2010)",14168.0,,637.0,,23662
"Middlesborough, KY--TN--VA Urban Cluster (2010)",14104.0,,402.0,,56818
"Sonoma, CA Urban Cluster (2010)",33604.0,,1168.0,,83008
"Pilot Point, TX Urban Cluster (2010)",3822.0,,297.0,,69400
"Soda Springs, ID Urban Cluster (2010)",2817.0,,116.0,,82765
"Crete, NE Urban Cluster (2010)",6920.0,,193.0,,21097
"Danville, KY Urban Cluster (2010)",18958.0,,435.0,,22231
"Pocahontas, AR Urban Cluster (2010)",5447.0,,348.0,,70399
"Odessa, TX Urbanized Area (2010)",141621.0,,1644.0,,64864
"Paw Paw, MI Urban Cluster (2010)",8475.0,,530.0,,68077
"Forsyth, GA Urban Cluster (2010)",3996.0,,443.0,,30493
"Beaver, UT Urban Cluster (2010)",2604.0,,191.0,,06076
"Toledo, OR Urban Cluster (2010)",3603.0,,55.0,,87895
"Mount Pleasant, UT Urban Cluster (2010)",3285.0,,68.0,,60176
"Emporium, PA Urban Cluster (2010)",2687.0,,144.0,,27577
"Anna, TX Urban Cluster (2010)",14477.0,,644.0,,02581
"Wynne, AR Urban Cluster (2010)",7293.0,,286.0,,97426
"Camden, ME Urban Cluster (2010)",4034.0,,400.0,,12943
"Avondale--Goodyear, AZ Urbanized Area (2010)",226202.0,,2469.0,,04549
"Shallowater, TX Urban Cluster (2010)",2992.0,,320.0,,80956
"Little Rock, AR Urbanized Area (2010)",448274.0,,2224.0,,50392
"Union Grove, WI Urban Cluster (2010)",6971.0,,331.0,,89596
"Jacksonville, IL Urban Cluster (2010)",21996.0,,135.0,,42373
"La Grande, OR Urban Cluster (2010)",14816.0,,244.0,,46207
"Rushville, IL Urban Cluster (2010)",2833.0,,257.0,,76771
"Hooks, TX Urban Cluster (2010)",2929.0,,80.0,,39943
"Philadelphia, MS Urban Cluster (2010)",7660.0,,288.0,,69049
"Sierra Vista, AZ Urbanized Area (2010)",50771.0,,761.0,,81901
"Waikoloa Village, HI Urban Cluster (2010)",4745.0,,808.0,,91216
"Pontiac, IL Urban Cluster (2010)",11961.0,,239.0,,70669
"Alma, GA Urban Cluster (2010)",3702.0,,288.0,,01603
"Blythe, CA--AZ Urban Cluster (2010)",13180.0,,567.0,,08623
"Weirton--Steubenville, WV--OH--PA Urbanized Area (2010)",68825.0,,922.0,,93592
"Front Royal, VA Urban Cluster (2010)",19749.0,,608.0,,31924
"Safford, AZ Urban Cluster (2010)",19345.0,,561.0,,77095
"Mason City, IA Urban Cluster (2010)",26451.0,,337.0,,55414
"Racine, WI Urbanized Area (2010)",132618.0,,717.0,,73153
"Alamosa, CO Urban Cluster (2010)",10786.0,,349.0,,00847
"Broken Bow, OK Urban Cluster (2010)",3952.0,,205.0,,10540
"Eagle Grove, IA Urban Cluster (2010)",3068.0,,125.0,,25417
"Lewiston, ME Urbanized Area (2010)",57880.0,,1103.0,,49339
"East Palestine, OH Urban Cluster (2010)",4763.0,,256.0,,25768
"West Plains, MO Urban Cluster (2010)",11132.0,,419.0,,94375
"Havre, MT Urban Cluster (2010)",9826.0,,81.0,,37702
"Peterborough, NH Urban Cluster (2010)",3369.0,,449.0,,68900
"Arbuckle, CA Urban Cluster (2010)",3256.0,,421.0,,02825
"Seaside, OR Urban Cluster (2010)",8825.0,,259.0,,80335
"East Aurora, NY Urban Cluster (2010)",9093.0,,444.0,,25598
"Wendell, ID Urban Cluster (2010)",2497.0,,156.0,,93871
"Hugoton, KS Urban Cluster (2010)",3963.0,,254.0,,40591
"Berryville, VA Urban Cluster (2010)",4557.0,,222.0,,07327
"Sturgis, MI Urban Cluster (2010)",12987.0,,299.0,,85303
"Krum, TX Urban Cluster (2010)",4757.0,,300.0,,45761
"Defiance, OH Urban Cluster (2010)",18057.0,,411.0,,22879
"Kihei, HI Urban Cluster (2010)",26566.0,,1117.0,,44911
