FIPS,Abbreviation,Location,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900
46035,SD,Davison County,17503,17820,17319,16681,16522,15336,16821,14139,11625,7483
46037,SD,Day County,6978,8133,8713,10516,12294,13565,14606,15194,14372,12254
46039,SD,Deuel County,4522,5289,5686,6782,7689,8450,8732,8759,7768,6656
46041,SD,Dewey County,5523,5366,5170,5257,4916,5709,6476,4802,1145,---
46043,SD,Douglas County,3746,4181,4569,5113,5636,6348,7236,6993,6400,5012
46045,SD,Edmunds County,4356,5159,5548,6079,7275,7814,8712,8336,7654,4916
46047,SD,Fall River County,7353,8439,7505,10688,10439,8089,8741,6985,7763,3541
46049,SD,Faulk County,2744,3327,3893,4397,4752,5168,6895,6442,6716,3547
46051,SD,Grant County,8372,9013,9005,9913,10233,10552,10729,10880,10303,9103
46053,SD,Gregory County,5359,6015,6710,7399,8556,9554,11420,12700,13061,2211
46055,SD,Haakon County,2624,2794,2802,3303,3167,3515,4679,4596,---,---
46057,SD,Hamlin County,4974,5261,5172,6303,7058,7562,8299,8054,7475,5945
46059,SD,Hand County,4272,4948,5883,6712,7149,7166,9485,8778,7870,4525
46061,SD,Hanson County,2994,3415,3781,4584,4896,5400,6131,6202,6237,4947
46063,SD,Harding County,1669,1700,1855,2371,2289,3010,3589,3953,4228,---
46065,SD,Hughes County,14817,14220,11632,12725,8111,6624,7009,5711,6271,3684
46067,SD,Hutchinson County,8262,9350,10379,11085,11423,12668,13904,13475,12319,11897
46069,SD,Hyde County,1696,2069,2515,2602,2811,3113,3690,3315,3307,1492
46071,SD,Jackson County,2811,3437,1531,1985,1768,1955,2636,2472,---,---
46073,SD,Jerauld County,2425,2929,3310,4048,4476,4752,5816,6338,5120,2798
46075,SD,Jones County,1324,1463,1882,2066,2281,2509,3177,3004,---,---
46077,SD,Kingsbury County,5925,6679,7657,9227,9962,10831,12805,12802,12560,9866
46079,SD,Lake County,10550,10724,11456,11764,11792,12412,12379,12257,10711,9137
46081,SD,Lawrence County,20655,18339,17453,17075,16648,19093,13920,13029,19694,17897
46083,SD,Lincoln County,15427,13942,11761,12371,12767,13171,13918,13893,12712,12161
46085,SD,Lyman County,3638,3864,4060,4428,4572,5045,6335,6591,10848,2632
46087,SD,McCook County,5688,6444,7246,8268,8828,9793,10316,9990,9589,8689
46089,SD,McPherson County,3228,4027,5022,5821,7071,8353,8774,7705,6791,6327
46091,SD,Marshall County,4844,5404,5965,6663,7835,8880,9540,9596,8021,5942
46093,SD,Meade County,21878,20717,16618,12044,11516,9735,11482,9367,12640,4907
46095,SD,Mellette County,2137,2249,2420,2664,3046,4107,5293,3850,1700,---
46097,SD,Miner County,3272,3739,4454,5398,6268,6836,8376,8560,7661,5864
46099,SD,Minnehaha County,123809,109435,95209,86575,70910,57697,50872,42490,29631,23926
46101,SD,Moody County,6507,6692,7622,8810,9252,9341,9603,9742,8695,8326
46103,SD,Pennington County,81343,70361,59349,58195,34053,23799,20079,12720,12453,5610
46105,SD,Perkins County,3932,4700,4769,5977,6776,6585,8717,7993,11348,---
46107,SD,Potter County,3190,3674,4449,4926,4688,4614,5762,4382,4466,2988
46109,SD,Roberts County,9914,10911,11678,13190,14929,15887,15782,16514,14897,12216
46111,SD,Sanborn County,2833,3213,3697,4641,5142,5754,7326,7877,6607,4464
46111.1,SD,Schnasse County,---,---,---,---,---,---,---,---,292,---
46113,SD,Shannon County,9902,11323,8198,6000,5669,5366,4058,2003,---,---
46115,SD,Spink County,7981,9201,10595,11706,12204,12527,15304,15768,15981,9487
46117,SD,Stanley County,2453,2533,2457,4085,2055,1959,2381,2908,14975,1341
46117.1,SD,Sterling County,---,---,---,---,---,---,---,---,252,---
46119,SD,Sully County,1589,1990,2362,2607,2713,2668,3852,2831,2462,1715
46121,SD,Todd County,8352,7328,6606,4661,4758,5714,5898,2784,2164,---
46123,SD,Tripp County,6924,7268,8171,8761,9139,9937,12712,11970,8323,---
46125,SD,Turner County,8576,9255,9872,11159,12100,13270,14891,14871,13840,13175
46127,SD,Union County,10189,10938,9643,10197,10792,11675,11480,11099,10676,11153
46129,SD,Walworth County,6087,7011,7842,8097,7648,7274,8791,8447,6488,3839
46131,SD,Washabaugh County,---,---,1389,1042,1551,1980,2474,1166,---,---
46133,SD,Washington County,---,---,---,---,---,1789,1827,1521,---,---
46135,SD,Yankton County,19252,18952,19039,17551,16804,16725,16589,15233,13135,12649
46137,SD,Ziebach County,2220,2308,2221,2495,2606,2875,4039,3718,---,---
47000,TN,Tennessee,4877185,4591120,3923687,3567089,3291718,2915841,2616556,2337885,2184789,2020616
47001,TN,Anderson County,68250,67346,60300,60032,59407,26504,19722,18298,17717,17634
47003,TN,Bedford County,30411,27916,25039,23150,23627,23151,21077,21737,22667,23845
47005,TN,Benton County,14524,14901,12126,10662,11495,11976,11237,12046,12452,11888
47007,TN,Bledsoe County,9669,9478,7643,7811,8561,8358,7128,7218,6329,6626
47009,TN,Blount County,85969,77770,63744,57525,54691,41116,33989,28800,20809,19206
47011,TN,Bradley County,73712,67547,50686,38324,32338,28498,22870,18652,16336,15759
47013,TN,Campbell County,35079,34923,26045,27936,34369,31131,26827,28265,27387,17317
47015,TN,Cannon County,10467,10234,8467,8537,9174,9880,8935,10241,10825,12121
47017,TN,Carroll County,27514,28285,25741,23476,26553,25978,26132,24361,23971,24250
47019,TN,Carter County,51505,50205,42575,41578,42432,35127,29223,21488,19838,16688
47021,TN,Cheatham County,27140,21616,13199,9428,9167,9928,9025,10039,10540,10112
47023,TN,Chester County,12819,12727,9927,9569,11149,11124,10603,9669,9090,9896
47025,TN,Claiborne County,26137,24595,19420,19067,24788,24657,24313,23286,23504,20696
47027,TN,Clay County,7238,7676,6624,7289,8701,10904,9577,9193,9009,8421
47029,TN,Cocke County,29141,28792,25283,23390,22991,24083,21775,20782,19399,19153
47031,TN,Coffee County,40339,38311,32572,28603,23049,18959,16801,17344,15625,15574
47033,TN,Crockett County,13378,14941,14402,14594,16624,17330,17359,17438,16076,15867
47035,TN,Cumberland County,34736,28676,20733,19135,18877,15592,11440,10094,9327,8311
47037,TN,Davidson County,510784,477811,448003,399743,321758,257267,222854,167815,149478,122815
47039,TN,Decatur County,10472,10857,9457,8324,9442,10261,10106,10198,10093,10439
47041,TN,DeKalb County,14360,13589,11151,10774,11680,14588,14213,15370,15434,16460
47043,TN,Dickson County,35061,30037,21977,18839,18805,19718,18491,19342,19955,18635
47045,TN,Dyer County,34854,34663,30427,29537,33473,34920,31405,29983,27721,23776
47047,TN,Fayette County,25559,25305,22692,24577,27535,30322,28891,31499,30257,29701
47049,TN,Fentress County,14669,14826,12593,13288,14917,14262,11036,10435,7446,6106
47051,TN,Franklin County,34725,31983,27244,25528,25431,23892,21796,20641,20491,20392
47053,TN,Gibson County,46315,49467,47871,44699,48132,44835,46528,43388,41630,39408
47055,TN,Giles County,25741,24625,22138,22410,26961,29240,28016,30948,32629,33035
47057,TN,Grainger County,17095,16751,13948,12506,13086,14356,12737,13369,13888,15512
47059,TN,Greene County,55853,54422,47630,42163,41048,39405,35119,32824,31083,30596
47061,TN,Grundy County,13362,13787,10631,11512,12558,11552,9717,9753,8322,7802
47063,TN,Hamblen County,50480,49300,38696,33092,23976,18611,16616,15056,13650,12728
47065,TN,Hamilton County,285536,287740,254236,237905,208255,180478,159497,115954,89267,61695
47067,TN,Hancock County,6739,6887,6719,7757,9116,11231,9673,10454,10778,11147
47069,TN,Hardeman County,23377,23873,22435,21517,23311,23590,22193,22278,23011,22976
47071,TN,Hardin County,22633,22280,18212,17397,16908,17806,16213,17291,17521,19246
47073,TN,Hawkins County,44565,43751,33726,30468,30494,28523,24117,22918,23587,24267
47075,TN,Haywood County,19437,20318,19596,23393,26212,27699,26063,25386,25910,25189
47077,TN,Henderson County,21844,21390,17291,16115,17173,19220,17655,18436,17030,18117
47079,TN,Henry County,27888,28656,23749,22275,23828,25877,26432,27151,25434,24208
47081,TN,Hickman County,16754,15151,12096,11862,13353,14873,13613,16216,16527,16367
47083,TN,Houston County,7018,6871,5845,4794,5318,6432,5555,6212,6224,6476
47085,TN,Humphreys County,15795,15957,13560,11511,11030,12421,12039,13482,13908,13398
47087,TN,Jackson County,9297,9398,8141,9233,12348,15082,13589,14955,15036,15039
47087.1,TN,James County,---,---,---,---,---,---,---,---,5210,5407
47089,TN,Jefferson County,33016,31284,24940,21493,19667,18621,17914,17677,17755,18590
47091,TN,Johnson County,13766,13745,11569,10765,12278,12998,12209,12230,13191,10589
47093,TN,Knox County,335749,319694,276293,250523,223007,178468,155902,112926,94187,74302
47095,TN,Lake County,7129,7455,7896,9572,11655,11235,10486,9075,8704,7368
47097,TN,Lauderdale County,23491,24555,20271,21844,25047,24461,23406,21494,21105,21971
47099,TN,Lawrence County,35303,34110,29097,28049,28818,28726,26776,23593,17569,15402
47101,TN,Lewis County,9247,9700,6761,6269,6078,5849,5258,5707,6033,4455
47103,TN,Lincoln County,28157,26483,24318,23829,25624,27214,25422,25786,25908,26304
47105,TN,Loudon County,31255,28553,24266,23757,23182,19838,17805,16275,13612,10838
47107,TN,McMinn County,42383,41878,35462,33662,32024,30781,29019,25133,21046,19163
47109,TN,McNairy County,22422,22525,18369,18085,20390,20424,19901,18350,16356,17760
47111,TN,Macon County,15906,15700,12315,12197,13599,14904,13872,14922,14559,12881
47113,TN,Madison County,77982,74546,65727,60655,60128,54115,51059,43824,39357,36333
47115,TN,Marion County,24860,24416,20577,21036,20520,19140,17549,17402,18820,17281
47117,TN,Marshall County,21539,19698,17319,16859,17768,16030,15574,17375,16872,18763
47119,TN,Maury County,54812,51095,43376,41699,40368,40357,34016,35403,40456,42703
47121,TN,Meigs County,8033,7431,5219,5160,6080,6393,6127,6077,6131,7491
47123,TN,Monroe County,30541,28700,23475,23316,24513,24275,21377,22060,20716,18585
47125,TN,Montgomery County,100498,83342,62721,55645,44186,33346,30882,32265,33672,36017
47127,TN,Moore County,4721,4510,3568,3454,3948,4093,4037,4491,4800,5706
47129,TN,Morgan County,17300,16604,13619,14304,15727,15242,13603,13285,11458,9587
47131,TN,Obion County,31717,32781,29936,26957,29056,30978,29086,28393,29946,28286
47133,TN,Overton County,17636,17575,14866,14661,17566,18883,18079,17617,15854,13353
47135,TN,Perry County,6612,6111,5238,5273,6462,7535,7147,7765,8815,8800
47137,TN,Pickett County,4548,4358,3774,4431,5093,6213,5615,5205,5087,5366
47139,TN,Polk County,13643,13602,11669,12160,14074,15473,15686,14243,14116,11357
47141,TN,Putnam County,51373,47690,35487,29236,29869,26250,23759,22231,20023,16890
47143,TN,Rhea County,24344,24235,17202,15863,16041,16353,13871,13812,15410,14318
47145,TN,Roane County,47227,48425,38881,39133,31665,27795,24477,24624,22860,22738
47147,TN,Robertson County,41494,37021,29102,27335,27024,29046,28191,25621,25466,25029
47149,TN,Rutherford County,118570,84058,59428,52368,40696,33604,32286,33059,33199,33543
47151,TN,Scott County,18358,19259,14762,15413,17362,15966,14080,13411,12947,11077
47153,TN,Sequatchie County,8863,8605,6331,5915,5685,5038,4047,3632,4202,3326
47155,TN,Sevier County,51043,41418,28241,24251,23375,23291,20480,22384,22296,22021
47157,TN,Shelby County,826330,777113,722014,627019,482393,358250,306482,223216,191439,153557
47159,TN,Smith County,14143,14935,12509,12059,14098,16148,15473,17134,18548,19026
47161,TN,Stewart County,9479,8665,7319,7851,9175,13549,13278,14664,14860,15224
47163,TN,Sullivan County,143596,143968,127329,114139,95063,69085,51087,36259,28120,24935
47165,TN,Sumner County,103281,85790,56106,36217,33533,32719,28622,27708,25621,26072
47167,TN,Tipton County,37568,32930,28001,28564,29782,28036,27498,30258,29459,29273
47169,TN,Trousdale County,5920,6137,5155,4914,5520,6113,5629,5996,5874,6004
47171,TN,Unicoi County,16549,16362,15254,15082,15886,14128,12678,10120,7201,5851
47173,TN,Union County,13694,11707,9072,8498,8670,9030,11371,11615,11414,12894
47175,TN,Van Buren County,4846,4728,3758,3671,3985,4090,3516,2624,2784,3126
47177,TN,Warren County,32992,32653,26972,23102,22271,19764,20209,17306,16534,16410
47179,TN,Washington County,92315,88755,73924,64832,59971,51631,45805,34052,28968,22604
47181,TN,Wayne County,13935,13946,12365,11908,13864,13638,12134,12877,12062,12936
47183,TN,Weakley County,31972,32896,28827,24227,27962,29498,29262,31053,31929,32546
47185,TN,White County,20090,19567,17088,15577,16204,15983,15543,15701,15420,14157
47187,TN,Williamson County,81021,58108,34330,25267,24307,25220,22845,23409,24213,26429
47189,TN,Wilson County,67675,56064,36999,27668,26318,25267,23929,26241,25394,27078
48000,TX,Texas,16986510,14229191,11196730,9579677,7711194,6414824,5824715,4663228,3896542,3048710
48001,TX,Anderson County,48024,38381,27789,28162,31875,37092,34643,34318,29650,28015
48003,TX,Andrews County,14338,13323,10372,13450,5002,1277,736,350,975,87
48005,TX,Angelina County,69884,64172,49349,39814,36032,32201,27803,22287,17705,13481
48007,TX,Aransas County,17892,14260,8902,7006,4252,3469,2219,2064,2106,1716
48009,TX,Archer County,7973,7266,5759,6110,6816,7599,9684,5254,6525,2508
48011,TX,Armstrong County,2021,1994,1895,1966,2215,2495,3329,2816,2682,1205
48013,TX,Atascosa County,30533,25055,18696,18828,20048,19275,15654,12702,10004,7143
48015,TX,Austin County,19832,17726,13831,13777,14663,17384,18860,18874,17699,20676
48017,TX,Bailey County,7064,8168,8487,9090,7592,6318,5186,517,312,4
48019,TX,Bandera County,10562,7084,4747,3892,4410,4234,3784,4001,4921,5332
48021,TX,Bastrop County,38263,24726,17297,16925,19622,21610,23888,26649,25344,26845
48023,TX,Baylor County,4385,4919,5221,5893,6875,7755,7418,7027,8411,3052
48025,TX,Bee County,25135,26030,22737,23755,18174,16481,15721,12137,12090,7720
48027,TX,Bell County,191088,157889,124483,94097,73824,44863,50030,46412,49186,45535
48029,TX,Bexar County,1185394,988800,830460,687151,500460,338176,292533,202096,119676,69422
48031,TX,Blanco County,5972,4681,3567,3657,3780,4264,3842,4063,4311,4703
48033,TX,Borden County,799,859,888,1076,1106,1396,1505,965,1386,776
48035,TX,Bosque County,15125,13401,10966,10809,11836,15761,15750,18032,19013,17390
48037,TX,Bowie County,81665,75301,67813,59971,61966,50208,48563,39472,34827,26676
48039,TX,Brazoria County,191707,169587,108312,76204,46549,27069,23054,20614,13299,14861
48041,TX,Brazos County,121862,93588,57978,44895,38390,26977,21835,21975,18919,18859
48043,TX,Brewster County,8681,7573,7780,6434,7309,6478,6624,4822,5220,2356
48045,TX,Briscoe County,1971,2579,2794,3577,3528,4056,5590,2948,2162,1253
48047,TX,Brooks County,8204,8428,8005,8609,9195,6362,5901,4560,---,---
48049,TX,Brown County,34371,33057,25877,24728,28607,25924,26382,21682,22935,16019
48051,TX,Burleson County,13625,12313,9999,11177,13000,18334,19848,16855,18687,18367
48053,TX,Burnet County,22677,17803,11420,9265,10356,10771,10355,9499,10755,10528
48055,TX,Caldwell County,26392,23637,21178,17222,19350,24893,31397,25160,24237,21765
48057,TX,Calhoun County,19053,19574,17831,16592,9222,5911,5385,4700,3635,2395
48059,TX,Callahan County,11859,10992,8205,7929,9087,11568,12785,11844,12973,8768
48061,TX,Cameron County,260120,209727,140368,151098,125170,83202,77540,36662,27158,16095
48063,TX,Camp County,9904,9275,8005,7849,8740,10285,10063,11103,9551,9146
48065,TX,Carson County,6576,6672,6358,7781,6852,6624,7745,3078,2127,469
48067,TX,Cass County,29982,29430,24133,23496,26732,33496,30030,30041,27587,22841
48069,TX,Castro County,9070,10556,10394,8923,5417,4631,4720,1948,1850,400
48071,TX,Chambers County,20088,18538,12187,10379,7871,7511,5710,4162,4234,3046
48073,TX,Cherokee County,41049,38127,32008,33120,38694,43970,43180,37633,29038,25154
48075,TX,Childress County,5953,6950,6605,8421,12123,12149,16044,10933,9538,2138
48077,TX,Clay County,10024,9582,8079,8351,9896,12524,14545,16864,17043,9231
48079,TX,Cochran County,4377,4825,5326,6417,5928,3735,1963,67,65,25
48081,TX,Coke County,3424,3196,3087,3589,4045,4590,5253,4557,6412,3430
48083,TX,Coleman County,9710,10439,10288,12458,15503,20571,23669,18805,22618,10077
48085,TX,Collin County,264036,144576,66920,41247,41692,47190,46180,49609,49021,50087
48087,TX,Collingsworth County,3573,4648,4755,6276,9139,10331,14461,9154,5224,1233
48089,TX,Colorado County,18383,18823,17638,18463,17576,17812,19129,19013,18897,22203
48091,TX,Comal County,51832,36446,24165,19844,16357,12321,11984,8824,8434,7008
48093,TX,Comanche County,13381,12617,11898,11865,15516,19245,18430,25748,27186,23009
48095,TX,Concho County,3044,2915,2937,3672,5078,6192,7645,5847,6654,1427
48097,TX,Cooke County,30777,27656,23471,22560,22146,24909,24136,25667,26603,27494
48099,TX,Coryell County,64213,56767,35311,23961,16284,20226,19999,20601,21703,21308
48101,TX,Cottle County,2247,2947,3204,4207,6099,7079,9395,6901,4396,1002
48103,TX,Crane County,4652,4600,4172,4699,3965,2841,2221,37,331,51
48105,TX,Crockett County,4078,4608,3885,4209,3981,2809,2590,1500,1296,1591
48107,TX,Crosby County,7304,8859,9085,10347,9582,10046,11023,6084,1765,788
48109,TX,Culberson County,3407,3315,3429,2794,1825,1653,1228,912,---,---
48111,TX,Dallam County,5461,6531,6012,6302,7640,6494,7830,4528,4001,146
48113,TX,Dallas County,1852810,1556390,1327321,951527,614799,398564,325691,210551,135748,82726
48115,TX,Dawson County,14349,16184,16604,19185,19113,15367,13573,4309,2320,37
48117,TX,Deaf Smith County,19153,21165,18999,13187,9111,6056,5979,3747,3942,843
48119,TX,Delta County,4857,4839,4927,5860,8964,12858,13138,15887,14566,15249
48121,TX,Denton County,273525,143126,75633,47432,41365,33658,32822,35355,31258,28318
48123,TX,DeWitt County,18840,18903,18660,20683,22973,24935,27441,27971,23501,21311
48125,TX,Dickens County,2571,3539,3737,4963,7177,7847,8601,5876,3092,1151
48127,TX,Dimmit County,10433,11367,9039,10095,10654,8542,8828,5296,3460,1106
48129,TX,Donley County,3696,4075,3641,4449,6216,7487,10262,8035,5284,2756
48131,TX,Duval County,12918,12517,11722,13398,15643,20565,12191,8251,8964,8483
48133,TX,Eastland County,18488,19480,18092,19526,23942,30345,34156,58505,23421,17971
48135,TX,Ector County,118934,115374,91805,90995,42102,15051,3958,760,1178,381
48137,TX,Edwards County,2266,2033,2107,2317,2908,2933,2764,2283,3768,3108
48139,TX,Ellis County,85167,59743,46638,43395,45645,47733,53936,55700,53629,50059
48141,TX,El Paso County,591610,479899,359291,314070,194968,131067,131597,101877,52599,24886
48143,TX,Erath County,27991,22560,18141,16236,18434,20760,20804,28385,32095,29966
48145,TX,Falls County,17712,17946,17300,21263,26724,35984,38771,36217,35649,33342
48147,TX,Fannin County,24804,24285,22705,23880,31253,41064,41163,48186,44801,51793
48149,TX,Fayette County,20095,18832,17650,20384,24176,29246,30708,29965,29796,36542
48151,TX,Fisher County,4842,5891,6344,7865,11023,12932,13563,11009,12596,3708
48153,TX,Floyd County,8497,9834,11044,12369,10535,10659,12409,9758,4638,2020
48155,TX,Foard County,1794,2158,2211,3125,4216,5237,6315,4747,5726,1568
48157,TX,Fort Bend County,225421,130846,52314,40527,31056,32963,29718,22931,18168,16538
48159,TX,Franklin County,7802,6893,5291,5101,6257,8378,8494,9304,9331,8674
48161,TX,Freestone County,15818,14830,11116,12525,15696,21138,22589,23264,20557,18910
48163,TX,Frio County,13472,13785,11159,10112,10357,9207,9411,9296,8895,4200
48165,TX,Gaines County,14123,13150,11593,12267,8909,8136,2800,1018,1255,55
48167,TX,Galveston County,217399,195940,169812,140364,113066,81173,64401,53150,44479,44116
48169,TX,Garza County,5143,5336,5289,6611,6281,5678,5586,4253,1995,185
48171,TX,Gillespie County,17204,13532,10553,10048,10520,10670,11020,10015,9447,8229
48173,TX,Glasscock County,1447,1304,1155,1118,1089,1193,1263,555,1143,286
48175,TX,Goliad County,5980,5193,4869,5429,6219,8798,10093,9348,9909,8310
48177,TX,Gonzales County,17205,16883,16375,17845,21164,26075,28337,28438,28055,28882
48179,TX,Gray County,23967,26386,26949,31535,24728,23911,22090,4663,3405,480
48181,TX,Grayson County,95021,89796,83225,73043,70467,69499,65843,74165,65996,63661
48183,TX,Gregg County,104948,99487,75929,69436,61258,58027,15778,16767,14140,12343
48185,TX,Grimes County,18828,13580,11855,12709,15135,21960,22642,23101,21205,26106
48187,TX,Guadalupe County,64873,46708,33554,29017,25392,25596,28925,27719,24913,21385
48189,TX,Hale County,34671,37592,34137,36798,28211,18813,20189,10104,7566,1680
48191,TX,Hall County,3905,5594,6015,7322,10930,12117,16966,11137,8279,1670
48193,TX,Hamilton County,7733,8297,7198,8488,10660,13303,13523,14676,15315,13520
48195,TX,Hansford County,5848,6209,6351,6208,4202,2783,3548,1354,935,167
48197,TX,Hardeman County,5283,6368,6795,8275,10212,11073,14532,12487,11213,3634
48199,TX,Hardin County,41320,40721,29996,24629,19535,15875,13936,15983,12947,5049
48201,TX,Harris County,2818199,2409547,1741912,1243158,806701,528961,359328,186667,115693,63786
48203,TX,Harrison County,57483,52265,44841,45594,47745,50900,48937,43565,37243,31878
48205,TX,Hartley County,3634,3987,2782,2171,1913,1873,2185,1109,1298,377
48207,TX,Haskell County,6820,7725,8512,11174,13736,14905,16669,14193,16249,2637
48209,TX,Hays County,65614,40594,27642,19934,17840,15349,14915,15920,15518,14142
48211,TX,Hemphill County,3720,5304,3084,3185,4123,4170,4637,4280,3170,815
48213,TX,Henderson County,58543,42606,26466,21786,23405,31822,30583,28327,20131,19970
48215,TX,Hidalgo County,383545,283229,181535,180904,160446,106059,77004,38110,13728,6837
48217,TX,Hill County,27146,25024,22596,23650,31282,38355,43036,43332,46760,41355
48219,TX,Hockley County,24199,23230,20396,22340,20407,12693,9298,137,137,44
48221,TX,Hood County,28981,17714,6368,5443,5287,6674,6779,8759,10008,9146
48223,TX,Hopkins County,28833,25247,20710,18594,23490,30274,29410,34791,31038,27950
48225,TX,Houston County,21375,22299,17855,19376,22825,31137,30017,28601,29564,25452
48227,TX,Howard County,32343,33142,37796,40139,26722,20990,22888,6962,8881,2528
48229,TX,Hudspeth County,2915,2728,2392,3343,4298,3149,3728,962,---,---
48231,TX,Hunt County,64343,55248,47948,39399,42731,48793,49016,50350,48116,47295
48233,TX,Hutchinson County,25689,26304,24443,34419,31580,19069,14848,721,892,303
48235,TX,Irion County,1629,1386,1070,1183,1590,1963,2049,1610,1283,848
48237,TX,Jack County,6981,7408,6711,7418,7755,10206,9046,9863,11817,10224
48239,TX,Jackson County,13039,13352,12975,14040,12916,11720,10980,11244,6471,6094
48241,TX,Jasper County,31102,30781,24692,22100,20049,17491,17064,15569,14000,7138
48243,TX,Jeff Davis County,1946,1647,1527,1582,2090,2375,1800,1445,1678,1150
48245,TX,Jefferson County,239397,250938,244773,245659,195083,145329,133391,73120,38182,14239
48247,TX,Jim Hogg County,5109,5168,4654,5022,5389,5449,4919,1914,---,---
48249,TX,Jim Wells County,37679,36498,33032,34548,27991,20239,13456,6587,---,---
48251,TX,Johnson County,97165,67649,45769,34720,31390,30384,33317,37286,34460,33819
48253,TX,Jones County,16490,17268,16106,19299,22147,23378,24233,22323,24299,7053
48255,TX,Karnes County,12455,13593,13462,14995,17139,19248,23316,19049,14942,8681
48257,TX,Kaufman County,52220,39015,32392,29931,31170,38308,40905,41276,35323,33376
48259,TX,Kendall County,14589,10635,6964,5889,5423,5080,4970,4779,4517,4103
48261,TX,Kenedy County,460,543,678,884,632,700,701,1033,---,---
48263,TX,Kent County,1010,1145,1434,1727,2249,3413,3851,3335,2655,899
48265,TX,Kerr County,36304,28780,19454,16800,14022,11650,10151,5842,5505,4980
48267,TX,Kimble County,4122,4063,3904,3943,4619,5064,4119,3581,3261,2503
48269,TX,King County,354,425,464,640,870,1066,1193,655,810,490
48271,TX,Kinney County,3119,2279,2006,2452,2668,4533,3980,3746,3401,2447
48273,TX,Kleberg County,30274,33358,33166,30052,21991,13344,12451,7837,---,---
48275,TX,Knox County,4837,5329,5972,7857,10082,10090,11368,9240,9625,2322
48277,TX,Lamar County,43949,42156,36062,34234,43033,50425,48529,55742,46544,48627
48279,TX,Lamb County,15072,18669,17770,21896,20015,17606,17452,1175,540,31
48281,TX,Lampasas County,13521,12005,9323,9418,9929,9167,8677,8800,9532,8625
48283,TX,La Salle County,5254,5514,5014,5972,7485,8003,8228,4821,4747,2303
48285,TX,Lavaca County,18690,19004,17903,20174,22159,25485,27550,28964,26418,28121
48287,TX,Lee County,12854,10952,8048,8949,10144,12751,13390,14014,13132,14595
48289,TX,Leon County,12665,9594,8738,9951,12024,17733,19898,18286,16583,18072
48291,TX,Liberty County,52726,47088,33014,31595,26729,24541,19868,14637,10686,8102
48293,TX,Limestone County,20946,20224,18100,20413,25251,33781,39497,33283,34621,32573
48295,TX,Lipscomb County,3143,3766,3486,3406,3658,3764,4512,3684,2634,790
48297,TX,Live Oak County,9556,9606,6697,7846,9054,9799,8956,4171,3442,2268
48299,TX,Llano County,11631,10144,6979,5240,5377,5996,5538,5360,6520,7301
48301,TX,Loving County,107,91,164,226,227,285,195,82,249,33
48303,TX,Lubbock County,222636,211651,179295,156271,101048,51782,39104,11096,3624,293
48305,TX,Lynn County,6758,8605,9107,10914,11030,11931,12372,4751,1713,17
48307,TX,McCulloch County,8778,8735,8571,8815,11701,13208,13883,11020,13405,3960
48309,TX,McLennan County,189123,170755,147553,150091,130194,101898,98682,82921,73250,59772
48311,TX,McMullen County,817,789,1095,1116,1187,1374,1351,952,1091,1024
48313,TX,Madison County,10931,10649,7693,6749,7996,12029,12227,11956,10318,10432
48315,TX,Marion County,9984,10360,8517,8049,10172,11457,10371,10886,10472,10754
48317,TX,Martin County,4956,4684,4774,5068,5541,5556,5785,1146,1549,332
48319,TX,Mason County,3423,3683,3356,3780,4945,5378,5511,4824,5683,5573
48321,TX,Matagorda County,36928,37828,27913,25744,21559,20066,17678,16589,13594,6097
48323,TX,Maverick County,36378,31398,18093,14508,12292,10071,6120,7418,5151,4066
48325,TX,Medina County,27312,23164,20249,18904,17013,16106,13989,11679,13415,7783
48327,TX,Menard County,2252,2346,2646,2964,4175,4521,4447,3162,2707,2011
48329,TX,Midland County,106611,82636,65433,67717,25785,11721,8005,2449,3464,1741
48331,TX,Milam County,22946,22732,20028,22263,23585,33120,37915,38104,36780,39666
48333,TX,Mills County,4531,4477,4212,4467,5999,7951,8293,9019,9694,7851
48335,TX,Mitchell County,8016,9088,9073,11255,14357,12477,14183,7527,8956,2855
48337,TX,Montague County,17274,17410,15326,14893,17070,20442,19159,22200,25123,24800
48339,TX,Montgomery County,182201,128487,49479,26839,24504,23055,14588,17334,15679,17067
48341,TX,Moore County,17865,16575,14060,14773,13349,4461,1555,571,561,209
48343,TX,Morris County,13200,14629,12310,12576,9433,9810,10028,10289,10439,8220
48345,TX,Motley County,1532,1950,2178,2870,3963,4994,6812,4107,2396,1257
48347,TX,Nacogdoches County,54753,46786,36362,28046,30326,35392,30290,28457,27406,24663
48349,TX,Navarro County,39926,35323,31150,34423,39916,51308,60507,50624,47070,43374
48351,TX,Newton County,13569,13254,11657,10372,10832,13700,12524,12196,10850,7282
48353,TX,Nolan County,16594,17359,16220,18963,19808,17309,19323,10868,11999,2611
48355,TX,Nueces County,291145,268215,237544,221573,165471,92661,51779,22807,21955,10439
48357,TX,Ochiltree County,9128,9588,9704,9380,6024,4213,5224,2331,1602,267
48359,TX,Oldham County,2278,2283,2258,1928,1672,1385,1404,709,812,349
48361,TX,Orange County,80509,83838,71170,60357,40567,17382,15149,15379,9528,5905
48363,TX,Palo Pinto County,25055,24062,28962,20516,17154,18456,17576,23431,19506,12291
48365,TX,Panola County,22035,20724,15894,16870,19250,22513,24063,21755,20424,21404
