NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,public use microdata area
"Los Angeles County (South)--Downey City PUMA, California",111619.0,,162.0,,06,03753
"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town PUMA; Florida",120236.0,,1709.0,,12,12701
"Chester County (South) PUMA, Pennsylvania",120963.0,,269.0,,42,03404
"Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA, Texas",134805.0,,3003.0,,48,02305
"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities PUMA; California",121116.0,,1694.0,,06,09901
"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park PUMA; Illinois",136985.0,,2704.0,,17,03520
"Providence County (Southeast)--Cranston & East Providence Cities PUMA, Rhode Island",128518.0,,89.0,,44,00104
"Chicago City (West)--West Town, Near West Side & Lower West Side PUMA; Illinois",178812.0,,2839.0,,17,03524
"Kane County (Southeast)--Aurora Township PUMA, Illinois",148431.0,,47.0,,17,03005
"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",118294.0,,2438.0,,48,05915
"York County (East)--Rock Hill City & Fort Mill Town PUMA, South Carolina",134475.0,,1421.0,,45,00502
"Larimer County (South)--Loveland City PUMA, Colorado",131506.0,,1108.0,,08,00102
"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities PUMA; Kansas",162986.0,,658.0,,20,00603
"Macomb County (North) PUMA, Michigan",124727.0,,101.0,,26,03001
"Oneida County (Central)--Greater Utica & Rome Cities PUMA, New York",161152.0,,155.0,,36,00402
"Milwaukee City (South) PUMA, Wisconsin",119335.0,,1679.0,,55,41005
"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",148712.0,,2449.0,,36,03702
"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA; New York",171894.0,,2465.0,,36,03903
"Philadelphia City (Southwest) PUMA, Pennsylvania",150357.0,,3750.0,,42,03210
"Maricopa County--Surprise City (Central) PUMA, Arizona",117031.0,,1234.0,,04,00131
"Honolulu County--Rural Oahu PUMA, Hawaii",106494.0,,2360.0,,15,00301
"Erie County (South) PUMA, New York",168269.0,,42.0,,36,01207
"Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA, Georgia",164120.0,,1366.0,,13,01005
"Allegheny County (South)--Bethel Park Municipality & Jefferson Hills Borough PUMA, Pennsylvania",113813.0,,198.0,,42,01807
"Dallas City (South Central)--North of I-20 & West of I-35E PUMA, Texas",113071.0,,2714.0,,48,02316
"Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA, Texas",115128.0,,2855.0,,48,04619
"Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA, Texas",119632.0,,2828.0,,48,04634
"Columbus (Northwest), Upper Arlington & Grandview Heights Cities PUMA; Ohio",110103.0,,1522.0,,39,04104
"Montgomery County (Northwest)--Pottstown Borough PUMA, Pennsylvania",142539.0,,114.0,,42,03101
"Milwaukee City (North Central) PUMA, Wisconsin",120791.0,,1980.0,,55,41002
"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities PUMA; California",178459.0,,1430.0,,06,03710
"San Francisco County (North & East)--North Beach & Chinatown PUMA, California",112039.0,,1769.0,,06,07502
"Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA, New Jersey",121449.0,,196.0,,34,02102
"San Diego County (Northwest)--Escondido City (East) PUMA, California",143934.0,,1459.0,,06,07306
"San Joaquin County (Central)--Stockton City (South) PUMA, California",151363.0,,2215.0,,06,07702
"Ventura County (Southwest)--Oxnard & Port Hueneme Cities PUMA, California",200332.0,,1245.0,,06,11103
"Monmouth County (Northwest)--Keansburg Borough PUMA, New Jersey",106103.0,,500.0,,34,01105
"Los Angeles County (North/Unincorporated)--Castaic PUMA, California",139943.0,,2195.0,,06,03701
"Chester County (West Central)--Coatesville City PUMA, Pennsylvania",150892.0,,236.0,,42,03403
"Houston (Southeast) & Webster Cities PUMA, Texas",115734.0,,2884.0,,48,04620
"Barron, Polk, Clark & Chippewa (North) Counties PUMA; Wisconsin",131991.0,,263.0,,55,55101
"Essex County (Central)--Amesbury Town City PUMA, Massachusetts",112613.0,,41.0,,25,00702
"Clark County (Central)--Spring Valley & Summerlin South PUMA, Nevada",224510.0,,3103.0,,32,00408
"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, New York",116052.0,,1978.0,,36,04108
"Allegheny County (North Central) PUMA, Pennsylvania",125029.0,,289.0,,42,01803
"Berks County (Southwest)--Reading City PUMA, Pennsylvania",142854.0,,170.0,,42,02702
"Anchorage Municipality (North) PUMA, Alaska",135662.0,,1695.0,,02,00101
"Norfolk County (Southwest)--Greater Franklin Town City PUMA, Massachusetts",134530.0,,81.0,,25,03601
"San Juan Municipio (Noroeste) PUMA, Puerto Rico",157356.0,,2644.0,,72,00804
"Southeast Colorado PUMA, Colorado",98461.0,,402.0,,08,00800
"Tucson City (Northwest) PUMA, Arizona",104517.0,,2462.0,,04,00207
"Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA, Georgia",110304.0,,1677.0,,13,06001
"Clark County (North)--Battle Ground City & Orchards PUMA, Washington",122796.0,,1357.0,,53,11104
"Osceola County (East) PUMA, Florida",150610.0,,2754.0,,12,09702
"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",202700.0,,3488.0,,36,04105
"East Central North Dakota--Jamestown City PUMA, North Dakota",124330.0,,92.0,,38,00200
"Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town PUMA, Arizona",136332.0,,1736.0,,04,00110
"Delaware County (West) PUMA, Pennsylvania",120656.0,,180.0,,42,03304
"Los Angeles County (Central)--Inglewood City PUMA, California",114209.0,,719.0,,06,03749
"Miami-Dade County (East Central)--Miami City (West) PUMA, Florida",118412.0,,2609.0,,12,08615
"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA; North Carolina",137230.0,,892.0,,37,02600
"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",129964.0,,2894.0,,13,04005
"Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA, New Jersey",112452.0,,628.0,,34,00301
"Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest) PUMA, Colorado",124482.0,,1546.0,,08,00810
"Sarasota County (Central & Gulf Coast) PUMA, Florida",139884.0,,1949.0,,12,11502
"Cook County (North)--Wheeling Township (North & East) PUMA, Illinois",128135.0,,746.0,,17,03415
"Jackson County (North Central) PUMA, Missouri",128176.0,,1010.0,,29,01002
"Douglas County--Omaha City (Southeast) PUMA, Nebraska",112526.0,,1832.0,,31,00904
"Somerset County (South) PUMA, New Jersey",107090.0,,552.0,,34,01002
"Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA, California",109682.0,,856.0,,06,05902
"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA; New York",135277.0,,2444.0,,36,04010
"Collin County (Southwest)--Plano City (Central) PUMA, Texas",111426.0,,1361.0,,48,01903
"Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities PUMA, California",134781.0,,1281.0,,06,01307
"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",102146.0,,181.0,,48,06900
"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA; Florida",182017.0,,1520.0,,12,01105
"Chicago City (Northwest)--Logan Square, Avondale & Hermosa PUMA; Illinois",135087.0,,2188.0,,17,03522
"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",133161.0,,1037.0,,51,51090
"Middle Rio Grande Development Council PUMA, Texas",173328.0,,283.0,,48,06200
"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",103562.0,,346.0,,42,01501
"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties PUMA; Alabama",177167.0,,998.0,,01,02100
"Broward County (West)--Coral Springs & Parkland Cities PUMA, Florida",160954.0,,314.0,,12,01101
"Kent County (Southeast) PUMA, Michigan",170904.0,,889.0,,26,01003
"Greenville County (Central)--Greenville & Mauldin Cities PUMA, South Carolina",117646.0,,1543.0,,45,00104
"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities PUMA; California",169482.0,,915.0,,06,03711
"Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA, Georgia",149863.0,,2240.0,,13,04001
"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA; Texas",119084.0,,1468.0,,48,02322
"Phoenix City (West) PUMA, Arizona",112395.0,,2762.0,,04,00125
"Philadelphia City (Near Northeast-West) PUMA, Pennsylvania",147099.0,,3277.0,,42,03202
"Nevada & Sierra Counties PUMA, California",102022.0,,161.0,,06,05700
"DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships PUMA; Illinois",178751.0,,992.0,,17,03208
"Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA, Utah",108595.0,,1220.0,,49,35009
"Trujillo Alto, Can�vanas, Lo�za & Carolina (Sur) Municipios--Carr 852-Carr 185 PUMA; Puerto Rico",144677.0,,610.0,,72,00902
"Central New Hampshire--Merrimack County (Central)--Concord City PUMA, New Hampshire",113941.0,,326.0,,33,00400
"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA; Utah",178198.0,,651.0,,49,49002
"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",127445.0,,339.0,,42,00801
"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA; New York",105572.0,,1010.0,,36,03002
"Los Angeles County (Central)--East Los Angeles PUMA, California",117348.0,,2027.0,,06,03743
"Genesee County (Central)--Flint City Area PUMA, Michigan",96943.0,,208.0,,26,01703
"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA; North Carolina",151512.0,,30.0,,37,00200
"Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA, Georgia",175082.0,,2811.0,,13,03004
"San Antonio City (Southwest)--Inside Loop I-410 PUMA, Texas",125325.0,,2833.0,,48,05906
"Monroe County (Central)--Greece & Gates Towns PUMA, New York",124673.0,,49.0,,36,00904
"Hennepin County--Bloomington & Richfield Cities PUMA, Minnesota",121631.0,,111.0,,27,01410
"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",106612.0,,145.0,,51,51085
"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities PUMA; California",109125.0,,915.0,,06,08103
"Suffolk County (West Central)--Babylon Town (Northwest) PUMA, New York",112518.0,,1237.0,,36,03313
"Trumbull County (South Central)--Warren & Niles Cities PUMA, Ohio",112941.0,,122.0,,39,01600
"Eagle, Summit, Grand & Jackson Counties PUMA; Colorado",119057.0,,118.0,,08,00400
"Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park PUMA, Colorado",132000.0,,1158.0,,08,00821
"Solano County (Southwest)--Vallejo & Benicia Cities PUMA, California",151014.0,,782.0,,06,09501
"Los Angeles County (South Central)--Carson City PUMA, California",114575.0,,1108.0,,06,03762
"KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast) PUMA, Kentucky",113925.0,,1420.0,,21,01703
"Putnam & St. Johns (South) Counties PUMA, Florida",103572.0,,1306.0,,12,10700
"Los Angeles County (Central)--Burbank City PUMA, California",118667.0,,926.0,,06,03720
"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA; Washington",145323.0,,611.0,,53,11607
"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA; New Jersey",115054.0,,82.0,,34,00307
"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA; California",135521.0,,1276.0,,06,06502
"Newaygo, Mason, Oceana & Lake Counties PUMA; Michigan",115250.0,,52.0,,26,00600
"Cincinnati City (Central) PUMA, Ohio",120486.0,,2097.0,,39,05504
"Maricopa County--Chandler City (South) PUMA, Arizona",109843.0,,1636.0,,04,00107
"Plymouth & Bristol Counties (Outside Brockton City) PUMA, Massachusetts",122454.0,,69.0,,25,04901
"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA; Massachusetts",122445.0,,80.0,,25,02400
"Los Angeles County (Southwest)--Palos Verdes Peninsula PUMA, California",112138.0,,766.0,,06,03768
"Suffolk County (Northwest)--Smithtown Town PUMA, New York",117031.0,,47.0,,36,03303
"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, Texas",107685.0,,193.0,,48,06400
"Tulare County (West Central)--Tulare & Porterville Cities PUMA, California",155226.0,,1474.0,,06,10702
"Warren County (East)--Lebanon & Springboro (East) Cities PUMA, Ohio",111553.0,,1090.0,,39,05301
"Hampton City PUMA, Virginia",135440.0,,207.0,,51,51186
"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",199545.0,,1029.0,,08,00300
"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites PUMA; California",126511.0,,1749.0,,06,01302
"Ramsey County (Southeast)--St. Paul City (East) PUMA, Minnesota",139903.0,,1910.0,,27,01303
"Westmoreland County (East) PUMA, Pennsylvania",104832.0,,396.0,,42,02003
"Los Angeles County (South)--LA City (South/San Pedro) PUMA, California",185914.0,,2240.0,,06,03767
"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA; New York",163251.0,,2942.0,,36,04106
"Maricopa County--Mesa City (South Central) PUMA, Arizona",113112.0,,2262.0,,04,00104
"DuPage County (East Central)--York Township PUMA, Illinois",125988.0,,40.0,,17,03205
"San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa) PUMA, California",121667.0,,2246.0,,06,07311
"NYC-Staten Island Community District 2--New Springville & South Beach PUMA, New York",136950.0,,2511.0,,36,03902
"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUMA; California",161568.0,,265.0,,06,03764
"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities PUMA; California",183203.0,,1481.0,,06,09903
"Los Angeles County (South Central)--LA City (South Central/Westmont) PUMA, California",181403.0,,2801.0,,06,03750
"Macomb County (Southwest)--Warren & Center Line Cities PUMA, Michigan",143495.0,,52.0,,26,03006
"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA; New York",186915.0,,2781.0,,36,03709
"Prince William County (North & West)--Linton Hall & Gainesville PUMA, Virginia",127302.0,,1641.0,,51,51244
"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA; Connecticut",118259.0,,79.0,,09,00101
"Montgomery County (East Central)--Dayton & Riverside Cities PUMA, Ohio",170915.0,,1074.0,,39,04603
"San Diego County (South)--San Diego City (South/Otay Mesa & South Bay) PUMA, California",145575.0,,2934.0,,06,07322
"Milwaukee City (South Central) PUMA, Wisconsin",100291.0,,1886.0,,55,41004
"Harris County (Far North)--Spring PUMA, Texas",133646.0,,2755.0,,48,04627
"Clark County (Southwest)--Vancouver City (West & Central) PUMA, Washington",112477.0,,1119.0,,53,11101
"Regional Planning Commission 3--Jefferson Parish (North) PUMA, Louisiana",106794.0,,927.0,,22,02300
"Monroe County (Central)--Rochester City (East) PUMA, New York",108409.0,,1447.0,,36,00902
"Detroit City (Northeast) PUMA, Michigan",113681.0,,2121.0,,26,03210
"Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8 PUMA, Texas",117814.0,,2380.0,,48,04613
"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA; Utah",165020.0,,2012.0,,49,35007
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA; Maryland",144163.0,,2091.0,,24,01005
"Snohomish County (Central)--Everett City (Central & East) & Eastmont PUMA, Washington",122034.0,,1812.0,,53,11703
"Oakland County (Central) PUMA, Michigan",156737.0,,412.0,,26,02904
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA; Idaho",121053.0,,447.0,,16,00100
"Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA, Indiana",147025.0,,361.0,,18,02304
"Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA, Maine",105216.0,,200.0,,23,00700
"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA; Texas",118351.0,,1906.0,,48,02310
"Philadelphia City (East) PUMA, Pennsylvania",165354.0,,3527.0,,42,03205
"Virginia Beach City (South) PUMA, Virginia",131062.0,,1785.0,,51,51167
"Orange County (Northwest)--Huntington Beach City PUMA, California",198592.0,,773.0,,06,05914
"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA; New York",129333.0,,2683.0,,36,03704
"Wake County (Southwest)--Apex & Holly Springs Towns PUMA, North Carolina",129397.0,,1474.0,,37,01208
"Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA, South Carolina",211192.0,,1682.0,,45,01202
"Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities PUMA; Ohio",128490.0,,1191.0,,39,04602
"Marshall, Benton, Poweshiek, Tama & Iowa Counties PUMA; Iowa",117866.0,,33.0,,19,01200
"Seminole County (South Central) PUMA, Florida",109423.0,,1941.0,,12,11703
"Durham County (North)--Durham City (North) PUMA, North Carolina",139735.0,,1879.0,,37,01302
"Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA, South Carolina",170550.0,,2093.0,,45,00103
"Columbus City (Central) PUMA, Ohio",115535.0,,2278.0,,39,04105
"Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships PUMA, Illinois",121711.0,,728.0,,17,03419
"Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA, New York",104842.0,,1227.0,,36,03212
"Erie County (Outer) PUMA, Pennsylvania",170773.0,,47.0,,42,00102
"Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA, Kansas",164350.0,,1730.0,,20,01302
"Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA, Florida",114014.0,,1980.0,,12,08618
"Toledo City (West) PUMA, Ohio",136862.0,,1576.0,,39,00400
"Hennepin County--Minneapolis (North) & St. Anthony Cities PUMA, Minnesota",149534.0,,2243.0,,27,01405
"Essex County (Northeast) PUMA, New Jersey",113372.0,,48.0,,34,01401
"Orange County (North Central)--Fullerton & Placentia Cities PUMA, California",194802.0,,1384.0,,06,05907
