,index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,employer_full,fire,adjusted_overtime
10762025,10762025,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,24679.0,167956.0,83592.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,27550.00090246689
10762026,10762026,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,26068.0,134753.0,76911.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29100.58849732594
10762027,10762027,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,22436.0,129399.0,72466.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,25046.0642752035
10762028,10762028,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,23135.0,103778.0,77844.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,25826.381574560215
10762029,10762029,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,15283.0,74231.0,78353.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,17060.92887849595
10762030,10762030,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE CAPTAIN,43249.0,167488.0,76832.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,48280.31885533411
10762031,10762031,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,14578.0,106594.0,74653.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,16273.913576569648
10762032,10762032,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,28041.0,123981.0,73984.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,31303.115008957986
10762033,10762033,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,13105.0,112347.0,65567.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14629.5539457364
10762034,10762034,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,18293.0,99391.0,75355.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,20421.093500904688
10762035,10762035,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,22815.0,117832.0,69883.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,25469.154770848985
10762036,10762036,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,17063.0,113904.0,73641.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19048.002974139657
10762037,10762037,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,24006.0,115724.0,69883.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,26798.708280911716
10762038,10762038,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,13233.0,110359.0,60431.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14772.44466722089
10762039,10762039,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,26363.0,123983.0,72148.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29429.90695699723
10762040,10762040,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,22213.0,107564.0,71321.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24797.121846367238
10762041,10762041,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,20060.0,115639.0,72008.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,22393.655257647628
10762042,10762042,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,17232.0,117323.0,66542.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19236.663379849648
10762043,10762043,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,12912.0,106341.0,69958.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,14414.101529748064
10762044,10762044,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,20727.0,110088.0,71188.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,23138.24987663322
10762045,10762045,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,22187.0,121379.0,63975.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,24768.0971685657
10762046,10762046,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,17575.0,122466.0,58860.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,19619.565860077622
10762047,10762047,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,29565.0,129957.0,67019.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,33004.40766163271
10762048,10762048,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,20146.0,116087.0,72369.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,22489.659961145026
10762049,10762049,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,29309.0,125250.0,69768.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,32718.62621866373
10762050,10762050,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,OPERATIONS,FIRE ENGINEER,26401.0,128922.0,67274.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,29472.32763993794
10762071,10762071,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,ORGANIZATIONAL RESOURCES & SUPPORT,FIRE CHIEF,16364.0,231085.0,154003.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,18267.68567478294
10762074,10762074,2011,SPECIAL DISTRICT,0.0,NOVATO FIRE PROTECTION DISTRICT,TRAINING,FIRE BATTALION CHIEF,52637.0,224331.0,118729.0,MARIN,NOVATO_FIRE_PROTECTION_DISTRICT_SPECIAL_DISTRICT,True,58760.46020921228
