timestamp,user,userid,size,comment
2023-12-22 23:17:26+00:00,Isabela ciao,47056164,121485,/* Personal life */ Add relationship with Christine Prody
2023-12-22 23:09:40+00:00,Isabela ciao,47056164,120769,/* Family life */ I believe this is the more standard title heading
2023-12-22 15:06:18+00:00,Hey man im josh,40123752,120767,Succession boxes are not used for NFL stats
2023-12-19 21:18:19+00:00,SebYB67,20910089,121086,
2023-12-09 21:45:27+00:00,CommonsDelinker,2304267,121084,Removing [[:c:File:Oj_simpson_topps_1970.jpg|Oj_simpson_topps_1970.jpg]]; it has been deleted from Commons by [[:c:User:IronGargoyle|IronGargoyle]] because: per [[:c:Commons:Deletion requests/Files in Category:1970 Topps American football cards|]].
2023-12-09 03:00:00+00:00,GLORIOUSEXISTENCE,36800263,121183,
2023-12-07 00:14:50+00:00,Cereally8,45796270,121149,
2023-11-24 15:51:10+00:00,Sergio Skol,36517939,121106,Added All-Pac-8 teams
2023-11-24 15:48:34+00:00,Sergio Skol,36517939,120921,
2023-11-02 21:32:34+00:00,Darling,45540247,120743,/* Legal history */ redirect to main article
2023-10-17 20:51:48+00:00,Cumberland Mills,38208410,120739,Sporting News College Football Player of the Year
2023-10-17 19:53:21+00:00,Comfr,15951685,120639,c/e
2023-09-25 03:56:37+00:00,Citation bot,7903804,120661,Alter: title. | [[:en:WP:UCB|Use this bot]]. [[:en:WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:Articles containing potentially dated statements from September 2023]] | #UCB_Category 70/955
2023-09-20 17:57:23+00:00,Jmg38,1416331,120662,/* Television */ television
2023-09-20 17:55:18+00:00,Jmg38,1416331,117079,/* Films */ update
2023-09-13 07:27:46+00:00,Adumbrativus,34212885,120604,"Revise date of release from parole; December 14, 2021, is wrong; some sources say Dec 1 and some say Dec 6, perhaps based on a technicality, so I'll just say December 2021 which is enough detail; replace dailynewsbrief citation with the source cited by it"
2023-09-08 19:57:49+00:00,Rogalendingen,41367817,120751,/* Criminal trial for murder */ wikilinked mugshot
2023-08-21 01:44:28+00:00,FinnSoThin,38104346,120738,Added links
2023-08-17 09:06:57+00:00,Onel5969,10951369,120738,Disambiguating links to [[National Football League rushing yards leaders]] (link changed to [[List of National Football League career rushing yards leaders]]) using [[User:Qwertyytrewqqwerty/DisamAssist|DisamAssist]].
2023-08-14 16:33:04+00:00,GreenC bot,27823944,120731,Reformat 1 citation per [[:Category:CS1 errors: archive-url]]. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]]
2023-08-11 12:40:38+00:00,Paper9oll,19485939,120731,/* Acting career */ Per edit request (AGF)
2023-08-07 18:07:37+00:00,Willform,40692139,120350,
2023-08-01 00:44:48+00:00,Strangerthings7112,45170357,120334,/* Acting career */
2023-07-27 10:33:07+00:00,BillyPreset,11439758,120205,
2023-07-27 10:32:20+00:00,BillyPreset,11439758,120204,
2023-07-20 22:44:09+00:00,Srich32977,8372814,120193,copy edits
2023-07-20 22:34:53+00:00,Srich32977,8372814,120209,ALLCAPS
2023-07-20 22:27:12+00:00,Srich32977,8372814,120213,copy edits
2023-07-10 11:29:59+00:00,Chainclaw,564618,120213,/* Career summary */
2023-06-28 11:57:49+00:00,JJMC89 bot III,35936988,120055,Removing [[:Category:Track and field athletes in the National Football League]] per [[Wikipedia:Categories for discussion/Log/2023 June 11#Category:National Football League Olympians]]
2023-06-20 22:55:26+00:00,NotFromFrance,30199377,120125,missing a 'he'
2023-06-17 17:52:02+00:00,DaveTheBrave,31952441,120122,
2023-06-11 04:49:32+00:00,Cliffmeyers,8440993,120083,"Adding date the Vegas robbery trial began - this provides context to understand the length of the trial. note, this content is from the O._J._Simpson_robbery_case#Investigation_and_trial page - hopefully this is okay to do."
2023-06-08 23:36:21+00:00,Universal-Interessierter,22953232,119390,/* Filmography */ I have added a link
2023-06-05 00:06:46+00:00,Bringingthewood,43682176,119357,[[MOS:NOPIPE]]
2023-06-04 05:47:41+00:00,Bringingthewood,43682176,119409,/* College football and athletics career */ -- All-American [[MOS:SPECIFICLINK]]
2023-05-07 04:00:42+00:00,Furrykef,17163,119443,/* Wrongful death civil trial */ rm space
2023-05-06 18:10:42+00:00,Bluerules,5294038,119444,
2023-05-06 18:10:05+00:00,Bluerules,5294038,119444,
2023-05-04 01:50:47+00:00,Explicit,4842600,119446,Removing link(s) [[Wikipedia:Articles for deletion/Roger Cossack]] closed as delete ([[WP:XFDC#4.0.13|XFDcloser]])
2023-05-01 07:55:20+00:00,FinnSoThin,38104346,119450,
2023-04-25 17:34:06+00:00,Bluerules,5294038,119445,What train wreck? These changes weren't helpful.
2023-04-22 10:51:26+00:00,Dicklyon,869314,119343,case fix (via [[WP:JWB]])
2023-04-19 10:48:50+00:00,Dilidor,25648301,119343,/* top */ untwisting this train wreck
2023-04-11 20:00:37+00:00,Thrakkx,37763648,119515,Inflation
2023-04-07 01:49:56+00:00,Geraldo Perez,14926857,119431,remove unnecessary links
2023-03-31 16:46:51+00:00,Zartley,36166838,119435,
2023-03-08 17:20:14+00:00,Bluerules,5294038,119445,/* College football and athletics career */ Fixing [[MOS:EGG]].
2023-03-08 17:12:14+00:00,Bluerules,5294038,119461,Ce.
2023-03-05 22:14:17+00:00,Bluerules,5294038,119495,Removing duplicated information / duplicated hyperlinks from the lead.
2023-03-05 19:54:47+00:00,ThaiWood,24784839,119620,Filled in 3 bare reference(s) with reFill 2
2023-03-03 17:37:24+00:00,Ben76266,9402649,119267,Corrected spelling error
2023-03-02 23:05:41+00:00,1inko,44376624,119267,
2023-02-24 15:09:25+00:00,Wikidude10000,12360729,119217,/* Acting career */
2023-02-24 15:07:41+00:00,Wikidude10000,12360729,119199,/* Early life */
2023-02-21 22:00:29+00:00,Lainmaster,875481,119220,"/* Early life */ ""was gay AND died of AIDS"" sounds like it's stablishing causality, which sounds a bit homophobic and, in the best case, is unrelated to the article and unnecessary. It's not the only interpretation possible, but let's change it so it's not a valid interpretation at all."
2023-02-13 19:29:22+00:00,GiantSnowman,1005449,119220,[[Wikipedia:MOSNUMscript|script]]-assisted date audit and style fixes per [[MOS:NUM]]
2023-02-13 00:52:02+00:00,Citation bot,7903804,119127,Add: work. Removed parameters. Some additions/deletions were parameter name changes. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by Abductive | #UCB_toolbar
2023-02-12 03:50:06+00:00,Sergio Skol,36517939,119124,
2023-02-08 06:01:52+00:00,SibTower1987,21142197,118927,/* External links */
2023-02-05 20:49:25+00:00,SailingTheSeasOfCheese,43329111,118872,
2023-02-02 00:40:52+00:00,Darklilac,1660229,118872,/* Wrongful death civil trial */ murderer
2023-01-24 16:40:57+00:00,MrKeefeJohn,33422525,118867,
2023-01-21 21:58:20+00:00,Miklogfeather,42151856,118855,"Removed ""O. J."" from name in lead per [[MOS:INITIALS]]"
2023-01-19 01:34:19+00:00,Barosoap,42327077,118862,Removed unnecessary wording. Oj Simpson being most known specifically for his acquittal is biased
2023-01-17 22:32:49+00:00,Derpytoucan,34664586,118934,"""O.J."" added to name"
2023-01-17 07:21:41+00:00,TheXuitts,33065317,118927,Fixed grammar
2023-01-16 13:32:36+00:00,GreenC bot,27823944,118926,Move 1 url. [[User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]]
2022-12-27 04:54:28+00:00,HouseBlaster,35751661,119037,/* Filmography */ some sources are present
2022-12-26 00:55:03+00:00,Bringingthewood,43682176,119035,Country of birth
2022-12-09 21:50:03+00:00,Bringingthewood,43682176,119029,Moved Bills Wall of Fame below NFL All-Time teams
2022-11-13 19:15:24+00:00,Powderkegg,33542807,119000,
2022-11-12 16:37:38+00:00,Powderkegg,33542807,119001,
2022-11-12 16:36:46+00:00,Powderkegg,33542807,118996,/* Criminal trial for murder */
2022-11-06 20:51:14+00:00,Becksperson,11098270,118254,/* Filmography */
2022-11-01 06:10:28+00:00,Wilsun89,41555356,118256,
2022-10-22 21:57:44+00:00,Knightoftheswords281,39434943,118267,/* College football and athletics career */
2022-10-21 23:27:08+00:00,Eejit43,41959821,118262,
2022-10-04 19:52:01+00:00,JJMC89 bot III,35936988,118247,Moving [[:Category:National Football League first overall draft picks]] to [[:Category:National Football League first-overall draft picks]] per [[Wikipedia:Categories for discussion/Speedy]]
2022-09-26 02:46:28+00:00,RockabillyRaccoon,42049783,118247,Short description doesn't match lead
2022-09-11 15:57:38+00:00,Classic Middlesex,44271204,118257,link to article - added reference
2022-09-06 04:45:28+00:00,BATTLECRUISER OPERATIONAL,44319097,117965,"Unnecessary, covered later in lede. Added actor (Naked Gun)"
2022-09-03 23:48:53+00:00,Eassa,2437420,117975,/* Filmography */ Added SNL Host
2022-08-20 16:41:14+00:00,ChicagoWikiEditor,22139593,117901,Undid revision 1105516445 by [[Special:Contributions/ChicagoWikiEditor|ChicagoWikiEditor]] ([[User talk:ChicagoWikiEditor|talk]])
2022-08-20 16:40:23+00:00,ChicagoWikiEditor,22139593,117798,Not an actor
2022-08-15 11:20:46+00:00,Fma12,1057393,117908,/* Professional football career */ alignment
2022-08-04 19:30:30+00:00,Electricmaster,10199389,117805,/* Juiced */
2022-08-04 19:25:22+00:00,Electricmaster,10199389,117800,/* Endorsements */
2022-08-03 18:51:56+00:00,OgamD218,39359068,117797,
2022-08-03 18:46:25+00:00,OgamD218,39359068,117798,content moved to above
2022-08-03 18:44:57+00:00,OgamD218,39359068,118935,shifting content for chronology
2022-08-01 06:09:38+00:00,RecentlyRyan,40201142,117798,
2022-07-30 06:57:03+00:00,Bringingthewood,43682176,117804,/* Regular season */ -- Added career highs in bold
2022-07-30 06:38:07+00:00,Mandarax,191757,117720,Correct spelling
2022-07-29 17:23:16+00:00,To be updated,44120953,117720,
2022-07-22 15:42:20+00:00,Beland,57939,117619,[[MOS:FRAC]] - convert special characters found by [[Wikipedia:Typo Team/moss]] (via [[WP:JWB]])
2022-07-15 19:15:21+00:00,Hey man im josh,40123752,117614,"Changing [[Wikipedia:Short description|short description]] from ""American sportsman and felon"" to ""American football player and felon (born 1947)"""
2022-07-09 00:17:33+00:00,Bringingthewood,43682176,117596,Added UPI Player of the Year to career highlights
2022-07-06 02:41:20+00:00,Jack Upland,399595,117510,Intro - unnecessary detail and jargon
2022-06-30 01:55:05+00:00,Paper Luigi,6575218,117530,"/* Wrongful death civil trial */ +1 city, state comma"
2022-06-29 22:15:30+00:00,Citation bot,7903804,117529,Alter: template type. Add: magazine. Removed parameters. Some additions/deletions were parameter name changes. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by Abductive | [[Category:Pages incorrectly using the Blockquote template]] | #UCB_Category 1122/1723
2022-06-27 15:25:57+00:00,ACalum2003,28310478,117505,/* Wrongful death civil trial */ Update on balance due
2022-06-17 14:03:58+00:00,Blainster,31831,116977,"/* top */rmv superfluous ""initially"""
2022-06-13 12:25:47+00:00,Popcornfud,14264656,116987,keep it concise per [[WP:SHORTDESC]]
2022-06-01 04:20:23+00:00,IAmChaos,30395827,117055,/* Other legal troubles */ tper
2022-05-27 00:50:38+00:00,Nyoerg68,36890773,117045,
2022-05-26 23:08:10+00:00,Sekyaw,26475347,117049,Undid revision 1082676739 by [[Special:Contributions/Nyoerg68|Nyoerg68]] ([[User talk:Nyoerg68|talk]])
2022-04-30 10:29:16+00:00,Majorbonkers,940584,117045,/* Release from prison */
2022-04-24 03:45:19+00:00,Bringingthewood,43682176,117048,"Removed 'college' tab from career highlights and awards. Per [[WP:NFLINFOBOX]], there should not be a separate college section."
2022-04-14 12:30:14+00:00,Nyoerg68,36890773,117064,
2022-04-14 03:32:48+00:00,Ben76266,9402649,117068,/* Other legal troubles */
2022-04-05 03:21:20+00:00,WuTang94,23967708,117070,/* Buffalo Bills */
2022-04-05 03:18:22+00:00,WuTang94,23967708,117079,/* Buffalo Bills */ Linking to Mel Lunsford's page and adding reference previously added to [[Bills–Patriots rivalry]]
2022-04-03 07:47:03+00:00,Rudiger19,4133171,116848,Fixed typo
2022-03-20 15:00:41+00:00,Rolltide689,37085600,116848,
2022-03-20 14:37:45+00:00,Rolltide689,37085600,116852,
2022-03-17 00:51:41+00:00,Rolltide689,37085600,116851,
2022-03-17 00:50:25+00:00,Rolltide689,37085600,116850,
2022-03-11 03:22:48+00:00,Sergio Skol,36517939,116854,
2022-03-04 21:53:50+00:00,Shadowbryan25,36776347,116782,/* External links */
2022-03-03 02:48:00+00:00,Bagumba,8005368,116710,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/Ven-Lib|Ven-Lib]] ([[User talk:Ven-Lib|talk]]): [[MOS:CAPLENGTH]]: yr is sufficient
2022-03-03 02:44:57+00:00,Ven-Lib,43203914,116719,
2022-02-24 19:11:02+00:00,Faunas,7199512,116710,/* Other legal troubles */
2022-02-05 19:40:24+00:00,Rsjaffe,5229428,116699,"clean up, [[WP:AWB/T|typo(s) fixed]]: in April 7, 2008 → on April 7, 2008"
2022-02-01 17:16:11+00:00,Hey man im josh,40123752,116700,Added Buffalo Bills Wall of Fame navbox
2022-01-29 18:18:33+00:00,Electricmaster,10199389,116669,comma implies it was her only friend.
2022-01-29 11:04:41+00:00,PlanetDeadwing,31363479,116670,
2022-01-24 12:56:04+00:00,Escape Orbit,4788526,116660,Reverted 1 edit by [[Special:Contributions/IJVin|IJVin]] ([[User talk:IJVin|talk]]): [[WP:BLPCAT]]. Not supported by article
2022-01-22 07:56:37+00:00,IJVin,13511889,116704,/* External links */
2022-01-13 01:23:25+00:00,Beyond My Ken,11112747,116660,/* Popular culture */
2022-01-11 16:48:55+00:00,Hey man im josh,40123752,116698,"Added NFL scoring leaders navbox to page, as this player once lead the league in that statistic."
2022-01-10 15:17:34+00:00,Hey man im josh,40123752,116674,/* top */ Added NFL scoring leader to career highlights and awards
2022-01-06 13:13:16+00:00,Hey man im josh,40123752,116632,Sorted categories alphabetically
2022-01-05 12:04:33+00:00,BrownHairedGirl,754619,116631,Rescuing 115 sources and tagging 0 as dead.) #IABot (v2.0.8.5
2022-01-05 12:03:35+00:00,BrownHairedGirl,754619,95216,"/* Early life */ comment out ref to blacklisted filmreference.com, add {{citation needed|date=January 2022}}"
2022-01-05 11:52:29+00:00,BrownHairedGirl,754619,95158,/* Acting career */ remove ref to unreliable source (IMDB); add {{citation needed|date=January 2022}}
2022-01-05 11:49:19+00:00,BrownHairedGirl,754619,95170,Filling in 2 references using [[WP:REFLINKS|Reflinks]] plus manual tweaks
2021-12-29 18:10:26+00:00,Hey man im josh,40123752,94784,"/* top */  Under achievements and awards in the info box, I updated ""NFL MVP"" to ""NFL Most Valuable Player"" to match other pages"
2021-12-22 15:50:23+00:00,Hey man im josh,40123752,94792,added [[Category:National Football League Most Valuable Player Award winners]] using [[WP:HC|HotCat]]
2021-12-22 15:40:24+00:00,Hey man im josh,40123752,94719,added [[Category:National Football League Offensive Player of the Year Award winners]] using [[WP:HC|HotCat]]
2021-12-22 04:06:06+00:00,Rockhead126,9757211,94638,Mdy
2021-12-15 22:17:06+00:00,Siberian0209,39207332,94638,/* Release from prison */
2021-12-15 22:15:24+00:00,Siberian0209,39207332,94499,/* Release from prison */
2021-12-14 23:26:00+00:00,ColumbianJourn,28393737,94206,Added parole early release and cite.
2021-12-14 21:50:49+00:00,Rlink2,42425010,93799,"/* Early life */Fixing archives for YouTube videos ([[WP:Link_Rot]], [[WP:CEFC#Pre-emptive_archiving]], [[phab:T294880]])"
2021-12-12 21:00:25+00:00,Megacheez,25353172,93669,Updated the infobox on this page
2021-12-05 14:13:58+00:00,Grutness,117878,93661,/* External links */
2021-12-02 20:44:06+00:00,"El cid, el campeador",28857043,93655,"lang, wl"
2021-12-02 20:42:30+00:00,"El cid, el campeador",28857043,93660,Lang
2021-11-29 13:26:11+00:00,Citation bot,7903804,93670,"Alter: title. Add: date, title. Changed bare reference to CS1/2. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by BrownHairedGirl | Linked from User:BrownHairedGirl/Articles_with_new_bare_URL_refs | #UCB_webform_linked 1018/2155"
2021-11-29 04:41:08+00:00,Jnestorius,89336,93488,/* College football and athletics career */ wl [[Audible (American football)|audible]]
2021-11-20 06:16:58+00:00,Wikidude10000,12360729,93456,/* Films */
2021-11-20 06:13:25+00:00,Wikidude10000,12360729,93355,/* Las Vegas robbery */
2021-11-20 06:09:38+00:00,Wikidude10000,12360729,93195,/* Las Vegas robbery */
2021-11-20 06:08:34+00:00,Wikidude10000,12360729,93109,/* Acting career */
2021-11-17 22:10:45+00:00,Derek R Bullamore,698799,93107,Filled in 2 bare reference(s) with reFill 2
2021-11-17 17:31:29+00:00,BrownHairedGirl,754619,92939,{{[[Template:Bare URL inline|Bare URL inline]]}} for refs which [[WP:REFLINKS]]  doesn't expand
2021-11-17 13:05:54+00:00,LM2000,13278252,92889,Undid revision 1055720867 by [[Special:Contributions/Minerva97|Minerva97]] ([[User talk:Minerva97|talk]]) Has not been convicted of murder
2021-11-17 12:19:05+00:00,Minerva97,8168606,92935,added [[Category:Sportspeople convicted of murder]] using [[WP:HC|HotCat]]
2021-11-15 12:07:02+00:00,Wikidude10000,12360729,92889,/* Career summary */
2021-11-14 07:33:24+00:00,Citation bot,7903804,92861,Add: website. | [[WP:UCB|Use this bot]]. [[WP:DBUG|Report bugs]]. | Suggested by Whoop whoop pull up | #UCB_webform 1786/2107
