project,article,granularity,timestamp,access,agent,views,date
en.wikipedia,O._J._Simpson,daily,2015072800,all-access,all-agents,7149,2015-07-28
en.wikipedia,O._J._Simpson,daily,2015072900,all-access,all-agents,6885,2015-07-29
en.wikipedia,O._J._Simpson,daily,2015073000,all-access,all-agents,6636,2015-07-30
en.wikipedia,O._J._Simpson,daily,2015073100,all-access,all-agents,5888,2015-07-31
en.wikipedia,O._J._Simpson,daily,2015080100,all-access,all-agents,6226,2015-08-01
en.wikipedia,O._J._Simpson,daily,2015080200,all-access,all-agents,6301,2015-08-02
en.wikipedia,O._J._Simpson,daily,2015080300,all-access,all-agents,5726,2015-08-03
en.wikipedia,O._J._Simpson,daily,2015080400,all-access,all-agents,6394,2015-08-04
en.wikipedia,O._J._Simpson,daily,2015080500,all-access,all-agents,5882,2015-08-05
en.wikipedia,O._J._Simpson,daily,2015080600,all-access,all-agents,7138,2015-08-06
en.wikipedia,O._J._Simpson,daily,2015080700,all-access,all-agents,6053,2015-08-07
en.wikipedia,O._J._Simpson,daily,2015080800,all-access,all-agents,6548,2015-08-08
en.wikipedia,O._J._Simpson,daily,2015080900,all-access,all-agents,7550,2015-08-09
en.wikipedia,O._J._Simpson,daily,2015081000,all-access,all-agents,7830,2015-08-10
en.wikipedia,O._J._Simpson,daily,2015081100,all-access,all-agents,6985,2015-08-11
en.wikipedia,O._J._Simpson,daily,2015081200,all-access,all-agents,6480,2015-08-12
en.wikipedia,O._J._Simpson,daily,2015081300,all-access,all-agents,9004,2015-08-13
en.wikipedia,O._J._Simpson,daily,2015081400,all-access,all-agents,8157,2015-08-14
en.wikipedia,O._J._Simpson,daily,2015081500,all-access,all-agents,8964,2015-08-15
en.wikipedia,O._J._Simpson,daily,2015081600,all-access,all-agents,8641,2015-08-16
en.wikipedia,O._J._Simpson,daily,2015081700,all-access,all-agents,11079,2015-08-17
en.wikipedia,O._J._Simpson,daily,2015081800,all-access,all-agents,8946,2015-08-18
en.wikipedia,O._J._Simpson,daily,2015081900,all-access,all-agents,9237,2015-08-19
en.wikipedia,O._J._Simpson,daily,2015082000,all-access,all-agents,8840,2015-08-20
en.wikipedia,O._J._Simpson,daily,2015082100,all-access,all-agents,9070,2015-08-21
en.wikipedia,O._J._Simpson,daily,2015082200,all-access,all-agents,7565,2015-08-22
en.wikipedia,O._J._Simpson,daily,2015082300,all-access,all-agents,10194,2015-08-23
en.wikipedia,O._J._Simpson,daily,2015082400,all-access,all-agents,8158,2015-08-24
en.wikipedia,O._J._Simpson,daily,2015082500,all-access,all-agents,7802,2015-08-25
en.wikipedia,O._J._Simpson,daily,2015082600,all-access,all-agents,8229,2015-08-26
en.wikipedia,O._J._Simpson,daily,2015082700,all-access,all-agents,6685,2015-08-27
en.wikipedia,O._J._Simpson,daily,2015082800,all-access,all-agents,7497,2015-08-28
en.wikipedia,O._J._Simpson,daily,2015082900,all-access,all-agents,7312,2015-08-29
en.wikipedia,O._J._Simpson,daily,2015083000,all-access,all-agents,7056,2015-08-30
en.wikipedia,O._J._Simpson,daily,2015083100,all-access,all-agents,7962,2015-08-31
en.wikipedia,O._J._Simpson,daily,2015090100,all-access,all-agents,7180,2015-09-01
en.wikipedia,O._J._Simpson,daily,2015090200,all-access,all-agents,10660,2015-09-02
en.wikipedia,O._J._Simpson,daily,2015090300,all-access,all-agents,11022,2015-09-03
en.wikipedia,O._J._Simpson,daily,2015090400,all-access,all-agents,11254,2015-09-04
en.wikipedia,O._J._Simpson,daily,2015090500,all-access,all-agents,9144,2015-09-05
en.wikipedia,O._J._Simpson,daily,2015090600,all-access,all-agents,19195,2015-09-06
en.wikipedia,O._J._Simpson,daily,2015090700,all-access,all-agents,17320,2015-09-07
en.wikipedia,O._J._Simpson,daily,2015090800,all-access,all-agents,15820,2015-09-08
en.wikipedia,O._J._Simpson,daily,2015090900,all-access,all-agents,9342,2015-09-09
en.wikipedia,O._J._Simpson,daily,2015091000,all-access,all-agents,12025,2015-09-10
en.wikipedia,O._J._Simpson,daily,2015091100,all-access,all-agents,24864,2015-09-11
en.wikipedia,O._J._Simpson,daily,2015091200,all-access,all-agents,15783,2015-09-12
en.wikipedia,O._J._Simpson,daily,2015091300,all-access,all-agents,13910,2015-09-13
en.wikipedia,O._J._Simpson,daily,2015091400,all-access,all-agents,13508,2015-09-14
en.wikipedia,O._J._Simpson,daily,2015091500,all-access,all-agents,11357,2015-09-15
en.wikipedia,O._J._Simpson,daily,2015091600,all-access,all-agents,10901,2015-09-16
en.wikipedia,O._J._Simpson,daily,2015091700,all-access,all-agents,11211,2015-09-17
en.wikipedia,O._J._Simpson,daily,2015091800,all-access,all-agents,12953,2015-09-18
en.wikipedia,O._J._Simpson,daily,2015091900,all-access,all-agents,12737,2015-09-19
en.wikipedia,O._J._Simpson,daily,2015092000,all-access,all-agents,14279,2015-09-20
en.wikipedia,O._J._Simpson,daily,2015092100,all-access,all-agents,12934,2015-09-21
en.wikipedia,O._J._Simpson,daily,2015092200,all-access,all-agents,15310,2015-09-22
en.wikipedia,O._J._Simpson,daily,2015092300,all-access,all-agents,13582,2015-09-23
en.wikipedia,O._J._Simpson,daily,2015092400,all-access,all-agents,13601,2015-09-24
en.wikipedia,O._J._Simpson,daily,2015092500,all-access,all-agents,26471,2015-09-25
en.wikipedia,O._J._Simpson,daily,2015092600,all-access,all-agents,96286,2015-09-26
en.wikipedia,O._J._Simpson,daily,2015092700,all-access,all-agents,39179,2015-09-27
en.wikipedia,O._J._Simpson,daily,2015092800,all-access,all-agents,27764,2015-09-28
en.wikipedia,O._J._Simpson,daily,2015092900,all-access,all-agents,22384,2015-09-29
en.wikipedia,O._J._Simpson,daily,2015093000,all-access,all-agents,26216,2015-09-30
en.wikipedia,O._J._Simpson,daily,2015100100,all-access,all-agents,71253,2015-10-01
en.wikipedia,O._J._Simpson,daily,2015100200,all-access,all-agents,83035,2015-10-02
en.wikipedia,O._J._Simpson,daily,2015100300,all-access,all-agents,42854,2015-10-03
en.wikipedia,O._J._Simpson,daily,2015100400,all-access,all-agents,98617,2015-10-04
en.wikipedia,O._J._Simpson,daily,2015100500,all-access,all-agents,31205,2015-10-05
en.wikipedia,O._J._Simpson,daily,2015100600,all-access,all-agents,42336,2015-10-06
en.wikipedia,O._J._Simpson,daily,2015100700,all-access,all-agents,29469,2015-10-07
en.wikipedia,O._J._Simpson,daily,2015100800,all-access,all-agents,33331,2015-10-08
en.wikipedia,O._J._Simpson,daily,2015100900,all-access,all-agents,19756,2015-10-09
en.wikipedia,O._J._Simpson,daily,2015101000,all-access,all-agents,16683,2015-10-10
en.wikipedia,O._J._Simpson,daily,2015101100,all-access,all-agents,25933,2015-10-11
en.wikipedia,O._J._Simpson,daily,2015101200,all-access,all-agents,54639,2015-10-12
en.wikipedia,O._J._Simpson,daily,2015101300,all-access,all-agents,18707,2015-10-13
en.wikipedia,O._J._Simpson,daily,2015101400,all-access,all-agents,17027,2015-10-14
en.wikipedia,O._J._Simpson,daily,2015101500,all-access,all-agents,16357,2015-10-15
en.wikipedia,O._J._Simpson,daily,2015101600,all-access,all-agents,15026,2015-10-16
en.wikipedia,O._J._Simpson,daily,2015101700,all-access,all-agents,16156,2015-10-17
en.wikipedia,O._J._Simpson,daily,2015101800,all-access,all-agents,15486,2015-10-18
en.wikipedia,O._J._Simpson,daily,2015101900,all-access,all-agents,12974,2015-10-19
en.wikipedia,O._J._Simpson,daily,2015102000,all-access,all-agents,11173,2015-10-20
en.wikipedia,O._J._Simpson,daily,2015102100,all-access,all-agents,10742,2015-10-21
en.wikipedia,O._J._Simpson,daily,2015102200,all-access,all-agents,11582,2015-10-22
en.wikipedia,O._J._Simpson,daily,2015102300,all-access,all-agents,18653,2015-10-23
en.wikipedia,O._J._Simpson,daily,2015102400,all-access,all-agents,17128,2015-10-24
en.wikipedia,O._J._Simpson,daily,2015102500,all-access,all-agents,18215,2015-10-25
en.wikipedia,O._J._Simpson,daily,2015102600,all-access,all-agents,18827,2015-10-26
en.wikipedia,O._J._Simpson,daily,2015102700,all-access,all-agents,15494,2015-10-27
en.wikipedia,O._J._Simpson,daily,2015102800,all-access,all-agents,16559,2015-10-28
en.wikipedia,O._J._Simpson,daily,2015102900,all-access,all-agents,12728,2015-10-29
en.wikipedia,O._J._Simpson,daily,2015103000,all-access,all-agents,9688,2015-10-30
en.wikipedia,O._J._Simpson,daily,2015103100,all-access,all-agents,9372,2015-10-31
en.wikipedia,O._J._Simpson,daily,2015110100,all-access,all-agents,13302,2015-11-01
en.wikipedia,O._J._Simpson,daily,2015110200,all-access,all-agents,11476,2015-11-02
en.wikipedia,O._J._Simpson,daily,2015110300,all-access,all-agents,10750,2015-11-03
en.wikipedia,O._J._Simpson,daily,2015110400,all-access,all-agents,11106,2015-11-04
en.wikipedia,O._J._Simpson,daily,2015110500,all-access,all-agents,14939,2015-11-05
en.wikipedia,O._J._Simpson,daily,2015110600,all-access,all-agents,14551,2015-11-06
en.wikipedia,O._J._Simpson,daily,2015110700,all-access,all-agents,11796,2015-11-07
en.wikipedia,O._J._Simpson,daily,2015110800,all-access,all-agents,13208,2015-11-08
en.wikipedia,O._J._Simpson,daily,2015110900,all-access,all-agents,13243,2015-11-09
en.wikipedia,O._J._Simpson,daily,2015111000,all-access,all-agents,16240,2015-11-10
en.wikipedia,O._J._Simpson,daily,2015111100,all-access,all-agents,13298,2015-11-11
en.wikipedia,O._J._Simpson,daily,2015111200,all-access,all-agents,15044,2015-11-12
en.wikipedia,O._J._Simpson,daily,2015111300,all-access,all-agents,9757,2015-11-13
en.wikipedia,O._J._Simpson,daily,2015111400,all-access,all-agents,8663,2015-11-14
en.wikipedia,O._J._Simpson,daily,2015111500,all-access,all-agents,11118,2015-11-15
en.wikipedia,O._J._Simpson,daily,2015111600,all-access,all-agents,10986,2015-11-16
en.wikipedia,O._J._Simpson,daily,2015111700,all-access,all-agents,9195,2015-11-17
en.wikipedia,O._J._Simpson,daily,2015111800,all-access,all-agents,8831,2015-11-18
en.wikipedia,O._J._Simpson,daily,2015111900,all-access,all-agents,9609,2015-11-19
en.wikipedia,O._J._Simpson,daily,2015112000,all-access,all-agents,8813,2015-11-20
en.wikipedia,O._J._Simpson,daily,2015112100,all-access,all-agents,9325,2015-11-21
en.wikipedia,O._J._Simpson,daily,2015112200,all-access,all-agents,15189,2015-11-22
en.wikipedia,O._J._Simpson,daily,2015112300,all-access,all-agents,12197,2015-11-23
en.wikipedia,O._J._Simpson,daily,2015112400,all-access,all-agents,11406,2015-11-24
en.wikipedia,O._J._Simpson,daily,2015112500,all-access,all-agents,10525,2015-11-25
en.wikipedia,O._J._Simpson,daily,2015112600,all-access,all-agents,12319,2015-11-26
en.wikipedia,O._J._Simpson,daily,2015112700,all-access,all-agents,11501,2015-11-27
en.wikipedia,O._J._Simpson,daily,2015112800,all-access,all-agents,13485,2015-11-28
en.wikipedia,O._J._Simpson,daily,2015112900,all-access,all-agents,16214,2015-11-29
en.wikipedia,O._J._Simpson,daily,2015113000,all-access,all-agents,12579,2015-11-30
en.wikipedia,O._J._Simpson,daily,2015120100,all-access,all-agents,12544,2015-12-01
en.wikipedia,O._J._Simpson,daily,2015120200,all-access,all-agents,12281,2015-12-02
en.wikipedia,O._J._Simpson,daily,2015120300,all-access,all-agents,28715,2015-12-03
en.wikipedia,O._J._Simpson,daily,2015120400,all-access,all-agents,18893,2015-12-04
en.wikipedia,O._J._Simpson,daily,2015120500,all-access,all-agents,14698,2015-12-05
en.wikipedia,O._J._Simpson,daily,2015120600,all-access,all-agents,14919,2015-12-06
en.wikipedia,O._J._Simpson,daily,2015120700,all-access,all-agents,14891,2015-12-07
en.wikipedia,O._J._Simpson,daily,2015120800,all-access,all-agents,13163,2015-12-08
en.wikipedia,O._J._Simpson,daily,2015120900,all-access,all-agents,12148,2015-12-09
en.wikipedia,O._J._Simpson,daily,2015121000,all-access,all-agents,13978,2015-12-10
en.wikipedia,O._J._Simpson,daily,2015121100,all-access,all-agents,13105,2015-12-11
en.wikipedia,O._J._Simpson,daily,2015121200,all-access,all-agents,12773,2015-12-12
en.wikipedia,O._J._Simpson,daily,2015121300,all-access,all-agents,20789,2015-12-13
en.wikipedia,O._J._Simpson,daily,2015121400,all-access,all-agents,16445,2015-12-14
en.wikipedia,O._J._Simpson,daily,2015121500,all-access,all-agents,14245,2015-12-15
en.wikipedia,O._J._Simpson,daily,2015121600,all-access,all-agents,14146,2015-12-16
en.wikipedia,O._J._Simpson,daily,2015121700,all-access,all-agents,14994,2015-12-17
en.wikipedia,O._J._Simpson,daily,2015121800,all-access,all-agents,13029,2015-12-18
en.wikipedia,O._J._Simpson,daily,2015121900,all-access,all-agents,13649,2015-12-19
en.wikipedia,O._J._Simpson,daily,2015122000,all-access,all-agents,15392,2015-12-20
en.wikipedia,O._J._Simpson,daily,2015122100,all-access,all-agents,17840,2015-12-21
en.wikipedia,O._J._Simpson,daily,2015122200,all-access,all-agents,12726,2015-12-22
en.wikipedia,O._J._Simpson,daily,2015122300,all-access,all-agents,16424,2015-12-23
en.wikipedia,O._J._Simpson,daily,2015122400,all-access,all-agents,12705,2015-12-24
en.wikipedia,O._J._Simpson,daily,2015122500,all-access,all-agents,11497,2015-12-25
en.wikipedia,O._J._Simpson,daily,2015122600,all-access,all-agents,11400,2015-12-26
en.wikipedia,O._J._Simpson,daily,2015122700,all-access,all-agents,14708,2015-12-27
en.wikipedia,O._J._Simpson,daily,2015122800,all-access,all-agents,16254,2015-12-28
en.wikipedia,O._J._Simpson,daily,2015122900,all-access,all-agents,17630,2015-12-29
en.wikipedia,O._J._Simpson,daily,2015123000,all-access,all-agents,14834,2015-12-30
en.wikipedia,O._J._Simpson,daily,2015123100,all-access,all-agents,17148,2015-12-31
en.wikipedia,O._J._Simpson,daily,2016010100,all-access,all-agents,19736,2016-01-01
en.wikipedia,O._J._Simpson,daily,2016010200,all-access,all-agents,19683,2016-01-02
en.wikipedia,O._J._Simpson,daily,2016010300,all-access,all-agents,21438,2016-01-03
en.wikipedia,O._J._Simpson,daily,2016010400,all-access,all-agents,15959,2016-01-04
en.wikipedia,O._J._Simpson,daily,2016010500,all-access,all-agents,13703,2016-01-05
en.wikipedia,O._J._Simpson,daily,2016010600,all-access,all-agents,13872,2016-01-06
en.wikipedia,O._J._Simpson,daily,2016010700,all-access,all-agents,18829,2016-01-07
en.wikipedia,O._J._Simpson,daily,2016010800,all-access,all-agents,16243,2016-01-08
en.wikipedia,O._J._Simpson,daily,2016010900,all-access,all-agents,17136,2016-01-09
en.wikipedia,O._J._Simpson,daily,2016011000,all-access,all-agents,23065,2016-01-10
en.wikipedia,O._J._Simpson,daily,2016011100,all-access,all-agents,23346,2016-01-11
en.wikipedia,O._J._Simpson,daily,2016011200,all-access,all-agents,18221,2016-01-12
en.wikipedia,O._J._Simpson,daily,2016011300,all-access,all-agents,14609,2016-01-13
en.wikipedia,O._J._Simpson,daily,2016011400,all-access,all-agents,17311,2016-01-14
en.wikipedia,O._J._Simpson,daily,2016011500,all-access,all-agents,14087,2016-01-15
en.wikipedia,O._J._Simpson,daily,2016011600,all-access,all-agents,20473,2016-01-16
en.wikipedia,O._J._Simpson,daily,2016011700,all-access,all-agents,34395,2016-01-17
en.wikipedia,O._J._Simpson,daily,2016011800,all-access,all-agents,27941,2016-01-18
en.wikipedia,O._J._Simpson,daily,2016011900,all-access,all-agents,27608,2016-01-19
en.wikipedia,O._J._Simpson,daily,2016012000,all-access,all-agents,26504,2016-01-20
en.wikipedia,O._J._Simpson,daily,2016012100,all-access,all-agents,23455,2016-01-21
en.wikipedia,O._J._Simpson,daily,2016012200,all-access,all-agents,24722,2016-01-22
en.wikipedia,O._J._Simpson,daily,2016012300,all-access,all-agents,26279,2016-01-23
en.wikipedia,O._J._Simpson,daily,2016012400,all-access,all-agents,26238,2016-01-24
en.wikipedia,O._J._Simpson,daily,2016012500,all-access,all-agents,44950,2016-01-25
en.wikipedia,O._J._Simpson,daily,2016012600,all-access,all-agents,25306,2016-01-26
en.wikipedia,O._J._Simpson,daily,2016012700,all-access,all-agents,44300,2016-01-27
en.wikipedia,O._J._Simpson,daily,2016012800,all-access,all-agents,42970,2016-01-28
en.wikipedia,O._J._Simpson,daily,2016012900,all-access,all-agents,60321,2016-01-29
en.wikipedia,O._J._Simpson,daily,2016013000,all-access,all-agents,62266,2016-01-30
en.wikipedia,O._J._Simpson,daily,2016013100,all-access,all-agents,52522,2016-01-31
en.wikipedia,O._J._Simpson,daily,2016020100,all-access,all-agents,55550,2016-02-01
en.wikipedia,O._J._Simpson,daily,2016020200,all-access,all-agents,97235,2016-02-02
en.wikipedia,O._J._Simpson,daily,2016020300,all-access,all-agents,349238,2016-02-03
en.wikipedia,O._J._Simpson,daily,2016020400,all-access,all-agents,229695,2016-02-04
en.wikipedia,O._J._Simpson,daily,2016020500,all-access,all-agents,143132,2016-02-05
en.wikipedia,O._J._Simpson,daily,2016020600,all-access,all-agents,111173,2016-02-06
en.wikipedia,O._J._Simpson,daily,2016020700,all-access,all-agents,189091,2016-02-07
en.wikipedia,O._J._Simpson,daily,2016020800,all-access,all-agents,86765,2016-02-08
en.wikipedia,O._J._Simpson,daily,2016020900,all-access,all-agents,75002,2016-02-09
en.wikipedia,O._J._Simpson,daily,2016021000,all-access,all-agents,222480,2016-02-10
en.wikipedia,O._J._Simpson,daily,2016021100,all-access,all-agents,159266,2016-02-11
en.wikipedia,O._J._Simpson,daily,2016021200,all-access,all-agents,98189,2016-02-12
en.wikipedia,O._J._Simpson,daily,2016021300,all-access,all-agents,81922,2016-02-13
en.wikipedia,O._J._Simpson,daily,2016021400,all-access,all-agents,94900,2016-02-14
en.wikipedia,O._J._Simpson,daily,2016021500,all-access,all-agents,245737,2016-02-15
en.wikipedia,O._J._Simpson,daily,2016021600,all-access,all-agents,136151,2016-02-16
en.wikipedia,O._J._Simpson,daily,2016021700,all-access,all-agents,158317,2016-02-17
en.wikipedia,O._J._Simpson,daily,2016021800,all-access,all-agents,142464,2016-02-18
en.wikipedia,O._J._Simpson,daily,2016021900,all-access,all-agents,92229,2016-02-19
en.wikipedia,O._J._Simpson,daily,2016022000,all-access,all-agents,83621,2016-02-20
en.wikipedia,O._J._Simpson,daily,2016022100,all-access,all-agents,160884,2016-02-21
en.wikipedia,O._J._Simpson,daily,2016022200,all-access,all-agents,199419,2016-02-22
en.wikipedia,O._J._Simpson,daily,2016022300,all-access,all-agents,116441,2016-02-23
en.wikipedia,O._J._Simpson,daily,2016022400,all-access,all-agents,175127,2016-02-24
en.wikipedia,O._J._Simpson,daily,2016022500,all-access,all-agents,141035,2016-02-25
en.wikipedia,O._J._Simpson,daily,2016022600,all-access,all-agents,89245,2016-02-26
en.wikipedia,O._J._Simpson,daily,2016022700,all-access,all-agents,125747,2016-02-27
en.wikipedia,O._J._Simpson,daily,2016022800,all-access,all-agents,136070,2016-02-28
en.wikipedia,O._J._Simpson,daily,2016022900,all-access,all-agents,118587,2016-02-29
en.wikipedia,O._J._Simpson,daily,2016030100,all-access,all-agents,102944,2016-03-01
en.wikipedia,O._J._Simpson,daily,2016030200,all-access,all-agents,113743,2016-03-02
en.wikipedia,O._J._Simpson,daily,2016030300,all-access,all-agents,95195,2016-03-03
en.wikipedia,O._J._Simpson,daily,2016030400,all-access,all-agents,340978,2016-03-04
en.wikipedia,O._J._Simpson,daily,2016030500,all-access,all-agents,271315,2016-03-05
en.wikipedia,O._J._Simpson,daily,2016030600,all-access,all-agents,186373,2016-03-06
en.wikipedia,O._J._Simpson,daily,2016030700,all-access,all-agents,168063,2016-03-07
en.wikipedia,O._J._Simpson,daily,2016030800,all-access,all-agents,85237,2016-03-08
en.wikipedia,O._J._Simpson,daily,2016030900,all-access,all-agents,80695,2016-03-09
en.wikipedia,O._J._Simpson,daily,2016031000,all-access,all-agents,80216,2016-03-10
en.wikipedia,O._J._Simpson,daily,2016031100,all-access,all-agents,56045,2016-03-11
en.wikipedia,O._J._Simpson,daily,2016031200,all-access,all-agents,51179,2016-03-12
en.wikipedia,O._J._Simpson,daily,2016031300,all-access,all-agents,90950,2016-03-13
en.wikipedia,O._J._Simpson,daily,2016031400,all-access,all-agents,68171,2016-03-14
en.wikipedia,O._J._Simpson,daily,2016031500,all-access,all-agents,65198,2016-03-15
en.wikipedia,O._J._Simpson,daily,2016031600,all-access,all-agents,71286,2016-03-16
en.wikipedia,O._J._Simpson,daily,2016031700,all-access,all-agents,53749,2016-03-17
en.wikipedia,O._J._Simpson,daily,2016031800,all-access,all-agents,47869,2016-03-18
en.wikipedia,O._J._Simpson,daily,2016031900,all-access,all-agents,42964,2016-03-19
en.wikipedia,O._J._Simpson,daily,2016032000,all-access,all-agents,60114,2016-03-20
en.wikipedia,O._J._Simpson,daily,2016032100,all-access,all-agents,48691,2016-03-21
en.wikipedia,O._J._Simpson,daily,2016032200,all-access,all-agents,36741,2016-03-22
en.wikipedia,O._J._Simpson,daily,2016032300,all-access,all-agents,45000,2016-03-23
en.wikipedia,O._J._Simpson,daily,2016032400,all-access,all-agents,37205,2016-03-24
en.wikipedia,O._J._Simpson,daily,2016032500,all-access,all-agents,33893,2016-03-25
en.wikipedia,O._J._Simpson,daily,2016032600,all-access,all-agents,32556,2016-03-26
en.wikipedia,O._J._Simpson,daily,2016032700,all-access,all-agents,51662,2016-03-27
en.wikipedia,O._J._Simpson,daily,2016032800,all-access,all-agents,44574,2016-03-28
en.wikipedia,O._J._Simpson,daily,2016032900,all-access,all-agents,34729,2016-03-29
en.wikipedia,O._J._Simpson,daily,2016033000,all-access,all-agents,48800,2016-03-30
en.wikipedia,O._J._Simpson,daily,2016033100,all-access,all-agents,45560,2016-03-31
en.wikipedia,O._J._Simpson,daily,2016040100,all-access,all-agents,40857,2016-04-01
en.wikipedia,O._J._Simpson,daily,2016040200,all-access,all-agents,73291,2016-04-02
en.wikipedia,O._J._Simpson,daily,2016040300,all-access,all-agents,57696,2016-04-03
en.wikipedia,O._J._Simpson,daily,2016040400,all-access,all-agents,51028,2016-04-04
en.wikipedia,O._J._Simpson,daily,2016040500,all-access,all-agents,54145,2016-04-05
en.wikipedia,O._J._Simpson,daily,2016040600,all-access,all-agents,102923,2016-04-06
en.wikipedia,O._J._Simpson,daily,2016040700,all-access,all-agents,72891,2016-04-07
en.wikipedia,O._J._Simpson,daily,2016040800,all-access,all-agents,50509,2016-04-08
en.wikipedia,O._J._Simpson,daily,2016040900,all-access,all-agents,90893,2016-04-09
en.wikipedia,O._J._Simpson,daily,2016041000,all-access,all-agents,81528,2016-04-10
en.wikipedia,O._J._Simpson,daily,2016041100,all-access,all-agents,54467,2016-04-11
en.wikipedia,O._J._Simpson,daily,2016041200,all-access,all-agents,37783,2016-04-12
en.wikipedia,O._J._Simpson,daily,2016041300,all-access,all-agents,30985,2016-04-13
en.wikipedia,O._J._Simpson,daily,2016041400,all-access,all-agents,29124,2016-04-14
en.wikipedia,O._J._Simpson,daily,2016041500,all-access,all-agents,24037,2016-04-15
en.wikipedia,O._J._Simpson,daily,2016041600,all-access,all-agents,24074,2016-04-16
en.wikipedia,O._J._Simpson,daily,2016041700,all-access,all-agents,35768,2016-04-17
en.wikipedia,O._J._Simpson,daily,2016041800,all-access,all-agents,74370,2016-04-18
en.wikipedia,O._J._Simpson,daily,2016041900,all-access,all-agents,50132,2016-04-19
en.wikipedia,O._J._Simpson,daily,2016042000,all-access,all-agents,34911,2016-04-20
en.wikipedia,O._J._Simpson,daily,2016042100,all-access,all-agents,28148,2016-04-21
en.wikipedia,O._J._Simpson,daily,2016042200,all-access,all-agents,25137,2016-04-22
en.wikipedia,O._J._Simpson,daily,2016042300,all-access,all-agents,51654,2016-04-23
en.wikipedia,O._J._Simpson,daily,2016042400,all-access,all-agents,45517,2016-04-24
en.wikipedia,O._J._Simpson,daily,2016042500,all-access,all-agents,28215,2016-04-25
en.wikipedia,O._J._Simpson,daily,2016042600,all-access,all-agents,20656,2016-04-26
en.wikipedia,O._J._Simpson,daily,2016042700,all-access,all-agents,20426,2016-04-27
en.wikipedia,O._J._Simpson,daily,2016042800,all-access,all-agents,18257,2016-04-28
en.wikipedia,O._J._Simpson,daily,2016042900,all-access,all-agents,15727,2016-04-29
en.wikipedia,O._J._Simpson,daily,2016043000,all-access,all-agents,16421,2016-04-30
en.wikipedia,O._J._Simpson,daily,2016050100,all-access,all-agents,22404,2016-05-01
en.wikipedia,O._J._Simpson,daily,2016050200,all-access,all-agents,22822,2016-05-02
en.wikipedia,O._J._Simpson,daily,2016050300,all-access,all-agents,15911,2016-05-03
en.wikipedia,O._J._Simpson,daily,2016050400,all-access,all-agents,14028,2016-05-04
en.wikipedia,O._J._Simpson,daily,2016050500,all-access,all-agents,13838,2016-05-05
en.wikipedia,O._J._Simpson,daily,2016050600,all-access,all-agents,12109,2016-05-06
en.wikipedia,O._J._Simpson,daily,2016050700,all-access,all-agents,12370,2016-05-07
en.wikipedia,O._J._Simpson,daily,2016050800,all-access,all-agents,14407,2016-05-08
en.wikipedia,O._J._Simpson,daily,2016050900,all-access,all-agents,14763,2016-05-09
en.wikipedia,O._J._Simpson,daily,2016051000,all-access,all-agents,12817,2016-05-10
en.wikipedia,O._J._Simpson,daily,2016051100,all-access,all-agents,11466,2016-05-11
en.wikipedia,O._J._Simpson,daily,2016051200,all-access,all-agents,14489,2016-05-12
