NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,zip code tabulation area
ZCTA5 08023,312.0,,128.0,,08023
ZCTA5 08027,4839.0,,21.0,,08027
ZCTA5 08048,12227.0,,122.0,,08048
ZCTA5 08069,12558.0,,48.0,,08069
ZCTA5 08106,9593.0,,134.0,,08106
ZCTA5 08107,12935.0,,499.0,,08107
ZCTA5 08201,9908.0,,506.0,,08201
ZCTA5 08004,12248.0,,450.0,,08004
ZCTA5 08034,18444.0,,599.0,,08034
ZCTA5 08045,2806.0,,120.0,,08045
ZCTA5 08055,27355.0,,62.0,,08055
ZCTA5 08063,3072.0,,48.0,,08063
ZCTA5 08065,7223.0,,32.0,,08065
ZCTA5 08070,12392.0,,127.0,,08070
ZCTA5 08072,333.0,,131.0,,08072
ZCTA5 08078,8317.0,,29.0,,08078
ZCTA5 08083,9728.0,,268.0,,08083
ZCTA5 08089,4195.0,,352.0,,08089
ZCTA5 08223,4185.0,,230.0,,08223
ZCTA5 08330,27809.0,,405.0,,08330
ZCTA5 08215,13528.0,,905.0,,08215
ZCTA5 08221,6826.0,,37.0,,08221
ZCTA5 08224,538.0,,164.0,,08224
ZCTA5 08344,4818.0,,552.0,,08344
ZCTA5 08353,374.0,,85.0,,08353
ZCTA5 08352,615.0,,224.0,,08352
ZCTA5 08550,19246.0,,398.0,,08550
ZCTA5 08558,7598.0,,512.0,,08558
ZCTA5 08559,5110.0,,411.0,,08559
ZCTA5 08562,4460.0,,359.0,,08562
ZCTA5 08618,39731.0,,1356.0,,08618
ZCTA5 08641,4478.0,,603.0,,08641
ZCTA5 08732,1357.0,,158.0,,08732
ZCTA5 08738,1164.0,,185.0,,08738
ZCTA5 08741,2640.0,,236.0,,08741
ZCTA5 08801,8990.0,,534.0,,08801
ZCTA5 08807,38748.0,,561.0,,08807
ZCTA5 08825,4327.0,,425.0,,08825
ZCTA5 08835,10283.0,,28.0,,08835
ZCTA5 08858,147.0,,231.0,,08858
ZCTA5 08859,22312.0,,675.0,,08859
ZCTA5 08869,7797.0,,29.0,,08869
ZCTA5 08873,53686.0,,779.0,,08873
ZCTA5 08608,893.0,,245.0,,08608
ZCTA5 08609,12759.0,,1420.0,,08609
ZCTA5 08610,30493.0,,1346.0,,08610
ZCTA5 08638,22294.0,,912.0,,08638
ZCTA5 08722,11210.0,,47.0,,08722
ZCTA5 08733,2713.0,,28.0,,08733
ZCTA5 08742,24292.0,,166.0,,08742
ZCTA5 08837,17208.0,,865.0,,08837
ZCTA5 08846,13659.0,,39.0,,08846
ZCTA5 08901,57659.0,,989.0,,08901
ZCTA5 08902,41135.0,,1032.0,,08902
ZCTA5 08103,14224.0,,1085.0,,08103
ZCTA5 08098,9145.0,,302.0,,08098
ZCTA5 08102,7790.0,,794.0,,08102
ZCTA5 08230,5342.0,,404.0,,08230
ZCTA5 08234,42081.0,,280.0,,08234
ZCTA5 08242,3241.0,,671.0,,08242
ZCTA5 08247,984.0,,101.0,,08247
ZCTA5 08310,1270.0,,331.0,,08310
ZCTA5 08311,2252.0,,274.0,,08311
ZCTA5 08317,1579.0,,217.0,,08317
ZCTA5 08322,10859.0,,514.0,,08322
ZCTA5 08041,978.0,,164.0,,08041
ZCTA5 08049,5491.0,,244.0,,08049
ZCTA5 08051,10409.0,,590.0,,08051
ZCTA5 08052,18729.0,,61.0,,08052
ZCTA5 08054,41518.0,,87.0,,08054
ZCTA5 08057,20705.0,,171.0,,08057
ZCTA5 08060,24364.0,,243.0,,08060
ZCTA5 08062,16312.0,,265.0,,08062
ZCTA5 08068,7181.0,,351.0,,08068
ZCTA5 08075,28731.0,,169.0,,08075
ZCTA5 08079,10103.0,,286.0,,08079
ZCTA5 08092,3476.0,,371.0,,08092
ZCTA5 08108,18252.0,,579.0,,08108
ZCTA5 08324,282.0,,120.0,,08324
ZCTA5 08232,19403.0,,540.0,,08232
ZCTA5 08248,242.0,,179.0,,08248
ZCTA5 08302,45352.0,,552.0,,08302
ZCTA5 08329,248.0,,131.0,,08329
ZCTA5 05833,302.0,,110.0,,05833
ZCTA5 05857,2357.0,,43.0,,05857
ZCTA5 05872,815.0,,134.0,,05872
ZCTA5 05873,643.0,,142.0,,05873
ZCTA5 05902,204.0,,71.0,,05902
ZCTA5 05070,526.0,,129.0,,05070
ZCTA5 05053,472.0,,115.0,,05053
ZCTA5 05058,266.0,,90.0,,05058
ZCTA5 05059,404.0,,215.0,,05059
ZCTA5 05072,480.0,,125.0,,05072
ZCTA5 05101,4401.0,,269.0,,05101
ZCTA5 05146,680.0,,102.0,,05146
ZCTA5 05150,702.0,,244.0,,05150
ZCTA5 05152,355.0,,67.0,,05152
ZCTA5 05254,251.0,,149.0,,05254
ZCTA5 05255,4022.0,,150.0,,05255
ZCTA5 05458,2193.0,,162.0,,05458
ZCTA5 05471,709.0,,213.0,,05471
ZCTA5 05473,1414.0,,208.0,,05473
ZCTA5 05474,956.0,,121.0,,05474
ZCTA5 05482,7799.0,,56.0,,05482
ZCTA5 05494,1823.0,,158.0,,05494
ZCTA5 05647,1024.0,,177.0,,05647
ZCTA5 05657,81.0,,42.0,,05657
ZCTA5 05658,1518.0,,222.0,,05658
ZCTA5 05660,1716.0,,150.0,,05660
ZCTA5 05661,5832.0,,108.0,,05661
ZCTA5 05680,2277.0,,142.0,,05680
ZCTA5 05730,279.0,,99.0,,05730
ZCTA5 05736,542.0,,213.0,,05736
ZCTA5 05737,922.0,,121.0,,05737
ZCTA5 05738,1197.0,,148.0,,05738
ZCTA5 05742,626.0,,138.0,,05742
ZCTA5 05767,1105.0,,143.0,,05767
ZCTA5 05820,543.0,,124.0,,05820
ZCTA5 05827,365.0,,81.0,,05827
ZCTA5 05867,885.0,,149.0,,05867
ZCTA5 05052,156.0,,70.0,,05052
ZCTA5 05089,4552.0,,284.0,,05089
ZCTA5 05151,1542.0,,255.0,,05151
ZCTA5 05346,5111.0,,249.0,,05346
ZCTA5 05355,659.0,,124.0,,05355
ZCTA5 05356,864.0,,154.0,,05356
ZCTA5 05363,1644.0,,185.0,,05363
ZCTA5 05440,1707.0,,171.0,,05440
ZCTA5 05360,188.0,,62.0,,05360
ZCTA5 05042,530.0,,108.0,,05042
ZCTA5 05077,1179.0,,126.0,,05077
ZCTA5 05341,388.0,,141.0,,05341
ZCTA5 05841,379.0,,98.0,,05841
ZCTA5 05031,128.0,,107.0,,05031
ZCTA5 05050,158.0,,67.0,,05050
ZCTA5 05141,141.0,,82.0,,05141
ZCTA5 05405,4327.0,,331.0,,05405
ZCTA5 05481,0.0,,9.0,,05481
ZCTA5 05408,9512.0,,411.0,,05408
ZCTA5 05439,1484.0,,167.0,,05439
ZCTA5 05447,77.0,,38.0,,05447
ZCTA5 05485,110.0,,67.0,,05485
ZCTA5 05740,22.0,,35.0,,05740
ZCTA5 05850,306.0,,250.0,,05850
ZCTA5 05862,237.0,,61.0,,05862
ZCTA5 05901,14.0,,11.0,,05901
ZCTA5 05751,726.0,,151.0,,05751
ZCTA5 05757,845.0,,112.0,,05757
ZCTA5 05846,1123.0,,129.0,,05846
ZCTA5 06019,10211.0,,104.0,,06019
ZCTA5 06020,0.0,,12.0,,06020
ZCTA5 06021,325.0,,92.0,,06021
ZCTA5 06040,34602.0,,797.0,,06040
ZCTA5 06053,34772.0,,982.0,,06053
ZCTA5 06058,1536.0,,145.0,,06058
ZCTA5 06062,17720.0,,22.0,,06062
ZCTA5 06068,1396.0,,212.0,,06068
ZCTA5 06070,15689.0,,543.0,,06070
ZCTA5 06110,12658.0,,558.0,,06110
ZCTA5 06112,21100.0,,793.0,,06112
ZCTA5 06232,3223.0,,122.0,,06232
ZCTA5 06237,5447.0,,45.0,,06237
ZCTA5 06241,6206.0,,619.0,,06241
ZCTA5 06248,5570.0,,268.0,,06248
ZCTA5 06250,4741.0,,534.0,,06250
ZCTA5 06254,1842.0,,93.0,,06254
ZCTA5 06259,4465.0,,100.0,,06259
ZCTA5 06277,4068.0,,411.0,,06277
ZCTA5 06280,2723.0,,399.0,,06280
ZCTA5 06340,30764.0,,476.0,,06340
ZCTA5 06355,12432.0,,552.0,,06355
ZCTA5 06360,36632.0,,593.0,,06360
ZCTA5 06418,12669.0,,74.0,,06418
ZCTA5 06437,22285.0,,42.0,,06437
ZCTA5 06438,2860.0,,534.0,,06438
ZCTA5 06001,18532.0,,117.0,,06001
ZCTA5 06033,29026.0,,412.0,,06033
ZCTA5 06059,0.0,,12.0,,06059
ZCTA5 06022,95.0,,106.0,,06022
ZCTA5 06069,2411.0,,156.0,,06069
ZCTA5 06074,25823.0,,34.0,,06074
ZCTA5 06076,12577.0,,135.0,,06076
ZCTA5 06078,12540.0,,271.0,,06078
ZCTA5 06091,122.0,,60.0,,06091
ZCTA5 06111,30323.0,,32.0,,06111
ZCTA5 06024,402.0,,187.0,,06024
ZCTA5 06085,7548.0,,500.0,,06085
ZCTA5 06088,4479.0,,398.0,,06088
ZCTA5 06354,6326.0,,469.0,,06354
ZCTA5 06426,3509.0,,405.0,,06426
ZCTA5 06510,2586.0,,307.0,,06510
ZCTA5 06840,20273.0,,22.0,,06840
ZCTA5 06473,24278.0,,200.0,,06473
ZCTA5 06762,7656.0,,23.0,,06762
ZCTA5 06880,28234.0,,154.0,,06880
ZCTA5 06380,2888.0,,591.0,,06380
ZCTA5 06052,7859.0,,579.0,,06052
ZCTA5 06060,2949.0,,414.0,,06060
ZCTA5 06063,3160.0,,225.0,,06063
ZCTA5 06065,797.0,,208.0,,06065
ZCTA5 06042,23353.0,,804.0,,06042
ZCTA5 06061,104.0,,83.0,,06061
ZCTA5 06160,0.0,,12.0,,06160
ZCTA5 06243,131.0,,153.0,,06243
ZCTA5 06263,251.0,,215.0,,06263
ZCTA5 06332,642.0,,366.0,,06332
ZCTA5 06350,46.0,,38.0,,06350
ZCTA5 06353,64.0,,57.0,,06353
ZCTA5 06387,481.0,,243.0,,06387
ZCTA5 06389,15.0,,32.0,,06389
ZCTA5 06414,91.0,,39.0,,06414
ZCTA5 06444,158.0,,157.0,,06444
ZCTA5 06456,304.0,,103.0,,06456
ZCTA5 06461,15074.0,,522.0,,06461
ZCTA5 06467,287.0,,253.0,,06467
ZCTA5 06758,364.0,,116.0,,06758
ZCTA5 06824,35119.0,,730.0,,06824
ZCTA5 06825,21999.0,,684.0,,06825
ZCTA5 06856,5.0,,11.0,,06856
ZCTA5 06890,4312.0,,248.0,,06890
ZCTA5 06757,2124.0,,196.0,,06757
ZCTA5 06092,4322.0,,338.0,,06092
ZCTA5 06266,538.0,,192.0,,06266
ZCTA5 06359,5341.0,,83.0,,06359
ZCTA5 06478,13022.0,,23.0,,06478
ZCTA5 06120,14534.0,,801.0,,06120
ZCTA5 06357,11641.0,,344.0,,06357
ZCTA5 06029,15988.0,,88.0,,06029
ZCTA5 06095,28948.0,,47.0,,06095
ZCTA5 06379,8856.0,,340.0,,06379
ZCTA5 06370,6932.0,,561.0,,06370
ZCTA5 06384,2759.0,,173.0,,06384
ZCTA5 06405,27825.0,,208.0,,06405
ZCTA5 06412,4268.0,,27.0,,06412
ZCTA5 06419,6414.0,,20.0,,06419
ZCTA5 06471,7676.0,,467.0,,06471
ZCTA5 06489,33620.0,,639.0,,06489
ZCTA5 06518,19488.0,,629.0,,06518
ZCTA5 06519,15997.0,,951.0,,06519
ZCTA5 06776,26049.0,,375.0,,06776
ZCTA5 06778,1359.0,,253.0,,06778
ZCTA5 06877,25092.0,,39.0,,06877
ZCTA5 06093,3122.0,,274.0,,06093
ZCTA5 06107,18914.0,,642.0,,06107
ZCTA5 06114,28691.0,,803.0,,06114
ZCTA5 06119,15715.0,,702.0,,06119
ZCTA5 06247,2705.0,,141.0,,06247
ZCTA5 06260,9353.0,,22.0,,06260
ZCTA5 06281,6635.0,,383.0,,06281
ZCTA5 06282,1258.0,,394.0,,06282
ZCTA5 06333,7125.0,,342.0,,06333
ZCTA5 06376,213.0,,172.0,,06376
ZCTA5 06378,5505.0,,319.0,,06378
ZCTA5 06498,6922.0,,53.0,,06498
ZCTA5 06479,9592.0,,638.0,,06479
ZCTA5 06606,47227.0,,1490.0,,06606
ZCTA5 06482,11173.0,,475.0,,06482
ZCTA5 06515,19184.0,,867.0,,06515
ZCTA5 06525,8868.0,,31.0,,06525
ZCTA5 06610,23275.0,,1014.0,,06610
ZCTA5 06706,14191.0,,965.0,,06706
ZCTA5 06708,29709.0,,1267.0,,06708
ZCTA5 06763,1924.0,,209.0,,06763
ZCTA5 06784,3738.0,,132.0,,06784
ZCTA5 06793,1368.0,,235.0,,06793
ZCTA5 06798,9617.0,,26.0,,06798
ZCTA5 06801,19551.0,,61.0,,06801
ZCTA5 06830,25247.0,,707.0,,06830
ZCTA5 06870,7506.0,,375.0,,06870
ZCTA5 06902,68646.0,,1516.0,,06902
ZCTA5 06905,20493.0,,1128.0,,06905
ZCTA5 06023,1247.0,,359.0,,06023
ZCTA5 06027,1405.0,,143.0,,06027
ZCTA5 06031,1476.0,,201.0,,06031
ZCTA5 06066,29210.0,,112.0,,06066
ZCTA5 06106,37819.0,,1242.0,,06106
ZCTA5 06117,16165.0,,598.0,,06117
ZCTA5 06231,3952.0,,268.0,,06231
ZCTA5 06235,2309.0,,169.0,,06235
ZCTA5 06238,12396.0,,50.0,,06238
ZCTA5 06512,28778.0,,1128.0,,06512
ZCTA5 06516,54918.0,,54.0,,06516
ZCTA5 06517,14445.0,,566.0,,06517
ZCTA5 06782,2391.0,,346.0,,06782
ZCTA5 06759,5761.0,,345.0,,06759
ZCTA5 06785,686.0,,197.0,,06785
ZCTA5 06812,13992.0,,35.0,,06812
ZCTA5 06855,8528.0,,526.0,,06855
ZCTA5 06906,9131.0,,727.0,,06906
ZCTA5 06002,20952.0,,37.0,,06002
ZCTA5 06026,5256.0,,148.0,,06026
ZCTA5 06032,17624.0,,488.0,,06032
ZCTA5 06037,19272.0,,357.0,,06037
ZCTA5 06043,4928.0,,21.0,,06043
ZCTA5 06057,6371.0,,209.0,,06057
ZCTA5 06067,20137.0,,29.0,,06067
ZCTA5 06084,14766.0,,23.0,,06084
ZCTA5 06089,3156.0,,434.0,,06089
ZCTA5 06090,857.0,,222.0,,06090
ZCTA5 06103,1861.0,,171.0,,06103
ZCTA5 06108,24672.0,,819.0,,06108
ZCTA5 06109,26267.0,,29.0,,06109
ZCTA5 06242,1308.0,,125.0,,06242
ZCTA5 06249,7256.0,,40.0,,06249
ZCTA5 06269,10124.0,,466.0,,06269
ZCTA5 06279,5912.0,,22.0,,06279
ZCTA5 06320,27074.0,,82.0,,06320
ZCTA5 06331,5074.0,,22.0,,06331
ZCTA5 06351,15975.0,,38.0,,06351
ZCTA5 06416,13973.0,,26.0,,06416
ZCTA5 06420,4200.0,,113.0,,06420
ZCTA5 06450,34884.0,,1180.0,,06450
ZCTA5 06457,46473.0,,34.0,,06457
ZCTA5 06477,13937.0,,37.0,,06477
ZCTA5 06779,8248.0,,467.0,,06779
ZCTA5 06481,1214.0,,224.0,,06481
ZCTA5 06614,33585.0,,740.0,,06614
ZCTA5 06751,3384.0,,108.0,,06751
ZCTA5 06787,7815.0,,265.0,,06787
ZCTA5 06790,34653.0,,123.0,,06790
ZCTA5 06794,1044.0,,266.0,,06794
ZCTA5 06795,13519.0,,469.0,,06795
ZCTA5 06811,32388.0,,1132.0,,06811
ZCTA5 06850,18156.0,,833.0,,06850
ZCTA5 06883,10288.0,,44.0,,06883
ZCTA5 06896,9187.0,,28.0,,06896
ZCTA5 06901,7049.0,,703.0,,06901
ZCTA5 06907,8956.0,,635.0,,06907
ZCTA5 06417,4493.0,,29.0,,06417
ZCTA5 06443,18183.0,,83.0,,06443
ZCTA5 06451,25086.0,,1178.0,,06451
ZCTA5 06455,3171.0,,224.0,,06455
ZCTA5 06460,38973.0,,519.0,,06460
ZCTA5 06470,16680.0,,475.0,,06470
ZCTA5 06472,6801.0,,385.0,,06472
ZCTA5 06480,9362.0,,23.0,,06480
ZCTA5 06511,52669.0,,1385.0,,06511
ZCTA5 06513,39781.0,,1733.0,,06513
ZCTA5 06514,27175.0,,799.0,,06514
ZCTA5 06524,5504.0,,17.0,,06524
ZCTA5 06605,24822.0,,1262.0,,06605
ZCTA5 06608,13856.0,,942.0,,06608
ZCTA5 06611,36174.0,,31.0,,06611
ZCTA5 06702,3025.0,,372.0,,06702
ZCTA5 06750,1147.0,,213.0,,06750
ZCTA5 06752,1716.0,,113.0,,06752
ZCTA5 06756,2849.0,,41.0,,06756
ZCTA5 06770,31654.0,,163.0,,06770
ZCTA5 06783,2093.0,,155.0,,06783
ZCTA5 06791,5469.0,,31.0,,06791
ZCTA5 06018,2885.0,,207.0,,06018
ZCTA5 06035,7525.0,,398.0,,06035
ZCTA5 06226,19870.0,,512.0,,06226
ZCTA5 06051,30220.0,,1052.0,,06051
ZCTA5 06096,12613.0,,28.0,,06096
ZCTA5 06234,8269.0,,48.0,,06234
ZCTA5 06264,88.0,,53.0,,06264
ZCTA5 06335,6428.0,,349.0,,06335
ZCTA5 06336,106.0,,63.0,,06336
ZCTA5 06365,4666.0,,21.0,,06365
ZCTA5 06373,325.0,,224.0,,06373
ZCTA5 06409,466.0,,192.0,,06409
ZCTA5 06423,5342.0,,601.0,,06423
ZCTA5 06424,12842.0,,167.0,,06424
ZCTA5 06442,2624.0,,420.0,,06442
ZCTA5 06447,6394.0,,21.0,,06447
ZCTA5 06483,16522.0,,36.0,,06483
ZCTA5 06704,25576.0,,1114.0,,06704
ZCTA5 06705,24861.0,,1274.0,,06705
ZCTA5 06710,11275.0,,966.0,,06710
ZCTA5 06716,16652.0,,30.0,,06716
ZCTA5 06604,28436.0,,1352.0,,06604
ZCTA5 06469,2904.0,,562.0,,06469
ZCTA5 06615,18694.0,,735.0,,06615
ZCTA5 06475,10118.0,,22.0,,06475
ZCTA5 06484,41155.0,,38.0,,06484
ZCTA5 06612,7558.0,,31.0,,06612
ZCTA5 06712,9736.0,,31.0,,06712
ZCTA5 06831,14629.0,,690.0,,06831
ZCTA5 06851,26671.0,,720.0,,06851
ZCTA5 06853,3875.0,,385.0,,06853
ZCTA5 06854,30975.0,,1153.0,,06854
ZCTA5 06878,8081.0,,410.0,,06878
ZCTA5 06903,14472.0,,541.0,,06903
ZCTA5 06403,6115.0,,23.0,,06403
ZCTA5 06415,16639.0,,229.0,,06415
ZCTA5 06422,7248.0,,17.0,,06422
ZCTA5 06441,5026.0,,544.0,,06441
ZCTA5 06468,19621.0,,33.0,,06468
ZCTA5 06488,19754.0,,40.0,,06488
ZCTA5 06492,44841.0,,114.0,,06492
ZCTA5 06607,8801.0,,730.0,,06607
ZCTA5 06754,1778.0,,146.0,,06754
ZCTA5 06755,1050.0,,347.0,,06755
ZCTA5 06010,60308.0,,42.0,,06010
ZCTA5 06016,6900.0,,400.0,,06016
ZCTA5 06013,9607.0,,22.0,,06013
ZCTA5 06039,2028.0,,202.0,,06039
ZCTA5 06071,11289.0,,72.0,,06071
ZCTA5 06073,5515.0,,411.0,,06073
ZCTA5 06081,1414.0,,202.0,,06081
ZCTA5 06082,44455.0,,38.0,,06082
ZCTA5 06098,12374.0,,298.0,,06098
ZCTA5 06105,19373.0,,883.0,,06105
ZCTA5 06278,4363.0,,46.0,,06278
ZCTA5 06334,2493.0,,74.0,,06334
ZCTA5 06375,3767.0,,346.0,,06375
ZCTA5 06401,18787.0,,84.0,,06401
ZCTA5 06777,1294.0,,181.0,,06777
ZCTA5 06786,9391.0,,349.0,,06786
ZCTA5 06796,931.0,,166.0,,06796
ZCTA5 06804,17291.0,,207.0,,06804
ZCTA5 06807,7390.0,,424.0,,06807
ZCTA5 06810,51813.0,,1134.0,,06810
ZCTA5 06820,21759.0,,45.0,,06820
ZCTA5 06897,18542.0,,25.0,,06897
ZCTA5 06255,4560.0,,391.0,,06255
ZCTA5 06256,2308.0,,430.0,,06256
ZCTA5 06262,642.0,,262.0,,06262
ZCTA5 06268,10695.0,,715.0,,06268
ZCTA5 06339,8307.0,,349.0,,06339
ZCTA5 06377,2898.0,,240.0,,06377
ZCTA5 06382,11971.0,,580.0,,06382
ZCTA5 06385,15370.0,,333.0,,06385
ZCTA5 06118,25818.0,,819.0,,06118
ZCTA5 06239,11406.0,,707.0,,06239
ZCTA5 06330,3290.0,,149.0,,06330
ZCTA5 06371,9687.0,,215.0,,06371
ZCTA5 06374,7170.0,,436.0,,06374
ZCTA5 06390,183.0,,117.0,,06390
ZCTA5 06410,29138.0,,126.0,,06410
ZCTA5 06413,12958.0,,41.0,,06413
ZCTA5 07822,723.0,,191.0,,07822
ZCTA5 07764,7917.0,,30.0,,07764
ZCTA5 07803,3560.0,,28.0,,07803
ZCTA5 07821,9156.0,,510.0,,07821
ZCTA5 07825,9489.0,,386.0,,07825
ZCTA5 07833,149.0,,92.0,,07833
ZCTA5 07846,35.0,,47.0,,07846
ZCTA5 07863,3830.0,,318.0,,07863
ZCTA5 07869,25820.0,,432.0,,07869
ZCTA5 07878,803.0,,286.0,,07878
ZCTA5 07901,23335.0,,254.0,,07901
ZCTA5 07922,12404.0,,232.0,,07922
ZCTA5 07976,653.0,,179.0,,07976
ZCTA5 07866,22831.0,,608.0,,07866
ZCTA5 07920,27017.0,,271.0,,07920
ZCTA5 07924,7591.0,,128.0,,07924
ZCTA5 07970,178.0,,196.0,,07970
ZCTA5 07060,45986.0,,1287.0,,07060
ZCTA5 07062,12618.0,,896.0,,07062
ZCTA5 07063,13666.0,,1122.0,,07063
ZCTA5 07070,18427.0,,36.0,,07070
ZCTA5 07072,6191.0,,24.0,,07072
ZCTA5 07076,24121.0,,105.0,,07076
ZCTA5 07080,23854.0,,86.0,,07080
ZCTA5 07202,41235.0,,1468.0,,07202
ZCTA5 07440,4169.0,,571.0,,07440
ZCTA5 07442,11049.0,,29.0,,07442
ZCTA5 07446,14920.0,,70.0,,07446
ZCTA5 07508,22645.0,,40.0,,07508
ZCTA5 07461,18522.0,,557.0,,07461
ZCTA5 07470,54190.0,,38.0,,07470
ZCTA5 07502,16791.0,,1369.0,,07502
ZCTA5 07522,20104.0,,1269.0,,07522
ZCTA5 07621,27372.0,,46.0,,07621
ZCTA5 07627,4959.0,,22.0,,07627
ZCTA5 07029,18889.0,,73.0,,07029
ZCTA5 07027,4334.0,,22.0,,07027
ZCTA5 07081,17398.0,,56.0,,07081
ZCTA5 07457,4226.0,,18.0,,07457
ZCTA5 07605,9111.0,,44.0,,07605
ZCTA5 07720,4223.0,,17.0,,07720
ZCTA5 07801,25026.0,,561.0,,07801
ZCTA5 07028,7685.0,,70.0,,07028
ZCTA5 07204,13568.0,,31.0,,07204
ZCTA5 07480,16400.0,,581.0,,07480
ZCTA5 07643,10827.0,,34.0,,07643
ZCTA5 07702,4088.0,,22.0,,07702
ZCTA5 07069,5984.0,,323.0,,07069
ZCTA5 07086,14327.0,,48.0,,07086
ZCTA5 07311,404.0,,197.0,,07311
ZCTA5 07495,0.0,,12.0,,07495
ZCTA5 07676,9229.0,,57.0,,07676
ZCTA5 07677,5816.0,,26.0,,07677
ZCTA5 07820,36.0,,44.0,,07820
ZCTA5 07870,28.0,,27.0,,07870
ZCTA5 07880,263.0,,235.0,,07880
ZCTA5 07881,6.0,,7.0,,07881
ZCTA5 07926,11.0,,17.0,,07926
ZCTA5 07939,212.0,,88.0,,07939
ZCTA5 07208,31442.0,,1233.0,,07208
ZCTA5 07961,0.0,,12.0,,07961
ZCTA5 07022,14269.0,,27.0,,07022
ZCTA5 07095,19540.0,,957.0,,07095
ZCTA5 07928,18956.0,,291.0,,07928
ZCTA5 11778,11641.0,,775.0,,11778
ZCTA5 11222,36492.0,,1208.0,,11222
ZCTA5 11233,76819.0,,2189.0,,11233
ZCTA5 11235,78128.0,,1893.0,,11235
ZCTA5 11426,20801.0,,1201.0,,11426
ZCTA5 11427,24037.0,,1048.0,,11427
ZCTA5 11042,522.0,,151.0,,11042
ZCTA5 11101,30043.0,,1462.0,,11101
ZCTA5 11205,46064.0,,1551.0,,11205
ZCTA5 11215,70156.0,,1583.0,,11215
ZCTA5 11219,90036.0,,2709.0,,11219
ZCTA5 11226,100277.0,,2755.0,,11226
ZCTA5 11228,44994.0,,1468.0,,11228
ZCTA5 11236,100331.0,,2339.0,,11236
ZCTA5 11237,49310.0,,1833.0,,11237
ZCTA5 11354,55200.0,,2265.0,,11354
ZCTA5 11356,23362.0,,1289.0,,11356
ZCTA5 11360,19621.0,,865.0,,11360
ZCTA5 11362,18721.0,,1019.0,,11362
ZCTA5 11366,14650.0,,960.0,,11366
ZCTA5 11370,32514.0,,1727.0,,11370
ZCTA5 11371,0.0,,12.0,,11371
ZCTA5 11374,42653.0,,1628.0,,11374
ZCTA5 11379,37851.0,,1452.0,,11379
ZCTA5 11419,49618.0,,1871.0,,11419
ZCTA5 11422,32082.0,,1695.0,,11422
ZCTA5 11428,18929.0,,861.0,,11428
ZCTA5 11433,36489.0,,1610.0,,11433
ZCTA5 11507,7286.0,,578.0,,11507
ZCTA5 11510,33484.0,,1161.0,,11510
ZCTA5 11557,7480.0,,764.0,,11557
ZCTA5 11568,4704.0,,277.0,,11568
ZCTA5 11575,16546.0,,1136.0,,11575
ZCTA5 11702,13788.0,,301.0,,11702
ZCTA5 11710,34237.0,,1143.0,,11710
ZCTA5 11530,28454.0,,509.0,,11530
ZCTA5 11566,33401.0,,942.0,,11566
ZCTA5 11705,7565.0,,438.0,,11705
ZCTA5 11709,6708.0,,57.0,,11709
ZCTA5 11714,22714.0,,850.0,,11714
ZCTA5 11722,32524.0,,1504.0,,11722
ZCTA5 11725,29578.0,,715.0,,11725
ZCTA5 11727,29823.0,,1454.0,,11727
ZCTA5 11730,13860.0,,1145.0,,11730
ZCTA5 11746,68491.0,,1433.0,,11746
ZCTA5 11765,723.0,,117.0,,11765
ZCTA5 11767,15783.0,,865.0,,11767
ZCTA5 11769,8706.0,,642.0,,11769
ZCTA5 11901,27486.0,,1408.0,,11901
ZCTA5 11950,15884.0,,1157.0,,11950
ZCTA5 11952,4841.0,,715.0,,11952
ZCTA5 11004,15234.0,,989.0,,11004
ZCTA5 11005,1749.0,,353.0,,11005
ZCTA5 11023,9215.0,,627.0,,11023
ZCTA5 11501,19393.0,,199.0,,11501
ZCTA5 11740,9070.0,,604.0,,11740
ZCTA5 11206,88349.0,,2041.0,,11206
ZCTA5 11363,6952.0,,392.0,,11363
ZCTA5 11514,4597.0,,422.0,,11514
ZCTA5 11735,33454.0,,898.0,,11735
ZCTA5 11792,8688.0,,668.0,,11792
ZCTA5 11968,10667.0,,682.0,,11968
ZCTA5 11965,690.0,,423.0,,11965
ZCTA5 11934,8006.0,,737.0,,11934
ZCTA5 11211,102624.0,,2613.0,,11211
ZCTA5 11372,61844.0,,2482.0,,11372
ZCTA5 11980,5604.0,,463.0,,11980
ZCTA5 11596,10561.0,,239.0,,11596
ZCTA5 11217,41407.0,,1639.0,,11217
ZCTA5 11516,7670.0,,401.0,,11516
ZCTA5 11779,38063.0,,1254.0,,11779
ZCTA5 11790,17694.0,,802.0,,11790
ZCTA5 11803,28018.0,,888.0,,11803
ZCTA5 11940,5404.0,,504.0,,11940
ZCTA5 11948,922.0,,564.0,,11948
ZCTA5 11951,12391.0,,882.0,,11951
ZCTA5 11109,5981.0,,849.0,,11109
ZCTA5 11351,0.0,,12.0,,11351
ZCTA5 11359,0.0,,12.0,,11359
ZCTA5 11424,0.0,,12.0,,11424
ZCTA5 11425,0.0,,12.0,,11425
ZCTA5 11451,0.0,,12.0,,11451
ZCTA5 11549,2901.0,,252.0,,11549
ZCTA5 11556,0.0,,12.0,,11556
ZCTA5 11739,1027.0,,229.0,,11739
ZCTA5 11749,3345.0,,26.0,,11749
ZCTA5 11794,2952.0,,298.0,,11794
