county,mail_returned,mail_rejected,rejected_pct,state
ROCKDALE,0.0,11431.0,0.0,MI
RICHMOND,0.0,24468.0,0.0,MI
RANDOLPH,0.0,635.0,0.0,MI
RABUN,0.0,2466.0,0.0,MI
QUITMAN,0.0,216.0,0.0,MI
PUTNAM,0.0,3084.0,0.0,MI
WALTON,0.0,9507.0,0.0,MI
PULASKI,0.0,621.0,0.0,MI
TALBOT,0.0,1096.0,0.0,MI
APPLING,0.0,1398.0,0.0,MI
MCDUFFIE,0.0,2301.0,0.0,MI
MARION,0.0,715.0,0.0,MI
DOUGLAS,0.0,16542.0,0.0,MI
DOUGHERTY,0.0,8770.0,0.0,MI
DOOLY,0.0,684.0,0.0,MI
DODGE,0.0,1200.0,0.0,MI
DAWSON,0.0,2729.0,0.0,MI
DADE,0.0,947.0,0.0,MI
CRAWFORD,0.0,1002.0,0.0,MI
COOK,0.0,942.0,0.0,MI
COFFEE,0.0,1681.0,0.0,MI
CLINCH,0.0,328.0,0.0,MI
CLARKE,0.0,16690.0,0.0,MI
CHATTOOGA,0.0,1684.0,0.0,MI
CHATTAHOOCHEE,0.0,257.0,0.0,MI
CARROLL,0.0,8694.0,0.0,MI
CANDLER,0.0,666.0,0.0,MI
CALHOUN,0.0,535.0,0.0,MI
BURKE,0.0,1340.0,0.0,MI
BROOKS,0.0,1496.0,0.0,MI
BRANTLEY,0.0,797.0,0.0,MI
BLECKLEY,0.0,967.0,0.0,MI
BERRIEN,0.0,1034.0,0.0,MI
BEN HILL,0.0,1134.0,0.0,MI
BARROW,0.0,7241.0,0.0,MI
BANKS,0.0,1277.0,0.0,MI
BALDWIN,0.0,3695.0,0.0,MI
BAKER,0.0,315.0,0.0,MI
BACON,0.0,637.0,0.0,MI
EARLY,0.0,975.0,0.0,MI
ECHOLS,0.0,140.0,0.0,MI
EFFINGHAM,0.0,4326.0,0.0,MI
HART,0.0,2386.0,0.0,MI
MADISON,0.0,2702.0,0.0,MI
LONG,0.0,454.0,0.0,MI
LINCOLN,0.0,987.0,0.0,MI
LEE,0.0,2200.0,0.0,MI
LAURENS,0.0,4701.0,0.0,MI
JONES,0.0,2721.0,0.0,MI
JOHNSON,0.0,732.0,0.0,MI
JEFFERSON,0.0,1548.0,0.0,MI
ATKINSON,0.0,261.0,0.0,MI
JASPER,0.0,1360.0,0.0,MI
JACKSON,0.0,6827.0,0.0,MI
HEARD,0.0,942.0,0.0,MI
HARRIS,0.0,3796.0,0.0,MI
ELBERT,0.0,1943.0,0.0,MI
HARALSON,0.0,2243.0,0.0,MI
HABERSHAM,0.0,3885.0,0.0,MI
GWINNETT,0.0,106552.0,0.0,MI
GRADY,0.0,2048.0,0.0,MI
GORDON,0.0,3734.0,0.0,MI
GLYNN,0.0,9545.0,0.0,MI
GLASCOCK,0.0,240.0,0.0,MI
FRANKLIN,0.0,1869.0,0.0,MI
FLOYD,0.0,7817.0,0.0,MI
FAYETTE,0.0,15450.0,0.0,MI
FANNIN,0.0,3204.0,0.0,MI
EVANS,0.0,769.0,0.0,MI
JEFF DAVIS,0.0,708.0,0.0,MI
