id,name,telephone,slug,country_abbr,address1,city,statename,statecode,postalcode,url,country,address
R143,Florida Mall,(407) 563-1020,floridamall,US,8001 S. Orange Blossom Trail,Orlando,Florida,FL,32809,https://www.apple.com/retail/floridamall,United States,"8001 S. Orange Blossom Trail, Orlando, Florida 32809"
R615,University Town Center,(941) 358-4600,universitytowncenter,US,140 University Town Center Dr,Sarasota,Florida,FL,34243,https://www.apple.com/retail/universitytowncenter,United States,"140 University Town Center Dr, Sarasota, Florida 34243"
R286,The Promenade at Chenal,(501) 821-5130,thepromenadeatchenal,US,17711 Chenal Parkway,Little Rock,Arkansas,AR,72223,https://www.apple.com/retail/thepromenadeatchenal,United States,"17711 Chenal Parkway, Little Rock, Arkansas 72223"
R262,Anchorage 5th Avenue Mall,(907) 257-1900,anchorage5thavenuemall,US,320 West 5th Avenue,Anchorage,Alaska,AK,99501,https://www.apple.com/retail/anchorage5thavenuemall,United States,"320 West 5th Avenue, Anchorage, Alaska 99501"
R151,Southlake Town Square,(817) 722-1401,southlaketownsquare,US,260 Grand Avenue,Southlake,Texas,TX,76092,https://www.apple.com/retail/southlaketownsquare,United States,"260 Grand Avenue, Southlake, Texas 76092"
R316,University Park Village,(817) 840-9801,universityparkvillage,US,1620 S. University Drive,Fort Worth,Texas,TX,76107,https://www.apple.com/retail/universityparkvillage,United States,"1620 S. University Drive, Fort Worth, Texas 76107"
R492,Cielo Vista Mall,(915) 774-8020,cielovistamall,US,8401 Gateway Boulevard West,El Paso,Texas,TX,79925,https://www.apple.com/retail/cielovistamall,United States,"8401 Gateway Boulevard West, El Paso, Texas 79925"
R216,Domain NORTHSIDE,(512) 691-4800,domainnorthside,US,3121 Palm Way,Austin,Texas,TX,78758,https://www.apple.com/retail/domainnorthside,United States,"3121 Palm Way, Austin, Texas 78758"
R042,Knox Street,(214) 520-8532,knoxstreet,US,3101 Knox Street,Dallas,Texas,TX,75205,https://www.apple.com/retail/knoxstreet,United States,"3101 Knox Street, Dallas, Texas 75205"
R058,Houston Galleria,(713) 353-5471,houstongalleria,US,5085 Westheimer Road,Houston,Texas,TX,77056,https://www.apple.com/retail/houstongalleria,United States,"5085 Westheimer Road, Houston, Texas 77056"
R204,Baybrook,(281) 204-0500,baybrook,US,500 Baybrook Mall,Friendswood,Texas,TX,77546,https://www.apple.com/retail/baybrook,United States,"500 Baybrook Mall, Friendswood, Texas 77546"
R085,Barton Creek,(512) 634-0520,bartoncreek,US,2901 S. Capital of Texas Hwy,Austin,Texas,TX,78746,https://www.apple.com/retail/bartoncreek,United States,"2901 S. Capital of Texas Hwy, Austin, Texas 78746"
R321,Willowbrook Mall,(281) 571-4400,willowbrookmall,US,2000 Willowbrook Drive,Houston,Texas,TX,77070,https://www.apple.com/retail/willowbrookmall,United States,"2000 Willowbrook Drive, Houston, Texas 77070"
R144,NorthPark Center,(214) 765-0820,northparkcenter,US,8687 North Central Expressway,Dallas,Texas,TX,75225,https://www.apple.com/retail/northparkcenter,United States,"8687 North Central Expressway, Dallas, Texas 75225"
R164,Memorial City,(713) 986-2476,memorialcity,US,303 Memorial City,Houston,Texas,TX,77024,https://www.apple.com/retail/memorialcity,United States,"303 Memorial City, Houston, Texas 77024"
R437,Highland Village,(832) 325-3500,highlandvillage,US,4012 Westheimer Road,Houston,Texas,TX,77027,https://www.apple.com/retail/highlandvillage,United States,"4012 Westheimer Road, Houston, Texas 77027"
R131,La Cantera,(210) 276-2302,lacantera,US,15900 La Cantera Parkway,San Antonio,Texas,TX,78256,https://www.apple.com/retail/lacantera,United States,"15900 La Cantera Parkway, San Antonio, Texas 78256"
R746,Galleria Dallas,(972) 942-7210,galleriadallas,US,13350 Dallas Parkway,Dallas,Texas,TX,75240,https://www.apple.com/retail/galleriadallas,United States,"13350 Dallas Parkway, Dallas, Texas 75240"
R205,First Colony Mall,(281) 269-3410,firstcolonymall,US,16535 Southwest Freeway,Sugar Land,Texas,TX,77479,https://www.apple.com/retail/firstcolonymall,United States,"16535 Southwest Freeway, Sugar Land, Texas 77479"
R126,The Woodlands,(281) 203-6870,thewoodlands,US,1201 Lake Woodlands Drive,The Woodlands,Texas,TX,77380,https://www.apple.com/retail/thewoodlands,United States,"1201 Lake Woodlands Drive, The Woodlands, Texas 77380"
R290,North Star,(210) 321-4420,northstar,US,7400 San Pedro Avenue,San Antonio,Texas,TX,78216,https://www.apple.com/retail/northstar,United States,"7400 San Pedro Avenue, San Antonio, Texas 78216"
R133,Downtown Nashville,(615) 9861140,downtownnashville,US,500 Broadway,Nashville,Tennessee,TN,37203,https://www.apple.com/retail/downtownnashville,United States,"500 Broadway, Nashville, Tennessee 37203"
R513,CoolSprings Galleria,(615) 435-0620,coolspringsgalleria,US,1800 Galleria Boulevard,Franklin,Tennessee,TN,37067,https://www.apple.com/retail/coolspringsgalleria,United States,"1800 Galleria Boulevard, Franklin, Tennessee 37067"
R020,Saddle Creek,(901) 751-6980,saddlecreek,US,2031 West Street,Germantown,Tennessee,TN,38138,https://www.apple.com/retail/saddlecreek,United States,"2031 West Street, Germantown, Tennessee 38138"
R123,Green Hills,(615) 514-2430,greenhills,US,2126 Abbott Martin Road,Nashville,Tennessee,TN,37215,https://www.apple.com/retail/greenhills,United States,"2126 Abbott Martin Road, Nashville, Tennessee 37215"
R203,West Town Mall,(865) 824-2507,westtownmall,US,7600 Kingston Pike,Knoxville,Tennessee,TN,37919,https://www.apple.com/retail/westtownmall,United States,"7600 Kingston Pike, Knoxville, Tennessee 37919"
R183,Ridgedale,(952) 486-4861,ridgedale,US,12531 Wayzata Boulevard,Minnetonka,Minnesota,MN,55305,https://www.apple.com/retail/ridgedale,United States,"12531 Wayzata Boulevard, Minnetonka, Minnesota 55305"
R007,Mall of America,(952) 229-5630,mallofamerica,US,114 West Market,Bloomington,Minnesota,MN,55425,https://www.apple.com/retail/mallofamerica,United States,"114 West Market, Bloomington, Minnesota 55425"
R022,Rosedale Center,(763) 656-5010,rosedalecenter,US,1595 Highway 36 W,Roseville,Minnesota,MN,55113,https://www.apple.com/retail/rosedalecenter,United States,"1595 Highway 36 W, Roseville, Minnesota 55113"
R054,Southdale,(952) 656-0140,southdale,US,1560 Southdale Center,Edina,Minnesota,MN,55435,https://www.apple.com/retail/southdale,United States,"1560 Southdale Center, Edina, Minnesota 55435"
R599,Station Park,(801) 218-9501,stationpark,US,148 N. East Promontory,Farmington,Utah,UT,84025,https://www.apple.com/retail/stationpark,United States,"148 N. East Promontory, Farmington, Utah 84025"
R125,City Creek Center,(801) 456-9400,citycreekcenter,US,50 South Main Street,Salt Lake City,Utah,UT,84101,https://www.apple.com/retail/citycreekcenter,United States,"50 South Main Street, Salt Lake City, Utah 84101"
R461,Fashion Place,(801) 905-4410,fashionplace,US,6191 S State Street,Murray,Utah,UT,84107,https://www.apple.com/retail/fashionplace,United States,"6191 S State Street, Murray, Utah 84107"
R184,Perimeter,(678) 459-9800,perimeter,US,4400 Ashford Dunwoody Road,Atlanta,Georgia,GA,30346,https://www.apple.com/retail/perimeter,United States,"4400 Ashford Dunwoody Road, Atlanta, Georgia 30346"
R006,Lenox Square,(404) 926-3085,lenoxsquare,US,3393 Peachtree Road NE,Atlanta,Georgia,GA,30326,https://www.apple.com/retail/lenoxsquare,United States,"3393 Peachtree Road NE, Atlanta, Georgia 30326"
R080,Avalon,(770) 510-1670,avalon,US,8130 Avalon Boulevard,Alpharetta,Georgia,GA,30009,https://www.apple.com/retail/avalon,United States,"8130 Avalon Boulevard, Alpharetta, Georgia 30009"
R364,Augusta,(706) 731-1800,augusta,US,3450 Wrightsboro Road,Augusta,Georgia,GA,30909,https://www.apple.com/retail/augusta,United States,"3450 Wrightsboro Road, Augusta, Georgia 30909"
R259,Mall of Georgia,(678) 288-3400,mallofgeorgia,US,3333 Buford Drive,Buford,Georgia,GA,30519,https://www.apple.com/retail/mallofgeorgia,United States,"3333 Buford Drive, Buford, Georgia 30519"
R591,Cumberland Mall,(678) 402-0725,cumberlandmall,US,2860 Cumberland Mall,Atlanta,Georgia,GA,30339,https://www.apple.com/retail/cumberlandmall,United States,"2860 Cumberland Mall, Atlanta, Georgia 30339"
R062,West County,(314) 288-1830,westcounty,US,131 West County Center,St. Louis,Missouri,MO,63131,https://www.apple.com/retail/westcounty,United States,"131 West County Center, St. Louis, Missouri 63131"
R114,Saint Louis Galleria,(314) 290-0400,saintlouisgalleria,US,2440 Saint Louis Galleria,Saint Louis,Missouri,MO,63117,https://www.apple.com/retail/saintlouisgalleria,United States,"2440 Saint Louis Galleria, Saint Louis, Missouri 63117"
R097,Country Club Plaza,(816) 448-9200,countryclubplaza,US,227 Nichols Road,Kansas City,Missouri,MO,64112,https://www.apple.com/retail/countryclubplaza,United States,"227 Nichols Road, Kansas City, Missouri 64112"
R059,Mayfair,(414) 290-9780,mayfair,US,2500 N. Mayfair Road,Wauwatosa,Wisconsin,WI,53226,https://www.apple.com/retail/mayfair,United States,"2500 N. Mayfair Road, Wauwatosa, Wisconsin 53226"
R257,Bayshore,(414) 977-3410,bayshore,US,5715 N Centerpark Way,Glendale,Wisconsin,WI,53217,https://www.apple.com/retail/bayshore,United States,"5715 N Centerpark Way, Glendale, Wisconsin 53217"
R229,Hilldale,(608) 827-9840,hilldale,US,444 North Midvale Boulevard,Madison,Wisconsin,WI,53705,https://www.apple.com/retail/hilldale,United States,"444 North Midvale Boulevard, Madison, Wisconsin 53705"
R233,Woodland Hills,(918) 249-7800,woodlandhills,US,7021 S. Memorial Drive,Tulsa,Oklahoma,OK,74133,https://www.apple.com/retail/woodlandhills,United States,"7021 S. Memorial Drive, Tulsa, Oklahoma 74133"
R130,Penn Square,(405) 767-6600,pennsquare,US,1901 NW Expressway Street,Oklahoma City,Oklahoma,OK,73118,https://www.apple.com/retail/pennsquare,United States,"1901 NW Expressway Street, Oklahoma City, Oklahoma 73118"
R147,South Hills Village,(412) 308-1970,southhillsvillage,US,301 South Hills Village,Pittsburgh,Pennsylvania,PA,15241,https://www.apple.com/retail/southhillsvillage,United States,"301 South Hills Village, Pittsburgh, Pennsylvania 15241"
R304,Park City,(717) 295-8800,parkcity,US,541 Park City Center,Lancaster,Pennsylvania,PA,17601,https://www.apple.com/retail/parkcity,United States,"541 Park City Center, Lancaster, Pennsylvania 17601"
R234,Willow Grove Park,(215) 346-8160,willowgrovepark,US,2500 West Moreland Road,Willow Grove,Pennsylvania,PA,19090,https://www.apple.com/retail/willowgrovepark,United States,"2500 West Moreland Road, Willow Grove, Pennsylvania 19090"
R281,Lehigh Valley,(610) 266-4860,lehighvalley,US,250 Lehigh Valley Mall,Whitehall,Pennsylvania,PA,18052,https://www.apple.com/retail/lehighvalley,United States,"250 Lehigh Valley Mall, Whitehall, Pennsylvania 18052"
R413,Ross Park,(412) 318-0656,rosspark,US,1000 Ross Park Mall Drive,Pittsburgh,Pennsylvania,PA,15237,https://www.apple.com/retail/rosspark,United States,"1000 Ross Park Mall Drive, Pittsburgh, Pennsylvania 15237"
R162,Walnut Street,(215) 861-6400,walnutstreet,US,1607 Walnut Street,Philadelphia,Pennsylvania,PA,19103,https://www.apple.com/retail/walnutstreet,United States,"1607 Walnut Street, Philadelphia, Pennsylvania 19103"
R096,Shadyside,(412) 316-2460,shadyside,US,5508 Walnut Street,Pittsburgh,Pennsylvania,PA,15232,https://www.apple.com/retail/shadyside,United States,"5508 Walnut Street, Pittsburgh, Pennsylvania 15232"
R065,King of Prussia,(484) 636-5090,kingofprussia,US,160 N. Gulph Road,King of Prussia,Pennsylvania,PA,19406,https://www.apple.com/retail/kingofprussia,United States,"160 N. Gulph Road, King of Prussia, Pennsylvania 19406"
R166,Suburban Square,(610) 726-9400,suburbansquare,US,61 St. James Place,Ardmore,Pennsylvania,PA,19003,https://www.apple.com/retail/suburbansquare,United States,"61 St. James Place, Ardmore, Pennsylvania 19003"
R190,Village Pointe,(402) 970-4477,villagepointe,US,17170 Davenport Street,Omaha,Nebraska,NE,68118,https://www.apple.com/retail/villagepointe,United States,"17170 Davenport Street, Omaha, Nebraska 68118"
R293,Friendly Center,(336) 291-0486,friendlycenter,US,3320 West Friendly Avenue,Greensboro,North Carolina,NC,27410,https://www.apple.com/retail/friendlycenter,United States,"3320 West Friendly Avenue, Greensboro, North Carolina 27410"
R083,SouthPark,(704) 972-3280,southpark,US,4400 Sharon Road,Charlotte,North Carolina,NC,28211,https://www.apple.com/retail/southpark,United States,"4400 Sharon Road, Charlotte, North Carolina 28211"
R116,Crabtree Valley Mall,(919) 334-3400,crabtreevalleymall,US,4325 Glenwood Avenue,Raleigh,North Carolina,NC,27612,https://www.apple.com/retail/crabtreevalleymall,United States,"4325 Glenwood Avenue, Raleigh, North Carolina 27612"
R049,Southpoint,(919) 474-6940,southpoint,US,8030 Renaissance Parkway,Durham,North Carolina,NC,27713,https://www.apple.com/retail/southpoint,United States,"8030 Renaissance Parkway, Durham, North Carolina 27713"
R796,Birkdale Village,(704) 972-0980,birkdalevillage,US,8805 Townley Rd,Huntersville,North Carolina,NC,28078,https://www.apple.com/retail/birkdalevillage,United States,"8805 Townley Rd, Huntersville, North Carolina 28078"
R598,Potomac Town Center,(703) 986-2030,potomactowncenter,US,15100 Potomac Town Place,Woodbridge,Virginia,VA,22191,https://www.apple.com/retail/potomactowncenter,United States,"15100 Potomac Town Place, Woodbridge, Virginia 22191"
R036,Clarendon,(703) 236-7970,clarendon,US,2700 Clarendon Boulevard,Arlington,Virginia,VA,22201,https://www.apple.com/retail/clarendon,United States,"2700 Clarendon Boulevard, Arlington, Virginia 22201"
R010,Tysons Corner,(703) 336-8450,tysonscorner,US,7926 Tysons Corner Center,McLean,Virginia,VA,22102,https://www.apple.com/retail/tysonscorner,United States,"7926 Tysons Corner Center, McLean, Virginia 22102"
R271,Reston,(571) 449-4800,reston,US,11937 Market Street,Reston,Virginia,VA,20190,https://www.apple.com/retail/reston,United States,"11937 Market Street, Reston, Virginia 20190"
R129,Pentagon City,(703) 236-1550,pentagoncity,US,1100 South Hayes Street,Arlington,Virginia,VA,22202,https://www.apple.com/retail/pentagoncity,United States,"1100 South Hayes Street, Arlington, Virginia 22202"
R614,Lynnhaven Mall,(757) 306-2480,lynnhavenmall,US,701 Lynnhaven Parkway,Virginia Beach,Virginia,VA,23452,https://www.apple.com/retail/lynnhavenmall,United States,"701 Lynnhaven Parkway, Virginia Beach, Virginia 23452"
R221,Fair Oaks,(703) 251-7400,fairoaks,US,11750 Fair Oaks,Fairfax,Virginia,VA,22033,https://www.apple.com/retail/fairoaks,United States,"11750 Fair Oaks, Fairfax, Virginia 22033"
R078,Short Pump Town Center,(804) 420-3000,shortpumptowncenter,US,11800 W. Broad Street,Richmond,Virginia,VA,23233,https://www.apple.com/retail/shortpumptowncenter,United States,"11800 W. Broad Street, Richmond, Virginia 23233"
R110,South Shore,(781) 817-1270,southshore,US,250 Granite Street,Braintree,Massachusetts,MA,02184,https://www.apple.com/retail/southshore,United States,"250 Granite Street, Braintree, Massachusetts 02184"
R155,Burlington,(781) 653-0970,burlington,US,75 Middlesex Turnpike,Burlington,Massachusetts,MA,01803,https://www.apple.com/retail/burlington,United States,"75 Middlesex Turnpike, Burlington, Massachusetts 01803"
R076,Chestnut Hill,(617) 454-9940,chestnuthill,US,199 Boylston Street,Chestnut Hill,Massachusetts,MA,02467,https://www.apple.com/retail/chestnuthill,United States,"199 Boylston Street, Chestnut Hill, Massachusetts 02467"
R232,Natick,(508) 903-2800,natick,US,1245 Worcester Street,Natick,Massachusetts,MA,01760,https://www.apple.com/retail/natick,United States,"1245 Worcester Street, Natick, Massachusetts 01760"
R021,CambridgeSide,(617) 528-7970,cambridgeside,US,100 CambridgeSide Place,Cambridge,Massachusetts,MA,02141,https://www.apple.com/retail/cambridgeside,United States,"100 CambridgeSide Place, Cambridge, Massachusetts 02141"
R137,Derby Street,(781) 556-0400,derbystreet,US,94 Derby Street,Hingham,Massachusetts,MA,02043,https://www.apple.com/retail/derbystreet,United States,"94 Derby Street, Hingham, Massachusetts 02043"
R346,Legacy Place,(781) 471-3800,legacyplace,US,508 Legacy Place ,Dedham,Massachusetts,MA,02026,https://www.apple.com/retail/legacyplace,United States,"508 Legacy Place , Dedham, Massachusetts 02026"
R149,Boylston Street,(617) 385-9400,boylstonstreet,US,815 Boylston Street,Boston,Massachusetts,MA,02116,https://www.apple.com/retail/boylstonstreet,United States,"815 Boylston Street, Boston, Massachusetts 02116"
R191,Holyoke,(413) 493-3878,holyoke,US,50 Holyoke Street,Holyoke,Massachusetts,MA,01040,https://www.apple.com/retail/holyoke,United States,"50 Holyoke Street, Holyoke, Massachusetts 01040"
R011,MarketStreet,(978) 326-0970,marketstreet,US,1220 Market Street,Lynnfield,Massachusetts,MA,01940,https://www.apple.com/retail/marketstreet,United States,"1220 Market Street, Lynnfield, Massachusetts 01940"
R622,Solomon Pond Mall,(978) 838-5000,solomonpondmall,US,601 Donald Lynch Boulevard,Marlborough,Massachusetts,MA,01752,https://www.apple.com/retail/solomonpondmall,United States,"601 Donald Lynch Boulevard, Marlborough, Massachusetts 01752"
R225,The Summit,(205) 909-2570,thesummit,US,211 Summit Boulevard,Birmingham,Alabama,AL,35243,https://www.apple.com/retail/thesummit,United States,"211 Summit Boulevard, Birmingham, Alabama 35243"
R266,Bridge Street,(256) 327-8800,bridgestreet,US,320 The Bridge Street,Huntsville,Alabama,AL,35806,https://www.apple.com/retail/bridgestreet,United States,"320 The Bridge Street, Huntsville, Alabama 35806"
R324,Renaissance at Colony Park,(601) 607-4521,renaissanceatcolonypark,US,1000 Highland Colony Parkway,Ridgeland,Mississippi,MS,39157,https://www.apple.com/retail/renaissanceatcolonypark,United States,"1000 Highland Colony Parkway, Ridgeland, Mississippi 39157"
R107,Syracuse,(315) 233-5920,syracuse,US,1 Destiny USA Drive,Syracuse,New York,NY,13204,https://www.apple.com/retail/syracuse,United States,"1 Destiny USA Drive, Syracuse, New York 13204"
R251,Upper West Side,(212) 209-3400,upperwestside,US,1981 Broadway,New York,New York,NY,10023,https://www.apple.com/retail/upperwestside,United States,"1981 Broadway, New York, New York 10023"
R582,Upper East Side,(646) 343-2700,uppereastside,US,940 Madison Avenue,New York,New York,NY,10021,https://www.apple.com/retail/uppereastside,United States,"940 Madison Avenue, New York, New York 10021"
R016,Walden Galleria,(716) 706-2000,waldengalleria,US,G116 Walden Galleria,Buffalo,New York,NY,14225,https://www.apple.com/retail/waldengalleria,United States,"G116 Walden Galleria, Buffalo, New York 14225"
R152,Staten Island,(718) 568-2230,statenisland,US,2655 Richmond Avenue,Staten Island,New York,NY,10314,https://www.apple.com/retail/statenisland,United States,"2655 Richmond Avenue, Staten Island, New York 10314"
R032,SoHo,(212) 226-3126,soho,US,103 Prince Street,New York,New York,NY,10012,https://www.apple.com/retail/soho,United States,"103 Prince Street, New York, New York 10012"
R594,Williamsburg,(929) 397-2740,williamsburg,US,247 Bedford Avenue,Brooklyn,New York,NY,11211,https://www.apple.com/retail/williamsburg,United States,"247 Bedford Avenue, Brooklyn, New York 11211"
R095,Fifth Avenue,(212) 336-1440,fifthavenue,US,767 Fifth Avenue,New York,New York,NY,10153,https://www.apple.com/retail/fifthavenue,United States,"767 Fifth Avenue, New York, New York 10153"
R261,Ridge Hill,(914) 620-0965,ridgehill,US,143 Market Street,Yonkers,New York,NY,10710,https://www.apple.com/retail/ridgehill,United States,"143 Market Street, Yonkers, New York 10710"
R327,Manhasset,(516) 734-2420,manhasset,US,1900 Northern Boulevard,Manhasset,New York,NY,11030,https://www.apple.com/retail/manhasset,United States,"1900 Northern Boulevard, Manhasset, New York 11030"
R654,World Trade Center,(646) 802-3800,worldtradecenter,US,185 Greenwich Street,New York,New York,NY,10007,https://www.apple.com/retail/worldtradecenter,United States,"185 Greenwich Street, New York, New York 10007"
R612,Queens Center,(718) 489-1540,queenscenter,US,90-15 Queens Boulevard,Elmhurst,New York,NY,11373,https://www.apple.com/retail/queenscenter,United States,"90-15 Queens Boulevard, Elmhurst, New York 11373"
R753,The Mall at Bay Plaza,(718) 530-7760,themallatbayplaza,US,200 Baychester Avenue,Bronx,New York,NY,10475,https://www.apple.com/retail/themallatbayplaza,United States,"200 Baychester Avenue, Bronx, New York 10475"
R250,West 14th Street,(212) 444-3400,west14thstreet,US,401 W 14th Street,New York,New York,NY,10014,https://www.apple.com/retail/west14thstreet,United States,"401 W 14th Street, New York, New York 10014"
R140,Eastview,(585) 421-6070,eastview,US,7979 Pittsford-Victor Road,Victor,New York,NY,14564,https://www.apple.com/retail/eastview,United States,"7979 Pittsford-Victor Road, Victor, New York 14564"
R017,Crossgates,(518) 389-0140,crossgates,US,1 Crossgates Mall Road,Albany,New York,NY,12203,https://www.apple.com/retail/crossgates,United States,"1 Crossgates Mall Road, Albany, New York 12203"
R715,Downtown Brooklyn,(718) 637-6200,downtownbrooklyn,US,123 Flatbush Avenue,Brooklyn,New York,NY,11217-1483,https://www.apple.com/retail/downtownbrooklyn,United States,"123 Flatbush Avenue, Brooklyn, New York 11217-1483"
R139,Smith Haven,(631) 982-2500,smithhaven,US,516 Smith Haven Mall,Lake Grove,New York,NY,11755,https://www.apple.com/retail/smithhaven,United States,"516 Smith Haven Mall, Lake Grove, New York 11755"
R046,Nanuet,(845) 215-6980,nanuet,US,8115 Fashion Drive ,Nanuet,New York,NY,10954,https://www.apple.com/retail/nanuet,United States,"8115 Fashion Drive , Nanuet, New York 10954"
R415,Grand Central,(212) 284-1800,grandcentral,US,45 Grand Central Terminal,New York,New York,NY,10017,https://www.apple.com/retail/grandcentral,United States,"45 Grand Central Terminal, New York, New York 10017"
R061,The Westchester,(914) 539-4530,thewestchester,US,125 Westchester Avenue,White Plains,New York,NY,10601,https://www.apple.com/retail/thewestchester,United States,"125 Westchester Avenue, White Plains, New York 10601"
R060,Roosevelt Field,(516) 739-8540,rooseveltfield,US,630 Old Country Road,Garden City,New York,NY,11530,https://www.apple.com/retail/rooseveltfield,United States,"630 Old Country Road, Garden City, New York 11530"
R068,Walt Whitman,(631) 760-0160,waltwhitman,US,160 Walt Whitman Road,Huntington Station,New York,NY,11746,https://www.apple.com/retail/waltwhitman,United States,"160 Walt Whitman Road, Huntington Station, New York 11746"
R354,Pheasant Lane,(603) 521-3400,pheasantlane,US,310 Daniel Webster Highway,Nashua,New Hampshire,NH,03060,https://www.apple.com/retail/pheasantlane,United States,"310 Daniel Webster Highway, Nashua, New Hampshire 03060"
R027,Rockingham Park,(603) 328-3140,rockinghampark,US,99 Rockingham Park Boulevard,Salem,New Hampshire,NH,03079,https://www.apple.com/retail/rockinghampark,United States,"99 Rockingham Park Boulevard, Salem, New Hampshire 03079"
R631,The Mall of New Hampshire,(603) 391-0180,themallofnewhampshire,US,1500 S Willow Street,Manchester,New Hampshire,NH,03103,https://www.apple.com/retail/themallofnewhampshire,United States,"1500 S Willow Street, Manchester, New Hampshire 03103"
R288,Fritz Farm,(859) 971-5400,fritzfarm,US,4078 Finn Way,Lexington,Kentucky,KY,40517,https://www.apple.com/retail/fritzfarm,United States,"4078 Finn Way, Lexington, Kentucky 40517"
R264,Oxmoor,(502) 326-2840,oxmoor,US,7900 Shelbyville Road,Louisville,Kentucky,KY,40222,https://www.apple.com/retail/oxmoor,United States,"7900 Shelbyville Road, Louisville, Kentucky 40222"
R112,Bethesda Row,(301) 634-0880,bethesdarow,US,4860 Bethesda Avenue,Bethesda,Maryland,MD,20814,https://www.apple.com/retail/bethesdarow,United States,"4860 Bethesda Avenue, Bethesda, Maryland 20814"
R063,Towson Town Center,(410) 427-0360,towsontowncenter,US,825 Dulaney Valley Road,Towson,Maryland,MD,21204,https://www.apple.com/retail/towsontowncenter,United States,"825 Dulaney Valley Road, Towson, Maryland 21204"
R142,Annapolis,(410) 972-3290,annapolis,US,1735 Annapolis Mall,Annapolis,Maryland,MD,21401,https://www.apple.com/retail/annapolis,United States,"1735 Annapolis Mall, Annapolis, Maryland 21401"
R168,Columbia,(410) 423-1801,columbia,US,10300 Little Patuxent Parkway,Columbia,Maryland,MD,21044,https://www.apple.com/retail/columbia,United States,"10300 Little Patuxent Parkway, Columbia, Maryland 21044"
R084,Montgomery Mall,(301) 634-9930,montgomerymall,US,7101 Democracy Boulevard,Bethesda,Maryland,MD,20817,https://www.apple.com/retail/montgomerymall,United States,"7101 Democracy Boulevard, Bethesda, Maryland 20817"
R109,Jordan Creek,(515) 440-9900,jordancreek,US,101 Jordan Creek Parkway,West Des Moines,Iowa,IA,50266,https://www.apple.com/retail/jordancreek,United States,"101 Jordan Creek Parkway, West Des Moines, Iowa 50266"
R235,Lakeside Shopping Center,(504) 830-1400,lakesideshoppingcenter,US,3301 Veterans Memorial Blvd,Metairie,Louisiana,LA,70002,https://www.apple.com/retail/lakesideshoppingcenter,United States,"3301 Veterans Memorial Blvd, Metairie, Louisiana 70002"
R263,Mall of Louisiana,(225) 765-3500,malloflouisiana,US,6401 Bluebonnet Boulevard,Baton Rouge,Louisiana,LA,70836,https://www.apple.com/retail/malloflouisiana,United States,"6401 Bluebonnet Boulevard, Baton Rouge, Louisiana 70836"
R167,Providence Place,(401) 533-9400,providenceplace,US,20 Providence Place,Providence,Rhode Island,RI,02903,https://www.apple.com/retail/providenceplace,United States,"20 Providence Place, Providence, Rhode Island 02903"
R182,FlatIron Crossing,(720) 479-0465,flatironcrossing,US,One West Flatiron Crossing Dr,Broomfield,Colorado,CO,80021,https://www.apple.com/retail/flatironcrossing,United States,"One West Flatiron Crossing Dr, Broomfield, Colorado 80021"
R228,Park Meadows,(303) 256-1501,parkmeadows,US,8405 Park Meadows Center Drv,Lone Tree,Colorado,CO,80124,https://www.apple.com/retail/parkmeadows,United States,"8405 Park Meadows Center Drv, Lone Tree, Colorado 80124"
R047,Cherry Creek,(303) 583-7310,cherrycreek,US,3000 E 1st Avenue,Denver,Colorado,CO,80206,https://www.apple.com/retail/cherrycreek,United States,"3000 E 1st Avenue, Denver, Colorado 80206"
R338,The Promenade Shops at Briargate,(719) 522-4460,thepromenadeshopsatbriargate,US,1685 Briargate Parkway,Colorado Springs,Colorado,CO,80920,https://www.apple.com/retail/thepromenadeshopsatbriargate,United States,"1685 Briargate Parkway, Colorado Springs, Colorado 80920"
R030,Aspen Grove,(303) 256-2580,aspengrove,US,7301 S Santa Fe Drive,Littleton,Colorado,CO,80120,https://www.apple.com/retail/aspengrove,United States,"7301 S Santa Fe Drive, Littleton, Colorado 80120"
R172,Twenty Ninth Street,(720) 479-9451,twentyninthstreet,US,1755 29th Street,Boulder,Colorado,CO,80301,https://www.apple.com/retail/twentyninthstreet,United States,"1755 29th Street, Boulder, Colorado 80301"
R218,Partridge Creek,(586) 840-0500,partridgecreek,US,17360 Hall Road,Clinton Township,Michigan,MI,48038,https://www.apple.com/retail/partridgecreek,United States,"17360 Hall Road, Clinton Township, Michigan 48038"
R055,Somerset,(248) 822-0081,somerset,US,2800 W Big Beaver Road,Troy,Michigan,MI,48084,https://www.apple.com/retail/somerset,United States,"2800 W Big Beaver Road, Troy, Michigan 48084"
R132,Woodland,(616) 956-1420,woodland,US,3195 28th St. SE,Grand Rapids,Michigan,MI,49512,https://www.apple.com/retail/woodland,United States,"3195 28th St. SE, Grand Rapids, Michigan 49512"
R616,Eastwood Towne Center,(517) 374-4920,eastwoodtownecenter,US,3025 Preyde Boulevard,Lansing,Michigan,MI,48912,https://www.apple.com/retail/eastwoodtownecenter,United States,"3025 Preyde Boulevard, Lansing, Michigan 48912"
R041,Twelve Oaks,(248) 675-0320,twelveoaks,US,27500 Novi Road,Novi,Michigan,MI,48377,https://www.apple.com/retail/twelveoaks,United States,"27500 Novi Road, Novi, Michigan 48377"
