,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,quarter,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,arrest_type_description,geometry
3957,190123358,2019-09-18,0854,1,Central,176,31,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0424, -118.2493",2019,3,18,9,September,Wednesday,08,54,False,34.0424,-118.2493,White,Misdemeanor,POINT (-118.2493 34.0424)
4023,190123359,2019-09-18,0905,1,Central,176,35,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0419, -118.2485",2019,3,18,9,September,Wednesday,09,05,False,34.0419,-118.2485,Black,Misdemeanor,POINT (-118.2485 34.0419)
4094,191421224,2019-09-17,0758,14,Pacific,1452,41,F,B,nan,,I,41.18DLAMC,,HAMPTON,"33.9729, -118.4595",2019,3,17,9,September,Tuesday,07,58,False,33.9729,-118.4595,Black,Infraction,POINT (-118.4595 33.9729)
4118,190218923,2019-09-17,1230,2,Rampart,265,54,M,B,nan,,I,41.18D1LAMC,,10TH,"34.0547, -118.2772",2019,3,17,9,September,Tuesday,12,30,False,34.0547,-118.2772,Black,Infraction,POINT (-118.2772 34.0547)
4222,190123364,2019-09-17,1930,1,Central,138,41,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH                          ST,"34.0468, -118.2415",2019,3,17,9,September,Tuesday,19,30,False,34.0468,-118.2415,Hispanic,Misdemeanor,POINT (-118.2415 34.0468)
4574,190218924,2019-09-16,2350,2,Rampart,275,26,M,H,nan,,I,41.18D1LAMC,,JAMES M WOOD,"34.0534, -118.2788",2019,3,16,9,September,Monday,23,50,True,34.0534,-118.2788,Hispanic,Infraction,POINT (-118.2788 34.0534)
4612,191420615,2019-09-15,0800,14,Pacific,1412,35,F,W,nan,,I,41.18(A)LAM,,SPEEDWAY,"33.9913, -118.4767",2019,3,15,9,September,Sunday,08,00,False,33.9913,-118.4767,White,Infraction,POINT (-118.4767 33.9913)
5308,191420596,2019-09-13,0925,14,Pacific,1431,32,M,W,nan,,I,41.18(D)LAM,,MILDRED,"33.9867, -118.4708",2019,3,13,9,September,Friday,09,25,False,33.9867,-118.4708,White,Infraction,POINT (-118.4708 33.9867)
5557,190123094,2019-09-12,1720,1,Central,153,48,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0449, -118.2528",2019,3,12,9,September,Thursday,17,20,False,34.0449,-118.2528,Black,Misdemeanor,POINT (-118.2528 34.0449)
5722,191420575,2019-09-11,0930,14,Pacific,1412,27,M,O,nan,,I,41.18(D)LAM,,100    OCEAN FRONT                  WK,"33.9933, -118.4765",2019,3,11,9,September,Wednesday,09,30,False,33.9933,-118.4765,Other,Infraction,POINT (-118.4765 33.9933)
5744,190619034,2019-09-11,1500,6,Hollywood,625,60,M,W,nan,,I,41.18(D)LAM,,FRANKLIN                     AV,"34.1052, -118.3375",2019,3,11,9,September,Wednesday,15,00,False,34.1052,-118.3375,White,Infraction,POINT (-118.3375 34.1052)
5938,190815540,2019-09-11,1750,8,West LA,899,48,M,B,nan,,I,41.18ALAMC,,BEVERLYWOOD,"34.036, -118.3791",2019,3,11,9,September,Wednesday,17,50,False,34.036,-118.3791,Black,Infraction,POINT (-118.3791 34.036)
6015,190122928,2019-09-11,1645,1,Central,182,36,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.042, -118.2625",2019,3,11,9,September,Wednesday,16,45,False,34.042,-118.2625,Black,Misdemeanor,POINT (-118.2625 34.042)
6088,191420569,2019-09-10,0900,14,Pacific,1431,28,F,W,nan,,I,41.18(A)LAM,,ALBERTA                      AV,"33.988, -118.4703",2019,3,10,9,September,Tuesday,09,00,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
6229,191420568,2019-09-10,0900,14,Pacific,1431,46,M,B,nan,,I,41.18(A)LAM,,ALBERTA                      AV,"33.988, -118.4703",2019,3,10,9,September,Tuesday,09,00,False,33.988,-118.4703,Black,Infraction,POINT (-118.4703 33.988)
6242,191420566,2019-09-10,0900,14,Pacific,1431,32,M,W,nan,,I,41.18(A)LAM,,GRAND CANAL,"33.988, -118.4703",2019,3,10,9,September,Tuesday,09,00,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
6403,190414392,2019-09-09,1015,4,Hollenbeck,426,53,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,4900    HUNTINGTON DR,"34.0868, -118.177",2019,3,9,9,September,Monday,10,15,False,34.0868,-118.177,Hispanic,Misdemeanor,POINT (-118.177 34.0868)
6696,190916558,2019-09-08,1710,9,Van Nuys,964,53,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SUNNYSLOPE                   AV,"34.1603, -118.4399",2019,3,8,9,September,Sunday,17,10,False,34.1603,-118.4399,White,Misdemeanor,POINT (-118.4399 34.1603)
6907,190218310,2019-09-07,1415,2,Rampart,289,27,F,W,nan,,I,41.18(D)LAM,,12TH,"34.0449, -118.2731",2019,3,7,9,September,Saturday,14,15,False,34.0449,-118.2731,White,Infraction,POINT (-118.2731 34.0449)
6914,190218311,2019-09-07,1425,2,Rampart,289,40,F,H,nan,,I,41.18(B)LAM,,12TH,"34.0449, -118.2731",2019,3,7,9,September,Saturday,14,25,False,34.0449,-118.2731,Hispanic,Infraction,POINT (-118.2731 34.0449)
6947,191420533,2019-09-07,1530,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,HAMPTON,"33.995, -118.4754",2019,3,7,9,September,Saturday,15,30,False,33.995,-118.4754,Black,Infraction,POINT (-118.4754 33.995)
6951,191420301,2019-09-07,1530,14,Pacific,1412,41,M,H,nan,,I,41.18(A)LAM,,HAMPTON                      BL,"33.995, -118.4754",2019,3,7,9,September,Saturday,15,30,False,33.995,-118.4754,Hispanic,Infraction,POINT (-118.4754 33.995)
6980,190218312,2019-09-07,1405,2,Rampart,289,34,M,H,nan,,I,41.18(B)LAM,,12TH,"34.0449, -118.2731",2019,3,7,9,September,Saturday,14,05,False,34.0449,-118.2731,Hispanic,Infraction,POINT (-118.2731 34.0449)
7011,190815459,2019-09-07,1750,8,West LA,883,54,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,COTNER,"34.0393, -118.4394",2019,3,7,9,September,Saturday,17,50,False,34.0393,-118.4394,White,Misdemeanor,POINT (-118.4394 34.0393)
7143,191420145,2019-09-06,1755,14,Pacific,1431,41,F,W,nan,,I,41.18(D)LAM,,ROSE,"33.988, -118.4703",2019,3,6,9,September,Friday,17,55,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
7155,190218315,2019-09-06,1805,2,Rampart,266,56,M,B,nan,,I,41.18(D)LAM,,700 S  UNION                        AV,"34.0531, -118.2738",2019,3,6,9,September,Friday,18,05,False,34.0531,-118.2738,Black,Infraction,POINT (-118.2738 34.0531)
7156,190218314,2019-09-06,1810,2,Rampart,266,42,M,H,nan,,I,41.18(D)LAM,,8TH,"34.0526, -118.2728",2019,3,6,9,September,Friday,18,10,False,34.0526,-118.2728,Hispanic,Infraction,POINT (-118.2728 34.0526)
7179,190218313,2019-09-06,1840,2,Rampart,266,68,M,W,nan,,I,41.18(D)LAM,,700 S  UNION                        AV,"34.0531, -118.2738",2019,3,6,9,September,Friday,18,40,False,34.0531,-118.2738,White,Infraction,POINT (-118.2738 34.0531)
7195,191420141,2019-09-06,1910,14,Pacific,1412,61,M,W,nan,,I,41.18(D)LAM,,3RD,"33.9933, -118.4765",2019,3,6,9,September,Friday,19,10,False,33.9933,-118.4765,White,Infraction,POINT (-118.4765 33.9933)
7299,191420154,2019-09-06,1545,14,Pacific,1412,28,F,B,nan,,I,41.18(D)LAM,,ROSE,"33.9949, -118.4801",2019,3,6,9,September,Friday,15,45,False,33.9949,-118.4801,Black,Infraction,POINT (-118.4801 33.9949)
7330,190218316,2019-09-06,1805,2,Rampart,266,30,M,H,nan,,I,41.18(D)LAM,,700 S  UNION                        AV,"34.0531, -118.2738",2019,3,6,9,September,Friday,18,05,False,34.0531,-118.2738,Hispanic,Infraction,POINT (-118.2738 34.0531)
7438,190618578,2019-09-05,1000,6,Hollywood,637,33,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1700    TAMARIND                     AV,"34.103, -118.3196",2019,3,5,9,September,Thursday,10,00,False,34.103,-118.3196,White,Misdemeanor,POINT (-118.3196 34.103)
7470,190618776,2019-09-05,1300,6,Hollywood,636,40,M,W,nan,,I,41.18(A)LAM,,HIGHLAND                     AV,"34.103, -118.3387",2019,3,5,9,September,Thursday,13,00,False,34.103,-118.3387,White,Infraction,POINT (-118.3387 34.103)
7642,191116167,2019-09-05,1315,11,Northeast,1172,55,M,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,SCOTT,"34.0818, -118.2609",2019,3,5,9,September,Thursday,13,15,False,34.0818,-118.2609,White,Misdemeanor,POINT (-118.2609 34.0818)
7679,190122474,2019-09-04,1850,1,Central,156,49,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,4,9,September,Wednesday,18,50,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
7703,190122466,2019-09-04,2145,1,Central,192,42,F,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,HILL,"34.0377, -118.2621",2019,3,4,9,September,Wednesday,21,45,False,34.0377,-118.2621,Other,Misdemeanor,POINT (-118.2621 34.0377)
8015,190122462,2019-09-03,2045,1,Central,163,41,M,O,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,9TH,"34.043, -118.2571",2019,3,3,9,September,Tuesday,20,45,False,34.043,-118.2571,Other,Misdemeanor,POINT (-118.2571 34.043)
8396,190122456,2019-09-02,0800,1,Central,166,36,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,2,9,September,Monday,08,00,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
8467,190122452,2019-09-02,1100,1,Central,171,44,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,HARBOR                       FY,"34.0457, -118.2665",2019,3,2,9,September,Monday,11,00,False,34.0457,-118.2665,Hispanic,Misdemeanor,POINT (-118.2665 34.0457)
8709,191516619,2019-09-01,1010,15,N Hollywood,1511,51,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,13300    RAYMER                       ST,"34.2063, -118.4225",2019,3,1,9,September,Sunday,10,10,False,34.2063,-118.4225,White,Misdemeanor,POINT (-118.4225 34.2063)
8980,191419588,2019-08-31,0735,14,Pacific,1412,45,M,O,nan,,I,41.18(A)LAM,,SPEEDWAY,"33.9933, -118.4765",2019,3,31,8,August,Saturday,07,35,False,33.9933,-118.4765,Other,Infraction,POINT (-118.4765 33.9933)
9230,190122040,2019-08-30,1900,1,Central,164,30,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,8TH,"34.0446, -118.2507",2019,3,30,8,August,Friday,19,00,False,34.0446,-118.2507,Hispanic,Misdemeanor,POINT (-118.2507 34.0446)
10311,191419225,2019-08-26,1335,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,3,26,8,August,Monday,13,35,False,33.9965,-118.477,Black,Infraction,POINT (-118.477 33.9965)
10339,191419227,2019-08-26,1400,14,Pacific,1413,28,F,W,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,3,26,8,August,Monday,14,00,False,33.9965,-118.477,White,Infraction,POINT (-118.477 33.9965)
10361,191419226,2019-08-26,1335,14,Pacific,1413,30,M,W,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,3,26,8,August,Monday,13,35,False,33.9965,-118.477,White,Infraction,POINT (-118.477 33.9965)
10409,190814812,2019-08-26,0915,8,West LA,881,64,M,W,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0326, -118.4493",2019,3,26,8,August,Monday,09,15,False,34.0326,-118.4493,White,Infraction,POINT (-118.4493 34.0326)
10591,191419216,2019-08-25,2025,14,Pacific,1441,40,M,B,nan,,M,41.18(D)LAM,,WASHINGTON                   WY,"33.9877, -118.4646",2019,3,25,8,August,Sunday,20,25,False,33.9877,-118.4646,Black,Misdemeanor,POINT (-118.4646 33.9877)
10644,191419214,2019-08-25,0730,14,Pacific,1412,56,M,B,nan,,I,41.18(D)LAM,,PARK                         AV,"33.9916, -118.477",2019,3,25,8,August,Sunday,07,30,False,33.9916,-118.477,Black,Infraction,POINT (-118.477 33.9916)
10687,190121669,2019-08-24,1510,1,Central,118,37,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,ALAMEDA,"34.0663, -118.2302",2019,3,24,8,August,Saturday,15,10,False,34.0663,-118.2302,Hispanic,Misdemeanor,POINT (-118.2302 34.0663)
10871,190121670,2019-08-24,1520,1,Central,111,65,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,ARCADIA,"34.0553, -118.2391",2019,3,24,8,August,Saturday,15,20,False,34.0553,-118.2391,Black,Misdemeanor,POINT (-118.2391 34.0553)
11191,190218048,2019-08-23,2000,2,Rampart,256,52,M,H,nan,,I,41.18(D)LAM,,6TH,"34.0585, -118.2725",2019,3,23,8,August,Friday,20,00,False,34.0585,-118.2725,Hispanic,Infraction,POINT (-118.2725 34.0585)
11643,190814581,2019-08-21,0930,8,West LA,881,45,M,W,nan,,I,41.18(A)LAM,,EXPOSITION,"34.0326, -118.4493",2019,3,21,8,August,Wednesday,09,30,False,34.0326,-118.4493,White,Infraction,POINT (-118.4493 34.0326)
11666,191715932,2019-08-21,1116,17,Devonshire,1761,47,F,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),JORDAN                       AV,"34.2355, -118.6039",2019,3,21,8,August,Wednesday,11,16,False,34.2355,-118.6039,White,Misdemeanor,POINT (-118.6039 34.2355)
11719,190814582,2019-08-21,0930,8,West LA,881,50,M,W,nan,,I,41.18(A)LAM,,EXPOSITION,"34.0326, -118.4493",2019,3,21,8,August,Wednesday,09,30,False,34.0326,-118.4493,White,Infraction,POINT (-118.4493 34.0326)
11720,190617782,2019-08-21,1630,6,Hollywood,636,28,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,YUCCA,"34.1032, -118.3374",2019,3,21,8,August,Wednesday,16,30,False,34.1032,-118.3374,White,Misdemeanor,POINT (-118.3374 34.1032)
11764,191418954,2019-08-21,1730,14,Pacific,1431,19,M,B,nan,,I,41.18(A)LAM,,00    WINDWARD                     AV,"33.9874, -118.4728",2019,3,21,8,August,Wednesday,17,30,False,33.9874,-118.4728,Black,Infraction,POINT (-118.4728 33.9874)
11794,190814578,2019-08-21,0945,8,West LA,881,50,M,H,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0326, -118.4493",2019,3,21,8,August,Wednesday,09,45,False,34.0326,-118.4493,Hispanic,Infraction,POINT (-118.4493 34.0326)
11833,190814579,2019-08-21,0955,8,West LA,881,42,F,W,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0323, -118.449",2019,3,21,8,August,Wednesday,09,55,False,34.0323,-118.449,White,Infraction,POINT (-118.449 34.0323)
11925,190217313,2019-08-20,1040,2,Rampart,245,50,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,3,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,Infraction,POINT (-118.2814 34.0605)
11934,190217312,2019-08-20,1200,2,Rampart,269,25,M,B,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0508, -118.2683",2019,3,20,8,August,Tuesday,12,00,False,34.0508,-118.2683,Black,Infraction,POINT (-118.2683 34.0508)
12009,190217315,2019-08-20,1045,2,Rampart,245,41,M,B,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,3,20,8,August,Tuesday,10,45,False,34.0605,-118.2814,Black,Infraction,POINT (-118.2814 34.0605)
12011,190217314,2019-08-20,1040,2,Rampart,245,19,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,3,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,Infraction,POINT (-118.2814 34.0605)
12035,190217316,2019-08-20,1040,2,Rampart,245,24,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,3,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,Infraction,POINT (-118.2814 34.0605)
12064,191317099,2019-08-20,1500,13,Newton,1303,44,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0341, -118.2507",2019,3,20,8,August,Tuesday,15,00,False,34.0341,-118.2507,Hispanic,Misdemeanor,POINT (-118.2507 34.0341)
12070,191317100,2019-08-20,1450,13,Newton,1303,33,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0341, -118.2507",2019,3,20,8,August,Tuesday,14,50,False,34.0341,-118.2507,White,Misdemeanor,POINT (-118.2507 34.0341)
12114,191613017,2019-08-20,1340,16,Foothill,1613,46,F,H,nan,,M,41.18(D)LAM,,VAN NUYS,"34.2737, -118.4117",2019,3,20,8,August,Tuesday,13,40,False,34.2737,-118.4117,Hispanic,Misdemeanor,POINT (-118.4117 34.2737)
12152,191418946,2019-08-19,0925,14,Pacific,1431,34,M,H,nan,,I,41.18(A)LAM,,N  VENICE                       BL,"33.9876, -118.466",2019,3,19,8,August,Monday,09,25,False,33.9876,-118.466,Hispanic,Infraction,POINT (-118.466 33.9876)
12278,191418944,2019-08-19,0925,14,Pacific,1431,37,F,H,nan,,I,41.18(A)LAM,,N  VENICE,"33.9876, -118.466",2019,3,19,8,August,Monday,09,25,False,33.9876,-118.466,Hispanic,Infraction,POINT (-118.466 33.9876)
12300,190814377,2019-08-19,0910,8,West LA,884,63,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,TENNESSEE,"34.0397, -118.4301",2019,3,19,8,August,Monday,09,10,False,34.0397,-118.4301,White,Misdemeanor,POINT (-118.4301 34.0397)
12317,190121298,2019-08-19,2035,1,Central,174,52,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,9TH                          ST,"34.0426, -118.2528",2019,3,19,8,August,Monday,20,35,False,34.0426,-118.2528,Black,Misdemeanor,POINT (-118.2528 34.0426)
12364,191418945,2019-08-19,0902,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,N  VENICE                       BL,"33.9876, -118.466",2019,3,19,8,August,Monday,09,02,False,33.9876,-118.466,White,Infraction,POINT (-118.466 33.9876)
12740,190217311,2019-08-17,1720,2,Rampart,265,41,F,B,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0537, -118.2794",2019,3,17,8,August,Saturday,17,20,False,34.0537,-118.2794,Black,Infraction,POINT (-118.2794 34.0537)
12829,190217310,2019-08-17,1720,2,Rampart,265,32,F,H,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0537, -118.2794",2019,3,17,8,August,Saturday,17,20,False,34.0537,-118.2794,Hispanic,Infraction,POINT (-118.2794 34.0537)
12834,191418801,2019-08-17,1835,14,Pacific,1431,44,F,W,nan,,I,41.18(D)LAM,,VENICE,"33.988, -118.4703",2019,3,17,8,August,Saturday,18,35,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
