,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,geometry
16158,190214825,2019-07-10,2140,2,Rampart,246,54,F,W,nan,,I,41.18DLAMC,,400 S  ALVARADO                     ST,"34.0613, -118.2738",2019,10,7,July,Wednesday,21,40,False,34.0613,-118.2738,White,POINT (-118.2738 34.0613)
17017,190812784,2019-07-06,1610,8,West LA,884,52,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,6,7,July,Saturday,16,10,False,34.0397,-118.4301,Hispanic,POINT (-118.4301 34.0397)
18648,190315938,2019-06-30,1605,3,Southwest,356,26,M,H,nan,,I,41.18(D)LAM,,S  37TH                         PL,"34.02, -118.3002",2019,30,6,June,Sunday,16,05,False,34.02,-118.3002,Hispanic,POINT (-118.3002 34.02)
18732,190315937,2019-06-30,1605,3,Southwest,356,25,M,H,nan,,I,41.18(D)LAM,,S  37TH                         PL,"34.02, -118.3002",2019,30,6,June,Sunday,16,05,False,34.02,-118.3002,Hispanic,POINT (-118.3002 34.02)
18811,190316214,2019-06-29,1620,3,Southwest,318,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,29,6,June,Saturday,16,20,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
18813,190316211,2019-06-29,1620,3,Southwest,318,32,M,H,nan,,I,41.18(A)LAM,,1300 W  25TH                         ST,"34.0336, -118.289",2019,29,6,June,Saturday,16,20,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
18819,190315834,2019-06-29,1630,3,Southwest,318,47,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,29,6,June,Saturday,16,30,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
18840,190315833,2019-06-29,1830,3,Southwest,318,51,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),1300 W  25TH                         ST,"34.0336, -118.289",2019,29,6,June,Saturday,18,30,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
18966,190315832,2019-06-29,1630,3,Southwest,318,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,29,6,June,Saturday,16,30,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
19311,190315828,2019-06-28,2110,3,Southwest,318,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
19335,190315829,2019-06-28,2110,3,Southwest,318,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
19371,190315830,2019-06-28,2110,3,Southwest,318,51,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,"34.0336, -118.289",2019,28,6,June,Friday,21,10,False,34.0336,-118.289,Hispanic,POINT (-118.289 34.0336)
20761,191414815,2019-06-23,1655,14,Pacific,1431,59,M,W,nan,,I,41.18(D)LAM,,VENICE,"33.9876, -118.466",2019,23,6,June,Sunday,16,55,False,33.9876,-118.466,White,POINT (-118.466 33.9876)
20944,191414818,2019-06-22,1915,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,SUNSET,"33.996, -118.4735",2019,22,6,June,Saturday,19,15,False,33.996,-118.4735,Black,POINT (-118.4735 33.996)
21103,191414817,2019-06-22,1915,14,Pacific,1415,52,F,W,nan,,I,41.18(D)LAM,,LINCOLN                      BL,"34.0008, -118.4667",2019,22,6,June,Saturday,19,15,False,34.0008,-118.4667,White,POINT (-118.4667 34.0008)
21110,191414819,2019-06-22,2014,14,Pacific,1432,47,M,B,nan,,I,41.18(D)LAM,,VENICE                       BL,"33.9918, -118.457",2019,22,6,June,Saturday,20,14,False,33.9918,-118.457,Black,POINT (-118.457 33.9918)
21173,191414820,2019-06-22,1640,14,Pacific,1413,61,M,W,nan,,I,41.18(D)LAM,,LINCOLN,"33.9956, -118.4722",2019,22,6,June,Saturday,16,40,False,33.9956,-118.4722,White,POINT (-118.4722 33.9956)
21603,190213837,2019-06-20,1550,2,Rampart,256,51,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SHATTO,"34.0564, -118.2702",2019,20,6,June,Thursday,15,50,False,34.0564,-118.2702,Hispanic,POINT (-118.2702 34.0564)
21721,191313721,2019-06-20,1800,13,Newton,1307,56,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,8TH,"34.0372, -118.2476",2019,20,6,June,Thursday,18,00,False,34.0372,-118.2476,Hispanic,POINT (-118.2476 34.0372)
22202,191414436,2019-06-18,1440,14,Pacific,1413,32,M,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,18,6,June,Tuesday,14,40,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
22291,191414432,2019-06-18,1610,14,Pacific,1431,29,M,W,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,18,6,June,Tuesday,16,10,False,33.9879,-118.4719,White,POINT (-118.4719 33.9879)
22367,191414425,2019-06-18,1440,14,Pacific,1413,30,F,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,18,6,June,Tuesday,14,40,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
22402,191414433,2019-06-18,1610,14,Pacific,1431,33,M,W,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,18,6,June,Tuesday,16,10,False,33.9879,-118.4719,White,POINT (-118.4719 33.9879)
22425,191414393,2019-06-17,1615,14,Pacific,1431,56,M,B,nan,,I,41.18(D)LAM,,PACIFIC,"33.9877, -118.4723",2019,17,6,June,Monday,16,15,False,33.9877,-118.4723,Black,POINT (-118.4723 33.9877)
22513,191414392,2019-06-17,1605,14,Pacific,1412,49,M,W,nan,,I,41.18(A)LAM,,PACIFIC,"33.9933, -118.4765",2019,17,6,June,Monday,16,05,False,33.9933,-118.4765,White,POINT (-118.4765 33.9933)
23036,191414426,2019-06-15,1600,14,Pacific,1431,26,M,W,nan,,M,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,15,6,June,Saturday,16,00,False,33.9879,-118.4719,White,POINT (-118.4719 33.9879)
23087,191414427,2019-06-15,1550,14,Pacific,1400,53,M,B,nan,,I,41.18(D)LAM,,MARKET,"33.9883, -118.4727",2019,15,6,June,Saturday,15,50,False,33.9883,-118.4727,Black,POINT (-118.4727 33.9883)
23233,191414424,2019-06-14,1645,14,Pacific,1431,30,F,W,nan,,I,41.18(D)LAM,,3RD,"33.988, -118.4703",2019,14,6,June,Friday,16,45,False,33.988,-118.4703,White,POINT (-118.4703 33.988)
23319,191414431,2019-06-14,1645,14,Pacific,1413,28,M,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,14,6,June,Friday,16,45,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
23636,191414158,2019-06-13,1430,14,Pacific,1431,60,M,B,nan,,I,41.18(D)LAM,,PARK ROW,"33.9885, -118.4724",2019,13,6,June,Thursday,14,30,False,33.9885,-118.4724,Black,POINT (-118.4724 33.9885)
23903,191414413,2019-06-12,1500,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,4TH,"33.996, -118.4735",2019,12,6,June,Wednesday,15,00,False,33.996,-118.4735,Black,POINT (-118.4735 33.996)
23937,191414396,2019-06-12,1600,14,Pacific,1412,56,M,W,nan,,I,41.18(D)LAM,,THORNTON,"33.9919, -118.4773",2019,12,6,June,Wednesday,16,00,False,33.9919,-118.4773,White,POINT (-118.4773 33.9919)
23982,191313201,2019-06-12,1450,13,Newton,1307,53,F,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700    STANFORD                     AV,"34.039, -118.2444",2019,12,6,June,Wednesday,14,50,False,34.039,-118.2444,Hispanic,POINT (-118.2444 34.039)
24103,191313200,2019-06-12,1505,13,Newton,1307,51,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700    STANFORD                     AV,"34.039, -118.2444",2019,12,6,June,Wednesday,15,05,False,34.039,-118.2444,Black,POINT (-118.2444 34.039)
25364,190213036,2019-06-07,0930,2,Rampart,212,32,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,MADISON,"34.0798, -118.2892",2019,7,6,June,Friday,09,30,False,34.0798,-118.2892,White,POINT (-118.2892 34.0798)
25485,191414824,2019-06-06,1330,14,Pacific,1412,55,M,H,nan,,I,41.18(A)LAM,,3RD,"33.9933, -118.4765",2019,6,6,June,Thursday,13,30,False,33.9933,-118.4765,Hispanic,POINT (-118.4765 33.9933)
25552,190912060,2019-06-06,1125,9,Van Nuys,943,43,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,14100    AETNA                        ST,"34.1802, -118.44",2019,6,6,June,Thursday,11,25,False,34.1802,-118.44,White,POINT (-118.44 34.1802)
25686,190212974,2019-06-05,1730,2,Rampart,236,61,M,H,nan,,I,41.18(A)LAM,,MOUNTAIN VIEW,"34.0663, -118.2694",2019,5,6,June,Wednesday,17,30,False,34.0663,-118.2694,Hispanic,POINT (-118.2694 34.0663)
25716,191111807,2019-06-05,1045,11,Northeast,1152,45,M,W,nan,,M,41.18(D)LAM,,CLAYTON,"34.1, -118.2885",2019,5,6,June,Wednesday,10,45,False,34.1,-118.2885,White,POINT (-118.2885 34.1)
25719,190912059,2019-06-05,0940,9,Van Nuys,943,43,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,14100    AETNA                        ST,"34.1802, -118.44",2019,5,6,June,Wednesday,09,40,False,34.1802,-118.44,White,POINT (-118.44 34.1802)
26219,190213022,2019-06-04,1400,2,Rampart,218,54,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,1100    LEMOYNE                      ST,"34.0757, -118.2605",2019,4,6,June,Tuesday,14,00,False,34.0757,-118.2605,White,POINT (-118.2605 34.0757)
26265,191413543,2019-06-03,0825,14,Pacific,1412,58,M,B,nan,,I,41.18(A)LAM,,WAVE CREST                   AV,"33.9898, -118.4756",2019,3,6,June,Monday,08,25,False,33.9898,-118.4756,Black,POINT (-118.4756 33.9898)
26310,190212939,2019-06-03,1520,2,Rampart,246,52,M,W,nan,,I,41.18(A)LAM,,500 S  ALVARADO                     ST,"34.0604, -118.2744",2019,3,6,June,Monday,15,20,False,34.0604,-118.2744,White,POINT (-118.2744 34.0604)
