,employer,type,2011,2012,2013,2014,2015,2016,2017,2018,adjusted_ot_pct_change
26,CATHEDRAL CITY,CITY,664402.7832212287,719148.3377570842,1196263.887266749,1134898.9272269532,1445625.2566820101,1279122.6758386216,1474158.5149192235,1806138.0,100.60236990165477
27,CERES,CITY,0.0,522584.16592332575,633360.2431650478,413541.2042021494,430231.9780311117,554386.2352348056,786749.0047201371,834439.0,201.7789259016872
28,CHICO,CITY,1573522.6719910728,1837925.973074209,1610062.2067978214,1257073.021889362,1723803.2518595716,1548866.5030603276,1619359.4576125978,1576384.0,0.22761828144451296
30,CHULA VISTA,CITY,3016843.988365736,4569454.212823505,3000296.2458522385,3336082.9734345437,3004947.2098836796,2488817.337440158,3067338.797495104,38603.0,-89.27358857923116
31,CLOVIS,CITY,808859.7209732418,975256.8286976141,1036034.5173143544,1139631.7918271832,1410847.8424796532,1398377.2358347885,1900804.7972217696,2185411.0,120.78912582981908
32,COALINGA,CITY,312429.44619207876,363074.55631680274,343945.35083727905,348658.5734171399,458938.75970500015,417839.27753357193,507362.75890176254,453753.0,40.53350887741969
33,COLTON,CITY,887893.9186268273,1185024.149150239,1396138.8375622975,1582006.133283489,2091740.793234241,1887957.7833729852,2051742.51863577,2038838.0,72.75218832333871
34,COMPTON,CITY,2508307.0739400457,1577872.505570703,2123650.327618403,2476715.8945154105,2762097.541459051,2789288.441295462,3216245.0845871414,3026239.0,20.912044340931235
35,CONTRA COSTA,COUNTY,12465390.243821662,11563405.493897926,9047211.978863053,10085273.056522876,9996212.879962191,10685300.85478757,11422991.834530018,11638306.0,-8.200910765492132
36,CORONA,CITY,4535478.761966577,4916006.2404636,5449016.618234268,5828730.653314241,6226321.474708565,5984248.288312426,6839503.350730255,5422884.0,15.224673961025129
37,CORONADO,CITY,800775.2318717521,759112.1424732351,769407.7493485924,721811.7046583537,936896.7157714426,1021267.3720391489,1170902.1474991841,1346327.0,75.58089798314745
39,COSTA MESA,CITY,3920875.627850219,3678530.4178985506,3934758.0964641552,4285524.039127974,4031759.2105924874,4369028.695800538,3920271.7890053834,3118282.0,-18.728016002764793
40,CULVER CITY,CITY,2215640.084329529,2070094.4606914814,1990293.2882248648,1803962.8453086982,2385947.1652919413,2676984.111088427,3018055.7705858354,3332394.0,61.905594041177125
41,DALY CITY,CITY,1587285.95093781,1402351.1252733085,1322306.220074949,1418030.7250777234,1851422.144200627,2234202.2657130836,1718066.8820496085,1985839.0,28.10609403687957
42,DAVIS,CITY,711464.0656088985,1171628.5092990235,1093084.0547053746,1359491.4905591041,1645870.314897244,1868205.6550892268,1764528.6431380545,1907442.0,87.97244724931996
43,DINUBA,CITY,116708.22943998153,120612.16256957933,144080.1017440987,117325.61324428901,152582.64701266153,175791.74460328242,36450.05779618146,56673.0,-51.16975550341206
44,DIXON,CITY,344420.2227981808,439692.62899291783,330927.4151710401,418969.89111922134,521987.5227768473,427258.6541392542,469298.2076656332,513379.0,40.32718836918536
45,DOWNEY,CITY,2817015.7797047207,2172947.119676472,2150273.6606498198,2393106.9032001896,2625064.401186412,2794260.2148854,2963040.062655026,2622219.0,-8.139911319641763
47,EL CAJON,CITY,1863505.995238709,1679547.2494577384,1846964.490708586,1855917.2247313468,2262865.885362654,1748555.6131029516,1529960.9810745758,1699678.0,-8.82733308660487
48,EL CENTRO,CITY,109328.14694205987,278686.837534953,391400.39908652665,400813.80789149104,492342.07087255357,550185.5469007156,446224.06411145546,903793.0,198.21294511715496
49,EL CERRITO,CITY,916125.9994576306,1311705.2540397397,1409183.721012891,900920.1875506894,1566858.8606724408,1530637.7128125431,1765943.3737475523,1575355.0,73.17285256251165
50,EL PASO DE ROBLES,CITY,151181.73233187664,111550.85654677387,234443.56806620967,259276.5479943904,262896.528582338,237288.147816522,424036.04798466054,464602.0,120.8826136002491
51,EL SEGUNDO,CITY,831891.9191425228,1225781.9801998306,1327885.48934782,1603179.9215286227,2289254.596535269,2054680.6446686976,2320903.9808093994,2448129.0,100.81445377112786
53,ENCINITAS,CITY,1305065.6126683229,1724106.7823462281,2014746.7856600145,2000997.2384977357,2024572.899399621,1971339.6158695375,1905417.781968016,2277380.0,48.59149071398268
54,ESCONDIDO,CITY,2770461.3128448157,3102733.363232489,3307873.944835312,3261430.5730391657,3535555.4546298366,3646173.4102713685,4018326.654862924,4288183.0,46.53545900076894
56,FAIRFIELD,CITY,264849.0686052663,1660442.4946470726,1290156.4354279975,1430807.9745116928,1770031.17153622,1760479.708979321,1829444.3920610305,2989397.0,190.42023667253946
58,FILLMORE,CITY,0.0,0.0,0.0,27026.75706271966,0.0,0.0,0.0,85899.0,317.82947469671797
59,FOLSOM,CITY,1716485.9551700691,1937225.2001620254,1959182.610142644,2428248.0516102323,2718897.521916149,2694954.477919394,2026951.4391644911,2273582.0,22.942303792254933
60,FOSTER CITY,CITY,715816.9635188207,909894.0246130126,1007929.0561434083,836092.0345617059,1181713.7776699562,1135195.4801526621,1387439.9335835506,1189055.0,56.60118945269691
61,FOUNTAIN VALLEY,CITY,1084328.4726525855,1475032.9709879179,1058015.2860570832,1132189.8872921735,1239883.786327563,1395080.5063352317,1737256.4068701046,1632538.0,48.42028121789285
62,FREMONT,CITY,4090664.411320403,4174104.5640826854,5162929.238318659,4129346.932253651,6641538.966842037,6441973.703171156,5488394.641669387,6341326.0,54.50405658822339
63,FULLERTON,CITY,2125548.600767319,2243848.4214918497,2380441.154294569,2965286.0492996396,2777571.8274469757,3483772.6021532705,3149353.220279862,2997240.0,29.396536615365072
64,GARDEN GROVE,CITY,4030409.180204412,3939382.2865362344,3670706.4587713606,3978449.0483898944,4924076.506550162,4138670.8990487787,4857125.657800261,5064234.0,25.985624227460804
65,GILROY,CITY,535599.0774743374,590219.6789898691,422466.88280240557,577892.1018898688,605121.28610606,652582.9486306651,1058624.168113577,842227.0,53.05971850504678
66,GLENDALE,CITY,6223469.181538109,5256398.548668522,6923163.90194757,7155488.795248716,6967072.133530505,8552134.821309378,7772287.1799078025,7515865.0,18.061600757729497
67,GRASS VALLEY,CITY,89180.55521274658,140773.43175779856,104926.04898758141,145610.36614203162,181738.63430471235,231701.18001974942,362886.08452186687,456505.0,252.2653122298703
69,HANFORD,CITY,213008.76138419754,179078.09329512093,244340.95030413344,226388.33647607468,253997.1719961016,255361.04701529542,306662.57978541125,240275.0,12.044012090121095
70,HAYWARD,CITY,11124.26593431997,3097065.8088800223,36364.41812008225,1813.8051246958637,2684479.2603188786,2824895.4216377027,3321746.4941090085,2896844.0,159097.56206855757
71,HEALDSBURG,CITY,125182.31902426881,192085.46958108665,154197.37790235967,208218.46408657744,179299.78682119848,148331.9025070102,233820.8564050261,157765.0,15.648314917059073
72,HEMET,CITY,1070040.5168378984,1176357.6688937868,1461549.7334830032,1764523.7212464518,2125774.4754933193,2204694.9150066455,2434473.7598319193,2186690.0,63.28333644465292
73,HERMOSA BEACH,CITY,521614.7644428044,547830.0472660436,559168.681190091,580205.4989524196,639123.1849487589,687131.125338011,535482.1944557767,26535.0,-85.32834751423202
74,HOLLISTER,CITY,323221.04466544255,244385.11867034854,524078.35431431554,356109.3454438701,307517.2668373999,637704.2465636419,1091536.8871736291,1607088.0,360.52604958577825
75,HUNTINGTON BEACH,CITY,5014960.857579166,5472440.427075622,5763027.2922985805,4634564.848109285,5406550.886084118,5671155.2407304775,6664708.825236617,5792882.0,16.785203528615945
76,IMPERIAL,COUNTY,257895.4256042749,403473.6537061074,386014.0759496387,402864.15017572313,589428.7539923297,540766.1702950331,657305.7638625978,652478.0,97.94432545651289
78,KERN,COUNTY,17039552.20329515,17985919.20923891,19150697.339002483,21886905.35294589,22517783.465034172,24120086.667188846,24335949.058204144,24092067.0,32.22253070032859
80,KINGS,COUNTY,462833.093892122,570035.4420977901,772279.3052494663,1432197.4977358745,1550613.2971137092,1707244.4851150173,2089199.5859823753,2295666.0,127.97347495756404
81,KINGSBURG,CITY,89431.73030910603,85134.71600738696,100836.4532338586,128158.59086915384,174428.44853744667,119222.12628798326,187759.64540225198,153147.0,49.715956814744786
82,LA MESA,CITY,1051776.1801644003,1170987.6009913152,1428673.436569839,1382467.4161766695,1423725.4233493798,1428225.663601478,1575683.1074779702,1425822.0,27.05639318936392
83,LA VERNE,CITY,659342.442279907,978841.9779001193,1046231.5589143062,1086180.758000473,1350565.2960800284,145639.90472777875,1237343.2649069843,1283198.0,57.435703323315664
84,LAGUNA BEACH,CITY,1322790.7601349698,793873.215415037,781242.1383259572,1311518.9967727766,1448930.7319854696,1434013.5111392583,1599381.1257180155,2191044.0,66.20210931000771
85,LARKSPUR,CITY,422032.21123949153,529382.6062658431,269806.6065196581,755332.0962084347,873070.3184455123,833883.1923818889,742816.548392624,737779.0,41.80237942296812
86,LEMON GROVE,CITY,428343.96232756437,418900.2947986446,476268.6732229553,455256.6006606516,563002.9621672707,433285.0463694808,545274.6708469321,702839.0,60.294576130054686
87,LINCOLN,CITY,90838.31084871899,209021.41692727164,207520.57567276366,384237.11403842253,483342.06680111546,602020.890069873,662427.8877203004,746053.0,170.52352966761083
89,LOMA LINDA,CITY,500820.8154655262,513586.2945111806,831939.5439888048,657221.1495336578,1005795.7463515274,950385.0721770613,1103502.1685052216,1383510.0,134.3062658833789
90,LOMPOC,CITY,605970.5251379263,710105.6246374034,630012.2504367761,724218.4437390174,82045.711041824,1027908.9584762108,1095875.326081103,68011.0,-74.2813897918054
91,LONG BEACH,CITY,15392832.642889842,15447565.764453782,16775976.6603708,13506365.151544344,16405874.873160996,17649153.847604446,21870976.124073915,21291424.0,43.672677962772994
92,LOS ANGELES,CITY,106442380.63131326,122766642.56165208,150689735.72045514,170170046.99501583,194577723.33830917,193805687.69056734,200297491.0561808,194037539.0,51.47507444200937
93,LOS ANGELES,COUNTY,140594166.1801202,145007456.87385052,159648826.28865466,163014544.41060534,175704519.86221692,197369373.81093967,202569406.01999018,200371155.0,36.66972725409822
94,LOS BANOS,CITY,133500.12188193246,140446.41540284155,120036.21063114652,150815.24435658287,193386.1969605556,180244.57886228318,274926.924787859,315243.0,120.50696790860236
95,MADERA,COUNTY,0.0,0.0,12652.523710384317,21126.056531326034,429.07612112211365,17067.45424508452,78705.53077268276,34020.0,161.03336630551297
96,MANHATTAN BEACH,CITY,2127772.337620422,1704812.8174037647,1768465.5948823174,4406161.1726057725,2382368.3526076195,2228551.476748595,2246093.313018114,2365506.0,5.395482667716038
97,MANTECA,CITY,294005.59658738604,369083.3451266148,490341.88412453805,471013.3697409774,583205.5610652402,621677.8097263828,1128527.8412491838,1597225.0,276.684163791208
98,MARIN,COUNTY,914908.0793237281,2135700.066216887,2063695.8190739073,2841604.69318566,3314025.042465309,2946013.350481443,4128296.605238249,4705624.0,133.4005370193341
99,MARINA,CITY,133830.5566753653,166189.9303291898,183456.20424370165,184710.06468386724,309394.60729821067,348665.5017186999,479144.97856968024,429697.0,160.1788423554572
102,MERCED,CITY,726206.3692645561,486142.07579901925,754763.2454186826,341541.62638973375,1085984.2464295807,1174587.7881145128,1522544.145728622,1523754.0,233.51403434068118
104,MILL VALLEY,CITY,287683.675698745,501199.04622943106,528635.763604442,634424.4830190592,673785.1194049371,598341.2335640211,908184.3171385443,901268.0,96.7151080584672
106,MILPITAS,CITY,1398091.9376897735,1401373.357308989,731825.2913756616,427906.3286487902,1234303.6778585499,1087424.8129929542,1371005.086973727,1466026.0,15.875919041614427
108,MONROVIA,CITY,1046012.5489532719,1124939.54215267,1389664.901848839,1084637.432587355,1555736.7838340711,1574816.6083530898,1749470.6234211808,1717444.0,61.90376902676665
109,MONTCLAIR,CITY,531954.2477427213,704988.2014773906,1017877.1002159197,741749.7718682415,669904.3642650105,879971.4917106584,764285.4183297977,867345.0,45.216158464401225
110,MONTEBELLO,CITY,1556841.2965915203,2090377.1306001032,2224147.238769387,2276952.3080013175,2144346.5851310235,2652770.778556459,2762438.228316744,2947963.0,61.09577695237676
111,MONTEREY,CITY,1004023.8871783018,1873683.406883455,1659276.406409766,1892612.3056020206,2231012.545467203,2540821.126642139,2919589.085970136,2587220.0,83.65136949260719
112,MONTEREY PARK,CITY,1346631.1839476484,1694896.237837226,1863971.7763707463,1560539.5905270006,1691664.4545071456,1729070.2782252186,2070619.5939009462,2076049.0,46.7413848697055
114,MORRO BAY,CITY,206638.9609405217,245534.59756352517,244109.19935867997,237289.19920502166,264827.9008509938,307014.34291916486,325088.9081511096,344951.0,58.28838376245456
115,MOUNTAIN VIEW,CITY,2641343.9173109154,2878564.1987595493,2158199.542984327,2659569.72588453,2379847.9276887313,2518023.368535084,3195278.182788023,4534586.0,71.18602923859883
116,MURRIETA,CITY,1950865.8100862908,1907441.5567567097,2001072.4019668866,2027415.151033218,2535317.568355856,2978888.5755957123,2818526.5089833545,2457356.0,24.982065940248596
117,NAPA,CITY,1278701.1582206734,1511378.8154960496,1495817.6139802625,1142783.1456432482,1194465.2843213778,915702.9756423773,2269600.788250652,2181630.0,79.01138945054069
119,NATIONAL CITY,CITY,665407.4836066668,742320.5635513124,706443.7122473246,798390.3448820626,912787.9350004429,1286028.9631844074,1305798.4014156335,2092934.0,178.800573622193
120,NEVADA,COUNTY,0.0,0.0,0.0,208.95883600297378,722.5429990253864,107.76361106134405,733.4881364229765,138.0,66.04171550708487
122,NEWPORT BEACH,CITY,216783.08583215892,180312.88080263426,168432.2755100727,291280.1317501352,537953.3922714406,1916594.6552017236,2367052.267917754,2086136.0,641.7715149110829
125,OAKLAND,CITY,269144.1515896754,16358192.568189949,17889547.498654246,21977692.133313056,22792931.441183537,22912892.53986343,20132621.53384871,19193917.0,86.10900877860956
126,OCEANSIDE,CITY,3056745.106006518,2842169.673656237,2542280.9238400212,2610243.772835563,3401502.5393663743,3076330.9437141432,3967568.4562826375,4222590.0,44.66421512527928
127,ONTARIO,CITY,4957999.927393651,4695999.698890218,4798746.1014307365,5371309.154256219,6188969.6037794715,7079395.46259901,159451.71569027414,394559.0,-84.95956565407495
128,ORANGE,CITY,2563357.9570594705,3187939.169751822,3456522.23498328,3197589.936173628,3419737.744790458,3662200.8933572765,4186734.9163307766,4107663.0,48.29590640970401
129,OROVILLE,CITY,145146.83201668007,172250.1230476406,221629.35764969498,128881.9915095296,229762.31700679698,167818.28363339402,257058.9079226501,468638.0,250.99795882607916
130,OXNARD,CITY,2872240.8108909535,3293846.533350175,3681464.0142858983,3209374.365960395,3689264.2940295422,4542512.415879536,4884722.636720793,5068801.0,68.44200578176341
131,PACIFICA,CITY,247495.66028123183,243395.3200040071,424772.53523182386,586963.2489228507,191764.1832779927,303431.98753786343,354490.92351909267,1071511.0,140.38618963468957
132,PALM SPRINGS,CITY,1685458.574600225,1637188.2413390588,1531155.8604721045,1677069.6752078263,1773808.100849306,2380308.7973392443,2837809.256458061,2614973.0,55.42491401167261
133,PALO ALTO,CITY,0.0,1350520.5313818743,1220065.2483205057,1221309.8337849756,1305504.7177201638,1634024.8657664147,1577836.4483477478,1358774.0,111.25547034932222
135,PASADENA,CITY,6949936.772902876,7299594.000189461,6936941.765132623,7911763.857981047,8970877.748667818,9101653.907819359,4615399.315433257,5949745.0,-12.641830454708602
136,PATTERSON,CITY,137787.95986022876,278257.0133627185,251344.1405023245,241061.06530058794,336024.87243531056,484979.1459707425,793892.3186520888,589973.0,187.58111749648373
137,PETALUMA,CITY,671737.0960349248,1039890.1347596192,748714.0067866602,1249779.6160195323,1328665.4627473978,868421.9528513752,1486267.2157188312,1644366.0,77.82403325338556
138,PIEDMONT,CITY,148038.13645921784,89146.4082815753,124712.19017243525,34347.74125608273,30477.117966221835,55868.63171907486,45907.54728704308,93385.0,-159.11711938129028
139,PINOLE,CITY,466904.36312066833,377267.5036020105,344627.6687371489,255733.7941251014,221936.1804469721,247378.16980754727,346122.3975603786,409788.0,-22.33430404302679
140,PLEASANTON,CITY,4442920.180791237,3918177.6273726663,4224894.1115012625,4498723.57272658,5158003.510549875,4919482.0823559305,5180209.7666734615,5944574.0,33.37955299837732
141,PORTERVILLE,CITY,167259.1711664051,165952.59738930457,133219.06673763826,182845.34573110982,250596.34644350407,321939.0799268354,553700.5645928525,669422.0,274.6380154363183
142,POWAY,CITY,1202903.212141959,1567798.4331776968,1514075.2768364977,1759642.3579810422,1625679.3699186132,1715150.9861712365,1785425.8840527094,1629801.0,24.260485997157396
143,RANCHO CUCAMONGA,CITY,3318520.907766104,3515199.419849822,3600410.4685027692,3920049.731435017,4184212.60504521,4137455.158116222,4801769.840845302,4715395.0,35.63409109410814
144,RED BLUFF,CITY,122419.39296431476,131020.90721882976,191610.60378954056,100595.11720228441,229840.71610053288,235335.84783360484,288266.984162859,273940.0,150.62421641300534
145,REDDING,CITY,1481940.8828571304,1629847.3257053758,2076545.6005657692,2194217.337401156,141924.60805343077,2328312.3318778207,3079248.7598890336,71645.0,-64.27329958697224
146,REDLANDS,CITY,2304686.679490884,2278871.982477766,1928886.8330593198,2141597.896099453,2415469.721319567,2617269.469327978,3015638.1281250003,2636151.0,15.477430245557331
147,REDONDO BEACH,CITY,2808426.7077429877,2815761.7468052306,2582063.3989276993,2659527.2976944786,2708802.0494268346,2657817.8820492732,3073841.8459448433,2896919.0,3.327369203306375
148,REDWOOD CITY,CITY,1936990.8977633934,2706071.2742711054,2129323.375180827,3160429.20591714,4220525.158258693,3895067.5943743302,4942053.544635281,4236665.4799999995,72.76462886531428
150,RIALTO,CITY,2542874.3488679156,2689897.6359530315,2393348.0650892644,2592118.4500456215,3248017.243328537,2922896.48653581,3639524.0826656315,4254574.0,66.03477750416685
151,RICHMOND,CITY,3843416.577134246,4436817.910433199,4633725.41542001,3091740.0876334817,2780761.8230042565,2654031.5081810113,3626984.0990372067,2507976.0,-43.19381769754248
152,RIVERSIDE,CITY,6304993.9198138155,4850494.693154005,4655653.366505403,4988478.5347179985,4774701.865697396,4345716.183357153,8659567.085158292,8940770.0,52.83727416770746
153,RIVERSIDE,COUNTY,252.29143012105504,2487.0742179673684,2163.368128023627,496.40982360097325,5019.660893522406,9925.760952805544,4651.912887565275,17219.0,3417.883322050696
154,ROCKLIN,CITY,711648.260679562,808399.7412563047,788777.8167430039,763856.9802945054,917990.8802617535,871185.09553888,1162243.7093301238,118390.0,-77.66614379184321
155,ROHNERT PARK,CITY,9422.973281645245,0.0,12158.840300999755,32215.72470600162,28112.431787593297,0.0,0.0,6.0,-29.230983836570072
156,ROSEVILLE,CITY,3289509.625969707,3694422.97526939,3469924.98501011,4008437.19765477,4819583.842446155,4358268.028424172,4563295.022703166,4144377.0,21.32669995504615
157,SACRAMENTO,CITY,8563421.96089163,8509477.407667452,11827921.509119717,14440668.899732174,14125764.365518084,14569057.454995072,13648390.742738254,16930497.0,57.941048972208975
159,SALINAS,CITY,1684633.6039504039,816933.8837905172,888790.7456869725,1313437.8116678488,1453899.5394127849,2019811.2696254689,2156963.235770235,2227814.0,41.35562348093564
161,SAN BERNARDINO,COUNTY,7474656.06153668,5677575.927249839,8520959.477306968,8974844.587908057,6516621.664893241,6641705.709408479,7996854.4073515,8598003.0,12.516617167686917
162,SAN BRUNO,CITY,715616.8272020414,1338241.7015993448,1004964.7998643527,1060935.9849199108,1179681.757916099,1430800.4815317886,1493564.1933665145,1121239.0,38.23248325661974
163,SAN BUENAVENTURA,CITY,0.0,2088955.3203611597,1893577.6901745824,2557298.6951752165,3063824.9292793344,2792043.213993759,2918916.0388952345,3500800.0,136.89445064062562
165,SAN DIEGO,CITY,21921891.493662693,33757510.058647014,34092740.37926739,34169057.055090904,32758572.912377633,34856688.23208489,39765716.13387326,43409507.0,62.88618228970364
167,SAN FRANCISCO,CITY,32564689.374608226,43835984.59489369,47205403.97498252,40190775.512968026,42090738.0522662,43809245.4296333,35791590.334627956,34676006.0,5.253236839658724
168,SAN GABRIEL,CITY,414951.3061896781,801951.2849726037,914154.0003219477,961923.4392065422,1199102.4847711346,1174277.0522651419,1280838.291857049,961695.0,56.83858730600348
169,SAN JOSE,CITY,8136397.5050702635,6008575.538276264,6430724.402288832,7987094.048712493,10660395.169831695,12269637.279616863,15802574.714103298,15754149.0,95.37575804754303
170,SAN LUIS OBISPO,CITY,0.0,0.0,1815904.4744609515,1910968.8620277443,2169172.6116649853,2306922.8244551206,2545207.9310868145,2446323.0,128.01480173801406
171,SAN MARCOS,CITY,1168212.0241665517,1638717.2341960154,1572598.3190760526,2209431.0256488235,2055219.528919867,2536376.6623723465,2604481.148368146,2841279.0,75.72388349811165
172,SAN MARINO,CITY,438392.0825157043,409196.98676794686,502009.1968389016,406857.703564308,672418.4325006225,870998.8632789878,839761.9622225846,774410.0,82.58855972016386
173,SAN MATEO,CITY,2530758.7785532977,2503911.732297011,2920710.815360775,1991978.0659975677,3330219.752557833,2389314.9057277497,2719564.0027782307,3034043.0,25.265550361101052
174,SAN RAFAEL,CITY,3158727.776797264,3589311.825404844,2919555.29436763,2402242.7532229996,3101370.679048339,2368909.9182857173,2839925.7180360635,2701193.0,-19.046150776536074
175,SANGER,CITY,139757.17261568693,255387.74251940378,232758.79258833174,256141.1047495945,368339.07186826266,310247.2512510051,161776.1354968995,372120.0,90.71672725526531
177,SANTA BARBARA,CITY,3594574.7634599116,4259877.126037267,4188398.1881935303,4128060.297390343,4912626.742688922,4601339.838783869,5009119.561153719,5566909.0,47.77871674468876
178,SANTA BARBARA,COUNTY,5880646.43235277,6936314.375088198,7061152.726516054,8056630.670092424,9933033.804883193,11128922.837829728,12025390.479487607,12318255.0,79.90447658901284
179,SANTA CLARA,CITY,489808.1829073661,737938.106914815,1720639.7451203445,1000060.0178342112,2208501.411092875,2761135.9825921734,4232804.322731722,3038253.0,254.82918741334103
181,SANTA CRUZ,CITY,792485.337358128,882436.4408846052,604841.9419377827,1064687.6976252028,1385008.9844104012,1548184.3489398225,1455113.4339915144,1994378.0,112.88687427521762
182,SANTA FE SPRINGS,CITY,2928809.9079261497,3352426.2088948316,2553429.761183395,2372932.2988307658,2579151.137331921,2620164.43934552,2919811.386145561,2942759.0,0.5878419742831932
183,SANTA MARIA,CITY,938942.745210924,951101.3664381474,1419561.851723709,1332938.8685202084,2127561.7629410545,2239437.6939630923,2412636.0969769913,2368918.0,107.27988271334563
184,SANTA MONICA,CITY,5323287.777197372,5042584.537535825,4906659.042836232,5713935.881606514,6441022.690140371,6834277.1898778,6854412.828855255,7384196.0,36.06810201417922
185,SANTA PAULA,CITY,206776.26999319816,171053.61504656044,241078.11257442363,236468.2137275277,294352.5757730459,336104.24041382124,529457.5523743473,378611.0,72.66715779601553
186,SANTA ROSA,CITY,2474767.9424066087,3590806.913556105,3967003.815223411,3185786.413701338,3520326.960395244,3858362.052948454,4731790.360276598,4984140.0,78.76774308538565
187,SANTEE,CITY,1561402.6363414081,1504724.7435777937,1263592.3875221605,1971471.4610409907,1561950.4417362467,1730047.474465328,1765685.2187051235,1774369.0,10.802406622013175
188,SEASIDE,CITY,420111.00083578215,289303.38521912595,350040.9396583919,504190.0929516424,651567.451908513,602618.2980496401,601136.5536390339,784490.0,72.27016243636622
189,SELMA,CITY,63553.997381512316,61652.97306114273,81167.80438879279,19177.541903217083,187048.58373450005,445390.1432624881,538073.9891277741,587666.0,2732.9467210318885
190,SHASTA,COUNTY,0.0,2887.368485239161,7588.496074382826,4568.455363780751,5184.934658695368,0.0,5840.245622552219,15304.0,334.9928757393999
191,SIERRA MADRE,CITY,17062.045212257548,8513.362230720315,36374.11932245007,26879.31910229116,31851.22100102525,7875.113596686763,21711.65860802872,61676.0,165.97873859066473
192,SOLANA BEACH,CITY,390911.0586336741,532745.7343310365,493178.9468614379,494596.01847627736,527910.8921427577,740288.926802135,743051.1416653069,819752.0,86.70529590745072
195,SONOMA,COUNTY,42110.342154984246,115061.63413678057,102301.33479139928,104115.59627179643,106689.51265521039,46346.722745586594,21505.749228949084,9804.0,-31.0293013840575
196,SOUTH LAKE TAHOE,CITY,200298.18517464734,402984.7697239474,336290.0242576956,356867.74934103823,730589.500605442,576339.6706804384,634949.7420732701,716285.0,144.5876843111013
197,SOUTH PASADENA,CITY,785683.515748714,833586.5627890974,717966.5848375453,644783.3256201,663373.9316462531,889428.5332677797,1257005.0495471607,1207777.0,65.462841156035
198,SOUTH SAN FRANCISCO,CITY,968330.2314849807,787314.2954127721,904027.0229613192,1040133.4433377265,1285557.6151119962,1583876.0754228001,2023029.9411390345,1795138.0,79.49054746877884
199,STOCKTON,CITY,3619770.271335785,3205793.8252524044,3076112.2202681187,3300512.239600229,4344342.754000769,4371170.366789302,4469410.590090569,4085489.0,14.110498457676524
202,SUSANVILLE,CITY,0.0,75051.89401290975,53635.792068922594,53435.12325544066,74648.6506031213,66003.64240209661,59529.32347421671,115451.0,216.05826461389327
