id,name,streetaddress,city,state,zip,slug,latitude,longitude,telephone,utcoffset
29532.0,California Pizza Kitchen Manhattan Beach,3320 N Sepulveda Blvd,Manhattan Beach,CA,90266,california-pizza-kitchen-manhattan-beach,33.8989403,-118.3947431,(310) 796-1233,-8.0
29479.0,California Pizza Kitchen Westwood,1001 Broxton Ave.,Los Angeles,CA,90024,california-pizza-kitchen-westwood,34.0622808,-118.4471647,(310) 209-9197,-8.0
29522.0,California Pizza Kitchen Pasadena,99 N. Los Robles Ave.,Pasadena,CA,91101,california-pizza-kitchen-pasadena,34.14754,-118.14175,(626) 585-9020,-8.0
29473.0,California Pizza Kitchen Brentwood,11677 San Vicente Blvd.,Brentwood,CA,90049,california-pizza-kitchen-brentwood,34.05392969778564,-118.46524636173169,(310) 826-3573,-8.0
29512.0,California Pizza Kitchen Studio City,12265 Ventura Blvd.,Studio City,CA,91604,california-pizza-kitchen-studio-city,34.14332,-118.400382,(818) 505-6437,-8.0
29509.0,California Pizza Kitchen Burbank,601 N. San Fernando Blvd.,Burbank,CA,91502,california-pizza-kitchen-burbank,34.18467825951383,-118.31413597341768,(818) 972-2589,-8.0
29530.0,California Pizza Kitchen Lakewood,500 Lakewood Center Mal,Lakewood,CA,90712,california-pizza-kitchen-lakewood,33.851723,-118.14107,(562) 633-0854,-8.0
29477.0,California Pizza Kitchen Santa Monica,210 Wilshire Blvd,Santa Monica,CA,90401,california-pizza-kitchen-santa-monica,34.0177637,-118.4996041,(310) 393-9335,-8.0
29526.0,California Pizza Kitchen Santa Anita,"400 S. Baldwin Ave., Suite 115-U",Arcadia,CA,91007,california-pizza-kitchen-santa-anita,34.1337614,-118.0523229,(626) 445-2610,-8.0
29536.0,California Pizza Kitchen Rolling Hills,25306 Crenshaw Blvd.,Torrance,CA,90505,california-pizza-kitchen-rolling-hills,33.794228,-118.329336,(310) 539-5410,-8.0
29480.0,California Pizza Kitchen Encino,16101 Ventura Blvd. #200,Encino,CA,91436,california-pizza-kitchen-encino,34.1571467,-118.4841158,(818) 907-7783,-8.0
29534.0,California Pizza Kitchen Rainbow Harbor,"61 S. Pine Ave., Sp. C-195",Long Beach,CA,90802,california-pizza-kitchen-rainbow-harbor,33.765097,-118.192627,(562) 628-1800,-8.0
29537.0,California Pizza Kitchen Rossmoor Center,12171 Seal Beach Blvd,Seal Beach,CA,90740,california-pizza-kitchen-rossmoor-center,33.78563,-118.07242,(562) 430-2695,-8.0
29531.0,California Pizza Kitchen Long Beach Market,"6417 E. Pacific Coast Hwy., Unit A-1",Long Beach,CA,90803,california-pizza-kitchen-long-beach-market,33.757347,-118.109924,(562) 596-2775,-8.0
29519.0,California Pizza Kitchen Brea Mall,1065 Brea Mall 2052A,Brea,CA,92821,california-pizza-kitchen-brea-mall,33.9153422,-117.8864509,(714) 672-0407,-8.0
29518.0,California Pizza Kitchen Anaheim Garden Walk,"321 West Katella Avenue,Suite 104",Anaheim,CA,92802,california-pizza-kitchen-anaheim-garden-walk,33.80366623521505,-117.91056189342608,(714) 991-0305,-8.0
29529.0,California Pizza Kitchen Huntington Beach,7851 Edinger Avenue,Huntington Beach,CA,92647,california-pizza-kitchen-huntington-beach,33.7306115,-117.9921209,(714) 372-3157,-8.0
29525.0,California Pizza Kitchen Santa Ana,"2800 N. Main Street, #872",Santa Ana,CA,92705,california-pizza-kitchen-santa-ana,33.774853,-117.869286,(714) 479-0604,-8.0
29507.0,California Pizza Kitchen Tustin,3001 El Camino Real,Tustin,CA,92782,california-pizza-kitchen-tustin,33.72416210505915,-117.79244816828019,(714) 838-5083,-8.0
29520.0,California Pizza Kitchen The Shoppes at Chino Hills,3505 Grand Ave,Chino Hills,CA,91709,california-pizza-kitchen-chino-hills-town-center,34.00209,-117.72989,(909) 590-3090,-8.0
29476.0,California Pizza Kitchen Northridge,"9301 Tampa Avenue, Unit 129",Northridge,CA,91324,california-pizza-kitchen-northridge,34.24022,-118.55528,(818) 701-5035,-8.0
29485.0,California Pizza Kitchen Tarzana,18800 Ventura Blvd.,Tarzana,CA,91356,california-pizza-kitchen-tarzana,34.1713907,-118.543365,(818) 345-9925,-8.0
29487.0,California Pizza Kitchen Topanga,"6600 Topanga Canyon Blvd, Ste 1082D",Canoga Park,CA,91303,california-pizza-kitchen-topanga,34.18981,-118.60137,(818) 884-8858,-8.0
29478.0,California Pizza Kitchen Valencia,24061 Newhall Ranch Road,Valencia,CA,91354,california-pizza-kitchen-valencia,34.4310335,-118.5564779,(661) 259-2082,-8.0
29484.0,California Pizza Kitchen Simi Valley Town Ctr,"1555 Simi Town Center Drive, #790",Simi Valley,CA,93065,california-pizza-kitchen-simi-valley-town-ctr,34.2843064,-118.7683079,(805) 522-0030,-8.0
29643.0,California Pizza Kitchen Willow Bend,"6121 W. Park Blvd., Suite D-126",Plano,TX,75093,california-pizza-kitchen-willow-bend,33.0311764,-96.8326773,(469) 366-0060,-6.0
29523.0,California Pizza Kitchen Rancho Cucamonga,12517 N. Mainstreet,Rancho Cucamonga,CA,91739,california-pizza-kitchen-rancho-cucamonga,34.1119755,-117.5324196,(909) 899-8611,-8.0
29524.0,California Pizza Kitchen Riverside Plaza,"3540 Riverside Plaza, Ste #308",Riverside,CA,92506,california-pizza-kitchen-riverside-plaza,33.9551885,-117.390139,(951) 680-9362,-8.0
29501.0,California Pizza Kitchen Irvine Spectrum,521 Spectrum Center Dr. ,Irvine,CA,92618,california-pizza-kitchen-irvine-spectrum,33.6524,-117.74579,(949) 585-9531,-8.0
29498.0,California Pizza Kitchen Alton,5465 Alton Parkway,Irvine,CA,92604,california-pizza-kitchen-alton,33.670339,-117.788647,(949) 396-1120,-8.0
29504.0,California Pizza Kitchen Mission Viejo,25513 Marguerite Pkwy.,Mission Viejo,CA,92692,california-pizza-kitchen-mission-viejo,33.592719,-117.6603062,(949) 951-5026,-8.0
195399.0,California Pizza Kitchen Laguna Niguel,27430 La Paz Road,Laguna Niguel,CA,92677,california-pizza-kitchen-laguna-niguel,33.5643879,-117.7074439,(949) 696-5520,-8.0
29527.0,California Pizza Kitchen Temecula,"40820 Winchester Rd., #1000",Temecula,CA,92591,california-pizza-kitchen-temecula,33.52486,-117.15283,(951) 296-0575,-8.0
29497.0,California Pizza Kitchen Walnut Creek,1325 South Main Street,Walnut Creek,CA,94596,california-pizza-kitchen-walnut-creek,37.893752,-122.0588447,(925) 938-0720,-8.0
29494.0,California Pizza Kitchen Stoneridge Mall,"1328 Stoneridge Mall Road, #D122",Pleasanton,CA,94588,california-pizza-kitchen-stoneridge-mall,37.6921933,-121.9291809,(925) 251-9771,-8.0
29514.0,California Pizza Kitchen 53 Third Street,53 Third Street,San Francisco,CA,94103,california-pizza-kitchen-53-third-street,37.7869621,-122.4025283,(415) 278-0443,-8.0
29492.0,California Pizza Kitchen San Mateo,"Hillsdale Shopping Center, 100 Hillsdale Mall",San Mateo,CA,94403,california-pizza-kitchen-san-mateo,37.53802,-122.30132,(650) 286-9018,-8.0
29493.0,California Pizza Kitchen Stanford Shopping Center,136 Stanford Shopping,Palo Alto,CA,94304,california-pizza-kitchen-stanford-shopping-center,37.44331036936137,-122.17218139274482,(650) 325-2753,-8.0
38537.0,California Pizza Kitchen Santa Clara,3535 Monroe Street,Santa Clara,CA,95051,california-pizza-kitchen-santa-clara,37.36732321777122,-121.99346289456324,(408) 703-6070,-8.0
29495.0,California Pizza Kitchen Valley Fair,"2855 Stevens Creek Bl., Sp. 1273",Santa Clara,CA,95050,california-pizza-kitchen-valley-fair,37.3261549003387,-121.94341054041914,(408) 243-0081,-8.0
29517.0,California Pizza Kitchen Sacramento,1735 Arden Way Suite 220,Sacramento,CA,95815,california-pizza-kitchen-sacramento,38.5992312,-121.4235956,(916) 568-0932,-8.0
29564.0,California Pizza Kitchen Peachtree,5173 Peachtree Parkway,Norcross,GA,30092,california-pizza-kitchen-peachtree,33.979988,-84.2172992,(770) 662-0929,-5.0
29563.0,California Pizza Kitchen Northpoint,6301 North Point Pkwy.,Alpharetta,GA,30022,california-pizza-kitchen-northpoint,34.0470752,-84.291304,(770) 664-8246,-5.0
29562.0,California Pizza Kitchen Lenox,3393 Peachtree Road NE,Atlanta,GA,30326,california-pizza-kitchen-lenox,33.845604,-84.36143,(404) 262-9221,-5.0
29561.0,California Pizza Kitchen Atlantic Station,"264 19th St. N.W, Suite 2150",Atlanta,GA,30363,california-pizza-kitchen-atlantic-station,33.79301,-84.39672,(404) 249-7034,-5.0
65930.0,California Pizza Kitchen Cool Springs,1800 Galleria Blvd,Franklin,TN,37064,california-pizza-kitchen-cool-springs,35.9570461818988,-86.8141389911831,(615) 614-8115,-6.0
29505.0,California Pizza Kitchen Otay Ranch Town Center,"2015 Birch Road, Ste 725",Chula Vista,CA,91915,california-pizza-kitchen-otay-ranch-town-ctr,32.625507,-116.965866,(619) 591-4630,-8.0
29500.0,California Pizza Kitchen Fashion Valley,"7007 Friars Road, Suite 354",San Diego,CA,92108,california-pizza-kitchen-fashion-valley,32.767612,-117.1657,(619) 298-4078,-8.0
29499.0,California Pizza Kitchen Carmel Mountain,11602 Carmel Mountain Road,San Diego,CA,92128,california-pizza-kitchen-carmel-mountain,32.9797098,-117.0817682,(858) 675-4424,-8.0
29506.0,California Pizza Kitchen Solana Beach,437 S. Highway 101,Solana Beach,CA,92075,california-pizza-kitchen-solana-beach,32.9856859,-117.2705968,(858) 793-0999,-8.0
29481.0,California Pizza Kitchen River Walk,10150 Stockdale Hwy,Bakersfield,CA,93311,california-pizza-kitchen-river-walk,35.3535493262622,-119.115765420968,(661) 664-4603,-8.0
29483.0,California Pizza Kitchen Santa Barbara,719 Paseo Nuevo,Santa Barbara,CA,93101,california-pizza-kitchen-santa-barbara,34.418802,-119.700585,(805) 962-4648,-8.0
29489.0,California Pizza Kitchen Monterey,1100 Del Monte Center,Monterey,CA,93940,california-pizza-kitchen-monterey,36.584952,-121.898774,(831) 375-4975,-8.0
29488.0,California Pizza Kitchen Ventura,"3301 E. Main St., Ste. 1150",Ventura,CA,93003,california-pizza-kitchen-ventura,34.26713,-119.24868,(805) 639-5060,-8.0
29486.0,California Pizza Kitchen The Lakes at Thousand Oaks,"2200 E. Thousand Oaks Blvd, Ste 10",Thousand Oaks,CA,91362,california-pizza-kitchen-lakes-at-thousand-oaks,34.1739881,-118.846385,(805) 777-1778,-8.0
29612.0,California Pizza Kitchen Albuquerque Uptown,"2241 Q Street NE, Suite 7G",Albuquerque,NM,87110,california-pizza-kitchen-albuquerque-uptown,35.10291,-106.56754,(505) 883-3005,-7.0
29521.0,California Pizza Kitchen Palm Desert,73080 El Paseo Ste. 8,Palm Desert,CA,92260,california-pizza-kitchen-palm-desert,33.71989,-116.3896,(760) 776-5036,-8.0
29601.0,California Pizza Kitchen Creve Coeur,10590 Old Olive Street,Creve Coeur,MO,63141,california-pizza-kitchen-creve-coeur,38.6739681,-90.4128454,(314) 567-7835,-6.0
29603.0,California Pizza Kitchen West County Mall,"109 W. County Ctr., Space 2055",Des Peres,MO,63131,california-pizza-kitchen-west-county-mall,38.60193,-90.44656,(314) 909-0333,-6.0
29613.0,California Pizza Kitchen Fashion Show Mall,3200 Las Vegas Blvd,Las Vegas,NV,89109,california-pizza-kitchen-fashion-show-mall,36.1280005,-115.1743902,(702) 893-1370,-8.0
29614.0,California Pizza Kitchen Summerlin,10945 Oval Park Drive,Las Vegas,NV,89135,california-pizza-kitchen-summerlin,36.151547,-115.331923,(702) 978-5759,-8.0
29616.0,California Pizza Kitchen Town Square,"6659 Las Vegas Blvd South, Bldg C1, STE 100",Las Vegas,NV,89119,california-pizza-kitchen-turnberry-town-square,36.0681543,-115.174899,(702) 896-5154,-8.0
29470.0,California Pizza Kitchen Scottsdale,10100 Scottsdale Rd.,Scottsdale,AZ,85253,california-pizza-kitchen-scottsdale,33.5780787,-111.9269931,(480) 596-8300,-7.0
29653.0,California Pizza Kitchen Virginia Beach,"Town Center of Virginia Beach, 200 Central Park Ave.",Virginia Beach,VA,23462,california-pizza-kitchen-virginia-beach,36.8424,-76.13358,(757) 456-2630,-5.0
29648.0,California Pizza Kitchen Fairfax Corner,"4200 Fairfax Corner West Ave.,Bldg H, 1st Floor",Fairfax,VA,22030,california-pizza-kitchen-fairfax-corner,38.85844,-77.35717,(703) 222-8097,-5.0
29650.0,California Pizza Kitchen Tysons Corner,7939 L. Tysons Corner,McLean,VA,22102,california-pizza-kitchen-tysons-corner,38.9174935,-77.2210966,(703) 761-1473,-5.0
29649.0,California Pizza Kitchen Pentagon,"1201 So. Hayes St., Ste F",Arlington,VA,22202,california-pizza-kitchen-pentagon,38.86210995209461,-77.05922687119529,(703) 412-4900,-5.0
29591.0,California Pizza Kitchen Bethesda,7101 Democracy Blvd.,Bethesda,MD,20817,california-pizza-kitchen-bethesda,39.02363,-77.14509,(301) 469-5090,-5.0
29592.0,California Pizza Kitchen Gaithersburg,136 Boardwalk Place,Gaithersburg,MD,20878,california-pizza-kitchen-gaithersburg,39.1172485,-77.1986019,(301) 330-0681,-5.0
29590.0,California Pizza Kitchen Annapolis,1870 Annapolis Mall,Annapolis,MD,21401,california-pizza-kitchen-annapolis,38.990395,-76.54273,(410) 573-2060,-5.0
29652.0,California Pizza Kitchen Short Pump,"11800 W. Broad St., # 1104",Richmond,VA,23233,california-pizza-kitchen-short-pump,37.65657,-77.61891,(804) 364-9047,-5.0
29593.0,California Pizza Kitchen Hunt Valley Town Center,"118 Shawan Road, Suite FF",Hunt Valley,MD,21030,california-pizza-kitchen-hunt-valley-town-center,39.49896,-76.654829,(410) 785-3336,-5.0
29605.0,California Pizza Kitchen Southpoint,"6910 Fayetteville Road, Suite 154",Durham,NC,27713,california-pizza-kitchen-southpoint,35.9045455707733,-78.94266283726346,(919) 361-4200,-5.0
29541.0,California Pizza Kitchen Park Meadows,8343 S. Park Meadow Center Dr.,Littleton,CO,80124,california-pizza-kitchen-park-meadows,39.5643769,-104.8732369,(720) 873-0400,-7.0
29540.0,California Pizza Kitchen Cherry Creek,3000 E. First Ave. suite 185,Denver,CO,80206,california-pizza-kitchen-cherry-creek,39.71746155928157,-104.95283077070296,(303) 388-5686,-7.0
29558.0,California Pizza Kitchen Sawgrass Mills Mall,2610  Sawgrass Mills Circle #1429B,Sunrise,FL,33323,california-pizza-kitchen-sawgrass-mills-mall,26.15353,-80.32194,(954) 465-2041,-5.0
29551.0,California Pizza Kitchen Ft. Lauderdale,2301 N. Federal Hwy.,Ft. Lauderdale,FL,33305,california-pizza-kitchen-ft-lauderdale,26.1559461,-80.1184427,(954) 565-1196,-5.0
29548.0,California Pizza Kitchen Boca Raton,6000 Glades Rd. #1230,Boca Raton,FL,33431,california-pizza-kitchen-boca-raton,26.363491,-80.13114,(561) 368-2805,-5.0
29560.0,California Pizza Kitchen Wellington Green,"10300 W. Forest Hill Bl., #197",Wellington,FL,33414,california-pizza-kitchen-wellinton-green,26.64709,-80.20934,(561) 793-1601,-5.0
29556.0,California Pizza Kitchen Palm Beach Gardens,"3101 PGA Blvd., L-213",Palm Beach Gardens,FL,33410,california-pizza-kitchen-palm-beach-gardens,26.84902,-80.08555,(561) 625-4682,-5.0
29657.0,California Pizza Kitchen Bayshore Town Ctr,"5665 North Centerpark Way, Unit N-141",Glendale,WI,53209,california-pizza-kitchen-bayshore-town-ctr,43.1203236,-87.9152936,(414) 967-8088,-6.0
29552.0,California Pizza Kitchen International Plaza,"2223 NW Shore Blvd, Space 189",Tampa,FL,33607,california-pizza-kitchen-international-plaza,27.9645,-82.52147,(813) 353-8155,-5.0
38538.0,California Pizza Kitchen Sarasota,192 N Cattlemen Rd Unit 1,Sarasota,FL,34243,california-pizza-kitchen-sarasota,27.3857798113755,-82.4555791243383,(941) 203-6966,-5.0
29553.0,California Pizza Kitchen Millenia Mall,"4200 Conroy Rd., Sp. #1590",Orlando,FL,32839,california-pizza-kitchen-millenia-mall,28.4889021,-81.4114142,(407) 248-7887,-5.0
29545.0,California Pizza Kitchen WestFarms,"3 Westfarms Mall, Space #E-125",Farmington,CT,06032,california-pizza-kitchen-westfarms,41.7234946,-72.7640065,(860) 561-1027,-5.0
29626.0,California Pizza Kitchen Bridgeport,"7315 SW Bridgeport Rd, Blg R2, Sp 102",Tigard,OR,97224,california-pizza-kitchen-bridgeport,45.39722,-122.75132,(503) 968-0504,-8.0
29630.0,California Pizza Kitchen Plymouth Meeting Mall,514 W. Germantown Pike,Plymouth Meeting,PA,19462,california-pizza-kitchen-plymouth-meeting-mall,40.11732,-75.28231,(610) 828-8232,-5.0
29629.0,California Pizza Kitchen King of Prussia,470 Mall Blvd.,King of Prussia,PA,19406,california-pizza-kitchen-king-prussia,40.08944,-75.38478,(610) 337-1500,-5.0
29594.0,California Pizza Kitchen Briarwood,870 Briarwood Circle,Ann Arbor,MI,48108,california-pizza-kitchen-briarwood,42.240712,-83.74483,(734) 222-6320,-5.0
29599.0,California Pizza Kitchen Twelve Oaks,27500 Novi Road,Novi,MI,48377,california-pizza-kitchen-twelve-oaks,42.492672,-83.468172,(248) 449-3280,-5.0
29598.0,California Pizza Kitchen Somerset,"2800 W. Big Beaver Road, Space N-126",Troy,MI,48084,california-pizza-kitchen-somerset,42.56314,-83.18394,(248) 816-0900,-5.0
29597.0,California Pizza Kitchen Partridge Creek,"17350 Hall Road, Space R-101",Clinton Township,MI,48038,california-pizza-kitchen-partridge-creek,42.62593,-82.948074,(586) 263-5667,-5.0
29559.0,California Pizza Kitchen Waterford Lakes,695 N. Alafaya Trail,Orlando,FL,32828,california-pizza-kitchen-waterford-lakes,28.55447,-81.20413,(407) 384-5689,-5.0
29588.0,California Pizza Kitchen Prudential,"800 Boylston St., #155",Boston,MA,02199,california-pizza-kitchen-prudential,42.34731,-71.08017,(617) 247-0888,-5.0
29587.0,California Pizza Kitchen Natick,"1245 Worcester Road, Ste. 1092",Natick,MA,01760,california-pizza-kitchen-natick,42.30013,-71.38542,(508) 651-1506,-5.0
29543.0,California Pizza Kitchen Foxwoods Casino,39 Norwich Westerly Rd,Mashantucket,CT,06338,california-pizza-kitchen-foxwoods-casino,41.4758112,-71.9626466,(860) 859-2912,-5.0
29625.0,California Pizza Kitchen Polaris,1500 Polaris Pkwy.,Columbus,OH,43240,california-pizza-kitchen-polaris,40.1445649166709,-82.9831154668431,(614) 985-6304,-5.0
29547.0,California Pizza Kitchen Jacksonville,"4712 River City Drive, Suite #105",Jacksonville,FL,32246,california-pizza-kitchen-jacksonville,30.25785,-81.52575,(904) 421-0179,-5.0
29584.0,California Pizza Kitchen Perkins Rowe,"10001 Perkins Rowe, Suite 110",Baton Rouge,LA,70810,california-pizza-kitchen-perkins-rowe,30.3797337,-91.0949915,(225) 766-3840,-6.0
29583.0,California Pizza Kitchen Oxmoor,"7900 Shelbyville Rd., Ste. E17",Louisville,KY,40222,california-pizza-kitchen-oxmoor,38.24778,-85.61064,(502) 425-5125,-5.0
29550.0,California Pizza Kitchen Coconut Point,"23181 Village Shops Way, STE 113",Estero,FL,33928,california-pizza-kitchen-coconut-point,26.4006375,-81.8082169,(239) 498-7667,-5.0
29555.0,California Pizza Kitchen Naples,"5555 Tamiami Trail North, Space#G-16",Naples,FL,34108,california-pizza-kitchen-naples,26.2132065,-81.801861,(239) 566-1900,-5.0
