Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
1490,LAD,2012-09-29,,COL,W 3-0,35,31,3,10,7,1,0,2,3,2,0,3,6,.323,.382,.548,.931,17,2,0,1,0,1
1491,LAD,2012-09-28,,COL,W 8-0,38,34,8,12,7,3,0,2,7,0,0,2,7,.353,.405,.618,1.023,21,1,1,1,0,0
1492,LAD,2012-09-27,@,SDP,W 8-4,46,42,8,14,10,4,0,0,7,1,0,2,9,.333,.391,.429,.820,18,0,2,0,0,1
1493,LAD,2012-09-26,@,SDP,W 8-2,41,40,8,14,10,2,0,2,8,0,0,1,5,.350,.366,.550,.916,22,2,0,0,0,0
1494,LAD,2012-09-25,@,SDP,L 1-2,39,34,1,10,9,1,0,0,1,1,0,3,7,.294,.368,.324,.692,11,0,1,1,0,0
1495,LAD,2012-09-23,@,CIN,W 5-3,37,33,5,8,4,2,0,2,5,0,0,3,8,.242,.306,.485,.790,16,1,0,1,0,0
1496,LAD,2012-09-22,@,CIN,L 0-6,32,31,0,6,6,0,0,0,0,0,0,1,7,.194,.219,.194,.412,6,2,0,0,0,0
1497,LAD,2012-09-21,@,CIN,W 3-1 (10),40,35,3,7,7,0,0,0,3,1,0,1,6,.200,.263,.200,.463,7,1,2,2,0,0
1498,LAD,2012-09-20,@,WSN,L 1-4,32,31,1,4,3,0,0,1,1,0,0,1,10,.129,.156,.226,.382,7,1,0,0,0,0
1499,LAD,2012-09-19 (2),@,WSN,W 7-6,43,39,7,13,10,2,0,1,6,1,0,2,6,.333,.381,.462,.842,18,0,1,1,0,0
1500,LAD,2012-09-19 (1),@,WSN,L 1-3,39,35,1,9,5,4,0,0,1,2,0,3,8,.257,.333,.371,.705,13,1,1,0,0,0
1501,LAD,2012-09-16,,STL,L 2-5 (12),47,39,2,7,5,1,0,1,2,0,2,6,10,.179,.289,.282,.571,11,0,0,2,0,2
1502,LAD,2012-09-15,,STL,W 4-3,35,34,4,6,3,2,0,1,4,3,0,1,9,.176,.200,.324,.524,11,0,0,0,0,0
1503,LAD,2012-09-14,,STL,W 8-5,35,31,8,9,5,2,0,2,8,0,0,3,5,.290,.371,.548,.920,17,1,1,0,0,0
1504,LAD,2012-09-13,,STL,L 1-2,33,31,1,6,4,2,0,0,1,0,2,2,8,.194,.242,.258,.500,8,1,0,0,0,0
1505,LAD,2012-09-12,@,ARI,L 2-3,32,30,2,4,3,1,0,0,2,0,0,0,8,.133,.161,.167,.328,5,0,1,1,0,0
1506,LAD,2012-09-11,@,ARI,L 0-1,30,30,0,5,2,3,0,0,0,0,0,0,8,.167,.167,.267,.433,8,2,0,0,0,0
1507,LAD,2012-09-09,@,SFG,L 0-4,36,31,0,5,4,1,0,0,0,0,0,4,8,.161,.257,.194,.451,6,0,0,1,0,0
1508,LAD,2012-09-08,@,SFG,W 3-2,33,28,3,8,4,3,1,0,2,0,3,3,5,.286,.344,.464,.808,13,2,0,1,1,0
1509,LAD,2012-09-07,@,SFG,L 2-5,40,33,2,6,5,0,0,1,2,1,0,7,9,.182,.325,.273,.598,9,0,0,0,0,0
1510,LAD,2012-09-05,,SDP,L 3-4,39,36,3,10,10,0,0,0,3,0,0,2,5,.278,.333,.278,.611,10,1,1,0,0,1
1511,LAD,2012-09-04,,SDP,L 3-6 (11),45,38,3,10,6,3,0,1,3,1,0,3,6,.263,.310,.421,.731,16,0,0,3,1,0
1512,LAD,2012-09-03,,SDP,W 4-3 (11),44,42,4,11,9,0,0,2,4,0,0,1,13,.262,.279,.405,.684,17,0,0,1,0,0
1513,LAD,2012-09-02,,ARI,W 5-4,39,35,5,11,6,4,0,1,5,0,0,4,4,.314,.385,.514,.899,18,1,0,0,0,0
1514,LAD,2012-09-01,,ARI,W 2-1,31,29,2,6,4,0,0,2,2,1,0,2,8,.207,.258,.414,.672,12,0,0,0,0,0
1515,LAD,2012-08-31,,ARI,L 3-4 (11),44,38,3,6,6,0,0,0,3,1,0,5,12,.158,.273,.158,.431,6,1,1,0,0,0
1516,LAD,2012-08-30,,ARI,L 0-2,34,31,0,5,5,0,0,0,0,0,0,2,8,.161,.235,.161,.397,5,1,1,0,0,0
1517,LAD,2012-08-29,@,COL,W 10-8,43,39,10,12,9,1,0,2,10,0,0,3,8,.308,.357,.487,.844,19,0,0,1,0,0
1518,LAD,2012-08-28,@,COL,L 4-8,36,30,4,7,4,2,0,1,3,1,0,4,6,.233,.306,.400,.706,12,1,0,0,2,1
1519,LAD,2012-08-27,@,COL,L 0-10,34,30,0,4,1,2,1,0,0,1,0,3,8,.133,.235,.267,.502,8,1,1,0,0,0
1520,LAD,2012-08-26,,MIA,L 2-6,45,37,2,11,11,0,0,0,2,3,0,6,7,.297,.422,.297,.720,11,0,2,0,0,0
1521,LAD,2012-08-25,,MIA,W 8-2,41,37,8,16,9,4,0,3,8,0,0,3,8,.432,.475,.784,1.259,29,1,0,1,0,0
1522,LAD,2012-08-24,,MIA,W 11-4,38,34,11,13,9,1,0,3,8,0,0,3,10,.382,.432,.676,1.109,23,2,0,1,0,1
1523,LAD,2012-08-22,,SFG,L 4-8,39,37,4,12,7,5,0,0,4,0,0,1,8,.324,.342,.459,.802,17,1,0,1,0,0
1524,LAD,2012-08-21,,SFG,L 1-4,31,29,1,6,5,1,0,0,1,0,0,1,6,.207,.226,.241,.467,7,2,0,0,1,0
1525,LAD,2012-08-20,,SFG,L 1-2,32,31,1,5,4,0,0,1,1,2,2,0,11,.161,.188,.258,.446,8,0,1,0,0,0
1526,LAD,2012-08-19,@,ATL,W 5-0,40,36,5,10,7,2,0,1,5,0,0,3,3,.278,.333,.417,.750,15,1,0,1,0,0
1527,LAD,2012-08-18,@,ATL,W 6-2,34,31,6,4,0,0,0,4,6,1,0,3,3,.129,.206,.516,.722,16,0,0,0,0,0
1528,LAD,2012-08-17,@,ATL,L 3-4 (11),44,38,3,9,4,4,0,1,3,0,1,4,7,.237,.310,.421,.731,16,1,0,2,0,1
1529,LAD,2012-08-16,@,PIT,L 6-10,39,36,6,8,5,1,0,2,5,1,0,1,7,.222,.282,.417,.699,15,0,2,0,0,0
1530,LAD,2012-08-15,@,PIT,W 9-3,44,39,9,15,11,4,0,0,9,0,0,1,2,.385,.386,.487,.874,19,0,1,0,3,0
1531,LAD,2012-08-14,@,PIT,W 11-0,43,39,11,13,12,1,0,0,11,0,0,2,3,.333,.357,.359,.716,14,0,0,1,1,0
1532,LAD,2012-08-13,@,PIT,W 5-4,39,33,5,9,4,4,0,1,5,0,0,3,7,.273,.351,.485,.836,16,0,1,2,0,0
1533,LAD,2012-08-12,@,MIA,W 5-0,40,38,5,12,9,3,0,0,5,0,0,1,7,.316,.325,.395,.720,15,0,0,0,1,0
1534,LAD,2012-08-11,@,MIA,L 3-7,40,37,3,11,9,2,0,0,3,2,0,1,3,.297,.333,.351,.685,13,2,1,1,0,0
1535,LAD,2012-08-10,@,MIA,W 5-2,40,36,5,11,8,2,0,1,5,0,0,3,7,.306,.359,.444,.803,16,1,0,1,0,1
1536,LAD,2012-08-08,,COL,W 6-4,37,31,6,9,8,0,0,1,6,1,0,4,3,.290,.389,.387,.776,12,1,1,1,0,0
1537,LAD,2012-08-07,,COL,L 1-3,37,31,1,4,3,1,0,0,1,2,0,6,5,.129,.270,.161,.432,5,0,0,0,0,1
1538,LAD,2012-08-06,,COL,L 0-2,37,31,0,5,5,0,0,0,0,0,0,4,10,.161,.297,.161,.459,5,1,2,0,0,0
1539,LAD,2012-08-05,,CHC,W 7-6,41,33,7,9,7,2,0,0,7,1,0,6,7,.273,.400,.333,.733,11,0,1,1,0,1
1540,LAD,2012-08-04,,CHC,W 3-1,33,31,3,8,6,1,0,1,3,0,0,2,3,.258,.303,.387,.690,12,1,0,0,0,1
1541,LAD,2012-08-03,,CHC,W 6-1,33,33,6,10,5,3,0,2,6,1,0,0,5,.303,.303,.576,.879,19,1,0,0,0,0
1542,LAD,2012-08-01,,ARI,L 0-4,32,29,0,2,2,0,0,0,0,0,0,2,8,.069,.156,.069,.225,2,1,1,0,0,0
1543,LAD,2012-07-31,,ARI,L 2-8,33,32,2,5,3,1,0,1,2,0,0,1,8,.156,.182,.281,.463,9,0,0,0,0,0
1544,LAD,2012-07-30,,ARI,L 2-7,36,32,2,8,6,2,0,0,2,2,0,3,7,.250,.314,.313,.627,10,2,0,1,0,0
1545,LAD,2012-07-29,@,SFG,W 4-0,42,38,4,12,9,3,0,0,4,0,1,4,8,.316,.381,.395,.776,15,1,0,0,0,1
1546,LAD,2012-07-28,@,SFG,W 10-0,41,38,10,13,5,6,0,2,10,0,1,2,6,.342,.366,.658,1.024,25,1,0,0,1,0
1547,LAD,2012-07-27,@,SFG,W 5-3 (10),43,40,5,12,7,4,0,1,5,1,0,2,4,.300,.333,.475,.808,19,1,0,1,0,1
1548,LAD,2012-07-26,@,STL,L 4-7,36,33,4,8,8,0,0,0,3,2,0,2,11,.242,.278,.242,.520,8,1,0,0,1,0
1549,LAD,2012-07-25,@,STL,L 2-3 (12),44,42,2,8,4,3,1,0,2,0,0,1,9,.190,.205,.310,.514,13,1,0,0,1,0
1550,LAD,2012-07-24,@,STL,L 2-8,35,33,2,7,5,2,0,0,2,0,0,1,8,.212,.257,.273,.530,9,3,1,0,0,0
1551,LAD,2012-07-23,@,STL,W 5-3,36,33,5,7,4,2,0,1,5,0,1,3,4,.212,.278,.364,.641,12,1,0,0,0,0
1552,LAD,2012-07-22,@,NYM,W 8-3 (12),54,48,8,14,12,1,0,1,8,0,0,4,5,.292,.346,.375,.721,18,1,0,2,0,2
1553,LAD,2012-07-21,@,NYM,W 8-5,43,37,8,11,7,2,1,1,8,0,1,6,8,.297,.395,.486,.882,18,0,0,0,0,0
1554,LAD,2012-07-20,@,NYM,W 7-6,41,37,7,10,6,2,0,2,7,2,0,4,10,.270,.341,.486,.828,18,0,0,0,0,0
1555,LAD,2012-07-18,,PHI,W 5-3 (12),48,43,5,10,6,2,0,2,5,1,0,4,10,.233,.298,.419,.716,18,0,0,1,0,2
1556,LAD,2012-07-17,,PHI,L 2-3,34,33,2,7,6,1,0,0,2,0,0,0,9,.212,.235,.242,.478,8,1,1,0,0,0
1557,LAD,2012-07-16,,PHI,L 2-3,34,34,2,7,6,1,0,0,0,1,0,0,8,.206,.206,.235,.441,8,1,0,0,0,0
1558,LAD,2012-07-15,,SDP,L 2-7,37,34,2,7,5,2,0,0,2,1,0,3,6,.206,.270,.265,.535,9,1,0,0,0,2
1559,LAD,2012-07-14,,SDP,L 6-7,44,38,6,10,8,1,0,1,5,2,0,6,11,.263,.364,.368,.732,14,0,0,0,0,1
1560,LAD,2012-07-13,,SDP,W 2-1,30,29,2,6,3,2,0,1,2,0,0,0,2,.207,.233,.379,.613,11,1,1,0,0,0
1561,LAD,2012-07-08,@,ARI,L 1-7,35,31,1,5,3,2,0,0,1,0,0,3,8,.161,.229,.226,.454,7,0,0,0,1,0
1562,LAD,2012-07-07,@,ARI,L 3-5,35,32,3,7,4,1,0,2,3,0,0,3,9,.219,.286,.438,.723,14,2,0,0,0,0
1563,LAD,2012-07-06,@,ARI,L 3-5,42,38,3,13,9,3,0,1,3,1,0,3,9,.342,.390,.500,.890,19,1,0,1,0,0
1564,LAD,2012-07-05,@,ARI,W 4-1,38,34,4,9,5,2,0,2,4,0,0,4,6,.265,.342,.500,.842,17,2,0,0,0,0
1565,LAD,2012-07-04,,CIN,W 4-1,33,28,4,6,4,2,0,0,3,2,1,3,6,.214,.303,.286,.589,8,0,1,0,1,1
1566,LAD,2012-07-03,,CIN,W 3-1,32,30,3,7,6,1,0,0,2,1,0,1,8,.233,.258,.267,.525,8,0,0,1,0,0
1567,LAD,2012-07-02,,CIN,L 2-8,33,30,2,6,5,0,0,1,2,0,0,1,9,.200,.219,.300,.519,9,0,0,1,1,0
1568,LAD,2012-07-01,,NYM,W 8-3,38,30,8,7,3,4,0,0,6,3,0,5,5,.233,.324,.367,.691,11,1,0,1,2,0
1569,LAD,2012-06-30,,NYM,L 0-5,31,29,0,3,3,0,0,0,0,1,0,2,3,.103,.161,.103,.265,3,1,0,0,0,0
1570,LAD,2012-06-29,,NYM,L 0-9,32,30,0,4,3,1,0,0,0,0,0,1,10,.133,.188,.167,.354,5,1,1,0,0,0
1571,LAD,2012-06-28,,NYM,L 2-3,34,32,2,7,5,1,1,0,2,0,0,1,7,.219,.242,.313,.555,10,1,0,1,0,1
1572,LAD,2012-06-27,@,SFG,L 0-3,32,30,0,4,3,1,0,0,0,0,0,2,9,.133,.188,.167,.354,5,1,0,0,0,0
1573,LAD,2012-06-26,@,SFG,L 0-2,34,32,0,7,6,1,0,0,0,0,1,2,5,.219,.265,.250,.515,8,1,0,0,0,0
1574,LAD,2012-06-25,@,SFG,L 0-8,36,31,0,5,4,1,0,0,0,1,0,4,6,.161,.278,.194,.471,6,1,1,0,0,0
1575,LAD,2012-06-24,@,LAA,L 3-5,37,32,3,10,7,3,0,0,3,1,1,3,8,.313,.361,.406,.767,13,2,0,1,1,0
1576,LAD,2012-06-23,@,LAA,W 3-1,32,32,3,4,3,0,1,0,1,1,0,0,11,.125,.125,.188,.313,6,1,0,0,0,0
1577,LAD,2012-06-22,@,LAA,L 5-8,41,37,5,12,11,0,0,1,5,1,0,4,6,.324,.390,.405,.796,15,2,0,0,0,0
1578,LAD,2012-06-21,@,OAK,L 1-4,29,28,1,3,1,2,0,0,1,0,1,1,7,.107,.138,.179,.317,5,0,0,0,0,0
1579,LAD,2012-06-20,@,OAK,L 1-4,32,31,1,3,2,1,0,0,1,0,0,1,2,.097,.125,.129,.254,4,0,0,0,0,0
1580,LAD,2012-06-19,@,OAK,L 0-3,32,29,0,2,2,0,0,0,0,0,0,3,7,.069,.156,.069,.225,2,1,0,0,0,0
1581,LAD,2012-06-17,,CHW,W 2-1 (10),37,33,2,9,7,1,1,0,2,0,1,2,7,.273,.306,.364,.669,12,1,0,1,1,2
1582,LAD,2012-06-16,,CHW,L 4-5,38,33,4,9,9,0,0,0,4,1,1,4,9,.273,.342,.273,.615,9,1,0,0,1,0
1583,LAD,2012-06-15,,CHW,W 7-6,39,33,7,10,7,3,0,0,6,1,0,5,9,.303,.395,.394,.789,13,0,0,1,0,0
1584,LAD,2012-06-13,,LAA,L 1-2,37,30,1,5,4,1,0,0,1,0,0,7,5,.167,.324,.200,.524,6,2,0,0,0,0
1585,LAD,2012-06-12,,LAA,W 5-2,32,29,5,6,5,0,0,1,5,3,1,3,7,.207,.281,.310,.592,9,1,0,0,0,0
1586,LAD,2012-06-11,,LAA,L 2-3,37,29,2,6,4,2,0,0,1,2,0,7,7,.207,.378,.276,.654,8,2,1,0,0,0
1587,LAD,2012-06-10,@,SEA,W 8-2,40,35,8,11,8,2,0,1,8,0,1,5,6,.314,.400,.457,.857,16,2,0,0,0,0
1588,LAD,2012-06-09,@,SEA,W 8-3,40,37,8,14,11,2,0,1,8,4,1,2,5,.378,.400,.514,.914,19,3,0,0,1,1
1589,LAD,2012-06-08,@,SEA,L 0-1,30,26,0,0,0,0,0,0,0,0,0,3,9,.000,.103,.000,.103,0,1,0,1,0,0
1590,LAD,2012-06-07,@,PHI,W 8-3,42,39,8,12,11,1,0,0,8,0,1,2,7,.308,.333,.333,.667,13,0,0,0,1,0
1591,LAD,2012-06-06,@,PHI,W 6-5,43,35,6,7,4,2,1,0,5,0,1,7,12,.200,.349,.314,.663,11,0,1,0,0,1
1592,LAD,2012-06-05,@,PHI,W 2-1,33,32,2,6,4,2,0,0,2,0,0,1,12,.188,.212,.250,.462,8,0,0,0,0,0
1593,LAD,2012-06-04,@,PHI,W 4-3,41,34,4,9,7,1,1,0,4,2,1,3,12,.265,.359,.353,.712,12,0,2,2,0,0
1594,LAD,2012-06-03,@,COL,L 2-3,35,30,2,3,2,0,0,1,2,1,0,5,2,.100,.229,.200,.429,6,0,0,0,0,0
1595,LAD,2012-06-02,@,COL,W 6-2,43,37,6,10,6,3,0,1,6,1,0,5,8,.270,.357,.432,.790,16,0,0,1,0,0
1596,LAD,2012-06-01,@,COL,L 3-13,39,34,3,10,5,4,1,0,3,3,0,4,9,.294,.359,.471,.830,16,2,0,0,1,0
1597,LAD,2012-05-31,,MIL,L 2-6,40,37,2,13,12,1,0,0,2,1,0,2,7,.351,.400,.378,.778,14,3,1,0,0,0
1598,LAD,2012-05-30,,MIL,L 3-6,37,33,3,10,9,1,0,0,3,0,0,4,11,.303,.378,.333,.712,11,4,0,0,0,0
1599,LAD,2012-05-29,,MIL,L 1-2,33,32,1,6,3,3,0,0,1,0,0,0,4,.188,.212,.281,.493,9,1,1,0,0,0
1600,LAD,2012-05-28,,MIL,L 2-3,38,34,2,8,7,1,0,0,2,2,0,3,12,.235,.297,.265,.562,9,0,0,1,0,0
1601,LAD,2012-05-27,,HOU,W 5-1,41,34,5,12,10,1,0,1,5,4,0,5,11,.353,.436,.471,.906,16,2,0,2,0,1
1602,LAD,2012-05-26,,HOU,W 6-3,43,36,6,12,9,2,0,1,6,0,0,5,6,.333,.429,.472,.901,17,0,1,1,0,1
1603,LAD,2012-05-25,,HOU,L 1-3,38,33,1,7,7,0,0,0,1,0,0,5,3,.212,.316,.212,.528,7,1,0,0,0,0
1604,LAD,2012-05-23,@,ARI,L 4-11,36,34,4,8,5,2,0,1,4,0,0,2,9,.235,.278,.382,.660,13,1,0,0,0,0
1605,LAD,2012-05-22,@,ARI,W 8-7,42,35,8,12,10,2,0,0,8,0,2,5,9,.343,.405,.400,.805,14,2,0,0,2,0
1606,LAD,2012-05-21,@,ARI,W 6-1,42,38,6,11,7,0,1,3,6,0,0,3,8,.289,.341,.579,.920,22,0,0,1,0,0
1607,LAD,2012-05-20,,STL,W 6-5,37,35,6,14,12,0,1,1,5,0,1,2,7,.400,.432,.543,.975,19,2,0,0,0,0
1608,LAD,2012-05-19,,STL,W 6-0,36,34,6,9,3,5,0,1,4,0,0,2,6,.265,.306,.500,.806,17,0,0,0,0,0
1609,LAD,2012-05-18,,STL,W 6-5,43,36,6,13,9,3,1,0,6,0,0,6,8,.361,.452,.500,.952,18,1,0,1,0,1
1610,LAD,2012-05-17,@,SDP,W 8-1,44,38,8,13,8,4,1,0,8,0,0,4,11,.342,.395,.500,.895,19,0,0,1,1,1
1611,LAD,2012-05-16,@,SDP,L 2-4,32,31,2,5,2,3,0,0,2,0,1,0,9,.161,.156,.258,.414,8,0,0,0,1,0
1612,LAD,2012-05-15,,ARI,L 1-5,37,35,1,10,8,1,0,1,1,0,0,1,7,.286,.324,.400,.724,14,2,1,0,0,0
1613,LAD,2012-05-14,,ARI,W 3-1,33,30,3,7,6,0,0,1,3,0,0,2,8,.233,.273,.333,.606,10,0,0,0,1,0
1614,LAD,2012-05-13,,COL,W 11-5,42,30,11,8,2,5,0,1,11,1,0,10,6,.267,.450,.533,.983,16,0,0,2,0,1
1615,LAD,2012-05-12,,COL,W 2-1,29,28,2,7,6,1,0,0,2,0,0,0,9,.250,.250,.286,.536,8,1,0,1,0,0
1616,LAD,2012-05-11,,COL,W 7-3,37,33,7,11,6,2,0,3,7,0,0,3,10,.333,.389,.667,1.056,22,0,0,1,0,1
1617,LAD,2012-05-09,,SFG,W 6-2,39,35,6,13,8,3,2,0,6,0,0,3,9,.371,.421,.571,.992,20,1,0,1,0,0
1618,LAD,2012-05-08,,SFG,L 1-2,34,30,1,8,6,2,0,0,1,0,0,3,1,.267,.333,.333,.667,10,4,0,1,0,2
1619,LAD,2012-05-07,,SFG,W 9-1,43,37,9,13,9,4,0,0,7,0,1,5,3,.351,.429,.459,.888,17,0,0,1,0,1
1620,LAD,2012-05-06,@,CHC,L 3-4 (11),41,38,3,6,5,0,0,1,3,1,1,3,6,.158,.220,.237,.456,9,1,0,0,0,0
1621,LAD,2012-05-05,@,CHC,W 5-1,38,31,5,6,3,3,0,0,5,1,0,4,4,.194,.270,.290,.561,9,0,0,1,2,1
1622,LAD,2012-05-04,@,CHC,L 4-5,36,31,4,6,2,1,2,1,4,2,0,2,5,.194,.278,.452,.729,14,1,2,0,1,0
1623,LAD,2012-05-02,@,COL,L 5-8,42,34,5,9,7,2,0,0,5,0,0,6,9,.265,.375,.324,.699,11,0,0,2,0,3
1624,LAD,2012-05-01,@,COL,W 7-6,43,38,7,14,9,2,0,3,7,1,1,5,6,.368,.442,.658,1.100,25,2,0,0,0,0
1625,LAD,2012-04-30,@,COL,L 2-6,39,35,2,9,7,1,0,1,2,0,0,4,9,.257,.333,.371,.705,13,1,0,0,0,0
1626,LAD,2012-04-29,,WSN,W 2-0,33,26,2,3,2,1,0,0,2,0,0,6,8,.115,.281,.154,.435,4,0,0,1,0,0
1627,LAD,2012-04-28,,WSN,W 4-3 (10),39,36,4,9,7,1,0,1,3,1,0,1,13,.250,.308,.361,.669,13,2,2,0,0,0
1628,LAD,2012-04-27,,WSN,W 3-2,34,29,3,7,5,1,0,1,3,0,0,4,5,.241,.333,.379,.713,11,0,0,1,0,0
1629,LAD,2012-04-25,,ATL,L 2-4,37,34,2,7,5,1,0,1,2,2,0,2,12,.206,.250,.324,.574,11,0,0,1,0,0
1630,LAD,2012-04-24,,ATL,L 3-4,36,34,3,10,9,0,0,1,2,0,0,2,5,.294,.333,.382,.716,13,1,0,0,0,0
1631,LAD,2012-04-23,,ATL,W 7-2,35,29,7,15,14,1,0,0,7,1,2,2,1,.517,.531,.552,1.083,16,2,0,3,1,1
1632,LAD,2012-04-22,@,HOU,L 0-12,34,31,0,6,5,1,0,0,0,1,0,3,7,.194,.265,.226,.491,7,2,0,0,0,0
1633,LAD,2012-04-21,@,HOU,W 5-1,36,31,5,8,4,2,0,2,5,0,1,5,7,.258,.361,.516,.877,16,3,0,0,0,0
1634,LAD,2012-04-20,@,HOU,W 3-1,38,33,3,9,6,2,0,1,3,0,0,4,5,.273,.351,.424,.776,14,1,0,1,0,0
1635,LAD,2012-04-19,@,MIL,W 4-3,39,33,4,9,5,2,1,1,4,0,2,4,4,.273,.359,.485,.844,16,0,1,0,1,0
1636,LAD,2012-04-18,@,MIL,L 2-3 (10),36,32,2,6,4,1,1,0,2,1,1,3,8,.188,.257,.281,.538,9,1,0,1,0,0
1637,LAD,2012-04-17,@,MIL,L 4-5,35,34,4,9,3,5,0,1,3,0,1,1,9,.265,.286,.500,.786,17,0,0,0,0,1
1638,LAD,2012-04-15,,SDP,W 5-4,46,33,5,11,8,2,0,1,5,2,1,9,7,.333,.477,.485,.962,16,1,1,2,1,2
1639,LAD,2012-04-14,,SDP,W 6-1,35,29,6,8,4,1,0,3,6,0,0,3,2,.276,.353,.621,.974,18,1,1,1,1,0
1640,LAD,2012-04-13,,SDP,W 9-8,41,30,9,6,3,2,0,1,9,1,1,10,6,.200,.400,.367,.767,11,1,0,1,0,0
1641,LAD,2012-04-12,,PIT,W 3-2,34,30,3,8,7,1,0,0,3,0,0,1,4,.267,.303,.300,.603,9,0,1,1,1,0
1642,LAD,2012-04-11,,PIT,W 4-1,38,36,4,12,10,2,0,0,4,1,0,2,6,.333,.368,.389,.757,14,0,0,0,0,1
1643,LAD,2012-04-10,,PIT,W 2-1,32,29,2,7,6,0,0,1,2,1,0,2,7,.241,.290,.345,.635,10,1,0,1,0,0
1644,LAD,2012-04-08,@,SDP,L 4-8,34,33,4,4,2,0,0,2,4,0,0,1,5,.121,.147,.303,.450,10,1,0,0,0,0
1645,LAD,2012-04-07,@,SDP,W 6-5 (11),47,39,6,9,4,4,0,1,6,3,0,6,7,.231,.326,.410,.736,16,1,0,1,1,1
1646,LAD,2012-04-06,@,SDP,W 6-0,38,34,6,10,7,2,1,0,6,1,1,3,9,.294,.351,.412,.763,14,1,0,1,0,0
1647,LAD,2012-04-05,@,SDP,W 5-3,39,33,5,7,4,2,0,1,5,0,1,5,10,.212,.333,.364,.697,12,0,1,0,0,0
1648,LAD,2011-09-28,@,ARI,W 7-5,40,37,7,12,7,2,1,2,7,1,1,1,3,.324,.350,.595,.945,22,0,1,0,1,0
1649,LAD,2011-09-27,@,ARI,L 6-7 (10),45,40,6,12,9,2,1,0,5,0,0,3,5,.300,.349,.400,.749,16,0,0,2,0,0
1650,LAD,2011-09-26,@,ARI,W 4-2,34,30,4,6,3,2,0,1,4,0,1,1,5,.200,.273,.367,.639,11,0,2,1,0,0
1651,LAD,2011-09-25,@,SDP,W 6-2,40,33,6,6,3,2,0,1,6,0,0,6,9,.182,.308,.333,.641,11,0,0,1,0,1
1652,LAD,2011-09-24,@,SDP,L 0-3,30,30,0,4,3,1,0,0,0,1,0,0,6,.133,.133,.167,.300,5,1,0,0,0,0
1653,LAD,2011-09-23,@,SDP,W 2-0,30,29,2,4,2,1,0,1,2,0,0,0,12,.138,.138,.276,.414,8,1,0,1,0,0
1654,LAD,2011-09-22,,SFG,W 8-2,40,35,8,13,8,3,0,2,8,0,1,5,3,.371,.450,.629,1.079,22,0,0,0,0,0
1655,LAD,2011-09-21,,SFG,L 5-8,42,38,5,13,12,0,0,1,5,1,0,2,9,.342,.390,.421,.811,16,1,1,1,0,0
1656,LAD,2011-09-20,,SFG,W 2-1,34,30,2,8,6,1,0,1,2,1,1,3,6,.267,.333,.400,.733,12,0,0,1,0,0
1657,LAD,2011-09-18,,PIT,W 15-1,53,45,15,23,17,3,1,2,15,0,0,7,8,.511,.577,.756,1.332,34,1,0,1,0,0
1658,LAD,2011-09-17,,PIT,W 6-1,41,35,6,12,8,2,0,2,6,1,1,5,5,.343,.425,.571,.996,20,0,0,1,0,0
1659,LAD,2011-09-16,,PIT,W 7-2,36,33,7,10,7,2,0,1,7,3,1,3,2,.303,.361,.455,.816,15,0,0,0,0,0
1660,LAD,2011-09-15,,PIT,L 2-6,36,32,2,6,4,1,0,1,2,1,1,2,8,.188,.278,.313,.590,10,0,2,0,0,0
1661,LAD,2011-09-14,,ARI,W 3-2,34,28,3,6,6,0,0,0,3,1,1,5,5,.214,.333,.214,.548,6,0,0,1,0,0
1662,LAD,2011-09-13,,ARI,L 4-5 (10),41,36,4,8,5,3,0,0,4,0,0,3,8,.222,.275,.306,.581,11,0,0,1,1,0
1663,LAD,2011-09-12,,ARI,L 2-7,37,34,2,6,5,0,0,1,2,0,0,2,5,.176,.243,.265,.508,9,0,1,0,0,0
1664,LAD,2011-09-11,@,SFG,L 1-8,34,30,1,4,2,2,0,0,1,0,1,4,11,.133,.235,.200,.435,6,0,0,0,0,1
1665,LAD,2011-09-10,@,SFG,W 3-0,40,36,3,10,8,0,2,0,2,4,0,3,8,.278,.333,.389,.722,14,0,0,1,0,2
1666,LAD,2011-09-09,@,SFG,W 2-1,38,33,2,7,7,0,0,0,2,1,0,2,6,.212,.278,.212,.490,7,0,1,2,0,0
1667,LAD,2011-09-08,@,WSN,W 7-4,39,37,7,11,7,4,0,0,7,2,1,1,5,.297,.333,.405,.739,15,0,1,0,0,0
1668,LAD,2011-09-06,@,WSN,W 7-3,41,38,7,13,9,4,0,0,7,2,0,3,6,.342,.390,.447,.838,17,1,0,0,0,1
1669,LAD,2011-09-05,@,WSN,L 2-7,37,35,2,9,5,4,0,0,2,0,0,2,8,.257,.297,.371,.669,13,1,0,0,0,0
1670,LAD,2011-09-04,@,ATL,L 3-4,38,33,3,7,5,1,0,1,3,1,0,3,8,.212,.297,.333,.631,11,1,1,0,0,1
1671,LAD,2011-09-03,@,ATL,W 2-1 (10),40,32,2,8,5,2,0,1,2,0,2,5,12,.250,.342,.406,.748,13,1,0,2,1,2
1672,LAD,2011-09-02,@,ATL,W 8-6,40,33,8,10,9,1,0,0,8,4,1,6,9,.303,.425,.333,.758,11,2,1,0,0,1
