date, pm25, pm10, o3, no2, so2, co
2021/9/16, 102, 17, 32, 8, 5, 
2021/9/17, 63, 26, 37, 8, 9, 
2021/9/18, 60, 36, 37, 9, 3, 
2021/9/19, 69, 41, 34, 10, 3, 
2021/9/20, 91, 15, 40, 5, 1, 
2021/9/21, 68, 12, 42, 4, 9, 
2021/9/22, 59, 24, 43, 8, 2, 
2021/9/23, 62, 40, 68, 7, 3, 
2021/9/24, 79, 27, 49, 8, 2, 
2021/9/25, 76, 24, 50, 6, 3, 
2021/9/26, 68, 27, 36, 10, 4, 
2021/9/27, 78, 42, 43, 11, 4, 
2021/9/28, 84, 42, 50, 8, 4, 
2021/9/29, 65, 13, 36, 5, 1, 
2021/9/30, 18, 36, 37, 6, 2, 
2021/10/1, 56, 24, 35, 6, 2, 
2021/4/2, 134, 47, 38, 8, 3, 5
2021/4/3, 125, 13, 41, 4, 2, 3
2021/4/4, 59, 28, 41, 9, 3, 3
2021/4/5, 60, 50, 44, 10, 5, 5
2021/4/6, 88, 43, 41, 9, 3, 5
2021/4/7, 96, 34, 38, 8, 3, 3
2021/4/8, 66, 66, 46, 13, 4, 5
2021/4/9, 106, 84, 60, 16, 5, 6
2021/4/10, 151, 89, 62, 17, 5, 8
2021/4/11, 160, 69, 62, 15, 4, 1
2021/4/12, 150, 38, 37, 10, 3, 2
2021/4/13, 106, 24, 38, 7, 2, 3
2021/4/14, 61, 66, 38, 13, 4, 5
2021/4/15, 86, 337, 36, 9, 3, 4
2021/4/16, 165, 94, 37, 5, 2, 
2021/4/17, 95, 28, 40, 6, 3, 
2021/4/18, 66, 43, 49, 12, 3, 
2021/4/19, 70, 67, 66, 14, 4, 
2021/4/20, 90, 81, 84, 11, 4, 2
2021/4/21, 111, 68, 64, 10, 4, 5
2021/4/22, 113, 56, 67, 10, 3, 5
2021/4/23, 104, 66, 58, 13, 4, 6
2021/4/24, 115, 58, 55, 10, 3, 5
2021/4/25, 91, 58, 54, 12, 4, 7
2021/4/26, 110, 108, 45, 8, 3, 5
2021/4/27, 146, 126, 39, 6, 2, 3
2021/4/28, 115, 64, 43, 10, 2, 4
2021/4/29, 75, 73, 44, 6, 2, 2
2021/4/30, 76, 26, 40, 8, 3, 
2021/5/1, 70, 24, 37, 7, 3, 
2021/5/2, 60, 38, 46, 7, 3, 
2021/5/3, 62, 85, 44, 9, 3, 
2021/5/4, 116, 72, 41, 6, 2, 2
2021/5/5, 80, 71, 44, 12, 3, 5
2021/5/6, 94, 430, 39, 11, 2, 4
2021/5/7, 206, 77, 40, 3, 2, 4
2021/5/8, 141, 74, 41, 3, 2, 3
2021/5/9, 84, 54, 67, 7, 3, 4
2021/5/10, 70, 53, 66, 11, 4, 5
2021/5/11, 82, 68, 81, 10, 4, 5
2021/5/12, 113, 64, 53, 16, 5, 7
2021/5/13, 118, 63, 72, 11, 3, 6
2021/5/14, 121, 70, 87, 11, 4, 8
2021/5/15, 131, 16, 36, 5, 2, 4
2021/5/16, 65, 24, 42, 11, 2, 4
2021/5/17, 54, 42, 45, 10, 3, 4
2021/5/18, 63, 53, 57, 12, 4, 4
2021/5/19, 72, 64, 77, 11, 4, 4
2021/5/20, 89, 52, 75, 9, 4, 4
2021/5/21, 87, 53, 76, 10, 5, 4
2021/5/22, 90, 77, 81, 7, 4, 3
2021/5/23, 105, 252, 35, 4, 2, 2
2021/5/24, 158, 63, 37, 6, 3, 3
2021/5/25, 67, 72, 44, 9, 4, 3
2021/5/26, 78, 49, 43, 9, 3, 1
2021/5/27, 49, 37, 39, 6, 3, 1
2021/5/28, 30, 20, 43, 8, 3, 1
2021/5/29, 28, 40, 65, 7, 4, 2
2021/5/30, 45, 42, 79, 8, 4, 2
2021/5/31, 58, 46, 58, 12, 4, 3
2021/6/1, 86, 35, 46, 7, 4, 2
2021/6/2, 57, 29, 37, 6, 2, 1
2021/6/3, 39, 24, 36, 5, 1, 1
2021/6/4, 26, 33, 40, 8, 2, 1
2021/6/5, 32, 39, 40, 8, 2, 1
2021/6/6, 63, 47, 56, 11, 6, 3
2021/6/7, 55, 52, 83, 9, 3, 3
2021/6/8, 64, 46, 53, 7, 2, 3
2021/6/9, 82, 48, 34, 11, 3, 4
2021/6/10, 75, 41, 54, 11, 3, 3
2021/6/11, 61, 44, 61, 11, 4, 2
2021/6/12, 46, 58, 93, 16, 5, 4
2021/6/13, 69, 61, 89, 13, 4, 5
2021/6/14, 90, 46, 70, 13, 6, 2
2021/6/15, 90, 45, 79, 9, 3, 2
2021/6/16, 88, 37, 63, 10, 2, 2
2021/6/17, 87, 18, 42, 5, 2, 
2021/6/18, 49, 43, 36, 8, 2, 1
2021/6/19, 50, 41, 39, 8, 2, 1
2021/6/20, 56, 40, 43, 10, 3, 1
2021/6/21, 55, 30, 44, 6, 2, 1
2021/6/22, 57, 47, 72, 8, 3, 2
2021/6/23, 70, 45, 68, 8, 3, 3
2021/6/24, 79, 47, 45, 12, 4, 4
2021/6/25, 88, 41, 83, 8, 3, 4
2021/6/26, 85, 46, 68, 9, 2, 2
2021/6/27, 72, 39, 84, 9, 3, 3
2021/6/28, 64, 50, 98, 8, 3, 4
2021/6/29, 78, 59, 85, 8, 3, 4
2021/6/30, 106, 53, 53, 6, 2, 3
2021/7/1, 81, 40, 72, 6, 3, 3
2021/1/5, 68, 35, 29, 8, 12, 4
2021/1/6, 78, 59, 26, 3, 10, 2
2021/1/7, 84, 44, 27, 6, 11, 3
2021/1/8, 70, 31, 29, 4, 7, 3
2021/1/9, 68, 42, 31, 7, 13, 3
2021/1/10, 66, 26, 28, 7, 14, 4
2021/1/11, 69, 62, 27, 11, 19, 5
2021/1/12, 93, 212, 24, 21, 18, 11
2021/1/13, 149, 458, 30, 12, 13, 5
2021/1/14, 215, 573, 22, 18, 20, 10
2021/1/15, 245, 100, 31, 5, 13, 4
2021/1/16, 118, 43, 30, 6, 11, 4
2021/1/17, 72, 60, 28, 8, 13, 6
2021/1/18, 75, 44, 30, 10, 14, 5
2021/1/19, 84, 72, 20, 15, 13, 8
2021/1/20, 136, 96, 17, 24, 24, 13
2021/1/21, 164, 79, 29, 14, 12, 7
2021/1/22, 138, 72, 25, 17, 15, 8
2021/1/23, 120, 114, 19, 29, 21, 19
2021/1/24, 194, 142, 19, 36, 23, 21
2021/1/25, 225, 103, 25, 23, 21, 14
2021/1/26, 176, 65, 31, 10, 9, 5
2021/1/27, 88, 46, 29, 8, 11, 5
2021/1/28, 75, 50, 31, 7, 9, 3
2021/1/29, 70, 59, 29, 7, 7, 6
2021/1/30, 80, 59, 26, 16, 11, 8
2021/1/31, 97, 124, 33, 13, 9, 7
2021/2/1, 116, 61, 30, 4, 8, 3
2021/2/2, 87, 36, 26, 6, 8, 5
2021/2/3, 75, 48, 32, 6, 7, 4
2021/2/4, 66, 45, 29, 12, 8, 6
2021/2/5, 82, 68, 35, 11, 11, 7
2021/2/6, 102, 72, 34, 8, 10, 5
2021/2/7, 110, 19, 31, 6, 8, 4
2021/2/8, 70, 27, 30, 10, 11, 6
2021/2/9, 77, 48, 29, 14, 12, 8
2021/2/10, 111, 53, 38, 14, 12, 8
2021/2/11, 110, 83, 40, 20, 17, 12
2021/2/12, 160, 108, 36, 14, 14, 8
2021/2/13, 150, 85, 39, 12, 14, 9
2021/2/14, 153, 51, 33, 6, 8, 6
2021/2/15, 91, 53, 32, 5, 8, 4
2021/2/16, 63, 43, 34, 5, 9, 4
2021/2/17, 71, 12, 32, 4, 8, 5
2021/2/18, 58, 40, 32, 14, 12, 8
2021/2/19, 94, 62, 35, 11, 10, 8
2021/2/20, 94, 85, 35, 12, 10, 7
2021/2/21, 114, 157, 31, 9, 9, 7
2021/2/22, 148, 20, 35, 3, 4, 5
2021/2/23, 72, 46, 26, 9, 5, 6
2021/2/24, 109, 84, 23, 19, 10, 12
2021/2/25, 164, 106, 35, 27, 12, 16
2021/2/26, 184, 59, 45, 13, 6, 8
2021/2/27, 113, 75, 47, 13, 8, 8
2021/2/28, 160, 52, 41, 11, 4, 8
2021/3/1, 127, 34, 36, 7, 7, 5
2021/3/2, 77, 55, 34, 11, 9, 7
2021/3/3, 100, 98, 25, 23, 10, 13
2021/3/4, 171, 112, 31, 28, 15, 15
2021/3/5, 182, 55, 35, 9, 5, 4
2021/3/6, 102, 44, 27, 11, 6, 6
2021/3/7, 100, 71, 34, 20, 12, 9
2021/3/8, 152, 85, 30, 22, 11, 10
2021/3/9, 157, 100, 44, 31, 11, 12
2021/3/10, 178, 100, 55, 25, 12, 7
2021/3/11, 187, 140, 48, 24, 9, 12
2021/3/12, 258, 73, 34, 20, 6, 10
2021/3/13, 168, 48, 35, 16, 8, 7
2021/3/14, 117, 66, 37, 14, 4, 8
2021/3/15, 163, 507, 36, 8, 4, 3
2021/3/16, 394, 93, 29, 14, 7, 6
2021/3/17, 142, 176, 21, 17, 8, 8
2021/3/18, 160, 86, 30, 11, 3, 6
2021/3/19, 142, 88, 28, 18, 8, 9
2021/3/20, 159, 146, 35, 5, 5, 2
2021/3/21, 88, 47, 35, 5, 4, 1
2021/3/22, 65, 126, 36, 12, 5, 4
2021/3/23, 88, 67, 44, 14, 6, 6
2021/3/24, 99, 87, 41, 10, 4, 3
2021/3/25, 106, 77, 43, 12, 6, 5
2021/3/26, 112, 93, 42, 21, 8, 9
2021/3/27, 165, 134, 46, 16, 6, 8
2021/3/28, 189, 633, 40, 3, 2, 3
2021/3/29, 357, 61, 37, 11, 4, 4
2021/3/30, 92, 77, 42, 14, 6, 6
2021/3/31, 104, 80, 39, 13, 4, 4
2021/4/1, 97, 96, 58, 9, 4, 5
2020/10/2, 68, 21, 27, 6, 3, 1
2020/10/3, 51, 42, 28, 8, 3, 2
2020/10/4, 65, 21, 23, 5, 2, 2
2020/10/5, 52, 34, 24, 13, 2, 3
2020/10/6, 58, 55, 29, 17, 4, 2
2020/10/7, 74, 67, 37, 19, 6, 3
2020/10/8, 91, 69, 46, 17, 4, 3
2020/10/9, 125, 72, 39, 23, 7, 5
2020/10/10, 145, 77, 47, 23, 5, 4
2020/10/11, 122, 32, 30, 7, 2, 1
2020/10/12, 73, 41, 29, 14, 3, 3
2020/10/13, 59, 44, 30, 9, 3, 2
2020/10/14, 57, 50, 23, 14, 5, 3
2020/10/15, 73, 53, 30, 13, 3, 2
2020/10/16, 72, 41, 29, 12, 3, 3
2020/10/17, 60, 57, 28, 16, 4, 3
2020/10/18, 76, 53, 28, 11, 3, 3
2020/10/19, 62, 63, 29, 16, 4, 5
2020/10/20, 83, 169, 30, 24, 8, 7
2020/10/21, 121, 160, 26, 7, 2, 2
2020/10/22, 120, 65, 29, 7, 2, 3
2020/10/23, 73, 43, 27, 14, 3, 5
2020/10/24, 72, 65, 27, 20, 5, 6
2020/10/25, 87, 80, 20, 27, 7, 8
2020/10/26, 110, 82, 31, 13, 5, 5
2020/10/27, 103, 55, 23, 12, 6, 
2020/10/28, 66, 63, 24, 15, 6, 4
2020/10/29, 76, 67, 22, 19, 6, 6
2020/10/30, 82, 93, 18, 26, 13, 9
2020/10/31, 121, 277, 24, 17, 10, 4
2020/11/1, 172, 63, 26, 10, 8, 3
2020/11/2, 87, 71, 24, 10, 7, 3
2020/11/3, 64, 51, 21, 13, 7, 5
2020/11/4, 76, 77, 18, 20, 10, 6
2020/11/5, 103, 91, 23, 25, 12, 4
2020/11/6, 113, 101, 30, 14, 11, 3
2020/11/7, 101, 152, 27, 15, 13, 5
2020/11/8, 108, 42, 25, 11, 7, 3
2020/11/9, 62, 46, 23, 13, 10, 3
2020/11/10, 68, 62, 21, 19, 11, 6
2020/11/11, 89, 102, 14, 31, 21, 10
2020/11/12, 136, 69, 27, 17, 10, 3
2020/11/13, 107, 69, 17, 20, 12, 7
2020/11/14, 90, 98, 13, 31, 18, 12
2020/11/15, 147, 111, 18, 32, 14, 13
2020/11/16, 170, 104, 39, 25, 8, 12
2020/11/17, 175, 77, 24, 25, 8, 15
2020/11/18, 163, 46, 18, 17, 8, 13
2020/11/19, 126, 13, 28, 6, 8, 4
2020/11/20, 61, 30, 28, 13, 8, 6
2020/11/21, 74, 32, 29, 10, 6, 5
2020/11/22, 84, 20, 25, 6, 11, 3
2020/11/23, 64, 30, 26, 9, 8, 4
2020/11/24, 70, 45, 26, 14, 11, 6
2020/11/25, 98, 44, 31, 10, 9, 5
2020/11/26, 112, 47, 29, 12, 7, 5
2020/11/27, 92, 26, 31, 7, 7, 3
2020/11/28, 72, 29, 25, 10, 7, 4
2020/11/29, 70, 29, 28, 8, 7, 4
2020/11/30, 72, 27, 26, 8, 7, 3
2020/12/1, 76, 33, 26, 10, 9, 4
2020/12/2, 76, 28, 28, 7, 8, 4
2020/12/3, 79, 23, 28, 8, 10, 4
2020/12/4, 64, 27, 28, 16, 11, 4
2020/12/5, 63, 43, 23, 21, 15, 6
2020/12/6, 95, 60, 29, 10, 10, 5
2020/12/7, 113, 23, 26, 7, 9, 4
2020/12/8, 66, 46, 20, 15, 16, 6
2020/12/9, 89, 65, 20, 18, 18, 8
2020/12/10, 137, 58, 30, 14, 10, 7
2020/12/11, 110, 52, 28, 14, 13, 7
2020/12/12, 102, 55, 31, 10, 12, 6
2020/12/13, 88, 22, 27, 5, 13, 4
2020/12/14, 65, 26, 24, 8, 14, 4
2020/12/15, 77, 42, 22, 9, 12, 5
2020/12/16, 75, 39, 22, 13, 11, 6
2020/12/17, 80, 42, 28, 12, 12, 7
2020/12/18, 82, 22, 27, 7, 12, 5
2020/12/19, 64, 39, 28, 11, 17, 6
2020/12/20, 85, 33, 29, 9, 9, 6
2020/12/21, 75, 46, 25, 14, 15, 8
2020/12/22, 96, 70, 20, 21, 17, 10
2020/12/23, 146, 96, 29, 12, 15, 7
2020/12/24, 127, 50, 27, 11, 14, 6
2020/12/25, 79, 49, 24, 12, 10, 8
2020/12/26, 79, 67, 15, 19, 17, 10
2020/12/27, 118, 66, 18, 19, 18, 9
2020/12/28, 117, 65, 26, 10, 8, 8
2020/12/29, 103, 31, 25, 4, 12, 4
2020/12/30, 71, 31, 26, 5, 11, 5
2020/12/31, 55, 39, 23, 11, 16, 7
2021/1/1, 71, 57, 27, 11, 14, 4
2021/1/2, 96, 39, 29, 6, 8, 5
2021/1/3, 70, 34, 26, 12, 13, 5
2021/1/4, 75, 23, 29, 5, 11, 2
2020/7/2, 46, 21, 55, 6, 2, 4
2020/7/3, 61, 32, 61, 7, 3, 5
2020/7/4, 79, 49, 54, 11, 4, 4
2020/7/5, 104, 40, 41, 11, 4, 3
2020/7/6, 60, 28, 50, 10, 3, 3
2020/7/7, 55, 40, 60, 9, 3, 2
2020/7/8, 63, 54, 93, 6, 4, 3
2020/7/9, 76, 25, 62, 8, 3, 5
2020/7/10, 71, 31, 54, 7, 3, 4
2020/7/11, 77, 40, 60, 11, 4, 3
2020/7/12, 91, 48, 47, 13, 3, 4
2020/7/13, 120, 36, 48, 13, 4, 6
2020/7/14, 98, 44, 68, 12, 4, 5
2020/7/15, 79, 45, 72, 11, 5, 4
2020/7/16, 64, 53, 72, 11, 5, 3
2020/7/17, 83, 23, 53, 9, 3, 1
2020/7/18, 74, 30, 48, 9, 4, 4
2020/7/19, 74, 34, 41, 11, 4, 4
2020/7/20, 63, 40, 60, 10, 5, 3
2020/7/21, 56, 40, 79, 10, 5, 3
2020/7/22, 70, 55, 86, 11, 5, 6
2020/7/23, 101, 57, 99, 12, 5, 5
2020/7/24, 99, 48, 87, 12, 5, 4
2020/7/25, 68, 63, 40, 20, 9, 6
2020/7/26, 73, 42, 45, 13, 5, 5
2020/7/27, 70, 26, 50, 8, 4, 6
2020/7/28, 78, 30, 53, 12, 6, 6
2020/7/29, 91, 50, 69, 12, 4, 5
2020/7/30, 88, 58, 72, 10, 4, 6
2020/7/31, 116, 26, 60, 9, 3, 4
2020/8/1, 67, 43, 43, 13, 4, 5
2020/8/2, 95, 32, 54, 10, 4, 3
2020/8/3, 56, 36, 31, 10, 3, 2
2020/8/4, 49, 37, 44, 10, 3, 3
2020/8/5, 46, 48, 67, 11, 6, 5
2020/8/6, 82, 50, 57, 11, 5, 5
2020/8/7, 73, 32, 40, 11, 3, 4
2020/8/8, 66, 41, 60, 10, 7, 5
2020/8/9, 83, 23, 55, 8, 4, 3
2020/8/10, 61, 26, 51, 10, 3, 3
2020/8/11, 56, 44, 44, 13, 4, 5
2020/8/12, 45, 48, 62, 9, 3, 5
2020/8/13, 74, 26, 46, 10, 4, 4
2020/8/14, 70, 33, 59, 10, 5, 3
2020/8/15, 53, 34, 54, 11, 5, 4
2020/8/16, 61, 43, 49, 10, 5, 4
2020/8/17, 69, 18, 44, 6, 4, 4
2020/8/18, 56, 18, 39, 9, 2, 2
2020/8/19, 46, 32, 35, 11, 4, 3
2020/8/20, 51, 32, 41, 9, 4, 3
2020/8/21, 58, 43, 43, 10, 5, 3
2020/8/22, 57, 44, 51, 9, 5, 4
2020/8/23, 73, 44, 42, 13, 5, 5
2020/8/24, 94, 25, 43, 9, 3, 3
2020/8/25, 46, 43, 56, 9, 3, 3
2020/8/26, 56, 45, 55, 12, 4, 3
2020/8/27, 50, 46, 57, 11, 4, 3
2020/8/28, 67, 31, 53, 13, 4, 3
2020/8/29, 57, 53, 63, 13, 6, 6
2020/8/30, 76, 60, 69, 12, 5, 5
2020/8/31, 111, 21, 32, 10, 3, 3
2020/9/1, 47, 41, 31, 11, 3, 3
2020/9/2, 57, 42, 32, 7, 3, 3
2020/9/3, 68, 19, 28, 7, 3, 2
