fips,county_name,state_abbr,population,year
29147,Nodaway County,MO,21709,1990
48131,Duval County,TX,12918,1990
48399,Runnels County,TX,11294,1990
13125,Glascock County,GA,2357,1990
31067,Gage County,NE,22794,1990
51169,Scott County,VA,23204,1990
41021,Gilliam County,OR,1717,1990
21115,Johnson County,KY,23248,1990
31051,Dixon County,NE,6143,1990
27165,Watonwan County,MN,11682,1990
49007,Carbon County,UT,20228,1990
48125,Dickens County,TX,2571,1990
01075,Lamar County,AL,15715,1990
21055,Crittenden County,KY,9196,1990
48043,Brewster County,TX,8681,1990
17189,Washington County,IL,14965,1990
17165,Saline County,IL,26551,1990
13249,Schley County,GA,3588,1990
30099,Teton County,MT,6271,1990
48247,Jim Hogg County,TX,5109,1990
46009,Bon Homme County,SD,7089,1990
31185,York County,NE,14428,1990
17057,Fulton County,IL,38080,1990
51640,Galax city,VA,6670,1990
19047,Crawford County,IA,16775,1990
31023,Butler County,NE,8601,1990
56015,Goshen County,WY,12373,1990
21233,Webster County,KY,13955,1990
19065,Fayette County,IA,21843,1990
13265,Taliaferro County,GA,1915,1990
31121,Merrick County,NE,8042,1990
29199,Scotland County,MO,4822,1990
28013,Calhoun County,MS,14908,1990
49031,Piute County,UT,1277,1990
02164,Lake and Peninsula Borough,AK,1668,1990
48369,Parmer County,TX,9863,1990
41069,Wheeler County,OR,1396,1990
29061,Daviess County,MO,7865,1990
20159,Rice County,KS,10610,1990
39039,Defiance County,OH,39350,1990
53023,Garfield County,WA,2248,1990
21089,Greenup County,KY,36742,1990
22031,De Soto Parish,LA,25346,1990
36049,Lewis County,NY,26796,1990
27087,Mahnomen County,MN,5044,1990
18045,Fountain County,IN,17808,1990
46061,Hanson County,SD,2994,1990
42053,Forest County,PA,4802,1990
29171,Putnam County,MO,5079,1990
46087,McCook County,SD,5688,1990
48235,Irion County,TX,1629,1990
21201,Robertson County,KY,2124,1990
54071,Pendleton County,WV,8054,1990
21161,Mason County,KY,16666,1990
19177,Van Buren County,IA,7676,1990
48129,Donley County,TX,3696,1990
18139,Rush County,IN,18129,1990
30037,Golden Valley County,MT,912,1990
17121,Marion County,IL,41561,1990
02068,Denali Borough,AK,1764,1990
48011,Armstrong County,TX,2021,1990
13307,Webster County,GA,2263,1990
56045,Weston County,WY,6518,1990
08089,Otero County,CO,20185,1990
21017,Bourbon County,KY,19236,1990
54075,Pocahontas County,WV,9008,1990
19089,Howard County,IA,9809,1990
13199,Meriwether County,GA,22411,1990
17065,Hamilton County,IL,8499,1990
46071,Jackson County,SD,2811,1990
17071,Henderson County,IL,8096,1990
20043,Doniphan County,KS,8134,1990
39053,Gallia County,OH,30954,1990
08121,Washington County,CO,4812,1990
27029,Clearwater County,MN,8309,1990
30059,Meagher County,MT,1819,1990
21039,Carlisle County,KY,5238,1990
36021,Columbia County,NY,62982,1990
54085,Ritchie County,WV,10233,1990
17045,Edgar County,IL,19595,1990
48327,Menard County,TX,2252,1990
55091,Pepin County,WI,7107,1990
19145,Page County,IA,16870,1990
20191,Sumner County,KS,25841,1990
32011,Eureka County,NV,1547,1990
02282,Yakutat Borough,AK,705,1990
13201,Miller County,GA,6280,1990
46109,Roberts County,SD,9914,1990
39069,Henry County,OH,29108,1990
36041,Hamilton County,NY,5279,1990
46047,Fall River County,SD,7353,1990
17025,Clay County,IL,14460,1990
28069,Kemper County,MS,10356,1990
06003,Alpine County,CA,1113,1990
13317,Wilkes County,GA,10597,1990
46101,Moody County,SD,6507,1990
21181,Nicholas County,KY,6725,1990
31039,Cuming County,NE,10117,1990
39105,Meigs County,OH,22987,1990
41023,Grant County,OR,7853,1990
37091,Hertford County,NC,22523,1990
20187,Stanton County,KS,2333,1990
56017,Hot Springs County,WY,4809,1990
28155,Webster County,MS,10222,1990
28037,Franklin County,MS,8377,1990
40149,Washita County,OK,11441,1990
42031,Clarion County,PA,41699,1990
19197,Wright County,IA,14269,1990
42023,Cameron County,PA,5913,1990
55065,Lafayette County,WI,16076,1990
08115,Sedgwick County,CO,2690,1990
50009,Essex County,VT,6405,1990
21159,Martin County,KY,12526,1990
28091,Marion County,MS,25544,1990
35059,Union County,NM,4124,1990
19159,Ringgold County,IA,5420,1990
30045,Judith Basin County,MT,2282,1990
47067,Hancock County,TN,6739,1990
27051,Grant County,MN,6246,1990
20205,Wilson County,KS,10289,1990
29069,Dunklin County,MO,33112,1990
53013,Columbia County,WA,4024,1990
17151,Pope County,IL,4373,1990
40023,Choctaw County,OK,15302,1990
31045,Dawes County,NE,9021,1990
01035,Conecuh County,AL,14054,1990
48311,McMullen County,TX,817,1990
29129,Mercer County,MO,3723,1990
31137,Phelps County,NE,9715,1990
51131,Northampton County,VA,13061,1990
31139,Pierce County,NE,7827,1990
01041,Crenshaw County,AL,13635,1990
31115,Loup County,NE,683,1990
29179,Reynolds County,MO,6661,1990
40071,Kay County,OK,48056,1990
48105,Crockett County,TX,4078,1990
05117,Prairie County,AR,9518,1990
15005,Kalawao County,HI,130,1990
31123,Morrill County,NE,5423,1990
41055,Sherman County,OR,1918,1990
20129,Morton County,KS,3480,1990
18165,Vermillion County,IN,16773,1990
08103,Rio Blanco County,CO,5972,1990
30107,Wheatland County,MT,2246,1990
29075,Gentry County,MO,6848,1990
13299,Ware County,GA,35471,1990
46045,Edmunds County,SD,4356,1990
20017,Chase County,KS,3021,1990
20137,Norton County,KS,5947,1990
28051,Holmes County,MS,21604,1990
42131,Wyoming County,PA,28076,1990
48269,King County,TX,354,1990
18101,Martin County,IN,10369,1990
30017,Custer County,MT,11697,1990
19027,Carroll County,IA,21423,1990
31063,Frontier County,NE,3101,1990
48387,Red River County,TX,14317,1990
13061,Clay County,GA,3364,1990
13319,Wilkinson County,GA,10228,1990
30073,Pondera County,MT,6433,1990
31091,Hooker County,NE,793,1990
35011,DeBaca County,NM,2252,1990
30103,Treasure County,MT,874,1990
31117,McPherson County,NE,546,1990
19133,Monona County,IA,10034,1990
40151,Woods County,OK,9103,1990
46031,Corson County,SD,4195,1990
48417,Shackelford County,TX,3316,1990
24001,Allegany County,MD,74946,1990
31005,Arthur County,NE,462,1990
18009,Blackford County,IN,14067,1990
31105,Kimball County,NE,4108,1990
16023,Butte County,ID,2918,1990
18007,Benton County,IN,9441,1990
28009,Benton County,MS,8046,1990
19007,Appanoose County,IA,13743,1990
31075,Grant County,NE,769,1990
46039,Deuel County,SD,4522,1990
31083,Harlan County,NE,3810,1990
46069,Hyde County,SD,1696,1990
13263,Talbot County,GA,6524,1990
35023,Hidalgo County,NM,5958,1990
30069,Petroleum County,MT,519,1990
20025,Clark County,KS,2418,1990
08057,Jackson County,CO,1605,1990
29093,Iron County,MO,10726,1990
48447,Throckmorton County,TX,1880,1990
38073,Ransom County,ND,5921,1990
54073,Pleasants County,WV,7546,1990
46119,Sully County,SD,1589,1990
31007,Banner County,NE,852,1990
29117,Livingston County,MO,14592,1990
17053,Ford County,IL,14275,1990
20109,Logan County,KS,3081,1990
31143,Polk County,NE,5675,1990
26071,Iron County,MI,13175,1990
40033,Cotton County,OK,6651,1990
20133,Neosho County,KS,17035,1990
08009,Baca County,CO,4556,1990
48301,Loving County,TX,107,1990
06105,Trinity County,CA,13063,1990
48173,Glasscock County,TX,1447,1990
36089,St. Lawrence County,NY,111974,1990
54011,Cabell County,WV,96827,1990
48431,Sterling County,TX,1438,1990
31103,Keya Paha County,NE,1029,1990
48261,Kenedy County,TX,460,1990
20019,Chautauqua County,KS,4407,1990
19131,Mitchell County,IA,10928,1990
46095,Mellette County,SD,2137,1990
20151,Pratt County,KS,9702,1990
48413,Schleicher County,TX,2990,1990
28103,Noxubee County,MS,12604,1990
19165,Shelby County,IA,13230,1990
51530,Buena Vista city,VA,6406,1990
48435,Sutton County,TX,4135,1990
29227,Worth County,MO,2440,1990
48065,Carson County,TX,6576,1990
20053,Ellsworth County,KS,6586,1990
31183,Wheeler County,NE,948,1990
29197,Schuyler County,MO,4236,1990
20049,Elk County,KS,3327,1990
08061,Kiowa County,CO,1688,1990
51175,Southampton County,VA,17550,1990
48033,Borden County,TX,799,1990
20199,Wallace County,KS,1821,1990
27015,Brown County,MN,26984,1990
31165,Sioux County,NE,1549,1990
20105,Lincoln County,KS,3653,1990
17135,Montgomery County,IL,30728,1990
31021,Burt County,NE,7868,1990
46003,Aurora County,SD,3135,1990
20193,Thomas County,KS,8258,1990
20023,Cheyenne County,KS,3243,1990
51750,Radford city,VA,15940,1990
25013,Hampden County,MA,456310,1990
19195,Worth County,IA,7991,1990
05013,Calhoun County,AR,5826,1990
32033,White Pine County,NV,9264,1990
31035,Clay County,NE,7123,1990
27133,Rock County,MN,9806,1990
48295,Lipscomb County,TX,3143,1990
05027,Columbia County,AR,25691,1990
28065,Jefferson Davis County,MS,14051,1990
17191,Wayne County,IL,17241,1990
51678,Lexington city,VA,6959,1990
56027,Niobrara County,WY,2499,1990
20083,Hodgeman County,KS,2177,1990
31009,Blaine County,NE,675,1990
48359,Oldham County,TX,2278,1990
20127,Morris County,KS,6198,1990
01023,Choctaw County,AL,16018,1990
19135,Monroe County,IA,8114,1990
56043,Washakie County,WY,8388,1990
51091,Highland County,VA,2635,1990
29079,Grundy County,MO,10536,1990
46049,Faulk County,SD,2744,1990
48137,Edwards County,TX,2266,1990
31113,Logan County,NE,878,1990
48345,Motley County,TX,1532,1990
19187,Webster County,IA,40342,1990
17171,Scott County,IL,5644,1990
18169,Wabash County,IN,35069,1990
05003,Ashley County,AR,24319,1990
46077,Kingsbury County,SD,5925,1990
46129,Walworth County,SD,6087,1990
46013,Brown County,SD,35580,1990
46015,Brule County,SD,5485,1990
29103,Knox County,MO,4482,1990
48357,Ochiltree County,TX,9128,1990
31171,Thomas County,NE,851,1990
48191,Hall County,TX,3905,1990
30109,Wibaux County,MT,1191,1990
19101,Jefferson County,IA,16310,1990
46073,Jerauld County,SD,2425,1990
17015,Carroll County,IL,16805,1990
29115,Linn County,MO,13885,1990
29045,Clark County,MO,7547,1990
46075,Jones County,SD,1324,1990
02201,Prince of Wales-Outer Ketchikan Census Area,AK,6278,1990
31017,Brown County,NE,3657,1990
30051,Liberty County,MT,2295,1990
48393,Roberts County,TX,1025,1990
17073,Henry County,IL,51159,1990
31049,Deuel County,NE,2237,1990
27023,Chippewa County,MN,13228,1990
38087,Slope County,ND,907,1990
29169,Pulaski County,MO,41307,1990
13163,Jefferson County,GA,17408,1990
54001,Barbour County,WV,15699,1990
29205,Shelby County,MO,6942,1990
30011,Carter County,MT,1503,1990
22025,Catahoula Parish,LA,11065,1990
05099,Nevada County,AR,10101,1990
48391,Refugio County,TX,7976,1990
38077,Richland County,ND,18148,1990
42065,Jefferson County,PA,46083,1990
48263,Kent County,TX,1010,1990
48343,Morris County,TX,13200,1990
02060,Bristol Bay Borough,AK,1410,1990
40025,Cimarron County,OK,3301,1990
31085,Hayes County,NE,1222,1990
19173,Taylor County,IA,7114,1990
22119,Webster Parish,LA,41989,1990
19067,Floyd County,IA,17058,1990
20005,Atchison County,KS,16932,1990
46111,Sanborn County,SD,2833,1990
31031,Cherry County,NE,6307,1990
16079,Shoshone County,ID,13931,1990
31107,Knox County,NE,9534,1990
38091,Steele County,ND,2420,1990
02290,Yukon-Koyukuk Census Area,AK,6714,1990
20063,Gove County,KS,3231,1990
19001,Adair County,IA,8409,1990
20181,Sherman County,KS,6926,1990
40007,Beaver County,OK,6023,1990
08017,Cheyenne County,CO,2397,1990
31135,Perkins County,NE,3367,1990
31069,Garden County,NE,2460,1990
20171,Scott County,KS,5289,1990
39143,Sandusky County,OH,61963,1990
21033,Caldwell County,KY,13232,1990
48155,Foard County,TX,1794,1990
17185,Wabash County,IL,13111,1990
20073,Greenwood County,KS,7847,1990
17153,Pulaski County,IL,7523,1990
35021,Harding County,NM,987,1990
21189,Owsley County,KY,5036,1990
01063,Greene County,AL,10153,1990
48045,Briscoe County,TX,1971,1990
48503,Young County,TX,18126,1990
38081,Sargent County,ND,4549,1990
46021,Campbell County,SD,1965,1990
38033,Golden Valley County,ND,2108,1990
30079,Prairie County,MT,1383,1990
17011,Bureau County,IL,35688,1990
48127,Dimmit County,TX,10433,1990
31097,Johnson County,NE,4673,1990
46067,Hutchinson County,SD,8262,1990
08111,San Juan County,CO,745,1990
19119,Lyon County,IA,11952,1990
30027,Fergus County,MT,12083,1990
48133,Eastland County,TX,18488,1990
40067,Jefferson County,OK,7010,1990
17149,Pike County,IL,17577,1990
38027,Eddy County,ND,2951,1990
39125,Paulding County,OH,20488,1990
38089,Stark County,ND,22832,1990
28097,Montgomery County,MS,12388,1990
19037,Chickasaw County,IA,13295,1990
17175,Stark County,IL,6534,1990
54095,Tyler County,WV,9796,1990
18123,Perry County,IN,19107,1990
48305,Lynn County,TX,6758,1990
48317,Martin County,TX,4956,1990
54067,Nicholas County,WV,26775,1990
19041,Clay County,IA,17585,1990
19071,Fremont County,IA,8226,1990
19157,Poweshiek County,IA,19033,1990
31181,Webster County,NE,4279,1990
20101,Lane County,KS,2375,1990
38007,Billings County,ND,1108,1990
19107,Keokuk County,IA,11624,1990
38031,Foster County,ND,3983,1990
27125,Red Lake County,MN,4525,1990
22013,Bienville Parish,LA,15979,1990
20203,Wichita County,KS,2758,1990
48047,Brooks County,TX,8204,1990
39067,Harrison County,OH,16085,1990
06049,Modoc County,CA,9678,1990
31065,Furnas County,NE,5553,1990
31133,Pawnee County,NE,3317,1990
20179,Sheridan County,KS,3043,1990
17125,Mason County,IL,16269,1990
13243,Randolph County,GA,8023,1990
48107,Crosby County,TX,7304,1990
30075,Powder River County,MT,2090,1990
38005,Benson County,ND,7198,1990
31125,Nance County,NE,4275,1990
17013,Calhoun County,IL,5322,1990
31071,Garfield County,NE,2141,1990
54025,Greenbrier County,WV,34693,1990
20071,Greeley County,KS,1774,1990
45009,Bamberg County,SC,16902,1990
02232,Skagway-Hoonah-Angoon Census Area,AK,3680,1990
13095,Dougherty County,GA,96311,1990
30019,Daniels County,MT,2266,1990
51005,Alleghany County,VA,13176,1990
20001,Allen County,KS,14638,1990
35025,Lea County,NM,55765,1990
21119,Knott County,KY,17906,1990
31145,Red Willow County,NE,11705,1990
18167,Vigo County,IN,106107,1990
46025,Clark County,SD,4403,1990
19057,Des Moines County,IA,42614,1990
31149,Rock County,NE,2019,1990
19143,Osceola County,IA,7267,1990
30025,Fallon County,MT,3103,1990
46091,Marshall County,SD,4844,1990
20123,Mitchell County,KS,7203,1990
48169,Garza County,TX,5143,1990
37187,Washington County,NC,13997,1990
38097,Traill County,ND,8752,1990
36095,Schoharie County,NY,31859,1990
36009,Cattaraugus County,NY,84234,1990
19083,Hardin County,IA,19094,1990
19033,Cerro Gordo County,IA,46733,1990
22035,East Carroll Parish,LA,9709,1990
46043,Douglas County,SD,3746,1990
31057,Dundy County,NE,2582,1990
20165,Rush County,KS,3842,1990
48023,Baylor County,TX,4385,1990
31077,Greeley County,NE,3006,1990
01017,Chambers County,AL,36876,1990
30055,McCone County,MT,2276,1990
54013,Calhoun County,WV,7885,1990
54041,Lewis County,WV,17223,1990
21105,Hickman County,KY,5566,1990
19137,Montgomery County,IA,12076,1990
28135,Tallahatchie County,MS,15210,1990
22049,Jackson Parish,LA,15705,1990
17169,Schuyler County,IL,7498,1990
39037,Darke County,OH,53619,1990
30033,Garfield County,MT,1589,1990
40003,Alfalfa County,OK,6416,1990
31029,Chase County,NE,4381,1990
38065,Oliver County,ND,2381,1990
46063,Harding County,SD,1669,1990
39111,Monroe County,OH,15497,1990
48433,Stonewall County,TX,2013,1990
20145,Pawnee County,KS,7555,1990
46089,McPherson County,SD,3228,1990
40065,Jackson County,OK,28764,1990
42129,Westmoreland County,PA,370321,1990
20207,Woodson County,KS,4116,1990
27155,Traverse County,MN,4463,1990
48443,Terrell County,TX,1410,1990
38093,Stutsman County,ND,22241,1990
17131,Mercer County,IL,17290,1990
54005,Boone County,WV,25870,1990
06027,Inyo County,CA,18281,1990
20027,Clay County,KS,9158,1990
19185,Wayne County,IA,7067,1990
05081,Little River County,AR,13966,1990
20047,Edwards County,KS,3787,1990
36099,Seneca County,NY,33683,1990
19141,O'Brien County,IA,15444,1990
51720,Norton city,VA,4247,1990
48101,Cottle County,TX,2247,1990
20033,Comanche County,KS,2313,1990
36011,Cayuga County,NY,82313,1990
38021,Dickey County,ND,6107,1990
20163,Rooks County,KS,6039,1990
38011,Bowman County,ND,3596,1990
02280,Wrangell-Petersburg Census Area,AK,7042,1990
36101,Steuben County,NY,99088,1990
48279,Lamb County,TX,15072,1990
36023,Cortland County,NY,48963,1990
31061,Franklin County,NE,3938,1990
36017,Chenango County,NY,51768,1990
48087,Collingsworth County,TX,3573,1990
48211,Hemphill County,TX,3720,1990
54019,Fayette County,WV,47952,1990
28119,Quitman County,MS,10490,1990
32009,Esmeralda County,NV,1344,1990
19091,Humboldt County,IA,10756,1990
20195,Trego County,KS,3694,1990
19043,Clayton County,IA,19054,1990
38069,Pierce County,ND,5052,1990
27167,Wilkin County,MN,7516,1990
30085,Roosevelt County,MT,10999,1990
20097,Kiowa County,KS,3660,1990
19003,Adams County,IA,4866,1990
01131,Wilcox County,AL,13568,1990
46097,Miner County,SD,3272,1990
42063,Indiana County,PA,89994,1990
17069,Hardin County,IL,5189,1990
38061,Mountrail County,ND,7021,1990
51560,Clifton Forge city,VA,4679,1990
19025,Calhoun County,IA,11508,1990
17159,Richland County,IL,16545,1990
31015,Boyd County,NE,2835,1990
19189,Winnebago County,IA,12122,1990
31163,Sherman County,NE,3718,1990
13259,Stewart County,GA,5654,1990
20013,Brown County,KS,11128,1990
05039,Dallas County,AR,9614,1990
31127,Nemaha County,NE,7980,1990
38025,Dunn County,ND,4005,1990
31147,Richardson County,NE,9937,1990
54093,Tucker County,WV,7728,1990
31011,Boone County,NE,6667,1990
27063,Jackson County,MN,11677,1990
20141,Osborne County,KS,4867,1990
40045,Ellis County,OK,4497,1990
19023,Butler County,IA,15731,1990
31095,Jefferson County,NE,8759,1990
18041,Fayette County,IN,26015,1990
46055,Haakon County,SD,2624,1990
48109,Culberson County,TX,3407,1990
20153,Rawlins County,KS,3404,1990
38083,Sheridan County,ND,2148,1990
27127,Redwood County,MN,17254,1990
19175,Union County,IA,12750,1990
19029,Cass County,IA,15128,1990
48487,Wilbarger County,TX,15121,1990
17187,Warren County,IL,19181,1990
30021,Dawson County,MT,9505,1990
45087,Union County,SC,30337,1990
48445,Terry County,TX,13218,1990
20089,Jewell County,KS,4251,1990
27081,Lincoln County,MN,6890,1990
29033,Carroll County,MO,10748,1990
17059,Gallatin County,IL,6909,1990
20167,Russell County,KS,7835,1990
27011,Big Stone County,MN,6285,1990
17047,Edwards County,IL,7440,1990
31059,Fillmore County,NE,7103,1990
48017,Bailey County,TX,7064,1990
32015,Lander County,NV,6266,1990
05077,Lee County,AR,13053,1990
48083,Coleman County,TX,9710,1990
27047,Freeborn County,MN,33060,1990
31041,Custer County,NE,12270,1990
48195,Hansford County,TX,5848,1990
27069,Kittson County,MN,5767,1990
22107,Tensas Parish,LA,7103,1990
28125,Sharkey County,MS,7066,1990
40153,Woodward County,OK,18976,1990
17079,Jasper County,IL,10609,1990
01013,Butler County,AL,21892,1990
46123,Tripp County,SD,6924,1990
27101,Murray County,MN,9660,1990
46107,Potter County,SD,3190,1990
05021,Clay County,AR,18107,1990
40055,Greer County,OK,6559,1990
48151,Fisher County,TX,4842,1990
38029,Emmons County,ND,4830,1990
40059,Harper County,OK,4063,1990
01045,Dale County,AL,49633,1990
19009,Audubon County,IA,7334,1990
54021,Gilmer County,WV,7669,1990
40093,Major County,OK,8055,1990
40057,Harmon County,OK,3793,1990
45005,Allendale County,SC,11722,1990
31003,Antelope County,NE,7965,1990
31027,Cedar County,NE,10131,1990
40133,Seminole County,OK,25412,1990
27129,Renville County,MN,17673,1990
21075,Fulton County,KY,8271,1990
17101,Lawrence County,IL,15972,1990
19147,Palo Alto County,IA,10669,1990
31175,Valley County,NE,5169,1990
46051,Grant County,SD,8372,1990
05067,Jackson County,AR,18944,1990
27033,Cottonwood County,MN,12694,1990
46115,Spink County,SD,7981,1990
19093,Ida County,IA,8365,1990
46059,Hand County,SD,4272,1990
27107,Norman County,MN,7975,1990
19081,Hancock County,IA,12638,1990
38047,Logan County,ND,2847,1990
38049,McHenry County,ND,6528,1990
19063,Emmet County,IA,11569,1990
20183,Smith County,KS,5078,1990
36003,Allegany County,NY,50470,1990
45069,Marlboro County,SC,29361,1990
01091,Marengo County,AL,23084,1990
40053,Grant County,OK,5689,1990
20039,Decatur County,KS,4021,1990
38039,Griggs County,ND,3303,1990
38075,Renville County,ND,3160,1990
31161,Sheridan County,NE,6750,1990
36107,Tioga County,NY,52337,1990
22027,Claiborne Parish,LA,17405,1990
17061,Greene County,IL,15317,1990
17095,Knox County,IL,56393,1990
48197,Hardeman County,TX,5283,1990
48507,Zavala County,TX,12162,1990
30071,Phillips County,MT,5163,1990
30105,Valley County,MT,8239,1990
20007,Barber County,KS,5874,1990
46053,Gregory County,SD,5359,1990
46105,Perkins County,SD,3932,1990
48307,McCulloch County,TX,8778,1990
20185,Stafford County,KS,5365,1990
20135,Ness County,KS,4033,1990
38043,Kidder County,ND,3332,1990
31169,Thayer County,NE,6635,1990
22029,Concordia Parish,LA,20828,1990
27149,Stevens County,MN,10634,1990
38001,Adams County,ND,3174,1990
48275,Knox County,TX,4837,1990
20077,Harper County,KS,7124,1990
20147,Phillips County,KS,6590,1990
20201,Washington County,KS,7073,1990
48117,Deaf Smith County,TX,19153,1990
48483,Wheeler County,TX,5879,1990
27117,Pipestone County,MN,10491,1990
20065,Graham County,KS,3543,1990
27173,Yellow Medicine County,MN,11684,1990
51790,Staunton city,VA,24461,1990
37015,Bertie County,NC,20388,1990
38071,Ramsey County,ND,12681,1990
38023,Divide County,ND,2899,1990
20035,Cowley County,KS,36915,1990
30091,Sheridan County,MT,4732,1990
18083,Knox County,IN,39884,1990
38051,McIntosh County,ND,4021,1990
19111,Lee County,IA,38687,1990
31087,Hitchcock County,NE,3750,1990
38053,McKenzie County,ND,6383,1990
20157,Republic County,KS,6482,1990
48079,Cochran County,TX,4377,1990
54049,Marion County,WV,57249,1990
38067,Pembina County,ND,9238,1990
48103,Crane County,TX,4652,1990
19069,Franklin County,IA,11364,1990
35037,Quay County,NM,10823,1990
26053,Gogebic County,MI,18052,1990
38045,LaMoure County,ND,5383,1990
29087,Holt County,MO,6034,1990
51580,Covington city,VA,6991,1990
17157,Randolph County,IL,34583,1990
38063,Nelson County,ND,4410,1990
38037,Grant County,ND,3549,1990
42085,Mercer County,PA,121003,1990
46037,Day County,SD,6978,1990
40129,Roger Mills County,OK,4147,1990
54033,Harrison County,WV,69371,1990
48153,Floyd County,TX,8497,1990
48207,Haskell County,TX,6820,1990
31129,Nuckolls County,NE,5786,1990
38041,Hettinger County,ND,3445,1990
20117,Marshall County,KS,11705,1990
51690,Martinsville city,VA,16162,1990
51670,Hopewell city,VA,23101,1990
38095,Towner County,ND,3627,1990
40039,Custer County,OK,26897,1990
20029,Cloud County,KS,11023,1990
27043,Faribault County,MN,16937,1990
38013,Burke County,ND,3002,1990
38103,Wells County,ND,5864,1990
29041,Chariton County,MO,9202,1990
18053,Grant County,IN,74169,1990
38003,Barnes County,ND,12545,1990
05147,Woodruff County,AR,9520,1990
51680,Lynchburg city,VA,66049,1990
48069,Castro County,TX,9070,1990
48353,Nolan County,TX,16594,1990
19161,Sac County,IA,12324,1990
39161,Van Wert County,OH,30464,1990
40043,Dewey County,OK,5551,1990
18103,Miami County,IN,36897,1990
01087,Macon County,AL,24928,1990
27089,Marshall County,MN,10993,1990
39013,Belmont County,OH,71074,1990
18177,Wayne County,IN,71951,1990
27073,Lac qui Parle County,MN,8924,1990
20099,Labette County,KS,23693,1990
30023,Deer Lodge County,MT,10278,1990
38009,Bottineau County,ND,8011,1990
19151,Pocahontas County,IA,9525,1990
18035,Delaware County,IN,119659,1990
19045,Clinton County,IA,51040,1990
21193,Perry County,KY,30283,1990
01105,Perry County,AL,12759,1990
39033,Crawford County,OH,47870,1990
05001,Arkansas County,AR,21653,1990
51105,Lee County,VA,24496,1990
36063,Niagara County,NY,220756,1990
22067,Morehouse Parish,LA,31938,1990
21225,Union County,KY,16557,1990
28053,Humphreys County,MS,12134,1990
37065,Edgecombe County,NC,56558,1990
31013,Box Butte County,NE,13130,1990
30041,Hill County,MT,17654,1990
34033,Salem County,NJ,65294,1990
54101,Webster County,WV,10729,1990
29133,Mississippi County,MO,14442,1990
28001,Adams County,MS,35356,1990
56007,Carbon County,WY,16659,1990
29005,Atchison County,MO,7457,1990
17003,Alexander County,IL,10626,1990
26131,Ontonagon County,MI,8854,1990
28027,Coahoma County,MS,31665,1990
48461,Upton County,TX,4447,1990
31089,Holt County,NE,12599,1990
30083,Richland County,MT,10716,1990
39147,Seneca County,OH,59733,1990
51520,Bristol city,VA,18426,1990
19035,Cherokee County,IA,14098,1990
05095,Monroe County,AR,11333,1990
05073,Lafayette County,AR,9643,1990
42005,Armstrong County,PA,73478,1990
05139,Union County,AR,46719,1990
40141,Tillman County,OK,10384,1990
27091,Martin County,MN,22914,1990
40075,Kiowa County,OK,11347,1990
30087,Rosebud County,MT,10505,1990
22041,Franklin Parish,LA,22387,1990
27119,Polk County,MN,32498,1990
39145,Scioto County,OH,80327,1990
21071,Floyd County,KY,43586,1990
38055,McLean County,ND,10457,1990
17193,White County,IL,16522,1990
38057,Mercer County,ND,9808,1990
29143,New Madrid County,MO,20928,1990
20009,Barton County,KS,29382,1990
42123,Warren County,PA,45050,1990
48383,Reagan County,TX,4514,1990
42083,McKean County,PA,47131,1990
54089,Summers County,WV,14204,1990
05069,Jefferson County,AR,85487,1990
56037,Sweetwater County,WY,38823,1990
48179,Gray County,TX,23967,1990
51051,Dickenson County,VA,17620,1990
46005,Beadle County,SD,18253,1990
38019,Cavalier County,ND,6064,1990
21131,Leslie County,KY,13642,1990
28011,Bolivar County,MS,41875,1990
17067,Hancock County,IL,21373,1990
39003,Allen County,OH,109755,1990
17055,Franklin County,IL,40319,1990
48003,Andrews County,TX,14338,1990
51185,Tazewell County,VA,45960,1990
23029,Washington County,ME,35308,1990
38105,Williams County,ND,21129,1990
36043,Herkimer County,NY,65797,1990
01119,Sumter County,AL,16174,1990
42013,Blair County,PA,130542,1990
21019,Boyd County,KY,51150,1990
32021,Mineral County,NV,6475,1990
23021,Piscataquis County,ME,18653,1990
19109,Kossuth County,IA,18591,1990
21013,Bell County,KY,31506,1990
38099,Walsh County,ND,13840,1990
48495,Winkler County,TX,8626,1990
17077,Jackson County,IL,61067,1990
05041,Desha County,AR,16798,1990
48501,Yoakum County,TX,8786,1990
23001,Androscoggin County,ME,105259,1990
48219,Hockley County,TX,24199,1990
51770,Roanoke city,VA,96397,1990
54009,Brooke County,WV,26992,1990
54103,Wetzel County,WV,19258,1990
26017,Bay County,MI,111723,1990
05017,Chicot County,AR,15713,1990
42073,Lawrence County,PA,96246,1990
23019,Penobscot County,ME,146601,1990
42125,Washington County,PA,204584,1990
33007,Coos County,NH,34828,1990
21133,Letcher County,KY,27000,1990
44005,Newport County,RI,87194,1990
01047,Dallas County,AL,48130,1990
05103,Ouachita County,AR,30574,1990
42121,Venango County,PA,59381,1990
48233,Hutchinson County,TX,25689,1990
54051,Marshall County,WV,37356,1990
29155,Pemiscot County,MO,21921,1990
36083,Rensselaer County,NY,154429,1990
26145,Saginaw County,MI,211946,1990
27071,Koochiching County,MN,16299,1990
54055,Mercer County,WV,64980,1990
13053,Chattahoochee County,GA,16934,1990
36013,Chautauqua County,NY,141895,1990
48475,Ward County,TX,13115,1990
42097,Northumberland County,PA,96771,1990
42107,Schuylkill County,PA,152585,1990
36057,Montgomery County,NY,51981,1990
