Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,total
712776,28-Nov-16,California,Wilmington,1067 McDonald Avenue,0,4,4
713445,28-Nov-16,California,San Pedro,300 block of West 2nd Street,0,4,4
710467,25-Nov-16,Louisiana,New Orleans,Magnolia St and Felicity St,0,4,4
709276,24-Nov-16,New York,Albany,77 Central Ave,1,3,4
708777,23-Nov-16,Mississippi,Olive Branch,928 Cross Road,0,4,4
704568,18-Nov-16,Illinois,Chicago,5000 block of W Wabansia,0,4,4
699332,13-Nov-16,Texas,San Antonio,8000 Midcrown,0,4,4
699316,13-Nov-16,Florida,Orlando,Conley Street and South Ivey Lane,0,4,4
700363,12-Nov-16,Missouri,Kansas City,21st St and Cleveland Ave,1,3,4
699863,11-Nov-16,Texas,Houston,7705 Channelside Street,0,4,4
698383,10-Nov-16,Texas,Houston,6610 S Sam Houston Pkwy W,1,3,4
697377,9-Nov-16,Illinois,Chicago,3400 block of W Monroe,1,3,4
696352,9-Nov-16,Tennessee,Memphis,1800 block of East Brooks Road,0,4,4
693438,5-Nov-16,Texas,San Antonio,10726 Perrin Beitel Rd,0,4,4
693624,5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3135 W Broward Blvd,1,3,4
693307,4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,4
692020,3-Nov-16,Illinois,Chicago,8000 block of S Shore Dr,2,2,4
692315,3-Nov-16,New Jersey,Orange,234 Cleveland Street,2,2,4
689518,31-Oct-16,Louisiana,Shreveport,700 Block of W 68th St,0,4,4
688979,30-Oct-16,Ohio,Toledo,742 Junction Ave,0,4,4
688841,30-Oct-16,New York,New York (Manhattan),135 Ridge Street,0,4,4
687940,29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,4
688210,29-Oct-16,California,Riverside,3500 block of Madison Street,0,4,4
687375,28-Oct-16,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,4
686312,27-Oct-16,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,4
685379,25-Oct-16,Ohio,Dayton,3300 block of Riverside Dr,1,3,4
679290,18-Oct-16,California,San Francisco,325 La Grande Ave,0,4,4
675993,13-Oct-16,Illinois,Chicago,2700 block of West Lexington,0,4,4
672217,9-Oct-16,California,Sacramento,1696 Arden Way,1,3,4
671717,8-Oct-16,New York,Brooklyn,7301 3rd Ave,0,4,4
668407,3-Oct-16,Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,4
668279,1-Oct-16,Illinois,Pembroke Township,17250E Road,4,0,4
668352,1-Oct-16,California,Fresno,3200 block of East Clay Avenue,0,4,4
665995,29-Sep-16,California,San Francisco,400 block of Ellis St,1,3,4
663624,26-Sep-16,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4,4
663789,26-Sep-16,Texas,Humble,21219 Grand Linden Ct,0,4,4
662548,25-Sep-16,Illinois,Champaign,300 block of E. Green St,1,3,4
657854,18-Sep-16,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,4
658226,18-Sep-16,Pennsylvania,Pittsburgh,1700 block of Brighton Pl,0,4,4
657863,18-Sep-16,Virginia,Lynchburg,421 Rivermont Ave,1,3,4
657151,17-Sep-16,Indiana,Indianapolis,2016 West 76th Street,2,2,4
656991,16-Sep-16,California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2,4
655512,14-Sep-16,Texas,Humble,16000 block of Saybrook,1,3,4
652642,11-Sep-16,Indiana,Fort Wayne,3006 Holton Avenue,3,1,4
652759,11-Sep-16,New Jersey,Jersey City,87 Van Wagenen Ave,1,3,4
652175,10-Sep-16,Florida,Miami,3451 Northwest 36 Street,1,3,4
651957,8-Sep-16,Texas,Del Valle,8330 Linden Rd,4,0,4
648490,5-Sep-16,Pennsylvania,Reading,600 block of Moss Street,0,4,4
646995,3-Sep-16,North Carolina,Wilmington,600 block of North 30th St,1,3,4
646855,3-Sep-16,Illinois,Chicago,100 block of North Seeley Avenue,0,4,4
644723,30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4,4
643824,30-Aug-16,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,4
640677,28-Aug-16,New York,Bronx,514 E 156th St,0,4,4
640689,28-Aug-16,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,4
634889,21-Aug-16,Massachusetts,Boston,Westview and Stratton Street,0,4,4
634238,20-Aug-16,Connecticut,Hamden,903 Dixwell Ave,0,4,4
632747,18-Aug-16,Connecticut,Waterbury,402 E Main Street,0,4,4
632753,17-Aug-16,California,Oakland,Mandela Parkway,0,4,4
630007,14-Aug-16,Virginia,Norfolk,1600 block of Selden Avenue,0,4,4
629663,13-Aug-16,California,Los Angeles,6300 block of 11th Avenue,0,4,4
628570,13-Aug-16,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2,4
628623,13-Aug-16,New York,Richmond Hill,Jamaica Ave and 105th St,0,4,4
628635,13-Aug-16,Missouri,Joplin,1800 Connecticut Ave,0,4,4
628178,12-Aug-16,Florida,Jacksonville,100 block of West 38th Street,1,3,4
627519,12-Aug-16,Texas,Dallas,10921 Estate Ln,1,3,4
627757,11-Aug-16,Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4,4
626153,10-Aug-16,Illinois,Evanston,Foster Street and Jackson Avenue,0,4,4
626960,10-Aug-16,California,Sacramento,4000 Green Tree Drive,1,3,4
625735,8-Aug-16,New Mexico,Albuquerque,341 General Marshall Street NE,2,2,4
624156,7-Aug-16,California,Los Angeles,5925 South Figueroa Street,1,3,4
623523,7-Aug-16,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,4
624046,7-Aug-16,Mississippi,Vicksburg,4460 Clay St,1,3,4
623439,7-Aug-16,Illinois,Chicago,100 block of South Springfield,0,4,4
624057,5-Aug-16,Michigan,Pontiac,70 block of Thorpe Street,1,3,4
622500,5-Aug-16,California,Perris,21600 block of Rider St,2,2,4
621232,4-Aug-16,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,4
620247,3-Aug-16,Georgia,Decatur,4110 Glenwood Road,1,3,4
619708,2-Aug-16,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,4
619408,1-Aug-16,Indiana,Evansville,South Bedford Avenue,0,4,4
617789,31-Jul-16,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,4
616948,30-Jul-16,Washington,Mukilteo,10009 Chennault Beach,3,1,4
615328,28-Jul-16,Maryland,Baltimore,Greenmount Avenue,0,4,4
615024,28-Jul-16,Illinois,Chicago,800 block of West 50th Place,2,2,4
610756,23-Jul-16,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,4
610093,23-Jul-16,Ohio,Cincinnati,3400 block of Beekman St,2,2,4
613805,23-Jul-16,New York,Brooklyn,Fountain Avenue,0,4,4
608787,20-Jul-16,California,Fresno,5100 block of E Hedges Ave,0,4,4
607265,19-Jul-16,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,4
605367,17-Jul-16,Michigan,Detroit,Grand River and McGraw avenue,0,4,4
605475,17-Jul-16,Texas,Houston,Tidwell Rd and Homestead Rd,1,3,4
605005,16-Jul-16,California,San Bernardino,1200 block of West 25th Street,0,4,4
604207,15-Jul-16,Washington,Woodland,4006 NW 417th Street,3,1,4
603475,14-Jul-16,Texas,Crosby,400 block of Pecan Avenue,3,1,4
603733,14-Jul-16,California,Oakland,1600 block of 7th Street,0,4,4
603738,14-Jul-16,Ohio,Akron,900 block of Moeller Avenue,1,3,4
602765,13-Jul-16,Missouri,Saint Louis,3000 block of Miami St,2,2,4
601119,11-Jul-16,Michigan,Jackson,500 block of Summit Avenue,0,4,4
601512,11-Jul-16,District of Columbia,Washington,5100 block of Call Pl SE,0,4,4
597366,7-Jul-16,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,4
595557,5-Jul-16,California,Los Angeles,56th Street and Naomi Avenue,0,4,4
595048,4-Jul-16,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,4
595279,4-Jul-16,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,4
596159,4-Jul-16,Ohio,Cleveland,1400 block of W. 107 Street,0,4,4
594480,3-Jul-16,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,4
591975,28-Jun-16,California,Los Angeles,13800 block of S Avalon Boulevard,1,3,4
591294,28-Jun-16,Illinois,Chicago,1600 block of South Christiana,0,4,4
589488,27-Jun-16,Oregon,Woodburn,13436 Killiam Loop NE,3,1,4
590233,26-Jun-16,South Carolina,Bennettsville,Highway 38 N,0,4,4
589165,26-Jun-16,Texas,Houston,6000 block of Elm Street,1,3,4
588918,26-Jun-16,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,4
589470,25-Jun-16,Virginia,Norfolk,700 block of Craig Street,0,4,4
587983,25-Jun-16,Illinois,Chicago,1400 block of W. 114th Place,0,4,4
589046,24-Jun-16,Kansas,Kansas City,N. 3rd and Walker,0,4,4
586122,22-Jun-16,Georgia,Stone Mountain,Lancashire Cir and Central Dr,1,3,4
585821,22-Jun-16,Washington,Olympia,500 block of Dutterow Road SE,3,1,4
586058,22-Jun-16,Illinois,Chicago,3100 block of West Warren,0,4,4
586044,21-Jun-16,New Jersey,Willingboro,Mosshill Lane,0,4,4
585615,21-Jun-16,Kentucky,Louisville,2802 Rodman Street,2,2,4
583631,19-Jun-16,Virginia,Roanoke,2328 Melrose Avenue,0,4,4
583537,18-Jun-16,Georgia,Waycross,2625 Arnold Ct,2,2,4
583584,18-Jun-16,Virginia,Exmore,Frederick Douglass Rd,1,3,4
583362,18-Jun-16,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,4
580791,14-Jun-16,California,Oakland,1301 Franklin St,1,3,4
580848,14-Jun-16,Delaware,Wilmington,South Van Buren and Elm streets,0,4,4
579517,13-Jun-16,California,Fresno,East El Monte Way and Recreation Avenue,0,4,4
578238,11-Jun-16,Minnesota,Webster,4000 block of Elmore Avenue,0,4,4
576774,11-Jun-16,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,4
577938,11-Jun-16,California,Stockton,Alvarado Avenue,1,3,4
575607,9-Jun-16,Florida,Fort Walton Beach,Landview Drive,0,4,4
574850,8-Jun-16,District of Columbia,Washington,1300 North Capitol St NW,0,4,4
574753,8-Jun-16,Massachusetts,Boston,66 Washington St,1,3,4
573327,6-Jun-16,California,Visalia,3360 S Fairway St,0,4,4
575061,5-Jun-16,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,4
572513,5-Jun-16,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,4
571859,4-Jun-16,Colorado,Denver,3600 block of Hudson Street,3,1,4
569225,31-May-16,Illinois,Chicago,3300 block of West Huron Street,0,4,4
569189,31-May-16,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,4
567788,29-May-16,Nevada,Las Vegas,200 block of N 3rd St,0,4,4
567494,29-May-16,Indiana,Indianapolis,300 block of South Meridian Street,0,4,4
563829,22-May-16,Louisiana,New Orleans,8639 Apple St,0,4,4
563514,22-May-16,California,Stockton,Poplar and Sutter Streets,1,3,4
563751,22-May-16,Tennessee,Nashville,100 block of Rains Avenue,0,4,4
563630,21-May-16,Georgia,Jackson,Levi Barnes Road,1,3,4
561912,18-May-16,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,4
560782,17-May-16,South Carolina,Ravenel,5360 Savannah Highway,3,1,4
559194,15-May-16,Indiana,Evansville,420 North Garvin Street,0,4,4
558796,14-May-16,West Virginia,Charleston,2337 Washington St W,1,3,4
555126,8-May-16,Texas,Austin,8600 block of North Lamar,1,3,4
555886,6-May-16,Alabama,Montgomery,1300 block of Clay Street,1,3,4
554027,5-May-16,Florida,Miami,2108 NW 19th Terrace,1,3,4
550445,29-Apr-16,Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,4
549507,27-Apr-16,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,4
549071,27-Apr-16,Mississippi,Kilmichael,Pecan Drive,3,1,4
547639,25-Apr-16,Tennessee,Nashville,400 Charlotte Avenue,0,4,4
546818,24-Apr-16,Colorado,Denver,1400 block of 14th Street,0,4,4
546581,23-Apr-16,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,4
546244,23-Apr-16,Alabama,Auburn,1200 block of Lee Road 83,3,1,4
546258,23-Apr-16,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,4
545501,21-Apr-16,Maryland,Baltimore,4800 block of Frankford Avenue,0,4,4
544080,19-Apr-16,Illinois,Chicago,2700 block of West 53rd Street,1,3,4
543244,18-Apr-16,California,Long Beach,1200 block of E. 17th Street,1,3,4
541996,17-Apr-16,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,4
543102,17-Apr-16,South Carolina,Pelzer,200 block of Eastview Road,1,3,4
542362,16-Apr-16,Alabama,Enterprise,Baxter Street,0,4,4
537825,10-Apr-16,Wisconsin,Milwaukee,76th and Sheridan,1,3,4
537820,10-Apr-16,California,Los Angeles,84th Street and Towne Avenue,0,4,4
537311,9-Apr-16,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,4
539705,9-Apr-16,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,4
537085,9-Apr-16,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,4
535927,7-Apr-16,Illinois,Chicago,2200 block of East 70th Place,0,4,4
532604,31-Mar-16,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,4
528614,25-Mar-16,Illinois,Chicago,4500 block of West West End Avenue,0,4,4
529488,25-Mar-16,Colorado,Denver,8501 E. Alameda Avenue,0,4,4
526380,21-Mar-16,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,4
525301,19-Mar-16,Alabama,Wetumpka,South Shelby Street,2,2,4
522122,13-Mar-16,Florida,Fort Myers,50 South Road,0,4,4
521821,12-Mar-16,Oregon,Portland,16126 S.E. Stark St.,0,4,4
521074,12-Mar-16,California,Oakland,I-880 and I-80,0,4,4
520767,11-Mar-16,Michigan,Detroit,2600 block of Hazelwood,2,2,4
517895,7-Mar-16,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,4
517114,6-Mar-16,Georgia,Roswell,890 Atlanta St,0,4,4
516758,5-Mar-16,Kansas,Wichita,116 North Mead,0,4,4
516341,4-Mar-16,Ohio,Columbus,900 E 5th Ave,1,3,4
513640,28-Feb-16,California,Mira Loma,5500 block of Etiwanda Ave,1,3,4
512880,27-Feb-16,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2,4
510769,23-Feb-16,Florida,Daytona Beach,1042 Sheridan Road,0,4,4
508879,21-Feb-16,Missouri,Hazelwood,7217 N Lindbergh Blvd,1,3,4
508341,20-Feb-16,Florida,Tampa,2810 E. Bearss Ave,1,3,4
508356,20-Feb-16,Alabama,Bessemer,200 block of Elm Street,1,3,4
508510,20-Feb-16,Florida,Orlando,446 S Parramore Ave,0,4,4
590221,19-Feb-16,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,4
507998,19-Feb-16,California,Vallejo,509 Porter Street,1,3,4
504879,14-Feb-16,Texas,Houston,8449 Gulf Freeway,1,3,4
504996,13-Feb-16,Louisiana,Marrero,5425 Lapalco Boulevard,0,4,4
501349,7-Feb-16,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,4
501267,6-Feb-16,California,Los Angeles,12800 block of Cook Street,1,3,4
500629,6-Feb-16,Florida,Apopka,10th Street,0,4,4
499422,3-Feb-16,District of Columbia,Washington,1500 block of Butler St SE,0,4,4
491312,23-Jan-16,California,Los Angeles,8105 Avalon Blvd,2,2,4
486728,17-Jan-16,Virginia,Gloucester,Ditchley Dr and Gill Ln,1,3,4
481849,8-Jan-16,District of Columbia,Washington,1700 E Capitol St NE,0,4,4
481429,7-Jan-16,Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,4
479613,6-Jan-16,Florida,Lakeland,2312 East Magnolia Street,3,1,4
473882,27-Dec-15,Tennessee,Jackson,North Parkway,0,4,4
472268,26-Dec-15,Pennsylvania,Philadelphia,4210 Macalester St,0,4,4
471867,25-Dec-15,Florida,Jacksonville,Franklin and Odessa,0,4,4
471860,25-Dec-15,Alabama,Mobile,785 Schillinger Rd S,0,4,4
469468,21-Dec-15,California,San Leandro,14600 block of East 14th Street,0,4,4
469614,20-Dec-15,Florida,North Miami Beach,NE 167th St and NE 6th Ave,0,4,4
464665,13-Dec-15,California,Los Angeles,5550 S. Flower Street,1,3,4
464945,13-Dec-15,California,Huntington Beach,17000 block of Keelson Lane,0,4,4
465117,12-Dec-15,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,4
464002,12-Dec-15,Georgia,Savannah,Whitaker Street,0,4,4
463642,11-Dec-15,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,4
463734,11-Dec-15,Pennsylvania,Pittsburgh,1222 Brownsville Rd,0,4,4
461476,8-Dec-15,Ohio,Cincinnati,2300 block of Baltimore Ave,1,3,4
460049,6-Dec-15,Louisiana,Raceland,Market Street,1,3,4
457037,2-Dec-15,Georgia,Savannah,100 block of West 33rd Street,1,3,4
455684,27-Nov-15,California,Sacramento,7900 block of Florin Road,2,2,4
454788,24-Nov-15,South Carolina,Conway,1321 Colletta Ct,0,4,4
453317,22-Nov-15,Texas,Brownsville,1800 block of FM 802,0,4,4
451338,22-Nov-15,Washington,Seattle,Broadway and Pike,0,4,4
452362,22-Nov-15,South Carolina,North Charleston,Park Circle,1,3,4
451349,22-Nov-15,Illinois,Chicago,4100 block of West Roosevelt,0,4,4
451057,21-Nov-15,Maryland,Baltimore,Stricker and School,1,3,4
450505,20-Nov-15,Pennsylvania,Pittsburgh,Prospect Drive,1,3,4
448653,16-Nov-15,Alabama,Cedar Bluff,1460 County Rd 664,3,1,4
448286,15-Nov-15,Pennsylvania,Philadelphia,5600 block of Blakemore St,0,4,4
447462,14-Nov-15,Pennsylvania,Johnstown,1159 Main St,0,4,4
444458,9-Nov-15,Indiana,Indianapolis,400 block of North Beville Ave,2,2,4
443821,8-Nov-15,Iowa,Des Moines,4397 NW 6th Drive,1,3,4
444168,8-Nov-15,Michigan,Warren,13859 8 Mile Road,0,4,4
443652,7-Nov-15,Colorado,Denver,Bayaud and Bannock,1,3,4
444406,6-Nov-15,California,Bakersfield,1000 block of Feliz Drive,0,4,4
440743,2-Nov-15,South Carolina,Pendleton,2217 Refuge Road,4,0,4
438651,28-Oct-15,Louisiana,Houma,400 block of Morgan Street,1,3,4
436219,24-Oct-15,South Carolina,Bamberg,682 Dixie Ave.,0,4,4
435144,22-Oct-15,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3,4
432711,18-Oct-15,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4,4
432072,17-Oct-15,Indiana,Elkhart,160 Easy Shopping Place,0,4,4
429410,12-Oct-15,Georgia,Decatur,4731 Glenwood Road,0,4,4
428247,10-Oct-15,North Carolina,Charlotte,1900 block of West Boulevard,0,4,4
429614,10-Oct-15,Illinois,Peoria,2405 N Flora,1,3,4
427621,9-Oct-15,Arizona,Flagstaff,216 E Mountain View Dr,1,3,4
422020,28-Sep-15,Ohio,Dayton,1921 Oakridge,0,4,4
421358,27-Sep-15,Illinois,Chicago,5200 block of South Justine,0,4,4
420855,27-Sep-15,Missouri,Kansas City,1700 E. 18th St.,0,4,4
426559,25-Sep-15,Illinois,Danville,1300 block of May Street,0,4,4
418964,23-Sep-15,Florida,Fort Myers,Dale St and Veronica S. Shoemaker Blvd,0,4,4
419826,23-Sep-15,Georgia,Norcross,1300 block of Reddington Lane,1,3,4
417284,20-Sep-15,Pennsylvania,Philadelphia,900 Pratt St,1,3,4
416812,19-Sep-15,Indiana,Indianapolis,3900 block of Graceland Ave,1,3,4
415687,17-Sep-15,Michigan,Albion,500 block of W. Broadwell Street,0,4,4
414580,15-Sep-15,New Jersey,Newark,Irvine Turner Boulevard and West Kinney Street,0,4,4
412996,12-Sep-15,Louisiana,Shreveport,1500 block of Clanton Street,0,4,4
412539,12-Sep-15,Minnesota,Minneapolis,1200 block of 22nd Ave. N.,1,3,4
411888,8-Sep-15,Georgia,Berlin,N/A,0,4,4
409856,8-Sep-15,Illinois,Chicago,56th and Green,0,4,4
409601,7-Sep-15,Colorado,Denver,1909 Blake Street,0,4,4
408449,5-Sep-15,North Carolina,Charlotte,6800 block of Fieldvale Place,1,3,4
408276,5-Sep-15,Florida,Daytona Beach,300 block of Pearl Street,0,4,4
409101,5-Sep-15,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3,4
408256,5-Sep-15,Missouri,Columbia,1509 Ashley Street,0,4,4
405133,29-Aug-15,Texas,Tyler,638 ENE Loop 323,1,3,4
403069,28-Aug-15,New York,Brooklyn,589 Flatbush Avenue,1,3,4
402623,27-Aug-15,Florida,Saint Augustine,S Bellagio Dr,2,2,4
403669,27-Aug-15,California,Salinas,928 Blanco Circle,2,2,4
401884,26-Aug-15,Minnesota,Minneapolis (Brooklyn Center),5000 block of Drew Ave N,0,4,4
402113,26-Aug-15,Illinois,Chicago,3025 W. Van Buren Ave,2,2,4
402051,26-Aug-15,Florida,West Palm Beach,800 block of 19th Street,2,2,4
402108,25-Aug-15,Louisiana,New Orleans,Fern Street and Olive Street,1,3,4
399564,22-Aug-15,New Mexico,Roswell,302 East Reed Street,3,1,4
399883,22-Aug-15,Florida,Orlando,FL-408 and N Pine Hills Rd,0,4,4
395757,16-Aug-15,Illinois,Chicago,5400 block of West Division Street,0,4,4
395837,15-Aug-15,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3,4
395694,15-Aug-15,California,Los Angeles,57th Street and South Normandie Avenue,0,4,4
395549,15-Aug-15,South Carolina,Orangeburg,2868 Bamberg Road,1,3,4
392131,10-Aug-15,California,Long Beach,1700 block of East 10th Street,0,4,4
391263,9-Aug-15,Mississippi,Forest,Poplar St,1,3,4
391219,9-Aug-15,Michigan,Detroit,15200 block of Hazelridge,1,3,4
391014,9-Aug-15,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4,4
390050,7-Aug-15,Vermont,Barre,3182 Airport Rd,4,0,4
389057,6-Aug-15,South Carolina,Columbia,1505 Garden Plaza,0,4,4
401742,2-Aug-15,Illinois,Chicago,6700 block of South Winchester Avenue,0,4,4
386937,1-Aug-15,Florida,Orlando,5801 Shenandoah Way,0,4,4
384662,30-Jul-15,Pennsylvania,Pittsburgh,Brushton Avenue,0,4,4
382170,26-Jul-15,Louisiana,New Orleans,Piety and Treasure street,0,4,4
381433,25-Jul-15,Virginia,Hopewell,500 block of N. 7th Ave,0,4,4
378452,21-Jul-15,Florida,Miami Gardens,Northwest 25th Avenue and Miami Gardens Drive,1,3,4
377189,19-Jul-15,Virginia,Suffolk,100 block of North Capitol Street,0,4,4
377181,19-Jul-15,North Carolina,Rocky Mount,US-64 and E Raleigh Blvd,0,4,4
378102,18-Jul-15,California,San Diego,200 block of South Bancroft Street,0,4,4
377423,18-Jul-15,Louisiana,Baton Rouge,300 block of Brice Street,2,2,4
376823,17-Jul-15,District of Columbia,Washington,600 block of Edgewood St NE,1,3,4
376203,17-Jul-15,Ohio,Cincinnati,3100 block of Sunshine Ave,0,4,4
375322,15-Jul-15,Maryland,Baltimore,3500 block of West Garrison Boulevard,1,3,4
374965,15-Jul-15,Michigan,Detroit,9200 block of Memorial,0,4,4
374292,14-Jul-15,Missouri,Saint Louis,1100 block of Riverview,0,4,4
373993,13-Jul-15,California,Norwalk,11959 162nd Street,0,4,4
373063,12-Jul-15,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4,4
370187,7-Jul-15,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3,4
370474,7-Jul-15,Maryland,Baltimore,900 block of West Fayette Street,3,1,4
369196,5-Jul-15,New Jersey,East Orange,200 block of S. Clinton St,1,3,4
369410,4-Jul-15,Kentucky,Louisville,2500 block of West Broadway,0,4,4
368867,4-Jul-15,District of Columbia,Washington,2600 block of Douglass Pl SE,1,3,4
368995,4-Jul-15,New York,Syracuse,Bellevue and Rich Street,0,4,4
369127,4-Jul-15,Texas,San Antonio,1100 block of West Avenue,0,4,4
367780,2-Jul-15,Indiana,Indianapolis,500 block of Lynn St,1,3,4
366046,29-Jun-15,Florida,Opa Locka,13450 NW 30th Ave,0,4,4
364872,27-Jun-15,Massachusetts,Taunton,Weir Street,1,3,4
364789,27-Jun-15,Michigan,Detroit,Stringham Court,0,4,4
364210,25-Jun-15,Louisiana,New Orleans,2588 Martin Luther King Jr Blvd,0,4,4
363418,24-Jun-15,New York,New York (Manhattan),2110 Madison Ave,0,4,4
360895,20-Jun-15,North Carolina,Morven,6066 Robinson Bridge Rd,0,4,4
361014,19-Jun-15,Rhode Island,Woonsocket,80 River Street,0,4,4
359215,16-Jun-15,Florida,Miami Gardens,600 block of Northwest 177th Street,0,4,4
358117,15-Jun-15,New York,Brooklyn,673 Flatbush Avenue,0,4,4
357597,14-Jun-15,New Jersey,Camden,2800 block of Mitchell Street,1,3,4
357667,14-Jun-15,Oklahoma,Tulsa,1800 block of North Kingston,0,4,4
357611,14-Jun-15,Missouri,Saint Louis,1400 block of North Market Street,0,4,4
357590,13-Jun-15,Oklahoma,Oklahoma City,500 block of SE 69th St,0,4,4
357770,13-Jun-15,Georgia,Milledgeville,451 North Flynn Street,1,3,4
357220,12-Jun-15,Florida,Allapattah,24th Avenue and 36th Street,0,4,4
355883,11-Jun-15,Texas,Houston,3400 block of Burkett,1,3,4
355644,10-Jun-15,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,4
355267,9-Jun-15,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,4
352779,5-Jun-15,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3,4
351936,3-Jun-15,New York,Wyandanch,Davidson Street,3,1,4
350163,31-May-15,Ohio,Cleveland,16209 block of Laverne Avenue,3,1,4
350021,31-May-15,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,4
349289,30-May-15,California,San Diego,4200 block of Market Street,0,4,4
348606,28-May-15,Nebraska,Omaha,84th and Q,0,4,4
348673,28-May-15,Pennsylvania,Chester,2700 block of West 3rd Street,1,3,4
346725,26-May-15,Louisiana,New Orleans,6700 block of Tara Lane,2,2,4
346320,24-May-15,Alabama,Montgomery,Smiley Court,1,3,4
346179,24-May-15,Missouri,Saint Louis,2700 block of Dayton,0,4,4
346202,23-May-15,California,Fresno,2400 block of South 9th Street,2,2,4
344302,20-May-15,Maryland,Baltimore,800 block of Linwood Avenue,1,3,4
343106,18-May-15,Missouri,Kinloch,8000 block of School Way,0,4,4
341162,16-May-15,New York,Rochester,188 Lewis Street,0,4,4
338034,10-May-15,New Jersey,Jersey City,Bostwick Avenue,0,4,4
337767,10-May-15,New Jersey,Newark,19th Avenue and South 16th Street,1,3,4
335903,7-May-15,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,4
336622,7-May-15,Michigan,Detroit,16000 block of Cathedral Street,0,4,4
334681,4-May-15,New York,Buffalo,100 block of Roosevelt Avenue,1,3,4
334033,3-May-15,Indiana,South Bend,1600 block of South William Street,0,4,4
334047,3-May-15,New York,Bronx,University Avenue,0,4,4
330750,27-Apr-15,Arizona,Gila Bend,State Route 85,2,2,4
329463,25-Apr-15,New Jersey,Trenton,Wood Street,0,4,4
325862,19-Apr-15,Virginia,Richmond,200 block of West Hill Street,0,4,4
325166,18-Apr-15,North Carolina,Lumberton,Martin Luther King Drive,1,3,4
325207,18-Apr-15,North Carolina,Charlotte,Bost Street,0,4,4
325618,18-Apr-15,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,4
