precinct,precinct_id,contest_title,all_votes,donald_j_trump,joseph_r_biden_jr,other_candidates,trump_pct,biden_pct,other_pct,winner_name,winner_votes,winning_pct,top_candidate_one,top_candidate_two,top_candidate_three,top_candidate_one_votes,top_candidate_two_votes,top_candidate_three_votes,top_candidate_one_pct,top_candidate_two_pct,top_candidate_three_pct
29304,100734,President,495.0,281.0,124.0,90.0,56.77,25.05,18.18,Donald J Trump,281.0,56.77,Donald J Trump,Joseph R Biden Jr,Nikki Haley,281.0,124.0,54.0,56.77,25.05,10.91
29308,100736,President,831.0,462.0,216.0,153.0,55.6,25.99,18.41,Donald J Trump,462.0,55.6,Donald J Trump,Joseph R Biden Jr,Nikki Haley,462.0,216.0,109.0,55.6,25.99,13.12
29314,100737,President,1089.0,608.0,269.0,212.0,55.83,24.7,19.47,Donald J Trump,608.0,55.83,Donald J Trump,Joseph R Biden Jr,Nikki Haley,608.0,269.0,153.0,55.83,24.7,14.05
29345,100741,President,272.0,177.0,66.0,29.0,65.07,24.26,10.66,Donald J Trump,177.0,65.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,177.0,66.0,21.0,65.07,24.26,7.72
29346,100742,President,157.0,83.0,46.0,28.0,52.87,29.3,17.83,Donald J Trump,83.0,52.87,Donald J Trump,Joseph R Biden Jr,Nikki Haley,83.0,46.0,21.0,52.87,29.3,13.38
29347,100743,President,1095.0,644.0,271.0,180.0,58.81,24.75,16.44,Donald J Trump,644.0,58.81,Donald J Trump,Joseph R Biden Jr,Nikki Haley,644.0,271.0,116.0,58.81,24.75,10.59
29349,100744,President,423.0,263.0,109.0,51.0,62.17,25.77,12.06,Donald J Trump,263.0,62.17,Donald J Trump,Joseph R Biden Jr,Nikki Haley,263.0,109.0,39.0,62.17,25.77,9.22
29356,100745,President,903.0,491.0,242.0,170.0,54.37,26.8,18.83,Donald J Trump,491.0,54.37,Donald J Trump,Joseph R Biden Jr,Nikki Haley,491.0,242.0,126.0,54.37,26.8,13.95
29359,100746,President,1081.0,599.0,285.0,197.0,55.41,26.36,18.22,Donald J Trump,599.0,55.41,Donald J Trump,Joseph R Biden Jr,Nikki Haley,599.0,285.0,140.0,55.41,26.36,12.95
29361,100747,President,151.0,86.0,34.0,31.0,56.95,22.52,20.53,Donald J Trump,86.0,56.95,Donald J Trump,Joseph R Biden Jr,Nikki Haley,86.0,34.0,16.0,56.95,22.52,10.6
29362,100748,President,692.0,332.0,204.0,156.0,47.98,29.48,22.54,Donald J Trump,332.0,47.98,Donald J Trump,Joseph R Biden Jr,Nikki Haley,332.0,204.0,93.0,47.98,29.48,13.44
29363,100749,President,753.0,391.0,230.0,132.0,51.93,30.54,17.53,Donald J Trump,391.0,51.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,391.0,230.0,87.0,51.93,30.54,11.55
29365,100750,President,412.0,226.0,103.0,83.0,54.85,25.0,20.15,Donald J Trump,226.0,54.85,Donald J Trump,Joseph R Biden Jr,Nikki Haley,226.0,103.0,65.0,54.85,25.0,15.78
29370,100751,President,1424.0,736.0,374.0,314.0,51.69,26.26,22.05,Donald J Trump,736.0,51.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,736.0,374.0,234.0,51.69,26.26,16.43
29371,100752,President,21.0,9.0,8.0,4.0,42.86,38.1,19.05,Donald J Trump,9.0,42.86,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,9.0,8.0,3.0,42.86,38.1,14.29
29800,100753,President,59.0,33.0,12.0,14.0,55.93,20.34,23.73,Donald J Trump,33.0,55.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,33.0,12.0,10.0,55.93,20.34,16.95
29801,100754,President,106.0,63.0,37.0,6.0,59.43,34.91,5.66,Donald J Trump,63.0,59.43,Donald J Trump,Joseph R Biden Jr,Nikki Haley,63.0,37.0,3.0,59.43,34.91,2.83
29810,100760,President,448.0,233.0,151.0,64.0,52.01,33.71,14.29,Donald J Trump,233.0,52.01,Donald J Trump,Joseph R Biden Jr,Nikki Haley,233.0,151.0,32.0,52.01,33.71,7.14
31002,100774,President,1127.0,494.0,395.0,238.0,43.83,35.05,21.12,Donald J Trump,494.0,43.83,Donald J Trump,Joseph R Biden Jr,Nikki Haley,494.0,395.0,179.0,43.83,35.05,15.88
31004,100775,President,349.0,150.0,159.0,40.0,42.98,45.56,11.46,Joseph R Biden Jr,159.0,45.56,Joseph R Biden Jr,Donald J Trump,Nikki Haley,159.0,150.0,16.0,45.56,42.98,4.58
31009,100776,President,794.0,370.0,296.0,128.0,46.6,37.28,16.12,Donald J Trump,370.0,46.6,Donald J Trump,Joseph R Biden Jr,Nikki Haley,370.0,296.0,75.0,46.6,37.28,9.45
31010,100777,President,810.0,440.0,215.0,155.0,54.32,26.54,19.14,Donald J Trump,440.0,54.32,Donald J Trump,Joseph R Biden Jr,Nikki Haley,440.0,215.0,99.0,54.32,26.54,12.22
31013,100778,President,282.0,130.0,107.0,45.0,46.1,37.94,15.96,Donald J Trump,130.0,46.1,Donald J Trump,Joseph R Biden Jr,Nikki Haley,130.0,107.0,15.0,46.1,37.94,5.32
31014,100779,President,233.0,114.0,75.0,44.0,48.93,32.19,18.88,Donald J Trump,114.0,48.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,114.0,75.0,26.0,48.93,32.19,11.16
31016,100780,President,756.0,372.0,241.0,143.0,49.21,31.88,18.92,Donald J Trump,372.0,49.21,Donald J Trump,Joseph R Biden Jr,Nikki Haley,372.0,241.0,78.0,49.21,31.88,10.32
31201,100783,President,928.0,456.0,311.0,161.0,49.14,33.51,17.35,Donald J Trump,456.0,49.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,456.0,311.0,106.0,49.14,33.51,11.42
31210,100784,President,156.0,77.0,60.0,19.0,49.36,38.46,12.18,Donald J Trump,77.0,49.36,Donald J Trump,Joseph R Biden Jr,Nikki Haley,77.0,60.0,14.0,49.36,38.46,8.97
31213,100785,President,181.0,91.0,59.0,31.0,50.28,32.6,17.13,Donald J Trump,91.0,50.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,91.0,59.0,16.0,50.28,32.6,8.84
31214,100786,President,1143.0,537.0,435.0,171.0,46.98,38.06,14.96,Donald J Trump,537.0,46.98,Donald J Trump,Joseph R Biden Jr,Nikki Haley,537.0,435.0,109.0,46.98,38.06,9.54
31218,100788,President,746.0,361.0,266.0,119.0,48.39,35.66,15.95,Donald J Trump,361.0,48.39,Donald J Trump,Joseph R Biden Jr,Nikki Haley,361.0,266.0,55.0,48.39,35.66,7.37
31224,100789,President,1119.0,567.0,367.0,185.0,50.67,32.8,16.53,Donald J Trump,567.0,50.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,567.0,367.0,127.0,50.67,32.8,11.35
31225,100790,President,1185.0,587.0,382.0,216.0,49.54,32.24,18.23,Donald J Trump,587.0,49.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,587.0,382.0,140.0,49.54,32.24,11.81
31246,100791,President,1194.0,537.0,486.0,171.0,44.97,40.7,14.32,Donald J Trump,537.0,44.97,Donald J Trump,Joseph R Biden Jr,Nikki Haley,537.0,486.0,87.0,44.97,40.7,7.29
31248,100792,President,956.0,423.0,357.0,176.0,44.25,37.34,18.41,Donald J Trump,423.0,44.25,Donald J Trump,Joseph R Biden Jr,Nikki Haley,423.0,357.0,106.0,44.25,37.34,11.09
31802,100794,President,372.0,194.0,133.0,45.0,52.15,35.75,12.1,Donald J Trump,194.0,52.15,Donald J Trump,Joseph R Biden Jr,Nikki Haley,194.0,133.0,27.0,52.15,35.75,7.26
31803,100795,President,298.0,160.0,92.0,46.0,53.69,30.87,15.44,Donald J Trump,160.0,53.69,Donald J Trump,Joseph R Biden Jr,Nikki Haley,160.0,92.0,23.0,53.69,30.87,7.72
32100,100796,President,806.0,366.0,314.0,126.0,45.41,38.96,15.63,Donald J Trump,366.0,45.41,Donald J Trump,Joseph R Biden Jr,Nikki Haley,366.0,314.0,65.0,45.41,38.96,8.06
32101,100797,President,594.0,342.0,161.0,91.0,57.58,27.1,15.32,Donald J Trump,342.0,57.58,Donald J Trump,Joseph R Biden Jr,Nikki Haley,342.0,161.0,60.0,57.58,27.1,10.1
32102,100798,President,697.0,379.0,188.0,130.0,54.38,26.97,18.65,Donald J Trump,379.0,54.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,379.0,188.0,100.0,54.38,26.97,14.35
32103,100799,President,1682.0,695.0,706.0,281.0,41.32,41.97,16.71,Joseph R Biden Jr,706.0,41.97,Joseph R Biden Jr,Donald J Trump,Nikki Haley,706.0,695.0,182.0,41.97,41.32,10.82
32106,100800,President,788.0,359.0,299.0,130.0,45.56,37.94,16.5,Donald J Trump,359.0,45.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,359.0,299.0,78.0,45.56,37.94,9.9
32109,100801,President,299.0,171.0,69.0,59.0,57.19,23.08,19.73,Donald J Trump,171.0,57.19,Donald J Trump,Joseph R Biden Jr,Nikki Haley,171.0,69.0,42.0,57.19,23.08,14.05
32112,100803,President,76.0,29.0,23.0,24.0,38.16,30.26,31.58,Donald J Trump,29.0,38.16,Donald J Trump,Joseph R Biden Jr,Nikki Haley,29.0,23.0,16.0,38.16,30.26,21.05
32113,100804,President,689.0,342.0,248.0,99.0,49.64,35.99,14.37,Donald J Trump,342.0,49.64,Donald J Trump,Joseph R Biden Jr,Nikki Haley,342.0,248.0,35.0,49.64,35.99,5.08
32137,100805,President,148.0,68.0,55.0,25.0,45.95,37.16,16.89,Donald J Trump,68.0,45.95,Donald J Trump,Joseph R Biden Jr,Nikki Haley,68.0,55.0,13.0,45.95,37.16,8.78
32143,100806,President,2083.0,873.0,915.0,295.0,41.91,43.93,14.16,Joseph R Biden Jr,915.0,43.93,Joseph R Biden Jr,Donald J Trump,Nikki Haley,915.0,873.0,205.0,43.93,41.91,9.84
32145,100807,President,471.0,227.0,160.0,84.0,48.2,33.97,17.83,Donald J Trump,227.0,48.2,Donald J Trump,Joseph R Biden Jr,Nikki Haley,227.0,160.0,57.0,48.2,33.97,12.1
32146,100808,President,1107.0,543.0,383.0,181.0,49.05,34.6,16.35,Donald J Trump,543.0,49.05,Donald J Trump,Joseph R Biden Jr,Nikki Haley,543.0,383.0,121.0,49.05,34.6,10.93
32157,100809,President,546.0,320.0,116.0,110.0,58.61,21.25,20.15,Donald J Trump,320.0,58.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,320.0,116.0,80.0,58.61,21.25,14.65
32160,100810,President,1043.0,484.0,415.0,144.0,46.4,39.79,13.81,Donald J Trump,484.0,46.4,Donald J Trump,Joseph R Biden Jr,Nikki Haley,484.0,415.0,76.0,46.4,39.79,7.29
32166,100811,President,454.0,202.0,171.0,81.0,44.49,37.67,17.84,Donald J Trump,202.0,44.49,Donald J Trump,Joseph R Biden Jr,Nikki Haley,202.0,171.0,44.0,44.49,37.67,9.69
32171,100812,President,700.0,342.0,241.0,117.0,48.86,34.43,16.71,Donald J Trump,342.0,48.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,342.0,241.0,53.0,48.86,34.43,7.57
32178,100813,President,382.0,168.0,160.0,54.0,43.98,41.88,14.14,Donald J Trump,168.0,43.98,Donald J Trump,Joseph R Biden Jr,Nikki Haley,168.0,160.0,19.0,43.98,41.88,4.97
32179,100814,President,1071.0,505.0,395.0,171.0,47.15,36.88,15.97,Donald J Trump,505.0,47.15,Donald J Trump,Joseph R Biden Jr,Nikki Haley,505.0,395.0,119.0,47.15,36.88,11.11
32180,100815,President,383.0,181.0,144.0,58.0,47.26,37.6,15.14,Donald J Trump,181.0,47.26,Donald J Trump,Joseph R Biden Jr,Nikki Haley,181.0,144.0,37.0,47.26,37.6,9.66
32184,100816,President,983.0,492.0,314.0,177.0,50.05,31.94,18.01,Donald J Trump,492.0,50.05,Donald J Trump,Joseph R Biden Jr,Nikki Haley,492.0,314.0,100.0,50.05,31.94,10.17
32190,100817,President,1098.0,521.0,408.0,169.0,47.45,37.16,15.39,Donald J Trump,521.0,47.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,521.0,408.0,101.0,47.45,37.16,9.2
32193,100818,President,1010.0,477.0,384.0,149.0,47.23,38.02,14.75,Donald J Trump,477.0,47.23,Donald J Trump,Joseph R Biden Jr,Nikki Haley,477.0,384.0,89.0,47.23,38.02,8.81
32195,100819,President,1345.0,690.0,406.0,249.0,51.3,30.19,18.51,Donald J Trump,690.0,51.3,Donald J Trump,Joseph R Biden Jr,Nikki Haley,690.0,406.0,176.0,51.3,30.19,13.09
32196,100820,President,1573.0,773.0,534.0,266.0,49.14,33.95,16.91,Donald J Trump,773.0,49.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,773.0,534.0,164.0,49.14,33.95,10.43
32200,100821,President,1428.0,640.0,572.0,216.0,44.82,40.06,15.13,Donald J Trump,640.0,44.82,Donald J Trump,Joseph R Biden Jr,Nikki Haley,640.0,572.0,143.0,44.82,40.06,10.01
32205,100822,President,1080.0,518.0,381.0,181.0,47.96,35.28,16.76,Donald J Trump,518.0,47.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,518.0,381.0,108.0,47.96,35.28,10.0
32208,100823,President,1361.0,646.0,431.0,284.0,47.47,31.67,20.87,Donald J Trump,646.0,47.47,Donald J Trump,Joseph R Biden Jr,Nikki Haley,646.0,431.0,216.0,47.47,31.67,15.87
32211,100825,President,43.0,25.0,12.0,6.0,58.14,27.91,13.95,Donald J Trump,25.0,58.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,25.0,12.0,4.0,58.14,27.91,9.3
32212,100826,President,252.0,127.0,94.0,31.0,50.4,37.3,12.3,Donald J Trump,127.0,50.4,Donald J Trump,Joseph R Biden Jr,Nikki Haley,127.0,94.0,22.0,50.4,37.3,8.73
32232,100827,President,1487.0,751.0,510.0,226.0,50.5,34.3,15.2,Donald J Trump,751.0,50.5,Donald J Trump,Joseph R Biden Jr,Nikki Haley,751.0,510.0,148.0,50.5,34.3,9.95
32265,100828,President,1345.0,613.0,547.0,185.0,45.58,40.67,13.75,Donald J Trump,613.0,45.58,Donald J Trump,Joseph R Biden Jr,Nikki Haley,613.0,547.0,108.0,45.58,40.67,8.03
32266,100829,President,1903.0,917.0,684.0,302.0,48.19,35.94,15.87,Donald J Trump,917.0,48.19,Donald J Trump,Joseph R Biden Jr,Nikki Haley,917.0,684.0,209.0,48.19,35.94,10.98
32269,100830,President,759.0,387.0,239.0,133.0,50.99,31.49,17.52,Donald J Trump,387.0,50.99,Donald J Trump,Joseph R Biden Jr,Nikki Haley,387.0,239.0,99.0,50.99,31.49,13.04
32282,100831,President,914.0,404.0,349.0,161.0,44.2,38.18,17.61,Donald J Trump,404.0,44.2,Donald J Trump,Joseph R Biden Jr,Nikki Haley,404.0,349.0,98.0,44.2,38.18,10.72
32287,100832,President,1393.0,668.0,484.0,241.0,47.95,34.75,17.3,Donald J Trump,668.0,47.95,Donald J Trump,Joseph R Biden Jr,Nikki Haley,668.0,484.0,165.0,47.95,34.75,11.84
32295,100833,President,1054.0,535.0,384.0,135.0,50.76,36.43,12.81,Donald J Trump,535.0,50.76,Donald J Trump,Joseph R Biden Jr,Nikki Haley,535.0,384.0,67.0,50.76,36.43,6.36
32300,100834,President,132.0,70.0,41.0,21.0,53.03,31.06,15.91,Donald J Trump,70.0,53.03,Donald J Trump,Joseph R Biden Jr,Nikki Haley,70.0,41.0,15.0,53.03,31.06,11.36
32305,100835,President,1215.0,545.0,468.0,202.0,44.86,38.52,16.63,Donald J Trump,545.0,44.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,545.0,468.0,127.0,44.86,38.52,10.45
32306,100836,President,1433.0,688.0,499.0,246.0,48.01,34.82,17.17,Donald J Trump,688.0,48.01,Donald J Trump,Joseph R Biden Jr,Nikki Haley,688.0,499.0,166.0,48.01,34.82,11.58
32307,100837,President,247.0,129.0,94.0,24.0,52.23,38.06,9.72,Donald J Trump,129.0,52.23,Donald J Trump,Joseph R Biden Jr,Nikki Haley,129.0,94.0,11.0,52.23,38.06,4.45
32308,100838,President,1197.0,558.0,424.0,215.0,46.62,35.42,17.96,Donald J Trump,558.0,46.62,Donald J Trump,Joseph R Biden Jr,Nikki Haley,558.0,424.0,148.0,46.62,35.42,12.36
32309,100839,President,518.0,239.0,184.0,95.0,46.14,35.52,18.34,Donald J Trump,239.0,46.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,239.0,184.0,53.0,46.14,35.52,10.23
32314,100840,President,561.0,277.0,187.0,97.0,49.38,33.33,17.29,Donald J Trump,277.0,49.38,Donald J Trump,Joseph R Biden Jr,Nikki Haley,277.0,187.0,65.0,49.38,33.33,11.59
32316,100841,President,689.0,302.0,245.0,142.0,43.83,35.56,20.61,Donald J Trump,302.0,43.83,Donald J Trump,Joseph R Biden Jr,Nikki Haley,302.0,245.0,108.0,43.83,35.56,15.67
32319,100842,President,1096.0,520.0,401.0,175.0,47.45,36.59,15.97,Donald J Trump,520.0,47.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,520.0,401.0,116.0,47.45,36.59,10.58
32335,100843,President,648.0,305.0,256.0,87.0,47.07,39.51,13.43,Donald J Trump,305.0,47.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,305.0,256.0,54.0,47.07,39.51,8.33
32337,100844,President,533.0,244.0,187.0,102.0,45.78,35.08,19.14,Donald J Trump,244.0,45.78,Donald J Trump,Joseph R Biden Jr,Nikki Haley,244.0,187.0,62.0,45.78,35.08,11.63
32338,100845,President,909.0,442.0,316.0,151.0,48.62,34.76,16.61,Donald J Trump,442.0,48.62,Donald J Trump,Joseph R Biden Jr,Nikki Haley,442.0,316.0,95.0,48.62,34.76,10.45
32349,100846,President,608.0,311.0,178.0,119.0,51.15,29.28,19.57,Donald J Trump,311.0,51.15,Donald J Trump,Joseph R Biden Jr,Nikki Haley,311.0,178.0,75.0,51.15,29.28,12.34
32355,100847,President,1292.0,623.0,446.0,223.0,48.22,34.52,17.26,Donald J Trump,623.0,48.22,Donald J Trump,Joseph R Biden Jr,Nikki Haley,623.0,446.0,152.0,48.22,34.52,11.76
32356,100848,President,1000.0,420.0,418.0,162.0,42.0,41.8,16.2,Donald J Trump,420.0,42.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,420.0,418.0,81.0,42.0,41.8,8.1
32362,100849,President,99.0,53.0,25.0,21.0,53.54,25.25,21.21,Donald J Trump,53.0,53.54,Donald J Trump,Joseph R Biden Jr,Nikki Haley,53.0,25.0,10.0,53.54,25.25,10.1
32366,100850,President,26.0,16.0,8.0,2.0,61.54,30.77,7.69,Donald J Trump,16.0,61.54,Donald J Trump,Joseph R Biden Jr,Charles Ballay,16.0,8.0,1.0,61.54,30.77,3.85
32368,100852,President,310.0,136.0,126.0,48.0,43.87,40.65,15.48,Donald J Trump,136.0,43.87,Donald J Trump,Joseph R Biden Jr,Nikki Haley,136.0,126.0,28.0,43.87,40.65,9.03
32370,100853,President,793.0,381.0,298.0,114.0,48.05,37.58,14.38,Donald J Trump,381.0,48.05,Donald J Trump,Joseph R Biden Jr,Nikki Haley,381.0,298.0,56.0,48.05,37.58,7.06
32371,100854,President,566.0,263.0,229.0,74.0,46.47,40.46,13.07,Donald J Trump,263.0,46.47,Donald J Trump,Joseph R Biden Jr,Nikki Haley,263.0,229.0,46.0,46.47,40.46,8.13
32376,100855,President,1207.0,590.0,419.0,198.0,48.88,34.71,16.4,Donald J Trump,590.0,48.88,Donald J Trump,Joseph R Biden Jr,Nikki Haley,590.0,419.0,122.0,48.88,34.71,10.11
32379,100856,President,826.0,378.0,327.0,121.0,45.76,39.59,14.65,Donald J Trump,378.0,45.76,Donald J Trump,Joseph R Biden Jr,Nikki Haley,378.0,327.0,62.0,45.76,39.59,7.51
32400,100857,President,970.0,470.0,310.0,190.0,48.45,31.96,19.59,Donald J Trump,470.0,48.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,470.0,310.0,134.0,48.45,31.96,13.81
32800,100858,President,42.0,11.0,28.0,3.0,26.19,66.67,7.14,Joseph R Biden Jr,28.0,66.67,Joseph R Biden Jr,Donald J Trump,Nikki Haley,28.0,11.0,2.0,66.67,26.19,4.76
32804,100861,President,100.0,34.0,48.0,18.0,34.0,48.0,18.0,Joseph R Biden Jr,48.0,48.0,Joseph R Biden Jr,Donald J Trump,Nikki Haley,48.0,34.0,5.0,48.0,34.0,5.0
32805,100862,President,327.0,135.0,144.0,48.0,41.28,44.04,14.68,Joseph R Biden Jr,144.0,44.04,Joseph R Biden Jr,Donald J Trump,Nikki Haley,144.0,135.0,12.0,44.04,41.28,3.67
32807,100863,President,132.0,52.0,70.0,10.0,39.39,53.03,7.58,Joseph R Biden Jr,70.0,53.03,Joseph R Biden Jr,Donald J Trump,Nikki Haley,70.0,52.0,5.0,53.03,39.39,3.79
33114,100866,President,118.0,51.0,51.0,16.0,43.22,43.22,13.56,Tie,51.0,43.22,Donald J Trump,Joseph R Biden Jr,Nikki Haley,51.0,51.0,7.0,43.22,43.22,5.93
33117,100867,President,370.0,162.0,138.0,70.0,43.78,37.3,18.92,Donald J Trump,162.0,43.78,Donald J Trump,Joseph R Biden Jr,Nikki Haley,162.0,138.0,48.0,43.78,37.3,12.97
33118,100868,President,239.0,89.0,117.0,33.0,37.24,48.95,13.81,Joseph R Biden Jr,117.0,48.95,Joseph R Biden Jr,Donald J Trump,Nikki Haley,117.0,89.0,10.0,48.95,37.24,4.18
33122,100869,President,331.0,132.0,121.0,78.0,39.88,36.56,23.56,Donald J Trump,132.0,39.88,Donald J Trump,Joseph R Biden Jr,Nikki Haley,132.0,121.0,57.0,39.88,36.56,17.22
33123,100870,President,22.0,18.0,2.0,2.0,81.82,9.09,9.09,Donald J Trump,18.0,81.82,Donald J Trump,Joseph R Biden Jr,President R Boddie,18.0,2.0,1.0,81.82,9.09,4.55
33126,100872,President,440.0,203.0,171.0,66.0,46.14,38.86,15.0,Donald J Trump,203.0,46.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,203.0,171.0,36.0,46.14,38.86,8.18
33127,100873,President,200.0,84.0,74.0,42.0,42.0,37.0,21.0,Donald J Trump,84.0,42.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,84.0,74.0,30.0,42.0,37.0,15.0
33128,100874,President,147.0,51.0,78.0,18.0,34.69,53.06,12.24,Joseph R Biden Jr,78.0,53.06,Joseph R Biden Jr,Donald J Trump,Nikki Haley,78.0,51.0,7.0,53.06,34.69,4.76
33132,100877,President,60.0,24.0,27.0,9.0,40.0,45.0,15.0,Joseph R Biden Jr,27.0,45.0,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,27.0,24.0,5.0,45.0,40.0,8.33
33135,100880,President,71.0,34.0,28.0,9.0,47.89,39.44,12.68,Donald J Trump,34.0,47.89,Donald J Trump,Joseph R Biden Jr,Nikki Haley,34.0,28.0,3.0,47.89,39.44,4.23
33136,100881,President,51.0,18.0,24.0,9.0,35.29,47.06,17.65,Joseph R Biden Jr,24.0,47.06,Joseph R Biden Jr,Donald J Trump,Nikki Haley,24.0,18.0,5.0,47.06,35.29,9.8
33802,100885,President,21.0,6.0,8.0,7.0,28.57,38.1,33.33,Joseph R Biden Jr,8.0,38.1,Joseph R Biden Jr,Donald J Trump,Nikki Haley,8.0,6.0,6.0,38.1,28.57,28.57
33804,100887,President,56.0,23.0,32.0,1.0,41.07,57.14,1.79,Joseph R Biden Jr,32.0,57.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,32.0,23.0,1.0,57.14,41.07,1.79
33805,100888,President,34.0,17.0,9.0,8.0,50.0,26.47,23.53,Donald J Trump,17.0,50.0,Donald J Trump,Joseph R Biden Jr,Ron Desantis,17.0,9.0,2.0,50.0,26.47,5.88
33806,100889,President,23.0,12.0,9.0,2.0,52.17,39.13,8.7,Donald J Trump,12.0,52.17,Donald J Trump,Joseph R Biden Jr,Nikki Haley,12.0,9.0,1.0,52.17,39.13,4.35
33808,100891,President,49.0,21.0,21.0,7.0,42.86,42.86,14.29,Tie,21.0,42.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,21.0,21.0,6.0,42.86,42.86,12.24
34091,100892,President,62.0,30.0,16.0,16.0,48.39,25.81,25.81,Donald J Trump,30.0,48.39,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,30.0,16.0,5.0,48.39,25.81,8.06
34092,100893,President,118.0,53.0,43.0,22.0,44.92,36.44,18.64,Donald J Trump,53.0,44.92,Donald J Trump,Joseph R Biden Jr,Nikki Haley,53.0,43.0,12.0,44.92,36.44,10.17
34093,100894,President,85.0,42.0,26.0,17.0,49.41,30.59,20.0,Donald J Trump,42.0,49.41,Donald J Trump,Joseph R Biden Jr,Nikki Haley,42.0,26.0,7.0,49.41,30.59,8.24
34095,100895,President,70.0,41.0,21.0,8.0,58.57,30.0,11.43,Donald J Trump,41.0,58.57,Donald J Trump,Joseph R Biden Jr,Nikki Haley,41.0,21.0,5.0,58.57,30.0,7.14
34097,100896,President,181.0,98.0,59.0,24.0,54.14,32.6,13.26,Donald J Trump,98.0,54.14,Donald J Trump,Joseph R Biden Jr,Nikki Haley,98.0,59.0,10.0,54.14,32.6,5.52
34098,100897,President,89.0,38.0,35.0,16.0,42.7,39.33,17.98,Donald J Trump,38.0,42.7,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,38.0,35.0,6.0,42.7,39.33,6.74
34337,100898,President,391.0,209.0,113.0,69.0,53.45,28.9,17.65,Donald J Trump,209.0,53.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,209.0,113.0,29.0,53.45,28.9,7.42
35125,100899,President,481.0,257.0,146.0,78.0,53.43,30.35,16.22,Donald J Trump,257.0,53.43,Donald J Trump,Joseph R Biden Jr,Nikki Haley,257.0,146.0,61.0,53.43,30.35,12.68
35128,100900,President,438.0,202.0,171.0,65.0,46.12,39.04,14.84,Donald J Trump,202.0,46.12,Donald J Trump,Joseph R Biden Jr,Nikki Haley,202.0,171.0,38.0,46.12,39.04,8.68
35129,100901,President,949.0,446.0,337.0,166.0,47.0,35.51,17.49,Donald J Trump,446.0,47.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,446.0,337.0,119.0,47.0,35.51,12.54
35134,100902,President,735.0,292.0,289.0,154.0,39.73,39.32,20.95,Donald J Trump,292.0,39.73,Donald J Trump,Joseph R Biden Jr,Nikki Haley,292.0,289.0,112.0,39.73,39.32,15.24
35140,100903,President,798.0,331.0,312.0,155.0,41.48,39.1,19.42,Donald J Trump,331.0,41.48,Donald J Trump,Joseph R Biden Jr,Nikki Haley,331.0,312.0,104.0,41.48,39.1,13.03
36003,100904,President,363.0,147.0,177.0,39.0,40.5,48.76,10.74,Joseph R Biden Jr,177.0,48.76,Joseph R Biden Jr,Donald J Trump,Nikki Haley,177.0,147.0,29.0,48.76,40.5,7.99
36007,100905,President,482.0,177.0,238.0,67.0,36.72,49.38,13.9,Joseph R Biden Jr,238.0,49.38,Joseph R Biden Jr,Donald J Trump,Nikki Haley,238.0,177.0,39.0,49.38,36.72,8.09
36008,100906,President,878.0,351.0,393.0,134.0,39.98,44.76,15.26,Joseph R Biden Jr,393.0,44.76,Joseph R Biden Jr,Donald J Trump,Nikki Haley,393.0,351.0,83.0,44.76,39.98,9.45
36013,100907,President,185.0,80.0,79.0,26.0,43.24,42.7,14.05,Donald J Trump,80.0,43.24,Donald J Trump,Joseph R Biden Jr,Nikki Haley,80.0,79.0,14.0,43.24,42.7,7.57
36014,100908,President,1127.0,440.0,534.0,153.0,39.04,47.38,13.58,Joseph R Biden Jr,534.0,47.38,Joseph R Biden Jr,Donald J Trump,Nikki Haley,534.0,440.0,98.0,47.38,39.04,8.7
