Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
13,2006-08-02,PHI,STL,W 16-8,49,42,16,18,2,1,4,16,4,0,3,1,1,1,1,2,0,0,0.638,11.187,.564,6,15,42598,215,101,tolf,10,,cloudy
14,2001-05-11,PHI,ARI,W 5-1,38,35,5,12,1,0,4,5,2,0,6,0,1,0,0,1,0,2,0.018,-0.112,.645,6,11,30291,173,100,fromcf,4,,sunny
15,1999-08-09,TOR,TEX,W 19-4,54,51,19,25,6,0,4,19,2,1,5,1,0,0,1,2,0,0,0.435,13.481,.540,8,10,23235,184,103,rtol,10,none,night
16,1998-08-09,BOS,TEX,W 14-8,48,38,14,12,1,1,4,13,8,0,8,1,0,1,1,0,0,0,0.494,8.710,.660,7,9,31127,195,100,fromrf,10,none,night
17,1998-08-02,TEX,CHW,W 12-3,46,41,12,17,4,0,4,11,5,0,4,0,0,0,0,1,0,0,0.423,7.297,.527,10,11,28175,159,101,rtol,3,none,cloudy
18,1995-08-04,MIL,BAL,W 12-4,50,41,12,16,3,0,4,12,8,0,4,0,0,1,0,1,0,0,0.504,6.779,.492,11,12,44598,172,101,tocf,13,none,night
19,1962-08-19,NYY,KCA,W 21-7,53,46,21,20,4,2,4,21,5,0,2,1,1,0,0,0,3,0,0.436,16.368,.298,5,12,29274,147,100,,,,
20,1962-08-19,KCA,NYY,L 7-21,37,36,7,11,0,2,4,7,0,0,2,0,0,1,0,1,0,0,-0.064,2.369,.243,3,15,29274,147,100,,,,
21,1961-07-23,CHC,PHI,W 11-5,42,37,11,12,1,0,4,11,5,1,4,0,0,0,1,1,1,0,0.428,6.570,.467,4,12,3476,175,104,,,none,cloudy
22,1930-08-08,BRO,STL,W 11-5,43,38,11,13,1,1,4,9,4,1,3,0,1,,1,,0,0,0.320,4.937,.595,5,10,6000,125,107,,,,
23,2021-09-22,ATL,ARI,W 9-2,39,33,9,11,3,0,3,9,4,0,8,0,0,2,0,1,0,0,0.303,4.448,.413,3,14,10631,180,100,torf,3,none,sunny
24,2020-09-06,HOU,LAA,L 5-9,36,33,5,6,2,0,3,5,3,0,11,0,0,0,1,0,0,1,0.022,0.168,1.237,4,11,,208,106,ltor,9,none,sunny
25,2020-09-05 (1),LAA,HOU,W 10-9,34,31,10,13,6,0,3,10,3,0,7,0,0,0,0,0,1,0,1.635,6.798,1.742,5,9,,181,109,rtol,9,none,sunny
26,2018-07-21,CLE,TEX,W 16-3,50,47,16,21,8,1,3,15,2,0,3,1,0,0,0,0,0,0,0.250,10.937,.488,7,13,31532,191,107,rtol,5,,sunny
27,2018-07-20,TEX,CLE,L 8-9,56,48,8,17,1,0,3,8,8,0,15,0,0,0,0,1,2,0,0.074,1.811,1.839,15,13,28253,288,107,rtol,11,,sunny
28,2017-05-23,CHW,ARI,L 4-5,39,36,4,10,1,0,3,4,3,1,7,0,0,0,0,1,0,0,-0.361,-1.024,1.715,8,17,17865,176,103,torf,9,,cloudy
29,2015-07-30,TEX,NYY,W 7-6,41,35,7,12,0,0,3,7,5,0,9,1,0,0,0,2,1,0,0.554,2.843,1.969,8,12,34407,211,101,ltor,5,,sunny
30,2015-07-30,NYY,TEX,L 6-7,42,36,6,11,0,1,3,6,4,0,6,1,0,1,0,1,0,0,0.054,1.400,1.485,9,10,34407,211,101,ltor,5,,sunny
31,2014-06-17,MIL,ARI,W 7-5,39,37,7,11,1,2,3,7,0,0,13,1,0,1,0,0,0,0,0.558,2.943,.922,5,14,18148,172,100,rtol,16,,sunny
32,2013-08-01,TEX,ARI,W 7-1,37,35,7,11,3,0,3,7,1,0,6,1,0,0,1,0,1,0,0.224,3.009,.310,6,10,41569,167,101,tocf,5,,sunny
33,2012-08-02,LAA,TEX,L 9-15,45,37,9,13,4,0,3,9,5,0,10,0,2,1,1,0,2,1,0.385,4.139,1.119,9,11,40281,241,102,fromrf,14,,sunny
34,2012-08-01,LAA,TEX,L 10-11,49,40,10,10,3,0,3,9,8,1,16,1,0,0,0,0,1,0,0.633,4.598,.647,9,10,42832,241,105,fromrf,12,,sunny
35,2012-07-31,LAA,TEX,W 6-2,39,35,6,9,1,0,3,6,4,0,6,0,0,0,0,1,0,0,0.119,1.134,.496,6,9,34918,157,103,torf,7,,sunny
36,2012-07-30,TEX,LAA,L 8-15,41,37,8,12,3,0,3,8,2,0,4,0,0,2,0,0,0,0,0.046,3.139,.516,6,12,36111,186,102,fromlf,11,,sunny
37,2012-07-04,MIA,MIL,W 7-6,41,37,7,10,1,0,3,7,4,0,11,0,0,0,0,2,1,0,0.613,2.011,1.186,4,16,31910,213,100,tolf,12,,sunny
38,2012-06-08,ARI,OAK,W 9-8,44,39,9,15,4,0,3,9,4,0,10,0,1,0,0,0,0,1,0.836,4.692,1.091,9,16,25787,222,101,tocf,6,,sunny
39,2012-05-21,LAD,ARI,W 6-1,42,38,6,11,0,1,3,6,3,0,8,0,1,0,0,0,0,0,0.136,1.590,.755,9,15,24768,197,105,fromcf,9,,sunny
40,2011-08-26,TEX,LAA,W 11-7,44,42,11,18,5,0,3,11,1,0,8,0,1,0,0,0,1,0,0.224,6.624,.527,9,9,38256,192,102,,0,,sunny
41,2011-08-24,BOS,TEX,W 13-2,44,40,13,16,3,0,3,13,2,0,9,0,1,1,0,0,1,0,0.369,8.077,.391,4,12,30724,202,104,fromlf,6,,cloudy
42,2011-07-08,TEX,OAK,W 8-5,39,35,8,10,2,0,3,7,4,0,8,0,0,0,2,1,2,0,0.366,3.624,.412,7,10,37858,168,106,fromrf,8,,sunny
43,2011-07-04,BAL,TEX,L 4-13,36,32,4,6,0,0,3,4,3,0,5,1,0,0,0,1,0,0,0.005,-0.923,.434,5,12,42885,168,102,rtol,10,,cloudy
44,2011-07-02,TEX,FLA,L 5-9,39,35,5,7,0,1,3,4,4,0,5,0,0,0,1,0,3,0,-0.024,0.076,.716,7,10,29728,201,100,fromlf,10,,sunny
45,2011-07-02,FLA,TEX,W 9-5,43,38,9,13,2,0,3,9,3,0,6,0,0,2,1,1,2,0,0.479,4.077,.496,7,10,29728,201,100,fromlf,10,,sunny
46,2010-06-04,COL,ARI,L 6-7,37,32,6,5,0,0,3,6,3,0,14,2,0,0,1,1,1,0,0.257,1.391,1.011,4,17,25290,211,102,rtol,15,,sunny
47,2008-08-04,NYY,TEX,L 5-9,38,37,5,10,1,0,3,4,1,0,8,0,0,0,0,0,0,0,-0.022,0.147,1.324,6,11,33813,208,101,fromlf,10,,cloudy
48,2008-08-04,TEX,NYY,W 9-5,41,35,9,10,1,1,3,9,6,0,10,0,0,0,0,0,0,1,0.477,4.261,1.556,6,11,33813,208,101,fromlf,10,,cloudy
49,2008-08-03,TEX,TOR,W 8-4,37,29,8,7,2,0,3,8,5,1,7,2,0,1,0,1,0,0,0.338,3.687,.821,5,10,17488,171,103,fromlf,7,,sunny
50,2007-09-03,LAA,OAK,W 9-5,38,34,9,12,3,0,3,8,3,1,5,0,0,1,0,1,0,0,0.203,4.552,.406,5,11,39164,173,106,torf,5,,cloudy
51,2007-08-10,WSN,ARI,L 4-11,35,32,4,8,1,0,3,4,2,0,1,0,1,0,0,2,0,0,-0.002,-1.065,.796,4,15,31110,177,100,ltor,6,,sunny
52,2007-08-08,SEA,BAL,W 8-4,41,38,8,15,3,0,3,7,0,0,3,1,0,2,1,2,0,0,0.464,2.996,.726,6,10,17511,162,101,ltor,6,,cloudy
53,2007-06-26,ARI,LAD,L 5-6,43,39,5,8,0,1,3,5,3,0,8,1,0,0,1,0,0,0,-0.412,-0.626,1.315,8,18,28734,197,104,fromlf,10,,sunny
54,2007-06-19,ARI,TBD,W 10-8,51,43,10,16,1,0,3,10,8,0,9,0,0,0,0,1,1,0,0.669,4.675,1.350,13,18,19761,245,101,,6,,sunny
55,2006-08-11,TEX,SEA,W 14-7,46,37,14,14,2,0,3,12,8,0,2,0,0,1,2,1,0,0,0.438,9.534,.366,8,10,28207,172,100,fromlf,11,,cloudy
56,2002-08-19,TBD,BAL,W 7-3,41,37,7,10,1,0,3,5,4,1,3,0,0,0,1,1,1,0,0.306,2.348,.419,7,10,24578,149,100,ltor,8,,cloudy
57,2000-08-15,NYY,TEX,W 10-2,47,41,10,17,3,0,3,10,5,0,5,0,1,0,0,2,0,0,0.365,4.570,.333,10,12,35365,180,100,fromlf,15,,sunny
58,1999-07-30,SFG,CIN,L 4-7,38,36,4,9,3,0,3,4,2,0,7,0,0,0,0,0,1,0,-0.168,-1.141,.682,7,14,31946,170,103,torf,11,none,night
59,1997-07-27,FLA,STL,L 4-6,36,33,4,7,2,0,3,4,3,0,10,0,0,0,0,0,0,1,-0.182,-0.571,.715,5,14,30571,152,102,tocf,6,none,cloudy
60,1995-06-19,DET,TEX,L 4-6,36,33,4,8,0,0,3,4,2,0,8,1,0,0,0,2,1,0,-0.192,-1.121,1.264,5,12,11215,164,100,torf,8,none,night
61,1993-07-08,CHW,BAL,W 12-5,47,41,12,15,1,0,3,11,5,1,4,0,1,0,1,1,1,0,0.454,7.055,.285,8,10,46496,184,101,tolf,10,none,night
62,1988-08-27,TEX,TOR,W 5-3,37,35,5,11,0,0,3,5,2,0,6,0,0,0,3,0,0,3,0.253,1.009,.892,8,9,21578,181,100,,,none,night
63,1988-07-26,BOS,TEX,L 8-9,42,39,8,13,4,0,3,8,2,0,5,0,0,1,0,0,1,0,0.309,3.510,1.352,7,10,20456,185,104,,9,none,night
64,1988-07-26,TEX,BOS,W 9-8,36,32,9,11,1,0,3,9,3,0,5,0,0,1,0,1,0,1,0.811,5.010,.928,3,9,20456,185,104,,9,none,night
65,1983-08-16,KCR,DET,W 18-7,48,41,18,19,4,1,3,17,5,2,3,1,1,0,1,1,1,0,0.573,13.984,.634,6,13,27929,211,103,,,,
66,1980-06-28,TEX,MIN,W 11-3,40,39,11,18,2,0,3,10,0,0,2,0,1,0,1,2,0,0,0.314,7.144,.355,5,13,14336,158,107,,,,
67,1957-08-15,KCA,DET,W 7-2,38,35,7,11,2,1,3,7,3,0,2,0,0,0,0,0,0,0,0.349,3.225,.369,7,11,4882,145,100,,,,
68,1956-07-28,NYY,KCA,W 14-3,50,45,14,19,5,1,3,13,5,0,4,0,0,0,0,1,1,0,0.506,9.298,.319,9,14,32335,153,100,,,,
69,1956-07-27,NYY,KCA,W 10-9,62,54,10,16,2,1,3,8,7,0,11,0,1,0,2,0,1,4,0.140,2.686,1.774,10,13,30034,287,101,,,,
70,1953-06-18,STL,BRO,W 12-4,43,35,12,12,2,0,3,12,6,1,6,2,0,,0,1,0,0,0.332,7.685,.469,7,11,15271,156,100,,,,
71,1952-07-20,STL,BSN,W 8-4,39,35,8,13,2,1,3,8,3,0,3,1,0,,0,1,0,0,0.371,4.260,.527,7,10,12363,132,100,,,,
72,1936-08-26,BSN,STL,W 10-4,44,35,10,13,2,1,3,9,6,0,2,1,2,,1,2,0,1,0.564,5.318,.794,7,9,2500,132,100,,,,
73,1936-06-28 (1),SLB,NYY,W 6-3,38,35,6,12,1,0,3,6,2,0,5,0,1,,0,,0,0,0.070,0.762,1.102,8,10,,127,100,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2020-09-25 (2),ARI,COL,W 11-5,40,32,11,13,1,0,2,10,6,0,5,2,0,0,0,0,0,0,0.592,7.745,.604,11,9,,178,102,,6,none,sunny
75,2020-08-28,SFG,ARI,L 4-7,36,34,4,9,1,1,2,4,1,0,6,1,0,0,0,2,0,0,-0.283,-0.884,.494,5,11,,169,108,,5,none,sunny
76,2020-08-26,COL,ARI,W 8-7,45,37,8,11,2,0,2,8,8,1,14,0,0,0,0,0,3,0,0.136,3.118,.880,10,9,,223,107,torf,6,none,cloudy
77,2020-08-24,ARI,COL,L 2-3,35,31,2,6,0,0,2,2,3,0,5,1,0,0,0,0,0,0,-0.638,-2.883,1.495,6,9,,199,113,,4,none,cloudy
78,2019-06-25,LAD,ARI,W 3-2,36,30,3,5,2,0,2,3,4,1,10,1,1,0,0,0,3,0,-0.097,-1.812,1.137,6,16,27927,187,103,torf,12,,cloudy
79,2019-06-24,ARI,LAD,W 8-5,37,33,8,11,0,0,2,8,3,0,5,0,0,1,0,1,1,0,0.370,3.724,.912,5,16,24675,192,103,torf,13,,sunny
80,2019-06-21,SFG,ARI,W 11-5,43,37,11,11,4,1,2,11,5,1,8,1,0,0,0,1,0,0,0.464,6.188,.808,5,15,29312,189,102,torf,17,,sunny
81,2018-07-25,OAK,TEX,W 6-5,41,36,6,12,2,0,2,6,5,0,7,0,0,0,0,2,0,1,0.407,0.936,1.330,8,11,20549,228,100,rtol,7,,sunny
82,2018-07-22,TEX,CLE,W 5-0,34,29,5,7,0,0,2,5,4,0,8,0,0,1,0,1,4,0,-0.037,0.499,.824,5,11,21829,153,102,fromlf,4,,sunny
83,2018-07-20,CLE,TEX,W 9-8,51,46,9,17,2,1,2,9,4,0,6,1,0,0,0,1,3,1,0.575,2.813,1.264,9,12,28253,288,107,rtol,11,,sunny
84,2018-07-03,HOU,TEX,W 5-3,39,32,5,9,2,0,2,5,4,0,7,2,1,0,0,0,0,1,0.130,-0.063,.668,7,11,40165,207,102,,6,,sunny
85,2017-05-23,ARI,CHW,W 5-4,31,31,5,9,1,1,2,5,0,0,6,0,0,0,0,1,1,0,0.137,0.534,.658,2,15,17865,176,103,torf,9,,cloudy
86,2017-05-22,ARI,CHW,W 5-1,33,30,5,7,0,1,2,4,3,0,4,0,0,0,1,2,0,1,0.150,0.535,.632,4,10,18333,159,103,ltor,8,,cloudy
87,2016-06-11,ARI,MIA,W 5-3,31,31,5,7,1,1,2,5,0,0,12,0,0,0,0,0,0,0,0.273,0.758,.729,2,13,33442,153,100,,10,,sunny
88,2016-06-11,MIA,ARI,L 3-5,40,36,3,9,0,1,2,3,3,0,6,1,0,0,1,1,0,0,-0.229,-1.771,1.340,10,14,33442,153,100,,10,,sunny
89,2014-07-27,TEX,OAK,L 3-9,37,34,3,8,1,0,2,3,2,0,5,1,0,0,0,1,0,0,-0.099,-1.350,.541,7,10,38915,206,100,fromcf,3,,sunny
90,2014-05-30,CIN,ARI,W 6-4,36,35,6,11,1,0,2,6,1,0,5,0,0,0,0,2,1,1,0.281,1.944,.766,3,15,19826,160,102,ltor,8,,sunny
91,2014-05-28,ARI,SDP,W 12-6,45,40,12,17,4,0,2,12,3,0,9,1,1,0,1,0,0,0,0.437,8.393,.274,9,15,22233,209,100,,8,,dome
92,2014-05-16,LAD,ARI,W 7-0,42,37,7,10,4,0,2,7,5,0,8,0,0,0,0,0,0,0,0.209,2.943,.436,8,10,31154,174,100,ltor,8,,overcast
93,2013-09-17,LAD,ARI,W 9-3,45,38,9,12,3,1,2,9,7,0,6,0,0,0,0,0,0,0,0.391,4.934,.302,9,17,26304,212,102,ltor,5,,cloudy
94,2013-08-30,MIN,TEX,W 3-2,32,30,3,6,1,0,2,3,2,0,13,0,0,0,0,1,0,1,0.029,-1.492,.878,2,9,34815,165,100,,3,,sunny
95,2013-07-31,TEX,LAA,W 2-1,31,29,2,9,0,0,2,2,2,0,1,0,0,0,0,1,0,1,-0.003,-1.991,1.188,5,9,39391,150,100,fromrf,3,,cloudy
96,2012-10-02,ARI,COL,W 5-3,38,35,5,11,2,0,2,5,3,0,5,0,0,0,0,2,0,0,0.672,0.693,1.798,7,14,22466,171,100,tocf,2,,sunny
97,2012-08-02,TEX,LAA,W 15-9,48,42,15,18,6,0,2,15,5,0,9,1,0,0,1,0,1,0,0.887,10.678,1.106,9,11,40281,241,102,fromrf,14,,sunny
98,2012-08-01,TEX,LAA,W 11-10,47,42,11,17,4,0,2,11,4,0,4,0,0,1,1,2,2,1,1.133,6.550,1.922,8,10,42832,241,105,fromrf,12,,sunny
99,2012-07-28,CHW,TEX,W 5-2,37,33,5,7,2,0,2,5,3,0,8,1,0,0,0,0,0,0,0.152,0.136,.500,5,9,47580,161,100,rtol,8,,sunny
100,2012-07-18,KCR,SEA,W 8-7,40,37,8,14,4,0,2,8,3,0,2,0,0,0,0,1,0,0,0.638,3.954,1.105,8,9,17312,183,103,rtol,12,,sunny
101,2012-07-18,SEA,KCR,L 7-8,42,41,7,14,1,1,2,7,1,0,10,0,0,0,0,0,0,0,0.138,2.451,1.447,8,10,17312,183,103,rtol,12,,sunny
102,2012-06-29,WSN,ATL,W 5-4,41,40,5,15,2,0,2,5,1,0,10,0,0,0,1,1,0,0,0.339,0.630,.835,9,13,32299,195,101,ltor,4,,sunny
103,2012-06-29,BAL,CLE,W 9-8,41,35,9,10,1,0,2,9,6,0,5,0,0,0,2,1,3,0,0.805,4.956,1.128,8,9,24779,208,100,ltor,3,,sunny
104,2012-06-26,TEX,DET,W 7-5,36,32,7,10,1,1,2,6,3,0,6,1,0,0,0,0,1,1,0.410,2.679,.824,5,11,39561,195,103,torf,2,,sunny
105,2012-05-22,ARI,LAD,L 7-8,40,38,7,15,5,0,2,7,0,0,12,0,1,1,0,1,0,1,0.184,2.590,1.164,6,16,25738,218,105,tocf,11,,cloudy
106,2011-09-13,CLE,TEX,L 4-10,38,36,4,9,3,0,2,3,1,0,7,1,0,0,0,0,0,0,-0.030,-0.921,.822,7,10,30107,182,101,rtol,1,,cloudy
107,2011-08-28,TEX,LAA,W 9-5,40,33,9,12,3,1,2,9,7,2,3,0,0,0,0,2,1,0,0.574,4.625,1.066,7,11,40018,189,103,fromlf,1,,sunny
108,2011-08-26,LAA,TEX,L 7-11,40,38,7,14,2,0,2,7,2,0,7,0,0,0,0,2,0,1,-0.278,2.079,.590,6,12,38256,192,102,,0,,sunny
109,2011-08-23,TEX,BOS,L 5-11,38,32,5,8,0,0,2,5,4,0,8,0,0,2,0,1,1,0,-0.132,0.078,.818,6,9,25705,187,103,fromrf,2,,cloudy
110,2011-08-23,BOS,TEX,W 11-5,44,38,11,14,5,0,2,11,3,2,3,0,1,2,0,0,1,0,0.367,6.075,.531,6,9,25705,187,103,fromrf,2,,cloudy
111,2011-08-10,TEX,SEA,L 3-4,37,32,3,8,1,0,2,3,4,0,4,0,1,0,0,1,1,0,-0.482,-1.923,1.719,7,10,30087,189,102,fromrf,4,,sunny
112,2011-08-09,TEX,SEA,W 7-6,39,32,7,9,2,0,2,7,6,1,6,0,1,0,0,0,1,0,0.627,3.638,1.498,8,11,25214,192,105,rtol,7,,sunny
113,2011-08-05,TEX,CLE,W 8-7,48,43,8,12,3,0,2,7,4,0,11,0,0,1,0,0,1,0,0.483,2.232,1.291,8,9,37842,239,105,rtol,9,,sunny
114,2011-08-05,CLE,TEX,L 7-8,46,40,7,11,1,0,2,7,4,0,8,2,0,0,1,2,1,3,-0.016,0.984,.887,6,10,37842,239,105,rtol,9,,sunny
115,2011-08-02,BAL,KCR,W 8-2,44,39,8,12,2,0,2,8,5,0,6,0,0,0,0,1,0,0,0.203,3.541,.894,9,10,17116,170,107,ltor,9,,sunny
116,2011-07-27,MIN,TEX,W 7-2,44,39,7,12,3,0,2,7,5,2,8,0,0,0,1,0,1,0,0.139,2.078,.560,10,11,35950,186,101,fromrf,9,,sunny
117,2011-07-25,TEX,MIN,W 20-6,57,52,20,27,8,1,2,19,4,1,4,0,0,1,2,0,0,0,0.382,15.623,.174,13,11,35573,205,102,fromrf,9,,sunny
118,2011-07-23,SDP,PHI,L 6-8,41,36,6,11,1,1,2,5,5,0,4,0,0,0,0,2,1,0,0.201,1.843,1.157,8,16,45072,194,100,ltor,11,,cloudy
119,2011-07-22,NYY,OAK,W 17-7,49,38,17,17,1,0,2,17,9,0,10,1,0,1,0,1,2,0,0.549,12.751,.473,8,12,46921,221,100,ltor,6,,sunny
120,2011-07-04,TEX,BAL,W 13-4,43,40,13,18,7,1,2,13,1,0,4,0,0,2,1,1,1,0,0.503,8.625,.407,6,12,42885,168,102,rtol,10,,cloudy
121,2011-06-16,ARI,SFG,W 3-2,39,37,3,9,2,0,2,3,2,1,12,0,0,0,0,0,0,0,0.132,-1.462,1.081,8,12,23468,189,103,torf,12,,sunny
122,2011-06-15,ARI,SFG,L 2-5,36,34,2,9,2,0,2,2,2,0,8,0,0,0,0,1,0,1,-0.377,-2.237,1.356,7,14,24194,175,106,torf,9,,sunny
123,2010-06-04,ARI,COL,W 7-6,44,35,7,12,1,1,2,7,4,0,9,3,0,2,0,0,0,0,0.759,3.315,2.205,12,17,25290,211,102,rtol,15,,sunny
124,2009-07-04,TBR,TEX,L 4-12,35,33,4,8,4,1,2,4,2,0,6,0,0,0,0,2,0,0,-0.039,-1.083,.505,4,11,43809,170,100,fromrf,9,,sunny
125,2009-07-04,TEX,TBR,W 12-4,44,37,12,14,4,1,2,12,5,0,5,1,0,1,0,0,1,0,0.461,7.480,.352,8,11,43809,170,100,fromrf,9,,sunny
126,2009-06-26,TEX,SDP,W 12-2,42,34,12,13,2,1,2,10,6,0,5,0,0,2,1,1,0,0,0.439,7.482,.403,6,9,33340,166,100,fromcf,10,,sunny
127,2008-08-01,TOR,TEX,L 8-9,43,38,8,13,2,1,2,8,2,0,5,0,1,0,1,1,0,0,0.408,3.147,1.067,8,12,23973,186,100,fromlf,7,,cloudy
128,2008-07-12,CHW,TEX,W 9-7,50,39,9,16,2,1,2,9,6,0,7,2,1,2,0,0,2,0,0.330,4.147,1.013,14,11,39209,209,100,rtol,16,,cloudy
129,2007-09-03,OAK,LAA,L 5-9,41,33,5,8,0,0,2,5,7,0,9,0,0,1,1,1,0,0,-0.296,-0.004,.708,9,13,39164,173,106,torf,5,,cloudy
130,2007-08-10,ARI,WSN,W 11-4,44,33,11,9,1,0,2,11,10,1,7,0,1,0,1,0,2,0,0.496,6.499,.891,9,13,31110,177,100,ltor,6,,sunny
131,2007-06-26,LAD,ARI,W 6-5,46,41,6,12,4,0,2,6,5,2,6,0,0,0,0,1,2,0,0.089,0.373,1.635,10,17,28734,197,104,fromlf,10,,sunny
132,2007-06-19,TBD,ARI,L 8-10,46,39,8,10,1,0,2,8,4,0,7,2,0,1,0,0,0,0,0.169,2.375,.634,8,16,19761,245,101,,6,,sunny
133,2007-06-18,TBD,ARI,W 10-2,43,40,10,16,3,1,2,9,2,0,6,0,1,0,1,2,2,0,0.267,4.936,.668,6,14,18963,185,102,ltor,6,,sunny
134,2006-08-16,TEX,LAA,W 9-3,40,33,9,9,1,0,2,8,5,0,6,2,0,0,1,0,0,0,0.318,4.535,.451,7,10,31723,171,101,fromcf,16,,sunny
135,2006-08-10,SEA,TEX,L 2-8,32,31,2,5,0,0,2,2,1,0,5,0,0,0,0,0,0,1,-0.190,-3.025,.643,3,11,31763,146,102,fromlf,9,,sunny
136,2006-08-02,STL,PHI,L 8-16,39,35,8,12,3,0,2,8,4,0,8,0,0,0,0,4,0,0,0.139,3.188,.661,4,20,42598,215,101,tolf,10,,cloudy
137,2006-07-18,OAK,BAL,W 5-4,38,32,5,5,0,1,2,4,4,0,9,1,1,0,1,0,0,0,0.060,0.076,1.021,6,9,20827,172,100,tolf,11,,cloudy
138,2005-07-24,BOS,CHW,L 4-6,42,35,4,10,1,0,2,4,6,0,9,0,0,1,0,0,0,0,-0.201,-0.892,1.241,11,11,37168,196,100,rtol,17,,sunny
139,2003-09-13,ARI,COL,W 16-6,48,40,16,15,5,0,2,15,7,1,6,0,0,1,1,0,1,0,0.486,11.527,.575,8,17,37139,204,101,ltor,10,,sunny
140,2003-09-13,COL,ARI,L 6-16,45,37,6,10,1,0,2,6,8,0,9,0,0,0,0,0,0,1,-0.012,0.968,.786,12,20,37139,204,101,ltor,10,,sunny
141,2003-09-12,COL,ARI,W 8-2,42,36,8,12,5,0,2,8,4,1,8,0,1,1,1,1,0,1,0.209,2.966,.643,7,13,32922,199,100,ltor,10,,sunny
142,2003-05-17,ARI,PIT,L 5-8,40,34,5,10,4,0,2,5,6,0,6,0,0,0,0,2,0,0,-0.163,-0.033,1.257,8,14,42858,166,102,tocf,6,,cloudy
143,2002-08-19,BAL,TBD,L 3-7,33,31,3,5,1,0,2,3,2,0,4,0,0,0,0,1,0,0,-0.193,-1.652,.578,3,9,24578,149,100,ltor,8,,cloudy
144,2002-06-05,ARI,HOU,W 5-4,61,45,5,13,1,0,2,5,13,4,8,0,2,1,0,1,2,0,-0.043,-1.192,2.450,19,20,35498,285,101,rtol,4,,sunny
145,2001-05-09,ARI,CIN,W 5-2,36,34,5,11,3,0,2,5,2,0,6,0,0,0,0,0,0,0,0.186,0.453,1.047,7,15,26150,156,101,rtol,3,,sunny
146,1999-08-09,TEX,TOR,L 4-19,37,33,4,7,0,1,2,4,2,0,5,1,0,1,1,0,0,1,-0.065,-1.519,.572,6,11,23235,184,103,rtol,10,none,night
147,1999-07-30,CIN,SFG,W 7-4,40,32,7,10,1,0,2,7,6,0,6,1,0,1,0,0,0,1,0.334,2.427,.494,9,15,31946,170,103,torf,11,none,night
148,1999-07-28,KCR,SEA,W 5-3,34,32,5,9,2,0,2,4,2,0,5,0,0,0,0,1,2,0,0.209,0.235,.784,5,10,17476,166,100,ltor,5,none,night
149,1999-07-28,SEA,KCR,L 3-5,38,33,3,8,0,0,2,3,5,0,9,0,0,0,0,0,0,1,-0.291,-2.360,1.243,8,9,17476,166,100,ltor,5,none,night
