product_id,product_category,product_headline,calories,saturated_fat,sodium,sugar,product_site,product_description,product_ingredients,product_smart_label,sodium_unit,sugar_unit,saturated_fat_unit
3451893,Froot Loops®,Kellogg's® Froot Loops® Cereal,140,1.0,160,12,https://www.frootloops.com/en_US/home.html,"Bursting with flavor and a delicious crunch, Kellogg’s® Froot Loops® Cereal is the fruitiest way to start your day.","Corn flour blend (whole grain yellow corn flour, degerminated yellow corn flour), sugar, wheat flour, whole grain oat flour, modified food starch, contains 2% or less of vegetable oil (hydrogenated coconut, soybean and/or cottonseed), oat fiber, maltodextrin, salt, soluble corn fiber, natural flavor, red 40, yellow 5, blue 1, yellow 6, BHT for freshness.  Vitamins and Minerals: Vitamin C (ascorbic acid), reduced iron, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000266041,mg,g,g
4508584,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats® Bite Size cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,"Frosted Mini Wheats® serves up sweet, crunchy cereal crafted with layers of wheat and topped with frosting. It’s a work of art – that you eat!","Whole grain wheat, sugar, contains 2% or less of brown rice syrup, gelatin, BHT for freshness.   Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000207501,mg,g,g
4508593,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats® Strawberry cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,The flavor of juicy strawberries with the nutritional power of whole grains in Frosted Mini-Wheats® makes this cereal a sweet way to start a Big Day.,"Whole grain wheat, sugar, contains 2% or less of whole wheat flour, brown rice syrup, gelatin, vegetable juice for color, natural and artificial flavors, citric acid, paprika extract color, beta-carotene for color, BHT for freshness.  Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000199462,mg,g,g
4508594,Frosted Mini-Wheats®,Kellogg's® Chocolate Frosted Mini-Wheats Little Bites®,190,1.0,210,12,https://www.frostedminiwheats.com/en_US/home.html,"Greet the day with Kellogg's® Chocolate Frosted Mini-Wheats Little Bites® - a wholesome, low fat breakfast cereal, with pieces that are half the size of the original with all of the flavor you love. These bite-size biscuits pack a hearty crunch with crispy layers of wheat made with 100% whole grain that are frosted with irresistible sweetness in every bite. With real chocolate and 41 grams of whole grain per serving, these tasty squares are not only delicious but are also an excellent source of fiber. Each satisfying serving contains a feel-good mix of 7 essential vitamins and minerals to help fuel you for what's ahead. Kellogg's® Chocolate Frosted Mini-Wheats Little Bites® make a nutritious, anytime meal or snack. Enjoy wheat bites throughout the day - as a well-deserved snack at the office, an afternoon pick-me-up, a post-workout treat, or a late-night bowlful of sweet, crunchy cereal. Chocolate Frosted Mini-Wheats Little Bites® also make a scrumptious addition to homemade trail mix. A travel-ready food, this cereal is perfect to pack for lunchboxes, after-school snacks, sporting events, and busy, on-the-go moments. Kellogg's® Chocolate Frosted Mini-Wheats Little Bites® are a great start to your morning breakfast routine and for the adventures that follow.","Whole grain wheat, sugar, semisweet chocolate (sugar, chocolate, cocoa butter, soy lecithin, vanilla extract), cocoa processed with alkali, contains 2% or less of salt, brown rice syrup, gelatin, artificial flavor, BHT for freshness.  Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000199530,mg,g,g
4508595,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats Little Bites®,190,0.0,10,11,https://www.frostedminiwheats.com/en_US/home.html,"Greet the day with Kellogg's® Frosted Mini-Wheats Little Bites® - a wholesome, low fat breakfast cereal, with pieces that are half the size of the original with all of the flavor you love. These bite-size biscuits pack a hearty crunch with crispy layers of wheat made with 100% whole grain that are frosted with irresistible sweetness in every bite. With 45 grams of whole grain per serving, these tasty squares are not only delicious but are an excellent source of fiber. Each satisfying serving contains a feel-good mix of 7 essential vitamins and minerals to help fuel you for what's ahead. Kellogg's® Frosted Mini-Wheats Little Bites® make a nutritious, anytime meal or snack. Enjoy wheat bites throughout the day - as a well-deserved snack at the office, an afternoon pick-me-up, a post-workout treat, or a late-night bowlful of sweet, crunchy cereal. Frosted Mini-Wheats® also make a scrumptious addition to homemade trail mix. A travel-ready food, this cereal is perfect to pack for lunchboxes, after-school snacks, sporting events, and busy, on-the-go moments. Kellogg's® Frosted Mini-Wheats Little Bites® are a great start to your morning breakfast routine and for the adventures that follow.","Whole grain wheat, sugar, contains 2% or less of brown rice syrup, gelatin, BHT for freshness.   Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000199554,mg,g,g
4508600,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats® Pumpkin Pie Spice cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,Your fall favorite is BACK! Bakery fresh whole grain topped with cinnamon and nutmeg! Grab it while it lasts!,"Whole grain wheat, sugar, contains 2% or less of brown rice syrup, cinnamon, ginger, gelatin, nutmeg, allspice, natural flavor, annatto extract color, BHT for freshness.  Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000199578,mg,g,g
4821741,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats® Blueberry cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,"The original biscuit, crafted from 100% whole grains, with the delicious flavor of blueberry. This sweet choice is perfect for berry lovers having Big Days.","Whole grain wheat, sugar, contains 2% or less of whole wheat flour, brown rice syrup, gelatin, fruit juice for color, natural and artificial flavors, vegetable juice for color, BHT for freshness.  Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000199400,mg,g,g
9367925,Frosted Mini-Wheats®,Kellogg's® Frosted Mini-Wheats® Cinnamon Roll cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,Frosted Mini Wheats® Cinnamon Roll Cereal pairs frosted whole grain goodness with bakery fresh Cinnamon Roll flavor. Start your day with a Cinn-fully good breakfast!,"Whole grain wheat, sugar, contains 2% or less of cinnamon, brown rice syrup, gelatin, natural flavor, soybean oil, BHT for freshness.  Vitamins and Minerals: Reduced iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000245688,mg,g,g
2808441,Frosted Mini-Wheats®,Kellogg’s® Frosted Mini-Wheats® Golden Honey cereal,210,0.0,10,12,https://www.frostedminiwheats.com/en_US/home.html,"Seize the day with Kellogg’s® Frosted Mini Wheats® Golden Honey, deliciously crafted breakfast cereal that’s made to fill you up. Enjoy crunchy, bite-size biscuits made with 100% whole grain, bursting with sweet golden honey flavor and topped with frosting. With 48g whole grain per serving and 10 layers of wheat in every bite. Each serving is a good source of seven vitamins and minerals, an excellent source of fiber, and low fat; Serve a bowl with dairy or nut milk for a strong start. Snack handfuls from the box for a quick bite. Pack some in a lunch box or tote bag for a take-along treat. Pair with fresh fruit to mix things up. Frosted Mini Wheats® Golden Honey is the sweet wholesome wheat cereal that sticks with you, for all your big moments ahead.","Whole grain wheat, sugar, contains 2% or less of honey, gelatin, natural flavor, annatto extract color, BHT for freshness.   Vitamins and Minerals: Iron, folic acid.",https://smartlabel.kelloggs.com/Product/Index/00038000281389,mg,g,g
4508695,Special K®,Kellogg's® Special K® Chocolatey Delight Cereal,160,2.0,260,12,https://www.specialk.com/en_US/home.html,Make every day a treat with Special K® Chocolatey Delight Cereal. Our chocolatey cereal is made with crunchy rice and wheat flakes that satisfies!,"Whole grain wheat, rice, sugar, chocolatey chunks (sugar, hydrogenated palm kernel oil, cocoa processed with alkali, cocoa, soy lecithin, artificial flavor, milk), wheat bran, contains 2% or less of salt, brown sugar syrup, natural and artificial flavor, malt flavor, BHT for freshness.   Vitamins and Minerals: Reduced iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), beta-carotene, vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000200366,mg,g,g
4508700,Special K®,Kellogg's® Special K® Cinnamon Pecan Cereal,160,0.0,180,9,https://www.specialk.com/en_US/home.html,We're nuts about nuts! And Special K® Cinnamon Pecan Cereal has plenty of 'em. The flavor of cinnamon warms up this crunch mix of rice and wheat flakes. This cereal is packed with flavorful pecans; it's never too early to get a little nutty.,"Whole grain wheat, rice, sugar, pecans (pecans, rosemary extract for freshness), wheat bran, contains 2% or less of brown sugar syrup, salt, cinnamon, malt flavor, BHT for freshness.   Vitamins and Minerals: Iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), beta-carotene, folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000787041,mg,g,g
4508703,Special K®,Kellogg's® Special K® Fruit & Yogurt Cereal,160,0.0,190,13,https://www.specialk.com/en_US/home.html,"Are you looking for that great fruity taste first thing in the morning? No worries. Special K® Fruit & Yogurt Cereal has crunchy rice and wheat flakes with clusters of oats, fruit and yogurt, for a healthy and delicious way to start your day.","Whole grain wheat, rice, sugar, whole grain oats, wheat bran, contains 2% or less of salt, corn syrup, brown sugar syrup, palm kernel oil, dried apples, malt flavor, rice flour, natural flavor, mixed tocopherols for freshness, molasses, vegetable juice for color, citric acid, nonfat milk, nonfat yogurt powder (cultured nonfat milk [heat-treated after culturing]), honey, soy lecithin, malt extract, lactic acid, cinnamon, BHT for freshness.  Vitamins and Minerals: Iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), beta-carotene, folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000143656,mg,g,g
4508709,Special K®,Kellogg's® Special K® Granola Touch of Honey Cereal,190,0.5,120,9,https://www.specialk.com/en_US/home.html,"There’s nothing like a little crispy, crunchy goodness to get you going… that’s why we’ve created Special K® Touch of Honey Granola!Clusters of whole grain oats and a touch of sweet honey, this granola cereal is an oh-so-satisfying was to wake up and start the day.","Whole grain oats, sugar, corn syrup, oat bran, rice, contains 2% or less of honey, modified corn starch, molasses, soluble wheat fiber, salt, acacia gum, natural flavors, malt flavor, BHT for freshness.  Vitamins and Minerals: Niacinamide, reduced iron, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), vitamin A palmitate, folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000914881,mg,g,g
4508712,Special K®,Kellogg's® Special K® Protein Cereal,210,0.0,300,9,https://www.specialk.com/en_US/home.html,You’ll be feeling the willpower of Special K® Protein Cereal all morning long. It's a perfect breakfast to start your day.,"Whole wheat, rice, sugar, soy protein isolate, wheat bran, contains 2% or less of cinnamon, malt flavor, salt, natural flavor, BHT for freshness.  Vitamins and Minerals: Calcium carbonate, iron, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000143670,mg,g,g
4508716,Special K®,Kellogg's® Special K® Vanilla Almond Cereal,150,0.0,220,11,https://www.specialk.com/en_US/home.html,"Sprinkled with almonds, and the sweet smell of vanilla, Special K® Vanilla Almond Cereal tastes great, is nutritious and will leave you feeling satisfied. It's a delicious blend of nutty almonds and smooth vanilla. Just add milk.","Whole grain wheat, rice, sugar, almonds, wheat bran, contains 2% or less of salt, brown sugar syrup, malt flavor, natural flavor, BHT for freshness.  Vitamins and Minerals: Reduced iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, beta-carotene, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000224485,mg,g,g
4821745,Special K®,Kellogg's® Special K® Pumpkin Spice Cereal ,150,1.0,260,11,https://www.specialk.com/en_US/home.html,"You’re not doing fall right without Special K® Pumpkin Spice Crunch. One spoonful of the crunchy flakes with nutmeg, allspice, ginger and cinnamon clusters will transport you to a crackling fire, outfitted in your coziest flannel. Fall only comes once a year, so get it while supplies last!","Whole grain wheat, rice, sugar, wheat bran, whole grain oats, vegetable oil (palm kernel, canola, palm, hydrogenated coconut, soybean and/or cottonseed), contains 2% or less of salt, brown sugar syrup, malt flavor, rice flour, calcium carbonate, dextrose, honey, molasses, natural flavors, soy lecithin, mixed tocopherols (vitamin E) for freshness, spices, cinnamon, paprika extract color, annatto extract color, ginger, nutmeg, allspice, BHT for freshness.  Vitamins and Minerals: Reduced iron, vitamin C (ascorbic acid), beta-carotene, vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000200724,mg,g,g
4821746,Special K®,Kellogg's® Special K® Cinnamon Brown Sugar Crunch Protein Cereal,160,0.0,230,12,https://www.specialk.com/en_US/home.html,"Now you can have your cake and eat it, too. Special K® Protein Cinnamon Brown Sugar Crunch Cereal isn't just a mouthful to say, but also delicious to eat. Start your morning with the taste of warm cinnamon bursting with sweet brown sugar in a crunchy cereal.","Whole wheat flour, sugar, soy protein isolate, rice flour, cornstarch, whole grain yellow corn flour, brown sugar syrup, wheat bran, fructose, contains 2% or less of salt, cinnamon, natural flavors, turmeric extract color, annatto extract color, BHT for freshness.  Vitamins and Minerals: Calcium carbonate, magnesium oxide, reduced iron, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000200700,mg,g,g
6556071,Special K®,Kellogg's® Special K® Blueberry with Lemon Clusters Cereal ,150,0.5,260,12,https://www.specialk.com/en_US/home.html,"Get ready for a new favorite flavor combination with Special K® Blueberry with Lemon Clusters. With blueberry oat and lemony clusters, this delicious addition also provides vitamins C and E. It's a berry delicious start to the day.","IngredientsWhole grain wheat, rice, sugar, whole grain oats, wheat bran, contains 2% or less of salt, vegetable oil (palm kernel and canola), rice flour, brown sugar syrup, corn syrup, natural flavor, malt flavor, dried blueberries, calcium carbonate, molasses, mixed tocopherols (vitamin E) for freshness, black carrot juice for color, wheat, honey, soy lecithin, citric acid, baking soda, barley malt extract, annatto extract color, enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), turmeric extract color, BHT for freshness.  Vitamins and Minerals: Reduced iron, vitamin C (ascorbic acid), niacinamide, vitamin E acetate, beta-carotene, vitamin B6 (pyridoxine hydrochloride), vitamin B1 (thiamin hydrochloride), vitamin B2 (riboflavin), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000200328,mg,g,g
6539538,Special K®,Kellogg's® Special K® Chocolatey Strawberry Cereal,160,1.5,270,12,https://www.specialk.com/en_US/home.html,"Kellogg's® Special K® Chocolatey Strawberry is a delicious match made in chocolatey, strawberry-filled heaven.","Whole grain wheat, rice, sugar, chocolatey chunks (sugar, hydrogenated palm kernel oil, cocoa processed with alkali, cocoa, soy lecithin, artificial flavor, milk), wheat bran, freeze dried strawberries, contains 2% or less of salt, brown sugar syrup, natural and artificial flavor, malt flavor.  Vitamins and Minerals: Iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), beta-carotene, folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000225857,mg,g,g
7390696,Special K®,Kellogg's® Special K® Banana Cereal,160,1.5,230,9,https://www.specialk.com/en_US/home.html,Fake isn't in our vocabulary- so feel free to go bananas over the real fruit and whole grains in Special K® Bananas.,"Whole grain wheat, rice, sugar, banana chips (bananas, coconut oil, sugar, natural flavor), wheat bran, contains 2% or less of salt, malt flavor, brown sugar syrup, natural flavors.  Vitamins and Minerals: Vitamin C (ascorbic acid), reduced iron, beta-carotene, vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000224690,mg,g,g
9240992,Special K®,Kellogg's® Special K® Blueberry Cereal,150,0.0,230,12,https://www.specialk.com/en_US/home.html,"Special K® Blueberry cereal pairs crispy rice flakes with REAL, WHOLE BLUEBERRIES. Start your day right!","Whole grain wheat, rice, sugar, wheat bran, freeze dried blueberries, contains 2% or less of salt, brown sugar syrup, natural flavor, malt flavor.  Vitamins and Minerals: Reduced iron, vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), beta-carotene, vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), folic acid, vitamin B12, vitamin D3.",https://smartlabel.kelloggs.com/Product/Index/00038000242991,mg,g,g
2145745,Special K®,Kellogg’s® Special K® Strawberry Cheesecake Flavored Flakes Cereal,250,2.0,360,18,https://www.specialk.com/en_US/home.html,"Kellogg's® Special K® Strawberry Cheesecake cereal brings decadent dessert to the breakfast table. The crunchy, toasted flakes offer sweet strawberry cheesecake flavor, while the creamy dipped flakes provide an indulgent cheesecake richness. Turns milk deliciously pink for a fun treat!Made with whole grain as the first ingredient, every serving provides a good source of fiber plus a good source of 11 vitamins and minerals and is low fat.Enjoy beyond breakfast - sprinkle on yogurt, add dairy or nut-milk for a late-night snack, or use it as an ice cream topping.","Whole grain wheat, rice, sugar, milled corn, wheat bran, vegetable oil (palm kernel, palm and coconut), contains 2% or less of milk, salt, natural flavors, whole milk solids, malt flavor, cornstarch, brown sugar syrup, modified tapioca starch, beet juice for color, soy lecithin, shellac, beta-carotene for color, BHT for freshness.   Vitamins and Minerals: Iron (reduced and ferric phosphate), vitamin C (ascorbic acid), vitamin E acetate, niacinamide, vitamin B6 (pyridoxine hydrochloride), vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), beta-carotene, folic acid, vitamin D3, vitamin B12.",https://smartlabel.kelloggs.com/Product/Index/00038000281402,mg,g,g
2441500,Special K®,Kellogg's® Special K® Zero Cinnamon Cereal,160,1.0,310,0,https://www.specialk.com/en_US/home.html,"You put a lot of care into what you eat, so we were just as meticulous when we crafted Kellogg's® Special K® Zero. We harness the goodness of each ingredient and release their flavors for delicious nourishment that powers you.","Soy protein isolate*, pea protein isolate*, expeller pressed canola oil, allulose syrup, lentil protein*, modified food starch.  Contains 2% or less of oat fiber, natural flavor, cinnamon, sucralose, monk fruit extract, salt, BHT for freshness.",https://smartlabel.kelloggs.com/Product/Index/00038000249457,mg,g,g
