intldes,norad_cat_id,object_type,satname,country,launch,site,decay,period,inclination,apogee,perigee,comment,commentcode,rcsvalue,rcs_size,file,launch_year,launch_num,launch_piece,current,object_name,object_id,object_number
2008-011AQ,38593,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,475.23,48.92,27037,552,,,0,MEDIUM,7969,2008,11,AQ,Y,BREEZE-M DEB,2008-011AQ,38593
2008-011AR,38594,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,484.63,48.75,27495,624,,,0,MEDIUM,7969,2008,11,AR,Y,BREEZE-M DEB,2008-011AR,38594
2008-011AX,38600,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,460.13,49.10,26111,619,,,0,MEDIUM,7969,2008,11,AX,Y,BREEZE-M DEB,2008-011AX,38600
2008-011AZ,38602,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,449.51,48.82,25627,493,,,0,MEDIUM,7969,2008,11,AZ,Y,BREEZE-M DEB,2008-011AZ,38602
2008-011BA,38603,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,454.28,49.78,25965,429,,,0,SMALL,7969,2008,11,BA,Y,BREEZE-M DEB,2008-011BA,38603
2008-011BB,38604,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,465.96,48.98,26396,667,,,0,SMALL,7969,2008,11,BB,Y,BREEZE-M DEB,2008-011BB,38604
2008-011BE,38607,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,470.70,49.48,26459,873,,,0,SMALL,7969,2008,11,BE,Y,BREEZE-M DEB,2008-011BE,38607
2008-011BF,38608,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,187.99,48.23,8685,300,,,0,MEDIUM,7969,2008,11,BF,Y,BREEZE-M DEB,2008-011BF,38608
2008-011BG,38609,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,432.53,48.59,24724,411,,,0,MEDIUM,7969,2008,11,BG,Y,BREEZE-M DEB,2008-011BG,38609
2008-011BH,38610,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,470.62,48.74,26520,808,,,0,MEDIUM,7969,2008,11,BH,Y,BREEZE-M DEB,2008-011BH,38610
2008-011BK,38612,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,478.16,48.12,26852,903,,,0,MEDIUM,7969,2008,11,BK,Y,BREEZE-M DEB,2008-011BK,38612
2008-011BS,38619,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,470.90,48.73,26520,824,,,0,MEDIUM,7969,2008,11,BS,Y,BREEZE-M DEB,2008-011BS,38619
2008-011BV,38622,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,465.37,49.09,26383,646,,,0,MEDIUM,7969,2008,11,BV,Y,BREEZE-M DEB,2008-011BV,38622
2008-011CE,38631,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,453.41,49.23,25732,612,,,0,MEDIUM,7969,2008,11,CE,Y,BREEZE-M DEB,2008-011CE,38631
2008-011CP,38640,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,477.14,48.49,26959,738,,,0,MEDIUM,7969,2008,11,CP,Y,BREEZE-M DEB,2008-011CP,38640
2008-011CS,38643,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,451.94,49.38,25759,501,,,0,MEDIUM,7969,2008,11,CS,Y,BREEZE-M DEB,2008-011CS,38643
2008-011CU,38645,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,469.66,48.69,26526,747,,,0,MEDIUM,7969,2008,11,CU,Y,BREEZE-M DEB,2008-011CU,38645
2008-011CW,38647,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,471.59,48.80,26513,869,,,0,MEDIUM,7969,2008,11,CW,Y,BREEZE-M DEB,2008-011CW,38647
2008-011CX,38648,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,475.00,48.77,26953,623,,,0,LARGE,7969,2008,11,CX,Y,BREEZE-M DEB,2008-011CX,38648
2008-011CZ,38650,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,469.54,48.72,26500,766,,,0,MEDIUM,7969,2008,11,CZ,Y,BREEZE-M DEB,2008-011CZ,38650
2008-011DA,38651,DEBRIS,BREEZE-M DEB,CIS,2008-03-14,TTMTR,,470.48,48.72,26536,784,,,0,MEDIUM,7969,2008,11,DA,Y,BREEZE-M DEB,2008-011DA,38651
2012-036A,38652,PAYLOAD,SES 5,SES,2012-07-09,TTMTR,,1436.07,0.07,35796,35776,,,0,LARGE,7969,2012,36,A,Y,SES 5,2012-036A,38652
2012-036B,38653,ROCKET BODY,BREEZE-M R/B,CIS,2012-07-09,TTMTR,,663.13,22.75,34096,3527,,,0,LARGE,7969,2012,36,B,Y,BREEZE-M R/B,2012-036B,38653
1986-010H,38673,DEBRIS,CZ-3 DEB,PRC,1986-02-01,XSC,,496.45,30.40,28329,452,,,0,SMALL,7969,1986,10,H,Y,CZ-3 DEB,1986-010H,38673
2006-042D,38674,DEBRIS,DELTA 2 DEB,US,2006-09-25,AFETR,,212.34,39.93,10583,241,,,0,SMALL,7969,2006,42,D,Y,DELTA 2 DEB,2006-042D,38674
1979-009F,38683,DEBRIS,AYAME 1 DEB,JPN,1979-02-06,TNSTA,,849.62,9.67,34389,12284,,,0,SMALL,7969,1979,9,F,Y,AYAME 1 DEB,1979-009F,38683
1979-101X,38688,DEBRIS,SATCOM 3 DEB,US,1979-12-07,AFETR,,798.12,8.11,36028,8220,,,0,SMALL,7969,1979,101,X,Y,SATCOM 3 DEB,1979-101X,38688
1968-081R,38691,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1429.74,2.29,36523,34801,,,0,SMALL,7969,1968,81,R,Y,TITAN 3C TRANSTAGE DEB,1968-081R,38691
1968-081T,38693,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1400.47,1.21,35542,34631,,,0,SMALL,7969,1968,81,T,Y,TITAN 3C TRANSTAGE DEB,1968-081T,38693
1968-081U,38694,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1391.17,2.14,35282,34523,,,0,MEDIUM,7969,1968,81,U,Y,TITAN 3C TRANSTAGE DEB,1968-081U,38694
1968-081W,38696,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1447.24,3.10,36955,35053,,,0,SMALL,7969,1968,81,W,Y,TITAN 3C TRANSTAGE DEB,1968-081W,38696
1968-081X,38697,DEBRIS,TITAN 3C TRANSTAGE DEB *,US,1968-09-26,AFETR,,1419.00,2.96,37136,33767,,,0,SMALL,7969,1968,81,X,Y,TITAN 3C TRANSTAGE DEB *,1968-081X,38697
1968-081AA,38700,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1401.75,1.87,35606,34617,,,0,SMALL,7969,1968,81,AA,Y,TITAN 3C TRANSTAGE DEB,1968-081AA,38700
1968-081AB,38701,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1423.48,2.20,36619,34460,,,0,SMALL,7969,1968,81,AB,Y,TITAN 3C TRANSTAGE DEB,1968-081AB,38701
1968-081AD,38703,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1365.94,1.00,35463,33341,,,0,SMALL,7969,1968,81,AD,Y,TITAN 3C TRANSTAGE DEB,1968-081AD,38703
1968-081AE,38704,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1409.00,0.95,36110,34399,,,0,SMALL,7969,1968,81,AE,Y,TITAN 3C TRANSTAGE DEB,1968-081AE,38704
1968-081AF,38705,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1410.74,1.29,36452,34126,,,0,SMALL,7969,1968,81,AF,Y,TITAN 3C TRANSTAGE DEB,1968-081AF,38705
2012-039B,38708,PAYLOAD,BKA 2,BELA,2012-07-22,TTMTR,,94.70,97.34,505,502,,,0,LARGE,7969,2012,39,B,Y,BKA 2,2012-039B,38708
2012-039D,38710,PAYLOAD,TET-1,GER,2012-07-22,TTMTR,,92.28,97.52,388,385,,,0,MEDIUM,7969,2012,39,D,Y,TET-1,2012-039D,38710
2012-040A,38730,PAYLOAD,TIANLIAN 1-03,PRC,2012-07-25,XSC,,1436.02,1.71,35810,35760,,,0,LARGE,7969,2012,40,A,Y,TIANLIAN 1-03,2012-040A,38730
2012-043A,38740,PAYLOAD,INTELSAT 20,ITSO,2012-08-02,FRGUI,,1436.10,0.02,35792,35781,,,0,LARGE,7969,2012,43,A,Y,INTELSAT 20,2012-043A,38740
2012-043C,38742,ROCKET BODY,ARIANE 5 R/B,FR,2012-08-02,FRGUI,,587.70,6.04,33489,238,,,0,LARGE,7969,2012,43,C,Y,ARIANE 5 R/B,2012-043C,38742
2012-044C,38746,ROCKET BODY,BREEZE-M R/B,CIS,2012-08-06,TTMTR,,136.22,49.69,4474,309,,,0,LARGE,7969,2012,44,C,Y,BREEZE-M R/B,2012-044C,38746
2012-045A,38749,PAYLOAD,INTELSAT 21,ITSO,2012-08-19,SEAL,,1436.10,0.02,35796,35777,,,0,LARGE,7969,2012,45,A,Y,INTELSAT 21,2012-045A,38749
2012-045B,38750,ROCKET BODY,BLOCK DM-SL R/B,SEAL,2012-08-19,SEAL,,598.37,0.21,33993,294,,,0,LARGE,7969,2012,45,B,Y,BLOCK DM-SL R/B,2012-045B,38750
2012-046A,38752,PAYLOAD,RBSP A,US,2012-08-30,AFETR,,490.21,10.03,28196,237,,,0,LARGE,7969,2012,46,A,Y,RBSP A,2012-046A,38752
2012-046B,38753,PAYLOAD,RBSP B,US,2012-08-30,AFETR,,497.20,10.06,28584,238,,,0,LARGE,7969,2012,46,B,Y,RBSP B,2012-046B,38753
2012-051A,38778,PAYLOAD,ASTRA 2F,SES,2012-09-28,FRGUI,,1436.13,0.09,35801,35774,,,0,LARGE,7969,2012,51,A,Y,ASTRA 2F,2012-051A,38778
2012-051C,38780,ROCKET BODY,ARIANE 5 R/B,FR,2012-09-28,FRGUI,,568.44,6.33,32452,254,,,0,LARGE,7969,2012,51,C,Y,ARIANE 5 R/B,2012-051C,38780
2012-051D,38781,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2012-09-28,FRGUI,,231.53,6.37,11985,239,,,0,LARGE,7969,2012,51,D,Y,ARIANE 5 DEB (SYLDA),2012-051D,38781
1999-025EUA,38786,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.92,99.58,1192,789,,,0,SMALL,7969,1999,25,EUA,Y,FENGYUN 1C DEB,1999-025EUA,38786
1999-025EUG,38792,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,96.89,99.59,675,544,,,0,SMALL,7969,1999,25,EUG,Y,FENGYUN 1C DEB,1999-025EUG,38792
1999-025EUR,38801,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.81,98.51,1123,566,,,0,SMALL,7969,1999,25,EUR,Y,FENGYUN 1C DEB,1999-025EUR,38801
1999-025EUT,38803,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.37,99.08,931,811,,,0,SMALL,7969,1999,25,EUT,Y,FENGYUN 1C DEB,1999-025EUT,38803
1999-025EUZ,38809,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.94,98.70,1022,679,,,0,SMALL,7969,1999,25,EUZ,Y,FENGYUN 1C DEB,1999-025EUZ,38809
1999-025EVF,38815,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,97.19,99.68,638,610,,,0,SMALL,7969,1999,25,EVF,Y,FENGYUN 1C DEB,1999-025EVF,38815
1999-025EVL,38820,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.34,98.23,1169,758,,,0,SMALL,7969,1999,25,EVL,Y,FENGYUN 1C DEB,1999-025EVL,38820
1999-025EVQ,38824,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.12,99.29,993,820,,,0,SMALL,7969,1999,25,EVQ,Y,FENGYUN 1C DEB,1999-025EVQ,38824
1999-025EVY,38832,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.01,99.34,973,829,,,0,SMALL,7969,1999,25,EVY,Y,FENGYUN 1C DEB,1999-025EVY,38832
1980-073P,38837,DEBRIS,METEOR 2-6 DEB,CIS,1980-09-09,PKMTR,,100.37,81.21,793,760,,,0,SMALL,7969,1980,73,P,Y,METEOR 2-6 DEB,1980-073P,38837
1983-022M,38840,DEBRIS,NOAA 8 DEB,US,1983-03-28,AFWTR,,99.78,98.44,757,738,,,0,SMALL,7969,1983,22,M,Y,NOAA 8 DEB,1983-022M,38840
1983-022N,38841,DEBRIS,NOAA 8 DEB,US,1983-03-28,AFWTR,,98.39,98.37,691,672,,,0,SMALL,7969,1983,22,N,Y,NOAA 8 DEB,1983-022N,38841
2012-057A,38867,PAYLOAD,INTELSAT 23,ITSO,2012-10-14,TTMTR,,1436.07,0.04,35794,35778,,,0,LARGE,7969,2012,57,A,Y,INTELSAT 23,2012-057A,38867
2012-044R,38884,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,131.38,50.01,4101,264,,,0,MEDIUM,7969,2012,44,R,Y,BREEZE-M DEB,2012-044R,38884
2012-044V,38888,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,115.41,50.02,2700,248,,,0,LARGE,7969,2012,44,V,Y,BREEZE-M DEB,2012-044V,38888
2012-044BE,38921,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,101.17,50.17,1394,234,,,0,MEDIUM,7969,2012,44,BE,Y,BREEZE-M DEB,2012-044BE,38921
2012-044BF,38922,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,125.95,50.05,3631,260,,,0,MEDIUM,7969,2012,44,BF,Y,BREEZE-M DEB,2012-044BF,38922
2012-044BK,38926,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,109.92,49.98,2191,255,,,0,MEDIUM,7969,2012,44,BK,Y,BREEZE-M DEB,2012-044BK,38926
2012-044CH,38948,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,112.68,50.06,2444,255,,,0,SMALL,7969,2012,44,CH,Y,BREEZE-M DEB,2012-044CH,38948
2012-059A,38953,PAYLOAD,BEIDOU 16,PRC,2012-10-25,XSC,,1436.11,1.68,35842,35732,,,0,LARGE,7969,2012,59,A,Y,BEIDOU 16,2012-059A,38953
2012-044CQ,38957,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,111.47,50.00,2342,247,,,0,SMALL,7969,2012,44,CQ,Y,BREEZE-M DEB,2012-044CQ,38957
2012-044CT,38960,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,118.25,50.11,2941,264,,,0,SMALL,7969,2012,44,CT,Y,BREEZE-M DEB,2012-044CT,38960
2012-044CU,38961,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,112.62,50.07,2440,254,,,0,SMALL,7969,2012,44,CU,Y,BREEZE-M DEB,2012-044CU,38961
2012-044DE,38971,DEBRIS,BREEZE-M DEB,CIS,2012-08-06,TTMTR,,108.69,50.06,2079,253,,,0,SMALL,7969,2012,44,DE,Y,BREEZE-M DEB,2012-044DE,38971
2012-061A,38977,PAYLOAD,LUCH 5B,CIS,2012-11-02,TTMTR,,1436.10,7.03,35792,35782,,,0,LARGE,7969,2012,61,A,Y,LUCH 5B,2012-061A,38977
2012-061B,38978,PAYLOAD,YAMAL 300K,CIS,2012-11-02,TTMTR,,1436.12,0.02,35790,35785,,,0,LARGE,7969,2012,61,B,Y,YAMAL 300K,2012-061B,38978
2012-061D,38980,ROCKET BODY,BREEZE-M R/B,CIS,2012-11-02,TTMTR,,1280.15,6.36,35647,29705,,,0,MEDIUM,7969,2012,61,D,Y,BREEZE-M R/B,2012-061D,38980
2012-062A,38991,PAYLOAD,STARONE C3,BRAZ,2012-11-10,FRGUI,,1436.11,0.00,35797,35777,,,0,LARGE,7969,2012,62,A,Y,STARONE C3,2012-062A,38991
2012-062C,38993,ROCKET BODY,ARIANE 5 R/B,FR,2012-11-10,FRGUI,,569.51,2.58,32517,245,,,0,LARGE,7969,2012,62,C,Y,ARIANE 5 R/B,2012-062C,38993
2012-063A,38995,PAYLOAD,MERIDIAN 6,CIS,2012-11-14,PKMTR,,717.88,65.31,37634,2726,,,0,LARGE,7969,2012,63,A,Y,MERIDIAN 6,2012-063A,38995
2012-063B,38996,ROCKET BODY,FREGAT R/B,CIS,2012-11-14,PKMTR,,719.57,65.53,37649,2794,,,0,LARGE,7969,2012,63,B,Y,FREGAT R/B,2012-063B,38996
2012-064B,38998,PAYLOAD,FENGNIAO 1 (FN-1),PRC,2012-11-18,TSC,,93.12,97.16,431,424,,,0,MEDIUM,7969,2012,64,B,Y,FENGNIAO 1 (FN-1),2012-064B,38998
2012-065A,39008,PAYLOAD,ECHOSTAR 16,US,2012-11-20,TTMTR,,1436.08,0.01,35795,35777,,,0,LARGE,7969,2012,65,A,Y,ECHOSTAR 16,2012-065A,39008
2012-065C,39010,DEBRIS,BREEZE-M DEB (TANK),CIS,2012-11-20,TTMTR,,233.03,49.69,12016,316,,,0,LARGE,7969,2012,65,C,Y,BREEZE-M DEB (TANK),2012-065C,39010
2012-066F,39016,DEBRIS,CZ-4C DEB,PRC,2012-11-25,JSC,,107.10,63.37,1326,858,,,0,LARGE,7969,2012,66,F,Y,CZ-4C DEB,2012-066F,39016
2012-067A,39017,PAYLOAD,CHINASAT 12,PRC,2012-11-27,XSC,,1436.08,0.02,35798,35774,,,0,LARGE,7969,2012,67,A,Y,CHINASAT 12,2012-067A,39017
2012-069A,39020,PAYLOAD,EUTE 70B,EUTE,2012-12-03,SEAL,,1436.11,0.06,35806,35768,,,0,LARGE,7969,2012,69,A,Y,EUTE 70B,2012-069A,39020
2012-069B,39021,ROCKET BODY,BLOCK DM-SL R/B,SEAL,2012-12-03,SEAL,,648.94,0.08,35497,1405,,,0,LARGE,7969,2012,69,B,Y,BLOCK DM-SL R/B,2012-069B,39021
2012-070A,39022,PAYLOAD,YAMAL 402,CIS,2012-12-08,TTMTR,,1436.09,0.02,35802,35771,,,0,LARGE,7969,2012,70,A,Y,YAMAL 402,2012-070A,39022
2012-075C,39036,ROCKET BODY,ARIANE 5 R/B,FR,2012-12-19,FRGUI,,605.49,2.33,34363,297,,,0,LARGE,7969,2012,75,C,Y,ARIANE 5 R/B,2012-075C,39036
2012-075D,39037,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2012-12-19,FRGUI,,243.77,1.80,12920,177,,,0,LARGE,7969,2012,75,D,Y,ARIANE 5 DEB (SYLDA),2012-075D,39037
1992-047AV,39054,DEBRIS,SL-12 DEB,CIS,1992-07-30,TTMTR,,153.80,64.54,5678,584,,,0,SMALL,7969,1992,47,AV,Y,SL-12 DEB,1992-047AV,39054
2013-003B,39069,ROCKET BODY,KSLV-1 R/B,SKOR,2013-01-30,NSC,,96.13,80.22,868,278,,,0,LARGE,7969,2013,3,B,Y,KSLV-1 R/B,2013-003B,39069
2013-004A,39070,PAYLOAD,TDRS 11,US,2013-01-31,AFETR,,1436.11,3.05,35810,35763,,,0,LARGE,7969,2013,4,A,Y,TDRS 11,2013-004A,39070
2013-006B,39079,PAYLOAD,AZERSPACE 1,AZER,2013-02-07,FRGUI,,1436.07,0.01,35797,35775,,,0,LARGE,7969,2013,6,B,Y,AZERSPACE 1,2013-006B,39079
2013-006C,39080,ROCKET BODY,ARIANE 5 R/B,FR,2013-02-07,FRGUI,,610.12,6.54,34602,299,,,0,LARGE,7969,2013,6,C,Y,ARIANE 5 R/B,2013-006C,39080
2013-009B,39087,PAYLOAD,AAUSAT3,DEN,2013-02-25,SRI,,100.27,98.41,780,763,,,0,SMALL,7969,2013,9,B,Y,AAUSAT3,2013-009B,39087
1993-036BUA,39111,DEBRIS,COSMOS 2251 DEB,CIS,1993-06-16,PKMTR,,99.39,74.03,746,713,,,0,SMALL,7969,1993,36,BUA,Y,COSMOS 2251 DEB,1993-036BUA,39111
1999-025EVZ,39112,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.34,99.16,807,743,,,0,SMALL,7969,1999,25,EVZ,Y,FENGYUN 1C DEB,1999-025EVZ,39112
2009-049J,39119,DEBRIS,BLITS DEB,CIS,2009-09-17,TTMTR,,101.27,98.53,822,816,,,0,SMALL,7969,2009,49,J,Y,BLITS DEB,2009-049J,39119
2013-012A,39122,PAYLOAD,EUTE 117 WEST A(SATMEX 8,EUTE,2013-03-26,TTMTR,,1436.08,0.02,35799,35774,,,0,LARGE,7969,2013,12,A,Y,EUTE 117 WEST A(SATMEX 8,2013-012A,39122
2013-012C,39124,DEBRIS,BREEZE-M DEB (TANK),CIS,2013-03-26,TTMTR,,312.90,49.48,17462,317,,,0,LARGE,7969,2013,12,C,Y,BREEZE-M DEB (TANK),2013-012C,39124
2013-014B,39128,ROCKET BODY,BREEZE-M R/B,CIS,2013-04-15,TTMTR,,756.19,13.21,34441,7791,,,0,LARGE,7969,2013,14,B,Y,BREEZE-M R/B,2013-014B,39128
2013-014C,39129,DEBRIS,BREEZE-M DEB (TANK),CIS,2013-04-15,TTMTR,,366.75,49.34,20843,346,,,0,LARGE,7969,2013,14,C,Y,BREEZE-M DEB (TANK),2013-014C,39129
2013-015F,39135,PAYLOAD,BEESAT 3,GER,2013-04-19,TTMTR,,94.66,64.87,524,481,,,0,SMALL,7969,2013,15,F,Y,BEESAT 3,2013-015F,39135
2013-020A,39157,PAYLOAD,CHINASAT 11,PRC,2013-05-01,XSC,,1436.10,0.05,35794,35779,,,0,LARGE,7969,2013,20,A,Y,CHINASAT 11,2013-020A,39157
2013-022A,39163,PAYLOAD,EUTE 7B (EUTE 3D),EUTE,2013-05-14,TTMTR,,1436.09,0.08,35811,35762,,,0,LARGE,7969,2013,22,A,Y,EUTE 7B (EUTE 3D),2013-022A,39163
2013-022B,39164,ROCKET BODY,BREEZE-M R/B,CIS,2013-05-14,TTMTR,,712.17,19.01,34289,5789,,,0,LARGE,7969,2013,22,B,Y,BREEZE-M R/B,2013-022B,39164
2013-022C,39165,DEBRIS,BREEZE-M DEB (TANK),CIS,2013-05-14,TTMTR,,315.58,49.49,17667,285,,,0,LARGE,7969,2013,22,C,Y,BREEZE-M DEB (TANK),2013-022C,39165
2013-024A,39168,PAYLOAD,WGS 5 (USA 243),US,2013-05-25,AFETR,,1436.13,0.02,35790,35785,,,0,LARGE,7969,2013,24,A,Y,WGS 5 (USA 243),2013-024A,39168
2013-026A,39172,PAYLOAD,SES 6,SES,2013-06-03,TTMTR,,1436.10,0.07,35797,35776,,,0,LARGE,7969,2013,26,A,Y,SES 6,2013-026A,39172
2013-026B,39173,ROCKET BODY,BREEZE-M R/B,CIS,2013-06-03,TTMTR,,1302.99,26.32,63678,2601,,,0,LARGE,7969,2013,26,B,Y,BREEZE-M R/B,2013-026B,39173
2013-030A,39186,PAYLOAD,RESURS P1,CIS,2013-06-25,TTMTR,,93.78,97.14,472,447,,,0,LARGE,7969,2013,30,A,Y,RESURS P1,2013-030A,39186
2013-032A,39194,PAYLOAD,COSMOS 2487,CIS,2013-06-27,TTMTR,,92.88,74.70,417,414,,,0,LARGE,7969,2013,32,A,Y,COSMOS 2487,2013-032A,39194
2013-035C,39204,DEBRIS,CZ-2C DEB,PRC,2013-07-15,JSC,,98.67,98.37,758,632,,,0,SMALL,7969,2013,35,C,Y,CZ-2C DEB,2013-035C,39204
2013-037E,39212,DEBRIS,CZ-4C DEB,PRC,2013-07-19,TSC,,97.74,97.95,656,645,,,0,LARGE,7969,2013,37,E,Y,CZ-4C DEB,2013-037E,39212
2013-038A,39215,PAYLOAD,ALPHASAT (I-4A F4),IM,2013-07-25,FRGUI,,1436.06,2.66,35796,35776,,,0,LARGE,7969,2013,38,A,Y,ALPHASAT (I-4A F4),2013-038A,39215
2013-038D,39218,ROCKET BODY,ARIANE 5 R/B,FR,2013-07-25,FRGUI,,533.02,3.32,30577,219,,,0,LARGE,7969,2013,38,D,Y,ARIANE 5 R/B,2013-038D,39218
2013-041A,39222,PAYLOAD,WGS 6 (USA 244),US,2013-08-08,AFETR,,1436.07,0.03,35789,35783,,,0,LARGE,7969,2013,41,A,Y,WGS 6 (USA 244),2013-041A,39222
2013-044A,39233,PAYLOAD,ES'HAIL 1,QAT,2013-08-29,FRGUI,,1436.05,0.06,35794,35777,,,0,LARGE,7969,2013,44,A,Y,ES'HAIL 1,2013-044A,39233
2013-044C,39235,ROCKET BODY,ARIANE 5 R/B,FR,2013-08-29,FRGUI,,584.75,3.55,33308,264,,,0,LARGE,7969,2013,44,C,Y,ARIANE 5 R/B,2013-044C,39235
2013-044D,39236,DEBRIS,ARIANE 5 DEB (SYLDA),FR,2013-08-29,FRGUI,,327.65,3.62,18395,335,,,0,LARGE,7969,2013,44,D,Y,ARIANE 5 DEB (SYLDA),2013-044D,39236
2013-050A,39256,PAYLOAD,AEHF 3 (USA 246),US,2013-09-18,AFETR,,1436.11,1.42,36020,35553,,,0,LARGE,7969,2013,50,A,Y,AEHF 3 (USA 246),2013-050A,39256
2013-055A,39265,PAYLOAD,CASSIOPE,CA,2013-09-29,AFWTR,,100.30,80.97,1227,319,,,0,LARGE,7969,2013,55,A,Y,CASSIOPE,2013-055A,39265
2013-055B,39266,PAYLOAD,CUSAT 1,US,2013-09-29,AFWTR,,99.67,80.98,1168,318,,,0,MEDIUM,7969,2013,55,B,Y,CUSAT 1,2013-055B,39266
2013-055C,39267,PAYLOAD,DANDE,US,2013-09-29,AFWTR,,100.93,81.01,1286,319,,,0,MEDIUM,7969,2013,55,C,Y,DANDE,2013-055C,39267
2013-055D,39268,PAYLOAD,POPACS 1,US,2013-09-29,AFWTR,,99.54,81.00,1153,319,,,0,SMALL,7969,2013,55,D,Y,POPACS 1,2013-055D,39268
2013-055E,39269,PAYLOAD,POPACS 2,US,2013-09-29,AFWTR,,100.66,81.01,1261,319,,,0,SMALL,7969,2013,55,E,Y,POPACS 2,2013-055E,39269
2013-055G,39271,PAYLOAD,CUSAT 2/FALCON 9,US,2013-09-29,AFWTR,,98.79,80.97,1091,311,,,0,LARGE,7969,2013,55,G,Y,CUSAT 2/FALCON 9,2013-055G,39271
2013-056A,39285,PAYLOAD,ASTRA 2E,SES,2013-09-29,TTMTR,,1436.07,0.08,35796,35776,,,0,LARGE,7969,2013,56,A,Y,ASTRA 2E,2013-056A,39285
2013-056C,39287,DEBRIS,BREEZE-M DEB (TANK),CIS,2013-09-29,TTMTR,,274.58,49.51,14874,357,,,0,LARGE,7969,2013,56,C,Y,BREEZE-M DEB (TANK),2013-056C,39287
1968-081AG,39296,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1431.47,3.18,36474,34918,,,0,,7969,1968,81,AG,Y,TITAN 3C TRANSTAGE DEB,1968-081AG,39296
1968-081AH,39297,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1434.71,3.37,36894,34624,,,0,,7969,1968,81,AH,Y,TITAN 3C TRANSTAGE DEB,1968-081AH,39297
1968-081AJ,39298,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1968-09-26,AFETR,,1437.44,3.34,36515,35111,,,0,,7969,1968,81,AJ,Y,TITAN 3C TRANSTAGE DEB,1968-081AJ,39298
