county,area,confirmed_cases,cases_rate,confirmed_deaths,deaths_rate,county_date
Los Angeles,Los Angeles - Angeles National Forest,5,12500,0,0,2021-01-25
Los Angeles,Los Angeles - Angelino Heights,241,9632,2,80,2021-01-25
Los Angeles,Los Angeles - Arleta,6160,17923,69,201,2021-01-25
Los Angeles,Los Angeles - Atwater Village,1230,8387,14,95,2021-01-25
Los Angeles,Los Angeles - Baldwin Hills,2362,7589,41,132,2021-01-25
Los Angeles,Los Angeles - Bel Air,324,3844,2,24,2021-01-25
Los Angeles,Los Angeles - Beverly Crest,521,4160,4,32,2021-01-25
Los Angeles,Los Angeles - Beverlywood,725,5504,1,8,2021-01-25
Los Angeles,Los Angeles - Boyle Heights*,15912,18314,191,220,2021-01-25
Los Angeles,Los Angeles - Brentwood,1226,3961,9,29,2021-01-25
Los Angeles,Los Angeles - Brookside,27,4647,2,344,2021-01-25
Los Angeles,Los Angeles - Cadillac-Corning,608,8538,6,84,2021-01-25
Los Angeles,Los Angeles - Canoga Park,8138,12465,115,176,2021-01-25
Los Angeles,Los Angeles - Carthay,805,5605,40,278,2021-01-25
Los Angeles,Los Angeles - Central,6786,17404,79,203,2021-01-25
Los Angeles,Los Angeles - Century City,510,3987,7,55,2021-01-25
Los Angeles,Los Angeles - Century Palms/Cove,5586,16543,55,163,2021-01-25
Los Angeles,Los Angeles - Chatsworth,3137,8464,54,146,2021-01-25
Los Angeles,Los Angeles - Cheviot Hills,375,4089,8,87,2021-01-25
Los Angeles,Los Angeles - Chinatown,639,7967,7,87,2021-01-25
Los Angeles,Los Angeles - Cloverdale/Cochran,1410,9689,16,110,2021-01-25
Los Angeles,Los Angeles - Country Club Park,1312,8658,55,363,2021-01-25
Los Angeles,Los Angeles - Crenshaw District,1259,9104,16,116,2021-01-25
Los Angeles,Los Angeles - Crestview,832,7319,34,299,2021-01-25
Los Angeles,Los Angeles - Del Rey,1732,5786,17,57,2021-01-25
Los Angeles,Los Angeles - Downtown*,3346,12164,27,98,2021-01-25
Los Angeles,Los Angeles - Eagle Rock,3233,8166,71,179,2021-01-25
Los Angeles,Los Angeles - East Hollywood,2804,9574,78,266,2021-01-25
Los Angeles,Los Angeles - Echo Park,1179,8270,16,112,2021-01-25
Los Angeles,Los Angeles - El Sereno,5607,13411,72,172,2021-01-25
Los Angeles,Los Angeles - Elysian Park,447,7826,1,18,2021-01-25
Los Angeles,Los Angeles - Elysian Valley,1154,11346,15,147,2021-01-25
Los Angeles,Los Angeles - Encino,2828,6261,42,93,2021-01-25
Los Angeles,Los Angeles - Exposition,316,9501,5,150,2021-01-25
Los Angeles,Los Angeles - Exposition Park,5438,12107,54,120,2021-01-25
Los Angeles,Los Angeles - Faircrest Heights,199,5528,2,56,2021-01-25
Los Angeles,Los Angeles - Figueroa Park Square,1216,13943,15,172,2021-01-25
Los Angeles,Los Angeles - Florence-Firestone,8366,17633,76,160,2021-01-25
Los Angeles,Los Angeles - Glassell Park,3036,9606,34,108,2021-01-25
Los Angeles,Los Angeles - Gramercy Place,1148,10665,18,167,2021-01-25
Los Angeles,Los Angeles - Granada Hills,5573,9577,127,218,2021-01-25
Los Angeles,Los Angeles - Green Meadows,3478,16173,27,126,2021-01-25
Los Angeles,Los Angeles - Hancock Park,875,5135,7,41,2021-01-25
Los Angeles,Los Angeles - Harbor City,2025,6966,22,76,2021-01-25
Los Angeles,Los Angeles - Harbor Gateway,4182,9592,41,94,2021-01-25
Los Angeles,Los Angeles - Harbor Pines,143,5936,0,0,2021-01-25
Los Angeles,Los Angeles - Harvard Heights,2255,12503,48,266,2021-01-25
Los Angeles,Los Angeles - Harvard Park,6363,16773,55,145,2021-01-25
Los Angeles,Los Angeles - Highland Park,5145,10632,60,124,2021-01-25
Los Angeles,Los Angeles - Historic Filipinotown,1798,12963,56,404,2021-01-25
Los Angeles,Los Angeles - Hollywood,4616,6763,46,67,2021-01-25
Los Angeles,Los Angeles - Hollywood Hills,1221,4148,14,48,2021-01-25
Los Angeles,Los Angeles - Hyde Park,3199,11208,43,151,2021-01-25
Los Angeles,Los Angeles - Jefferson Park,1026,12709,8,99,2021-01-25
Los Angeles,Los Angeles - Koreatown,4786,9259,74,143,2021-01-25
Los Angeles,Los Angeles - Lafayette Square,477,10463,5,110,2021-01-25
Los Angeles,Los Angeles - Lake Balboa,4676,11079,43,102,2021-01-25
Los Angeles,Los Angeles - Lakeview Terrace,2063,15709,30,228,2021-01-25
Los Angeles,Los Angeles - Leimert Park,1349,8855,14,92,2021-01-25
Los Angeles,Los Angeles - Lincoln Heights,4612,14149,123,377,2021-01-25
Los Angeles,Los Angeles - Little Armenia,1017,12673,68,847,2021-01-25
Los Angeles,Los Angeles - Little Bangladesh,2379,8394,18,64,2021-01-25
Los Angeles,Los Angeles - Little Tokyo,351,11203,7,223,2021-01-25
Los Angeles,Los Angeles - Longwood,508,11803,5,116,2021-01-25
Los Angeles,Los Angeles - Los Feliz,889,4114,14,65,2021-01-25
Los Angeles,Los Angeles - Manchester Square,804,9419,7,82,2021-01-25
Los Angeles,Los Angeles - Mandeville Canyon,113,3617,0,0,2021-01-25
Los Angeles,Los Angeles - Mar Vista,1676,3946,24,57,2021-01-25
Los Angeles,Los Angeles - Marina Peninsula,120,2752,1,23,2021-01-25
Los Angeles,Los Angeles - Melrose,6972,8973,153,197,2021-01-25
Los Angeles,Los Angeles - Mid-city,1020,6786,30,200,2021-01-25
Los Angeles,Los Angeles - Miracle Mile,771,4287,9,50,2021-01-25
Los Angeles,Los Angeles - Mission Hills,3740,15503,93,386,2021-01-25
Los Angeles,Los Angeles - Mt. Washington,2564,10619,46,191,2021-01-25
Los Angeles,Los Angeles - North Hills,8093,13143,97,158,2021-01-25
Los Angeles,Los Angeles - North Hollywood,17817,11767,215,142,2021-01-25
Los Angeles,Los Angeles - Northridge,6420,9198,99,142,2021-01-25
Los Angeles,Los Angeles - Pacific Palisades,625,2936,15,70,2021-01-25
Los Angeles,Los Angeles - Pacoima,15316,19896,147,191,2021-01-25
Los Angeles,Los Angeles - Palisades Highlands,119,3094,1,26,2021-01-25
Los Angeles,Los Angeles - Palms,2206,5028,39,89,2021-01-25
Los Angeles,Los Angeles - Panorama City,11870,15774,180,239,2021-01-25
Los Angeles,Los Angeles - Park La Brea,487,3586,1,7,2021-01-25
Los Angeles,Los Angeles - Pico-Union,6303,15064,149,356,2021-01-25
Los Angeles,Los Angeles - Playa Del Rey,89,2785,0,0,2021-01-25
Los Angeles,Los Angeles - Playa Vista,496,4531,4,37,2021-01-25
Los Angeles,Los Angeles - Porter Ranch,2076,5833,20,56,2021-01-25
Los Angeles,Los Angeles - Rancho Park,298,4543,1,15,2021-01-25
Los Angeles,Los Angeles - Regent Square,211,7590,1,36,2021-01-25
Los Angeles,Los Angeles - Reseda,10111,13197,210,274,2021-01-25
Los Angeles,Los Angeles - Reseda Ranch,568,12252,2,43,2021-01-25
Los Angeles,Los Angeles - Reynier Village,214,5061,0,0,2021-01-25
Los Angeles,Los Angeles - San Pedro*,5996,7683,74,95,2021-01-25
Los Angeles,Los Angeles - Shadow Hills,325,7317,2,45,2021-01-25
Los Angeles,Los Angeles - Sherman Oaks,4811,5514,68,78,2021-01-25
Los Angeles,Los Angeles - Silverlake,2730,6193,77,175,2021-01-25
Los Angeles,Los Angeles - South Carthay,601,5672,5,47,2021-01-25
Los Angeles,Los Angeles - South Park,6644,17502,67,176,2021-01-25
Los Angeles,Los Angeles - St Elmo Village,538,11736,19,414,2021-01-25
Los Angeles,Los Angeles - Studio City,1112,4955,34,152,2021-01-25
Los Angeles,Los Angeles - Sun Valley,8186,15597,93,177,2021-01-25
Los Angeles,Los Angeles - Sunland,1914,9379,43,211,2021-01-25
Los Angeles,Los Angeles - Sycamore Square,26,4019,2,309,2021-01-25
Los Angeles,Los Angeles - Sylmar*,14084,17093,174,211,2021-01-25
Los Angeles,Los Angeles - Tarzana,2840,9198,57,185,2021-01-25
Los Angeles,Los Angeles - Temple-Beaudry,4463,11304,74,187,2021-01-25
Los Angeles,Los Angeles - Thai Town,738,7524,9,92,2021-01-25
Los Angeles,Los Angeles - Toluca Lake,412,4733,6,69,2021-01-25
Los Angeles,Los Angeles - Toluca Terrace,117,8959,1,77,2021-01-25
Los Angeles,Los Angeles - Toluca Woods,90,4844,0,0,2021-01-25
Los Angeles,Los Angeles - Tujunga,2352,8457,41,147,2021-01-25
Los Angeles,Los Angeles - University Hills,245,7145,1,29,2021-01-25
Los Angeles,Los Angeles - University Park,2835,10326,37,135,2021-01-25
Los Angeles,Los Angeles - Valley Glen,3291,10964,44,147,2021-01-25
Los Angeles,Los Angeles - Valley Village,1693,6849,49,198,2021-01-25
Los Angeles,Los Angeles - Van Nuys*,12860,13799,218,234,2021-01-25
Los Angeles,Los Angeles - Venice,1307,3857,13,38,2021-01-25
Los Angeles,Los Angeles - Vermont Knolls,2529,14703,37,215,2021-01-25
Los Angeles,Los Angeles - Vermont Square,1332,17396,10,131,2021-01-25
Los Angeles,Los Angeles - Vermont Vista,6705,16280,60,146,2021-01-25
Los Angeles,Los Angeles - Vernon Central,10089,19403,103,198,2021-01-25
Los Angeles,Los Angeles - Victoria Park,945,11251,9,107,2021-01-25
Los Angeles,Los Angeles - View Heights,204,5522,4,108,2021-01-25
Los Angeles,Los Angeles - Watts,6645,15572,67,157,2021-01-25
Los Angeles,Los Angeles - Wellington Square,496,10092,7,142,2021-01-25
Los Angeles,Los Angeles - West Adams,3481,12599,103,373,2021-01-25
Los Angeles,Los Angeles - West Hills,2540,6265,77,190,2021-01-25
Los Angeles,Los Angeles - West Los Angeles,1959,5205,32,85,2021-01-25
Los Angeles,Los Angeles - West Vernon,9084,16934,117,218,2021-01-25
Los Angeles,Los Angeles - Westchester,2018,3911,33,64,2021-01-25
Los Angeles,Los Angeles - Westlake,6837,11519,205,345,2021-01-25
Los Angeles,Los Angeles - Westwood,2116,3911,19,35,2021-01-25
Los Angeles,Los Angeles - Wholesale District*,5741,15890,74,205,2021-01-25
Los Angeles,Los Angeles - Wilmington,7134,12629,52,92,2021-01-25
Los Angeles,Los Angeles - Wilshire Center,4712,9392,70,140,2021-01-25
Los Angeles,Los Angeles - Winnetka,5876,11347,51,98,2021-01-25
Los Angeles,Los Angeles - Woodland Hills,4083,6000,59,87,2021-01-25
Los Angeles,Unincorporated - Acton,380,4767,6,75,2021-01-25
Los Angeles,Unincorporated - Agua Dulce,203,4882,2,48,2021-01-25
Los Angeles,Unincorporated - Altadena,2822,6470,46,105,2021-01-25
Los Angeles,Unincorporated - Anaverde,128,8488,0,0,2021-01-25
Los Angeles,Unincorporated - Angeles National Forest,26,2088,0,0,2021-01-25
Los Angeles,Unincorporated - Arcadia,524,6566,11,138,2021-01-25
Los Angeles,Unincorporated - Athens-Westmont,5596,13185,60,141,2021-01-25
Los Angeles,Unincorporated - Athens Village,976,19931,23,470,2021-01-25
Los Angeles,Unincorporated - Avocado Heights,972,14347,10,148,2021-01-25
Los Angeles,Unincorporated - Azusa,2066,12975,23,144,2021-01-25
Los Angeles,Unincorporated - Bassett,2312,15604,26,175,2021-01-25
Los Angeles,Unincorporated - Bouquet Canyon,39,3635,1,93,2021-01-25
Los Angeles,Unincorporated - Bradbury,48,44444,12,11111,2021-01-25
Los Angeles,Unincorporated - Canyon Country,670,8670,3,39,2021-01-25
Los Angeles,Unincorporated - Castaic*,3352,12328,11,40,2021-01-25
Los Angeles,Unincorporated - Cerritos,65,11073,0,0,2021-01-25
Los Angeles,Unincorporated - Charter Oak,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - Claremont,40,5698,4,570,2021-01-25
Los Angeles,Unincorporated - Covina,2022,12022,22,131,2021-01-25
Los Angeles,Unincorporated - Covina (Charter Oak),1326,10088,7,53,2021-01-25
Los Angeles,Unincorporated - Del Aire,251,5714,3,68,2021-01-25
Los Angeles,Unincorporated - Del Rey,20,6289,0,0,2021-01-25
Los Angeles,Unincorporated - Del Sur,146,6046,1,41,2021-01-25
Los Angeles,Unincorporated - Desert View Highlands,304,12194,2,80,2021-01-25
Los Angeles,Unincorporated - Duarte,755,17051,8,181,2021-01-25
Los Angeles,Unincorporated - East Covina,30,9119,1,304,2021-01-25
Los Angeles,Unincorporated - East La Mirada,442,8352,4,76,2021-01-25
Los Angeles,Unincorporated - East Lancaster,15,13158,0,0,2021-01-25
Los Angeles,Unincorporated - East Los Angeles,22716,18134,279,223,2021-01-25
Los Angeles,Unincorporated - East Pasadena,175,2733,6,94,2021-01-25
Los Angeles,Unincorporated - East Rancho Dominguez,2457,16050,36,235,2021-01-25
Los Angeles,Unincorporated - East Whittier,406,7652,3,57,2021-01-25
Los Angeles,Unincorporated - El Camino Village,692,7872,9,102,2021-01-25
Los Angeles,Unincorporated - El Monte,23,15862,0,0,2021-01-25
Los Angeles,Unincorporated - Elizabeth Lake,68,4094,0,0,2021-01-25
Los Angeles,Unincorporated - Florence-Firestone,12199,18853,129,199,2021-01-25
Los Angeles,Unincorporated - Franklin Canyon,1,8333,0,0,2021-01-25
Los Angeles,Unincorporated - Glendora,59,8939,2,303,2021-01-25
Los Angeles,Unincorporated - Hacienda Heights,4528,8096,68,122,2021-01-25
Los Angeles,Unincorporated - Harbor Gateway,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - Hawthorne,280,11138,1,40,2021-01-25
Los Angeles,Unincorporated - Hi Vista,39,3552,0,0,2021-01-25
Los Angeles,Unincorporated - Kagel/Lopez Canyons,176,12465,2,142,2021-01-25
Los Angeles,Unincorporated - La Crescenta-Montrose,900,4545,8,40,2021-01-25
Los Angeles,Unincorporated - La Habra Heights,12,1775,1,148,2021-01-25
Los Angeles,Unincorporated - La Rambla,189,9108,15,723,2021-01-25
Los Angeles,Unincorporated - La Verne*,141,6912,0,0,2021-01-25
Los Angeles,Unincorporated - Ladera Heights,321,4540,6,85,2021-01-25
Los Angeles,Unincorporated - Lake Hughes,35,5240,0,0,2021-01-25
Los Angeles,Unincorporated - Lake Los Angeles,1364,10497,5,38,2021-01-25
Los Angeles,Unincorporated - Lake Manor,115,6999,1,61,2021-01-25
Los Angeles,Unincorporated - Lakewood,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - Lennox,3082,13672,29,129,2021-01-25
Los Angeles,Unincorporated - Leona Valley,97,5540,0,0,2021-01-25
Los Angeles,Unincorporated - Littlerock,454,11291,4,99,2021-01-25
Los Angeles,Unincorporated - Littlerock/Juniper Hills,97,7479,1,77,2021-01-25
Los Angeles,Unincorporated - Littlerock/Pearblossom,450,12609,3,84,2021-01-25
Los Angeles,Unincorporated - Llano,32,3649,0,0,2021-01-25
Los Angeles,Unincorporated - Marina del Rey,284,3018,0,0,2021-01-25
Los Angeles,Unincorporated - Miracle Mile,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - Monrovia,321,8271,1,26,2021-01-25
Los Angeles,Unincorporated - Newhall,61,27727,0,0,2021-01-25
Los Angeles,Unincorporated - North Lancaster,122,10184,1,83,2021-01-25
Los Angeles,Unincorporated - North Whittier,1004,12010,17,203,2021-01-25
Los Angeles,Unincorporated - Northeast San Gabriel,1421,5912,28,116,2021-01-25
Los Angeles,Unincorporated - Padua Hills,7,3256,0,0,2021-01-25
Los Angeles,Unincorporated - Palmdale,98,11639,1,119,2021-01-25
Los Angeles,Unincorporated - Palos Verdes Peninsula,18,2899,0,0,2021-01-25
Los Angeles,Unincorporated - Pearblossom/Llano,110,5624,1,51,2021-01-25
Los Angeles,Unincorporated - Pellissier Village,146,23586,1,162,2021-01-25
Los Angeles,Unincorporated - Placerita Canyon,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - Pomona,55,2838,1,52,2021-01-25
Los Angeles,Unincorporated - Quartz Hill,1010,7826,17,132,2021-01-25
Los Angeles,Unincorporated - Rancho Dominguez,326,12251,4,150,2021-01-25
Los Angeles,Unincorporated - Roosevelt,74,7948,0,0,2021-01-25
Los Angeles,Unincorporated - Rosewood,135,10498,2,156,2021-01-25
Los Angeles,Unincorporated - Rosewood/East Gardena,147,12322,4,335,2021-01-25
Los Angeles,Unincorporated - Rosewood/West Rancho Dominguez,433,12883,6,179,2021-01-25
Los Angeles,Unincorporated - Rowland Heights,3162,6197,37,73,2021-01-25
Los Angeles,Unincorporated - San Clemente Island,0,0,0,0,2021-01-25
Los Angeles,Unincorporated - San Francisquito Canyon/Bouquet Canyon,13,1515,0,0,2021-01-25
Los Angeles,Unincorporated - San Jose Hills,3167,15662,37,183,2021-01-25
Los Angeles,Unincorporated - San Pasqual,28,1376,0,0,2021-01-25
Los Angeles,Unincorporated - Sand Canyon,13,4221,0,0,2021-01-25
Los Angeles,Unincorporated - Santa Catalina Island,137,51311,1,375,2021-01-25
Los Angeles,Unincorporated - Santa Monica Mountains*,440,2363,2,11,2021-01-25
Los Angeles,Unincorporated - Saugus,112,72258,0,0,2021-01-25
Los Angeles,Unincorporated - Saugus/Canyon Country,29,8146,0,0,2021-01-25
Los Angeles,Unincorporated - South Antelope Valley,24,5275,0,0,2021-01-25
Los Angeles,Unincorporated - South El Monte,308,17159,1,56,2021-01-25
Los Angeles,Unincorporated - South San Gabriel,822,9290,33,373,2021-01-25
Los Angeles,Unincorporated - South Whittier,7302,12330,102,172,2021-01-25
Los Angeles,Unincorporated - Southeast Antelope Valley,69,8835,0,0,2021-01-25
Los Angeles,Unincorporated - Stevenson Ranch,907,4326,4,19,2021-01-25
Los Angeles,Unincorporated - Sun Village,801,13270,5,83,2021-01-25
Los Angeles,Unincorporated - Sunrise Village,170,13117,1,77,2021-01-25
Los Angeles,Unincorporated - Twin Lakes/Oat Mountain,74,4463,2,121,2021-01-25
Los Angeles,Unincorporated - Val Verde,259,7827,1,30,2021-01-25
Los Angeles,Unincorporated - Valencia,154,5013,0,0,2021-01-25
Los Angeles,Unincorporated - Valinda,3311,14167,40,171,2021-01-25
Los Angeles,Unincorporated - View Park/Windsor Hills,587,5045,10,86,2021-01-25
Los Angeles,Unincorporated - Walnut Park,2722,16862,28,173,2021-01-25
Los Angeles,Unincorporated - West Antelope Valley,42,2780,0,0,2021-01-25
Los Angeles,Unincorporated - West Carson,1822,8250,82,371,2021-01-25
Los Angeles,Unincorporated - West Chatsworth,1,8333,0,0,2021-01-25
Los Angeles,Unincorporated - West LA,187,19643,9,945,2021-01-25
Los Angeles,Unincorporated - West Puente Valley,1532,15577,18,183,2021-01-25
Los Angeles,Unincorporated - West Rancho Dominguez,162,11921,5,368,2021-01-25
Los Angeles,Unincorporated - West Whittier/Los Nietos,3803,14124,67,249,2021-01-25
Los Angeles,Unincorporated - Westfield/Academy Hills,27,2077,0,0,2021-01-25
Los Angeles,Unincorporated - Westhills,40,4768,0,0,2021-01-25
Los Angeles,Unincorporated - White Fence Farms,227,6163,0,0,2021-01-25
Los Angeles,Unincorporated - Whittier,272,7188,7,185,2021-01-25
Los Angeles,Unincorporated - Whittier Narrows,8,66667,1,8333,2021-01-25
Los Angeles,Unincorporated - Willowbrook,5342,15301,50,143,2021-01-25
Los Angeles,Unincorporated - Wiseburn,420,6969,7,116,2021-01-25
Los Angeles,Under Investigation,20654,,53,,2021-01-25
