jurisdiction_of_occurrence,mmwr_year,mmwr_week,week_ending_date,all_cause,natural_cause
Utah,2014,6,2014-02-08,342.0,300.0
Utah,2014,7,2014-02-15,342.0,303.0
Utah,2014,8,2014-02-22,331.0,294.0
Utah,2014,9,2014-03-01,311.0,270.0
Utah,2014,10,2014-03-08,314.0,278.0
Utah,2014,11,2014-03-15,304.0,276.0
Utah,2014,12,2014-03-22,340.0,307.0
Utah,2014,13,2014-03-29,325.0,288.0
Utah,2014,14,2014-04-05,327.0,294.0
Utah,2014,15,2014-04-12,350.0,295.0
Utah,2014,16,2014-04-19,314.0,275.0
Utah,2014,17,2014-04-26,331.0,297.0
Utah,2014,18,2014-05-03,312.0,279.0
Utah,2014,19,2014-05-10,339.0,290.0
Utah,2014,20,2014-05-17,313.0,268.0
Utah,2014,21,2014-05-24,335.0,303.0
Utah,2014,22,2014-05-31,287.0,257.0
Utah,2014,23,2014-06-07,329.0,278.0
Utah,2014,24,2014-06-14,307.0,268.0
Utah,2014,25,2014-06-21,315.0,271.0
Utah,2014,26,2014-06-28,333.0,300.0
Utah,2014,27,2014-07-05,312.0,262.0
Utah,2014,28,2014-07-12,337.0,287.0
Utah,2014,29,2014-07-19,301.0,266.0
Utah,2014,30,2014-07-26,310.0,272.0
Utah,2014,31,2014-08-02,321.0,279.0
Utah,2014,32,2014-08-09,313.0,281.0
Utah,2014,33,2014-08-16,293.0,255.0
Utah,2014,34,2014-08-23,283.0,250.0
Utah,2014,35,2014-08-30,311.0,276.0
Utah,2014,36,2014-09-06,334.0,299.0
Utah,2014,37,2014-09-13,326.0,290.0
Utah,2014,38,2014-09-20,314.0,266.0
Utah,2014,39,2014-09-27,326.0,274.0
Utah,2014,40,2014-10-04,326.0,283.0
Utah,2014,41,2014-10-11,343.0,307.0
Utah,2014,42,2014-10-18,296.0,266.0
Utah,2014,43,2014-10-25,345.0,300.0
Utah,2014,44,2014-11-01,334.0,303.0
Utah,2014,45,2014-11-08,331.0,287.0
Utah,2014,46,2014-11-15,369.0,333.0
Utah,2014,47,2014-11-22,358.0,313.0
Utah,2014,48,2014-11-29,355.0,320.0
Utah,2014,49,2014-12-06,344.0,304.0
Utah,2014,50,2014-12-13,377.0,329.0
Utah,2014,51,2014-12-20,368.0,338.0
Utah,2014,52,2014-12-27,367.0,336.0
Utah,2014,53,2015-01-03,370.0,334.0
Utah,2015,1,2015-01-10,453.0,417.0
Utah,2015,2,2015-01-17,369.0,343.0
Utah,2015,3,2015-01-24,304.0,272.0
Utah,2015,4,2015-01-31,348.0,308.0
Utah,2015,5,2015-02-07,357.0,324.0
Utah,2015,6,2015-02-14,367.0,329.0
Utah,2015,7,2015-02-21,347.0,315.0
Utah,2015,8,2015-02-28,369.0,331.0
Utah,2015,9,2015-03-07,370.0,328.0
Utah,2015,10,2015-03-14,320.0,293.0
Utah,2015,11,2015-03-21,364.0,314.0
Utah,2015,12,2015-03-28,347.0,318.0
Utah,2015,13,2015-04-04,330.0,301.0
Utah,2015,14,2015-04-11,366.0,327.0
Utah,2015,15,2015-04-18,350.0,296.0
Utah,2015,16,2015-04-25,334.0,299.0
Utah,2015,17,2015-05-02,296.0,256.0
Utah,2015,18,2015-05-09,348.0,313.0
Utah,2015,19,2015-05-16,328.0,296.0
Utah,2015,20,2015-05-23,325.0,289.0
Utah,2015,21,2015-05-30,354.0,314.0
Utah,2015,22,2015-06-06,390.0,344.0
Utah,2015,23,2015-06-13,319.0,270.0
Utah,2015,24,2015-06-20,299.0,254.0
Utah,2015,25,2015-06-27,341.0,293.0
Utah,2015,26,2015-07-04,360.0,322.0
Utah,2015,27,2015-07-11,324.0,275.0
Utah,2015,28,2015-07-18,309.0,275.0
Utah,2015,29,2015-07-25,322.0,273.0
Utah,2015,30,2015-08-01,331.0,297.0
Utah,2015,31,2015-08-08,326.0,282.0
Utah,2015,32,2015-08-15,292.0,251.0
Utah,2015,33,2015-08-22,298.0,252.0
Utah,2015,34,2015-08-29,363.0,306.0
Utah,2015,35,2015-09-05,315.0,266.0
Utah,2015,36,2015-09-12,292.0,251.0
Utah,2015,37,2015-09-19,344.0,286.0
Utah,2015,38,2015-09-26,302.0,265.0
Utah,2015,39,2015-10-03,352.0,318.0
Utah,2015,40,2015-10-10,331.0,289.0
Utah,2015,41,2015-10-17,320.0,275.0
Utah,2015,42,2015-10-24,369.0,323.0
Utah,2015,43,2015-10-31,342.0,305.0
Utah,2015,44,2015-11-07,358.0,312.0
Utah,2015,45,2015-11-14,348.0,306.0
Utah,2015,46,2015-11-21,362.0,315.0
Utah,2015,47,2015-11-28,323.0,285.0
Utah,2015,48,2015-12-05,340.0,300.0
Utah,2015,49,2015-12-12,390.0,340.0
Utah,2015,50,2015-12-19,339.0,301.0
Utah,2015,51,2015-12-26,351.0,320.0
Utah,2015,52,2016-01-02,357.0,324.0
Utah,2016,1,2016-01-09,381.0,345.0
Utah,2016,2,2016-01-16,324.0,283.0
Utah,2016,3,2016-01-23,376.0,337.0
Utah,2016,4,2016-01-30,378.0,334.0
Utah,2016,5,2016-02-06,374.0,340.0
Utah,2016,6,2016-02-13,369.0,335.0
Utah,2016,7,2016-02-20,378.0,330.0
Utah,2016,8,2016-02-27,393.0,349.0
Utah,2016,9,2016-03-05,360.0,315.0
Utah,2016,10,2016-03-12,392.0,341.0
Utah,2016,11,2016-03-19,349.0,302.0
Utah,2016,12,2016-03-26,396.0,356.0
Utah,2016,13,2016-04-02,373.0,329.0
Utah,2016,14,2016-04-09,384.0,336.0
Utah,2016,15,2016-04-16,356.0,321.0
Utah,2016,16,2016-04-23,393.0,352.0
Utah,2016,17,2016-04-30,316.0,283.0
Utah,2016,18,2016-05-07,334.0,302.0
Utah,2016,19,2016-05-14,369.0,328.0
Utah,2016,20,2016-05-21,370.0,332.0
Utah,2016,21,2016-05-28,353.0,298.0
Utah,2016,22,2016-06-04,367.0,317.0
Utah,2016,23,2016-06-11,353.0,306.0
Utah,2016,24,2016-06-18,365.0,329.0
Utah,2016,25,2016-06-25,361.0,325.0
Utah,2016,26,2016-07-02,333.0,284.0
Utah,2016,27,2016-07-09,330.0,288.0
Utah,2016,28,2016-07-16,366.0,323.0
Utah,2016,29,2016-07-23,358.0,323.0
Utah,2016,30,2016-07-30,327.0,282.0
Utah,2016,31,2016-08-06,355.0,313.0
Utah,2016,32,2016-08-13,347.0,294.0
Utah,2016,33,2016-08-20,324.0,282.0
Utah,2016,34,2016-08-27,326.0,289.0
Utah,2016,35,2016-09-03,337.0,293.0
Utah,2016,36,2016-09-10,290.0,246.0
Utah,2016,37,2016-09-17,324.0,284.0
Utah,2016,38,2016-09-24,358.0,309.0
Utah,2016,39,2016-10-01,328.0,292.0
Utah,2016,40,2016-10-08,327.0,274.0
Utah,2016,41,2016-10-15,326.0,287.0
Utah,2016,42,2016-10-22,347.0,316.0
Utah,2016,43,2016-10-29,326.0,283.0
Utah,2016,44,2016-11-05,296.0,265.0
Utah,2016,45,2016-11-12,334.0,297.0
Utah,2016,46,2016-11-19,324.0,290.0
Utah,2016,47,2016-11-26,351.0,305.0
Utah,2016,48,2016-12-03,348.0,325.0
Utah,2016,49,2016-12-10,387.0,348.0
Utah,2016,50,2016-12-17,379.0,353.0
Utah,2016,51,2016-12-24,369.0,330.0
Utah,2016,52,2016-12-31,385.0,342.0
Utah,2017,1,2017-01-07,431.0,382.0
Utah,2017,2,2017-01-14,375.0,341.0
Utah,2017,3,2017-01-21,357.0,327.0
Utah,2017,4,2017-01-28,382.0,340.0
Utah,2017,5,2017-02-04,355.0,314.0
Utah,2017,6,2017-02-11,376.0,332.0
Utah,2017,7,2017-02-18,365.0,320.0
Utah,2017,8,2017-02-25,391.0,355.0
Utah,2017,9,2017-03-04,360.0,312.0
Utah,2017,10,2017-03-11,383.0,334.0
Utah,2017,11,2017-03-18,347.0,311.0
Utah,2017,12,2017-03-25,397.0,361.0
Utah,2017,13,2017-04-01,363.0,312.0
Utah,2017,14,2017-04-08,351.0,304.0
Utah,2017,15,2017-04-15,368.0,326.0
Utah,2017,16,2017-04-22,364.0,330.0
Utah,2017,17,2017-04-29,338.0,305.0
Utah,2017,18,2017-05-06,354.0,311.0
Utah,2017,19,2017-05-13,349.0,307.0
Utah,2017,20,2017-05-20,343.0,314.0
Utah,2017,21,2017-05-27,348.0,323.0
Utah,2017,22,2017-06-03,336.0,293.0
Utah,2017,23,2017-06-10,358.0,313.0
Utah,2017,24,2017-06-17,368.0,323.0
Utah,2017,25,2017-06-24,333.0,289.0
Utah,2017,26,2017-07-01,351.0,312.0
Utah,2017,27,2017-07-08,329.0,284.0
Utah,2017,28,2017-07-15,338.0,289.0
Utah,2017,29,2017-07-22,346.0,308.0
Utah,2017,30,2017-07-29,331.0,285.0
Utah,2017,31,2017-08-05,323.0,290.0
Utah,2017,32,2017-08-12,349.0,306.0
Utah,2017,33,2017-08-19,337.0,292.0
Utah,2017,34,2017-08-26,358.0,313.0
Utah,2017,35,2017-09-02,320.0,271.0
Utah,2017,36,2017-09-09,360.0,310.0
Utah,2017,37,2017-09-16,363.0,324.0
Utah,2017,38,2017-09-23,357.0,317.0
Utah,2017,39,2017-09-30,357.0,311.0
Utah,2017,40,2017-10-07,354.0,329.0
Utah,2017,41,2017-10-14,357.0,318.0
Utah,2017,42,2017-10-21,371.0,328.0
Utah,2017,43,2017-10-28,339.0,301.0
Utah,2017,44,2017-11-04,374.0,325.0
Utah,2017,45,2017-11-11,351.0,313.0
Utah,2017,46,2017-11-18,356.0,316.0
Utah,2017,47,2017-11-25,369.0,337.0
Utah,2017,48,2017-12-02,358.0,323.0
Utah,2017,49,2017-12-09,350.0,307.0
Utah,2017,50,2017-12-16,356.0,314.0
Utah,2017,51,2017-12-23,348.0,319.0
Utah,2017,52,2017-12-30,385.0,342.0
Utah,2018,1,2018-01-06,418.0,370.0
Utah,2018,2,2018-01-13,397.0,362.0
Utah,2018,3,2018-01-20,379.0,345.0
Utah,2018,4,2018-01-27,405.0,366.0
Utah,2018,5,2018-02-03,379.0,340.0
Utah,2018,6,2018-02-10,411.0,373.0
Utah,2018,7,2018-02-17,369.0,335.0
Utah,2018,8,2018-02-24,374.0,331.0
Utah,2018,9,2018-03-03,403.0,346.0
Utah,2018,10,2018-03-10,400.0,348.0
Utah,2018,11,2018-03-17,379.0,332.0
Utah,2018,12,2018-03-24,356.0,325.0
Utah,2018,13,2018-03-31,317.0,276.0
Utah,2018,14,2018-04-07,344.0,305.0
Utah,2018,15,2018-04-14,369.0,316.0
Utah,2018,16,2018-04-21,394.0,351.0
Utah,2018,17,2018-04-28,393.0,347.0
Utah,2018,18,2018-05-05,336.0,295.0
Utah,2018,19,2018-05-12,342.0,294.0
Utah,2018,20,2018-05-19,345.0,314.0
Utah,2018,21,2018-05-26,386.0,342.0
Utah,2018,22,2018-06-02,362.0,315.0
Utah,2018,23,2018-06-09,384.0,331.0
Utah,2018,24,2018-06-16,346.0,304.0
Utah,2018,25,2018-06-23,349.0,297.0
Utah,2018,26,2018-06-30,339.0,293.0
Utah,2018,27,2018-07-07,373.0,312.0
Utah,2018,28,2018-07-14,339.0,288.0
Utah,2018,29,2018-07-21,365.0,314.0
Utah,2018,30,2018-07-28,329.0,282.0
Utah,2018,31,2018-08-04,368.0,325.0
Utah,2018,32,2018-08-11,356.0,311.0
Utah,2018,33,2018-08-18,342.0,299.0
Utah,2018,34,2018-08-25,335.0,291.0
Utah,2018,35,2018-09-01,349.0,305.0
Utah,2018,36,2018-09-08,331.0,292.0
Utah,2018,37,2018-09-15,327.0,287.0
Utah,2018,38,2018-09-22,361.0,325.0
Utah,2018,39,2018-09-29,340.0,296.0
Utah,2018,40,2018-10-06,360.0,329.0
Utah,2018,41,2018-10-13,372.0,326.0
Utah,2018,42,2018-10-20,371.0,329.0
Utah,2018,43,2018-10-27,361.0,325.0
Utah,2018,44,2018-11-03,360.0,329.0
Utah,2018,45,2018-11-10,346.0,320.0
Utah,2018,46,2018-11-17,346.0,304.0
Utah,2018,47,2018-11-24,387.0,348.0
Utah,2018,48,2018-12-01,379.0,339.0
Utah,2018,49,2018-12-08,379.0,347.0
Utah,2018,50,2018-12-15,319.0,285.0
Utah,2018,51,2018-12-22,374.0,342.0
Utah,2018,52,2018-12-29,386.0,340.0
Utah,2019,1,2019-01-05,396.0,364.0
Utah,2019,2,2019-01-12,418.0,378.0
Utah,2019,3,2019-01-19,391.0,343.0
Utah,2019,4,2019-01-26,408.0,370.0
Utah,2019,5,2019-02-02,373.0,333.0
Utah,2019,6,2019-02-09,376.0,339.0
Utah,2019,7,2019-02-16,367.0,334.0
Utah,2019,8,2019-02-23,387.0,353.0
Utah,2019,9,2019-03-02,403.0,347.0
Utah,2019,10,2019-03-09,427.0,389.0
Utah,2019,11,2019-03-16,383.0,344.0
Utah,2019,12,2019-03-23,386.0,336.0
Utah,2019,13,2019-03-30,373.0,332.0
Utah,2019,14,2019-04-06,380.0,346.0
Utah,2019,15,2019-04-13,396.0,349.0
Utah,2019,16,2019-04-20,384.0,330.0
Utah,2019,17,2019-04-27,329.0,298.0
Utah,2019,18,2019-05-04,379.0,332.0
Utah,2019,19,2019-05-11,393.0,348.0
Utah,2019,20,2019-05-18,378.0,328.0
Utah,2019,21,2019-05-25,387.0,342.0
Utah,2019,22,2019-06-01,355.0,323.0
Utah,2019,23,2019-06-08,357.0,317.0
Utah,2019,24,2019-06-15,353.0,307.0
Utah,2019,25,2019-06-22,358.0,314.0
Utah,2019,26,2019-06-29,359.0,323.0
Utah,2019,27,2019-07-06,346.0,301.0
Utah,2019,28,2019-07-13,337.0,303.0
Utah,2019,29,2019-07-20,371.0,328.0
Utah,2019,30,2019-07-27,352.0,307.0
Utah,2019,31,2019-08-03,358.0,304.0
Utah,2019,32,2019-08-10,316.0,284.0
Utah,2019,33,2019-08-17,343.0,301.0
Utah,2019,34,2019-08-24,364.0,323.0
Utah,2019,35,2019-08-31,352.0,301.0
Utah,2019,36,2019-09-07,366.0,322.0
Utah,2019,37,2019-09-14,330.0,290.0
Utah,2019,38,2019-09-21,335.0,293.0
Utah,2019,39,2019-09-28,372.0,341.0
Utah,2019,40,2019-10-05,335.0,301.0
Utah,2019,41,2019-10-12,369.0,321.0
Utah,2019,42,2019-10-19,367.0,323.0
Utah,2019,43,2019-10-26,366.0,326.0
Utah,2019,44,2019-11-02,368.0,322.0
Utah,2019,45,2019-11-09,365.0,322.0
Utah,2019,46,2019-11-16,352.0,307.0
Utah,2019,47,2019-11-23,408.0,361.0
Utah,2019,48,2019-11-30,386.0,341.0
Utah,2019,49,2019-12-07,385.0,345.0
Utah,2019,50,2019-12-14,402.0,353.0
Utah,2019,51,2019-12-21,389.0,341.0
Utah,2019,52,2019-12-28,399.0,357.0
Vermont,2014,1,2014-01-04,103.0,96.0
Vermont,2014,2,2014-01-11,122.0,103.0
Vermont,2014,3,2014-01-18,120.0,109.0
Vermont,2014,4,2014-01-25,102.0,95.0
Vermont,2014,5,2014-02-01,104.0,93.0
Vermont,2014,6,2014-02-08,109.0,102.0
Vermont,2014,7,2014-02-15,120.0,111.0
Vermont,2014,8,2014-02-22,101.0,91.0
Vermont,2014,9,2014-03-01,105.0,94.0
Vermont,2014,10,2014-03-08,102.0,93.0
Vermont,2014,11,2014-03-15,134.0,127.0
Vermont,2014,12,2014-03-22,98.0,94.0
Vermont,2014,13,2014-03-29,105.0,99.0
Vermont,2014,14,2014-04-05,109.0,100.0
Vermont,2014,15,2014-04-12,107.0,100.0
Vermont,2014,16,2014-04-19,90.0,82.0
Vermont,2014,17,2014-04-26,112.0,107.0
Vermont,2014,18,2014-05-03,87.0,76.0
Vermont,2014,19,2014-05-10,105.0,94.0
Vermont,2014,20,2014-05-17,104.0,99.0
Vermont,2014,21,2014-05-24,99.0,94.0
Vermont,2014,22,2014-05-31,103.0,97.0
Vermont,2014,23,2014-06-07,119.0,107.0
Vermont,2014,24,2014-06-14,97.0,88.0
Vermont,2014,25,2014-06-21,94.0,84.0
Vermont,2014,26,2014-06-28,89.0,84.0
Vermont,2014,27,2014-07-05,97.0,88.0
Vermont,2014,28,2014-07-12,91.0,81.0
Vermont,2014,29,2014-07-19,87.0,81.0
Vermont,2014,30,2014-07-26,104.0,96.0
Vermont,2014,31,2014-08-02,115.0,103.0
Vermont,2014,32,2014-08-09,118.0,108.0
Vermont,2014,33,2014-08-16,101.0,97.0
Vermont,2014,34,2014-08-23,107.0,97.0
Vermont,2014,35,2014-08-30,110.0,97.0
Vermont,2014,36,2014-09-06,88.0,79.0
Vermont,2014,37,2014-09-13,101.0,90.0
Vermont,2014,38,2014-09-20,103.0,92.0
Vermont,2014,39,2014-09-27,120.0,108.0
Vermont,2014,40,2014-10-04,120.0,115.0
Vermont,2014,41,2014-10-11,119.0,107.0
Vermont,2014,42,2014-10-18,105.0,97.0
Vermont,2014,43,2014-10-25,116.0,104.0
Vermont,2014,44,2014-11-01,97.0,83.0
Vermont,2014,45,2014-11-08,100.0,88.0
Vermont,2014,46,2014-11-15,124.0,112.0
Vermont,2014,47,2014-11-22,108.0,97.0
Vermont,2014,48,2014-11-29,99.0,91.0
Vermont,2014,49,2014-12-06,108.0,101.0
Vermont,2014,50,2014-12-13,109.0,100.0
Vermont,2014,51,2014-12-20,102.0,96.0
Vermont,2014,52,2014-12-27,103.0,95.0
Vermont,2014,53,2015-01-03,128.0,113.0
Vermont,2015,1,2015-01-10,103.0,97.0
Vermont,2015,2,2015-01-17,121.0,116.0
Vermont,2015,3,2015-01-24,122.0,107.0
Vermont,2015,4,2015-01-31,132.0,123.0
Vermont,2015,5,2015-02-07,138.0,131.0
Vermont,2015,6,2015-02-14,126.0,121.0
Vermont,2015,7,2015-02-21,126.0,116.0
Vermont,2015,8,2015-02-28,120.0,113.0
Vermont,2015,9,2015-03-07,110.0,103.0
Vermont,2015,10,2015-03-14,122.0,113.0
Vermont,2015,11,2015-03-21,124.0,113.0
Vermont,2015,12,2015-03-28,129.0,117.0
Vermont,2015,13,2015-04-04,114.0,104.0
Vermont,2015,14,2015-04-11,108.0,100.0
Vermont,2015,15,2015-04-18,136.0,131.0
Vermont,2015,16,2015-04-25,111.0,103.0
Vermont,2015,17,2015-05-02,123.0,107.0
Vermont,2015,18,2015-05-09,99.0,88.0
Vermont,2015,19,2015-05-16,119.0,112.0
Vermont,2015,20,2015-05-23,109.0,98.0
Vermont,2015,21,2015-05-30,110.0,100.0
Vermont,2015,22,2015-06-06,99.0,95.0
Vermont,2015,23,2015-06-13,105.0,95.0
Vermont,2015,24,2015-06-20,93.0,82.0
Vermont,2015,25,2015-06-27,110.0,100.0
Vermont,2015,26,2015-07-04,91.0,84.0
Vermont,2015,27,2015-07-11,110.0,99.0
Vermont,2015,28,2015-07-18,104.0,96.0
Vermont,2015,29,2015-07-25,97.0,88.0
Vermont,2015,30,2015-08-01,91.0,81.0
Vermont,2015,31,2015-08-08,104.0,89.0
Vermont,2015,32,2015-08-15,104.0,95.0
Vermont,2015,33,2015-08-22,100.0,84.0
Vermont,2015,34,2015-08-29,102.0,89.0
Vermont,2015,35,2015-09-05,85.0,73.0
Vermont,2015,36,2015-09-12,111.0,101.0
Vermont,2015,37,2015-09-19,94.0,86.0
Vermont,2015,38,2015-09-26,81.0,71.0
Vermont,2015,39,2015-10-03,104.0,98.0
Vermont,2015,40,2015-10-10,116.0,111.0
Vermont,2015,41,2015-10-17,109.0,102.0
Vermont,2015,42,2015-10-24,114.0,106.0
Vermont,2015,43,2015-10-31,85.0,81.0
Vermont,2015,44,2015-11-07,123.0,109.0
Vermont,2015,45,2015-11-14,116.0,111.0
Vermont,2015,46,2015-11-21,108.0,101.0
Vermont,2015,47,2015-11-28,112.0,104.0
Vermont,2015,48,2015-12-05,109.0,99.0
Vermont,2015,49,2015-12-12,122.0,112.0
Vermont,2015,50,2015-12-19,115.0,104.0
Vermont,2015,51,2015-12-26,107.0,96.0
Vermont,2015,52,2016-01-02,112.0,101.0
Vermont,2016,1,2016-01-09,103.0,92.0
Vermont,2016,2,2016-01-16,113.0,100.0
Vermont,2016,3,2016-01-23,127.0,111.0
Vermont,2016,4,2016-01-30,112.0,104.0
Vermont,2016,5,2016-02-06,127.0,119.0
Vermont,2016,6,2016-02-13,110.0,99.0
Vermont,2016,7,2016-02-20,122.0,110.0
Vermont,2016,8,2016-02-27,116.0,107.0
Vermont,2016,9,2016-03-05,108.0,98.0
Vermont,2016,10,2016-03-12,132.0,116.0
Vermont,2016,11,2016-03-19,145.0,133.0
Vermont,2016,12,2016-03-26,105.0,91.0
Vermont,2016,13,2016-04-02,117.0,110.0
Vermont,2016,14,2016-04-09,108.0,95.0
Vermont,2016,15,2016-04-16,109.0,99.0
Vermont,2016,16,2016-04-23,101.0,96.0
Vermont,2016,17,2016-04-30,104.0,93.0
Vermont,2016,18,2016-05-07,104.0,95.0
Vermont,2016,19,2016-05-14,114.0,107.0
Vermont,2016,20,2016-05-21,102.0,93.0
Vermont,2016,21,2016-05-28,103.0,92.0
Vermont,2016,22,2016-06-04,118.0,102.0
Vermont,2016,23,2016-06-11,114.0,104.0
Vermont,2016,24,2016-06-18,108.0,101.0
Vermont,2016,25,2016-06-25,90.0,78.0
Vermont,2016,26,2016-07-02,94.0,87.0
Vermont,2016,27,2016-07-09,117.0,104.0
Vermont,2016,28,2016-07-16,115.0,105.0
Vermont,2016,29,2016-07-23,116.0,109.0
Vermont,2016,30,2016-07-30,101.0,94.0
Vermont,2016,31,2016-08-06,110.0,95.0
Vermont,2016,32,2016-08-13,106.0,93.0
Vermont,2016,33,2016-08-20,97.0,88.0
Vermont,2016,34,2016-08-27,101.0,92.0
Vermont,2016,35,2016-09-03,103.0,89.0
Vermont,2016,36,2016-09-10,91.0,81.0
Vermont,2016,37,2016-09-17,100.0,92.0
Vermont,2016,38,2016-09-24,117.0,110.0
Vermont,2016,39,2016-10-01,98.0,85.0
Vermont,2016,40,2016-10-08,110.0,90.0
Vermont,2016,41,2016-10-15,117.0,106.0
Vermont,2016,42,2016-10-22,95.0,91.0
Vermont,2016,43,2016-10-29,112.0,105.0
Vermont,2016,44,2016-11-05,105.0,91.0
Vermont,2016,45,2016-11-12,118.0,111.0
Vermont,2016,46,2016-11-19,102.0,95.0
Vermont,2016,47,2016-11-26,106.0,93.0
Vermont,2016,48,2016-12-03,118.0,111.0
Vermont,2016,49,2016-12-10,118.0,107.0
Vermont,2016,50,2016-12-17,126.0,108.0
Vermont,2016,51,2016-12-24,122.0,111.0
Vermont,2016,52,2016-12-31,125.0,113.0
Vermont,2017,1,2017-01-07,135.0,120.0
Vermont,2017,2,2017-01-14,120.0,110.0
Vermont,2017,3,2017-01-21,98.0,93.0
Vermont,2017,4,2017-01-28,132.0,121.0
Vermont,2017,5,2017-02-04,123.0,115.0
Vermont,2017,6,2017-02-11,123.0,106.0
Vermont,2017,7,2017-02-18,112.0,102.0
Vermont,2017,8,2017-02-25,119.0,104.0
Vermont,2017,9,2017-03-04,90.0,84.0
Vermont,2017,10,2017-03-11,131.0,123.0
Vermont,2017,11,2017-03-18,105.0,96.0
Vermont,2017,12,2017-03-25,131.0,120.0
Vermont,2017,13,2017-04-01,138.0,128.0
Vermont,2017,14,2017-04-08,98.0,95.0
Vermont,2017,15,2017-04-15,128.0,117.0
Vermont,2017,16,2017-04-22,120.0,107.0
Vermont,2017,17,2017-04-29,114.0,106.0
Vermont,2017,18,2017-05-06,106.0,98.0
Vermont,2017,19,2017-05-13,107.0,96.0
Vermont,2017,20,2017-05-20,105.0,95.0
Vermont,2017,21,2017-05-27,110.0,100.0
Vermont,2017,22,2017-06-03,88.0,79.0
Vermont,2017,23,2017-06-10,118.0,106.0
Vermont,2017,24,2017-06-17,113.0,103.0
Vermont,2017,25,2017-06-24,99.0,92.0
Vermont,2017,26,2017-07-01,79.0,72.0
Vermont,2017,27,2017-07-08,127.0,109.0
Vermont,2017,28,2017-07-15,102.0,92.0
Vermont,2017,29,2017-07-22,92.0,79.0
Vermont,2017,30,2017-07-29,94.0,85.0
Vermont,2017,31,2017-08-05,116.0,102.0
Vermont,2017,32,2017-08-12,104.0,89.0
Vermont,2017,33,2017-08-19,114.0,108.0
Vermont,2017,34,2017-08-26,84.0,76.0
Vermont,2017,35,2017-09-02,103.0,96.0
Vermont,2017,36,2017-09-09,89.0,83.0
Vermont,2017,37,2017-09-16,104.0,94.0
Vermont,2017,38,2017-09-23,110.0,102.0
Vermont,2017,39,2017-09-30,95.0,90.0
Vermont,2017,40,2017-10-07,108.0,97.0
Vermont,2017,41,2017-10-14,100.0,89.0
Vermont,2017,42,2017-10-21,106.0,90.0
Vermont,2017,43,2017-10-28,108.0,101.0
Vermont,2017,44,2017-11-04,113.0,108.0
Vermont,2017,45,2017-11-11,112.0,93.0
Vermont,2017,46,2017-11-18,123.0,107.0
Vermont,2017,47,2017-11-25,107.0,97.0
Vermont,2017,48,2017-12-02,113.0,107.0
Vermont,2017,49,2017-12-09,114.0,109.0
Vermont,2017,50,2017-12-16,108.0,95.0
Vermont,2017,51,2017-12-23,118.0,108.0
Vermont,2017,52,2017-12-30,142.0,131.0
Vermont,2018,1,2018-01-06,130.0,121.0
Vermont,2018,2,2018-01-13,142.0,126.0
Vermont,2018,3,2018-01-20,129.0,117.0
Vermont,2018,4,2018-01-27,132.0,123.0
Vermont,2018,5,2018-02-03,109.0,102.0
Vermont,2018,6,2018-02-10,141.0,125.0
Vermont,2018,7,2018-02-17,117.0,108.0
Vermont,2018,8,2018-02-24,111.0,101.0
Vermont,2018,9,2018-03-03,122.0,112.0
Vermont,2018,10,2018-03-10,134.0,122.0
Vermont,2018,11,2018-03-17,114.0,104.0
Vermont,2018,12,2018-03-24,128.0,122.0
Vermont,2018,13,2018-03-31,88.0,74.0
Vermont,2018,14,2018-04-07,92.0,81.0
Vermont,2018,15,2018-04-14,129.0,111.0
Vermont,2018,16,2018-04-21,122.0,109.0
Vermont,2018,17,2018-04-28,102.0,95.0
Vermont,2018,18,2018-05-05,108.0,98.0
Vermont,2018,19,2018-05-12,88.0,74.0
Vermont,2018,20,2018-05-19,95.0,80.0
Vermont,2018,21,2018-05-26,102.0,92.0
Vermont,2018,22,2018-06-02,97.0,89.0
Vermont,2018,23,2018-06-09,100.0,88.0
Vermont,2018,24,2018-06-16,126.0,112.0
Vermont,2018,25,2018-06-23,98.0,90.0
Vermont,2018,26,2018-06-30,106.0,98.0
Vermont,2018,27,2018-07-07,97.0,79.0
Vermont,2018,28,2018-07-14,114.0,99.0
Vermont,2018,29,2018-07-21,107.0,83.0
Vermont,2018,30,2018-07-28,98.0,90.0
Vermont,2018,31,2018-08-04,102.0,89.0
Vermont,2018,32,2018-08-11,92.0,85.0
Vermont,2018,33,2018-08-18,111.0,104.0
Vermont,2018,34,2018-08-25,100.0,89.0
Vermont,2018,35,2018-09-01,108.0,99.0
Vermont,2018,36,2018-09-08,113.0,98.0
Vermont,2018,37,2018-09-15,110.0,93.0
Vermont,2018,38,2018-09-22,96.0,85.0
Vermont,2018,39,2018-09-29,101.0,91.0
Vermont,2018,40,2018-10-06,107.0,89.0
Vermont,2018,41,2018-10-13,115.0,103.0
Vermont,2018,42,2018-10-20,130.0,114.0
Vermont,2018,43,2018-10-27,122.0,104.0
Vermont,2018,44,2018-11-03,124.0,110.0
Vermont,2018,45,2018-11-10,118.0,109.0
Vermont,2018,46,2018-11-17,121.0,111.0
Vermont,2018,47,2018-11-24,91.0,86.0
Vermont,2018,48,2018-12-01,99.0,89.0
Vermont,2018,49,2018-12-08,103.0,88.0
Vermont,2018,50,2018-12-15,85.0,76.0
Vermont,2018,51,2018-12-22,116.0,108.0
Vermont,2018,52,2018-12-29,124.0,114.0
Vermont,2019,1,2019-01-05,111.0,97.0
