category,version_season,challenge_id,challenge_type,outcome_type,tribe,castaway_id,castaway,n_entities,n_winners,n_in_team,won
All,US01,3.0,Immunity,Tribal,Pagong,US0004,Ramona,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0006,Joel,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0007,Gretchen,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0008,Greg,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0009,Jenna,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0010,Gervase,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Pagong,US0011,Colleen,2,1,8,0.0
All,US01,3.0,Immunity,Tribal,Tagi,US0003,Stacey,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0005,Dirk,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0012,Sean,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0013,Sue,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0014,Rudy,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0015,Kelly,2,1,7,1.0
All,US01,3.0,Immunity,Tribal,Tagi,US0016,Richard,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Pagong,US0004,Ramona,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0006,Joel,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0007,Gretchen,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0008,Greg,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0009,Jenna,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0010,Gervase,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Pagong,US0011,Colleen,2,1,7,0.0
All,US01,4.0,Reward,Tribal,Tagi,US0003,Stacey,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0005,Dirk,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0012,Sean,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0013,Sue,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0014,Rudy,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0015,Kelly,2,1,7,1.0
All,US01,4.0,Reward,Tribal,Tagi,US0016,Richard,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0004,Ramona,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0006,Joel,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0007,Gretchen,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0008,Greg,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0009,Jenna,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0010,Gervase,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Pagong,US0011,Colleen,2,1,7,1.0
All,US01,5.0,Immunity,Tribal,Tagi,US0003,Stacey,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0005,Dirk,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0012,Sean,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0013,Sue,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0014,Rudy,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0015,Kelly,2,1,7,0.0
All,US01,5.0,Immunity,Tribal,Tagi,US0016,Richard,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0004,Ramona,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0006,Joel,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0007,Gretchen,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0008,Greg,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0009,Jenna,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0010,Gervase,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Pagong,US0011,Colleen,2,1,7,0.0
All,US01,6.0,Reward,Tribal,Tagi,US0005,Dirk,2,1,6,1.0
All,US01,6.0,Reward,Tribal,Tagi,US0012,Sean,2,1,6,1.0
All,US01,6.0,Reward,Tribal,Tagi,US0013,Sue,2,1,6,1.0
All,US01,6.0,Reward,Tribal,Tagi,US0014,Rudy,2,1,6,1.0
All,US01,6.0,Reward,Tribal,Tagi,US0015,Kelly,2,1,6,1.0
All,US01,6.0,Reward,Tribal,Tagi,US0016,Richard,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Pagong,US0004,Ramona,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0006,Joel,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0007,Gretchen,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0008,Greg,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0009,Jenna,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0010,Gervase,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Pagong,US0011,Colleen,2,1,7,0.0
All,US01,7.0,Immunity,Tribal,Tagi,US0005,Dirk,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Tagi,US0012,Sean,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Tagi,US0013,Sue,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Tagi,US0014,Rudy,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Tagi,US0015,Kelly,2,1,6,1.0
All,US01,7.0,Immunity,Tribal,Tagi,US0016,Richard,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0006,Joel,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0007,Gretchen,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0008,Greg,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0009,Jenna,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0010,Gervase,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Pagong,US0011,Colleen,2,1,6,1.0
All,US01,8.0,Reward,Tribal,Tagi,US0005,Dirk,2,1,6,0.0
All,US01,8.0,Reward,Tribal,Tagi,US0012,Sean,2,1,6,0.0
All,US01,8.0,Reward,Tribal,Tagi,US0013,Sue,2,1,6,0.0
All,US01,8.0,Reward,Tribal,Tagi,US0014,Rudy,2,1,6,0.0
All,US01,8.0,Reward,Tribal,Tagi,US0015,Kelly,2,1,6,0.0
All,US01,8.0,Reward,Tribal,Tagi,US0016,Richard,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Pagong,US0006,Joel,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Pagong,US0007,Gretchen,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Pagong,US0008,Greg,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Pagong,US0009,Jenna,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Pagong,US0010,Gervase,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Pagong,US0011,Colleen,2,1,6,1.0
All,US01,9.0,Immunity,Tribal,Tagi,US0005,Dirk,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Tagi,US0012,Sean,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Tagi,US0013,Sue,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Tagi,US0014,Rudy,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Tagi,US0015,Kelly,2,1,6,0.0
All,US01,9.0,Immunity,Tribal,Tagi,US0016,Richard,2,1,6,0.0
All,US01,10.0,Reward,Tribal,Pagong,US0006,Joel,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Pagong,US0007,Gretchen,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Pagong,US0008,Greg,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Pagong,US0009,Jenna,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Pagong,US0010,Gervase,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Pagong,US0011,Colleen,2,1,6,1.0
All,US01,10.0,Reward,Tribal,Tagi,US0012,Sean,2,1,5,0.0
All,US01,10.0,Reward,Tribal,Tagi,US0013,Sue,2,1,5,0.0
All,US01,10.0,Reward,Tribal,Tagi,US0014,Rudy,2,1,5,0.0
All,US01,10.0,Reward,Tribal,Tagi,US0015,Kelly,2,1,5,0.0
All,US01,10.0,Reward,Tribal,Tagi,US0016,Richard,2,1,5,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0006,Joel,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0007,Gretchen,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0008,Greg,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0009,Jenna,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0010,Gervase,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Pagong,US0011,Colleen,2,1,6,0.0
All,US01,11.0,Immunity,Tribal,Tagi,US0012,Sean,2,1,5,1.0
All,US01,11.0,Immunity,Tribal,Tagi,US0013,Sue,2,1,5,1.0
All,US01,11.0,Immunity,Tribal,Tagi,US0014,Rudy,2,1,5,1.0
All,US01,11.0,Immunity,Tribal,Tagi,US0015,Kelly,2,1,5,1.0
All,US01,11.0,Immunity,Tribal,Tagi,US0016,Richard,2,1,5,1.0
All,US01,12.0,Immunity,Individual,Rattana,US0007,Gretchen,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0008,Greg,10,1,10,1.0
All,US01,12.0,Immunity,Individual,Rattana,US0009,Jenna,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0010,Gervase,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0011,Colleen,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0012,Sean,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0013,Sue,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0014,Rudy,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0015,Kelly,10,1,10,0.0
All,US01,12.0,Immunity,Individual,Rattana,US0016,Richard,10,1,10,0.0
All,US01,13.0,Reward,Individual,Rattana,US0008,Greg,9,1,9,1.0
All,US01,13.0,Reward,Individual,Rattana,US0009,Jenna,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0010,Gervase,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0011,Colleen,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0012,Sean,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0013,Sue,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0014,Rudy,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0015,Kelly,9,1,9,0.0
All,US01,13.0,Reward,Individual,Rattana,US0016,Richard,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0008,Greg,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0009,Jenna,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0010,Gervase,9,1,9,1.0
All,US01,14.0,Immunity,Individual,Rattana,US0011,Colleen,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0012,Sean,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0013,Sue,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0014,Rudy,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0015,Kelly,9,1,9,0.0
All,US01,14.0,Immunity,Individual,Rattana,US0016,Richard,9,1,9,0.0
All,US01,15.0,Reward,Individual,Rattana,US0009,Jenna,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0010,Gervase,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0011,Colleen,8,1,8,1.0
All,US01,15.0,Reward,Individual,Rattana,US0012,Sean,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0013,Sue,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0014,Rudy,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0015,Kelly,8,1,8,0.0
All,US01,15.0,Reward,Individual,Rattana,US0016,Richard,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0009,Jenna,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0010,Gervase,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0011,Colleen,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0012,Sean,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0013,Sue,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0014,Rudy,8,1,8,1.0
All,US01,16.0,Immunity,Individual,Rattana,US0015,Kelly,8,1,8,0.0
All,US01,16.0,Immunity,Individual,Rattana,US0016,Richard,8,1,8,0.0
All,US01,17.0,Reward,Individual,Rattana,US0010,Gervase,7,1,7,1.0
All,US01,17.0,Reward,Individual,Rattana,US0011,Colleen,7,1,7,0.0
All,US01,17.0,Reward,Individual,Rattana,US0012,Sean,7,1,7,0.0
All,US01,17.0,Reward,Individual,Rattana,US0013,Sue,7,1,7,0.0
All,US01,17.0,Reward,Individual,Rattana,US0014,Rudy,7,1,7,0.0
All,US01,17.0,Reward,Individual,Rattana,US0015,Kelly,7,1,7,0.0
All,US01,17.0,Reward,Individual,Rattana,US0016,Richard,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0010,Gervase,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0011,Colleen,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0012,Sean,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0013,Sue,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0014,Rudy,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0015,Kelly,7,1,7,0.0
All,US01,18.0,Immunity,Individual,Rattana,US0016,Richard,7,1,7,1.0
All,US01,19.0,Reward,Individual,Rattana,US0011,Colleen,6,1,6,0.0
All,US01,19.0,Reward,Individual,Rattana,US0012,Sean,6,1,6,1.0
All,US01,19.0,Reward,Individual,Rattana,US0013,Sue,6,1,6,0.0
All,US01,19.0,Reward,Individual,Rattana,US0014,Rudy,6,1,6,0.0
All,US01,19.0,Reward,Individual,Rattana,US0015,Kelly,6,1,6,0.0
All,US01,19.0,Reward,Individual,Rattana,US0016,Richard,6,1,6,0.0
All,US01,20.0,Reward,Individual,Rattana,US0011,Colleen,6,1,6,1.0
All,US01,20.0,Reward,Individual,Rattana,US0012,Sean,6,1,6,0.0
All,US01,20.0,Reward,Individual,Rattana,US0013,Sue,6,1,6,0.0
All,US01,20.0,Reward,Individual,Rattana,US0014,Rudy,6,1,6,0.0
All,US01,20.0,Reward,Individual,Rattana,US0015,Kelly,6,1,6,0.0
All,US01,20.0,Reward,Individual,Rattana,US0016,Richard,6,1,6,0.0
All,US01,21.0,Immunity,Individual,Rattana,US0011,Colleen,6,1,6,0.0
All,US01,21.0,Immunity,Individual,Rattana,US0012,Sean,6,1,6,0.0
All,US01,21.0,Immunity,Individual,Rattana,US0013,Sue,6,1,6,0.0
All,US01,21.0,Immunity,Individual,Rattana,US0014,Rudy,6,1,6,0.0
All,US01,21.0,Immunity,Individual,Rattana,US0015,Kelly,6,1,6,1.0
All,US01,21.0,Immunity,Individual,Rattana,US0016,Richard,6,1,6,0.0
All,US01,22.0,Reward,Individual,Rattana,US0012,Sean,5,1,5,0.0
All,US01,22.0,Reward,Individual,Rattana,US0013,Sue,5,1,5,0.0
All,US01,22.0,Reward,Individual,Rattana,US0014,Rudy,5,1,5,0.0
All,US01,22.0,Reward,Individual,Rattana,US0015,Kelly,5,1,5,1.0
All,US01,22.0,Reward,Individual,Rattana,US0016,Richard,5,1,5,0.0
All,US01,23.0,Immunity,Individual,Rattana,US0012,Sean,5,1,5,0.0
All,US01,23.0,Immunity,Individual,Rattana,US0013,Sue,5,1,5,0.0
All,US01,23.0,Immunity,Individual,Rattana,US0014,Rudy,5,1,5,0.0
All,US01,23.0,Immunity,Individual,Rattana,US0015,Kelly,5,1,5,1.0
All,US01,23.0,Immunity,Individual,Rattana,US0016,Richard,5,1,5,0.0
All,US01,24.0,Immunity,Individual,Rattana,US0013,Sue,4,1,4,0.0
All,US01,24.0,Immunity,Individual,Rattana,US0014,Rudy,4,1,4,0.0
All,US01,24.0,Immunity,Individual,Rattana,US0015,Kelly,4,1,4,1.0
All,US01,24.0,Immunity,Individual,Rattana,US0016,Richard,4,1,4,0.0
All,US01,25.0,Immunity,Individual,Rattana,US0014,Rudy,3,1,3,0.0
All,US01,25.0,Immunity,Individual,Rattana,US0015,Kelly,3,1,3,1.0
All,US01,25.0,Immunity,Individual,Rattana,US0016,Richard,3,1,3,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0017,Debb,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0021,Kimmi,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0022,Michael,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0023,Jeff,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0024,Alicia,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0026,Nick,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0028,Rodger,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Kucha,US0029,Elisabeth,2,1,8,0.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0018,Kel,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0019,Maralyn,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0020,Mitchell,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0025,Jerri,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0027,Amber,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0030,Keith,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0031,Colby,2,1,8,1.0
All,US02,1.0,Immunity and Reward,Tribal,Ogakor,US0032,Tina,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Kucha,US0021,Kimmi,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0022,Michael,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0023,Jeff,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0024,Alicia,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0026,Nick,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0028,Rodger,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Kucha,US0029,Elisabeth,2,1,7,0.0
All,US02,2.0,Reward,Tribal,Ogakor,US0018,Kel,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0019,Maralyn,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0020,Mitchell,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0025,Jerri,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0027,Amber,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0030,Keith,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0031,Colby,2,1,8,1.0
All,US02,2.0,Reward,Tribal,Ogakor,US0032,Tina,2,1,8,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0021,Kimmi,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0022,Michael,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0023,Jeff,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0024,Alicia,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0026,Nick,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0028,Rodger,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Kucha,US0029,Elisabeth,2,1,7,1.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0018,Kel,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0019,Maralyn,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0020,Mitchell,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0025,Jerri,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0027,Amber,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0030,Keith,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0031,Colby,2,1,8,0.0
All,US02,3.0,Immunity,Tribal,Ogakor,US0032,Tina,2,1,8,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0021,Kimmi,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0022,Michael,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0023,Jeff,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0024,Alicia,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0026,Nick,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0028,Rodger,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Kucha,US0029,Elisabeth,2,1,7,0.0
All,US02,4.0,Reward,Tribal,Ogakor,US0019,Maralyn,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0020,Mitchell,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0025,Jerri,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0027,Amber,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0030,Keith,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0031,Colby,2,1,7,1.0
All,US02,4.0,Reward,Tribal,Ogakor,US0032,Tina,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0021,Kimmi,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0022,Michael,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0023,Jeff,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0024,Alicia,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0026,Nick,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0028,Rodger,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Kucha,US0029,Elisabeth,2,1,7,1.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0019,Maralyn,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0020,Mitchell,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0025,Jerri,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0027,Amber,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0030,Keith,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0031,Colby,2,1,7,0.0
All,US02,5.0,Immunity,Tribal,Ogakor,US0032,Tina,2,1,7,0.0
All,US02,6.0,Reward,Tribal,Kucha,US0021,Kimmi,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0022,Michael,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0023,Jeff,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0024,Alicia,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0026,Nick,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0028,Rodger,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Kucha,US0029,Elisabeth,2,1,7,1.0
All,US02,6.0,Reward,Tribal,Ogakor,US0020,Mitchell,2,1,6,0.0
All,US02,6.0,Reward,Tribal,Ogakor,US0025,Jerri,2,1,6,0.0
All,US02,6.0,Reward,Tribal,Ogakor,US0027,Amber,2,1,6,0.0
All,US02,6.0,Reward,Tribal,Ogakor,US0030,Keith,2,1,6,0.0
All,US02,6.0,Reward,Tribal,Ogakor,US0031,Colby,2,1,6,0.0
All,US02,6.0,Reward,Tribal,Ogakor,US0032,Tina,2,1,6,0.0
