version,version_season,season_name,season,episode,n_boots,castaway_id,castaway,tribe,tribe_status,total,currency
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0104,Jeanne,Araw,Merged,500.0,Nicos
SA,SA06,Survivor South Africa: Philippines,6.0,13.0,12.0,SA0105,Tom,Araw,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0140,Wardah,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0141,Santoni,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0142,Kiran,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0143,Tyson,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0144,Chappies,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0145,Anela,Osindile,Merged,500.0,Nicos
SA,SA08,Survivor South Africa: Immunity Island,8.0,12.0,13.0,SA0146,Nicole,Osindile,Merged,500.0,Nicos
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0009,James,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0010,Pete,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0011,Zoe,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0012,Eve,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0013,Mick,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0014,Richard,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0015,Jackie,Sekutu,Merged,,GBP
UK,UK01,Survivor: Pulau Tiga,1.0,9.0,8.0,UK0016,Charlotte,Sekutu,Merged,,GBP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0029,Ashleigh,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0030,Christopher,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0031,Doug,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0032,Hannah,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0034,Laurence,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0035,Lee,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0036,Leilani,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0037,Matthew,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0038,Nathan,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0039,Pegleg,Calena,Merged,2500.0,DOP
UK,UK03,Survivor UK: 2023,3.0,9.0,7.0,UK0046,Tinuke,Calena,Merged,2500.0,DOP
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0029,Matt,Phsan,Merged,500.0,NZD
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0030,Adam,Phsan,Merged,500.0,NZD
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0031,Tara,Phsan,Merged,500.0,NZD
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0032,Dave,Phsan,Merged,500.0,NZD
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0033,Tess,Phsan,Merged,500.0,NZD
NZ,NZ02,Survivor NZ: Thailand,2.0,12.0,12.0,NZ0034,Lisa,Phsan,Merged,500.0,NZD
