version,version_season,season_name,season,advantage_id,advantage_type,clue_details,location_found,conditions
US,US34,Survivor: Game Changers,34.0,4.0,Hidden immunity idol,Found without clue,Found around camp,
US,US34,Survivor: Game Changers,34.0,5.0,Extra vote,No clue existed,Received on Exile,Chosen from Advantage Menu
US,US34,Survivor: Game Changers,34.0,6.0,Hidden immunity idol,Found around camp,Found around camp,
US,US34,Survivor: Game Changers,34.0,7.0,Hidden immunity idol,Found without clue,Found around camp,
US,US34,Survivor: Game Changers,34.0,8.0,Steal a vote,No clue existed,Won at challenge,Non-transferrable
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,6.0,Extra vote,No clue existed,Found at reward,Abstain from one vote before use
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,2.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,4.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,5.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,7.0,Hidden immunity idol,Found at reward,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,8.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,9.0,Hidden immunity idol (half),No clue existed,Found around camp,"Was only half of an idol; had to find the other half at a challenge, which she did"
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,13.0,Hidden immunity idol (half),Found around camp,Found in challenge,"Was half of the idol, that was found at challenge."
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,14.0,Hidden immunity idol,,Activated from halves,
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,11.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,12.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,1.0,Super idol,No clue existed,Found in challenge,Play after votes are read; could only be used at the first TC
US,US35,Survivor: Heroes vs. Healers vs. Hustlers,35.0,3.0,Vote blocker,No clue existed,Found at reward,Must be used at next Tribal Council
US,US36,Survivor: Ghost Island,36.0,1.0,Hidden immunity idol,No clue existed,Advantage from Ghost Island,Legacy advantage; only good at 13 and 6 people left.
US,US36,Survivor: Ghost Island,36.0,2.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,3.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,4.0,Extra vote,No clue existed,Won on Ghost Island,
US,US36,Survivor: Ghost Island,36.0,5.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,6.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,7.0,Hidden immunity idol,Found around camp,Advantage from Ghost Island,Only good at next Tribal Council; had the opportunity to extend its life
US,US36,Survivor: Ghost Island,36.0,8.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,8.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US36,Survivor: Ghost Island,36.0,10.0,Extra vote,No clue existed,Won on Ghost Island,
US,US37,Survivor: David vs. Goliath,37.0,1.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,2.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,3.0,Idol nullifier,Found on Exile,Found on Exile,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,4.0,Hidden immunity idol,Found around camp,Found in challenge,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,5.0,Steal a vote,Found at reward,Found around camp,
US,US37,Survivor: David vs. Goliath,37.0,6.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,7.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US37,Survivor: David vs. Goliath,37.0,8.0,Hidden immunity idol,Found around camp,Found around camp,Good only for the next tribal council
US,US37,Survivor: David vs. Goliath,37.0,9.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,1.0,Advantage menu,No clue existed,Found in challenge,Advantage menu; good until third Tribal Council (Day 8)
US,US38,Survivor: Edge of Extinction,38.0,2.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,3.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,4.0,Extra vote,Found on Edge of Exinction,Found on Edge of Extinction,Valid until F7
US,US38,Survivor: Edge of Extinction,38.0,5.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,6.0,Hidden immunity idol,No clue existed,Advantage from Edge of Extinction,Split idol; couldn't be used at the very next tribal council
US,US38,Survivor: Edge of Extinction,38.0,7.0,Extra vote,Found on Edge of Exinction,Found on Edge of Extinction,Valid until F7
US,US38,Survivor: Edge of Extinction,38.0,8.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,9.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US38,Survivor: Edge of Extinction,38.0,10.0,Hidden immunity idol,No clue existed,Advantage from Edge of Extinction,Split idol; couldn't be used at the very next tribal council
US,US38,Survivor: Edge of Extinction,38.0,11.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,1.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,2.0,Hidden immunity idol,No clue existed,Advantage from Island of the Idols,Valid for only two tribal councils
US,US39,Survivor: Island of the Idols,39.0,3.0,Hidden immunity idol,No clue existed,Advantage from Island of the Idols,Valid for only two tribal councils
US,US39,Survivor: Island of the Idols,39.0,4.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,5.0,Vote blocker,No clue existed,Won at challenge,Valid until F6
US,US39,Survivor: Island of the Idols,39.0,6.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,7.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,8.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,9.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,10.0,Hidden immunity idol,No clue existed,Found on Island of the Idols,Valid for only two tribal councils
US,US39,Survivor: Island of the Idols,39.0,11.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,12.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,13.0,Idol nullifier,No clue existed,Won on Islands of the Idols,Valid until F5
US,US39,Survivor: Island of the Idols,39.0,14.0,Hidden immunity idol,Found around camp,Found around camp,Valid until F5
US,US40,Survivor: Winners at War,40.0,1.0,Hidden immunity idol,No clue existed,Sent from Edge of Extinction,Valid for next three tribal councils
US,US40,Survivor: Winners at War,40.0,2.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,3.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,23.0,Hidden immunity idol,,Activated from halves,From advantage_id 2 and 3
US,US40,Survivor: Winners at War,40.0,4.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,5.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,45.0,Hidden immunity idol,,Activated from halves,From advantage_id 4 and 5
US,US40,Survivor: Winners at War,40.0,7.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,8.0,Hidden immunity idol (half),Found without clue,Found around camp,Part of a split idol; valid until F5
US,US40,Survivor: Winners at War,40.0,78.0,Hidden immunity idol,,Activated from halves,From advantage_id 7 and 8
US,US40,Survivor: Winners at War,40.0,10.0,Hidden immunity idol,No clue existed,Sent from Edge of Extinction,50-50 coin flip for immediate immunity
US,US40,Survivor: Winners at War,40.0,11.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US40,Survivor: Winners at War,40.0,12.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US40,Survivor: Winners at War,40.0,13.0,Hidden immunity idol,No clue existed,Bought on Edge of Extinction,Valid until F5
US,US40,Survivor: Winners at War,40.0,14.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US40,Survivor: Winners at War,40.0,9.0,Idol nullifier,No clue existed,Found on Edge of Extinction,Valid until F5
US,US40,Survivor: Winners at War,40.0,6.0,Steal a vote,Found on Edge of Exinction,Found on Edge of Extinction,
US,US41,Survivor: 41,41.0,1.0,Extra vote,No clue existed,Shipwheel Island,Valid until F6
US,US41,Survivor: 41,41.0,2.0,Extra vote,No clue existed,Shipwheel Island,Valid until F6
US,US41,Survivor: 41,41.0,3.0,Extra vote,No clue existed,Shipwheel Island,Valid until F6
US,US41,Survivor: 41,41.0,4.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US41,Survivor: 41,41.0,5.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US41,Survivor: 41,41.0,6.0,Steal a vote,No clue existed,Shipwheel Island,Valid until F7
US,US41,Survivor: 41,41.0,7.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US41,Survivor: 41,41.0,8.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US41,Survivor: 41,41.0,9.0,Knowledge is power,No clue existed,Found around camp,
US,US42,Survivor: 42,42.0,1.0,Amulet,No clue existed,Found in challenge,"Amulet: when in play 3) extra vote, 2) steal a vote, 1) immunity idol"
US,US42,Survivor: 42,42.0,2.0,Amulet,No clue existed,Found in challenge,"Amulet: when in play 3) extra vote, 2) steal a vote, 1) immunity idol"
US,US42,Survivor: 42,42.0,3.0,Amulet,No clue existed,Found in challenge,"Amulet: when in play 3) extra vote, 2) steal a vote, 1) immunity idol"
US,US42,Survivor: 42,42.0,4.0,Extra vote,No clue existed,Shipwheel Island,
US,US42,Survivor: 42,42.0,5.0,Extra vote,No clue existed,Shipwheel Island,
US,US42,Survivor: 42,42.0,6.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US42,Survivor: 42,42.0,7.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US42,Survivor: 42,42.0,8.0,Idol nullifier,Found without clue,Found around camp,
US,US42,Survivor: 42,42.0,9.0,Hidden immunity idol,Found without clue,Found around camp,Beware advantage: all three tribal idols must be found and phrases must be said
US,US42,Survivor: 42,42.0,10.0,Knowledge is power,Found in challenge,Found around camp,Beware advantage: had to be retrieved from a pool of red paint and risk getting 'caught red handed'
US,US42,Survivor: 42,42.0,11.0,Hidden immunity idol,Found without clue,Found around camp,Valid until F5
US,US43,Survivor: 43,43.0,,Challenge advantage,Clue found around camp,Found around camp,Advantage at final 5 challenge
US,US43,Survivor: 43,43.0,,Choose your Champion,Clue given to tribe,Found around camp,
US,US43,Survivor: 43,43.0,,Hidden Immunity Idol,No clue existed,At challenge or reward,Risk rock; Valid for the first 2 tribals
US,US43,Survivor: 43,43.0,,Hidden Immunity Idol,No clue existed,Found around camp,Beware Advantage: Convince everyone in the tribe to give you their beads; Lost your vote
US,US43,Survivor: 43,43.0,,Hidden Immunity Idol,No clue existed,Found around camp,Beware Advantage: Convince everyone in the tribe to give you their beads; Lost your vote
US,US43,Survivor: 43,43.0,,Hidden Immunity Idol,No clue existed,Found around camp,Beware Advantage: Convince everyone in the tribe to give you their beads; Lost your vote
US,US43,Survivor: 43,43.0,,Knowledge is Power,No clue existed,At challenge or reward,Risk rock
US,US43,Survivor: 43,43.0,,Knowledge is Power,Clue found around camp,Found around camp,
US,US43,Survivor: 43,43.0,,Steal a Vote,No clue existed,At challenge or reward,Risk rock
US,US44,Survivor: 44,44.0,,Bank Your Vote,No clue existed,At challenge or reward,Give up a vote in order to bank it for later
US,US44,Survivor: 44,44.0,,Control the Vote,No clue existed,At challenge or reward,Expires after next tribal
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found around camp,
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found around camp,
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found around camp,
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found around camp,
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found at Summit,Expires when all castaways are living on the same beach
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found at Summit,Expires when all castaways are living on the same beach
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found at Summit,Expires when all castaways are living on the same beach
US,US44,Survivor: 44,44.0,,Hidden Immunity Idol,No clue existed,Found around camp,Last time to use it is at Final 5
US,US44,Survivor: 44,44.0,,Inheritance Advantage,No clue existed,At challenge or reward,
US,US45,Survivor: 45,45.0,,Amulet,,Journey,Good until F6
US,US45,Survivor: 45,45.0,,Amulet,,Journey,Good until F6
US,US45,Survivor: 45,45.0,,Amulet,,Journey,Good until F6
US,US45,Survivor: 45,45.0,,Challenge Advantage,,Won in challenge,Valid for the next immunity challenge
US,US45,Survivor: 45,45.0,,Goodwill Advantage,,Given to by another player,
US,US45,Survivor: 45,45.0,,Hidden Immunity Idol,,Found around camp,"Beware advantage: No vote until complete; The Idol only has power for one Tribal Council, but the wielder can sacrifice one vote to extend the power as far as the merge, and a second vote to extend the power as far as the final five"
US,US45,Survivor: 45,45.0,,Hidden Immunity Idol,,Found around camp,"Beware advantage: No vote until complete; The Idol only has power for one Tribal Council, but the wielder can sacrifice one vote to extend the power as far as the merge, and a second vote to extend the power as far as the final five"
US,US45,Survivor: 45,45.0,,Hidden Immunity Idol,,Found around camp,"Beware advantage: No vote until complete; The Idol only has power for one Tribal Council, but the wielder can sacrifice one vote to extend the power as far as the merge, and a second vote to extend the power as far as the final five"
US,US45,Survivor: 45,45.0,,Hidden Immunity Idol,Found around camp,Found around camp,
US,US45,Survivor: 45,45.0,,Safety Without Power,,Won in challenge,
US,US46,Survivor: 46,46.0,1.0,Hidden Immunity Idol,,Found around camp,Beware advantage
US,US46,Survivor: 46,46.0,2.0,Extra Vote,,On Summit journey,
US,US46,Survivor: 46,46.0,3.0,Extra Vote,,On Summit journey,
US,US46,Survivor: 46,46.0,4.0,Hidden Immunity Idol,,Found around camp,Beware advantage
US,US46,Survivor: 46,46.0,5.0,Hidden Immunity Idol,,Found around camp,Beware advantage
US,US46,Survivor: 46,46.0,6.0,Hidden Immunity Idol,,Found around camp,Beware advantage
US,US46,Survivor: 46,46.0,7.0,Hidden Immunity Idol,,Found around camp,
US,US46,Survivor: 46,46.0,8.0,Hidden Immunity Idol,,Found around camp,
AU,AU01,Survivor Australia: 2016,1.0,1.0,Hidden immunity idol,Clue found in moral dilemma,Found around camp,
AU,AU01,Survivor Australia: 2016,1.0,2.0,Hidden immunity idol,Clue found in moral dilemma,Found around camp,
AU,AU01,Survivor Australia: 2016,1.0,3.0,Hidden immunity idol,Found it without clue,Found around camp,
AU,AU01,Survivor Australia: 2016,1.0,4.0,Kidnap castaway from other tribe,No clue existed,Won at a challenge,
AU,AU01,Survivor Australia: 2016,1.0,5.0,Hidden immunity idol,Bought at Survivor Auction,Found around camp,
AU,AU01,Survivor Australia: 2016,1.0,6.0,Vote blocker,No clue existed,Bought at Survivor Auction,Valid until F5
AU,AU01,Survivor Australia: 2016,1.0,7.0,Challenge advantage,No clue existed,Won at a challenge,
AU,AU02,Survivor Australia: 2017,2.0,1.0,Hidden immunity idol,Someone shared clue,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,2.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,3.0,Moral Dilemma,Found without clue,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,4.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,5.0,Hidden immunity idol,Found in reward or challege,Found in reward or challege,
AU,AU02,Survivor Australia: 2017,2.0,6.0,Hidden immunity idol,Found in reward or challege,Found in reward or challege,
AU,AU02,Survivor Australia: 2017,2.0,7.0,Idol Nullifier,Found in reward or challege,Found in reward or challege,
AU,AU02,Survivor Australia: 2017,2.0,8.0,Challenge advantage,No clue existed,Bought at auction,
AU,AU02,Survivor Australia: 2017,2.0,9.0,Challenge advantage,No clue existed,Bought at auction,
AU,AU02,Survivor Australia: 2017,2.0,10.0,Moral Dilemma,No clue existed,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,11.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU02,Survivor Australia: 2017,2.0,12.0,Remove jury member,No clue existed,Found in reward or challenge,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,1.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,2.0,Hidden immunity idol,Clue found in reward or challenge,Found at Tribal Council,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,3.0,Hidden immunity idol,No clue existed,Found in reward or challenge,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,4.0,Hidden immunity idol,Clue found around camp,Found around camp,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,5.0,Hidden immunity idol,Clue found in reward or challenge,Found around camp,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,6.0,Vote steal,No clue existed,Found in reward or challenge,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,7.0,Hidden immunity idol,Clue found around camp,Found in reward or challenge,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,8.0,Hidden immunity idol,Clue found in reward or challenge,Found in reward or challenge,
AU,AU03,Survivor Australia: Champions vs. Contenders,3.0,9.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,1.0,Safety without Power,No clue existed,Found around camp,Can only be used at first tribal council
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,2.0,Hidden immunity idol,Clue found around camp,Found around camp,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,3.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,4.0,Hidden immunity idol,Found without clue,Found around camp,
AU,AU06,Survivor Australia: Brains vs. Brawn,6.0,5.0,Hidden immunity idol,No clue existed,Found at reward or challenge,
